Wavelength (nm),Sum(calc),Si I (3.4e-1),Si II (6.6e-1),Si III (3.0e-5)
768.7,8.225e+0,8.225e+0,2.432e-16,2.910e-26
768.73,6.224e+0,6.224e+0,2.433e-16,2.909e-26
768.75,5.134e+0,5.134e+0,2.434e-16,2.908e-26
768.78,3.807e+0,3.807e+0,2.435e-16,2.906e-26
768.8,3.098e+0,3.098e+0,2.435e-16,2.905e-26
768.83,2.251e+0,2.251e+0,2.436e-16,2.903e-26
768.85,1.807e+0,1.807e+0,2.437e-16,2.902e-26
768.87,1.443e+0,1.443e+0,2.438e-16,2.901e-26
768.9,1.019e+0,1.019e+0,2.439e-16,2.899e-26
768.92,8.024e-1,8.024e-1,2.439e-16,2.898e-26
768.95,5.552e-1,5.552e-1,2.440e-16,2.896e-26
768.97,4.314e-1,4.314e-1,2.441e-16,2.895e-26
769,2.925e-1,2.925e-1,2.442e-16,2.893e-26
769.02,2.242e-1,2.242e-1,2.443e-16,2.892e-26
769.05,1.490e-1,1.490e-1,2.444e-16,2.890e-26
769.07,1.127e-1,1.127e-1,2.444e-16,2.889e-26
769.1,7.334e-2,7.334e-2,2.445e-16,2.888e-26
769.12,5.472e-2,5.472e-2,2.446e-16,2.886e-26
769.15,3.490e-2,3.490e-2,2.447e-16,2.885e-26
769.17,2.569e-2,2.569e-2,2.448e-16,2.884e-26
769.2,1.606e-2,1.606e-2,2.449e-16,2.882e-26
769.22,1.166e-2,1.166e-2,2.449e-16,2.881e-26
769.25,7.141e-3,7.141e-3,2.450e-16,2.879e-26
769.27,5.115e-3,5.115e-3,2.451e-16,2.878e-26
769.29,3.644e-3,3.644e-3,2.451e-16,2.877e-26
769.32,2.169e-3,2.169e-3,2.452e-16,2.875e-26
769.34,1.525e-3,1.525e-3,2.453e-16,2.874e-26
769.37,8.893e-4,8.893e-4,2.454e-16,2.872e-26
769.39,6.166e-4,6.166e-4,2.455e-16,2.871e-26
769.42,3.524e-4,3.524e-4,2.456e-16,2.869e-26
769.44,2.410e-4,2.410e-4,2.456e-16,2.868e-26
769.47,1.350e-4,1.350e-4,2.457e-16,2.866e-26
769.49,9.109e-5,9.109e-5,2.458e-16,2.865e-26
769.52,4.999e-5,4.999e-5,2.459e-16,2.864e-26
769.54,3.328e-5,3.328e-5,2.460e-16,2.862e-26
769.57,1.789e-5,1.789e-5,2.461e-16,2.861e-26
769.59,1.175e-5,1.175e-5,2.461e-16,2.860e-26
769.62,6.191e-6,6.191e-6,2.462e-16,2.858e-26
769.64,4.011e-6,4.011e-6,2.463e-16,2.857e-26
769.66,2.585e-6,2.585e-6,2.464e-16,2.856e-26
769.69,1.324e-6,1.324e-6,2.465e-16,2.854e-26
769.71,8.415e-7,8.415e-7,2.465e-16,2.853e-26
769.74,4.222e-7,4.222e-7,2.466e-16,2.851e-26
769.76,2.648e-7,2.648e-7,2.467e-16,2.850e-26
769.79,1.302e-7,1.302e-7,2.468e-16,2.848e-26
769.81,8.055e-8,8.055e-8,2.469e-16,2.847e-26
769.84,3.881e-8,3.881e-8,2.470e-16,2.845e-26
769.86,2.369e-8,2.369e-8,2.470e-16,2.844e-26
769.89,1.118e-8,1.118e-8,2.471e-16,2.843e-26
769.91,6.733e-9,6.733e-9,2.472e-16,2.841e-26
769.94,3.114e-9,3.114e-9,2.473e-16,2.840e-26
769.96,1.850e-9,1.850e-9,2.473e-16,2.839e-26
769.99,8.384e-10,8.384e-10,2.474e-16,2.837e-26
770.01,4.914e-10,4.914e-10,2.475e-16,2.836e-26
770.03,2.864e-10,2.864e-10,2.476e-16,2.835e-26
770.06,1.262e-10,1.262e-10,2.477e-16,2.833e-26
770.08,7.254e-11,7.254e-11,2.477e-16,2.832e-26
770.11,3.131e-11,3.131e-11,2.478e-16,2.830e-26
770.13,1.776e-11,1.776e-11,2.479e-16,2.829e-26
770.16,7.512e-12,7.512e-12,2.480e-16,2.827e-26
770.18,4.204e-12,4.204e-12,2.481e-16,2.826e-26
770.21,1.742e-12,1.742e-12,2.482e-16,2.824e-26
770.23,9.619e-13,9.619e-13,2.482e-16,2.823e-26
770.26,3.906e-13,3.906e-13,2.483e-16,2.821e-26
770.28,2.127e-13,2.127e-13,2.484e-16,2.820e-26
770.31,8.465e-14,8.465e-14,2.485e-16,2.819e-26
770.33,4.548e-14,4.548e-14,2.486e-16,2.817e-26
771.93,4.030e-14,4.030e-14,2.538e-16,2.726e-26
771.96,1.022e-13,1.022e-13,2.539e-16,2.725e-26
771.98,1.888e-13,1.888e-13,2.540e-16,2.723e-26
772.01,4.695e-13,4.695e-13,2.541e-16,2.722e-26
772.03,8.559e-13,8.559e-13,2.541e-16,2.721e-26
772.06,2.086e-12,2.086e-12,2.542e-16,2.719e-26
772.08,3.752e-12,3.752e-12,2.543e-16,2.718e-26
772.11,8.962e-12,8.962e-12,2.544e-16,2.716e-26
772.13,1.591e-11,1.591e-11,2.545e-16,2.715e-26
772.16,3.725e-11,3.725e-11,2.546e-16,2.713e-26
772.18,6.524e-11,6.524e-11,2.546e-16,2.712e-26
772.21,1.497e-10,1.497e-10,2.547e-16,2.710e-26
772.23,2.587e-10,2.587e-10,2.548e-16,2.709e-26
772.26,5.820e-10,5.820e-10,2.549e-16,2.707e-26
772.28,9.926e-10,9.926e-10,2.550e-16,2.706e-26
772.31,2.188e-9,2.188e-9,2.551e-16,2.705e-26
772.33,3.683e-9,3.683e-9,2.551e-16,2.703e-26
772.35,6.164e-9,6.164e-9,2.552e-16,2.702e-26
772.38,1.322e-8,1.322e-8,2.553e-16,2.701e-26
772.4,2.183e-8,2.183e-8,2.554e-16,2.699e-26
772.43,4.587e-8,4.587e-8,2.555e-16,2.698e-26
772.45,7.475e-8,7.475e-8,2.555e-16,2.697e-26
772.48,1.540e-7,1.540e-7,2.556e-16,2.695e-26
772.5,2.476e-7,2.476e-7,2.557e-16,2.694e-26
772.53,4.999e-7,4.999e-7,2.558e-16,2.692e-26
772.55,7.933e-7,7.933e-7,2.558e-16,2.691e-26
772.58,1.570e-6,1.570e-6,2.559e-16,2.689e-26
772.6,2.458e-6,2.458e-6,2.560e-16,2.688e-26
772.63,4.768e-6,4.768e-6,2.561e-16,2.686e-26
772.65,7.366e-6,7.366e-6,2.562e-16,2.685e-26
772.68,1.401e-5,1.401e-5,2.563e-16,2.684e-26
772.7,2.135e-5,2.135e-5,2.563e-16,2.682e-26
772.72,3.238e-5,3.238e-5,2.564e-16,2.681e-26
772.75,5.986e-5,5.986e-5,2.565e-16,2.680e-26
772.77,8.957e-5,8.957e-5,2.566e-16,2.678e-26
772.8,1.623e-4,1.623e-4,2.567e-16,2.677e-26
772.82,2.397e-4,2.397e-4,2.567e-16,2.676e-26
772.85,4.257e-4,4.257e-4,2.568e-16,2.674e-26
772.87,6.202e-4,6.202e-4,2.569e-16,2.673e-26
772.9,1.080e-3,1.080e-3,2.570e-16,2.671e-26
772.92,1.552e-3,1.552e-3,2.571e-16,2.670e-26
772.95,2.649e-3,2.649e-3,2.572e-16,2.668e-26
772.97,3.757e-3,3.757e-3,2.572e-16,2.667e-26
773,6.285e-3,6.285e-3,2.573e-16,2.665e-26
773.02,8.797e-3,8.797e-3,2.574e-16,2.664e-26
773.05,1.442e-2,1.442e-2,2.575e-16,2.662e-26
773.07,1.992e-2,1.992e-2,2.576e-16,2.661e-26
773.09,2.737e-2,2.737e-2,2.576e-16,2.660e-26
773.12,4.363e-2,4.363e-2,2.577e-16,2.658e-26
773.14,5.915e-2,5.915e-2,2.578e-16,2.657e-26
773.17,9.243e-2,9.243e-2,2.579e-16,2.656e-26
773.19,1.236e-1,1.236e-1,2.579e-16,2.654e-26
773.22,1.894e-1,1.894e-1,2.580e-16,2.653e-26
773.24,2.499e-1,2.499e-1,2.581e-16,2.652e-26
773.27,3.753e-1,3.753e-1,2.582e-16,2.650e-26
773.29,4.887e-1,4.887e-1,2.583e-16,2.649e-26
773.32,7.192e-1,7.192e-1,2.584e-16,2.647e-26
773.34,9.243e-1,9.243e-1,2.584e-16,2.646e-26
773.37,1.333e+0,1.333e+0,2.585e-16,2.644e-26
773.39,1.691e+0,1.691e+0,2.586e-16,2.643e-26
773.42,2.390e+0,2.390e+0,2.587e-16,2.641e-26
773.44,2.991e+0,2.991e+0,2.588e-16,2.640e-26
773.46,3.723e+0,3.723e+0,2.588e-16,2.639e-26
773.49,5.118e+0,5.118e+0,2.589e-16,2.637e-26
773.51,6.285e+0,6.285e+0,2.590e-16,2.636e-26
773.54,8.469e+0,8.469e+0,2.591e-16,2.635e-26
773.56,1.026e+1,1.026e+1,2.592e-16,2.633e-26
773.59,1.356e+1,1.356e+1,2.593e-16,2.632e-26
773.61,1.621e+1,1.621e+1,2.593e-16,2.631e-26
773.64,2.099e+1,2.099e+1,2.594e-16,2.629e-26
773.66,2.476e+1,2.476e+1,2.595e-16,2.628e-26
773.69,3.142e+1,3.142e+1,2.596e-16,2.626e-26
773.71,3.659e+1,3.659e+1,2.597e-16,2.625e-26
773.74,4.551e+1,4.551e+1,2.598e-16,2.623e-26
773.76,5.228e+1,5.228e+1,2.598e-16,2.622e-26
773.79,6.374e+1,6.374e+1,2.599e-16,2.620e-26
773.81,7.226e+1,7.226e+1,2.600e-16,2.619e-26
773.83,8.148e+1,8.148e+1,2.600e-16,2.618e-26
773.86,9.659e+1,9.659e+1,2.601e-16,2.616e-26
773.88,1.075e+2,1.075e+2,2.602e-16,2.615e-26
773.91,1.249e+2,1.249e+2,2.603e-16,2.613e-26
773.93,1.371e+2,1.371e+2,2.604e-16,2.612e-26
773.96,1.562e+2,1.562e+2,2.605e-16,2.611e-26
773.98,1.692e+2,1.692e+2,2.605e-16,2.609e-26
774.01,1.889e+2,1.889e+2,2.606e-16,2.608e-26
774.03,2.019e+2,2.019e+2,2.607e-16,2.607e-26
774.06,2.209e+2,2.209e+2,2.608e-16,2.605e-26
774.08,2.330e+2,2.330e+2,2.609e-16,2.604e-26
774.11,2.500e+2,2.500e+2,2.610e-16,2.602e-26
774.13,2.602e+2,2.602e+2,2.610e-16,2.601e-26
774.16,2.735e+2,2.735e+2,2.611e-16,2.599e-26
774.18,2.809e+2,2.809e+2,2.612e-16,2.598e-26
774.21,2.895e+2,2.895e+2,2.613e-16,2.596e-26
774.23,2.934e+2,2.934e+2,2.614e-16,2.595e-26
774.25,2.957e+2,2.957e+2,2.614e-16,2.594e-26
774.28,2.963e+2,2.963e+2,2.615e-16,2.592e-26
774.3,2.947e+2,2.947e+2,2.616e-16,2.591e-26
774.33,2.895e+2,2.895e+2,2.617e-16,2.590e-26
774.35,2.841e+2,2.841e+2,2.618e-16,2.588e-26
774.38,2.735e+2,2.735e+2,2.619e-16,2.587e-26
774.4,2.649e+2,2.649e+2,2.619e-16,2.586e-26
774.43,2.500e+2,2.500e+2,2.620e-16,2.584e-26
774.45,2.389e+2,2.389e+2,2.621e-16,2.583e-26
774.48,2.209e+2,2.209e+2,2.622e-16,2.581e-26
774.5,2.083e+2,2.083e+2,2.622e-16,2.580e-26
774.53,1.889e+2,1.889e+2,2.623e-16,2.578e-26
774.55,1.757e+2,1.757e+2,2.624e-16,2.577e-26
774.58,1.562e+2,1.562e+2,2.625e-16,2.575e-26
774.6,1.434e+2,1.434e+2,2.626e-16,2.574e-26
774.62,1.309e+2,1.309e+2,2.626e-16,2.573e-26
774.65,1.131e+2,1.131e+2,2.627e-16,2.571e-26
774.67,1.020e+2,1.020e+2,2.628e-16,2.570e-26
774.7,8.635e+1,8.635e+1,2.629e-16,2.568e-26
774.72,7.678e+1,7.678e+1,2.630e-16,2.567e-26
774.75,6.374e+1,6.374e+1,2.631e-16,2.566e-26
774.77,5.593e+1,5.593e+1,2.631e-16,2.564e-26
774.8,4.551e+1,4.551e+1,2.632e-16,2.563e-26
774.82,3.940e+1,3.940e+1,2.633e-16,2.562e-26
774.85,3.142e+1,3.142e+1,2.634e-16,2.560e-26
774.87,2.685e+1,2.685e+1,2.635e-16,2.559e-26
774.9,2.099e+1,2.099e+1,2.636e-16,2.557e-26
774.92,1.769e+1,1.769e+1,2.636e-16,2.556e-26
774.95,1.356e+1,1.356e+1,2.637e-16,2.554e-26
774.97,1.128e+1,1.128e+1,2.638e-16,2.553e-26
774.99,9.330e+0,9.330e+0,2.639e-16,2.552e-26
775.02,6.951e+0,6.951e+0,2.640e-16,2.550e-26
775.04,5.675e+0,5.675e+0,2.640e-16,2.549e-26
775.07,4.145e+0,4.145e+0,2.641e-16,2.547e-26
775.09,3.339e+0,3.339e+0,2.642e-16,2.546e-26
775.12,2.390e+0,2.390e+0,2.643e-16,2.544e-26
775.14,1.900e+0,1.900e+0,2.643e-16,2.543e-26
775.17,1.333e+0,1.333e+0,2.644e-16,2.542e-26
775.19,1.046e+0,1.046e+0,2.645e-16,2.540e-26
775.22,7.192e-1,7.192e-1,2.646e-16,2.539e-26
775.24,5.566e-1,5.566e-1,2.647e-16,2.538e-26
775.27,3.753e-1,3.753e-1,2.648e-16,2.536e-26
775.29,2.866e-1,2.866e-1,2.648e-16,2.535e-26
775.32,1.894e-1,1.894e-1,2.649e-16,2.533e-26
775.34,1.427e-1,1.427e-1,2.650e-16,2.532e-26
775.36,1.070e-1,1.070e-1,2.651e-16,2.531e-26
775.39,6.873e-2,6.873e-2,2.652e-16,2.529e-26
775.41,5.084e-2,5.084e-2,2.652e-16,2.528e-26
775.44,3.201e-2,3.201e-2,2.653e-16,2.526e-26
775.46,2.337e-2,2.337e-2,2.654e-16,2.525e-26
775.49,1.442e-2,1.442e-2,2.655e-16,2.523e-26
775.51,1.039e-2,1.039e-2,2.656e-16,2.522e-26
775.54,6.285e-3,6.285e-3,2.657e-16,2.521e-26
775.56,4.466e-3,4.466e-3,2.657e-16,2.519e-26
775.59,2.649e-3,2.649e-3,2.658e-16,2.518e-26
775.61,1.857e-3,1.857e-3,2.659e-16,2.517e-26
775.64,1.080e-3,1.080e-3,2.660e-16,2.515e-26
775.66,7.471e-4,7.471e-4,2.661e-16,2.514e-26
775.69,4.257e-4,4.257e-4,2.662e-16,2.512e-26
775.71,2.906e-4,2.906e-4,2.662e-16,2.511e-26
775.74,1.623e-4,1.623e-4,2.663e-16,2.509e-26
775.76,1.093e-4,1.093e-4,2.664e-16,2.508e-26
775.78,7.327e-5,7.327e-5,2.664e-16,2.507e-26
775.81,3.979e-5,3.979e-5,2.665e-16,2.505e-26
775.83,2.631e-5,2.631e-5,2.666e-16,2.504e-26
775.86,1.401e-5,1.401e-5,2.667e-16,2.502e-26
775.88,9.138e-6,9.138e-6,2.668e-16,2.501e-26
775.91,4.768e-6,4.768e-6,2.669e-16,2.499e-26
775.93,3.070e-6,3.070e-6,2.669e-16,2.498e-26
775.96,1.570e-6,1.570e-6,2.670e-16,2.497e-26
775.98,9.973e-7,9.973e-7,2.671e-16,2.495e-26
776.01,4.999e-7,4.999e-7,2.672e-16,2.494e-26
776.03,3.134e-7,3.134e-7,2.673e-16,2.493e-26
776.06,1.540e-7,1.540e-7,2.674e-16,2.491e-26
776.08,9.524e-8,9.524e-8,2.674e-16,2.490e-26
776.11,4.587e-8,4.587e-8,2.675e-16,2.488e-26
776.13,2.799e-8,2.799e-8,2.676e-16,2.487e-26
776.15,1.700e-8,1.700e-8,2.677e-16,2.486e-26
776.18,7.959e-9,7.959e-9,2.678e-16,2.484e-26
776.2,4.768e-9,4.768e-9,2.678e-16,2.483e-26
776.23,2.188e-9,2.188e-9,2.679e-16,2.481e-26
776.25,1.294e-9,1.294e-9,2.680e-16,2.480e-26
776.28,5.820e-10,5.820e-10,2.681e-16,2.478e-26
776.3,3.395e-10,3.395e-10,2.682e-16,2.477e-26
776.33,1.497e-10,1.497e-10,2.683e-16,2.476e-26
776.35,8.616e-11,8.616e-11,2.683e-16,2.474e-26
776.38,3.725e-11,3.725e-11,2.684e-16,2.473e-26
776.4,2.115e-11,2.115e-11,2.685e-16,2.472e-26
776.43,8.962e-12,8.962e-12,2.686e-16,2.470e-26
776.45,5.022e-12,5.022e-12,2.686e-16,2.469e-26
776.48,2.086e-12,2.086e-12,2.687e-16,2.467e-26
776.5,1.153e-12,1.153e-12,2.688e-16,2.466e-26
776.52,6.343e-13,6.343e-13,2.689e-16,2.465e-26
776.55,2.562e-13,2.562e-13,2.690e-16,2.463e-26
776.57,1.390e-13,1.390e-13,2.690e-16,2.462e-26
776.6,5.503e-14,5.503e-14,2.691e-16,2.460e-26
782.5,2.885e-16,3.642e-14,2.885e-16,2.124e-26
782.52,5.339e-16,3.636e-14,5.339e-16,2.123e-26
782.55,1.331e-15,3.627e-14,1.331e-15,2.121e-26
782.57,2.432e-15,3.620e-14,2.432e-15,2.120e-26
782.6,6.549e-15,3.611e-14,6.549e-15,2.118e-26
782.62,1.183e-14,3.605e-14,1.183e-14,2.117e-26
782.64,2.128e-14,3.598e-14,2.128e-14,2.116e-26
782.67,5.080e-14,3.589e-14,5.080e-14,2.114e-26
782.69,9.016e-14,3.582e-14,9.016e-14,2.113e-26
782.72,2.111e-13,3.573e-14,2.111e-13,2.111e-26
782.74,3.699e-13,3.567e-14,3.699e-13,2.110e-26
782.77,8.497e-13,3.557e-14,8.497e-13,2.109e-26
782.79,1.470e-12,3.551e-14,1.470e-12,2.107e-26
782.82,3.312e-12,3.542e-14,3.312e-12,2.106e-26
782.84,5.655e-12,3.535e-14,5.655e-12,2.105e-26
782.87,1.250e-11,3.526e-14,1.250e-11,2.103e-26
782.89,2.107e-11,3.519e-14,2.107e-11,2.102e-26
782.92,4.568e-11,3.510e-14,4.568e-11,2.100e-26
782.94,7.603e-11,3.504e-14,7.603e-11,2.099e-26
782.97,1.617e-10,3.494e-14,1.617e-10,2.097e-26
782.99,2.657e-10,3.488e-14,2.657e-10,2.096e-26
783.01,4.343e-10,3.482e-14,4.343e-10,2.095e-26
783.04,8.991e-10,3.472e-14,8.991e-10,2.093e-26
783.06,1.451e-9,3.466e-14,1.451e-9,2.092e-26
783.09,2.947e-9,3.456e-14,2.947e-9,2.090e-26
783.11,4.695e-9,3.450e-14,4.695e-9,2.089e-26
783.14,9.353e-9,3.441e-14,9.353e-9,2.087e-26
783.16,1.471e-8,3.434e-14,1.471e-8,2.086e-26
783.19,2.875e-8,3.425e-14,2.875e-8,2.085e-26
783.21,4.465e-8,3.419e-14,4.465e-8,2.083e-26
783.24,8.560e-8,3.409e-14,8.560e-8,2.082e-26
783.26,1.313e-7,3.403e-14,1.313e-7,2.081e-26
783.29,2.468e-7,3.393e-14,2.468e-7,2.079e-26
783.31,3.737e-7,3.387e-14,3.737e-7,2.078e-26
783.34,6.893e-7,3.378e-14,6.893e-7,2.076e-26
783.36,1.030e-6,3.371e-14,1.030e-6,2.075e-26
783.38,1.532e-6,3.365e-14,1.532e-6,2.074e-26
783.41,2.752e-6,3.355e-14,2.752e-6,2.072e-26
783.43,4.040e-6,3.349e-14,4.040e-6,2.071e-26
783.46,7.118e-6,3.340e-14,7.118e-6,2.069e-26
783.48,1.032e-5,3.333e-14,1.032e-5,2.068e-26
783.51,1.783e-5,3.324e-14,1.783e-5,2.066e-26
783.53,2.552e-5,3.318e-14,2.552e-5,2.065e-26
783.56,4.328e-5,3.308e-14,4.328e-5,2.063e-26
783.58,6.116e-5,3.302e-14,6.116e-5,2.062e-26
783.61,1.017e-4,3.292e-14,1.017e-4,2.061e-26
783.63,1.419e-4,3.286e-14,1.419e-4,2.060e-26
783.66,2.317e-4,3.277e-14,2.317e-4,2.058e-26
783.68,3.192e-4,3.270e-14,3.192e-4,2.057e-26
783.71,5.111e-4,3.261e-14,5.111e-4,2.055e-26
783.73,6.951e-4,3.255e-14,6.951e-4,2.054e-26
783.76,1.092e-3,3.245e-14,1.092e-3,2.052e-26
783.78,1.466e-3,3.239e-14,1.466e-3,2.051e-26
783.8,1.959e-3,3.232e-14,1.959e-3,2.050e-26
783.83,2.997e-3,3.223e-14,2.997e-3,2.048e-26
783.85,3.954e-3,3.217e-14,3.954e-3,2.047e-26
783.88,5.934e-3,3.207e-14,5.934e-3,2.045e-26
783.9,7.729e-3,3.201e-14,7.729e-3,2.044e-26
783.93,1.138e-2,3.191e-14,1.138e-2,2.042e-26
783.95,1.464e-2,3.185e-14,1.464e-2,2.041e-26
783.98,2.115e-2,3.176e-14,2.115e-2,2.040e-26
784,2.686e-2,3.169e-14,2.686e-2,2.038e-26
784.03,3.807e-2,3.160e-14,3.807e-2,2.037e-26
784.05,4.773e-2,3.154e-14,4.773e-2,2.036e-26
784.08,6.639e-2,3.144e-14,6.639e-2,2.034e-26
784.1,8.220e-2,3.138e-14,8.220e-2,2.033e-26
784.13,1.122e-1,3.128e-14,1.122e-1,2.031e-26
784.15,1.371e-1,3.122e-14,1.371e-1,2.030e-26
784.17,1.668e-1,3.116e-14,1.668e-1,2.029e-26
784.2,2.216e-1,3.106e-14,2.216e-1,2.027e-26
784.22,2.662e-1,3.100e-14,2.662e-1,2.026e-26
784.25,3.470e-1,3.091e-14,3.470e-1,2.024e-26
784.27,4.116e-1,3.084e-14,4.116e-1,2.023e-26
784.3,5.265e-1,3.075e-14,5.265e-1,2.021e-26
784.32,6.165e-1,3.069e-14,6.165e-1,2.020e-26
784.35,7.739e-1,3.059e-14,7.739e-1,2.018e-26
784.37,8.948e-1,3.053e-14,8.948e-1,2.017e-26
784.4,1.102e+0,3.043e-14,1.102e+0,2.016e-26
784.42,1.258e+0,3.037e-14,1.258e+0,2.014e-26
784.45,1.521e+0,3.028e-14,1.521e+0,2.013e-26
784.47,1.714e+0,3.021e-14,1.714e+0,2.012e-26
784.5,2.033e+0,3.012e-14,2.033e+0,2.010e-26
784.52,2.263e+0,3.005e-14,2.263e+0,2.009e-26
784.54,2.506e+0,2.999e-14,2.506e+0,2.008e-26
784.57,2.894e+0,2.990e-14,2.894e+0,2.006e-26
784.59,3.165e+0,2.983e-14,3.165e+0,2.005e-26
784.62,3.586e+0,2.974e-14,3.586e+0,2.003e-26
784.64,3.872e+0,2.968e-14,3.872e+0,2.002e-26
784.67,4.305e+0,2.958e-14,4.305e+0,2.000e-26
784.69,4.590e+0,2.952e-14,4.590e+0,1.999e-26
784.72,5.007e+0,2.942e-14,5.007e+0,1.997e-26
784.74,5.272e+0,2.936e-14,5.272e+0,1.996e-26
784.77,5.643e+0,2.927e-14,5.643e+0,1.995e-26
784.79,5.867e+0,2.920e-14,5.867e+0,1.993e-26
784.82,6.161e+0,2.911e-14,6.161e+0,1.992e-26
784.84,6.325e+0,2.905e-14,6.325e+0,1.991e-26
784.87,6.518e+0,2.895e-14,6.518e+0,1.989e-26
784.89,6.607e+0,2.889e-14,6.607e+0,1.988e-26
784.91,6.664e+0,2.882e-14,6.664e+0,1.987e-26
784.94,6.687e+0,2.873e-14,6.687e+0,1.985e-26
784.96,6.660e+0,2.867e-14,6.660e+0,1.984e-26
784.99,6.557e+0,2.857e-14,6.557e+0,1.982e-26
785.01,6.448e+0,2.851e-14,6.448e+0,1.981e-26
785.04,6.228e+0,2.841e-14,6.228e+0,1.979e-26
785.06,6.048e+0,2.835e-14,6.048e+0,1.978e-26
785.09,5.732e+0,2.826e-14,5.732e+0,1.976e-26
785.11,5.496e+0,2.819e-14,5.496e+0,1.975e-26
785.14,5.111e+0,2.810e-14,5.111e+0,1.973e-26
785.16,4.839e+0,2.804e-14,4.839e+0,1.972e-26
785.19,4.415e+0,2.794e-14,4.415e+0,1.971e-26
785.21,4.127e+0,2.788e-14,4.127e+0,1.969e-26
785.24,3.695e+0,2.778e-14,3.695e+0,1.968e-26
785.26,3.410e+0,2.772e-14,3.410e+0,1.967e-26
785.28,3.132e+0,2.766e-14,3.132e+0,1.965e-26
785.31,2.730e+0,2.756e-14,2.730e+0,1.964e-26
785.33,2.475e+0,2.750e-14,2.475e+0,1.963e-26
785.36,2.117e+0,2.741e-14,2.117e+0,1.961e-26
785.38,1.895e+0,2.734e-14,1.895e+0,1.960e-26
785.41,1.590e+0,2.725e-14,1.590e+0,1.958e-26
785.43,1.406e+0,2.718e-14,1.406e+0,1.957e-26
785.46,1.157e+0,2.709e-14,1.157e+0,1.955e-26
785.48,1.010e+0,2.703e-14,1.010e+0,1.954e-26
785.51,8.158e-1,2.693e-14,8.158e-1,1.952e-26
785.53,7.030e-1,2.687e-14,7.030e-1,1.951e-26
785.56,5.570e-1,2.678e-14,5.570e-1,1.950e-26
785.58,4.740e-1,2.671e-14,4.740e-1,1.948e-26
785.61,3.685e-1,2.662e-14,3.685e-1,1.947e-26
785.63,3.096e-1,2.655e-14,3.096e-1,1.946e-26
785.66,2.361e-1,2.646e-14,2.361e-1,1.944e-26
785.68,1.958e-1,2.640e-14,1.958e-1,1.943e-26
785.7,1.616e-1,2.633e-14,1.616e-1,1.942e-26
785.73,1.200e-1,2.624e-14,1.200e-1,1.940e-26
785.75,9.777e-2,2.618e-14,9.777e-2,1.939e-26
785.78,7.122e-2,2.608e-14,7.122e-2,1.937e-26
785.8,5.729e-2,2.602e-14,5.729e-2,1.936e-26
785.83,4.094e-2,2.592e-14,4.094e-2,1.934e-26
785.85,3.252e-2,2.586e-14,3.252e-2,1.933e-26
785.88,2.280e-2,2.577e-14,2.280e-2,1.931e-26
785.9,1.788e-2,2.570e-14,1.788e-2,1.930e-26
785.93,1.229e-2,2.561e-14,1.229e-2,1.928e-26
785.95,9.518e-3,2.555e-14,9.518e-3,1.927e-26
785.98,6.422e-3,2.545e-14,6.422e-3,1.926e-26
786,4.908e-3,2.539e-14,4.908e-3,1.924e-26
786.03,3.249e-3,2.529e-14,3.249e-3,1.923e-26
786.05,2.451e-3,2.523e-14,2.451e-3,1.922e-26
786.07,1.840e-3,2.517e-14,1.840e-3,1.920e-26
786.1,1.186e-3,2.507e-14,1.186e-3,1.919e-26
786.12,8.789e-4,2.501e-14,8.789e-4,1.918e-26
786.15,5.555e-4,2.491e-14,5.555e-4,1.916e-26
786.17,4.065e-4,2.485e-14,4.065e-4,1.915e-26
786.2,2.520e-4,2.476e-14,2.520e-4,1.913e-26
786.22,1.821e-4,2.469e-14,1.821e-4,1.912e-26
786.25,1.107e-4,2.460e-14,1.107e-4,1.910e-26
786.27,7.897e-5,2.454e-14,7.897e-5,1.909e-26
786.3,4.711e-5,2.444e-14,4.711e-5,1.907e-26
786.32,3.317e-5,2.438e-14,3.317e-5,1.906e-26
786.35,1.941e-5,2.428e-14,1.941e-5,1.904e-26
786.37,1.349e-5,2.422e-14,1.349e-5,1.903e-26
786.4,7.746e-6,2.413e-14,7.746e-6,1.902e-26
786.42,5.316e-6,2.406e-14,5.316e-6,1.901e-26
786.44,3.629e-6,2.400e-14,3.629e-6,1.899e-26
786.47,2.028e-6,2.391e-14,2.028e-6,1.898e-26
786.49,1.367e-6,2.384e-14,1.367e-6,1.897e-26
786.52,7.491e-7,2.375e-14,7.491e-7,1.895e-26
786.54,4.984e-7,2.368e-14,4.984e-7,1.894e-26
786.57,2.679e-7,2.359e-14,2.679e-7,1.892e-26
786.59,1.760e-7,2.353e-14,1.760e-7,1.891e-26
786.62,9.281e-8,2.343e-14,9.281e-8,1.889e-26
786.64,6.019e-8,2.337e-14,6.019e-8,1.888e-26
786.67,3.113e-8,2.327e-14,3.113e-8,1.886e-26
786.69,1.993e-8,2.321e-14,1.993e-8,1.885e-26
786.72,1.011e-8,2.312e-14,1.011e-8,1.883e-26
786.74,6.389e-9,2.305e-14,6.389e-9,1.882e-26
786.77,3.179e-9,2.296e-14,3.179e-9,1.881e-26
786.79,1.984e-9,2.290e-14,1.984e-9,1.879e-26
786.81,1.231e-9,2.283e-14,1.231e-9,1.878e-26
786.84,5.963e-10,2.274e-14,5.963e-10,1.877e-26
786.86,3.654e-10,2.268e-14,3.654e-10,1.875e-26
786.89,1.736e-10,2.258e-14,1.736e-10,1.874e-26
