Wavelength (nm),Sum(calc),K I (3.1e-2),K II (9.7e-1),K III (2.7e-11)
611.59,5.689e-4,1.850e-14,5.689e-4,
611.62,7.470e-4,1.850e-14,7.470e-4,
611.64,8.862e-4,1.850e-14,8.862e-4,
611.67,1.127e-3,1.850e-14,1.127e-3,
611.69,1.309e-3,1.850e-14,1.309e-3,
611.72,1.612e-3,1.850e-14,1.612e-3,
611.74,1.832e-3,1.850e-14,1.832e-3,
611.77,2.185e-3,1.850e-14,2.185e-3,
611.79,2.431e-3,1.850e-14,2.431e-3,
611.82,2.808e-3,1.851e-14,2.808e-3,
611.84,3.058e-3,1.851e-14,3.058e-3,
611.87,3.421e-3,1.851e-14,3.421e-3,
611.89,3.648e-3,1.851e-14,3.648e-3,
611.92,3.952e-3,1.851e-14,3.952e-3,
611.94,4.124e-3,1.851e-14,4.124e-3,
611.97,4.327e-3,1.851e-14,4.327e-3,
611.99,4.421e-3,1.851e-14,4.421e-3,
612.02,4.492e-3,1.851e-14,4.492e-3,
612.04,4.492e-3,1.852e-14,4.492e-3,
612.07,4.421e-3,1.852e-14,4.421e-3,
612.09,4.327e-3,1.852e-14,4.327e-3,
612.12,4.124e-3,1.852e-14,4.124e-3,
612.14,3.952e-3,1.852e-14,3.952e-3,
612.17,3.648e-3,1.852e-14,3.648e-3,
612.19,3.421e-3,1.852e-14,3.421e-3,
612.22,3.058e-3,1.852e-14,3.058e-3,
612.24,2.808e-3,1.852e-14,2.808e-3,
612.27,2.431e-3,1.853e-14,2.431e-3,
612.29,2.185e-3,1.853e-14,2.185e-3,
612.32,1.832e-3,1.853e-14,1.832e-3,
612.34,1.612e-3,1.853e-14,1.612e-3,
612.37,1.309e-3,1.853e-14,1.309e-3,
612.39,1.127e-3,1.853e-14,1.127e-3,
612.42,8.862e-4,1.853e-14,8.862e-4,
612.44,7.470e-4,1.853e-14,7.470e-4,
612.47,5.689e-4,1.853e-14,5.689e-4,
612.49,4.694e-4,1.854e-14,4.694e-4,
612.52,3.463e-4,1.854e-14,3.463e-4,
612.54,2.797e-4,1.854e-14,2.797e-4,
612.57,1.998e-4,1.854e-14,1.998e-4,
612.59,1.580e-4,1.854e-14,1.580e-4,
612.62,1.093e-4,1.854e-14,1.093e-4,
612.64,8.457e-5,1.854e-14,8.457e-5,
612.67,5.667e-5,1.854e-14,5.667e-5,
612.69,4.293e-5,1.854e-14,4.293e-5,
612.72,2.786e-5,1.855e-14,2.786e-5,
612.74,2.066e-5,1.855e-14,2.066e-5,
612.77,1.298e-5,1.855e-14,1.298e-5,
612.79,9.423e-6,1.855e-14,9.423e-6,
612.82,5.735e-6,1.855e-14,5.735e-6,
612.84,4.075e-6,1.855e-14,4.075e-6,
612.86,2.871e-6,1.855e-14,2.871e-6,
612.89,1.671e-6,1.855e-14,1.671e-6,
612.91,1.152e-6,1.855e-14,1.152e-6,
612.94,6.493e-7,1.856e-14,6.493e-7,
612.96,4.383e-7,1.856e-14,4.383e-7,
612.99,2.392e-7,1.856e-14,2.392e-7,
613.01,1.581e-7,1.856e-14,1.581e-7,
613.04,8.356e-8,1.856e-14,8.356e-8,
613.06,5.405e-8,1.856e-14,5.405e-8,
613.09,2.767e-8,1.856e-14,2.767e-8,
613.11,1.752e-8,1.856e-14,1.752e-8,
613.14,8.686e-9,1.857e-14,8.686e-9,
613.16,5.383e-9,1.857e-14,5.383e-9,
613.19,2.585e-9,1.857e-14,2.585e-9,
613.21,1.568e-9,1.857e-14,1.568e-9,
613.24,7.292e-10,1.857e-14,7.292e-10,
613.26,4.331e-10,1.857e-14,4.331e-10,
613.29,1.950e-10,1.857e-14,1.950e-10,
613.31,1.134e-10,1.857e-14,1.134e-10,
613.34,4.945e-11,1.857e-14,4.945e-11,
613.36,2.814e-11,1.858e-14,2.814e-11,
613.39,1.189e-11,1.858e-14,1.189e-11,
613.41,6.621e-12,1.858e-14,6.621e-12,
613.44,2.708e-12,1.858e-14,2.708e-12,
613.46,1.477e-12,1.858e-14,1.477e-12,
613.49,5.851e-13,1.858e-14,5.851e-13,
613.51,3.123e-13,1.858e-14,3.123e-13,
613.54,1.198e-13,1.858e-14,1.198e-13,
613.56,6.260e-14,1.858e-14,6.260e-14,
613.59,2.326e-14,1.859e-14,2.326e-14,
613.61,1.190e-14,1.859e-14,1.190e-14,
613.64,4.281e-15,1.859e-14,4.281e-15,
613.66,2.143e-15,1.859e-14,2.143e-15,
613.69,7.470e-16,1.859e-14,7.470e-16,
613.71,3.660e-16,1.859e-14,3.660e-16,
613.74,1.236e-16,1.859e-14,1.236e-16,
613.76,5.926e-17,1.859e-14,5.926e-17,
613.79,1.937e-17,1.859e-14,1.937e-17,
613.81,9.096e-18,1.860e-14,9.096e-18,
613.84,2.880e-18,1.860e-14,2.880e-18,
613.86,1.324e-18,1.860e-14,1.324e-18,
613.89,4.058e-19,1.860e-14,4.058e-19,
622.74,3.349e-20,1.900e-14,3.349e-20,
622.77,1.074e-19,1.900e-14,1.074e-19,
622.79,2.313e-19,1.900e-14,2.313e-19,
622.82,7.195e-19,1.900e-14,7.195e-19,
622.84,1.518e-18,1.900e-14,1.518e-18,
622.87,4.578e-18,1.900e-14,4.578e-18,
622.89,9.459e-18,1.901e-14,9.459e-18,
622.92,2.767e-17,1.901e-14,2.767e-17,
622.94,5.601e-17,1.901e-14,5.601e-17,
622.97,1.589e-16,1.901e-14,1.589e-16,
622.99,3.151e-16,1.901e-14,3.151e-16,
623.02,8.667e-16,1.901e-14,8.667e-16,
623.04,1.684e-15,1.901e-14,1.684e-15,
623.07,4.492e-15,1.901e-14,4.492e-15,
623.09,8.551e-15,1.901e-14,8.551e-15,
623.12,2.212e-14,1.902e-14,2.212e-14,
623.14,4.125e-14,1.902e-14,4.125e-14,
623.17,1.035e-13,1.902e-14,1.035e-13,
623.19,1.890e-13,1.902e-14,1.890e-13,
623.22,4.598e-13,1.902e-14,4.598e-13,
623.24,8.231e-13,1.902e-14,8.231e-13,
623.27,1.941e-12,1.902e-14,1.941e-12,
623.29,3.405e-12,1.902e-14,3.405e-12,
623.32,7.786e-12,1.902e-14,7.786e-12,
623.34,1.338e-11,1.903e-14,1.338e-11,
623.37,2.967e-11,1.903e-14,2.967e-11,
623.39,4.995e-11,1.903e-14,4.995e-11,
623.42,1.074e-10,1.903e-14,1.074e-10,
623.44,1.771e-10,1.903e-14,1.771e-10,
623.47,3.694e-10,1.903e-14,3.694e-10,
623.49,5.969e-10,1.903e-14,5.969e-10,
623.51,9.565e-10,1.903e-14,9.565e-10,
623.54,1.911e-9,1.903e-14,1.911e-9,
623.56,3.000e-9,1.904e-14,3.000e-9,
623.59,5.811e-9,1.904e-14,5.811e-9,
623.61,8.938e-9,1.904e-14,8.938e-9,
623.64,1.679e-8,1.904e-14,1.679e-8,
623.66,2.530e-8,1.904e-14,2.530e-8,
623.69,4.609e-8,1.904e-14,4.609e-8,
623.71,6.804e-8,1.904e-14,6.804e-8,
623.74,1.202e-7,1.904e-14,1.202e-7,
623.76,1.738e-7,1.904e-14,1.738e-7,
623.79,2.978e-7,1.905e-14,2.978e-7,
623.81,4.219e-7,1.905e-14,4.219e-7,
623.84,7.009e-7,1.905e-14,7.009e-7,
623.86,9.730e-7,1.905e-14,9.730e-7,
623.89,1.567e-6,1.905e-14,1.567e-6,
623.91,2.131e-6,1.905e-14,2.131e-6,
623.94,3.329e-6,1.905e-14,3.329e-6,
623.96,4.436e-6,1.905e-14,4.436e-6,
623.99,6.719e-6,1.906e-14,6.719e-6,
624.01,8.771e-6,1.906e-14,8.771e-6,
624.04,1.288e-5,1.906e-14,1.288e-5,
624.06,1.648e-5,1.906e-14,1.648e-5,
624.09,2.347e-5,1.906e-14,2.347e-5,
624.11,2.940e-5,1.906e-14,2.940e-5,
624.14,4.061e-5,1.906e-14,4.061e-5,
624.16,4.985e-5,1.906e-14,4.985e-5,
624.19,6.677e-5,1.906e-14,6.677e-5,
624.21,8.030e-5,1.907e-14,8.030e-5,
624.24,1.043e-4,1.907e-14,1.043e-4,
624.26,1.229e-4,1.907e-14,1.229e-4,
624.29,1.548e-4,1.907e-14,1.548e-4,
624.31,1.786e-4,1.907e-14,1.786e-4,
624.34,2.182e-4,1.907e-14,2.182e-4,
624.36,2.467e-4,1.907e-14,2.467e-4,
624.39,2.922e-4,1.907e-14,2.922e-4,
624.41,3.237e-4,1.907e-14,3.237e-4,
624.44,3.718e-4,1.908e-14,3.718e-4,
624.46,4.036e-4,1.908e-14,4.036e-4,
624.49,4.494e-4,1.908e-14,4.494e-4,
624.51,4.779e-4,1.908e-14,4.779e-4,
624.54,5.161e-4,1.908e-14,5.161e-4,
624.56,5.377e-4,1.908e-14,5.377e-4,
624.59,5.631e-4,1.908e-14,5.631e-4,
624.61,5.748e-4,1.908e-14,5.748e-4,
624.64,5.837e-4,1.908e-14,5.837e-4,
624.66,5.837e-4,1.909e-14,5.837e-4,
624.69,5.748e-4,1.909e-14,5.748e-4,
624.71,5.631e-4,1.909e-14,5.631e-4,
624.74,5.377e-4,1.909e-14,5.377e-4,
624.76,5.161e-4,1.909e-14,5.161e-4,
624.79,4.779e-4,1.909e-14,4.779e-4,
624.81,4.494e-4,1.909e-14,4.494e-4,
624.84,4.036e-4,1.909e-14,4.036e-4,
624.86,3.718e-4,1.909e-14,3.718e-4,
624.89,3.237e-4,1.910e-14,3.237e-4,
624.91,2.922e-4,1.910e-14,2.922e-4,
624.94,2.467e-4,1.910e-14,2.467e-4,
624.96,2.182e-4,1.910e-14,2.182e-4,
624.99,1.786e-4,1.910e-14,1.786e-4,
625.01,1.548e-4,1.910e-14,1.548e-4,
625.04,1.229e-4,1.910e-14,1.229e-4,
625.06,1.043e-4,1.910e-14,1.043e-4,
625.09,8.030e-5,1.910e-14,8.030e-5,
625.11,6.677e-5,1.911e-14,6.677e-5,
625.14,4.985e-5,1.911e-14,4.985e-5,
625.16,4.061e-5,1.911e-14,4.061e-5,
625.19,2.940e-5,1.911e-14,2.940e-5,
625.21,2.347e-5,1.911e-14,2.347e-5,
625.24,1.648e-5,1.911e-14,1.648e-5,
625.26,1.288e-5,1.911e-14,1.288e-5,
625.29,8.771e-6,1.911e-14,8.771e-6,
625.31,6.719e-6,1.911e-14,6.719e-6,
625.34,4.436e-6,1.912e-14,4.436e-6,
625.36,3.329e-6,1.912e-14,3.329e-6,
625.39,2.131e-6,1.912e-14,2.131e-6,
625.41,1.567e-6,1.912e-14,1.567e-6,
625.44,9.730e-7,1.912e-14,9.730e-7,
625.46,7.009e-7,1.912e-14,7.009e-7,
625.49,4.219e-7,1.912e-14,4.219e-7,
625.51,2.978e-7,1.912e-14,2.978e-7,
625.54,1.738e-7,1.913e-14,1.738e-7,
625.56,1.202e-7,1.913e-14,1.202e-7,
625.59,6.804e-8,1.913e-14,6.804e-8,
625.61,4.609e-8,1.913e-14,4.609e-8,
625.64,2.530e-8,1.913e-14,2.530e-8,
625.66,1.679e-8,1.913e-14,1.679e-8,
625.68,1.105e-8,1.913e-14,1.105e-8,
625.71,5.811e-9,1.913e-14,5.811e-9,
625.73,3.747e-9,1.913e-14,3.747e-9,
625.76,1.911e-9,1.914e-14,1.911e-9,
625.78,1.207e-9,1.914e-14,1.207e-9,
625.81,5.969e-10,1.914e-14,5.969e-10,
625.83,3.694e-10,1.914e-14,3.694e-10,
625.86,1.771e-10,1.914e-14,1.771e-10,
625.88,1.074e-10,1.914e-14,1.074e-10,
625.91,4.995e-11,1.914e-14,4.995e-11,
625.93,2.967e-11,1.914e-14,2.967e-11,
625.96,1.338e-11,1.914e-14,1.338e-11,
625.98,7.786e-12,1.914e-14,7.786e-12,
626.01,3.405e-12,1.915e-14,3.405e-12,
626.03,1.941e-12,1.915e-14,1.941e-12,
626.06,8.231e-13,1.915e-14,8.231e-13,
626.08,4.598e-13,1.915e-14,4.598e-13,
626.11,1.890e-13,1.915e-14,1.890e-13,
626.13,1.035e-13,1.915e-14,1.035e-13,
626.16,4.125e-14,1.915e-14,4.125e-14,
626.18,2.212e-14,1.915e-14,2.212e-14,
626.21,8.551e-15,1.916e-14,8.551e-15,
626.23,4.492e-15,1.916e-14,4.492e-15,
626.26,1.684e-15,1.916e-14,1.684e-15,
626.28,8.667e-16,1.916e-14,8.667e-16,
626.31,3.151e-16,1.916e-14,3.151e-16,
626.33,1.589e-16,1.916e-14,1.589e-16,
626.36,5.601e-17,1.916e-14,5.601e-17,
626.38,2.767e-17,1.916e-14,2.767e-17,
626.41,9.459e-18,1.916e-14,9.459e-18,
626.43,4.578e-18,1.917e-14,4.578e-18,
626.46,1.518e-18,1.917e-14,1.518e-18,
626.48,7.195e-19,1.917e-14,7.195e-19,
626.51,2.313e-19,1.917e-14,2.313e-19,
626.53,1.074e-19,1.917e-14,1.074e-19,
626.56,3.349e-20,1.917e-14,3.349e-20,
628.8,8.588e-20,1.927e-14,8.588e-20,
628.83,2.727e-19,1.927e-14,2.727e-19,
628.85,5.831e-19,1.927e-14,5.831e-19,
628.88,1.796e-18,1.928e-14,1.796e-18,
628.9,3.765e-18,1.928e-14,3.765e-18,
628.93,1.125e-17,1.928e-14,1.125e-17,
628.95,2.312e-17,1.928e-14,2.312e-17,
628.98,6.705e-17,1.928e-14,6.705e-17,
629,1.350e-16,1.928e-14,1.350e-16,
629.03,3.799e-16,1.928e-14,3.799e-16,
629.05,7.497e-16,1.928e-14,7.497e-16,
629.08,2.047e-15,1.928e-14,2.047e-15,
629.1,3.959e-15,1.929e-14,3.959e-15,
629.13,1.049e-14,1.929e-14,1.049e-14,
629.15,1.988e-14,1.929e-14,1.988e-14,
629.18,5.111e-14,1.929e-14,5.111e-14,
629.2,9.495e-14,1.929e-14,9.495e-14,
629.23,2.368e-13,1.929e-14,2.368e-13,
629.25,4.312e-13,1.929e-14,4.312e-13,
629.28,1.044e-12,1.929e-14,1.044e-12,
629.3,1.862e-12,1.929e-14,1.862e-12,
629.33,4.373e-12,1.930e-14,4.373e-12,
629.35,7.649e-12,1.930e-14,7.649e-12,
629.38,1.743e-11,1.930e-14,1.743e-11,
629.4,2.987e-11,1.930e-14,2.987e-11,
629.43,6.604e-11,1.930e-14,6.604e-11,
629.45,1.110e-10,1.930e-14,1.110e-10,
629.48,2.380e-10,1.930e-14,2.380e-10,
629.5,3.919e-10,1.930e-14,3.919e-10,
629.53,8.157e-10,1.931e-14,8.157e-10,
629.55,1.316e-9,1.931e-14,1.316e-9,
629.58,2.658e-9,1.931e-14,2.658e-9,
629.6,4.205e-9,1.931e-14,4.205e-9,
629.63,8.239e-9,1.931e-14,8.239e-9,
629.65,1.277e-8,1.931e-14,1.277e-8,
629.68,2.428e-8,1.931e-14,2.428e-8,
629.7,3.689e-8,1.931e-14,3.689e-8,
629.73,6.806e-8,1.931e-14,6.806e-8,
629.75,1.013e-7,1.932e-14,1.013e-7,
629.78,1.814e-7,1.932e-14,1.814e-7,
629.8,2.647e-7,1.932e-14,2.647e-7,
629.83,4.598e-7,1.932e-14,4.598e-7,
629.85,6.577e-7,1.932e-14,6.577e-7,
629.88,1.108e-6,1.932e-14,1.108e-6,
629.9,1.554e-6,1.932e-14,1.554e-6,
629.92,2.161e-6,1.932e-14,2.161e-6,
629.95,3.491e-6,1.932e-14,3.491e-6,
629.97,4.758e-6,1.933e-14,4.758e-6,
630,7.458e-6,1.933e-14,7.458e-6,
630.02,9.962e-6,1.933e-14,9.962e-6,
630.05,1.515e-5,1.933e-14,1.515e-5,
630.07,1.984e-5,1.933e-14,1.984e-5,
630.1,2.927e-5,1.933e-14,2.927e-5,
630.12,3.756e-5,1.933e-14,3.756e-5,
630.15,5.379e-5,1.933e-14,5.379e-5,
630.17,6.764e-5,1.933e-14,6.764e-5,
630.2,9.398e-5,1.934e-14,9.398e-5,
630.22,1.158e-4,1.934e-14,1.158e-4,
630.25,1.562e-4,1.934e-14,1.562e-4,
630.27,1.886e-4,1.934e-14,1.886e-4,
630.3,2.467e-4,1.934e-14,2.467e-4,
630.32,2.921e-4,1.934e-14,2.921e-4,
630.35,3.708e-4,1.934e-14,3.708e-4,
630.37,4.302e-4,1.934e-14,4.302e-4,
630.4,5.298e-4,1.934e-14,5.298e-4,
630.42,6.026e-4,1.935e-14,6.026e-4,
630.45,7.199e-4,1.935e-14,7.199e-4,
630.47,8.025e-4,1.935e-14,8.025e-4,
630.5,9.304e-4,1.935e-14,9.304e-4,
630.52,1.016e-3,1.935e-14,1.016e-3,
630.55,1.143e-3,1.935e-14,1.143e-3,
630.57,1.224e-3,1.935e-14,1.224e-3,
630.6,1.336e-3,1.935e-14,1.336e-3,
630.62,1.402e-3,1.935e-14,1.402e-3,
630.65,1.485e-3,1.936e-14,1.485e-3,
630.67,1.527e-3,1.936e-14,1.527e-3,
630.7,1.569e-3,1.936e-14,1.569e-3,
630.72,1.582e-3,1.936e-14,1.582e-3,
630.75,1.577e-3,1.936e-14,1.577e-3,
630.77,1.558e-3,1.936e-14,1.558e-3,
630.8,1.507e-3,1.936e-14,1.507e-3,
630.82,1.460e-3,1.936e-14,1.460e-3,
630.85,1.370e-3,1.936e-14,1.370e-3,
630.87,1.300e-3,1.937e-14,1.300e-3,
630.9,1.184e-3,1.937e-14,1.184e-3,
630.92,1.102e-3,1.937e-14,1.102e-3,
630.95,9.734e-4,1.937e-14,9.734e-4,
630.97,8.874e-4,1.937e-14,8.874e-4,
631,7.609e-4,1.937e-14,7.609e-4,
631.02,6.798e-4,1.937e-14,6.798e-4,
631.05,5.656e-4,1.937e-14,5.656e-4,
631.07,4.953e-4,1.937e-14,4.953e-4,
631.1,3.998e-4,1.938e-14,3.998e-4,
631.12,3.431e-4,1.938e-14,3.431e-4,
631.15,2.688e-4,1.938e-14,2.688e-4,
631.17,2.261e-4,1.938e-14,2.261e-4,
631.2,1.718e-4,1.938e-14,1.718e-4,
631.22,1.416e-4,1.938e-14,1.416e-4,
631.25,1.044e-4,1.938e-14,1.044e-4,
631.27,8.439e-5,1.938e-14,8.439e-5,
631.3,6.038e-5,1.939e-14,6.038e-5,
631.32,4.782e-5,1.939e-14,4.782e-5,
631.35,3.319e-5,1.939e-14,3.319e-5,
631.37,2.576e-5,1.939e-14,2.576e-5,
631.4,1.735e-5,1.939e-14,1.735e-5,
631.42,1.320e-5,1.939e-14,1.320e-5,
631.45,8.628e-6,1.939e-14,8.628e-6,
631.47,6.433e-6,1.939e-14,6.433e-6,
631.5,4.079e-6,1.939e-14,4.079e-6,
631.52,2.981e-6,1.940e-14,2.981e-6,
631.55,1.834e-6,1.940e-14,1.834e-6,
631.57,1.314e-6,1.940e-14,1.314e-6,
631.6,7.842e-7,1.940e-14,7.842e-7,
631.62,5.505e-7,1.940e-14,5.505e-7,
631.65,3.189e-7,1.940e-14,3.189e-7,
631.67,2.194e-7,1.940e-14,2.194e-7,
631.7,1.233e-7,1.940e-14,1.233e-7,
631.72,8.313e-8,1.940e-14,8.313e-8,
631.75,4.534e-8,1.941e-14,4.534e-8,
631.77,2.996e-8,1.941e-14,2.996e-8,
631.8,1.585e-8,1.941e-14,1.585e-8,
631.82,1.027e-8,1.941e-14,1.027e-8,
631.85,5.272e-9,1.941e-14,5.272e-9,
631.87,3.347e-9,1.941e-14,3.347e-9,
631.9,1.667e-9,1.941e-14,1.667e-9,
631.92,1.037e-9,1.941e-14,1.037e-9,
631.95,5.014e-10,1.941e-14,5.014e-10,
631.97,3.057e-10,1.942e-14,3.057e-10,
632,1.434e-10,1.942e-14,1.434e-10,
632.02,8.569e-11,1.942e-14,8.569e-11,
632.05,3.899e-11,1.942e-14,3.899e-11,
632.07,2.284e-11,1.942e-14,2.284e-11,
632.09,1.327e-11,1.942e-14,1.327e-11,
632.12,5.789e-12,1.942e-14,5.789e-12,
632.14,3.297e-12,1.942e-14,3.297e-12,
632.17,1.395e-12,1.942e-14,1.395e-12,
632.19,7.788e-13,1.943e-14,7.788e-13,
632.22,3.199e-13,1.943e-14,3.199e-13,
632.24,1.750e-13,1.943e-14,1.750e-13,
632.27,6.973e-14,1.943e-14,6.973e-14,
632.29,3.738e-14,1.943e-14,3.738e-14,
632.32,1.446e-14,1.943e-14,1.446e-14,
632.34,7.595e-15,1.943e-14,7.595e-15,
632.37,2.850e-15,1.943e-14,2.850e-15,
632.39,1.468e-15,1.943e-14,1.468e-15,
632.42,5.342e-16,1.944e-14,5.342e-16,
632.44,2.696e-16,1.944e-14,2.696e-16,
632.47,9.524e-17,1.944e-14,9.524e-17,
632.49,4.711e-17,1.944e-14,4.711e-17,
632.52,1.615e-17,1.944e-14,1.615e-17,
632.54,7.829e-18,1.944e-14,7.829e-18,
632.57,2.603e-18,1.944e-14,2.603e-18,
632.59,1.237e-18,1.944e-14,1.237e-18,
632.62,3.991e-19,1.944e-14,3.991e-19,
632.64,1.859e-19,1.945e-14,1.859e-19,
640.82,1.309e-20,1.982e-14,1.309e-20,
640.85,4.097e-20,1.982e-14,4.097e-20,
640.87,8.685e-20,1.982e-14,8.685e-20,
640.9,2.641e-19,1.982e-14,2.641e-19,
640.92,5.492e-19,1.982e-14,5.492e-19,
640.95,1.622e-18,1.982e-14,1.622e-18,
640.97,3.308e-18,1.982e-14,3.308e-18,
641,9.494e-18,1.982e-14,9.494e-18,
641.02,1.899e-17,1.982e-14,1.899e-17,
641.05,5.293e-17,1.983e-14,5.293e-17,
641.07,1.038e-16,1.983e-14,1.038e-16,
641.1,2.812e-16,1.983e-14,2.812e-16,
641.12,5.410e-16,1.983e-14,5.410e-16,
641.15,1.423e-15,1.983e-14,1.423e-15,
641.17,2.685e-15,1.983e-14,2.685e-15,
641.2,6.861e-15,1.983e-14,6.861e-15,
641.22,1.270e-14,1.983e-14,1.270e-14,
641.25,3.152e-14,1.983e-14,3.152e-14,
641.27,5.722e-14,1.984e-14,5.722e-14,
641.3,1.379e-13,1.984e-14,1.379e-13,
641.32,2.456e-13,1.984e-14,2.456e-13,
641.35,5.752e-13,1.984e-14,5.752e-13,
641.37,1.005e-12,1.984e-14,1.005e-12,
641.4,2.285e-12,1.984e-14,2.285e-12,
641.42,3.915e-12,1.984e-14,3.915e-12,
641.45,8.651e-12,1.984e-14,8.651e-12,
641.47,1.453e-11,1.984e-14,1.453e-11,
641.5,3.120e-11,1.985e-14,3.120e-11,
641.52,5.141e-11,1.985e-14,5.141e-11,
641.55,1.072e-10,1.985e-14,1.072e-10,
641.57,1.733e-10,1.985e-14,1.733e-10,
641.6,3.509e-10,1.985e-14,3.509e-10,
641.62,5.563e-10,1.985e-14,5.563e-10,
641.65,1.095e-9,1.985e-14,1.095e-9,
641.67,1.702e-9,1.985e-14,1.702e-9,
641.7,3.252e-9,1.985e-14,3.252e-9,
641.72,4.960e-9,1.986e-14,4.960e-9,
641.75,9.208e-9,1.986e-14,9.208e-9,
641.77,1.377e-8,1.986e-14,1.377e-8,
641.8,2.484e-8,1.986e-14,2.484e-8,
641.82,3.644e-8,1.986e-14,3.644e-8,
641.85,6.383e-8,1.986e-14,6.383e-8,
641.87,9.186e-8,1.986e-14,9.186e-8,
641.9,1.563e-7,1.986e-14,1.563e-7,
641.92,2.206e-7,1.986e-14,2.206e-7,
641.95,3.646e-7,1.987e-14,3.646e-7,
641.97,5.047e-7,1.987e-14,5.047e-7,
642,8.103e-7,1.987e-14,8.103e-7,
642.02,1.100e-6,1.987e-14,1.100e-6,
642.05,1.716e-6,1.987e-14,1.716e-6,
642.07,2.285e-6,1.987e-14,2.285e-6,
642.1,3.462e-6,1.987e-14,3.462e-6,
642.12,4.522e-6,1.987e-14,4.522e-6,
642.15,6.654e-6,1.988e-14,6.654e-6,
642.17,8.526e-6,1.988e-14,8.526e-6,
642.2,1.219e-5,1.988e-14,1.219e-5,
642.22,1.531e-5,1.988e-14,1.531e-5,
642.25,2.126e-5,1.988e-14,2.126e-5,
642.27,2.621e-5,1.988e-14,2.621e-5,
642.3,3.535e-5,1.988e-14,3.535e-5,
642.32,4.273e-5,1.988e-14,4.273e-5,
642.35,5.598e-5,1.988e-14,5.598e-5,
642.37,6.638e-5,1.989e-14,6.638e-5,
642.4,8.448e-5,1.989e-14,8.448e-5,
642.42,9.825e-5,1.989e-14,9.825e-5,
642.45,1.214e-4,1.989e-14,1.214e-4,
642.47,1.385e-4,1.989e-14,1.385e-4,
642.5,1.664e-4,1.989e-14,1.664e-4,
642.52,1.861e-4,1.989e-14,1.861e-4,
642.55,2.171e-4,1.989e-14,2.171e-4,
642.57,2.382e-4,1.989e-14,2.382e-4,
642.6,2.699e-4,1.990e-14,2.699e-4,
642.62,2.905e-4,1.990e-14,2.905e-4,
642.65,3.198e-4,1.990e-14,3.198e-4,
642.67,3.376e-4,1.990e-14,3.376e-4,
642.7,3.609e-4,1.990e-14,3.609e-4,
642.72,3.737e-4,1.990e-14,3.737e-4,
642.74,3.840e-4,1.990e-14,3.840e-4,
642.77,3.941e-4,1.990e-14,3.941e-4,
642.79,3.972e-4,1.990e-14,3.972e-4,
642.82,3.960e-4,1.991e-14,3.960e-4,
642.84,3.915e-4,1.991e-14,3.915e-4,
642.87,3.792e-4,1.991e-14,3.792e-4,
642.89,3.676e-4,1.991e-14,3.676e-4,
642.92,3.458e-4,1.991e-14,3.458e-4,
642.94,3.289e-4,1.991e-14,3.289e-4,
642.97,3.006e-4,1.991e-14,3.006e-4,
642.99,2.803e-4,1.991e-14,2.803e-4,
643.02,2.488e-4,1.991e-14,2.488e-4,
643.04,2.276e-4,1.992e-14,2.276e-4,
643.07,1.963e-4,1.992e-14,1.963e-4,
643.09,1.761e-4,1.992e-14,1.761e-4,
643.12,1.475e-4,1.992e-14,1.475e-4,
643.14,1.298e-4,1.992e-14,1.298e-4,
643.17,1.056e-4,1.992e-14,1.056e-4,
643.19,9.119e-5,1.992e-14,9.119e-5,
643.22,7.207e-5,1.992e-14,7.207e-5,
643.24,6.102e-5,1.992e-14,6.102e-5,
643.27,4.685e-5,1.993e-14,4.685e-5,
643.29,3.890e-5,1.993e-14,3.890e-5,
643.32,2.901e-5,1.993e-14,2.901e-5,
643.34,2.363e-5,1.993e-14,2.363e-5,
643.37,1.712e-5,1.993e-14,1.712e-5,
643.39,1.367e-5,1.993e-14,1.367e-5,
643.42,9.622e-6,1.993e-14,9.622e-6,
643.44,7.539e-6,1.993e-14,7.539e-6,
643.47,5.154e-6,1.993e-14,5.154e-6,
643.49,3.961e-6,1.994e-14,3.961e-6,
643.52,2.630e-6,1.994e-14,2.630e-6,
643.54,1.982e-6,1.994e-14,1.982e-6,
643.57,1.278e-6,1.994e-14,1.278e-6,
643.59,9.452e-7,1.994e-14,9.452e-7,
643.62,5.922e-7,1.994e-14,5.922e-7,
643.64,4.294e-7,1.994e-14,4.294e-7,
643.67,2.613e-7,1.994e-14,2.613e-7,
643.69,1.859e-7,1.994e-14,1.859e-7,
643.72,1.099e-7,1.995e-14,1.099e-7,
643.74,7.665e-8,1.995e-14,7.665e-8,
643.77,4.401e-8,1.995e-14,4.401e-8,
643.79,3.011e-8,1.995e-14,3.011e-8,
643.82,1.680e-8,1.995e-14,1.680e-8,
643.84,1.127e-8,1.995e-14,1.127e-8,
643.87,6.108e-9,1.995e-14,6.108e-9,
643.89,4.020e-9,1.995e-14,4.020e-9,
643.92,2.116e-9,1.996e-14,2.116e-9,
643.94,1.366e-9,1.996e-14,1.366e-9,
643.97,6.985e-10,1.996e-14,6.985e-10,
643.99,4.423e-10,1.996e-14,4.423e-10,
644.02,2.196e-10,1.996e-14,2.196e-10,
644.04,1.364e-10,1.996e-14,1.364e-10,
644.07,6.581e-11,1.996e-14,6.581e-11,
644.09,4.009e-11,1.996e-14,4.009e-11,
644.12,1.879e-11,1.996e-14,1.879e-11,
644.14,1.122e-11,1.997e-14,1.122e-11,
644.17,5.109e-12,1.997e-14,5.109e-12,
