Wavelength (nm),Sum(calc),Na I (4.5e-2),Na II (9.5e-1),Na III (3.4e-19)
325.29,1.833e-16,,1.833e-16,
325.31,3.895e-16,,3.895e-16,
325.33,8.031e-16,,8.031e-16,
325.36,2.247e-15,,2.247e-15,
325.38,4.296e-15,,4.296e-15,
325.41,1.073e-14,,1.073e-14,
325.43,1.903e-14,,1.903e-14,
325.46,4.248e-14,,4.248e-14,
325.48,6.986e-14,,6.986e-14,
325.51,1.392e-13,,1.392e-13,
325.53,2.124e-13,,2.124e-13,
325.56,3.780e-13,,3.780e-13,
325.58,5.347e-13,,5.347e-13,
325.61,8.502e-13,,8.502e-13,
325.63,1.116e-12,,1.116e-12,
325.66,1.585e-12,,1.585e-12,
325.68,1.929e-12,,1.929e-12,
325.71,2.449e-12,,2.449e-12,
325.73,2.767e-12,,2.767e-12,
325.75,3.034e-12,,3.034e-12,
325.78,3.298e-12,,3.298e-12,
325.8,3.362e-12,,3.362e-12,
325.83,3.281e-12,,3.281e-12,
325.85,3.118e-12,,3.118e-12,
325.88,2.750e-12,,2.750e-12,
325.9,2.452e-12,,2.452e-12,
325.93,1.980e-12,,1.980e-12,
325.95,1.676e-12,,1.676e-12,
325.98,1.268e-12,,1.268e-12,
326,1.038e-12,,1.038e-12,
326.03,7.593e-13,,7.593e-13,
326.05,6.132e-13,,6.132e-13,
326.08,4.427e-13,,4.427e-13,
326.1,3.546e-13,,3.546e-13,
326.13,2.509e-13,,2.509e-13,
326.15,1.965e-13,,1.965e-13,
326.17,1.517e-13,,1.517e-13,
326.2,9.936e-14,,9.936e-14,
326.22,7.295e-14,,7.295e-14,
326.25,4.386e-14,,4.386e-14,
326.27,3.024e-14,,3.024e-14,
326.3,1.645e-14,,1.645e-14,
326.32,1.058e-14,,1.058e-14,
326.35,5.173e-15,,5.173e-15,
326.37,3.094e-15,,3.094e-15,
326.4,1.354e-15,,1.354e-15,
326.42,7.523e-16,,7.523e-16,
326.45,2.945e-16,,2.945e-16,
326.47,1.518e-16,,1.518e-16,
326.5,5.310e-17,,5.310e-17,
326.52,2.539e-17,,2.539e-17,
326.55,7.936e-18,,7.936e-18,
326.57,3.520e-18,,3.520e-18,
326.59,1.515e-18,,1.515e-18,
326.62,4.044e-19,,4.044e-19,
326.64,1.615e-19,,1.615e-19,
326.67,3.912e-20,,3.912e-20,
326.69,1.620e-20,,1.620e-20,
326.72,1.270e-20,,1.270e-20,
326.74,2.811e-20,,2.811e-20,
326.77,1.201e-19,,1.201e-19,
326.79,3.118e-19,,3.118e-19,
326.82,1.235e-18,,1.235e-18,
326.84,2.979e-18,,2.979e-18,
326.87,1.055e-17,,1.055e-17,
326.89,2.363e-17,,2.363e-17,
326.92,7.485e-17,,7.485e-17,
326.94,1.555e-16,,1.555e-16,
326.97,4.404e-16,,4.404e-16,
326.99,8.493e-16,,8.493e-16,
327.01,1.590e-15,,1.590e-15,
327.04,3.849e-15,,3.849e-15,
327.06,6.686e-15,,6.686e-15,
327.09,1.447e-14,,1.447e-14,
327.11,2.333e-14,,2.333e-14,
327.14,4.517e-14,,4.517e-14,
327.16,6.758e-14,,6.758e-14,
327.19,1.170e-13,,1.170e-13,
327.21,1.624e-13,,1.624e-13,
327.24,2.513e-13,,2.513e-13,
327.26,3.239e-13,,3.239e-13,
327.29,4.481e-13,,4.481e-13,
327.31,5.360e-13,,5.360e-13,
327.34,6.630e-13,,6.630e-13,
327.36,7.360e-13,,7.360e-13,
327.39,8.140e-13,,8.140e-13,
327.41,8.387e-13,,8.387e-13,
327.43,8.387e-13,,8.387e-13,
327.46,7.931e-13,,7.931e-13,
327.48,7.360e-13,,7.360e-13,
327.51,6.223e-13,,6.223e-13,
327.53,5.360e-13,,5.360e-13,
327.56,4.052e-13,,4.052e-13,
327.58,3.239e-13,,3.239e-13,
327.61,2.189e-13,,2.189e-13,
327.63,1.624e-13,,1.624e-13,
327.66,9.814e-14,,9.814e-14,
327.68,6.758e-14,,6.758e-14,
327.71,3.651e-14,,3.651e-14,
327.73,2.333e-14,,2.333e-14,
327.76,1.127e-14,,1.127e-14,
327.78,6.686e-15,,6.686e-15,
327.81,2.888e-15,,2.888e-15,
327.83,1.591e-15,,1.591e-15,
327.85,8.519e-16,,8.519e-16,
327.88,3.257e-16,,3.257e-16,
327.9,1.882e-16,,1.882e-16,
327.93,1.883e-16,,1.883e-16,
327.95,3.668e-16,,3.668e-16,
327.98,1.295e-15,,1.295e-15,
328,3.002e-15,,3.002e-15,
328.03,1.007e-14,,1.007e-14,
328.05,2.177e-14,,2.177e-14,
328.08,6.543e-14,,6.543e-14,
328.1,1.313e-13,,1.313e-13,
328.13,3.532e-13,,3.532e-13,
328.15,6.582e-13,,6.582e-13,
328.18,1.584e-12,,1.584e-12,
328.2,2.741e-12,,2.741e-12,
328.23,5.902e-12,,5.902e-12,
328.25,9.484e-12,,9.484e-12,
328.27,1.479e-11,,1.479e-11,
328.3,2.726e-11,,2.726e-11,
328.32,3.949e-11,,3.949e-11,
328.35,6.513e-11,,6.513e-11,
328.37,8.760e-11,,8.760e-11,
328.4,1.293e-10,,1.293e-10,
328.42,1.614e-10,,1.614e-10,
328.45,2.132e-10,,2.132e-10,
328.47,2.472e-10,,2.472e-10,
328.5,2.921e-10,,2.921e-10,
328.52,3.145e-10,,3.145e-10,
328.55,3.325e-10,,3.325e-10,
328.57,3.325e-10,,3.325e-10,
328.6,3.145e-10,,3.145e-10,
328.62,2.921e-10,,2.921e-10,
328.65,2.472e-10,,2.472e-10,
328.67,2.132e-10,,2.132e-10,
328.69,1.784e-10,,1.784e-10,
328.72,1.293e-10,,1.293e-10,
328.74,1.005e-10,,1.005e-10,
328.77,6.513e-11,,6.513e-11,
328.79,4.701e-11,,4.701e-11,
328.82,2.726e-11,,2.726e-11,
328.84,1.827e-11,,1.827e-11,
328.87,9.484e-12,,9.484e-12,
328.89,5.902e-12,,5.902e-12,
328.92,2.741e-12,,2.741e-12,
328.94,1.584e-12,,1.584e-12,
328.97,6.582e-13,,6.582e-13,
328.99,3.532e-13,,3.532e-13,
329.02,1.313e-13,,1.313e-13,
329.04,6.543e-14,,6.543e-14,
329.07,2.177e-14,,2.177e-14,
329.09,1.007e-14,,1.007e-14,
329.11,4.524e-15,,4.524e-15,
329.14,1.288e-15,,1.288e-15,
329.16,5.374e-16,,5.374e-16,
329.19,1.036e-14,1.023e-14,1.369e-16,
329.21,4.709e-14,4.704e-14,5.303e-17,
329.24,4.391e-13,4.391e-13,1.209e-17,
329.26,1.887e-12,1.887e-12,4.348e-18,
329.29,1.580e-11,1.580e-11,8.870e-19,
329.31,6.277e-11,6.277e-11,2.962e-19,
329.34,4.706e-10,4.706e-10,5.407e-20,
329.36,1.738e-9,1.738e-9,1.677e-20,
329.39,1.168e-8,1.168e-8,2.739e-21,
329.41,4.009e-8,4.009e-8,7.886e-22,
329.44,2.413e-7,2.413e-7,1.153e-22,
329.46,7.700e-7,7.700e-7,3.082e-23,
329.49,4.154e-6,4.154e-6,4.031e-24,
329.51,1.232e-5,1.232e-5,1.001e-24,
329.53,3.549e-5,3.549e-5,2.420e-25,
329.56,1.642e-4,1.642e-4,3.319e-26,
329.58,4.398e-4,4.398e-4,3.023e-26,
329.61,1.824e-3,1.824e-3,1.767e-25,
329.63,4.542e-3,4.542e-3,6.413e-25,
329.66,1.689e-2,1.689e-2,4.197e-24,
329.68,3.910e-2,3.910e-2,1.416e-23,
329.71,1.304e-1,1.304e-1,8.301e-23,
329.73,2.807e-1,2.807e-1,2.602e-22,
329.76,8.394e-1,8.394e-1,1.367e-21,
329.78,1.680e+0,1.680e+0,3.983e-21,
329.81,4.509e+0,4.509e+0,1.875e-20,
329.83,8.397e+0,8.397e+0,5.077e-20,
329.86,2.022e+1,2.022e+1,2.141e-19,
329.88,3.503e+1,3.503e+1,5.388e-19,
329.91,7.572e+1,7.572e+1,2.036e-18,
329.93,1.221e+2,1.221e+2,4.761e-18,
329.95,1.914e+2,1.914e+2,1.081e-17,
329.98,3.559e+2,3.559e+2,3.503e-17,
330,5.193e+2,5.193e+2,7.395e-17,
330.03,8.679e+2,8.679e+2,2.147e-16,
330.05,1.180e+3,1.180e+3,4.211e-16,
330.08,1.773e+3,1.773e+3,1.095e-15,
330.1,2.245e+3,2.245e+3,1.997e-15,
330.13,3.035e+3,3.035e+3,4.653e-15,
330.15,3.583e+3,3.583e+3,7.884e-15,
330.18,4.361e+3,4.361e+3,1.646e-14,
330.2,4.801e+3,4.801e+3,2.592e-14,
330.23,5.264e+3,5.264e+3,4.848e-14,
330.25,5.406e+3,5.406e+3,7.096e-14,
330.28,5.343e+3,5.343e+3,1.189e-13,
330.3,5.121e+3,5.121e+3,1.617e-13,
330.33,4.564e+3,4.564e+3,2.429e-13,
330.35,4.083e+3,4.083e+3,3.070e-13,
330.37,3.555e+3,3.555e+3,3.769e-13,
330.4,2.742e+3,2.742e+3,4.853e-13,
330.42,2.229e+3,2.229e+3,5.536e-13,
330.45,1.552e+3,1.552e+3,6.386e-13,
330.47,1.178e+3,1.178e+3,6.772e-13,
330.5,7.399e+2,7.399e+2,6.999e-13,
330.52,5.244e+2,5.244e+2,6.897e-13,
330.55,2.972e+2,2.972e+2,6.386e-13,
330.57,1.966e+2,1.966e+2,5.849e-13,
330.6,1.005e+2,1.005e+2,4.853e-13,
330.62,6.206e+1,6.206e+1,4.130e-13,
330.65,2.859e+1,2.859e+1,3.070e-13,
330.67,1.647e+1,1.647e+1,2.429e-13,
330.7,6.837e+0,6.837e+0,1.617e-13,
330.72,3.674e+0,3.674e+0,1.189e-13,
330.75,1.373e+0,1.373e+0,7.096e-14,
330.77,6.878e-1,6.878e-1,4.848e-14,
330.79,3.350e-1,3.350e-1,3.217e-14,
330.82,1.080e-1,1.080e-1,1.646e-14,
330.84,4.900e-2,4.900e-2,1.015e-14,
330.87,1.420e-2,1.420e-2,4.653e-15,
330.89,6.002e-3,6.002e-3,2.667e-15,
330.92,1.563e-3,1.563e-3,1.095e-15,
330.94,6.150e-4,6.150e-4,5.834e-16,
330.97,1.439e-4,1.439e-4,2.147e-16,
330.99,5.269e-5,5.269e-5,1.063e-16,
331.02,1.107e-5,1.107e-5,3.503e-17,
331.04,3.771e-6,3.771e-6,1.612e-17,
331.07,7.108e-7,7.108e-7,4.764e-18,
331.09,2.254e-7,2.254e-7,2.045e-18,
331.12,3.811e-8,3.811e-8,5.793e-19,
331.14,1.124e-8,1.124e-8,3.214e-19,
331.17,1.705e-9,1.705e-9,4.886e-19,
331.19,4.675e-10,4.675e-10,1.097e-18,
331.21,1.245e-10,1.245e-10,2.585e-18,
331.24,1.621e-11,1.621e-11,9.031e-18,
331.26,4.016e-12,4.016e-12,2.008e-17,
331.29,4.586e-13,4.585e-13,6.307e-17,
331.31,1.059e-13,1.058e-13,1.304e-16,
331.34,1.146e-14,1.110e-14,3.674e-16,
331.36,7.066e-16,1.107e-14,7.066e-16,
331.39,1.785e-15,1.104e-14,1.785e-15,
331.41,3.192e-15,1.102e-14,3.192e-15,
331.44,7.228e-15,1.099e-14,7.228e-15,
331.46,1.202e-14,1.097e-14,1.202e-14,
331.49,2.441e-14,1.093e-14,2.441e-14,
331.51,3.776e-14,1.091e-14,3.776e-14,
331.54,6.876e-14,1.088e-14,6.876e-14,
331.56,9.888e-14,1.086e-14,9.888e-14,
331.59,1.615e-13,1.083e-14,1.615e-13,
331.61,2.160e-13,1.080e-14,2.160e-13,
331.63,2.805e-13,1.078e-14,2.805e-13,
331.66,3.933e-13,1.075e-14,3.933e-13,
331.68,4.751e-13,1.073e-14,4.751e-13,
331.71,5.973e-13,1.070e-14,5.973e-13,
331.73,6.709e-13,1.068e-14,6.709e-13,
331.76,7.564e-13,1.064e-14,7.564e-13,
331.78,7.901e-13,1.062e-14,7.901e-13,
331.81,7.988e-13,1.059e-14,7.988e-13,
331.83,7.759e-13,1.057e-14,7.759e-13,
331.86,7.034e-13,1.054e-14,7.034e-13,
331.88,6.353e-13,1.051e-14,6.353e-13,
331.91,5.165e-13,1.048e-14,5.165e-13,
331.93,4.338e-13,1.046e-14,4.338e-13,
331.96,3.163e-13,1.043e-14,3.163e-13,
331.98,2.470e-13,1.041e-14,2.470e-13,
332.01,1.615e-13,1.037e-14,1.615e-13,
332.03,1.173e-13,1.035e-14,1.173e-13,
332.05,8.276e-14,1.033e-14,8.276e-14,
332.08,4.644e-14,1.030e-14,4.644e-14,
332.1,3.047e-14,1.028e-14,3.047e-14,
332.13,1.533e-14,1.025e-14,1.533e-14,
332.15,9.356e-15,1.022e-14,9.356e-15,
332.18,4.224e-15,1.019e-14,4.224e-15,
332.2,2.400e-15,1.017e-14,2.400e-15,
332.23,9.857e-16,1.014e-14,9.857e-16,
332.25,5.466e-16,1.012e-14,5.466e-16,
332.28,2.910e-16,1.008e-14,2.910e-16,
332.3,3.020e-16,1.006e-14,3.020e-16,
332.33,5.951e-16,1.003e-14,5.951e-16,
332.35,1.066e-15,1.001e-14,1.066e-15,
332.38,2.536e-15,9.977e-15,2.536e-15,
332.4,4.386e-15,9.956e-15,4.386e-15,
332.42,7.376e-15,9.934e-15,7.376e-15,
332.45,1.524e-14,9.902e-15,1.524e-14,
332.47,2.386e-14,9.880e-15,2.386e-14,
332.5,4.425e-14,9.848e-15,4.425e-14,
332.52,6.442e-14,9.827e-15,6.442e-14,
332.55,1.072e-13,9.794e-15,1.072e-13,
332.57,1.452e-13,9.773e-15,1.452e-13,
332.6,2.168e-13,9.740e-15,2.168e-13,
332.62,2.732e-13,9.719e-15,2.732e-13,
332.65,3.661e-13,9.687e-15,3.661e-13,
332.67,4.292e-13,9.665e-15,4.292e-13,
332.7,5.160e-13,9.633e-15,5.160e-13,
332.72,5.627e-13,9.611e-15,5.627e-13,
332.75,6.071e-13,9.579e-15,6.071e-13,
332.77,6.159e-13,9.558e-15,6.159e-13,
332.8,5.962e-13,9.525e-15,5.962e-13,
332.82,5.627e-13,9.504e-15,5.627e-13,
332.84,5.160e-13,9.482e-15,5.160e-13,
332.87,4.292e-13,9.450e-15,4.292e-13,
332.89,3.661e-13,9.429e-15,3.661e-13,
332.92,2.732e-13,9.396e-15,2.732e-13,
332.94,2.168e-13,9.375e-15,2.168e-13,
332.97,1.452e-13,9.343e-15,1.452e-13,
332.99,1.072e-13,9.321e-15,1.072e-13,
333.02,6.442e-14,9.289e-15,6.442e-14,
333.04,4.425e-14,9.267e-15,4.425e-14,
333.07,2.386e-14,9.235e-15,2.386e-14,
333.09,1.524e-14,9.214e-15,1.524e-14,
333.12,7.375e-15,9.181e-15,7.375e-15,
333.14,4.384e-15,9.160e-15,4.384e-15,
333.17,1.903e-15,9.128e-15,1.903e-15,
333.19,1.052e-15,9.106e-15,1.052e-15,
333.22,4.100e-16,9.074e-15,4.100e-16,
333.24,2.109e-16,9.052e-15,2.109e-16,
333.26,1.054e-16,9.031e-15,1.054e-16,
333.29,3.528e-17,8.999e-15,3.528e-17,
333.31,1.641e-17,8.977e-15,1.641e-17,
333.34,4.927e-18,8.945e-15,4.927e-18,
333.36,2.131e-18,8.923e-15,2.131e-18,
333.39,5.743e-19,8.891e-15,5.743e-19,
333.41,2.311e-19,8.870e-15,2.311e-19,
333.44,5.589e-20,8.837e-15,5.589e-20,
333.46,2.092e-20,8.816e-15,2.092e-20,
333.49,4.540e-21,8.784e-15,4.540e-21,
333.51,1.581e-21,8.762e-15,1.581e-21,
333.54,3.078e-22,8.730e-15,3.078e-22,
333.56,9.973e-23,8.708e-15,9.973e-23,
333.59,1.742e-23,8.676e-15,1.742e-23,
333.61,5.252e-24,8.655e-15,5.252e-24,
333.64,8.232e-25,8.622e-15,8.232e-25,
333.66,2.308e-25,8.601e-15,2.308e-25,
333.68,6.288e-26,8.579e-15,6.288e-26,
333.71,8.470e-27,8.547e-15,8.470e-27,
333.73,2.147e-27,8.526e-15,2.147e-27,
333.76,2.594e-28,8.493e-15,2.594e-28,
333.78,6.117e-29,8.472e-15,6.117e-29,
333.81,6.633e-30,8.440e-15,6.633e-30,
341.66,1.111e-29,1.111e-29,5.293e-28,
341.69,9.791e-29,9.791e-29,5.313e-28,
341.71,4.037e-28,4.037e-28,5.326e-28,
341.74,3.211e-27,3.211e-27,5.346e-28,
341.76,1.237e-26,1.237e-26,5.359e-28,
341.79,8.883e-26,8.883e-26,5.379e-28,
341.81,3.196e-25,3.196e-25,5.392e-28,
341.84,2.072e-24,2.072e-24,5.412e-28,
341.86,6.965e-24,6.965e-24,5.426e-28,
341.89,4.078e-23,4.078e-23,5.446e-28,
341.91,1.280e-22,1.280e-22,5.459e-28,
341.94,6.769e-22,6.769e-22,5.479e-28,
341.96,1.985e-21,1.985e-21,5.492e-28,
341.99,9.476e-21,9.476e-21,5.512e-28,
342.01,2.596e-20,2.596e-20,5.526e-28,
342.04,1.119e-19,1.119e-19,5.546e-28,
342.06,2.864e-19,2.864e-19,5.559e-28,
342.08,7.133e-19,7.133e-19,5.572e-28,
342.11,2.664e-18,2.664e-18,5.592e-28,
342.13,6.200e-18,6.200e-18,5.605e-28,
342.16,2.091e-17,2.091e-17,5.625e-28,
342.18,4.545e-17,4.545e-17,5.639e-28,
342.21,1.384e-16,1.384e-16,5.659e-28,
342.23,2.810e-16,2.810e-16,5.672e-28,
342.26,7.725e-16,7.725e-16,5.692e-28,
342.28,1.465e-15,1.465e-15,5.705e-28,
342.31,3.637e-15,3.637e-15,5.725e-28,
342.33,6.445e-15,6.445e-15,5.739e-28,
342.36,1.445e-14,1.445e-14,5.759e-28,
342.38,2.391e-14,2.391e-14,5.772e-28,
342.41,4.838e-14,4.838e-14,5.792e-28,
342.43,7.482e-14,7.482e-14,5.805e-28,
342.46,1.367e-13,1.367e-13,5.825e-28,
342.48,1.975e-13,1.975e-13,5.838e-28,
342.5,2.776e-13,2.776e-13,5.852e-28,
342.53,4.395e-13,4.395e-13,5.872e-28,
342.55,5.772e-13,5.772e-13,5.885e-28,
342.58,8.253e-13,8.253e-13,5.905e-28,
342.6,1.012e-12,1.012e-12,5.918e-28,
342.63,1.307e-12,1.307e-12,5.938e-28,
342.65,1.498e-12,1.498e-12,5.952e-28,
342.68,1.746e-12,1.746e-12,5.972e-28,
342.7,1.869e-12,1.869e-12,5.985e-28,
342.73,1.967e-12,1.967e-12,6.005e-28,
342.75,1.967e-12,1.967e-12,6.018e-28,
342.78,1.869e-12,1.869e-12,6.038e-28,
342.8,1.746e-12,1.746e-12,6.052e-28,
342.83,1.498e-12,1.498e-12,6.071e-28,
342.85,1.307e-12,1.307e-12,6.085e-28,
342.88,1.012e-12,1.012e-12,6.105e-28,
342.9,8.253e-13,8.253e-13,6.118e-28,
342.92,6.547e-13,6.547e-13,6.131e-28,
342.95,4.395e-13,4.395e-13,6.151e-28,
342.97,3.257e-13,3.257e-13,6.165e-28,
343,1.975e-13,1.975e-13,6.185e-28,
343.02,1.367e-13,1.367e-13,6.198e-28,
343.05,7.482e-14,7.482e-14,6.218e-28,
343.07,4.838e-14,4.838e-14,6.231e-28,
343.1,2.391e-14,2.391e-14,6.251e-28,
343.12,1.445e-14,1.445e-14,6.265e-28,
343.15,6.445e-15,6.445e-15,6.285e-28,
343.17,3.637e-15,3.637e-15,6.298e-28,
343.2,1.465e-15,1.465e-15,6.318e-28,
343.22,7.725e-16,7.725e-16,6.331e-28,
343.25,2.810e-16,2.810e-16,6.351e-28,
343.27,1.384e-16,1.384e-16,6.364e-28,
343.3,4.545e-17,4.545e-17,6.384e-28,
343.32,2.091e-17,2.091e-17,6.398e-28,
343.34,9.361e-18,9.361e-18,6.411e-28,
343.37,2.664e-18,2.664e-18,6.431e-28,
343.39,1.114e-18,1.114e-18,6.444e-28,
343.42,2.864e-19,2.864e-19,6.464e-28,
343.44,1.119e-19,1.119e-19,6.478e-28,
343.47,2.596e-20,2.596e-20,6.498e-28,
343.49,9.476e-21,9.476e-21,6.511e-28,
343.52,1.985e-21,1.985e-21,6.531e-28,
343.54,6.769e-22,6.769e-22,6.544e-28,
343.57,1.280e-22,1.280e-22,6.564e-28,
343.59,4.078e-23,4.078e-23,6.577e-28,
343.62,6.965e-24,6.965e-24,6.597e-28,
343.64,2.072e-24,2.072e-24,6.611e-28,
343.67,3.196e-25,3.196e-25,6.631e-28,
343.69,8.883e-26,8.883e-26,6.644e-28,
343.71,2.402e-26,2.402e-26,6.657e-28,
343.74,3.211e-27,3.211e-27,6.677e-28,
343.76,8.113e-28,8.113e-28,6.691e-28,
343.79,9.791e-29,9.791e-29,6.711e-28,
343.81,2.311e-29,2.311e-29,6.724e-28,
347.79,1.688e-29,1.688e-29,9.374e-28,
347.82,1.434e-28,1.434e-28,9.394e-28,
347.84,5.774e-28,5.774e-28,9.407e-28,
347.87,4.444e-27,4.444e-27,9.427e-28,
347.89,1.676e-26,1.676e-26,9.440e-28,
347.91,6.159e-26,6.159e-26,9.454e-28,
347.94,4.129e-25,4.129e-25,9.474e-28,
347.96,1.420e-24,1.420e-24,9.487e-28,
347.99,8.628e-24,8.628e-24,9.507e-28,
348.01,2.780e-23,2.780e-23,9.520e-28,
348.04,1.530e-22,1.530e-22,9.540e-28,
348.06,4.615e-22,4.615e-22,9.553e-28,
348.09,2.302e-21,2.302e-21,9.573e-28,
348.11,6.502e-21,6.502e-21,9.587e-28,
348.14,2.938e-20,2.938e-20,9.607e-28,
348.16,7.772e-20,7.772e-20,9.620e-28,
348.19,3.182e-19,3.182e-19,9.640e-28,
348.21,7.882e-19,7.882e-19,9.653e-28,
348.24,2.925e-18,2.925e-18,9.673e-28,
348.26,6.783e-18,6.783e-18,9.687e-28,
348.29,2.281e-17,2.281e-17,9.707e-28,
348.31,4.953e-17,4.953e-17,9.720e-28,
348.33,1.048e-16,1.048e-16,9.733e-28,
348.36,3.068e-16,3.068e-16,9.753e-28,
348.38,6.078e-16,6.078e-16,9.766e-28,
348.41,1.613e-15,1.613e-15,9.786e-28,
348.43,2.992e-15,2.992e-15,9.800e-28,
348.46,7.194e-15,7.194e-15,9.820e-28,
348.48,1.249e-14,1.249e-14,9.833e-28,
348.51,2.722e-14,2.722e-14,9.853e-28,
348.53,4.428e-14,4.428e-14,9.866e-28,
348.56,8.742e-14,8.742e-14,9.886e-28,
348.58,1.331e-13,1.331e-13,9.900e-28,
348.61,2.382e-13,2.382e-13,9.920e-28,
348.63,3.396e-13,3.396e-13,9.933e-28,
348.66,5.506e-13,5.506e-13,9.953e-28,
348.68,7.352e-13,7.352e-13,9.966e-28,
348.71,1.080e-12,1.080e-12,9.986e-28,
348.73,1.350e-12,1.350e-12,9.999e-28,
348.75,1.645e-12,1.645e-12,1.001e-27,
348.78,2.104e-12,2.104e-12,1.003e-27,
348.8,2.400e-12,2.400e-12,1.005e-27,
348.83,2.782e-12,2.782e-12,1.007e-27,
348.85,2.971e-12,2.971e-12,1.008e-27,
348.88,3.121e-12,3.121e-12,1.010e-27,
348.9,3.121e-12,3.121e-12,1.011e-27,
348.93,2.971e-12,2.971e-12,1.013e-27,
348.95,2.782e-12,2.782e-12,1.015e-27,
348.98,2.400e-12,2.400e-12,1.017e-27,
349,2.104e-12,2.104e-12,1.018e-27,
349.03,1.645e-12,1.645e-12,1.020e-27,
349.05,1.350e-12,1.350e-12,1.021e-27,
349.08,9.562e-13,9.562e-13,1.023e-27,
349.1,7.352e-13,7.352e-13,1.025e-27,
349.13,4.718e-13,4.718e-13,1.027e-27,
349.15,3.396e-13,3.396e-13,1.028e-27,
349.17,2.382e-13,2.382e-13,1.029e-27,
349.2,1.331e-13,1.331e-13,1.031e-27,
349.22,8.742e-14,8.742e-14,1.033e-27,
349.25,4.428e-14,4.428e-14,1.035e-27,
349.27,2.722e-14,2.722e-14,1.036e-27,
349.3,1.249e-14,1.249e-14,1.038e-27,
349.32,7.194e-15,7.194e-15,1.039e-27,
349.35,2.992e-15,2.992e-15,1.041e-27,
349.37,1.613e-15,1.613e-15,1.043e-27,
349.4,6.078e-16,6.078e-16,1.045e-27,
349.42,3.068e-16,3.068e-16,1.046e-27,
349.45,1.048e-16,1.048e-16,1.048e-27,
349.47,4.955e-17,4.955e-17,1.049e-27,
349.5,1.540e-17,1.540e-17,1.051e-27,
349.52,6.985e-18,6.985e-18,1.053e-27,
349.55,2.703e-18,2.703e-18,1.055e-27,
349.57,2.733e-18,2.733e-18,1.056e-27,
349.59,4.918e-18,4.918e-18,1.057e-27,
349.62,1.601e-17,1.601e-17,1.059e-27,
349.64,3.534e-17,3.534e-17,1.061e-27,
349.67,1.109e-16,1.109e-16,1.063e-27,
349.69,2.302e-16,2.302e-16,1.064e-27,
349.72,6.558e-16,6.558e-16,1.066e-27,
349.74,1.275e-15,1.275e-15,1.067e-27,
349.77,3.294e-15,3.294e-15,1.069e-27,
349.79,6.003e-15,6.003e-15,1.071e-27,
349.82,1.406e-14,1.406e-14,1.073e-27,
349.84,2.400e-14,2.400e-14,1.074e-27,
349.87,5.098e-14,5.098e-14,1.076e-27,
349.89,8.153e-14,8.153e-14,1.077e-27,
349.92,1.570e-13,1.570e-13,1.079e-27,
349.94,2.353e-13,2.353e-13,1.081e-27,
349.97,4.109e-13,4.109e-13,1.083e-27,
349.99,5.768e-13,5.768e-13,1.084e-27,
350.01,7.888e-13,7.888e-13,1.085e-27,
350.04,1.201e-12,1.201e-12,1.087e-27,
350.06,1.539e-12,1.539e-12,1.088e-27,
350.09,2.126e-12,2.126e-12,1.090e-27,
350.11,2.551e-12,2.551e-12,1.092e-27,
350.14,3.195e-12,3.195e-12,1.094e-27,
350.16,3.593e-12,3.593e-12,1.095e-27,
350.19,4.081e-12,4.081e-12,1.097e-27,
350.21,4.299e-12,4.299e-12,1.098e-27,
350.24,4.427e-12,4.427e-12,1.100e-27,
350.26,4.370e-12,4.370e-12,1.102e-27,
350.29,4.081e-12,4.081e-12,1.104e-27,
350.31,3.773e-12,3.773e-12,1.105e-27,
350.34,3.195e-12,3.195e-12,1.107e-27,
350.36,2.768e-12,2.768e-12,1.108e-27,
350.39,2.126e-12,2.126e-12,1.110e-27,
350.41,1.725e-12,1.725e-12,1.112e-27,
350.43,1.364e-12,1.364e-12,1.113e-27,
350.46,9.135e-13,9.135e-13,1.115e-27,
350.48,6.767e-13,6.767e-13,1.116e-27,
350.51,4.109e-13,4.109e-13,1.118e-27,
350.53,2.853e-13,2.853e-13,1.120e-27,
350.56,1.573e-13,1.573e-13,1.122e-27,
350.58,1.027e-13,1.027e-13,1.123e-27,
350.61,5.263e-14,5.263e-14,1.125e-27,
350.63,3.409e-14,3.409e-14,1.126e-27,
350.66,2.128e-14,2.128e-14,1.128e-27,
350.68,2.049e-14,2.049e-14,1.130e-27,
350.71,3.018e-14,3.018e-14,1.132e-27,
350.73,4.523e-14,4.523e-14,1.133e-27,
350.76,8.575e-14,8.575e-14,1.135e-27,
350.78,1.292e-13,1.292e-13,1.136e-27,
350.81,2.291e-13,2.291e-13,1.138e-27,
350.83,3.251e-13,3.251e-13,1.140e-27,
350.85,4.497e-13,4.497e-13,1.141e-27,
350.88,6.968e-13,6.968e-13,1.143e-27,
350.9,9.034e-13,9.034e-13,1.144e-27,
350.93,1.270e-12,1.270e-12,1.146e-27,
350.95,1.543e-12,1.543e-12,1.148e-27,
350.98,1.968e-12,1.968e-12,1.150e-27,
351,2.241e-12,2.241e-12,1.151e-27,
351.03,2.593e-12,2.593e-12,1.153e-27,
351.05,2.767e-12,2.767e-12,1.154e-27,
351.08,2.905e-12,2.905e-12,1.156e-27,
351.1,2.905e-12,2.905e-12,1.158e-27,
351.13,2.767e-12,2.767e-12,1.160e-27,
351.15,2.593e-12,2.593e-12,1.161e-27,
351.18,2.241e-12,2.241e-12,1.163e-27,
351.2,1.968e-12,1.968e-12,1.164e-27,
