Wavelength (nm),Sum(calc),Fe I (1.5e-1),Fe II (8.5e-1),Fe III (1.1e-4)
720.36,4.925e-7,4.925e-7,7.278e-17,1.123e-26
720.39,2.293e-7,2.293e-7,7.281e-17,1.123e-26
720.41,1.367e-7,1.367e-7,7.282e-17,1.123e-26
720.44,6.221e-8,6.221e-8,7.285e-17,1.123e-26
720.46,3.652e-8,3.652e-8,7.286e-17,1.122e-26
720.49,1.623e-8,1.623e-8,7.289e-17,1.122e-26
720.51,9.382e-9,9.382e-9,7.290e-17,1.122e-26
720.54,4.075e-9,4.075e-9,7.293e-17,1.122e-26
720.56,2.319e-9,2.319e-9,7.294e-17,1.122e-26
720.58,1.312e-9,1.312e-9,7.296e-17,1.121e-26
720.61,5.514e-10,5.514e-10,7.298e-17,1.121e-26
720.63,3.071e-10,3.071e-10,7.300e-17,1.121e-26
720.66,1.261e-10,1.261e-10,7.303e-17,1.121e-26
720.68,6.917e-11,6.917e-11,7.304e-17,1.120e-26
720.71,2.776e-11,2.776e-11,7.307e-17,1.120e-26
720.73,1.499e-11,1.499e-11,7.308e-17,1.120e-26
720.76,5.877e-12,5.877e-12,7.311e-17,1.120e-26
720.78,3.124e-12,3.124e-12,7.312e-17,1.119e-26
720.81,1.197e-12,1.197e-12,7.315e-17,1.119e-26
720.83,6.265e-13,6.265e-13,7.316e-17,1.119e-26
720.86,2.345e-13,2.345e-13,7.319e-17,1.119e-26
720.88,1.209e-13,1.209e-13,7.320e-17,1.118e-26
720.91,4.421e-14,4.421e-14,7.323e-17,1.118e-26
720.93,2.243e-14,2.243e-14,7.324e-17,1.118e-26
720.95,1.131e-14,1.131e-14,7.326e-17,1.118e-26
729.49,1.034e-26,1.170e-14,8.017e-17,1.034e-26
729.52,2.841e-26,1.170e-14,8.019e-17,2.841e-26
729.54,5.531e-26,1.170e-14,8.021e-17,5.531e-26
729.57,1.486e-25,1.170e-14,8.023e-17,1.486e-25
729.59,2.850e-25,1.170e-14,8.025e-17,2.850e-25
729.62,7.488e-25,1.170e-14,8.028e-17,7.488e-25
729.64,1.415e-24,1.171e-14,8.029e-17,1.415e-24
729.67,3.636e-24,1.171e-14,8.032e-17,3.636e-24
729.69,6.770e-24,1.171e-14,8.033e-17,6.770e-24
729.72,1.701e-23,1.171e-14,8.036e-17,1.701e-23
729.74,3.120e-23,1.171e-14,8.037e-17,3.120e-23
729.77,7.665e-23,1.171e-14,8.040e-17,7.665e-23
729.79,1.385e-22,1.171e-14,8.041e-17,1.385e-22
729.81,2.488e-22,1.171e-14,8.043e-17,2.488e-22
729.84,5.923e-22,1.171e-14,8.045e-17,5.923e-22
729.86,1.048e-21,1.172e-14,8.047e-17,1.048e-21
729.89,2.440e-21,1.172e-14,8.049e-17,2.440e-21
729.91,4.254e-21,1.172e-14,8.051e-17,4.254e-21
729.94,9.683e-21,1.172e-14,8.053e-17,9.683e-21
729.96,1.663e-20,1.172e-14,8.055e-17,1.663e-20
729.99,3.702e-20,1.172e-14,8.057e-17,3.702e-20
730.01,6.265e-20,1.172e-14,8.059e-17,6.265e-20
730.04,1.364e-19,1.172e-14,8.062e-17,1.364e-19
730.06,2.273e-19,1.172e-14,8.063e-17,2.273e-19
730.09,4.839e-19,1.173e-14,8.066e-17,4.839e-19
730.11,7.948e-19,1.173e-14,8.067e-17,7.948e-19
730.14,1.654e-18,1.173e-14,8.070e-17,1.654e-18
730.16,2.677e-18,1.173e-14,8.071e-17,2.677e-18
730.18,4.306e-18,1.173e-14,8.073e-17,4.306e-18
730.21,8.686e-18,1.173e-14,8.075e-17,8.686e-18
730.23,1.377e-17,1.173e-14,8.077e-17,1.377e-17
730.26,2.716e-17,1.173e-14,8.079e-17,2.716e-17
730.28,4.240e-17,1.173e-14,8.081e-17,4.240e-17
730.31,8.179e-17,1.174e-14,8.083e-17,8.179e-17
730.33,1.258e-16,1.174e-14,8.085e-17,1.258e-16
730.36,2.374e-16,1.174e-14,8.087e-17,2.374e-16
730.38,3.597e-16,1.174e-14,8.089e-17,3.597e-16
730.41,6.637e-16,1.174e-14,8.091e-17,6.637e-16
730.43,9.910e-16,1.174e-14,8.093e-17,9.910e-16
730.46,1.788e-15,1.174e-14,8.096e-17,1.788e-15
730.48,2.631e-15,1.174e-14,8.097e-17,2.631e-15
730.51,4.642e-15,1.174e-14,8.100e-17,4.642e-15
730.53,6.729e-15,1.175e-14,8.101e-17,6.729e-15
730.55,9.696e-15,1.175e-14,8.103e-17,9.696e-15
730.58,1.659e-14,1.175e-14,8.105e-17,1.659e-14
730.6,2.355e-14,1.175e-14,8.107e-17,2.355e-14
730.63,3.940e-14,1.175e-14,8.109e-17,3.940e-14
730.65,5.512e-14,1.175e-14,8.111e-17,5.512e-14
730.68,9.019e-14,1.175e-14,8.113e-17,9.019e-14
730.7,1.243e-13,1.175e-14,8.115e-17,1.243e-13
730.73,1.990e-13,1.175e-14,8.117e-17,1.990e-13
730.75,2.703e-13,1.176e-14,8.119e-17,2.703e-13
730.78,4.233e-13,1.176e-14,8.121e-17,4.233e-13
730.8,5.667e-13,1.176e-14,8.123e-17,5.667e-13
730.83,8.680e-13,1.176e-14,8.125e-17,8.680e-13
730.85,1.145e-12,1.176e-14,8.127e-17,1.145e-12
730.88,1.716e-12,1.176e-14,8.129e-17,1.716e-12
730.9,2.231e-12,1.176e-14,8.131e-17,2.231e-12
730.92,2.884e-12,1.176e-14,8.133e-17,2.884e-12
730.95,4.193e-12,1.176e-14,8.135e-17,4.193e-12
730.97,5.343e-12,1.177e-14,8.137e-17,5.343e-12
731,7.601e-12,1.177e-14,8.139e-17,7.601e-12
731.02,9.547e-12,1.177e-14,8.141e-17,9.547e-12
731.05,1.329e-11,1.177e-14,8.143e-17,1.329e-11
731.07,1.646e-11,1.177e-14,8.145e-17,1.646e-11
731.1,2.244e-11,1.177e-14,8.147e-17,2.244e-11
731.12,2.739e-11,1.177e-14,8.149e-17,2.739e-11
731.15,3.657e-11,1.177e-14,8.151e-17,3.657e-11
731.17,4.402e-11,1.177e-14,8.153e-17,4.402e-11
731.2,5.754e-11,1.178e-14,8.155e-17,5.754e-11
731.22,6.832e-11,1.178e-14,8.157e-17,6.832e-11
731.25,8.748e-11,1.178e-14,8.159e-17,8.748e-11
731.27,1.025e-10,1.178e-14,8.161e-17,1.025e-10
731.3,1.285e-10,1.178e-14,8.163e-17,1.285e-10
731.32,1.485e-10,1.178e-14,8.165e-17,1.485e-10
731.34,1.707e-10,1.178e-14,8.167e-17,1.707e-10
731.37,2.083e-10,1.178e-14,8.169e-17,2.083e-10
731.39,2.362e-10,1.178e-14,8.171e-17,2.362e-10
731.42,2.826e-10,1.179e-14,8.173e-17,2.826e-10
731.44,3.164e-10,1.179e-14,8.175e-17,3.164e-10
731.47,3.712e-10,1.179e-14,8.177e-17,3.712e-10
731.49,4.104e-10,1.179e-14,8.179e-17,4.104e-10
731.52,4.725e-10,1.179e-14,8.181e-17,4.725e-10
731.54,5.158e-10,1.179e-14,8.183e-17,5.158e-10
731.57,5.829e-10,1.179e-14,8.185e-17,5.829e-10
731.59,6.286e-10,1.179e-14,8.187e-17,6.286e-10
731.62,6.975e-10,1.179e-14,8.189e-17,6.975e-10
731.64,7.431e-10,1.180e-14,8.191e-17,7.431e-10
731.67,8.099e-10,1.180e-14,8.193e-17,8.099e-10
731.69,8.527e-10,1.180e-14,8.195e-17,8.527e-10
731.71,8.934e-10,1.180e-14,8.197e-17,8.934e-10
731.74,9.499e-10,1.180e-14,8.199e-17,9.499e-10
731.76,9.837e-10,1.180e-14,8.201e-17,9.837e-10
731.79,1.028e-9,1.180e-14,8.203e-17,1.028e-9
731.81,1.052e-9,1.180e-14,8.205e-17,1.052e-9
731.84,1.080e-9,1.180e-14,8.207e-17,1.080e-9
731.86,1.093e-9,1.181e-14,8.209e-17,1.093e-9
731.89,1.103e-9,1.181e-14,8.211e-17,1.103e-9
731.91,1.103e-9,1.181e-14,8.213e-17,1.103e-9
731.94,1.093e-9,1.181e-14,8.215e-17,1.093e-9
731.96,1.081e-9,1.181e-14,8.217e-17,1.081e-9
731.99,1.053e-9,1.181e-14,8.219e-17,1.053e-9
732.01,1.028e-9,1.181e-14,8.221e-17,1.028e-9
732.04,9.838e-10,1.181e-14,8.223e-17,9.838e-10
732.06,9.495e-10,1.181e-14,8.225e-17,9.495e-10
732.08,9.120e-10,1.182e-14,8.227e-17,9.120e-10
732.11,8.507e-10,1.182e-14,8.229e-17,8.507e-10
732.13,8.071e-10,1.182e-14,8.231e-17,8.071e-10
732.16,7.390e-10,1.182e-14,8.233e-17,7.390e-10
732.18,6.925e-10,1.182e-14,8.235e-17,6.925e-10
732.21,6.221e-10,1.182e-14,8.237e-17,6.221e-10
732.23,5.756e-10,1.182e-14,8.239e-17,5.756e-10
732.26,5.073e-10,1.182e-14,8.241e-17,5.073e-10
732.28,4.633e-10,1.182e-14,8.243e-17,4.633e-10
732.31,4.004e-10,1.183e-14,8.245e-17,4.004e-10
732.33,3.609e-10,1.183e-14,8.247e-17,3.609e-10
732.36,3.057e-10,1.183e-14,8.249e-17,3.057e-10
732.38,2.719e-10,1.183e-14,8.251e-17,2.719e-10
732.41,2.257e-10,1.183e-14,8.253e-17,2.257e-10
732.43,1.980e-10,1.183e-14,8.255e-17,1.980e-10
732.46,1.611e-10,1.183e-14,8.257e-17,1.611e-10
732.48,1.394e-10,1.183e-14,8.259e-17,1.394e-10
732.5,1.200e-10,1.183e-14,8.261e-17,1.200e-10
732.53,9.479e-11,1.184e-14,8.263e-17,9.479e-11
732.55,8.045e-11,1.184e-14,8.265e-17,8.045e-11
732.58,6.224e-11,1.184e-14,8.267e-17,6.224e-11
732.6,5.208e-11,1.184e-14,8.269e-17,5.208e-11
732.63,3.945e-11,1.184e-14,8.271e-17,3.945e-11
732.65,3.254e-11,1.184e-14,8.273e-17,3.254e-11
732.68,2.413e-11,1.184e-14,8.275e-17,2.413e-11
732.7,1.962e-11,1.184e-14,8.277e-17,1.962e-11
732.73,1.424e-11,1.184e-14,8.279e-17,1.424e-11
732.75,1.141e-11,1.185e-14,8.281e-17,1.141e-11
732.78,8.105e-12,1.185e-14,8.283e-17,8.105e-12
732.8,6.404e-12,1.185e-14,8.285e-17,6.404e-12
732.83,4.449e-12,1.185e-14,8.287e-17,4.449e-12
732.85,3.465e-12,1.185e-14,8.289e-17,3.465e-12
732.87,2.683e-12,1.185e-14,8.291e-17,2.683e-12
732.9,1.808e-12,1.185e-14,8.293e-17,1.808e-12
732.92,1.379e-12,1.185e-14,8.295e-17,1.379e-12
732.95,9.092e-13,1.185e-14,8.297e-17,9.092e-13
732.97,6.837e-13,1.186e-14,8.299e-17,6.837e-13
733,4.409e-13,1.186e-14,8.301e-17,4.409e-13
733.02,3.267e-13,1.186e-14,8.303e-17,3.267e-13
733.05,2.061e-13,1.186e-14,8.305e-17,2.061e-13
733.07,1.504e-13,1.186e-14,8.307e-17,1.504e-13
733.1,9.283e-14,1.186e-14,8.309e-17,9.283e-14
733.12,6.678e-14,1.186e-14,8.311e-17,6.678e-14
733.15,4.030e-14,1.186e-14,8.313e-17,4.030e-14
733.17,2.857e-14,1.186e-14,8.315e-17,2.857e-14
733.2,1.686e-14,1.187e-14,8.317e-17,1.686e-14
733.22,1.178e-14,1.187e-14,8.319e-17,1.178e-14
733.24,8.179e-15,1.187e-14,8.320e-17,8.179e-15
733.27,4.680e-15,1.187e-14,8.323e-17,4.680e-15
733.29,3.202e-15,1.187e-14,8.324e-17,3.202e-15
733.32,1.792e-15,1.187e-14,8.327e-17,1.792e-15
733.34,1.208e-15,1.187e-14,8.329e-17,1.208e-15
733.37,6.611e-16,1.187e-14,8.331e-17,6.611e-16
733.39,4.391e-16,1.187e-14,8.333e-17,4.391e-16
733.42,2.350e-16,1.188e-14,8.335e-17,2.350e-16
733.44,1.538e-16,1.188e-14,8.337e-17,1.538e-16
733.47,8.050e-17,1.188e-14,8.339e-17,8.050e-17
733.49,5.190e-17,1.188e-14,8.341e-17,5.190e-17
733.52,2.657e-17,1.188e-14,8.343e-17,2.657e-17
733.54,1.688e-17,1.188e-14,8.345e-17,1.688e-17
733.57,8.450e-18,1.188e-14,8.347e-17,8.450e-18
733.59,5.289e-18,1.188e-14,8.349e-17,5.289e-18
733.62,2.589e-18,1.188e-14,8.351e-17,2.589e-18
733.64,1.597e-18,1.189e-14,8.353e-17,1.597e-18
733.66,9.787e-19,1.189e-14,8.354e-17,9.787e-19
733.69,4.644e-19,1.189e-14,8.357e-17,4.644e-19
733.71,2.805e-19,1.189e-14,8.358e-17,2.805e-19
733.74,1.302e-19,1.189e-14,8.361e-17,1.302e-19
733.76,7.745e-20,1.189e-14,8.363e-17,7.745e-20
733.79,3.515e-20,1.189e-14,8.365e-17,3.515e-20
733.81,2.060e-20,1.189e-14,8.367e-17,2.060e-20
733.84,9.145e-21,1.189e-14,8.369e-17,9.145e-21
733.86,5.281e-21,1.190e-14,8.371e-17,5.281e-21
733.89,2.292e-21,1.190e-14,8.373e-17,2.292e-21
733.91,1.304e-21,1.190e-14,8.375e-17,1.304e-21
733.94,5.536e-22,1.190e-14,8.377e-17,5.536e-22
733.96,3.103e-22,1.190e-14,8.379e-17,3.103e-22
733.99,1.288e-22,1.190e-14,8.381e-17,1.288e-22
734.01,7.114e-23,1.190e-14,8.383e-17,7.114e-23
734.03,3.906e-23,1.190e-14,8.384e-17,3.906e-23
734.06,1.571e-23,1.190e-14,8.387e-17,1.571e-23
734.08,8.497e-24,1.191e-14,8.388e-17,8.497e-24
734.11,3.343e-24,1.191e-14,8.391e-17,3.343e-24
734.13,1.781e-24,1.191e-14,8.392e-17,1.781e-24
734.16,6.853e-25,1.191e-14,8.395e-17,6.853e-25
734.18,3.598e-25,1.191e-14,8.397e-17,3.598e-25
734.21,1.354e-25,1.191e-14,8.399e-17,1.354e-25
734.23,7.002e-26,1.191e-14,8.401e-17,7.002e-26
734.26,2.484e-26,1.191e-14,8.403e-17,2.484e-26
734.28,1.266e-26,1.191e-14,8.405e-17,1.266e-26
747.24,9.453e-17,1.250e-14,9.453e-17,1.073e-26
747.26,1.825e-16,1.250e-14,1.825e-16,1.072e-26
747.29,4.844e-16,1.250e-14,4.844e-16,1.072e-26
747.31,9.219e-16,1.250e-14,9.219e-16,1.071e-26
747.34,2.395e-15,1.250e-14,2.395e-15,1.071e-26
747.36,4.494e-15,1.250e-14,4.494e-15,1.071e-26
747.39,1.143e-14,1.250e-14,1.143e-14,1.070e-26
747.41,2.114e-14,1.251e-14,2.114e-14,1.070e-26
747.44,5.263e-14,1.251e-14,5.263e-14,1.070e-26
747.46,9.598e-14,1.251e-14,9.598e-14,1.069e-26
747.48,1.740e-13,1.251e-14,1.740e-13,1.069e-26
747.51,4.205e-13,1.251e-14,4.205e-13,1.068e-26
747.53,7.517e-13,1.251e-14,7.517e-13,1.068e-26
747.56,1.778e-12,1.251e-14,1.778e-12,1.068e-26
747.58,3.133e-12,1.251e-14,3.133e-12,1.067e-26
747.61,7.253e-12,1.251e-14,7.253e-12,1.067e-26
747.63,1.260e-11,1.252e-14,1.260e-11,1.067e-26
747.66,2.856e-11,1.252e-14,2.856e-11,1.066e-26
747.68,4.892e-11,1.252e-14,4.892e-11,1.066e-26
747.71,1.085e-10,1.252e-14,1.085e-10,1.066e-26
747.73,1.832e-10,1.252e-14,1.832e-10,1.065e-26
747.76,3.978e-10,1.252e-14,3.978e-10,1.065e-26
747.78,6.624e-10,1.252e-14,6.624e-10,1.064e-26
747.81,1.408e-9,1.252e-14,1.408e-9,1.064e-26
747.83,2.311e-9,1.252e-14,2.311e-9,1.064e-26
747.85,3.771e-9,1.253e-14,3.771e-9,1.063e-26
747.88,7.779e-9,1.253e-14,7.779e-9,1.063e-26
747.9,1.252e-8,1.253e-14,1.252e-8,1.063e-26
747.93,2.527e-8,1.253e-14,2.527e-8,1.062e-26
747.95,4.008e-8,1.253e-14,4.008e-8,1.062e-26
747.98,7.923e-8,1.253e-14,7.923e-8,1.061e-26
748,1.239e-7,1.253e-14,1.239e-7,1.061e-26
748.03,2.397e-7,1.253e-14,2.397e-7,1.061e-26
748.05,3.695e-7,1.253e-14,3.695e-7,1.060e-26
748.08,6.998e-7,1.254e-14,6.998e-7,1.060e-26
748.1,1.064e-6,1.254e-14,1.064e-6,1.060e-26
748.13,1.972e-6,1.254e-14,1.972e-6,1.059e-26
748.15,2.955e-6,1.254e-14,2.955e-6,1.059e-26
748.18,5.361e-6,1.254e-14,5.361e-6,1.058e-26
748.2,7.920e-6,1.254e-14,7.920e-6,1.058e-26
748.23,1.407e-5,1.254e-14,1.407e-5,1.058e-26
748.25,2.049e-5,1.254e-14,2.049e-5,1.057e-26
748.27,2.967e-5,1.254e-14,2.967e-5,1.057e-26
748.3,5.115e-5,1.255e-14,5.115e-5,1.057e-26
748.32,7.301e-5,1.255e-14,7.301e-5,1.056e-26
748.35,1.232e-4,1.255e-14,1.232e-4,1.056e-26
748.37,1.734e-4,1.255e-14,1.734e-4,1.056e-26
748.4,2.865e-4,1.255e-14,2.865e-4,1.055e-26
748.42,3.974e-4,1.255e-14,3.974e-4,1.055e-26
748.45,6.427e-4,1.255e-14,6.427e-4,1.054e-26
748.47,8.791e-4,1.255e-14,8.791e-4,1.054e-26
748.5,1.391e-3,1.255e-14,1.391e-3,1.054e-26
748.52,1.876e-3,1.256e-14,1.876e-3,1.053e-26
748.55,2.907e-3,1.256e-14,2.907e-3,1.053e-26
748.57,3.865e-3,1.256e-14,3.865e-3,1.053e-26
748.6,5.862e-3,1.256e-14,5.862e-3,1.052e-26
748.62,7.683e-3,1.256e-14,7.683e-3,1.052e-26
748.64,1.001e-2,1.256e-14,1.001e-2,1.052e-26
748.67,1.474e-2,1.256e-14,1.474e-2,1.051e-26
748.69,1.893e-2,1.256e-14,1.893e-2,1.051e-26
748.72,2.728e-2,1.256e-14,2.728e-2,1.050e-26
748.74,3.456e-2,1.257e-14,3.456e-2,1.050e-26
748.77,4.874e-2,1.257e-14,4.874e-2,1.050e-26
748.79,6.086e-2,2.426e-14,6.086e-2,1.049e-26
748.82,8.402e-2,6.441e-14,8.402e-2,1.049e-26
748.84,1.034e-1,1.226e-13,1.034e-1,1.049e-26
748.87,1.398e-1,3.187e-13,1.398e-1,1.048e-26
748.89,1.697e-1,5.981e-13,1.697e-1,1.048e-26
748.92,2.244e-1,1.522e-12,2.244e-1,1.047e-26
748.94,2.685e-1,2.816e-12,2.685e-1,1.047e-26
748.97,3.477e-1,7.013e-12,3.477e-1,1.047e-26
748.99,4.102e-1,1.279e-11,4.102e-1,1.046e-26
749.01,4.811e-1,2.321e-11,4.811e-1,1.046e-26
749.04,6.046e-1,5.611e-11,6.046e-1,1.046e-26
749.06,6.991e-1,1.004e-10,6.991e-1,1.045e-26
749.09,8.601e-1,2.375e-10,8.601e-1,1.045e-26
749.11,9.805e-1,4.188e-10,9.805e-1,1.045e-26
749.14,1.181e+0,9.704e-10,1.181e+0,1.044e-26
749.16,1.327e+0,1.687e-9,1.327e+0,1.044e-26
749.19,1.564e+0,3.826e-9,1.564e+0,1.043e-26
749.21,1.733e+0,6.558e-9,1.733e+0,1.043e-26
749.24,2.000e+0,1.456e-8,2.000e+0,1.043e-26
749.26,2.184e+0,2.461e-8,2.184e+0,1.042e-26
749.29,2.467e+0,5.349e-8,2.467e+0,1.042e-26
749.31,2.656e+0,8.912e-8,2.656e+0,1.042e-26
749.34,2.937e+0,1.896e-7,2.937e+0,1.041e-26
749.36,3.118e+0,3.115e-7,3.118e+0,1.041e-26
749.39,3.374e+0,6.489e-7,3.374e+0,1.040e-26
749.41,3.532e+0,1.051e-6,3.532e+0,1.040e-26
749.43,3.675e+0,1.692e-6,3.675e+0,1.040e-26
749.46,3.860e+0,3.422e-6,3.860e+0,1.039e-26
749.48,3.961e+0,5.433e-6,3.961e+0,1.039e-26
749.51,4.072e+0,1.075e-5,4.072e+0,1.039e-26
749.53,4.119e+0,1.683e-5,4.119e+0,1.038e-26
749.56,4.145e+0,3.262e-5,4.145e+0,1.038e-26
749.58,4.133e+0,5.034e-5,4.133e+0,1.038e-26
749.61,4.072e+0,9.549e-5,4.072e+0,1.037e-26
749.63,4.003e+0,1.453e-4,4.003e+0,1.037e-26
749.66,3.861e+0,2.698e-4,3.860e+0,1.036e-26
749.68,3.742e+0,4.048e-4,3.741e+0,1.036e-26
749.71,3.532e+0,7.358e-4,3.532e+0,1.036e-26
749.73,3.375e+0,1.088e-3,3.374e+0,1.035e-26
749.76,3.120e+0,1.937e-3,3.118e+0,1.035e-26
749.78,2.940e+0,2.824e-3,2.937e+0,1.035e-26
749.8,2.755e+0,4.095e-3,2.751e+0,1.034e-26
749.83,2.474e+0,7.074e-3,2.467e+0,1.034e-26
749.85,2.288e+0,1.011e-2,2.278e+0,1.033e-26
749.88,2.017e+0,1.710e-2,2.000e+0,1.033e-26
749.9,1.844e+0,2.410e-2,1.820e+0,1.033e-26
749.93,1.604e+0,3.990e-2,1.564e+0,1.032e-26
749.95,1.459e+0,5.545e-2,1.404e+0,1.032e-26
749.98,1.271e+0,8.987e-2,1.181e+0,1.032e-26
750,1.168e+0,1.231e-1,1.045e+0,1.031e-26
750.03,1.055e+0,1.953e-1,8.601e-1,1.031e-26
750.05,1.014e+0,2.638e-1,7.503e-1,1.030e-26
750.08,1.015e+0,4.098e-1,6.048e-1,1.030e-26
750.1,1.066e+0,5.457e-1,5.201e-1,1.030e-26
750.13,1.240e+0,8.297e-1,4.106e-1,1.029e-26
750.15,1.438e+0,1.089e+0,3.483e-1,1.029e-26
750.17,1.716e+0,1.422e+0,2.939e-1,1.029e-26
750.2,2.325e+0,2.099e+0,2.256e-1,1.028e-26
750.22,2.890e+0,2.702e+0,1.881e-1,1.028e-26
750.25,4.046e+0,3.904e+0,1.424e-1,1.028e-26
750.27,5.072e+0,4.954e+0,1.180e-1,1.027e-26
750.3,7.096e+0,7.006e+0,8.948e-2,1.027e-26
750.32,8.841e+0,8.766e+0,7.513e-2,1.026e-26
750.35,1.220e+1,1.214e+1,5.978e-2,1.026e-26
750.37,1.503e+1,1.497e+1,5.330e-2,1.026e-26
750.4,2.034e+1,2.029e+1,4.885e-2,1.025e-26
750.42,2.473e+1,2.468e+1,4.933e-2,1.025e-26
750.45,3.281e+1,3.275e+1,5.540e-2,1.025e-26
750.47,3.933e+1,3.927e+1,6.330e-2,1.024e-26
750.5,5.110e+1,5.101e+1,8.169e-2,1.024e-26
750.52,6.040e+1,6.031e+1,9.897e-2,1.023e-26
750.54,7.101e+1,7.089e+1,1.209e-1,1.023e-26
750.57,8.955e+1,8.938e+1,1.642e-1,1.023e-26
750.59,1.038e+2,1.036e+2,2.011e-1,1.022e-26
750.62,1.281e+2,1.279e+2,2.709e-1,1.022e-26
750.64,1.464e+2,1.461e+2,3.288e-1,1.022e-26
750.67,1.770e+2,1.765e+2,4.355e-1,1.021e-26
750.69,1.994e+2,1.989e+2,5.218e-1,1.021e-26
750.72,2.360e+2,2.353e+2,6.775e-1,1.020e-26
750.74,2.621e+2,2.613e+2,8.006e-1,1.020e-26
750.77,3.036e+2,3.026e+2,1.018e+0,1.020e-26
750.79,3.326e+2,3.314e+2,1.186e+0,1.019e-26
750.82,3.771e+2,3.757e+2,1.477e+0,1.019e-26
750.84,4.073e+2,4.056e+2,1.696e+0,1.019e-26
750.87,4.522e+2,4.501e+2,2.067e+0,1.018e-26
750.89,4.814e+2,4.791e+2,2.342e+0,1.018e-26
750.92,5.233e+2,5.205e+2,2.794e+0,1.017e-26
750.94,5.494e+2,5.463e+2,3.120e+0,1.017e-26
750.96,5.735e+2,5.700e+2,3.465e+0,1.017e-26
750.99,6.051e+2,6.011e+2,4.013e+0,1.016e-26
751.01,6.228e+2,6.184e+2,4.394e+0,1.016e-26
751.04,6.434e+2,6.385e+2,4.981e+0,1.016e-26
751.06,6.530e+2,6.476e+2,5.377e+0,1.015e-26
751.09,6.605e+2,6.545e+2,5.968e+0,1.015e-26
751.11,6.609e+2,6.545e+2,6.352e+0,1.015e-26
751.14,6.545e+2,6.476e+2,6.901e+0,1.014e-26
751.16,6.457e+2,6.385e+2,7.241e+0,1.014e-26
751.19,6.261e+2,6.184e+2,7.702e+0,1.013e-26
751.21,6.091e+2,6.011e+2,7.968e+0,1.013e-26
751.24,5.783e+2,5.700e+2,8.297e+0,1.013e-26
751.26,5.547e+2,5.463e+2,8.463e+0,1.012e-26
751.29,5.157e+2,5.071e+2,8.626e+0,1.012e-26
751.31,4.878e+2,4.791e+2,8.675e+0,1.012e-26
751.33,4.588e+2,4.501e+2,8.675e+0,1.011e-26
751.36,4.142e+2,4.056e+2,8.584e+0,1.011e-26
751.38,3.841e+2,3.757e+2,8.463e+0,1.011e-26
751.41,3.396e+2,3.314e+2,8.197e+0,1.010e-26
751.43,3.106e+2,3.026e+2,7.968e+0,1.010e-26
751.46,2.689e+2,2.613e+2,7.556e+0,1.009e-26
751.48,2.425e+2,2.353e+2,7.242e+0,1.009e-26
751.51,2.056e+2,1.989e+2,6.723e+0,1.009e-26
751.53,1.829e+2,1.765e+2,6.353e+0,1.008e-26
751.56,1.519e+2,1.461e+2,5.774e+0,1.008e-26
751.58,1.332e+2,1.279e+2,5.380e+0,1.008e-26
751.61,1.084e+2,1.036e+2,4.787e+0,1.007e-26
751.63,9.378e+1,8.938e+1,4.398e+0,1.007e-26
751.66,7.472e+1,7.089e+1,3.833e+0,1.006e-26
751.68,6.378e+1,6.031e+1,3.474e+0,1.006e-26
751.7,5.414e+1,5.101e+1,3.131e+0,1.006e-26
751.73,4.192e+1,3.927e+1,2.653e+0,1.005e-26
751.75,3.511e+1,3.275e+1,2.360e+0,1.005e-26
751.78,2.665e+1,2.468e+1,1.963e+0,1.005e-26
751.8,2.202e+1,2.029e+1,1.727e+0,1.004e-26
751.83,1.639e+1,1.497e+1,1.416e+0,1.004e-26
751.85,1.337e+1,1.214e+1,1.236e+0,1.004e-26
751.88,9.773e+0,8.766e+0,1.007e+0,1.003e-26
751.9,7.886e+0,7.006e+0,8.792e-1,1.003e-26
751.93,5.676e+0,4.954e+0,7.229e-1,1.002e-26
751.95,4.544e+0,3.904e+0,6.404e-1,1.002e-26
751.98,3.248e+0,2.702e+0,5.463e-1,1.002e-26
752,2.601e+0,2.099e+0,5.015e-1,1.001e-26
752.03,1.880e+0,1.422e+0,4.582e-1,1.001e-26
752.05,1.533e+0,1.089e+0,4.436e-1,1.001e-26
752.08,1.163e+0,7.226e-1,4.404e-1,1.000e-26
752.1,9.949e-1,5.457e-1,4.492e-1,9.998e-27
752.12,8.754e-1,4.098e-1,4.656e-1,9.995e-27
752.15,7.664e-1,2.638e-1,5.025e-1,9.991e-27
752.17,7.293e-1,1.953e-1,5.340e-1,9.988e-27
752.2,7.123e-1,1.231e-1,5.892e-1,9.983e-27
752.22,7.200e-1,8.987e-2,6.301e-1,9.980e-27
752.25,7.510e-1,5.545e-2,6.956e-1,9.976e-27
752.27,7.806e-1,3.990e-2,7.407e-1,9.973e-27
752.3,8.326e-1,2.410e-2,8.085e-1,9.968e-27
752.32,8.697e-1,1.710e-2,8.526e-1,9.965e-27
752.35,9.252e-1,1.011e-2,9.151e-1,9.961e-27
752.37,9.604e-1,7.074e-3,9.533e-1,9.958e-27
752.4,1.008e+0,4.095e-3,1.004e+0,9.953e-27
752.42,1.035e+0,2.824e-3,1.032e+0,9.950e-27
752.45,1.066e+0,1.601e-3,1.064e+0,9.946e-27
752.47,1.080e+0,1.088e-3,1.079e+0,9.943e-27
752.49,1.089e+0,7.358e-4,1.088e+0,9.940e-27
752.52,1.091e+0,4.048e-4,1.090e+0,9.935e-27
752.54,1.084e+0,2.698e-4,1.084e+0,9.933e-27
