Wavelength (nm),Sum(calc),Mg I (1.1e-1),Mg II (8.9e-1),Mg III (5.4e-4)
526.93,4.027e-1,8.725e-13,4.027e-1,
526.95,2.999e-1,8.718e-13,2.999e-1,
526.98,1.887e-1,8.708e-13,1.887e-1,
527,1.366e-1,8.701e-13,1.366e-1,
527.02,9.769e-2,8.694e-13,9.769e-2,
527.05,5.785e-2,8.684e-13,5.785e-2,
527.07,4.021e-2,8.677e-13,4.021e-2,
527.1,2.281e-2,8.667e-13,2.281e-2,
527.12,1.540e-2,8.660e-13,1.540e-2,
527.15,8.366e-3,8.650e-13,8.366e-3,
527.17,5.490e-3,8.643e-13,5.490e-3,
527.2,2.856e-3,8.632e-13,2.856e-3,
527.22,1.821e-3,8.626e-13,1.821e-3,
527.25,9.073e-4,8.615e-13,9.073e-4,
527.27,5.621e-4,8.608e-13,5.621e-4,
527.3,2.682e-4,8.598e-13,2.682e-4,
527.32,1.614e-4,8.591e-13,1.614e-4,
527.35,7.379e-5,8.581e-13,7.379e-5,
527.37,4.315e-5,8.574e-13,4.315e-5,
527.39,2.495e-5,8.567e-13,2.495e-5,
527.42,1.073e-5,8.557e-13,1.073e-5,
527.44,6.030e-6,8.550e-13,6.030e-6,
527.47,2.484e-6,8.540e-13,2.484e-6,
527.49,1.356e-6,8.533e-13,1.356e-6,
527.52,5.351e-7,8.523e-13,5.351e-7,
527.54,2.838e-7,8.516e-13,2.838e-7,
527.57,1.073e-7,8.505e-13,1.073e-7,
527.59,5.527e-8,8.499e-13,5.527e-8,
527.62,2.001e-8,8.488e-13,2.001e-8,
527.64,1.002e-8,8.481e-13,1.002e-8,
527.67,3.472e-9,8.471e-13,3.472e-9,
527.69,1.689e-9,8.464e-13,1.689e-9,
527.72,5.608e-10,8.454e-13,5.608e-10,
527.74,2.651e-10,8.447e-13,2.651e-10,
527.76,1.238e-10,8.440e-13,1.238e-10,
527.79,3.871e-11,8.430e-13,3.871e-11,
527.81,1.757e-11,8.423e-13,1.757e-11,
527.84,5.260e-12,8.413e-13,5.260e-12,
527.86,2.320e-12,8.406e-13,2.320e-12,
527.89,6.652e-13,8.396e-13,6.652e-13,
527.91,2.851e-13,8.389e-13,2.851e-13,
527.94,7.828e-14,8.379e-13,7.828e-14,
527.96,3.260e-14,8.372e-13,3.260e-14,
527.99,8.572e-15,8.361e-13,8.572e-15,
528.01,3.468e-15,8.354e-13,3.468e-15,
528.04,8.734e-16,8.344e-13,8.734e-16,
528.06,3.434e-16,8.337e-13,3.434e-16,
551.11,4.300e-14,4.300e-14,3.232e-16,
551.14,1.653e-13,1.653e-13,3.232e-16,
551.16,4.005e-13,4.005e-13,3.231e-16,
551.19,1.480e-12,1.480e-12,3.231e-16,
551.21,3.493e-12,3.493e-12,3.231e-16,
551.24,1.242e-11,1.242e-11,3.231e-16,
551.26,2.854e-11,2.854e-11,3.231e-16,
551.29,9.755e-11,9.755e-11,3.230e-16,
551.31,2.184e-10,2.184e-10,3.230e-16,
551.34,7.178e-10,7.178e-10,3.230e-16,
551.36,1.566e-9,1.566e-9,3.230e-16,
551.39,4.948e-9,4.948e-9,3.229e-16,
551.41,1.051e-8,1.051e-8,3.229e-16,
551.43,2.211e-8,2.211e-8,3.229e-16,
551.46,6.612e-8,6.612e-8,3.229e-16,
551.48,1.355e-7,1.355e-7,3.229e-16,
551.51,3.895e-7,3.895e-7,3.228e-16,
551.53,7.774e-7,7.774e-7,3.228e-16,
551.56,2.149e-6,2.149e-6,3.228e-16,
551.58,4.178e-6,4.178e-6,3.228e-16,
551.61,1.111e-5,1.111e-5,3.228e-16,
551.63,2.104e-5,2.104e-5,3.227e-16,
551.66,5.377e-5,5.377e-5,3.227e-16,
551.68,9.920e-5,9.920e-5,3.227e-16,
551.71,2.438e-4,2.438e-4,3.227e-16,
551.73,4.382e-4,4.382e-4,3.226e-16,
551.76,1.035e-3,1.035e-3,3.226e-16,
551.78,1.813e-3,1.813e-3,3.226e-16,
551.8,3.141e-3,3.141e-3,3.226e-16,
551.83,7.024e-3,7.024e-3,3.226e-16,
551.85,1.186e-2,1.186e-2,3.225e-16,
551.88,2.550e-2,2.550e-2,3.225e-16,
551.9,4.192e-2,4.192e-2,3.225e-16,
551.93,8.668e-2,8.668e-2,3.225e-16,
551.95,1.388e-1,1.388e-1,3.225e-16,
551.98,2.760e-1,2.760e-1,3.224e-16,
552,4.307e-1,4.307e-1,3.224e-16,
552.03,8.233e-1,8.233e-1,3.224e-16,
552.05,1.251e+0,1.251e+0,3.224e-16,
552.08,2.300e+0,2.300e+0,3.223e-16,
552.1,3.406e+0,3.406e+0,3.223e-16,
552.13,6.019e+0,6.019e+0,3.223e-16,
552.15,8.682e+0,8.682e+0,3.223e-16,
552.18,1.475e+1,1.475e+1,3.223e-16,
552.2,2.073e+1,2.073e+1,3.222e-16,
552.22,2.883e+1,2.883e+1,3.222e-16,
552.25,4.636e+1,4.636e+1,3.222e-16,
552.27,6.281e+1,6.281e+1,3.222e-16,
552.3,9.712e+1,9.712e+1,3.221e-16,
552.32,1.282e+2,1.282e+2,3.221e-16,
552.35,1.906e+2,1.906e+2,3.221e-16,
552.37,2.450e+2,2.450e+2,3.221e-16,
552.4,3.502e+2,3.502e+2,3.221e-16,
552.42,4.386e+2,4.386e+2,3.220e-16,
552.45,6.029e+2,6.029e+2,3.220e-16,
552.47,7.356e+2,7.356e+2,3.220e-16,
552.5,9.720e+2,9.720e+2,3.220e-16,
552.52,1.155e+3,1.155e+3,3.220e-16,
552.55,1.468e+3,1.468e+3,3.219e-16,
552.57,1.700e+3,1.700e+3,3.219e-16,
552.59,1.948e+3,1.948e+3,3.219e-16,
552.62,2.342e+3,2.342e+3,3.219e-16,
552.64,2.614e+3,2.614e+3,3.219e-16,
552.67,3.023e+3,3.023e+3,3.218e-16,
552.69,3.287e+3,3.287e+3,3.218e-16,
552.72,3.655e+3,3.655e+3,3.218e-16,
552.74,3.872e+3,3.872e+3,3.218e-16,
552.77,4.139e+3,4.139e+3,3.217e-16,
552.79,4.271e+3,4.271e+3,3.217e-16,
552.82,4.390e+3,4.390e+3,3.217e-16,
552.84,4.413e+3,4.413e+3,3.217e-16,
552.87,4.361e+3,4.361e+3,3.216e-16,
552.89,4.271e+3,4.271e+3,3.216e-16,
552.92,4.058e+3,4.058e+3,3.216e-16,
552.94,3.872e+3,3.872e+3,3.216e-16,
552.96,3.655e+3,3.655e+3,3.216e-16,
552.99,3.287e+3,3.287e+3,3.215e-16,
553.01,3.023e+3,3.023e+3,3.215e-16,
553.04,2.614e+3,2.614e+3,3.215e-16,
553.06,2.342e+3,2.342e+3,3.215e-16,
553.09,1.948e+3,1.948e+3,3.215e-16,
553.11,1.700e+3,1.700e+3,3.214e-16,
553.14,1.359e+3,1.359e+3,3.214e-16,
553.16,1.155e+3,1.155e+3,3.214e-16,
553.19,8.881e+2,8.881e+2,3.214e-16,
553.21,7.356e+2,7.356e+2,3.214e-16,
553.24,5.436e+2,5.436e+2,3.213e-16,
553.26,4.386e+2,4.386e+2,3.213e-16,
553.29,3.117e+2,3.117e+2,3.213e-16,
553.31,2.450e+2,2.450e+2,3.213e-16,
553.34,1.674e+2,1.674e+2,3.212e-16,
553.36,1.282e+2,1.282e+2,3.212e-16,
553.38,9.712e+1,9.712e+1,3.212e-16,
553.41,6.281e+1,6.281e+1,3.212e-16,
553.43,4.636e+1,4.636e+1,3.212e-16,
553.46,2.883e+1,2.883e+1,3.211e-16,
553.48,2.073e+1,2.073e+1,3.211e-16,
553.51,1.239e+1,1.239e+1,3.211e-16,
553.53,8.682e+0,8.682e+0,3.211e-16,
553.56,4.991e+0,4.991e+0,3.210e-16,
553.58,3.406e+0,3.406e+0,3.210e-16,
553.61,1.883e+0,1.883e+0,3.210e-16,
553.63,1.251e+0,1.251e+0,3.210e-16,
553.66,6.651e-1,6.651e-1,3.210e-16,
553.68,4.307e-1,4.307e-1,3.209e-16,
553.71,2.201e-1,2.201e-1,3.209e-16,
553.73,1.388e-1,1.388e-1,3.209e-16,
553.75,8.668e-2,8.668e-2,3.209e-16,
553.78,4.192e-2,4.192e-2,3.209e-16,
553.8,2.550e-2,2.550e-2,3.208e-16,
553.83,1.186e-2,1.186e-2,3.208e-16,
553.85,7.024e-3,7.024e-3,3.208e-16,
553.88,3.141e-3,3.141e-3,3.208e-16,
553.9,1.813e-3,1.813e-3,3.207e-16,
553.93,7.793e-4,7.793e-4,3.207e-16,
553.95,4.382e-4,4.382e-4,3.207e-16,
553.98,1.811e-4,1.811e-4,3.207e-16,
554,9.920e-5,9.920e-5,3.207e-16,
554.03,3.943e-5,3.943e-5,3.206e-16,
554.05,2.104e-5,2.104e-5,3.206e-16,
554.08,8.039e-6,8.039e-6,3.206e-16,
554.1,4.178e-6,4.178e-6,3.206e-16,
554.12,2.149e-6,2.149e-6,3.206e-16,
554.15,7.774e-7,7.774e-7,3.205e-16,
554.17,3.895e-7,3.895e-7,3.205e-16,
554.2,1.355e-7,1.355e-7,3.205e-16,
554.22,6.612e-8,6.612e-8,3.205e-16,
554.25,2.211e-8,2.211e-8,3.204e-16,
554.27,1.051e-8,1.051e-8,3.204e-16,
554.3,3.381e-9,3.381e-9,3.204e-16,
554.32,1.566e-9,1.566e-9,3.204e-16,
554.35,4.841e-10,4.841e-10,3.204e-16,
554.37,2.184e-10,2.184e-10,3.203e-16,
554.4,6.493e-11,6.493e-11,3.203e-16,
554.42,2.854e-11,2.854e-11,3.203e-16,
554.45,8.158e-12,8.158e-12,3.203e-16,
554.47,3.493e-12,3.493e-12,3.202e-16,
554.5,9.599e-13,9.599e-13,3.202e-16,
554.52,4.005e-13,4.005e-13,3.202e-16,
554.54,1.653e-13,1.653e-13,3.202e-16,
554.57,4.300e-14,4.300e-14,3.202e-16,
632.69,2.518e-16,3.457e-14,2.518e-16,
632.71,5.507e-16,3.457e-14,5.507e-16,
632.74,2.140e-15,3.457e-14,2.140e-15,
632.76,4.599e-15,3.457e-14,4.599e-15,
632.78,9.803e-15,3.457e-14,9.803e-15,
632.81,3.006e-14,3.456e-14,3.006e-14,
632.83,6.281e-14,3.456e-14,6.281e-14,
632.86,1.870e-13,3.456e-14,1.870e-13,
632.88,3.831e-13,3.455e-14,3.831e-13,
632.91,1.107e-12,3.455e-14,1.107e-12,
632.93,2.223e-12,3.455e-14,2.223e-12,
632.96,6.235e-12,3.455e-14,6.235e-12,
632.98,1.228e-11,3.454e-14,1.228e-11,
633.01,3.343e-11,3.454e-14,3.343e-11,
633.03,6.454e-11,3.454e-14,6.454e-11,
633.06,1.706e-10,3.453e-14,1.706e-10,
633.08,3.229e-10,3.453e-14,3.229e-10,
633.11,8.284e-10,3.453e-14,8.284e-10,
633.13,1.537e-9,3.453e-14,1.537e-9,
633.16,3.828e-9,3.452e-14,3.828e-9,
633.18,6.965e-9,3.452e-14,6.965e-9,
633.2,1.257e-8,3.452e-14,1.257e-8,
633.23,3.003e-8,3.452e-14,3.003e-8,
633.25,5.315e-8,3.451e-14,5.315e-8,
633.28,1.233e-7,3.451e-14,1.233e-7,
633.3,2.138e-7,3.451e-14,2.138e-7,
633.33,4.814e-7,3.451e-14,4.814e-7,
633.35,8.188e-7,3.450e-14,8.188e-7,
633.38,1.790e-6,3.450e-14,1.790e-6,
633.4,2.984e-6,3.450e-14,2.984e-6,
633.43,6.331e-6,3.450e-14,6.331e-6,
633.45,1.035e-5,3.449e-14,1.035e-5,
633.48,2.132e-5,3.449e-14,2.132e-5,
633.5,3.416e-5,3.449e-14,3.416e-5,
633.53,6.830e-5,3.448e-14,6.830e-5,
633.55,1.073e-4,3.448e-14,1.073e-4,
633.57,1.673e-4,3.448e-14,1.673e-4,
633.6,3.209e-4,3.448e-14,3.209e-4,
633.62,4.905e-4,3.447e-14,4.905e-4,
633.65,9.131e-4,3.447e-14,9.131e-4,
633.67,1.368e-3,3.447e-14,1.368e-3,
633.7,2.473e-3,3.447e-14,2.473e-3,
633.72,3.633e-3,3.446e-14,3.633e-3,
633.75,6.374e-3,3.446e-14,6.374e-3,
633.77,9.181e-3,3.446e-14,9.181e-3,
633.8,1.564e-2,3.446e-14,1.564e-2,
633.82,2.208e-2,3.445e-14,2.208e-2,
633.85,3.651e-2,3.445e-14,3.651e-2,
633.87,5.054e-2,3.445e-14,5.054e-2,
633.9,8.112e-2,3.444e-14,8.112e-2,
633.92,1.101e-1,3.444e-14,1.101e-1,
633.94,1.483e-1,3.444e-14,1.483e-1,
633.97,2.283e-1,3.444e-14,2.283e-1,
633.99,3.014e-1,3.443e-14,3.014e-1,
634.02,4.505e-1,3.443e-14,4.505e-1,
634.04,5.831e-1,3.443e-14,5.831e-1,
634.07,8.460e-1,3.443e-14,8.460e-1,
634.09,1.074e+0,3.442e-14,1.074e+0,
634.12,1.512e+0,3.442e-14,1.512e+0,
634.14,1.881e+0,3.442e-14,1.881e+0,
634.17,2.573e+0,3.442e-14,2.573e+0,
634.19,3.138e+0,3.441e-14,3.138e+0,
634.22,4.165e+0,3.441e-14,4.165e+0,
634.24,4.981e+0,3.441e-14,4.981e+0,
634.27,6.419e+0,3.440e-14,6.419e+0,
634.29,7.526e+0,3.440e-14,7.526e+0,
634.32,9.414e+0,3.440e-14,9.414e+0,
634.34,1.082e+1,3.440e-14,1.082e+1,
634.36,1.234e+1,3.439e-14,1.234e+1,
634.39,1.481e+1,3.439e-14,1.481e+1,
634.41,1.656e+1,3.439e-14,1.656e+1,
634.44,1.929e+1,3.439e-14,1.929e+1,
634.46,2.115e+1,3.438e-14,2.115e+1,
634.49,2.392e+1,3.438e-14,2.392e+1,
634.51,2.570e+1,3.438e-14,2.570e+1,
634.54,2.822e+1,3.438e-14,2.822e+1,
634.56,2.974e+1,3.437e-14,2.974e+1,
634.59,3.169e+1,3.437e-14,3.169e+1,
634.61,3.274e+1,3.437e-14,3.274e+1,
634.64,3.387e+1,3.436e-14,3.387e+1,
634.66,3.431e+1,3.436e-14,3.431e+1,
634.69,3.446e+1,3.436e-14,3.446e+1,
634.71,3.422e+1,3.436e-14,3.422e+1,
634.73,3.371e+1,3.435e-14,3.371e+1,
634.76,3.248e+1,3.435e-14,3.248e+1,
634.78,3.137e+1,3.435e-14,3.137e+1,
634.81,2.935e+1,3.435e-14,2.935e+1,
634.83,2.779e+1,3.434e-14,2.779e+1,
634.86,2.523e+1,3.434e-14,2.523e+1,
634.88,2.343e+1,3.434e-14,2.343e+1,
634.91,2.065e+1,3.434e-14,2.065e+1,
634.93,1.880e+1,3.433e-14,1.880e+1,
634.96,1.609e+1,3.433e-14,1.609e+1,
634.98,1.436e+1,3.433e-14,1.436e+1,
635.01,1.193e+1,3.432e-14,1.193e+1,
635.03,1.044e+1,3.432e-14,1.044e+1,
635.06,8.416e+0,3.432e-14,8.416e+0,
635.08,7.220e+0,3.432e-14,7.220e+0,
635.1,6.145e+0,3.431e-14,6.145e+0,
635.13,4.754e+0,3.431e-14,4.754e+0,
635.15,3.967e+0,3.431e-14,3.967e+0,
635.18,2.979e+0,3.431e-14,2.979e+0,
635.2,2.437e+0,3.430e-14,2.437e+0,
635.23,1.777e+0,3.430e-14,1.777e+0,
635.25,1.425e+0,3.430e-14,1.425e+0,
635.28,1.009e+0,3.430e-14,1.009e+0,
635.3,7.934e-1,3.429e-14,7.934e-1,
635.33,5.451e-1,3.429e-14,5.451e-1,
635.35,4.203e-1,3.429e-14,4.203e-1,
635.38,2.803e-1,3.428e-14,2.803e-1,
635.4,2.119e-1,3.428e-14,2.119e-1,
635.43,1.372e-1,3.428e-14,1.372e-1,
635.45,1.017e-1,3.428e-14,1.017e-1,
635.48,6.393e-2,3.427e-14,6.393e-2,
635.5,4.645e-2,3.427e-14,4.645e-2,
635.52,3.348e-2,3.427e-14,3.348e-2,
635.55,2.019e-2,3.427e-14,2.019e-2,
635.57,1.427e-2,3.426e-14,1.427e-2,
635.6,8.355e-3,3.426e-14,8.355e-3,
635.62,5.789e-3,3.426e-14,5.789e-3,
635.65,3.290e-3,3.426e-14,3.290e-3,
635.67,2.235e-3,3.425e-14,2.235e-3,
635.7,1.233e-3,3.425e-14,1.233e-3,
635.72,8.214e-4,3.425e-14,8.214e-4,
635.75,4.399e-4,3.424e-14,4.399e-4,
635.77,2.873e-4,3.424e-14,2.873e-4,
635.8,1.494e-4,3.424e-14,1.494e-4,
635.82,9.563e-5,3.424e-14,9.563e-5,
635.85,4.827e-5,3.423e-14,4.827e-5,
635.87,3.030e-5,3.423e-14,3.030e-5,
635.89,1.887e-5,3.423e-14,1.887e-5,
635.92,9.137e-6,3.423e-14,9.137e-6,
635.94,5.578e-6,3.422e-14,5.578e-6,
635.97,2.622e-6,3.422e-14,2.622e-6,
635.99,1.570e-6,3.422e-14,1.570e-6,
636.02,7.163e-7,3.422e-14,7.163e-7,
636.04,4.204e-7,3.421e-14,4.204e-7,
636.07,1.862e-7,3.421e-14,1.862e-7,
636.09,1.072e-7,3.421e-14,1.072e-7,
636.12,4.608e-8,3.420e-14,4.608e-8,
636.14,2.600e-8,3.420e-14,2.600e-8,
636.17,1.085e-8,3.420e-14,1.085e-8,
636.19,6.002e-9,3.420e-14,6.002e-9,
636.22,2.432e-9,3.419e-14,2.432e-9,
636.24,1.319e-9,3.419e-14,1.319e-9,
636.26,7.096e-10,3.419e-14,7.096e-10,
636.29,2.759e-10,3.419e-14,2.759e-10,
636.31,1.455e-10,3.418e-14,1.455e-10,
636.34,5.492e-11,3.418e-14,5.492e-11,
636.36,2.840e-11,3.418e-14,2.840e-11,
636.39,1.041e-11,3.418e-14,1.041e-11,
636.41,5.275e-12,3.417e-14,5.275e-12,
636.44,1.876e-12,3.417e-14,1.876e-12,
636.46,9.326e-13,3.417e-14,9.326e-13,
636.49,3.220e-13,3.417e-14,3.220e-13,
636.51,1.569e-13,3.416e-14,1.569e-13,
636.54,5.260e-14,3.416e-14,5.260e-14,
636.56,2.513e-14,3.416e-14,2.513e-14,
636.59,8.177e-15,3.415e-14,8.177e-15,
636.61,3.830e-15,3.415e-14,3.830e-15,
636.64,1.210e-15,3.415e-14,1.210e-15,
785.27,5.093e-15,1.812e-14,5.093e-15,
785.29,9.531e-15,1.812e-14,9.531e-15,
785.32,2.416e-14,1.812e-14,2.416e-14,
785.34,4.463e-14,1.811e-14,4.463e-14,
785.37,1.110e-13,1.811e-14,1.110e-13,
785.39,2.024e-13,1.811e-14,2.024e-13,
785.42,4.936e-13,1.810e-14,4.936e-13,
785.44,8.887e-13,1.810e-14,8.887e-13,
785.46,1.592e-12,1.810e-14,1.592e-12,
785.49,3.778e-12,1.810e-14,3.778e-12,
785.51,6.680e-12,1.809e-14,6.680e-12,
785.54,1.555e-11,1.809e-14,1.555e-11,
785.56,2.715e-11,1.809e-14,2.715e-11,
785.59,6.199e-11,1.809e-14,6.199e-11,
785.61,1.068e-10,1.808e-14,1.068e-10,
785.64,2.393e-10,1.808e-14,2.393e-10,
785.66,4.070e-10,1.808e-14,4.070e-10,
785.69,8.942e-10,1.808e-14,8.942e-10,
785.71,1.502e-9,1.807e-14,1.502e-9,
785.74,3.236e-9,1.807e-14,3.236e-9,
785.76,5.364e-9,1.807e-14,5.364e-9,
785.79,1.134e-8,1.806e-14,1.134e-8,
785.81,1.855e-8,1.806e-14,1.855e-8,
785.83,3.021e-8,1.806e-14,3.021e-8,
785.86,6.214e-8,1.806e-14,6.214e-8,
785.88,9.987e-8,1.805e-14,9.987e-8,
785.91,2.015e-7,1.805e-14,2.015e-7,
785.93,3.197e-7,1.805e-14,3.197e-7,
785.96,6.328e-7,1.805e-14,6.328e-7,
785.98,9.912e-7,1.804e-14,9.912e-7,
786.01,1.924e-6,1.804e-14,1.924e-6,
786.03,2.975e-6,1.804e-14,2.975e-6,
786.06,5.665e-6,1.804e-14,5.665e-6,
786.08,8.647e-6,1.803e-14,8.647e-6,
786.11,1.615e-5,1.803e-14,1.615e-5,
786.13,2.433e-5,1.803e-14,2.433e-5,
786.16,4.458e-5,1.802e-14,4.458e-5,
786.18,6.631e-5,1.802e-14,6.631e-5,
786.21,1.191e-4,1.802e-14,1.191e-4,
786.23,1.750e-4,1.802e-14,1.750e-4,
786.25,2.556e-4,1.801e-14,2.556e-4,
786.28,4.470e-4,1.801e-14,4.470e-4,
786.3,6.447e-4,1.801e-14,6.447e-4,
786.33,1.106e-3,1.801e-14,1.106e-3,
786.35,1.574e-3,1.800e-14,1.574e-3,
786.38,2.649e-3,1.800e-14,2.649e-3,
786.4,3.723e-3,1.800e-14,3.723e-3,
786.43,6.143e-3,1.800e-14,6.143e-3,
786.45,8.524e-3,1.799e-14,8.524e-3,
786.48,1.380e-2,1.799e-14,1.380e-2,
786.5,1.890e-2,1.799e-14,1.890e-2,
786.53,3.000e-2,1.798e-14,3.000e-2,
786.55,4.057e-2,1.798e-14,4.057e-2,
786.58,6.317e-2,1.798e-14,6.317e-2,
786.6,8.432e-2,1.798e-14,8.432e-2,
786.62,1.120e-1,1.797e-14,1.120e-1,
786.65,1.697e-1,1.797e-14,1.697e-1,
786.67,2.225e-1,1.797e-14,2.225e-1,
786.7,3.307e-1,1.797e-14,3.307e-1,
786.72,4.280e-1,1.796e-14,4.280e-1,
786.75,6.241e-1,1.796e-14,6.241e-1,
786.77,7.973e-1,1.796e-14,7.973e-1,
786.8,1.140e+0,1.796e-14,1.140e+0,
786.82,1.438e+0,1.795e-14,1.438e+0,
786.85,2.017e+0,1.795e-14,2.017e+0,
786.87,2.512e+0,1.795e-14,2.512e+0,
786.9,3.456e+0,1.794e-14,3.456e+0,
786.92,4.248e+0,1.794e-14,4.248e+0,
786.95,5.733e+0,1.794e-14,5.733e+0,
786.97,6.956e+0,1.794e-14,6.956e+0,
787,9.207e+0,1.793e-14,9.207e+0,
787.02,1.103e+1,1.793e-14,1.103e+1,
787.04,1.314e+1,1.793e-14,1.314e+1,
787.07,1.693e+1,1.793e-14,1.693e+1,
787.09,1.992e+1,1.792e-14,1.992e+1,
787.12,2.517e+1,1.792e-14,2.517e+1,
787.14,2.923e+1,1.792e-14,2.923e+1,
787.17,3.623e+1,1.792e-14,3.623e+1,
787.19,4.154e+1,1.791e-14,4.154e+1,
787.22,5.050e+1,1.791e-14,5.050e+1,
787.24,5.715e+1,1.791e-14,5.715e+1,
787.27,6.815e+1,1.790e-14,6.815e+1,
787.29,7.614e+1,1.790e-14,7.614e+1,
787.32,8.905e+1,1.790e-14,8.905e+1,
787.34,9.822e+1,1.790e-14,9.822e+1,
787.37,1.127e+2,1.789e-14,1.127e+2,
787.39,1.227e+2,1.789e-14,1.227e+2,
787.41,1.329e+2,1.789e-14,1.329e+2,
787.44,1.484e+2,1.789e-14,1.484e+2,
787.46,1.587e+2,1.788e-14,1.587e+2,
787.49,1.738e+2,1.788e-14,1.738e+2,
787.51,1.834e+2,1.788e-14,1.834e+2,
787.54,1.970e+2,1.788e-14,1.970e+2,
787.56,2.053e+2,1.787e-14,2.053e+2,
787.59,2.164e+2,1.787e-14,2.164e+2,
787.61,2.226e+2,1.787e-14,2.226e+2,
787.64,2.300e+2,1.786e-14,2.300e+2,
787.66,2.336e+2,1.786e-14,2.336e+2,
787.69,2.368e+2,1.786e-14,2.368e+2,
787.71,2.374e+2,1.786e-14,2.374e+2,
787.74,2.360e+2,1.785e-14,2.360e+2,
787.76,2.336e+2,1.785e-14,2.336e+2,
787.78,2.300e+2,1.785e-14,2.300e+2,
787.81,2.226e+2,1.785e-14,2.226e+2,
787.83,2.164e+2,1.784e-14,2.164e+2,
787.86,2.053e+2,1.784e-14,2.053e+2,
787.88,1.970e+2,1.784e-14,1.970e+2,
787.91,1.834e+2,1.784e-14,1.834e+2,
787.93,1.738e+2,1.783e-14,1.738e+2,
787.96,1.587e+2,1.783e-14,1.587e+2,
787.98,1.484e+2,1.783e-14,1.484e+2,
788.01,1.329e+2,1.782e-14,1.329e+2,
788.03,1.227e+2,1.782e-14,1.227e+2,
788.06,1.078e+2,1.782e-14,1.078e+2,
788.08,9.822e+1,1.782e-14,9.822e+1,
788.11,8.463e+1,1.781e-14,8.463e+1,
788.13,7.614e+1,1.781e-14,7.614e+1,
788.16,6.435e+1,1.781e-14,6.435e+1,
788.18,5.715e+1,1.781e-14,5.715e+1,
788.2,5.050e+1,1.780e-14,5.050e+1,
788.23,4.154e+1,1.780e-14,4.154e+1,
788.25,3.623e+1,1.780e-14,3.623e+1,
788.28,2.923e+1,1.780e-14,2.923e+1,
788.3,2.518e+1,1.779e-14,2.518e+1,
788.33,1.993e+1,1.779e-14,1.993e+1,
788.35,1.694e+1,1.779e-14,1.694e+1,
788.38,1.316e+1,1.779e-14,1.316e+1,
788.4,1.106e+1,1.778e-14,1.106e+1,
788.43,8.439e+0,1.778e-14,8.439e+0,
788.45,7.014e+0,1.778e-14,7.014e+0,
788.48,5.285e+0,1.777e-14,5.285e+0,
788.5,4.369e+0,1.777e-14,4.369e+0,
788.53,3.298e+0,1.777e-14,3.298e+0,
788.55,2.760e+0,1.777e-14,2.760e+0,
788.57,2.344e+0,1.776e-14,2.344e+0,
788.6,1.927e+0,1.776e-14,1.927e+0,
788.62,1.776e+0,1.776e-14,1.776e+0,
788.65,1.731e+0,1.776e-14,1.731e+0,
788.67,1.822e+0,1.775e-14,1.822e+0,
788.7,2.154e+0,1.775e-14,2.154e+0,
788.72,2.519e+0,1.775e-14,2.519e+0,
788.75,3.316e+0,1.775e-14,3.316e+0,
788.77,4.041e+0,1.774e-14,4.041e+0,
788.8,5.480e+0,1.774e-14,5.480e+0,
788.82,6.716e+0,1.774e-14,6.716e+0,
788.85,9.075e+0,1.773e-14,9.075e+0,
788.87,1.104e+1,1.773e-14,1.104e+1,
788.9,1.471e+1,1.773e-14,1.471e+1,
788.92,1.770e+1,1.773e-14,1.770e+1,
788.94,2.120e+1,1.772e-14,2.120e+1,
788.97,2.753e+1,1.772e-14,2.753e+1,
788.99,3.256e+1,1.772e-14,3.256e+1,
789.02,4.149e+1,1.772e-14,4.149e+1,
789.04,4.845e+1,1.771e-14,4.845e+1,
789.07,6.057e+1,1.771e-14,6.057e+1,
789.09,6.984e+1,1.771e-14,6.984e+1,
789.12,8.564e+1,1.771e-14,8.564e+1,
789.14,9.748e+1,1.770e-14,9.748e+1,
789.17,1.173e+2,1.770e-14,1.173e+2,
789.19,1.318e+2,1.770e-14,1.318e+2,
789.22,1.555e+2,1.769e-14,1.555e+2,
789.24,1.726e+2,1.769e-14,1.726e+2,
789.27,1.998e+2,1.769e-14,1.998e+2,
789.29,2.188e+2,1.769e-14,2.188e+2,
789.32,2.485e+2,1.768e-14,2.485e+2,
789.34,2.688e+2,1.768e-14,2.688e+2,
789.36,2.892e+2,1.768e-14,2.892e+2,
789.39,3.197e+2,1.768e-14,3.197e+2,
789.41,3.396e+2,1.767e-14,3.396e+2,
789.44,3.683e+2,1.767e-14,3.683e+2,
789.46,3.863e+2,1.767e-14,3.863e+2,
789.49,4.110e+2,1.767e-14,4.110e+2,
789.51,4.255e+2,1.766e-14,4.255e+2,
789.54,4.441e+2,1.766e-14,4.441e+2,
789.56,4.540e+2,1.766e-14,4.540e+2,
789.59,4.647e+2,1.765e-14,4.647e+2,
789.61,4.690e+2,1.765e-14,4.690e+2,
789.64,4.710e+2,1.765e-14,4.710e+2,
789.66,4.693e+2,1.765e-14,4.693e+2,
789.69,4.624e+2,1.764e-14,4.624e+2,
789.71,4.549e+2,1.764e-14,4.549e+2,
789.73,4.452e+2,1.764e-14,4.452e+2,
789.76,4.269e+2,1.764e-14,4.269e+2,
789.78,4.125e+2,1.763e-14,4.125e+2,
789.81,3.881e+2,1.763e-14,3.881e+2,
789.83,3.702e+2,1.763e-14,3.702e+2,
789.86,3.416e+2,1.763e-14,3.416e+2,
