Wavelength (nm),Sum(calc),Mg I (1.1e-1),Mg II (8.9e-1),Mg III (5.4e-4)
266.76,6.441e-10,6.184e-15,6.441e-10,
266.78,1.354e-10,6.163e-15,1.354e-10,
266.81,1.200e-11,6.132e-15,1.200e-11,
266.83,2.253e-12,6.112e-15,2.253e-12,
266.86,1.685e-13,6.081e-15,1.685e-13,
266.88,2.826e-14,6.060e-15,2.826e-14,
266.91,1.784e-15,6.029e-15,1.784e-15,
266.93,2.672e-16,6.008e-15,2.672e-16,
272.31,4.581e-16,4.581e-16,6.151e-15,
272.34,7.636e-15,7.636e-15,6.184e-15,
272.36,4.723e-14,4.723e-14,6.206e-15,
272.39,6.704e-13,6.704e-13,6.239e-15,
272.41,3.725e-12,3.725e-12,6.261e-15,
272.43,1.983e-11,1.983e-11,6.282e-15,
272.46,2.247e-10,2.247e-10,6.315e-15,
272.48,1.075e-9,1.075e-9,6.337e-15,
272.51,1.037e-8,1.037e-8,6.370e-15,
272.53,4.455e-8,4.455e-8,6.392e-15,
272.56,3.661e-7,3.661e-7,6.425e-15,
272.58,1.413e-6,1.413e-6,6.447e-15,
272.61,9.885e-6,9.885e-6,6.479e-15,
272.63,3.427e-5,3.427e-5,6.501e-15,
272.66,2.042e-4,2.042e-4,6.534e-15,
272.68,6.360e-4,6.360e-4,6.556e-15,
272.71,3.226e-3,3.226e-3,6.589e-15,
272.73,9.029e-3,9.029e-3,6.611e-15,
272.76,3.901e-2,3.901e-2,6.643e-15,
272.78,9.807e-2,9.807e-2,6.665e-15,
272.8,2.363e-1,2.363e-1,6.687e-15,
272.83,8.153e-1,8.153e-1,6.720e-15,
272.85,1.765e+0,1.765e+0,6.742e-15,
272.88,5.191e+0,5.191e+0,6.775e-15,
272.9,1.010e+1,1.010e+1,6.796e-15,
272.93,2.535e+1,2.535e+1,6.829e-15,
272.95,4.441e+1,4.441e+1,6.851e-15,
272.98,9.524e+1,9.524e+1,6.884e-15,
273,1.505e+2,1.505e+2,6.906e-15,
273.03,2.773e+2,2.773e+2,6.939e-15,
273.05,3.969e+2,3.969e+2,6.961e-15,
273.08,6.342e+2,6.342e+2,6.993e-15,
273.1,8.300e+2,8.300e+2,7.015e-15,
273.13,1.171e+3,1.171e+3,7.048e-15,
273.15,1.422e+3,1.422e+3,7.070e-15,
273.18,1.819e+3,1.819e+3,7.103e-15,
273.2,2.089e+3,2.089e+3,7.125e-15,
273.22,2.356e+3,2.356e+3,7.146e-15,
273.25,2.733e+3,2.733e+3,7.179e-15,
273.27,2.951e+3,2.951e+3,7.201e-15,
273.3,3.187e+3,3.187e+3,7.234e-15,
273.32,3.261e+3,3.261e+3,7.256e-15,
273.35,3.216e+3,3.216e+3,7.289e-15,
273.37,3.084e+3,3.084e+3,7.311e-15,
273.4,2.780e+3,2.780e+3,7.343e-15,
273.42,2.556e+3,2.556e+3,7.365e-15,
273.45,2.299e+3,2.299e+3,7.398e-15,
273.47,2.245e+3,2.245e+3,7.420e-15,
273.5,2.419e+3,2.419e+3,7.453e-15,
273.52,2.718e+3,2.718e+3,7.475e-15,
273.55,3.391e+3,3.391e+3,7.507e-15,
273.57,3.920e+3,3.920e+3,7.529e-15,
273.59,4.437e+3,4.437e+3,7.551e-15,
273.62,5.033e+3,5.033e+3,7.584e-15,
273.64,5.225e+3,5.225e+3,7.606e-15,
273.67,5.123e+3,5.123e+3,7.639e-15,
273.69,4.800e+3,4.800e+3,7.660e-15,
273.72,4.021e+3,4.021e+3,7.693e-15,
273.74,3.389e+3,3.389e+3,7.715e-15,
273.77,2.420e+3,2.420e+3,7.748e-15,
273.79,1.833e+3,1.833e+3,7.770e-15,
273.82,1.115e+3,1.115e+3,7.803e-15,
273.84,7.592e+2,7.592e+2,7.825e-15,
273.87,3.936e+2,3.936e+2,7.857e-15,
273.89,2.408e+2,2.408e+2,7.879e-15,
273.92,1.063e+2,1.063e+2,7.912e-15,
273.94,5.847e+1,5.847e+1,7.934e-15,
273.96,3.080e+1,3.080e+1,7.956e-15,
273.99,1.087e+1,1.087e+1,7.989e-15,
274.01,5.145e+0,5.145e+0,8.010e-15,
274.04,1.547e+0,1.547e+0,8.043e-15,
274.06,6.581e-1,6.581e-1,8.065e-15,
274.09,1.686e-1,1.686e-1,8.098e-15,
274.11,6.445e-2,6.445e-2,8.120e-15,
274.14,1.406e-2,1.406e-2,8.153e-15,
274.16,4.832e-3,4.832e-3,8.175e-15,
274.19,8.983e-4,8.983e-4,8.207e-15,
274.21,2.774e-4,2.774e-4,8.229e-15,
274.24,4.393e-5,4.393e-5,8.262e-15,
274.26,1.219e-5,1.219e-5,8.284e-15,
274.29,1.645e-6,1.645e-6,8.317e-15,
274.31,4.102e-7,4.102e-7,8.339e-15,
274.34,4.715e-8,4.715e-8,8.371e-15,
274.36,1.057e-8,1.057e-8,8.393e-15,
274.38,2.269e-9,2.269e-9,8.415e-15,
274.41,2.084e-10,2.084e-10,8.448e-15,
274.43,4.022e-11,4.022e-11,8.470e-15,
274.46,3.147e-12,3.147e-12,8.503e-15,
274.48,5.459e-13,5.459e-13,8.525e-15,
274.51,3.639e-14,3.639e-14,8.557e-15,
274.53,5.672e-15,5.672e-15,8.579e-15,
276.78,5.990e-14,5.990e-14,1.104e-14,
276.8,3.720e-13,3.720e-13,1.106e-14,
276.83,5.326e-12,5.326e-12,1.109e-14,
276.85,2.982e-11,2.982e-11,1.112e-14,
276.88,3.654e-10,3.654e-10,1.115e-14,
276.9,1.844e-9,1.844e-9,1.117e-14,
276.93,1.934e-8,1.934e-8,1.120e-14,
276.95,8.797e-8,8.797e-8,1.123e-14,
276.98,7.896e-7,7.896e-7,1.126e-14,
277,3.238e-6,3.238e-6,1.128e-14,
277.03,2.487e-5,2.487e-5,1.131e-14,
277.05,9.195e-5,9.195e-5,1.134e-14,
277.07,3.261e-4,3.261e-4,1.136e-14,
277.1,2.015e-3,2.015e-3,1.139e-14,
277.12,6.440e-3,6.440e-3,1.141e-14,
277.15,3.405e-2,3.405e-2,1.144e-14,
277.17,9.813e-2,9.813e-2,1.147e-14,
277.2,4.441e-1,4.441e-1,1.150e-14,
277.22,1.154e+0,1.154e+0,1.152e-14,
277.25,4.469e+0,4.469e+0,1.155e-14,
277.27,1.046e+1,1.046e+1,1.158e-14,
277.3,3.470e+1,3.470e+1,1.161e-14,
277.32,7.325e+1,7.325e+1,1.163e-14,
277.35,2.079e+2,2.079e+2,1.166e-14,
277.37,3.958e+2,3.958e+2,1.169e-14,
277.4,9.620e+2,9.620e+2,1.172e-14,
277.42,1.652e+3,1.652e+3,1.174e-14,
277.44,2.722e+3,2.722e+3,1.176e-14,
277.47,5.332e+3,5.332e+3,1.179e-14,
277.49,7.934e+3,7.934e+3,1.182e-14,
277.52,1.336e+4,1.336e+4,1.185e-14,
277.54,1.799e+4,1.799e+4,1.187e-14,
277.57,2.616e+4,2.616e+4,1.190e-14,
277.59,3.206e+4,3.206e+4,1.193e-14,
277.62,4.077e+4,4.077e+4,1.196e-14,
277.64,4.600e+4,4.600e+4,1.198e-14,
277.67,5.252e+4,5.252e+4,1.201e-14,
277.69,5.597e+4,5.597e+4,1.204e-14,
277.72,6.046e+4,6.046e+4,1.207e-14,
277.74,6.365e+4,6.365e+4,1.209e-14,
277.77,7.016e+4,7.016e+4,1.212e-14,
277.79,7.644e+4,7.644e+4,1.214e-14,
277.82,8.976e+4,8.976e+4,1.218e-14,
277.84,1.014e+5,1.014e+5,1.220e-14,
277.86,1.148e+5,1.148e+5,1.222e-14,
277.89,1.368e+5,1.368e+5,1.225e-14,
277.91,1.511e+5,1.511e+5,1.228e-14,
277.94,1.683e+5,1.683e+5,1.231e-14,
277.96,1.751e+5,1.751e+5,1.233e-14,
277.99,1.765e+5,1.765e+5,1.236e-14,
278.01,1.712e+5,1.712e+5,1.239e-14,
278.04,1.556e+5,1.556e+5,1.242e-14,
278.06,1.419e+5,1.419e+5,1.244e-14,
278.09,1.197e+5,1.197e+5,1.247e-14,
278.11,1.056e+5,1.056e+5,1.249e-14,
278.14,8.773e+4,8.773e+4,1.253e-14,
278.16,7.853e+4,7.853e+4,1.255e-14,
278.19,6.871e+4,6.871e+4,2.041e-13,
278.21,6.432e+4,6.432e+4,1.244e-12,
278.23,6.107e+4,6.107e+4,7.280e-12,
278.26,5.716e+4,5.716e+4,9.541e-11,
278.28,5.445e+4,5.445e+4,5.038e-10,
278.31,4.931e+4,4.931e+4,5.660e-9,
278.33,4.494e+4,4.494e+4,2.697e-8,
278.36,3.710e+4,3.710e+4,2.597e-7,
278.38,3.137e+4,3.137e+4,1.117e-6,
278.41,2.283e+4,2.283e+4,9.219e-6,
278.43,1.764e+4,1.764e+4,3.577e-5,
278.46,1.114e+4,1.114e+4,2.531e-4,
278.48,7.806e+3,7.806e+3,8.863e-4,
278.51,4.247e+3,4.247e+3,5.376e-3,
278.53,2.690e+3,2.690e+3,1.699e-2,
278.56,1.257e+3,1.257e+3,8.832e-2,
278.58,7.191e+2,7.188e+2,2.518e-1,
278.61,2.890e+2,2.879e+2,1.122e+0,
278.63,1.515e+2,1.486e+2,2.888e+0,
278.65,8.072e+1,7.359e+1,7.130e+0,
278.68,4.935e+1,2.374e+1,2.561e+1,
278.7,6.768e+1,1.061e+1,5.707e+1,
278.73,1.787e+2,2.931e+0,1.758e+2,
278.75,3.546e+2,1.181e+0,3.534e+2,
278.78,9.331e+2,2.795e-1,9.328e+2,
278.8,1.693e+3,1.016e-1,1.693e+3,
278.83,3.830e+3,2.059e-2,3.830e+3,
278.85,6.271e+3,6.748e-3,6.270e+3,
278.88,1.216e+4,1.172e-3,1.216e+4,
278.9,1.797e+4,3.463e-4,1.797e+4,
278.93,2.988e+4,5.150e-5,2.988e+4,
278.95,3.984e+4,1.373e-5,3.984e+4,
278.98,5.678e+4,1.748e-6,5.678e+4,
279,6.831e+4,4.203e-7,6.831e+4,
279.02,7.888e+4,9.695e-8,7.888e+4,
279.05,9.063e+4,9.940e-9,9.063e+4,
279.07,9.448e+4,2.068e-9,9.448e+4,
279.1,9.329e+4,1.816e-10,9.329e+4,
279.12,8.823e+4,3.407e-11,8.823e+4,
279.15,7.672e+4,2.562e-12,7.672e+4,
279.17,6.914e+4,4.335e-13,6.914e+4,
279.2,6.536e+4,2.792e-14,6.536e+4,
279.22,7.492e+4,2.729e-14,7.492e+4,
279.25,1.274e+5,2.634e-14,1.274e+5,
279.27,2.066e+5,2.571e-14,2.066e+5,
279.3,4.405e+5,2.476e-14,4.405e+5,
279.32,7.121e+5,2.413e-14,7.121e+5,
279.35,1.371e+6,2.318e-14,1.371e+6,
279.37,2.021e+6,2.255e-14,2.021e+6,
279.39,2.861e+6,2.192e-14,2.861e+6,
279.42,4.465e+6,2.097e-14,4.465e+6,
279.44,5.708e+6,2.034e-14,5.708e+6,
279.47,7.642e+6,1.939e-14,7.642e+6,
279.49,8.820e+6,1.875e-14,8.820e+6,
279.52,1.013e+7,1.781e-14,1.013e+7,
279.54,1.055e+7,1.717e-14,1.055e+7,
279.57,1.040e+7,1.622e-14,1.040e+7,
279.59,9.789e+6,1.559e-14,9.789e+6,
279.62,8.287e+6,1.464e-14,8.287e+6,
279.64,7.056e+6,1.401e-14,7.056e+6,
279.67,5.154e+6,1.306e-14,5.154e+6,
279.69,3.991e+6,1.243e-14,3.991e+6,
279.72,2.552e+6,1.148e-14,2.552e+6,
279.74,1.829e+6,1.085e-14,1.829e+6,
279.77,1.071e+6,9.900e-15,1.071e+6,
279.79,7.436e+5,9.268e-15,7.436e+5,
279.81,5.205e+5,8.635e-15,5.205e+5,
279.84,3.165e+5,7.686e-15,3.165e+5,
279.86,2.343e+5,7.054e-15,2.343e+5,
279.89,1.554e+5,6.105e-15,1.554e+5,
279.91,1.216e+5,5.473e-15,1.216e+5,
279.94,9.336e+4,4.524e-15,9.336e+4,
279.96,9.179e+4,3.892e-15,9.179e+4,
279.99,1.275e+5,2.943e-15,1.275e+5,
280.01,1.890e+5,2.311e-15,1.890e+5,
280.04,3.679e+5,1.362e-15,3.679e+5,
280.06,5.665e+5,7.297e-16,5.665e+5,
280.09,1.020e+6,1.143e-14,1.020e+6,
280.11,1.440e+6,6.801e-14,1.440e+6,
280.14,2.240e+6,9.149e-13,2.240e+6,
280.16,2.860e+6,4.919e-12,2.860e+6,
280.18,3.506e+6,2.540e-11,3.506e+6,
280.21,4.409e+6,2.762e-10,4.409e+6,
280.23,4.882e+6,1.289e-9,4.882e+6,
280.26,5.269e+6,1.204e-8,5.269e+6,
280.28,5.269e+6,5.076e-8,5.269e+6,
280.31,4.882e+6,4.073e-7,4.882e+6,
280.33,4.409e+6,1.552e-6,4.409e+6,
280.36,3.506e+6,1.070e-5,3.506e+6,
280.38,2.860e+6,3.682e-5,2.860e+6,
280.41,1.952e+6,2.180e-4,1.952e+6,
280.43,1.438e+6,6.784e-4,1.438e+6,
280.46,8.426e+5,3.450e-3,8.426e+5,
280.48,5.606e+5,9.701e-3,5.606e+5,
280.51,2.819e+5,4.239e-2,2.819e+5,
280.53,1.694e+5,1.077e-1,1.694e+5,
280.55,9.776e+4,2.629e-1,9.775e+4,
280.58,3.969e+4,9.288e-1,3.969e+4,
280.6,2.069e+4,2.049e+0,2.068e+4,
280.63,7.215e+3,6.223e+0,7.208e+3,
280.65,3.405e+3,1.241e+1,3.393e+3,
280.68,1.047e+3,3.242e+1,1.015e+3,
280.7,4.899e+2,5.848e+1,4.314e+2,
280.73,2.423e+2,1.315e+2,1.108e+2,
280.75,2.573e+2,2.148e+2,4.252e+1,
280.78,4.260e+2,4.167e+2,9.372e+0,
280.8,6.206e+2,6.173e+2,3.250e+0,
280.83,1.037e+3,1.036e+3,6.147e-1,
280.85,1.398e+3,1.397e+3,1.925e-1,
280.88,2.044e+3,2.044e+3,3.126e-2,
280.9,2.521e+3,2.521e+3,8.840e-3,
280.93,3.249e+3,3.249e+3,1.232e-3,
280.95,3.701e+3,3.701e+3,3.147e-4,
280.97,4.100e+3,4.100e+3,7.719e-5,
281,4.556e+3,4.556e+3,8.686e-6,
281.02,4.749e+3,4.749e+3,1.924e-6,
281.05,4.869e+3,4.869e+3,1.858e-7,
281.07,4.838e+3,4.838e+3,3.718e-8,
281.1,4.637e+3,4.637e+3,3.082e-9,
281.12,4.409e+3,4.409e+3,5.569e-10,
281.15,3.942e+3,3.942e+3,3.963e-11,
281.17,3.563e+3,3.563e+3,6.467e-12,
281.2,2.928e+3,2.928e+3,6.449e-12,
281.22,2.487e+3,2.487e+3,6.437e-12,
281.25,1.847e+3,1.847e+3,6.419e-12,
281.27,1.459e+3,1.459e+3,6.407e-12,
281.3,9.648e+2,9.648e+2,6.389e-12,
281.32,7.030e+2,7.030e+2,6.377e-12,
281.34,4.951e+2,4.951e+2,6.365e-12,
281.37,2.742e+2,2.742e+2,6.347e-12,
281.39,1.768e+2,1.768e+2,6.335e-12,
281.42,8.558e+1,8.558e+1,6.317e-12,
281.44,5.038e+1,5.038e+1,6.305e-12,
281.47,2.121e+1,2.121e+1,6.287e-12,
281.49,1.136e+1,1.136e+1,6.275e-12,
281.52,4.148e+0,4.148e+0,6.257e-12,
281.54,2.019e+0,2.019e+0,6.245e-12,
281.57,6.372e-1,6.372e-1,6.227e-12,
281.59,2.813e-1,2.813e-1,6.215e-12,
281.62,7.662e-2,7.662e-2,6.196e-12,
281.64,3.065e-2,3.065e-2,6.184e-12,
281.67,7.197e-3,7.197e-3,6.166e-12,
281.69,2.606e-3,2.606e-3,6.154e-12,
281.71,9.068e-4,9.068e-4,6.142e-12,
281.74,1.727e-4,1.727e-4,6.124e-12,
281.76,5.435e-5,5.435e-5,6.112e-12,
281.79,8.903e-6,8.903e-6,6.094e-12,
281.81,2.535e-6,2.535e-6,6.082e-12,
281.84,3.571e-7,3.571e-7,6.064e-12,
281.86,9.192e-8,9.192e-8,6.052e-12,
281.89,1.113e-8,1.113e-8,6.034e-12,
281.91,2.591e-9,2.591e-9,6.022e-12,
281.94,2.697e-10,2.697e-10,6.004e-12,
281.96,5.674e-11,5.674e-11,5.992e-12,
281.99,5.076e-12,5.076e-12,5.974e-12,
282.01,9.654e-13,9.654e-13,5.962e-12,
282.04,7.410e-14,7.410e-14,5.944e-12,
282.06,1.274e-14,1.274e-14,5.932e-12,
282.09,8.418e-16,8.418e-16,5.914e-12,
283.74,8.033e-16,8.033e-16,4.922e-12,
283.76,4.940e-15,4.940e-15,4.910e-12,
283.79,6.996e-14,6.996e-14,4.892e-12,
283.81,3.898e-13,3.898e-13,4.880e-12,
283.84,4.761e-12,4.761e-12,4.861e-12,
283.86,2.403e-11,2.403e-11,4.849e-12,
283.89,2.531e-10,2.531e-10,4.831e-12,
283.91,1.158e-9,1.158e-9,4.819e-12,
283.94,1.052e-8,1.052e-8,4.801e-12,
283.96,4.357e-8,4.357e-8,4.789e-12,
283.99,3.413e-7,3.413e-7,4.771e-12,
284.01,1.281e-6,1.281e-6,4.759e-12,
284.03,4.623e-6,4.623e-6,4.747e-12,
284.06,2.943e-5,2.943e-5,4.729e-12,
284.08,9.623e-5,9.623e-5,4.717e-12,
284.11,5.283e-4,5.283e-4,4.699e-12,
284.13,1.565e-3,1.565e-3,4.687e-12,
284.16,7.410e-3,7.410e-3,4.669e-12,
284.18,1.989e-2,1.989e-2,4.657e-12,
284.21,8.122e-2,8.122e-2,4.639e-12,
284.23,1.975e-1,1.975e-1,4.627e-12,
284.26,6.958e-1,6.958e-1,4.609e-12,
284.28,1.533e+0,1.533e+0,4.597e-12,
284.31,4.661e+0,4.661e+0,4.579e-12,
284.33,9.312e+0,9.312e+0,4.567e-12,
284.36,2.444e+1,2.444e+1,4.549e-12,
284.38,4.430e+1,4.430e+1,4.537e-12,
284.41,1.005e+2,1.005e+2,4.519e-12,
284.43,1.656e+2,1.656e+2,4.507e-12,
284.45,2.625e+2,2.625e+2,4.495e-12,
284.48,4.893e+2,4.893e+2,4.477e-12,
284.5,7.087e+2,7.087e+2,4.465e-12,
284.53,1.159e+3,1.159e+3,4.447e-12,
284.55,1.545e+3,1.545e+3,4.435e-12,
284.58,2.254e+3,2.254e+3,4.417e-12,
284.6,2.806e+3,2.806e+3,4.404e-12,
284.63,3.742e+3,3.742e+3,4.386e-12,
284.65,4.429e+3,4.429e+3,4.374e-12,
284.68,5.539e+3,5.539e+3,4.356e-12,
284.7,6.314e+3,6.314e+3,4.344e-12,
284.73,7.479e+3,7.479e+3,4.326e-12,
284.75,8.218e+3,8.218e+3,4.314e-12,
284.78,9.222e+3,9.222e+3,4.296e-12,
284.8,9.869e+3,9.869e+3,4.284e-12,
284.82,1.067e+4,1.067e+4,4.272e-12,
284.85,1.306e+4,1.306e+4,4.254e-12,
284.87,1.664e+4,1.664e+4,4.242e-12,
284.9,2.896e+4,2.896e+4,4.224e-12,
284.92,4.570e+4,4.570e+4,4.212e-12,
284.95,9.395e+4,9.395e+4,4.194e-12,
284.97,1.499e+5,1.499e+5,4.182e-12,
285,2.864e+5,2.864e+5,4.164e-12,
285.02,4.225e+5,4.225e+5,4.152e-12,
285.05,7.056e+5,7.056e+5,4.134e-12,
285.07,9.465e+5,9.465e+5,4.122e-12,
285.1,1.367e+6,1.367e+6,4.104e-12,
285.12,1.663e+6,1.663e+6,4.092e-12,
285.15,2.073e+6,2.073e+6,4.074e-12,
285.17,2.286e+6,2.286e+6,4.062e-12,
285.19,2.424e+6,2.424e+6,4.050e-12,
285.22,2.458e+6,2.458e+6,4.032e-12,
285.24,2.363e+6,2.363e+6,4.020e-12,
285.27,2.068e+6,2.068e+6,4.002e-12,
285.29,1.801e+6,1.801e+6,3.990e-12,
285.32,1.360e+6,1.360e+6,3.972e-12,
285.34,1.074e+6,1.074e+6,3.959e-12,
285.37,7.000e+5,7.000e+5,3.941e-12,
285.39,5.010e+5,5.010e+5,3.929e-12,
285.42,2.817e+5,2.817e+5,3.911e-12,
285.44,1.827e+5,1.827e+5,3.899e-12,
285.47,8.867e+4,8.867e+4,3.881e-12,
285.49,5.213e+4,5.213e+4,3.869e-12,
285.52,2.183e+4,2.183e+4,3.851e-12,
285.54,1.163e+4,1.163e+4,3.839e-12,
285.57,4.202e+3,4.202e+3,3.821e-12,
285.59,2.030e+3,2.030e+3,3.809e-12,
285.61,9.424e+2,9.424e+2,3.797e-12,
285.64,2.770e+2,2.770e+2,3.779e-12,
285.66,1.166e+2,1.166e+2,3.767e-12,
285.69,2.956e+1,2.956e+1,3.749e-12,
285.71,1.127e+1,1.127e+1,3.737e-12,
285.74,2.467e+0,2.467e+0,3.719e-12,
285.76,8.528e-1,8.528e-1,3.707e-12,
285.79,1.610e-1,1.610e-1,3.689e-12,
285.81,5.045e-2,5.045e-2,3.677e-12,
285.84,8.220e-3,8.220e-3,3.659e-12,
285.86,2.334e-3,2.334e-3,3.647e-12,
285.89,3.281e-4,3.281e-4,3.629e-12,
285.91,8.445e-5,8.445e-5,3.617e-12,
285.94,1.024e-5,1.024e-5,3.599e-12,
285.96,2.390e-6,2.390e-6,3.587e-12,
285.98,5.360e-7,5.360e-7,3.575e-12,
286.01,5.288e-8,5.288e-8,3.557e-12,
286.03,1.075e-8,1.075e-8,3.545e-12,
286.06,9.150e-10,9.150e-10,3.527e-12,
286.08,1.686e-10,1.686e-10,3.514e-12,
286.11,1.238e-11,1.238e-11,3.496e-12,
286.13,2.067e-12,2.067e-12,3.484e-12,
290.6,1.663e-15,1.663e-15,7.964e-13,
290.62,9.757e-15,9.757e-15,7.844e-13,
290.65,1.292e-13,1.292e-13,7.664e-13,
290.67,6.901e-13,6.901e-13,7.543e-13,
290.7,7.937e-12,7.937e-12,7.363e-13,
290.72,3.858e-11,3.858e-11,7.243e-13,
290.75,3.853e-10,3.853e-10,7.062e-13,
290.77,1.704e-9,1.704e-9,6.942e-13,
290.8,1.478e-8,1.478e-8,6.762e-13,
290.82,5.951e-8,5.951e-8,6.641e-13,
290.85,4.481e-7,4.481e-7,6.461e-13,
290.87,1.642e-6,1.642e-6,6.341e-13,
290.9,1.074e-5,1.074e-5,6.160e-13,
290.92,3.582e-5,3.582e-5,6.040e-13,
290.95,2.034e-4,2.034e-4,5.860e-13,
290.97,6.175e-4,6.175e-4,5.739e-13,
291,3.044e-3,3.044e-3,5.559e-13,
291.02,8.412e-3,8.412e-3,5.439e-13,
291.04,2.239e-2,2.239e-2,5.319e-13,
291.07,9.058e-2,9.058e-2,5.138e-13,
291.09,2.194e-1,2.194e-1,5.018e-13,
291.12,7.708e-1,7.708e-1,4.837e-13,
291.14,1.699e+0,1.699e+0,4.717e-13,
291.17,5.184e+0,5.184e+0,4.537e-13,
291.19,1.040e+1,1.040e+1,4.417e-13,
291.22,2.756e+1,2.756e+1,4.236e-13,
291.24,5.033e+1,5.033e+1,4.116e-13,
291.27,1.158e+2,1.158e+2,3.935e-13,
291.29,1.924e+2,1.924e+2,3.815e-13,
291.32,3.843e+2,3.843e+2,3.635e-13,
291.34,5.815e+2,5.815e+2,3.515e-13,
291.37,1.009e+3,1.009e+3,3.334e-13,
291.39,1.389e+3,1.389e+3,3.214e-13,
291.41,1.842e+3,1.842e+3,3.094e-13,
291.44,2.622e+3,2.622e+3,2.913e-13,
291.46,3.165e+3,3.165e+3,2.793e-13,
291.49,3.911e+3,3.911e+3,2.613e-13,
291.51,4.297e+3,4.297e+3,2.492e-13,
291.54,4.611e+3,4.611e+3,2.312e-13,
291.56,4.611e+3,4.611e+3,2.192e-13,
291.59,4.297e+3,4.297e+3,2.011e-13,
291.61,3.911e+3,3.911e+3,1.891e-13,
291.64,3.165e+3,3.165e+3,1.711e-13,
291.66,2.622e+3,2.622e+3,1.590e-13,
291.69,1.842e+3,1.842e+3,1.410e-13,
291.71,1.389e+3,1.389e+3,1.290e-13,
291.74,8.474e+2,8.474e+2,1.109e-13,
291.76,5.815e+2,5.815e+2,9.889e-14,
291.78,3.843e+2,3.843e+2,8.686e-14,
291.81,1.924e+2,1.924e+2,6.882e-14,
291.83,1.158e+2,1.158e+2,5.680e-14,
291.86,5.033e+1,5.033e+1,3.876e-14,
291.88,2.756e+1,2.756e+1,2.673e-14,
291.91,1.040e+1,1.040e+1,8.689e-15,
291.93,5.184e+0,5.184e+0,5.018e-14,
291.96,1.699e+0,1.699e+0,6.494e-13,
291.98,7.708e-1,7.708e-1,3.416e-12,
292.01,2.194e-1,2.194e-1,3.844e-11,
292.03,9.058e-2,9.058e-2,1.842e-10,
292.06,2.239e-2,2.239e-2,1.802e-9,
292.08,8.412e-3,8.412e-3,7.866e-9,
292.11,1.806e-3,1.806e-3,6.690e-8,
292.13,6.178e-4,6.175e-4,2.660e-7,
292.16,1.170e-4,1.151e-4,1.967e-6,
292.18,4.295e-5,3.582e-5,7.126e-6,
292.2,3.561e-5,1.074e-5,2.487e-5,
292.23,1.528e-4,1.642e-6,1.512e-4,
292.25,4.811e-4,4.481e-7,4.806e-4,
292.28,2.540e-3,5.951e-8,2.540e-3,
292.3,7.356e-3,1.478e-8,7.356e-3,
292.33,3.380e-2,1.704e-9,3.380e-2,
292.35,8.918e-2,3.853e-10,8.918e-2,
292.38,3.563e-1,3.858e-11,3.563e-1,
292.4,8.562e-1,7.937e-12,8.562e-1,
292.43,2.974e+0,6.901e-13,2.974e+0,
292.45,6.511e+0,1.292e-13,6.511e+0,
292.48,1.966e+1,9.757e-15,1.966e+1,
292.5,3.921e+1,9.514e-15,3.921e+1,
292.53,1.030e+2,9.149e-15,1.030e+2,
292.55,1.870e+2,8.906e-15,1.870e+2,
292.57,3.273e+2,8.663e-15,3.273e+2,
292.6,7.066e+2,8.299e-15,7.066e+2,
292.62,1.126e+3,8.056e-15,1.126e+3,
292.65,2.114e+3,7.691e-15,2.114e+3,
292.67,3.070e+3,7.448e-15,3.070e+3,
292.7,5.010e+3,7.084e-15,5.010e+3,
292.72,6.628e+3,6.841e-15,6.628e+3,
292.75,9.404e+3,6.476e-15,9.404e+3,
292.77,1.133e+4,6.233e-15,1.133e+4,
292.8,1.398e+4,5.869e-15,1.398e+4,
292.82,1.534e+4,5.626e-15,1.534e+4,
292.85,1.646e+4,5.261e-15,1.646e+4,
292.87,1.646e+4,5.018e-15,1.646e+4,
292.9,1.534e+4,4.654e-15,1.534e+4,
292.92,1.398e+4,4.411e-15,1.398e+4,
292.94,1.227e+4,4.168e-15,1.227e+4,
292.97,9.404e+3,3.803e-15,9.404e+3,
292.99,7.517e+3,3.560e-15,7.517e+3,
293.02,5.010e+3,3.196e-15,5.010e+3,
293.04,3.649e+3,2.953e-15,3.649e+3,
293.07,2.114e+3,2.588e-15,2.114e+3,
293.09,1.403e+3,2.345e-15,1.403e+3,
293.12,7.067e+2,1.981e-15,7.067e+2,
293.14,4.272e+2,1.738e-15,4.272e+2,
293.17,1.878e+2,1.374e-15,1.878e+2,
293.19,1.048e+2,1.131e-15,1.048e+2,
293.22,4.543e+1,7.660e-16,4.543e+1,
293.24,3.321e+1,5.230e-16,3.321e+1,
293.27,4.717e+1,7.187e-15,4.717e+1,
293.29,8.376e+1,3.937e-14,8.376e+1,
293.32,2.119e+2,4.709e-13,2.119e+2,
293.34,3.825e+2,2.352e-12,3.825e+2,
293.36,6.669e+2,1.132e-11,6.669e+2,
293.39,1.433e+3,1.115e-10,1.433e+3,
293.41,2.280e+3,4.893e-10,2.280e+3,
293.44,4.264e+3,4.196e-9,4.264e+3,
293.46,6.180e+3,1.679e-8,6.180e+3,
293.49,1.006e+4,1.253e-7,1.006e+4,
293.51,1.329e+4,4.571e-7,1.329e+4,
293.54,1.881e+4,2.971e-6,1.881e+4,
293.56,2.265e+4,9.879e-6,2.265e+4,
293.59,2.791e+4,5.589e-5,2.791e+4,
293.61,3.062e+4,1.694e-4,3.062e+4,
