Wavelength (nm),Sum(calc),Ca I (3.8e-2),Ca II (9.5e-1),Ca III (1.3e-2)
292.54,4.447e-11,2.227e-13,4.787e-12,4.447e-11
292.57,3.131e-11,2.228e-13,4.788e-12,3.131e-11
292.59,2.365e-11,2.228e-13,4.790e-12,2.365e-11
292.61,1.721e-11,2.229e-13,4.791e-12,1.721e-11
292.64,9.954e-12,2.229e-13,4.793e-12,9.954e-12
292.66,6.595e-12,2.230e-13,4.794e-12,6.595e-12
292.69,3.316e-12,2.230e-13,4.796e-12,3.316e-12
292.71,2.001e-12,2.231e-13,4.797e-12,2.001e-12
292.74,8.743e-13,2.231e-13,4.799e-12,8.743e-13
292.76,4.805e-13,2.232e-13,4.801e-12,4.805e-13
292.79,1.825e-13,2.232e-13,4.803e-12,1.825e-13
292.81,9.131e-14,2.233e-13,4.804e-12,9.131e-14
292.84,3.014e-14,2.233e-13,4.806e-12,3.014e-14
292.86,1.373e-14,2.234e-13,4.807e-12,1.373e-14
292.89,3.939e-15,2.234e-13,4.809e-12,3.939e-15
292.91,1.635e-15,2.235e-13,4.810e-12,1.635e-15
292.94,4.076e-16,2.235e-13,4.812e-12,4.076e-16
292.96,1.541e-16,2.236e-13,4.814e-12,1.541e-16
292.98,5.609e-17,2.236e-13,4.815e-12,5.609e-17
293.01,1.149e-17,2.237e-13,4.817e-12,1.149e-17
293.03,3.809e-18,2.237e-13,4.818e-12,3.809e-18
293.06,6.781e-19,2.238e-13,4.820e-12,6.781e-19
293.08,2.048e-19,2.238e-13,4.821e-12,2.048e-19
293.11,3.168e-20,2.239e-13,4.823e-12,3.168e-20
293.13,8.711e-21,2.239e-13,4.825e-12,8.711e-21
293.16,1.171e-21,2.240e-13,4.826e-12,1.171e-21
293.18,2.933e-22,2.240e-13,4.828e-12,2.933e-22
293.21,3.427e-23,2.241e-13,4.830e-12,3.427e-23
293.23,7.816e-24,2.241e-13,4.831e-12,7.816e-24
293.26,7.937e-25,2.242e-13,4.833e-12,7.937e-25
293.28,1.649e-25,2.242e-13,4.834e-12,1.649e-25
293.31,1.455e-26,2.243e-13,4.836e-12,1.455e-26
297.95,1.240e-26,2.340e-13,5.135e-12,1.240e-26
297.97,6.217e-26,2.340e-13,5.136e-12,6.217e-26
298,6.534e-25,2.341e-13,5.138e-12,6.534e-25
298.02,2.996e-24,2.341e-13,5.139e-12,2.996e-24
298.05,2.750e-23,2.342e-13,5.141e-12,2.750e-23
298.07,1.153e-22,2.342e-13,5.142e-12,1.153e-22
298.1,9.254e-22,2.343e-13,5.144e-12,9.254e-22
298.12,3.547e-21,2.343e-13,5.146e-12,3.547e-21
298.14,1.312e-20,2.344e-13,5.147e-12,1.312e-20
298.17,8.728e-20,2.344e-13,5.149e-12,8.728e-20
298.19,2.952e-19,2.345e-13,5.150e-12,2.952e-19
298.22,1.717e-18,2.346e-13,5.152e-12,1.717e-18
298.24,5.310e-18,2.346e-13,5.153e-12,5.310e-18
298.27,2.701e-17,2.347e-13,5.155e-12,2.701e-17
298.29,7.640e-17,2.347e-13,5.157e-12,7.640e-17
298.32,3.399e-16,2.348e-13,5.159e-12,3.399e-16
298.34,8.792e-16,2.348e-13,5.160e-12,8.792e-16
298.37,3.421e-15,2.349e-13,5.162e-12,3.421e-15
298.39,8.096e-15,2.349e-13,5.163e-12,8.096e-15
298.42,2.756e-14,2.350e-13,5.165e-12,2.756e-14
298.44,5.966e-14,2.350e-13,5.166e-12,5.966e-14
298.47,1.777e-13,2.351e-13,5.168e-12,1.777e-13
298.49,3.520e-13,2.351e-13,5.170e-12,3.520e-13
298.51,6.728e-13,2.352e-13,5.171e-12,6.728e-13
298.54,1.664e-12,2.352e-13,5.173e-12,1.664e-12
298.56,2.911e-12,2.353e-13,5.174e-12,2.911e-12
298.59,6.539e-12,2.353e-13,5.176e-12,6.304e-12
298.61,1.127e-11,1.172e-12,5.177e-12,1.010e-11
298.64,3.135e-11,1.218e-11,5.179e-12,1.917e-11
298.66,8.361e-11,5.548e-11,5.180e-12,2.813e-11
298.69,5.513e-10,5.044e-10,5.182e-12,4.684e-11
298.71,2.165e-9,2.102e-9,5.184e-12,6.300e-11
298.74,1.681e-8,1.672e-8,5.186e-12,9.210e-11
298.76,6.381e-8,6.370e-8,5.187e-12,1.136e-10
298.79,4.433e-7,4.432e-7,5.189e-12,1.460e-10
298.81,1.545e-6,1.545e-6,5.190e-12,1.654e-10
298.84,9.402e-6,9.402e-6,5.192e-12,1.872e-10
298.86,2.998e-5,2.998e-5,5.193e-12,1.949e-10
298.89,1.596e-4,1.596e-4,5.195e-12,1.945e-10
298.91,4.654e-4,4.654e-4,5.197e-12,1.863e-10
298.93,1.310e-3,1.310e-3,5.198e-12,1.727e-10
298.96,5.782e-3,5.782e-3,5.200e-12,1.450e-10
298.98,1.488e-2,1.488e-2,5.201e-12,1.238e-10
299.01,5.748e-2,5.748e-2,5.203e-12,9.204e-11
299.03,1.353e-1,1.353e-1,5.204e-12,7.254e-11
299.06,4.571e-1,4.571e-1,5.206e-12,4.780e-11
299.08,9.844e-1,9.844e-1,5.207e-12,3.478e-11
299.11,2.909e+0,2.909e+0,5.209e-12,2.033e-11
299.13,5.730e+0,5.730e+0,5.211e-12,1.366e-11
299.16,1.482e+1,1.482e+1,5.213e-12,7.086e-12
299.18,2.669e+1,2.669e+1,5.214e-12,4.395e-12
299.21,6.037e+1,6.037e+1,5.216e-12,2.021e-12
299.23,9.950e+1,9.950e+1,5.217e-12,1.156e-12
299.26,1.969e+2,1.969e+2,5.219e-12,4.708e-13
299.28,2.969e+2,2.969e+2,5.220e-12,2.483e-13
299.3,4.321e+2,4.321e+2,5.222e-12,1.267e-13
299.33,7.099e+2,7.099e+2,5.224e-12,4.338e-14
299.35,9.459e+2,9.459e+2,5.225e-12,2.037e-14
299.38,1.363e+3,1.363e+3,5.227e-12,6.151e-15
299.4,1.666e+3,1.666e+3,5.228e-12,2.654e-15
299.43,2.114e+3,2.114e+3,5.230e-12,7.057e-16
299.45,2.382e+3,2.382e+3,5.231e-12,2.795e-16
299.48,2.695e+3,2.695e+3,5.233e-12,6.534e-17
299.5,2.833e+3,2.833e+3,5.235e-12,2.374e-17
299.53,2.938e+3,2.938e+3,5.236e-12,4.872e-18
299.55,2.959e+3,2.959e+3,5.238e-12,1.623e-18
299.58,2.960e+3,2.960e+3,5.240e-12,2.921e-19
299.6,2.968e+3,2.968e+3,5.241e-12,8.913e-20
299.63,3.016e+3,3.016e+3,5.243e-12,1.406e-20
299.65,3.073e+3,3.073e+3,5.244e-12,3.928e-21
299.68,3.170e+3,3.170e+3,5.246e-12,5.428e-22
299.7,3.220e+3,3.220e+3,5.247e-12,1.388e-22
299.72,3.240e+3,3.240e+3,5.249e-12,3.426e-23
299.75,3.202e+3,3.202e+3,5.251e-12,3.929e-24
299.77,3.135e+3,3.135e+3,5.252e-12,8.873e-25
299.8,3.008e+3,3.008e+3,5.254e-12,8.804e-26
299.82,2.937e+3,2.937e+3,5.255e-12,1.821e-26
299.85,2.907e+3,2.907e+3,5.257e-12,1.796e-26
299.87,2.963e+3,2.963e+3,5.258e-12,1.779e-26
299.9,3.176e+3,3.176e+3,5.260e-12,1.754e-26
299.92,3.397e+3,3.397e+3,5.262e-12,1.737e-26
299.95,3.807e+3,3.807e+3,5.263e-12,1.712e-26
299.97,4.099e+3,4.099e+3,5.265e-12,1.695e-26
300,4.495e+3,4.495e+3,5.267e-12,1.669e-26
300.02,4.690e+3,4.690e+3,5.268e-12,1.653e-26
300.05,4.820e+3,4.820e+3,5.270e-12,1.627e-26
300.07,4.774e+3,4.774e+3,5.271e-12,1.610e-26
300.09,4.612e+3,4.612e+3,5.272e-12,1.593e-26
300.12,4.168e+3,4.168e+3,5.274e-12,1.568e-26
300.14,3.760e+3,3.760e+3,5.276e-12,1.551e-26
300.17,3.048e+3,3.048e+3,5.278e-12,1.526e-26
300.19,2.549e+3,2.549e+3,5.279e-12,1.509e-26
300.22,1.836e+3,1.836e+3,5.281e-12,1.484e-26
300.24,1.417e+3,1.417e+3,5.282e-12,1.467e-26
300.27,9.044e+2,9.044e+2,5.284e-12,1.442e-26
300.29,6.461e+2,6.461e+2,5.285e-12,1.425e-26
300.32,3.779e+2,3.779e+2,5.287e-12,1.399e-26
300.34,2.711e+2,2.711e+2,5.289e-12,1.383e-26
300.37,2.079e+2,2.079e+2,5.291e-12,1.357e-26
300.39,2.300e+2,2.300e+2,5.292e-12,1.340e-26
300.42,3.743e+2,3.743e+2,5.294e-12,1.315e-26
300.44,5.626e+2,5.626e+2,5.295e-12,1.298e-26
300.47,1.026e+3,1.026e+3,5.297e-12,1.273e-26
300.49,1.482e+3,1.482e+3,5.298e-12,1.256e-26
300.51,2.073e+3,2.073e+3,5.300e-12,1.239e-26
300.54,3.212e+3,3.212e+3,5.301e-12,1.214e-26
300.56,4.119e+3,4.119e+3,5.303e-12,1.197e-26
300.59,5.600e+3,5.600e+3,5.305e-12,1.172e-26
300.61,6.581e+3,6.581e+3,5.306e-12,1.155e-26
300.64,7.863e+3,7.863e+3,5.308e-12,1.130e-26
300.66,8.490e+3,8.490e+3,5.309e-12,1.113e-26
300.69,8.967e+3,8.967e+3,5.311e-12,1.087e-26
300.71,8.952e+3,8.952e+3,5.312e-12,1.071e-26
300.74,8.485e+3,8.485e+3,5.314e-12,1.045e-26
300.76,7.953e+3,7.953e+3,5.316e-12,1.028e-26
300.79,6.994e+3,6.994e+3,5.318e-12,1.003e-26
300.81,6.343e+3,6.343e+3,5.319e-12,9.862e-27
300.84,5.464e+3,5.464e+3,5.321e-12,9.609e-27
300.86,4.970e+3,4.970e+3,5.322e-12,9.440e-27
300.88,4.547e+3,4.547e+3,5.323e-12,9.272e-27
300.91,4.000e+3,4.000e+3,5.325e-12,9.019e-27
300.93,3.659e+3,3.659e+3,5.327e-12,8.850e-27
300.96,3.135e+3,3.135e+3,5.328e-12,8.597e-27
300.98,2.764e+3,2.764e+3,5.330e-12,8.428e-27
301.01,2.187e+3,2.187e+3,5.332e-12,8.175e-27
301.03,1.807e+3,1.807e+3,5.333e-12,8.007e-27
301.06,1.280e+3,1.280e+3,5.335e-12,7.754e-27
301.08,9.767e+2,9.767e+2,5.336e-12,7.585e-27
301.11,6.113e+2,6.113e+2,5.338e-12,7.332e-27
301.13,4.285e+2,4.285e+2,5.339e-12,7.163e-27
301.16,2.356e+2,2.356e+2,5.341e-12,6.910e-27
301.18,1.514e+2,1.514e+2,5.343e-12,6.741e-27
301.21,7.298e+1,7.298e+1,5.345e-12,6.488e-27
301.23,4.294e+1,4.294e+1,5.346e-12,6.320e-27
301.26,1.814e+1,1.814e+1,5.348e-12,6.067e-27
301.28,9.774e+0,9.774e+0,5.349e-12,5.898e-27
301.3,5.083e+0,5.083e+0,5.350e-12,5.729e-27
301.33,1.784e+0,1.784e+0,5.352e-12,5.476e-27
301.35,8.494e-1,8.494e-1,5.354e-12,5.308e-27
301.38,2.612e-1,2.612e-1,5.356e-12,5.055e-27
301.4,1.138e-1,1.138e-1,5.357e-12,4.886e-27
301.43,3.065e-2,3.065e-2,5.359e-12,4.633e-27
301.45,1.223e-2,1.223e-2,5.360e-12,4.464e-27
301.48,2.885e-3,2.885e-3,5.362e-12,4.211e-27
301.5,1.054e-3,1.054e-3,5.363e-12,4.043e-27
301.53,2.177e-4,2.177e-4,5.365e-12,3.789e-27
301.55,7.279e-5,7.279e-5,5.366e-12,3.621e-27
301.58,1.317e-5,1.317e-5,5.368e-12,3.368e-27
301.6,4.032e-6,4.032e-6,5.370e-12,3.199e-27
301.63,6.391e-7,6.391e-7,5.372e-12,2.946e-27
301.65,1.791e-7,1.791e-7,5.373e-12,2.777e-27
301.67,4.844e-8,4.844e-8,5.374e-12,2.609e-27
301.7,6.378e-9,6.378e-9,5.376e-12,2.356e-27
301.72,1.579e-9,1.579e-9,5.377e-12,2.187e-27
301.75,1.821e-10,1.821e-10,5.379e-12,1.934e-27
301.77,4.128e-11,4.128e-11,5.381e-12,1.765e-27
301.8,4.170e-12,4.170e-12,5.383e-12,1.512e-27
301.82,8.653e-13,8.653e-13,5.384e-12,1.344e-27
301.92,5.002e-28,8.574e-13,5.390e-12,5.002e-28
301.95,5.627e-27,8.551e-13,5.392e-12,5.627e-27
301.97,2.704e-26,8.535e-13,5.394e-12,2.704e-26
302,2.669e-25,8.512e-13,5.395e-12,2.669e-25
302.02,1.176e-24,8.496e-13,5.397e-12,1.176e-24
302.05,1.018e-23,8.473e-13,5.399e-12,1.018e-23
302.07,4.110e-23,8.457e-13,5.400e-12,4.110e-23
302.09,1.602e-22,8.441e-13,5.401e-12,1.602e-22
302.12,1.155e-21,8.418e-13,5.403e-12,1.155e-21
302.14,4.128e-21,8.402e-13,5.404e-12,4.128e-21
302.17,2.612e-20,8.379e-13,5.406e-12,2.612e-20
302.19,8.552e-20,8.363e-13,5.408e-12,8.552e-20
302.22,4.747e-19,8.339e-13,5.410e-12,4.747e-19
302.24,1.424e-18,8.324e-13,5.411e-12,1.424e-18
302.27,6.937e-18,8.300e-13,5.413e-12,6.937e-18
302.29,1.908e-17,8.285e-13,5.414e-12,1.908e-17
302.32,8.151e-17,8.261e-13,5.416e-12,8.151e-17
302.34,2.055e-16,8.246e-13,5.417e-12,2.055e-16
302.37,7.702e-16,8.222e-13,5.419e-12,7.702e-16
302.39,1.779e-15,8.206e-13,5.421e-12,1.779e-15
302.42,5.852e-15,8.183e-13,5.422e-12,5.852e-15
302.44,1.239e-14,8.167e-13,5.424e-12,1.239e-14
302.46,2.533e-14,8.152e-13,5.425e-12,2.533e-14
302.49,6.937e-14,8.128e-13,5.427e-12,6.937e-14
302.51,1.300e-13,8.112e-13,5.428e-12,1.300e-13
302.54,3.123e-13,8.089e-13,5.430e-12,3.123e-13
302.56,5.363e-13,8.073e-13,5.431e-12,5.363e-13
302.59,1.130e-12,8.050e-13,5.433e-12,1.130e-12
302.61,1.779e-12,8.034e-13,5.435e-12,1.779e-12
302.64,3.291e-12,8.011e-13,5.437e-12,3.291e-12
302.66,4.746e-12,7.995e-13,5.438e-12,4.746e-12
302.69,7.702e-12,7.971e-13,5.440e-12,7.702e-12
302.71,1.018e-11,7.956e-13,5.441e-12,1.018e-11
302.74,1.449e-11,7.932e-13,5.443e-12,1.449e-11
302.76,1.756e-11,7.917e-13,5.444e-12,1.756e-11
302.79,2.194e-11,7.893e-13,5.446e-12,2.194e-11
302.81,2.436e-11,7.877e-13,5.448e-12,2.436e-11
302.83,2.612e-11,7.862e-13,5.449e-12,2.612e-11
302.86,2.716e-11,7.838e-13,5.451e-12,2.716e-11
302.88,2.669e-11,7.823e-13,5.452e-12,2.669e-11
302.91,2.436e-11,7.799e-13,5.454e-12,2.436e-11
302.93,2.194e-11,7.783e-13,5.455e-12,2.194e-11
302.96,1.756e-11,7.760e-13,5.457e-12,1.756e-11
302.98,1.449e-11,7.744e-13,5.459e-12,1.449e-11
303.01,1.018e-11,7.721e-13,5.460e-12,1.018e-11
303.03,7.702e-12,7.705e-13,5.462e-12,7.702e-12
303.06,4.746e-12,7.682e-13,5.464e-12,4.746e-12
303.08,3.291e-12,7.666e-13,5.465e-12,3.291e-12
303.11,1.779e-12,7.642e-13,5.467e-12,1.779e-12
303.13,1.130e-12,7.627e-13,5.468e-12,1.130e-12
303.16,5.363e-13,7.603e-13,5.470e-12,5.363e-13
303.18,3.123e-13,7.588e-13,5.471e-12,3.123e-13
303.21,1.300e-13,7.564e-13,5.473e-12,1.300e-13
303.23,6.937e-14,7.548e-13,5.475e-12,6.937e-14
303.25,3.575e-14,7.533e-13,5.476e-12,3.575e-14
303.28,1.239e-14,7.509e-13,5.478e-12,1.239e-14
303.3,5.852e-15,7.494e-13,5.479e-12,5.852e-15
303.33,1.779e-15,7.470e-13,5.481e-12,1.779e-15
303.35,7.702e-16,7.455e-13,5.482e-12,7.702e-16
303.38,2.055e-16,7.431e-13,5.484e-12,2.055e-16
303.4,8.151e-17,7.415e-13,5.486e-12,8.151e-17
303.43,1.908e-17,7.392e-13,5.487e-12,1.908e-17
303.45,6.937e-18,7.376e-13,5.489e-12,6.937e-18
303.48,1.424e-18,7.353e-13,5.491e-12,1.424e-18
303.5,4.747e-19,7.337e-13,5.492e-12,4.747e-19
303.53,8.552e-20,7.314e-13,5.494e-12,8.552e-20
303.55,2.612e-20,7.298e-13,5.495e-12,2.612e-20
303.58,4.128e-21,7.274e-13,5.497e-12,4.128e-21
303.6,1.155e-21,7.259e-13,5.498e-12,1.155e-21
303.62,3.123e-22,7.243e-13,5.500e-12,3.123e-22
303.65,4.110e-23,7.220e-13,5.502e-12,4.110e-23
303.67,1.018e-23,7.204e-13,5.503e-12,1.018e-23
303.7,1.176e-24,7.180e-13,5.505e-12,1.176e-24
303.72,2.669e-25,7.165e-13,5.506e-12,2.669e-25
303.75,2.704e-26,7.141e-13,5.508e-12,2.704e-26
303.77,5.627e-27,7.126e-13,5.509e-12,5.627e-27
311.01,2.193e-27,1.455e-13,5.975e-12,2.193e-27
311.03,1.046e-26,1.440e-13,5.977e-12,1.046e-26
311.06,1.023e-25,1.416e-13,5.979e-12,1.023e-25
311.08,4.494e-25,1.401e-13,5.980e-12,4.494e-25
311.11,3.888e-24,1.377e-13,5.982e-12,3.888e-24
311.13,1.572e-23,1.361e-13,5.983e-12,1.572e-23
311.15,6.154e-23,1.346e-13,5.984e-12,6.154e-23
311.18,4.481e-22,1.322e-13,5.986e-12,4.481e-22
311.2,1.615e-21,1.307e-13,5.988e-12,1.615e-21
311.23,1.039e-20,1.283e-13,5.990e-12,1.039e-20
311.25,3.452e-20,1.267e-13,5.991e-12,3.452e-20
311.28,1.964e-19,1.244e-13,5.993e-12,1.964e-19
311.3,6.006e-19,1.228e-13,5.994e-12,6.006e-19
311.33,3.020e-18,1.205e-13,5.996e-12,3.020e-18
311.35,8.509e-18,1.189e-13,5.997e-12,8.509e-18
311.38,3.783e-17,1.166e-13,5.999e-12,3.783e-17
311.4,9.816e-17,1.150e-13,6.000e-12,9.816e-17
311.43,3.858e-16,1.127e-13,6.002e-12,3.858e-16
311.45,9.220e-16,1.111e-13,6.004e-12,9.220e-16
311.48,3.203e-15,1.087e-13,6.006e-12,3.203e-15
311.5,7.051e-15,1.072e-13,6.007e-12,7.051e-15
311.52,1.502e-14,1.056e-13,6.008e-12,1.502e-14
311.55,4.391e-14,1.033e-13,6.010e-12,4.391e-14
311.57,8.616e-14,1.017e-13,6.011e-12,8.616e-14
311.6,2.227e-13,9.934e-14,6.013e-12,2.227e-13
311.62,4.024e-13,9.777e-14,6.015e-12,4.024e-13
311.65,9.193e-13,9.542e-14,6.017e-12,9.193e-13
311.67,1.530e-12,9.386e-14,6.018e-12,1.530e-12
311.7,3.090e-12,9.151e-14,6.020e-12,3.090e-12
311.72,4.739e-12,8.994e-14,6.021e-12,4.739e-12
311.75,8.459e-12,8.759e-14,6.023e-12,8.459e-12
311.77,1.195e-11,8.602e-14,6.024e-12,1.195e-11
311.8,1.885e-11,8.367e-14,6.026e-12,1.885e-11
311.82,2.453e-11,8.211e-14,6.027e-12,2.453e-11
311.85,3.421e-11,7.976e-14,6.029e-12,3.421e-11
311.87,4.100e-11,7.819e-14,6.031e-12,4.100e-11
311.9,5.056e-11,7.584e-14,6.033e-12,5.056e-11
311.92,5.580e-11,7.428e-14,6.034e-12,5.580e-11
311.94,5.959e-11,7.271e-14,6.035e-12,5.959e-11
311.97,6.184e-11,7.036e-14,6.037e-12,6.184e-11
311.99,6.083e-11,6.879e-14,6.038e-12,6.083e-11
312.02,5.580e-11,6.644e-14,6.040e-12,5.580e-11
312.04,5.056e-11,6.488e-14,6.042e-12,5.056e-11
312.07,4.100e-11,6.253e-14,6.044e-12,4.100e-11
312.09,3.421e-11,6.096e-14,6.045e-12,3.421e-11
312.12,2.453e-11,5.861e-14,6.047e-12,2.453e-11
312.14,1.885e-11,5.705e-14,6.048e-12,1.885e-11
312.17,1.195e-11,5.470e-14,6.050e-12,1.195e-11
312.19,8.459e-12,5.313e-14,6.051e-12,8.459e-12
312.22,4.739e-12,5.078e-14,6.053e-12,4.739e-12
312.24,3.090e-12,4.922e-14,6.055e-12,3.090e-12
312.27,1.530e-12,4.687e-14,6.056e-12,1.530e-12
312.29,9.193e-13,4.530e-14,6.058e-12,9.193e-13
312.31,5.344e-13,4.373e-14,6.059e-12,5.344e-13
312.34,2.227e-13,4.138e-14,6.061e-12,2.227e-13
312.36,1.192e-13,3.982e-14,6.062e-12,1.192e-13
312.39,4.391e-14,3.747e-14,6.064e-12,4.391e-14
312.41,2.166e-14,3.590e-14,6.065e-12,2.166e-14
312.44,7.051e-15,3.355e-14,6.067e-12,7.051e-15
312.46,3.203e-15,3.199e-14,6.069e-12,3.203e-15
312.49,9.220e-16,2.964e-14,6.071e-12,9.220e-16
312.51,3.858e-16,2.807e-14,6.072e-12,3.858e-16
312.54,9.816e-17,2.572e-14,6.074e-12,9.816e-17
312.56,3.783e-17,2.415e-14,6.075e-12,3.783e-17
312.59,8.509e-18,2.180e-14,6.077e-12,8.509e-18
312.61,3.020e-18,2.024e-14,6.078e-12,3.020e-18
312.64,1.789e-14,1.789e-14,6.080e-12,6.006e-19
312.66,8.391e-14,8.391e-14,6.082e-12,1.964e-19
312.69,8.020e-13,8.020e-13,6.083e-12,3.452e-20
312.71,3.468e-12,3.468e-12,6.085e-12,1.039e-20
312.73,1.452e-11,1.452e-11,6.086e-12,3.029e-21
312.76,1.169e-10,1.169e-10,6.088e-12,4.481e-22
312.78,4.513e-10,4.513e-10,6.089e-12,1.203e-22
312.81,3.218e-9,3.218e-9,6.091e-12,1.572e-23
312.83,1.145e-8,1.145e-8,6.093e-12,3.888e-24
312.86,7.226e-8,7.226e-8,6.094e-12,4.494e-25
312.88,2.370e-7,2.370e-7,6.096e-12,1.023e-25
312.91,1.324e-6,1.324e-6,6.098e-12,1.046e-26
312.93,4.002e-6,4.002e-6,6.099e-12,1.045e-26
312.96,1.979e-5,1.979e-5,6.101e-12,1.045e-26
312.98,5.516e-5,5.516e-5,6.102e-12,1.045e-26
313.01,2.415e-4,2.415e-4,6.104e-12,1.045e-26
313.03,6.203e-4,6.203e-4,6.105e-12,1.045e-26
313.06,2.403e-3,2.403e-3,6.107e-12,1.044e-26
313.08,5.693e-3,5.693e-3,6.109e-12,1.044e-26
313.1,1.305e-2,1.305e-2,6.110e-12,1.044e-26
313.13,4.263e-2,4.263e-2,6.112e-12,1.044e-26
313.15,9.009e-2,9.009e-2,6.113e-12,1.043e-26
313.18,2.604e-1,2.604e-1,6.115e-12,1.043e-26
313.2,5.075e-1,5.075e-1,6.116e-12,1.043e-26
313.23,1.299e+0,1.299e+0,6.118e-12,1.043e-26
313.25,2.332e+0,2.332e+0,6.120e-12,1.043e-26
313.28,5.283e+0,5.283e+0,6.121e-12,1.042e-26
313.3,8.748e+0,8.748e+0,6.123e-12,1.042e-26
313.33,1.754e+1,1.754e+1,6.125e-12,1.042e-26
313.35,2.677e+1,2.677e+1,6.126e-12,1.042e-26
313.38,4.750e+1,4.750e+1,6.128e-12,1.041e-26
313.4,6.685e+1,6.685e+1,6.129e-12,1.041e-26
313.43,1.050e+2,1.050e+2,6.131e-12,1.041e-26
313.45,1.362e+2,1.362e+2,6.132e-12,1.041e-26
313.48,1.894e+2,1.894e+2,6.134e-12,1.040e-26
313.5,2.265e+2,2.265e+2,6.136e-12,1.040e-26
313.52,2.622e+2,2.622e+2,6.137e-12,1.040e-26
313.55,3.072e+2,3.072e+2,6.139e-12,1.040e-26
313.57,3.279e+2,3.279e+2,6.140e-12,1.040e-26
313.6,3.402e+2,3.402e+2,6.142e-12,1.039e-26
313.62,3.348e+2,3.348e+2,6.143e-12,1.039e-26
313.65,3.076e+2,3.076e+2,6.145e-12,1.039e-26
313.67,2.795e+2,2.795e+2,6.147e-12,1.039e-26
313.7,2.286e+2,2.286e+2,6.149e-12,1.038e-26
313.72,1.933e+2,1.933e+2,6.150e-12,1.038e-26
313.75,1.453e+2,1.453e+2,6.152e-12,1.038e-26
313.77,1.205e+2,1.205e+2,6.153e-12,1.038e-26
313.8,9.890e+1,9.890e+1,6.155e-12,1.038e-26
313.82,9.757e+1,9.757e+1,6.156e-12,1.037e-26
313.85,1.188e+2,1.188e+2,6.158e-12,1.037e-26
313.87,1.503e+2,1.503e+2,6.159e-12,1.037e-26
313.89,1.966e+2,1.966e+2,6.161e-12,1.037e-26
313.92,2.938e+2,2.938e+2,6.163e-12,1.036e-26
313.94,3.753e+2,3.753e+2,6.164e-12,1.036e-26
313.97,5.150e+2,5.150e+2,6.166e-12,1.036e-26
313.99,6.127e+2,6.127e+2,6.167e-12,1.036e-26
314.02,7.502e+2,7.502e+2,6.169e-12,1.036e-26
314.04,8.254e+2,8.254e+2,6.170e-12,1.035e-26
314.07,8.979e+2,8.979e+2,6.172e-12,1.035e-26
314.09,9.129e+2,9.129e+2,6.174e-12,1.035e-26
314.12,8.821e+2,8.821e+2,6.176e-12,1.035e-26
314.14,8.287e+2,8.287e+2,6.177e-12,1.034e-26
314.17,7.113e+2,7.113e+2,6.179e-12,1.034e-26
314.19,6.176e+2,6.176e+2,6.180e-12,1.034e-26
314.22,4.710e+2,4.710e+2,6.182e-12,1.034e-26
314.24,3.780e+2,3.780e+2,6.183e-12,1.034e-26
314.27,2.562e+2,2.562e+2,6.185e-12,1.033e-26
314.29,1.901e+2,1.901e+2,6.186e-12,1.033e-26
314.31,1.366e+2,1.366e+2,6.188e-12,1.033e-26
314.34,7.853e+1,7.853e+1,6.190e-12,1.033e-26
314.36,5.219e+1,5.219e+1,6.191e-12,1.032e-26
314.39,2.666e+1,2.666e+1,6.193e-12,1.032e-26
314.41,1.638e+1,1.638e+1,6.194e-12,1.032e-26
314.44,7.442e+0,7.442e+0,6.196e-12,1.032e-26
314.46,4.228e+0,4.228e+0,6.197e-12,1.032e-26
314.49,1.709e+0,1.709e+0,6.199e-12,1.031e-26
314.51,9.019e-1,9.019e-1,6.201e-12,1.031e-26
314.54,3.420e-1,3.420e-1,6.203e-12,1.031e-26
314.56,2.032e-1,2.032e-1,6.204e-12,1.031e-26
314.59,2.056e-1,2.056e-1,6.206e-12,1.030e-26
314.61,3.550e-1,3.550e-1,6.207e-12,1.030e-26
314.64,9.839e-1,9.839e-1,6.209e-12,1.030e-26
314.66,1.929e+0,1.929e+0,6.210e-12,1.030e-26
314.68,3.679e+0,3.679e+0,6.212e-12,1.030e-26
314.71,9.133e+0,9.133e+0,6.214e-12,1.029e-26
314.73,1.609e+1,1.609e+1,6.215e-12,1.029e-26
314.76,3.544e+1,3.544e+1,6.217e-12,1.029e-26
314.78,5.763e+1,5.763e+1,6.218e-12,1.029e-26
314.81,1.126e+2,1.126e+2,6.220e-12,1.028e-26
314.83,1.691e+2,1.691e+2,6.221e-12,1.028e-26
314.86,2.930e+2,2.930e+2,6.223e-12,1.028e-26
314.88,4.063e+2,4.063e+2,6.224e-12,1.028e-26
314.91,6.251e+2,6.251e+2,6.226e-12,1.027e-26
314.93,8.006e+2,8.006e+2,2.949e-11,1.027e-26
314.96,1.094e+3,1.094e+3,2.863e-10,1.027e-26
314.98,1.294e+3,1.294e+3,1.252e-9,1.027e-26
315.01,1.570e+3,1.570e+3,1.077e-8,1.027e-26
315.03,1.717e+3,1.717e+3,4.347e-8,1.026e-26
315.06,1.851e+3,1.851e+3,3.318e-7,1.026e-26
315.08,1.872e+3,1.872e+3,1.236e-6,1.026e-26
315.1,1.835e+3,1.835e+3,4.456e-6,1.026e-26
315.13,1.679e+3,1.679e+3,2.874e-5,1.025e-26
315.15,1.522e+3,1.522e+3,9.567e-5,1.025e-26
315.18,1.240e+3,1.240e+3,5.471e-4,1.025e-26
