Wavelength (nm),Sum(calc),Ca I (3.8e-2),Ca II (9.5e-1),Ca III (1.3e-2)
524.03,6.996e-19,2.681e-13,4.124e-14,6.996e-19
524.05,1.039e-18,2.654e-13,4.120e-14,1.039e-18
524.08,1.862e-18,2.613e-13,4.113e-14,1.862e-18
524.1,2.713e-18,2.586e-13,4.108e-14,2.713e-18
524.13,4.675e-18,2.545e-13,4.101e-14,4.675e-18
524.15,6.625e-18,2.518e-13,4.096e-14,6.625e-18
524.18,1.094e-17,2.477e-13,4.089e-14,1.094e-17
524.2,1.505e-17,2.450e-13,4.085e-14,1.505e-17
524.23,2.379e-17,2.409e-13,4.078e-14,2.379e-17
524.25,3.181e-17,2.382e-13,4.073e-14,3.181e-17
524.28,4.812e-17,2.341e-13,4.066e-14,4.812e-17
524.3,6.250e-17,2.313e-13,4.061e-14,6.250e-17
524.33,9.053e-17,2.273e-13,4.054e-14,9.053e-17
524.35,1.142e-16,2.245e-13,4.050e-14,1.142e-16
524.38,1.584e-16,2.205e-13,4.043e-14,1.584e-16
524.4,1.941e-16,2.177e-13,4.038e-14,1.941e-16
524.43,2.576e-16,2.137e-13,4.031e-14,2.576e-16
524.45,3.067e-16,2.109e-13,4.026e-14,3.067e-16
524.47,3.609e-16,2.082e-13,4.022e-14,3.609e-16
524.5,4.507e-16,2.041e-13,4.015e-14,4.507e-16
524.52,5.152e-16,2.014e-13,4.010e-14,5.152e-16
524.55,6.160e-16,1.973e-13,4.003e-14,6.160e-16
524.57,1.953e-13,1.946e-13,3.998e-14,6.839e-16
524.6,7.697e-13,7.690e-13,3.991e-14,7.828e-16
524.62,2.157e-12,2.156e-12,3.987e-14,8.442e-16
524.65,8.201e-12,8.200e-12,3.980e-14,9.252e-16
524.67,1.970e-11,1.970e-11,3.975e-14,9.692e-16
524.7,7.177e-11,7.177e-11,3.968e-14,1.017e-15
524.72,1.675e-10,1.675e-10,3.963e-14,1.035e-15
524.75,5.847e-10,5.847e-10,3.956e-14,1.039e-15
524.77,1.326e-9,1.326e-9,3.952e-14,1.027e-15
524.8,4.434e-9,4.434e-9,3.945e-14,9.877e-16
524.82,9.775e-9,9.775e-9,3.940e-14,9.483e-16
524.84,2.130e-8,2.130e-8,3.935e-14,9.000e-16
524.87,6.707e-8,6.707e-8,3.928e-14,8.141e-16
524.89,1.420e-7,1.420e-7,3.924e-14,7.505e-16
524.92,4.284e-7,4.284e-7,3.917e-14,6.500e-16
524.94,8.816e-7,8.816e-7,3.912e-14,5.820e-16
524.97,2.548e-6,2.548e-6,3.905e-14,4.826e-16
524.99,5.095e-6,5.095e-6,3.900e-14,4.198e-16
525.02,1.411e-5,1.411e-5,3.894e-14,3.332e-16
525.04,2.742e-5,2.742e-5,3.889e-14,2.815e-16
525.07,7.272e-5,7.272e-5,3.882e-14,2.139e-16
525.09,1.374e-4,1.374e-4,3.877e-14,1.756e-16
525.12,3.490e-4,3.490e-4,3.870e-14,1.277e-16
525.14,6.408e-4,6.408e-4,3.866e-14,1.018e-16
525.17,1.560e-3,1.560e-3,3.859e-14,7.092e-17
525.19,2.784e-3,2.784e-3,3.854e-14,5.492e-17
525.22,6.493e-3,6.493e-3,3.847e-14,3.662e-17
525.24,1.126e-2,1.126e-2,3.842e-14,2.755e-17
525.26,1.930e-2,1.930e-2,3.838e-14,2.048e-17
525.29,4.242e-2,4.242e-2,3.831e-14,1.285e-17
525.31,7.068e-2,7.068e-2,3.826e-14,9.279e-18
525.34,1.488e-1,1.488e-1,3.819e-14,5.573e-18
525.36,2.410e-1,2.410e-1,3.814e-14,3.910e-18
525.39,4.863e-1,4.863e-1,3.807e-14,2.248e-18
525.41,7.655e-1,7.655e-1,3.803e-14,1.532e-18
525.44,1.480e+0,1.480e+0,3.796e-14,8.432e-19
525.46,2.265e+0,2.265e+0,3.791e-14,5.581e-19
525.49,4.196e+0,4.196e+0,3.784e-14,2.941e-19
525.51,6.241e+0,6.241e+0,3.779e-14,1.891e-19
525.54,1.108e+1,1.108e+1,3.772e-14,9.540e-20
525.56,1.602e+1,1.602e+1,3.768e-14,5.959e-20
525.59,2.727e+1,2.727e+1,3.761e-14,2.878e-20
525.61,3.834e+1,3.834e+1,3.756e-14,1.746e-20
525.63,5.328e+1,5.328e+1,3.751e-14,1.047e-20
525.66,8.548e+1,8.548e+1,3.744e-14,4.758e-21
525.68,1.155e+2,1.155e+2,3.740e-14,2.771e-21
525.71,1.777e+2,1.777e+2,3.733e-14,1.206e-21
525.73,2.335e+2,2.335e+2,3.728e-14,6.821e-22
525.76,3.445e+2,3.445e+2,3.721e-14,2.841e-22
525.78,4.404e+2,4.404e+2,3.716e-14,1.561e-22
525.81,6.234e+2,6.234e+2,3.709e-14,6.225e-23
525.83,7.752e+2,7.752e+2,3.705e-14,3.324e-23
525.86,1.053e+3,1.053e+3,3.698e-14,1.269e-23
525.88,1.275e+3,1.275e+3,3.693e-14,6.599e-24
525.91,1.665e+3,1.665e+3,3.686e-14,2.466e-24
525.93,1.963e+3,1.963e+3,3.681e-14,1.341e-24
525.96,2.465e+3,2.465e+3,3.675e-14,8.081e-25
525.98,2.833e+3,2.833e+3,3.670e-14,9.877e-25
526.01,3.427e+3,3.427e+3,3.663e-14,2.279e-24
526.03,3.846e+3,3.846e+3,3.658e-14,4.390e-24
526.05,4.275e+3,4.275e+3,3.654e-14,8.512e-24
526.08,4.930e+3,4.930e+3,3.647e-14,2.265e-23
526.1,5.365e+3,5.365e+3,3.642e-14,4.290e-23
526.13,6.003e+3,6.003e+3,3.635e-14,1.095e-22
526.15,6.412e+3,6.412e+3,3.630e-14,2.015e-22
526.18,6.993e+3,6.993e+3,3.623e-14,4.925e-22
526.2,7.355e+3,7.355e+3,3.619e-14,8.809e-22
526.23,7.857e+3,7.857e+3,3.612e-14,2.062e-21
526.25,8.164e+3,8.164e+3,3.607e-14,3.584e-21
526.28,8.586e+3,8.586e+3,3.600e-14,8.035e-21
526.3,8.840e+3,8.840e+3,3.595e-14,1.357e-20
526.33,9.184e+3,9.184e+3,3.588e-14,2.913e-20
526.35,9.387e+3,9.387e+3,3.584e-14,4.780e-20
526.38,9.648e+3,9.648e+3,3.577e-14,9.829e-20
526.4,9.790e+3,9.790e+3,3.572e-14,1.567e-19
526.42,9.902e+3,9.902e+3,3.567e-14,2.469e-19
526.45,1.001e+4,1.001e+4,3.560e-14,4.780e-19
526.47,1.003e+4,1.003e+4,3.556e-14,7.319e-19
526.5,9.989e+3,9.989e+3,3.549e-14,1.357e-18
526.52,9.911e+3,9.911e+3,3.544e-14,2.019e-18
526.55,9.724e+3,9.724e+3,3.537e-14,3.585e-18
526.57,9.558e+3,9.558e+3,3.532e-14,5.182e-18
526.6,9.270e+3,9.270e+3,3.525e-14,8.813e-18
526.62,9.067e+3,9.067e+3,3.521e-14,1.238e-17
526.65,8.777e+3,8.777e+3,3.514e-14,2.016e-17
526.67,8.615e+3,8.615e+3,3.509e-14,2.751e-17
526.7,8.453e+3,8.453e+3,3.502e-14,4.292e-17
526.72,8.417e+3,8.417e+3,3.497e-14,5.690e-17
526.75,8.495e+3,8.495e+3,3.490e-14,8.502e-17
526.77,8.643e+3,8.643e+3,3.486e-14,1.095e-16
526.8,9.012e+3,9.012e+3,3.479e-14,1.567e-16
526.82,9.346e+3,9.346e+3,3.474e-14,1.962e-16
526.84,9.741e+3,9.741e+3,3.469e-14,2.428e-16
526.87,1.041e+4,1.041e+4,3.462e-14,3.270e-16
526.89,1.088e+4,1.088e+4,3.458e-14,3.931e-16
526.92,1.156e+4,1.156e+4,3.451e-14,5.072e-16
526.94,1.197e+4,1.197e+4,3.446e-14,5.925e-16
526.97,1.246e+4,1.246e+4,3.439e-14,7.321e-16
526.99,1.267e+4,1.267e+4,3.435e-14,8.309e-16
527.02,1.278e+4,1.278e+4,3.428e-14,9.833e-16
527.04,1.270e+4,1.270e+4,3.423e-14,1.084e-15
527.07,1.235e+4,1.235e+4,3.416e-14,1.229e-15
527.09,1.196e+4,1.196e+4,3.411e-14,1.317e-15
527.12,1.118e+4,1.118e+4,3.404e-14,1.430e-15
527.14,1.053e+4,1.053e+4,3.400e-14,1.488e-15
527.17,9.439e+3,9.439e+3,3.393e-14,1.547e-15
527.19,8.651e+3,8.651e+3,3.388e-14,1.565e-15
527.21,7.839e+3,7.839e+3,3.383e-14,1.565e-15
527.24,6.620e+3,6.620e+3,3.376e-14,1.532e-15
527.26,5.830e+3,5.830e+3,3.372e-14,1.488e-15
527.29,4.716e+3,4.716e+3,3.365e-14,1.395e-15
527.31,4.036e+3,4.036e+3,3.360e-14,1.317e-15
527.34,3.127e+3,3.127e+3,3.353e-14,1.182e-15
527.36,2.601e+3,2.601e+3,3.348e-14,1.084e-15
527.39,1.930e+3,1.930e+3,3.341e-14,9.323e-16
527.41,1.560e+3,1.560e+3,3.337e-14,8.309e-16
527.44,1.109e+3,1.109e+3,3.330e-14,6.842e-16
527.46,8.703e+2,8.703e+2,3.325e-14,5.925e-16
527.49,5.925e+2,5.925e+2,3.318e-14,4.672e-16
527.51,4.520e+2,4.520e+2,3.313e-14,3.931e-16
527.54,2.947e+2,2.947e+2,3.306e-14,2.969e-16
527.56,2.184e+2,2.184e+2,3.302e-14,2.428e-16
527.59,1.364e+2,1.364e+2,3.295e-14,1.756e-16
527.61,9.821e+1,9.821e+1,3.290e-14,1.395e-16
527.63,6.991e+1,6.991e+1,3.285e-14,1.095e-16
527.66,4.109e+1,4.109e+1,3.278e-14,7.458e-17
527.68,2.842e+1,2.842e+1,3.274e-14,5.690e-17
527.71,1.600e+1,1.600e+1,3.267e-14,3.711e-17
527.73,1.075e+1,1.075e+1,3.262e-14,2.751e-17
527.76,5.797e+0,5.797e+0,3.255e-14,1.718e-17
527.78,3.785e+0,3.785e+0,3.250e-14,1.238e-17
527.81,1.954e+0,1.954e+0,3.243e-14,7.404e-18
527.83,1.240e+0,1.240e+0,3.239e-14,5.182e-18
527.86,6.131e-1,6.131e-1,3.232e-14,2.969e-18
527.88,3.779e-1,3.779e-1,3.227e-14,2.019e-18
527.91,1.790e-1,1.790e-1,3.220e-14,1.108e-18
527.93,1.072e-1,1.072e-1,3.216e-14,7.319e-19
527.96,4.861e-2,4.861e-2,3.209e-14,3.846e-19
527.98,2.829e-2,2.829e-2,3.204e-14,2.469e-19
528,1.627e-2,1.627e-2,3.199e-14,1.567e-19
528.03,6.947e-3,6.947e-3,3.192e-14,7.752e-20
528.05,3.883e-3,3.883e-3,3.188e-14,4.780e-20
528.08,1.588e-3,1.588e-3,3.181e-14,2.265e-20
528.1,8.621e-4,8.621e-4,3.176e-14,1.357e-20
528.13,3.376e-4,3.376e-4,3.169e-14,6.157e-21
528.15,1.781e-4,1.781e-4,3.164e-14,3.584e-21
528.18,6.680e-5,6.680e-5,3.157e-14,1.558e-21
528.2,3.424e-5,3.424e-5,3.153e-14,8.809e-22
528.23,1.230e-5,1.230e-5,3.146e-14,3.667e-22
528.25,6.126e-6,6.126e-6,3.141e-14,2.015e-22
528.28,2.107e-6,2.107e-6,3.134e-14,8.034e-23
528.3,1.020e-6,1.020e-6,3.129e-14,4.289e-23
528.33,3.360e-7,3.360e-7,3.122e-14,1.638e-23
528.35,1.580e-7,1.580e-7,3.118e-14,8.497e-24
528.38,4.985e-8,4.985e-8,3.111e-14,3.107e-24
528.4,2.277e-8,2.277e-8,3.106e-14,1.567e-24
528.42,1.028e-8,1.028e-8,3.101e-14,7.811e-25
528.45,3.054e-9,3.054e-9,3.094e-14,2.707e-25
528.47,1.340e-9,1.340e-9,3.090e-14,1.344e-25
528.5,3.812e-10,3.812e-10,3.083e-14,5.570e-26
528.52,1.625e-10,1.625e-10,3.078e-14,4.617e-26
528.55,4.427e-11,4.427e-11,3.071e-14,7.985e-26
528.57,1.834e-11,1.834e-11,3.066e-14,1.477e-25
528.6,4.785e-12,4.785e-12,3.059e-14,3.931e-25
528.62,7.516e-25,4.780e-12,3.055e-14,7.516e-25
528.65,1.950e-24,4.774e-12,3.048e-14,1.950e-24
528.67,3.629e-24,4.769e-12,3.043e-14,3.629e-24
528.7,9.023e-24,4.763e-12,3.036e-14,9.023e-24
528.72,1.632e-23,4.758e-12,3.031e-14,1.632e-23
528.75,3.889e-23,4.752e-12,3.024e-14,3.889e-23
528.77,6.838e-23,4.748e-12,3.020e-14,6.838e-23
528.79,1.189e-22,4.743e-12,3.015e-14,1.189e-22
528.82,2.668e-22,4.737e-12,3.008e-14,2.668e-22
528.84,4.507e-22,4.732e-12,3.004e-14,4.507e-22
528.87,9.690e-22,4.726e-12,2.997e-14,9.690e-22
528.89,1.591e-21,4.721e-12,2.992e-14,1.591e-21
528.92,3.278e-21,4.715e-12,2.985e-14,3.278e-21
528.94,5.232e-21,4.710e-12,2.980e-14,5.232e-21
528.97,1.033e-20,4.704e-12,2.973e-14,1.033e-20
528.99,1.602e-20,4.699e-12,2.969e-14,1.602e-20
529.02,3.030e-20,4.693e-12,2.962e-14,3.030e-20
529.04,4.568e-20,4.688e-12,2.957e-14,4.568e-20
529.07,8.278e-20,4.682e-12,2.950e-14,8.278e-20
529.09,1.213e-19,4.677e-12,2.945e-14,1.213e-19
529.12,2.938e-14,4.671e-12,2.938e-14,2.107e-19
529.14,7.250e-14,4.666e-12,7.250e-14,3.001e-19
529.17,2.751e-13,4.660e-12,2.751e-13,4.994e-19
529.19,6.598e-13,4.655e-12,6.598e-13,6.915e-19
529.21,1.565e-12,4.651e-12,1.565e-12,9.468e-19
529.24,5.592e-12,4.644e-12,5.592e-12,1.485e-18
529.26,1.289e-11,4.640e-12,1.289e-11,1.977e-18
529.29,4.415e-11,4.633e-12,4.415e-11,2.974e-18
529.31,9.892e-11,4.629e-12,9.892e-11,3.850e-18
529.34,3.247e-10,4.622e-12,3.247e-10,5.557e-18
529.36,7.071e-10,4.618e-12,7.071e-10,7.002e-18
529.39,2.224e-9,4.611e-12,2.224e-9,9.707e-18
529.41,4.708e-9,4.607e-12,4.708e-9,1.191e-17
529.44,1.419e-8,4.600e-12,1.419e-8,1.589e-17
529.46,2.920e-8,4.596e-12,2.920e-8,1.902e-17
529.49,8.435e-8,4.590e-12,8.435e-8,2.447e-17
529.51,1.687e-7,4.585e-12,1.687e-7,2.863e-17
529.54,4.669e-7,4.579e-12,4.669e-7,3.568e-17
529.56,9.076e-7,4.574e-12,9.076e-7,4.096e-17
529.58,1.744e-6,4.570e-12,1.744e-6,4.670e-17
529.61,4.549e-6,4.563e-12,4.549e-6,5.630e-17
529.63,8.498e-6,4.559e-12,8.498e-6,6.342e-17
529.66,2.124e-5,4.552e-12,2.124e-5,7.540e-17
529.68,3.856e-5,4.548e-12,3.856e-5,8.441e-17
529.71,9.235e-5,4.541e-12,9.235e-5,9.981e-17
529.73,1.630e-4,4.537e-12,1.630e-4,1.116e-16
529.76,3.741e-4,4.530e-12,3.741e-4,1.320e-16
529.78,6.416e-4,4.526e-12,6.416e-4,1.476e-16
529.81,1.411e-3,4.519e-12,1.411e-3,1.746e-16
529.83,2.353e-3,4.515e-12,2.353e-3,1.950e-16
529.86,4.959e-3,4.508e-12,4.959e-3,2.293e-16
529.88,8.037e-3,4.504e-12,8.037e-3,2.544e-16
529.91,1.623e-2,4.497e-12,1.623e-2,2.949e-16
529.93,2.557e-2,4.493e-12,2.557e-2,3.231e-16
529.96,4.949e-2,4.486e-12,4.949e-2,3.661e-16
529.98,7.578e-2,4.482e-12,7.578e-2,3.942e-16
530,1.147e-1,4.478e-12,1.147e-1,4.209e-16
530.03,2.092e-1,4.471e-12,2.092e-1,4.568e-16
530.05,3.078e-1,4.467e-12,3.078e-1,4.768e-16
530.08,5.379e-1,4.460e-12,5.379e-1,4.991e-16
530.1,7.693e-1,4.456e-12,7.693e-1,5.080e-16
530.13,1.288e+0,4.449e-12,1.288e+0,5.116e-16
530.15,1.791e+0,4.445e-12,1.791e+0,5.072e-16
530.18,2.874e+0,4.438e-12,2.874e+0,4.906e-16
530.2,3.883e+0,4.434e-12,3.883e+0,4.734e-16
530.23,5.972e+0,4.427e-12,5.972e+0,4.393e-16
530.25,7.843e+0,4.423e-12,7.843e+0,4.123e-16
530.28,1.156e+1,4.416e-12,1.156e+1,3.669e-16
530.3,1.476e+1,4.412e-12,1.476e+1,3.348e-16
530.33,2.084e+1,4.405e-12,2.084e+1,2.857e-16
530.35,2.586e+1,4.401e-12,2.586e+1,2.534e-16
530.37,3.172e+1,4.396e-12,3.172e+1,2.222e-16
530.4,4.220e+1,4.390e-12,4.220e+1,1.787e-16
530.42,5.033e+1,4.385e-12,5.033e+1,1.523e-16
530.45,6.416e+1,4.379e-12,6.416e+1,1.174e-16
530.47,7.438e+1,4.374e-12,7.438e+1,9.727e-17
530.5,9.086e+1,4.368e-12,9.086e+1,7.183e-17
530.52,1.024e+2,4.364e-12,1.024e+2,5.785e-17
530.55,1.199e+2,4.357e-12,1.199e+2,4.093e-17
530.57,1.313e+2,4.353e-12,1.313e+2,3.204e-17
530.6,1.473e+2,4.346e-12,1.473e+2,2.173e-17
530.62,1.568e+2,4.342e-12,1.568e+2,1.653e-17
530.65,1.685e+2,4.335e-12,1.685e+2,1.074e-17
530.67,1.744e+2,4.331e-12,1.744e+2,7.942e-18
530.7,1.797e+2,4.324e-12,1.797e+2,4.944e-18
530.72,1.807e+2,4.320e-12,1.807e+2,3.554e-18
530.75,1.784e+2,4.313e-12,1.784e+2,2.120e-18
530.77,1.744e+2,4.309e-12,1.744e+2,1.481e-18
530.79,1.685e+2,4.304e-12,1.685e+2,1.023e-18
530.82,1.568e+2,4.298e-12,1.568e+2,5.748e-19
530.84,1.473e+2,4.293e-12,1.473e+2,3.858e-19
530.87,1.313e+2,4.287e-12,1.313e+2,2.077e-19
530.89,1.199e+2,4.282e-12,1.199e+2,1.355e-19
530.92,1.024e+2,4.276e-12,1.024e+2,6.993e-20
530.94,9.086e+1,4.271e-12,9.086e+1,4.435e-20
530.97,7.438e+1,4.265e-12,7.438e+1,2.193e-20
530.99,6.416e+1,4.260e-12,6.416e+1,1.352e-20
531.02,5.033e+1,4.254e-12,5.033e+1,6.423e-21
531.04,4.220e+1,4.249e-12,4.220e+1,3.877e-21
531.07,3.172e+1,4.243e-12,3.172e+1,1.845e-21
531.09,2.586e+1,4.238e-12,2.586e+1,1.203e-21
531.12,1.863e+1,4.232e-12,1.863e+1,8.940e-22
531.14,1.476e+1,4.227e-12,1.476e+1,1.047e-21
531.16,1.156e+1,4.223e-12,1.156e+1,1.527e-21
531.19,7.843e+0,4.216e-12,7.843e+0,3.175e-21
531.21,5.972e+0,4.212e-12,5.972e+0,5.304e-21
531.24,3.883e+0,4.206e-12,3.883e+0,1.137e-20
531.26,2.874e+0,4.201e-12,2.874e+0,1.868e-20
531.29,1.791e+0,4.195e-12,1.791e+0,3.854e-20
531.31,1.288e+0,4.190e-12,1.288e+0,6.160e-20
531.34,7.693e-1,4.184e-12,7.693e-1,1.219e-19
531.36,5.379e-1,4.179e-12,5.379e-1,1.894e-19
531.39,3.078e-1,4.173e-12,3.078e-1,3.591e-19
531.41,2.092e-1,4.168e-12,2.092e-1,5.424e-19
531.44,1.147e-1,4.162e-12,1.147e-1,9.859e-19
531.46,7.578e-2,4.157e-12,7.578e-2,1.448e-18
531.49,3.983e-2,4.151e-12,3.983e-2,2.522e-18
531.51,2.557e-2,4.146e-12,2.557e-2,3.601e-18
531.54,1.288e-2,4.140e-12,1.288e-2,6.013e-18
531.56,8.037e-3,4.135e-12,8.037e-3,8.345e-18
531.58,4.959e-3,4.131e-12,4.959e-3,1.145e-17
531.61,2.353e-3,4.124e-12,2.353e-3,1.802e-17
531.63,1.411e-3,4.120e-12,1.411e-3,2.404e-17
531.66,6.416e-4,4.113e-12,6.416e-4,3.626e-17
531.68,3.741e-4,4.109e-12,3.741e-4,4.703e-17
531.71,1.630e-4,4.102e-12,1.630e-4,6.800e-17
531.73,9.235e-5,4.098e-12,9.235e-5,8.572e-17
531.76,3.856e-5,4.091e-12,3.856e-5,1.188e-16
531.78,2.124e-5,4.087e-12,2.124e-5,1.456e-16
531.81,8.498e-6,4.080e-12,8.498e-6,1.934e-16
531.83,4.549e-6,4.076e-12,4.549e-6,2.304e-16
531.86,1.744e-6,4.069e-12,1.744e-6,2.934e-16
531.88,9.076e-7,4.065e-12,9.076e-7,3.398e-16
531.91,3.335e-7,4.059e-12,3.335e-7,4.147e-16
531.93,1.687e-7,4.054e-12,1.687e-7,4.670e-16
531.95,8.435e-8,4.050e-12,8.435e-8,5.199e-16
531.98,2.920e-8,4.043e-12,2.920e-8,5.980e-16
532,1.419e-8,4.039e-12,1.419e-8,6.472e-16
532.03,4.708e-9,4.032e-12,4.708e-9,7.135e-16
532.05,2.224e-9,4.028e-12,2.224e-9,7.508e-16
532.08,7.071e-10,4.021e-12,7.071e-10,7.934e-16
532.1,3.247e-10,4.017e-12,3.247e-10,8.116e-16
532.13,9.892e-11,4.010e-12,9.892e-11,8.223e-16
532.15,4.416e-11,4.006e-12,4.415e-11,8.179e-16
532.18,1.289e-11,3.999e-12,1.289e-11,7.947e-16
532.2,5.593e-12,3.995e-12,5.592e-12,7.689e-16
532.23,1.565e-12,3.988e-12,1.565e-12,7.170e-16
532.25,6.604e-13,3.984e-12,6.598e-13,6.754e-16
532.28,1.775e-13,3.977e-12,1.769e-13,6.058e-16
532.3,7.306e-14,3.973e-12,7.250e-14,5.568e-16
532.32,2.989e-14,3.969e-12,2.938e-14,5.075e-16
532.35,4.357e-16,3.962e-12,2.940e-14,4.357e-16
532.37,3.912e-16,3.958e-12,2.941e-14,3.912e-16
532.4,3.321e-16,3.951e-12,2.943e-14,3.321e-16
532.42,2.990e-16,3.947e-12,2.944e-14,2.990e-16
532.45,2.601e-16,3.940e-12,2.946e-14,2.601e-16
532.47,2.417e-16,3.936e-12,2.947e-14,2.417e-16
532.5,2.257e-16,3.929e-12,2.949e-14,2.257e-16
532.52,2.224e-16,3.925e-12,2.951e-14,2.224e-16
532.55,2.277e-16,3.918e-12,2.952e-14,2.277e-16
532.57,2.372e-16,3.914e-12,2.954e-14,2.372e-16
532.6,2.586e-16,3.907e-12,2.955e-14,2.586e-16
532.62,2.765e-16,3.903e-12,2.957e-14,2.765e-16
532.65,3.066e-16,3.896e-12,2.958e-14,3.066e-16
532.67,3.274e-16,3.892e-12,2.960e-14,3.274e-16
532.7,3.575e-16,3.885e-12,2.962e-14,3.575e-16
532.72,3.754e-16,3.881e-12,2.963e-14,3.754e-16
532.74,3.908e-16,3.876e-12,2.964e-14,3.908e-16
532.77,4.075e-16,3.870e-12,2.966e-14,4.075e-16
532.79,4.138e-16,3.865e-12,2.967e-14,4.138e-16
532.82,4.151e-16,3.859e-12,2.969e-14,4.151e-16
532.84,4.104e-16,3.854e-12,2.970e-14,4.104e-16
532.87,3.955e-16,3.848e-12,2.972e-14,3.955e-16
532.89,3.807e-16,3.843e-12,2.973e-14,3.807e-16
532.92,3.524e-16,3.837e-12,2.975e-14,3.524e-16
532.94,3.305e-16,3.832e-12,2.976e-14,3.305e-16
532.97,2.946e-16,3.826e-12,2.978e-14,2.946e-16
532.99,2.697e-16,3.822e-12,2.979e-14,2.697e-16
533.02,2.325e-16,3.815e-12,2.981e-14,2.325e-16
533.04,2.087e-16,3.811e-12,2.982e-14,2.087e-16
533.07,1.757e-16,3.804e-12,2.984e-14,1.757e-16
533.09,1.560e-16,3.800e-12,2.985e-14,1.560e-16
533.11,1.384e-16,3.795e-12,2.987e-14,1.384e-16
533.14,1.162e-16,3.789e-12,2.988e-14,1.162e-16
533.16,1.042e-16,3.784e-12,2.990e-14,1.042e-16
533.19,9.010e-17,3.778e-12,2.992e-14,9.010e-17
533.21,8.303e-17,3.773e-12,2.993e-14,8.303e-17
533.24,7.534e-17,3.767e-12,2.995e-14,7.534e-17
533.26,7.174e-17,3.762e-12,2.996e-14,7.174e-17
533.29,6.798e-17,3.756e-12,2.998e-14,6.798e-17
533.31,6.618e-17,3.751e-12,2.999e-14,6.618e-17
533.34,6.395e-17,3.745e-12,3.001e-14,6.395e-17
533.36,6.251e-17,3.740e-12,3.002e-14,6.251e-17
533.39,6.006e-17,3.734e-12,3.004e-14,6.006e-17
533.41,5.809e-17,3.729e-12,3.005e-14,5.809e-17
533.44,5.453e-17,3.723e-12,3.007e-14,5.453e-17
533.46,5.173e-17,3.718e-12,3.008e-14,5.173e-17
533.49,4.697e-17,3.712e-12,3.010e-14,4.697e-17
533.51,4.351e-17,3.707e-12,3.011e-14,4.351e-17
533.53,3.988e-17,3.703e-12,3.012e-14,3.988e-17
533.56,3.432e-17,3.696e-12,3.014e-14,3.432e-17
533.58,3.063e-17,3.692e-12,3.015e-14,3.063e-17
533.61,2.530e-17,3.685e-12,3.017e-14,2.530e-17
533.63,2.197e-17,3.681e-12,3.019e-14,2.197e-17
533.66,1.741e-17,3.675e-12,3.020e-14,1.741e-17
533.68,1.471e-17,3.670e-12,3.022e-14,1.471e-17
533.71,1.118e-17,3.664e-12,3.023e-14,1.118e-17
533.73,9.179e-18,3.659e-12,3.025e-14,9.179e-18
533.76,6.689e-18,3.653e-12,3.026e-14,6.689e-18
533.78,5.341e-18,3.648e-12,3.028e-14,5.341e-18
533.81,3.731e-18,3.642e-12,3.030e-14,3.731e-18
533.83,2.897e-18,3.637e-12,3.031e-14,2.897e-18
533.86,1.940e-18,3.631e-12,3.033e-14,1.940e-18
533.88,1.465e-18,3.626e-12,3.034e-14,1.465e-18
533.9,1.093e-18,3.622e-12,3.035e-14,1.093e-18
533.93,6.903e-19,3.615e-12,3.037e-14,6.903e-19
533.95,5.010e-19,3.611e-12,3.038e-14,5.010e-19
533.98,3.033e-19,3.604e-12,3.040e-14,3.033e-19
534,2.140e-19,3.600e-12,3.041e-14,2.140e-19
534.03,1.242e-19,3.593e-12,3.043e-14,1.242e-19
534.05,8.524e-20,3.589e-12,3.044e-14,8.524e-20
534.08,4.751e-20,3.582e-12,3.046e-14,4.751e-20
534.1,3.182e-20,3.578e-12,3.047e-14,3.182e-20
534.13,1.731e-20,3.571e-12,3.049e-14,1.731e-20
534.15,1.169e-20,3.567e-12,3.050e-14,1.169e-20
534.18,7.196e-21,3.560e-12,3.052e-14,7.196e-21
534.2,6.149e-21,3.556e-12,3.053e-14,6.149e-21
534.23,7.100e-21,3.549e-12,3.055e-14,7.100e-21
534.25,9.601e-21,3.545e-12,3.056e-14,9.601e-21
534.28,1.727e-20,3.538e-12,3.058e-14,1.727e-20
534.3,2.623e-20,3.534e-12,3.060e-14,2.623e-20
534.32,3.984e-20,3.530e-12,3.061e-14,3.984e-20
534.35,7.352e-20,3.523e-12,3.063e-14,7.352e-20
534.37,1.093e-19,3.519e-12,3.064e-14,1.093e-19
534.4,1.940e-19,3.512e-12,3.066e-14,1.940e-19
534.42,2.805e-19,3.508e-12,3.067e-14,2.805e-19
534.45,4.777e-19,3.501e-12,3.069e-14,4.777e-19
534.47,6.717e-19,3.497e-12,3.070e-14,6.717e-19
534.5,1.097e-18,3.490e-12,3.072e-14,1.097e-18
534.52,1.500e-18,3.486e-12,3.073e-14,1.500e-18
534.55,2.350e-18,3.479e-12,3.075e-14,2.350e-18
534.57,3.125e-18,3.475e-12,3.076e-14,3.125e-18
534.6,4.694e-18,3.468e-12,3.078e-14,4.694e-18
534.62,6.072e-18,3.464e-12,3.079e-14,6.072e-18
534.65,8.748e-18,3.457e-12,3.081e-14,8.748e-18
534.67,1.100e-17,3.453e-12,3.082e-14,1.100e-17
534.69,1.369e-17,3.448e-12,3.083e-14,1.369e-17
534.72,1.861e-17,3.442e-12,3.085e-14,1.861e-17
534.74,2.253e-17,3.438e-12,3.086e-14,2.253e-17
534.77,2.938e-17,3.431e-12,3.088e-14,2.938e-17
