Wavelength (nm),Sum(calc),Al I (1.3e-1),Al II (8.7e-1),Al III (2.5e-5)
705.74,5.622e+1,1.652e-14,5.622e+1,9.568e-27
705.76,5.499e+1,1.651e-14,5.499e+1,9.565e-27
705.79,5.264e+1,1.650e-14,5.264e+1,9.562e-27
705.81,5.080e+1,1.650e-14,5.080e+1,9.560e-27
705.84,4.772e+1,1.649e-14,4.772e+1,9.556e-27
705.86,4.552e+1,1.649e-14,4.552e+1,9.554e-27
705.89,4.211e+1,1.648e-14,4.211e+1,9.551e-27
705.91,3.981e+1,1.648e-14,3.981e+1,9.548e-27
705.94,3.646e+1,1.647e-14,3.646e+1,9.545e-27
705.96,3.432e+1,1.647e-14,3.432e+1,9.543e-27
705.99,3.136e+1,1.646e-14,3.136e+1,9.539e-27
706.01,2.957e+1,1.646e-14,2.957e+1,9.537e-27
706.04,2.722e+1,1.645e-14,2.722e+1,9.533e-27
706.06,2.588e+1,1.645e-14,2.588e+1,9.531e-27
706.08,2.472e+1,1.644e-14,2.472e+1,9.529e-27
706.11,2.334e+1,1.643e-14,2.334e+1,9.525e-27
706.13,2.263e+1,1.643e-14,2.263e+1,9.523e-27
706.16,2.186e+1,1.642e-14,2.186e+1,9.520e-27
706.18,2.151e+1,1.642e-14,2.151e+1,9.517e-27
706.21,2.118e+1,1.641e-14,2.118e+1,9.514e-27
706.23,2.105e+1,1.641e-14,2.105e+1,9.512e-27
706.26,2.095e+1,4.599e-14,2.095e+1,9.508e-27
706.28,2.090e+1,9.070e-14,2.090e+1,9.506e-27
706.31,2.080e+1,2.952e-13,2.080e+1,9.503e-27
706.33,2.070e+1,5.747e-13,2.070e+1,9.500e-27
706.36,2.044e+1,1.543e-12,2.044e+1,9.497e-27
706.38,2.019e+1,2.956e-12,2.019e+1,9.495e-27
706.41,1.967e+1,7.750e-12,1.967e+1,9.491e-27
706.43,1.921e+1,1.462e-11,1.921e+1,9.489e-27
706.46,1.838e+1,3.743e-11,1.838e+1,9.486e-27
706.48,1.772e+1,6.949e-11,1.772e+1,9.483e-27
706.51,1.661e+1,1.737e-10,1.661e+1,9.480e-27
706.53,1.579e+1,3.175e-10,1.579e+1,9.478e-27
706.55,1.492e+1,5.766e-10,1.492e+1,9.475e-27
706.58,1.356e+1,1.394e-9,1.356e+1,9.472e-27
706.6,1.262e+1,2.493e-9,1.262e+1,9.470e-27
706.63,1.120e+1,5.887e-9,1.120e+1,9.466e-27
706.65,1.027e+1,1.036e-8,1.027e+1,9.464e-27
706.68,8.903e+0,2.389e-8,8.903e+0,9.460e-27
706.7,8.032e+0,4.138e-8,8.032e+0,9.458e-27
706.73,6.801e+0,9.322e-8,6.801e+0,9.455e-27
706.75,6.039e+0,1.589e-7,6.039e+0,9.452e-27
706.78,4.993e+0,3.496e-7,4.993e+0,9.449e-27
706.8,4.363e+0,5.867e-7,4.363e+0,9.447e-27
706.83,3.522e+0,1.261e-6,3.522e+0,9.443e-27
706.85,3.029e+0,2.082e-6,3.029e+0,9.441e-27
706.88,2.387e+0,4.369e-6,2.387e+0,9.438e-27
706.9,2.020e+0,7.104e-6,2.020e+0,9.435e-27
706.93,1.554e+0,1.456e-5,1.554e+0,9.432e-27
706.95,1.295e+0,2.330e-5,1.295e+0,9.430e-27
706.97,1.072e+0,3.706e-5,1.071e+0,9.427e-27
707,7.972e-1,7.346e-5,7.971e-1,9.424e-27
707.02,6.493e-1,1.150e-4,6.492e-1,9.422e-27
707.05,4.717e-1,2.227e-4,4.715e-1,9.418e-27
707.07,3.782e-1,3.432e-4,3.779e-1,9.416e-27
707.1,2.686e-1,6.489e-4,2.679e-1,9.412e-27
707.12,2.123e-1,9.844e-4,2.113e-1,9.410e-27
707.15,1.481e-1,1.818e-3,1.463e-1,9.407e-27
707.17,1.162e-1,2.715e-3,1.135e-1,9.404e-27
707.2,8.161e-2,4.896e-3,7.671e-2,9.401e-27
707.22,6.579e-2,7.198e-3,5.860e-2,9.399e-27
707.25,5.133e-2,1.268e-2,3.865e-2,9.395e-27
707.27,4.740e-2,1.835e-2,2.906e-2,9.393e-27
707.3,5.027e-2,3.156e-2,1.871e-2,9.390e-27
707.32,5.880e-2,4.496e-2,1.384e-2,9.387e-27
707.35,8.424e-2,7.554e-2,8.701e-3,9.384e-27
707.37,1.123e-1,1.059e-1,6.335e-3,9.382e-27
707.39,1.522e-1,1.476e-1,4.582e-3,9.379e-27
707.42,2.427e-1,2.399e-1,2.785e-3,9.376e-27
707.44,3.311e-1,3.291e-1,1.983e-3,9.374e-27
707.47,5.237e-1,5.225e-1,1.176e-3,9.370e-27
707.49,7.063e-1,7.055e-1,8.241e-4,9.368e-27
707.52,1.094e+0,1.094e+0,4.774e-4,9.364e-27
707.54,1.454e+0,1.454e+0,3.291e-4,9.362e-27
707.57,2.202e+0,2.202e+0,1.861e-4,9.359e-27
707.59,2.882e+0,2.881e+0,1.263e-4,9.356e-27
707.62,4.262e+0,4.262e+0,6.971e-5,9.353e-27
707.64,5.490e+0,5.490e+0,4.654e-5,9.351e-27
707.67,7.931e+0,7.931e+0,2.508e-5,9.347e-27
707.69,1.006e+1,1.006e+1,1.648e-5,9.345e-27
707.72,1.419e+1,1.419e+1,8.671e-6,9.342e-27
707.74,1.771e+1,1.771e+1,5.606e-6,9.339e-27
707.77,2.441e+1,2.441e+1,2.880e-6,9.336e-27
707.79,2.999e+1,2.999e+1,1.832e-6,9.334e-27
707.82,4.037e+1,4.037e+1,9.188e-7,9.330e-27
707.84,4.883e+1,4.883e+1,5.753e-7,9.328e-27
707.86,5.869e+1,5.869e+1,3.579e-7,9.326e-27
707.89,7.644e+1,7.644e+1,1.735e-7,9.322e-27
707.91,9.044e+1,9.044e+1,1.062e-7,9.320e-27
707.94,1.150e+2,1.150e+2,5.029e-8,9.316e-27
707.96,1.340e+2,1.340e+2,3.030e-8,9.314e-27
707.99,1.665e+2,1.665e+2,1.400e-8,9.311e-27
708.01,1.909e+2,1.909e+2,8.301e-9,9.308e-27
708.04,2.316e+2,2.316e+2,3.745e-9,9.305e-27
708.06,2.615e+2,2.615e+2,2.185e-9,9.303e-27
708.09,3.099e+2,3.099e+2,9.623e-10,9.299e-27
708.11,3.443e+2,3.443e+2,5.525e-10,9.297e-27
708.14,3.986e+2,3.986e+2,2.375e-10,9.294e-27
708.16,4.360e+2,4.360e+2,1.342e-10,9.291e-27
708.19,4.929e+2,4.929e+2,5.634e-11,9.288e-27
708.21,5.307e+2,5.307e+2,3.133e-11,9.286e-27
708.24,5.861e+2,5.861e+2,1.284e-11,9.282e-27
708.26,6.212e+2,6.212e+2,7.025e-12,9.280e-27
708.28,6.544e+2,6.544e+2,3.820e-12,9.278e-27
708.31,6.992e+2,6.992e+2,1.513e-12,9.274e-27
708.33,7.250e+2,7.250e+2,8.097e-13,9.272e-27
708.36,7.565e+2,7.565e+2,3.131e-13,9.268e-27
708.38,7.722e+2,7.722e+2,1.649e-13,9.266e-27
708.41,7.871e+2,7.871e+2,6.226e-14,9.263e-27
708.43,7.909e+2,7.909e+2,3.226e-14,9.260e-27
708.46,7.873e+2,7.873e+2,1.189e-14,9.257e-27
708.48,7.788e+2,7.788e+2,6.064e-15,9.255e-27
708.51,7.572e+2,7.572e+2,2.182e-15,9.251e-27
708.53,7.373e+2,7.373e+2,2.169e-15,9.249e-27
708.56,7.002e+2,7.002e+2,2.148e-15,9.246e-27
708.58,6.711e+2,6.711e+2,2.135e-15,9.243e-27
708.61,6.225e+2,6.225e+2,2.115e-15,9.240e-27
708.63,5.873e+2,5.873e+2,2.101e-15,9.238e-27
708.66,5.320e+2,5.320e+2,2.081e-15,9.234e-27
708.68,4.942e+2,4.942e+2,2.068e-15,9.232e-27
708.71,4.372e+2,4.372e+2,2.048e-15,9.228e-27
708.73,3.998e+2,3.998e+2,2.034e-15,9.226e-27
708.75,3.633e+2,3.633e+2,2.021e-15,9.224e-27
708.78,3.109e+2,3.109e+2,2.000e-15,9.220e-27
708.8,2.781e+2,2.781e+2,1.987e-15,9.218e-27
708.83,2.325e+2,2.325e+2,1.967e-15,9.215e-27
708.85,2.047e+2,2.047e+2,1.953e-15,9.212e-27
708.88,1.672e+2,1.672e+2,1.933e-15,9.209e-27
708.9,1.449e+2,1.449e+2,1.920e-15,9.207e-27
708.93,1.155e+2,1.155e+2,1.900e-15,9.203e-27
708.95,9.857e+1,9.857e+1,1.886e-15,9.201e-27
708.98,7.677e+1,7.677e+1,1.866e-15,9.198e-27
709,6.448e+1,6.448e+1,1.852e-15,9.195e-27
709.03,4.904e+1,4.904e+1,1.832e-15,9.192e-27
709.05,4.055e+1,4.055e+1,1.819e-15,9.190e-27
709.08,3.012e+1,3.012e+1,1.799e-15,9.186e-27
709.1,2.451e+1,2.451e+1,1.785e-15,9.184e-27
709.13,1.778e+1,1.778e+1,1.765e-15,9.180e-27
709.15,1.425e+1,1.425e+1,1.752e-15,9.178e-27
709.17,1.134e+1,1.134e+1,1.738e-15,9.176e-27
709.2,7.961e+0,7.961e+0,1.718e-15,9.172e-27
709.22,6.238e+0,6.238e+0,1.704e-15,9.170e-27
709.25,4.276e+0,4.276e+0,1.684e-15,9.167e-27
709.27,3.298e+0,3.298e+0,1.671e-15,9.164e-27
709.3,2.208e+0,2.208e+0,1.651e-15,9.161e-27
709.32,1.677e+0,1.677e+0,1.637e-15,9.159e-27
709.35,1.096e+0,1.096e+0,1.617e-15,9.155e-27
709.37,8.192e-1,8.192e-1,1.603e-15,9.153e-27
709.4,5.231e-1,5.231e-1,1.583e-15,9.150e-27
709.42,3.848e-1,3.848e-1,1.570e-15,9.147e-27
709.45,2.400e-1,2.400e-1,1.550e-15,9.144e-27
709.47,1.738e-1,1.738e-1,1.536e-15,9.142e-27
709.5,1.058e-1,1.058e-1,1.516e-15,9.138e-27
709.52,7.544e-2,7.544e-2,1.503e-15,9.136e-27
709.55,4.486e-2,4.486e-2,1.482e-15,9.132e-27
709.57,3.148e-2,3.148e-2,1.469e-15,9.130e-27
709.6,1.828e-2,1.828e-2,1.449e-15,9.127e-27
709.62,1.263e-2,1.263e-2,1.435e-15,9.124e-27
709.64,8.666e-3,8.666e-3,1.422e-15,9.122e-27
709.67,4.869e-3,4.869e-3,1.402e-15,9.119e-27
709.69,3.289e-3,3.289e-3,1.388e-15,9.116e-27
709.72,1.805e-3,1.805e-3,1.368e-15,9.113e-27
709.74,1.200e-3,1.200e-3,1.355e-15,9.111e-27
709.77,6.430e-4,6.430e-4,1.334e-15,9.107e-27
709.79,4.208e-4,4.208e-4,1.321e-15,9.105e-27
709.82,2.202e-4,2.202e-4,1.301e-15,9.102e-27
709.84,1.419e-4,1.419e-4,1.287e-15,9.099e-27
709.87,7.249e-5,7.249e-5,1.267e-15,9.096e-27
709.89,4.597e-5,4.597e-5,1.254e-15,9.094e-27
709.92,2.294e-5,2.294e-5,1.233e-15,9.090e-27
709.94,1.432e-5,1.432e-5,1.220e-15,9.088e-27
709.97,6.977e-6,6.977e-6,1.200e-15,9.084e-27
709.99,4.286e-6,4.286e-6,1.186e-15,9.082e-27
710.02,2.040e-6,2.040e-6,1.166e-15,9.079e-27
710.04,1.233e-6,1.233e-6,1.153e-15,9.076e-27
710.06,7.412e-7,7.412e-7,1.139e-15,9.074e-27
710.09,3.412e-7,3.412e-7,1.119e-15,9.071e-27
710.11,2.018e-7,2.018e-7,1.106e-15,9.068e-27
710.14,9.070e-8,9.070e-8,1.085e-15,9.065e-27
710.16,5.280e-8,5.280e-8,1.072e-15,9.063e-27
710.19,2.318e-8,2.318e-8,1.052e-15,9.059e-27
710.21,1.328e-8,1.328e-8,1.038e-15,9.057e-27
710.24,5.692e-9,5.692e-9,1.018e-15,9.054e-27
710.26,3.210e-9,3.210e-9,1.005e-15,9.051e-27
710.29,1.344e-9,1.344e-9,9.845e-16,9.048e-27
710.31,7.460e-10,7.460e-10,9.710e-16,9.046e-27
710.34,3.049e-10,3.049e-10,9.508e-16,9.042e-27
710.36,1.666e-10,1.666e-10,9.374e-16,9.040e-27
710.39,6.649e-11,6.649e-11,9.172e-16,9.037e-27
710.41,3.576e-11,3.576e-11,9.037e-16,9.034e-27
710.44,1.394e-11,1.394e-11,8.836e-16,9.031e-27
710.46,7.377e-12,7.377e-12,8.701e-16,9.029e-27
710.48,3.880e-12,3.880e-12,8.566e-16,9.026e-27
710.51,1.463e-12,1.463e-12,8.365e-16,9.023e-27
710.53,7.573e-13,7.573e-13,8.230e-16,9.021e-27
710.56,2.556e-13,2.556e-13,8.028e-16,9.017e-27
710.58,1.304e-13,1.304e-13,7.894e-16,9.015e-27
710.61,4.699e-14,4.699e-14,7.692e-16,9.011e-27
711.75,2.137e-18,4.676e-14,2.137e-18,8.881e-27
711.77,4.209e-18,4.676e-14,4.209e-18,8.879e-27
711.8,1.150e-17,4.675e-14,1.150e-17,8.875e-27
711.82,2.231e-17,4.675e-14,2.231e-17,8.873e-27
711.84,4.299e-17,4.675e-14,4.299e-17,8.871e-27
711.87,1.137e-16,4.674e-14,1.137e-16,8.867e-27
711.89,2.157e-16,4.674e-14,2.157e-16,8.865e-27
711.92,5.571e-16,4.673e-14,5.571e-16,8.862e-27
711.94,1.040e-15,4.673e-14,1.040e-15,8.859e-27
711.97,2.625e-15,4.672e-14,2.625e-15,8.856e-27
711.99,4.826e-15,4.672e-14,4.826e-15,8.854e-27
712.02,1.189e-14,4.671e-14,1.189e-14,8.850e-27
712.04,2.152e-14,4.671e-14,2.152e-14,8.848e-27
712.07,5.179e-14,4.670e-14,5.179e-14,8.845e-27
712.09,9.228e-14,4.670e-14,9.228e-14,8.842e-27
712.12,2.169e-13,4.669e-14,2.169e-13,8.839e-27
712.14,3.805e-13,4.669e-14,3.805e-13,8.837e-27
712.17,8.735e-13,4.668e-14,8.735e-13,8.833e-27
712.19,1.508e-12,4.668e-14,1.508e-12,8.831e-27
712.22,3.382e-12,4.667e-14,3.382e-12,8.827e-27
712.24,5.749e-12,4.667e-14,5.749e-12,8.825e-27
712.26,9.711e-12,4.666e-14,9.711e-12,8.823e-27
712.29,2.107e-11,4.666e-14,2.107e-11,8.819e-27
712.31,3.504e-11,4.665e-14,3.504e-11,8.817e-27
712.34,7.426e-11,4.665e-14,7.426e-11,8.814e-27
712.36,1.216e-10,4.664e-14,1.216e-10,8.811e-27
712.39,2.516e-10,4.664e-14,2.516e-10,8.808e-27
712.41,4.055e-10,4.663e-14,4.055e-10,8.806e-27
712.44,8.198e-10,4.663e-14,8.198e-10,8.802e-27
712.46,1.300e-9,4.662e-14,1.300e-9,8.800e-27
712.49,2.568e-9,4.662e-14,2.568e-9,8.797e-27
712.51,4.011e-9,4.661e-14,4.011e-9,8.794e-27
712.54,7.735e-9,4.661e-14,7.735e-9,8.791e-27
712.56,1.189e-8,4.660e-14,1.189e-8,8.789e-27
712.59,2.240e-8,4.660e-14,2.240e-8,8.785e-27
712.61,3.391e-8,4.659e-14,3.391e-8,8.783e-27
712.64,6.239e-8,4.659e-14,6.239e-8,8.779e-27
712.66,9.295e-8,4.658e-14,9.295e-8,8.777e-27
712.69,1.671e-7,4.658e-14,1.671e-7,8.774e-27
712.71,2.450e-7,4.657e-14,2.450e-7,8.771e-27
712.73,3.571e-7,4.657e-14,3.571e-7,8.769e-27
712.76,6.210e-7,4.656e-14,6.210e-7,8.766e-27
712.78,8.910e-7,4.656e-14,8.910e-7,8.763e-27
712.81,1.513e-6,4.655e-14,1.513e-6,8.760e-27
712.83,2.137e-6,4.655e-14,2.137e-6,8.758e-27
712.86,3.546e-6,4.654e-14,3.546e-6,8.754e-27
712.88,4.930e-6,4.654e-14,4.930e-6,8.752e-27
712.91,7.989e-6,4.653e-14,7.989e-6,8.749e-27
712.93,1.094e-5,4.653e-14,1.094e-5,8.746e-27
712.96,1.731e-5,4.652e-14,1.731e-5,8.743e-27
712.98,2.332e-5,4.652e-14,2.332e-5,8.741e-27
713.01,3.605e-5,4.651e-14,3.605e-5,8.737e-27
713.03,4.782e-5,4.651e-14,4.782e-5,8.735e-27
713.06,7.220e-5,4.650e-14,7.220e-5,8.731e-27
713.08,9.428e-5,4.650e-14,9.428e-5,8.729e-27
713.11,1.390e-4,4.649e-14,1.390e-4,8.726e-27
713.13,1.787e-4,4.649e-14,1.787e-4,8.723e-27
713.15,2.283e-4,4.648e-14,2.283e-4,8.721e-27
713.18,3.258e-4,4.648e-14,3.258e-4,8.718e-27
713.2,4.097e-4,4.647e-14,4.097e-4,8.715e-27
713.23,5.710e-4,4.647e-14,5.710e-4,8.712e-27
713.25,7.069e-4,4.646e-14,7.069e-4,8.710e-27
713.28,9.623e-4,4.646e-14,9.623e-4,8.706e-27
713.3,1.173e-3,4.645e-14,1.173e-3,8.704e-27
713.33,1.559e-3,4.645e-14,1.559e-3,8.701e-27
713.35,1.871e-3,4.644e-14,1.871e-3,8.698e-27
713.38,2.429e-3,4.644e-14,2.429e-3,8.695e-27
713.4,2.869e-3,4.643e-14,2.869e-3,8.693e-27
713.43,3.639e-3,4.643e-14,3.639e-3,8.689e-27
713.45,4.231e-3,4.642e-14,4.231e-3,8.687e-27
713.48,5.242e-3,4.642e-14,5.242e-3,8.683e-27
713.5,6.000e-3,4.641e-14,6.000e-3,8.681e-27
713.53,7.260e-3,4.641e-14,7.260e-3,8.678e-27
713.55,8.180e-3,4.640e-14,8.180e-3,8.675e-27
713.58,9.669e-3,4.640e-14,9.669e-3,8.672e-27
713.6,1.072e-2,4.639e-14,1.072e-2,8.670e-27
713.62,1.182e-2,4.639e-14,1.182e-2,8.667e-27
713.65,1.352e-2,4.638e-14,1.352e-2,8.664e-27
713.67,1.467e-2,4.638e-14,1.467e-2,8.662e-27
713.7,1.638e-2,4.637e-14,1.638e-2,8.658e-27
713.72,1.750e-2,4.637e-14,1.750e-2,8.656e-27
713.75,1.909e-2,4.636e-14,1.909e-2,8.653e-27
713.77,2.008e-2,4.636e-14,2.008e-2,8.650e-27
713.8,2.139e-2,4.635e-14,2.139e-2,8.647e-27
713.82,2.215e-2,4.635e-14,2.215e-2,8.645e-27
713.85,2.305e-2,4.634e-14,2.305e-2,8.641e-27
713.87,2.349e-2,4.634e-14,2.349e-2,8.639e-27
713.9,2.388e-2,4.633e-14,2.388e-2,8.636e-27
713.92,2.395e-2,4.633e-14,2.395e-2,8.633e-27
713.95,2.379e-2,4.632e-14,2.379e-2,8.630e-27
713.97,2.349e-2,4.632e-14,2.349e-2,8.628e-27
714,2.278e-2,4.631e-14,2.278e-2,8.624e-27
714.02,2.215e-2,4.631e-14,2.215e-2,8.622e-27
714.04,2.139e-2,4.630e-14,2.139e-2,8.620e-27
714.07,2.008e-2,4.630e-14,2.008e-2,8.616e-27
714.09,1.909e-2,4.629e-14,1.909e-2,8.614e-27
714.12,1.750e-2,4.629e-14,1.750e-2,8.610e-27
714.14,1.638e-2,4.628e-14,1.638e-2,8.608e-27
714.17,1.467e-2,4.628e-14,1.467e-2,8.605e-27
714.19,1.352e-2,4.627e-14,1.352e-2,8.602e-27
714.22,1.182e-2,4.627e-14,1.182e-2,8.599e-27
714.24,1.072e-2,4.626e-14,1.072e-2,8.597e-27
714.27,9.159e-3,4.626e-14,9.159e-3,8.593e-27
714.29,8.180e-3,4.625e-14,8.180e-3,8.591e-27
714.32,6.824e-3,4.625e-14,6.824e-3,8.588e-27
714.34,6.000e-3,4.624e-14,6.000e-3,8.585e-27
714.37,4.889e-3,4.624e-14,4.889e-3,8.582e-27
714.39,4.231e-3,4.623e-14,4.231e-3,8.580e-27
714.42,3.367e-3,4.623e-14,3.367e-3,8.576e-27
714.44,2.869e-3,4.622e-14,2.869e-3,8.574e-27
714.46,2.429e-3,4.622e-14,2.429e-3,8.572e-27
714.49,1.871e-3,4.621e-14,1.871e-3,8.568e-27
714.51,1.559e-3,4.621e-14,1.559e-3,8.566e-27
714.54,1.173e-3,4.620e-14,1.173e-3,8.562e-27
714.56,9.623e-4,4.620e-14,9.623e-4,8.560e-27
714.59,7.069e-4,4.619e-14,7.069e-4,8.557e-27
714.61,5.710e-4,4.619e-14,5.710e-4,8.554e-27
714.64,4.097e-4,4.618e-14,4.097e-4,8.551e-27
714.66,3.258e-4,4.618e-14,3.258e-4,8.549e-27
714.69,2.283e-4,4.617e-14,2.283e-4,8.545e-27
714.71,1.787e-4,4.617e-14,1.787e-4,8.543e-27
714.74,1.223e-4,4.616e-14,1.223e-4,8.540e-27
714.76,9.428e-5,4.616e-14,9.428e-5,8.537e-27
714.79,6.304e-5,4.615e-14,6.304e-5,8.534e-27
714.81,4.782e-5,4.615e-14,4.782e-5,8.532e-27
714.84,3.123e-5,4.614e-14,3.123e-5,8.528e-27
714.86,2.332e-5,4.614e-14,2.332e-5,8.526e-27
714.89,1.487e-5,4.613e-14,1.487e-5,8.522e-27
714.91,1.094e-5,4.613e-14,1.094e-5,8.520e-27
714.93,7.989e-6,4.612e-14,7.989e-6,8.518e-27
714.96,4.930e-6,4.612e-14,4.930e-6,8.514e-27
714.98,3.546e-6,4.611e-14,3.546e-6,8.512e-27
715.01,2.137e-6,4.611e-14,2.137e-6,8.509e-27
715.03,1.513e-6,4.610e-14,1.513e-6,8.506e-27
715.06,8.910e-7,4.610e-14,8.910e-7,8.503e-27
715.08,6.210e-7,4.609e-14,6.210e-7,8.501e-27
715.11,3.571e-7,4.609e-14,3.571e-7,8.497e-27
715.13,2.450e-7,4.608e-14,2.450e-7,8.495e-27
715.16,1.376e-7,4.608e-14,1.376e-7,8.492e-27
715.18,9.295e-8,4.607e-14,9.295e-8,8.489e-27
715.21,5.099e-8,4.607e-14,5.099e-8,8.486e-27
715.23,3.391e-8,4.606e-14,3.391e-8,8.484e-27
715.26,1.817e-8,4.606e-14,1.817e-8,8.480e-27
715.28,1.189e-8,4.605e-14,1.189e-8,8.478e-27
715.31,6.224e-9,4.605e-14,6.224e-9,8.474e-27
715.33,4.011e-9,4.604e-14,4.011e-9,8.472e-27
715.35,2.568e-9,4.604e-14,2.568e-9,8.470e-27
715.38,1.300e-9,4.603e-14,1.300e-9,8.466e-27
715.4,8.198e-10,4.603e-14,8.198e-10,8.464e-27
715.43,4.055e-10,4.602e-14,4.055e-10,8.461e-27
715.45,2.516e-10,4.602e-14,2.516e-10,8.458e-27
715.48,1.216e-10,4.601e-14,1.216e-10,8.455e-27
715.5,7.426e-11,4.601e-14,7.426e-11,8.453e-27
715.53,3.504e-11,4.600e-14,3.504e-11,8.449e-27
715.55,2.107e-11,4.600e-14,2.107e-11,8.447e-27
715.58,9.711e-12,4.599e-14,9.711e-12,8.444e-27
715.6,5.749e-12,4.599e-14,5.749e-12,8.441e-27
715.63,2.588e-12,4.598e-14,2.588e-12,8.438e-27
715.65,1.508e-12,4.598e-14,1.508e-12,8.436e-27
715.68,6.632e-13,4.597e-14,6.632e-13,8.432e-27
715.7,3.805e-13,4.597e-14,3.805e-13,8.430e-27
715.73,1.634e-13,4.596e-14,1.634e-13,8.426e-27
715.75,9.228e-14,4.596e-14,9.228e-14,8.424e-27
715.78,3.871e-14,4.595e-14,3.871e-14,8.421e-27
715.8,2.152e-14,4.595e-14,2.152e-14,8.418e-27
715.82,1.189e-14,4.594e-14,1.189e-14,8.416e-27
715.85,4.826e-15,4.594e-14,4.826e-15,8.413e-27
715.87,2.625e-15,4.593e-14,2.625e-15,8.410e-27
715.9,1.040e-15,4.593e-14,1.040e-15,8.407e-27
715.92,5.571e-16,4.592e-14,5.571e-16,8.405e-27
715.95,2.157e-16,4.592e-14,2.157e-16,8.401e-27
715.97,1.137e-16,4.591e-14,1.137e-16,8.399e-27
716,4.299e-17,4.591e-14,4.299e-17,8.396e-27
716.02,2.231e-17,4.590e-14,2.231e-17,8.393e-27
716.05,8.240e-18,4.590e-14,8.240e-18,8.390e-27
716.07,4.209e-18,4.589e-14,4.209e-18,8.388e-27
733.92,4.230e-14,4.230e-14,8.329e-18,6.348e-27
733.94,8.170e-14,8.170e-14,8.333e-18,6.346e-27
733.97,2.169e-13,2.169e-13,8.340e-18,6.343e-27
733.99,4.739e-13,4.739e-13,8.345e-18,6.340e-27
734.02,1.236e-12,1.236e-12,8.352e-18,6.337e-27
734.04,2.324e-12,2.324e-12,8.357e-18,6.335e-27
734.07,5.928e-12,5.928e-12,8.363e-18,6.331e-27
734.09,1.099e-11,1.099e-11,8.368e-18,6.329e-27
734.12,2.741e-11,2.741e-11,8.375e-18,6.325e-27
734.14,5.007e-11,5.007e-11,8.380e-18,6.323e-27
734.17,1.222e-10,1.222e-10,8.387e-18,6.320e-27
734.19,2.200e-10,2.200e-10,8.391e-18,6.317e-27
734.22,5.254e-10,5.254e-10,8.398e-18,6.314e-27
734.24,9.320e-10,9.320e-10,8.403e-18,6.312e-27
734.27,2.178e-9,2.178e-9,8.410e-18,6.308e-27
734.29,3.806e-9,3.806e-9,8.414e-18,6.306e-27
734.32,8.701e-9,8.701e-9,8.421e-18,6.303e-27
734.34,1.499e-8,1.499e-8,8.426e-18,6.300e-27
734.36,2.567e-8,2.567e-8,8.430e-18,6.298e-27
734.39,5.690e-8,5.690e-8,8.437e-18,6.295e-27
734.41,9.604e-8,9.604e-8,8.442e-18,6.292e-27
734.44,2.083e-7,2.083e-7,8.449e-18,6.289e-27
734.46,3.464e-7,3.464e-7,8.453e-18,6.287e-27
734.49,7.351e-7,7.351e-7,8.460e-18,6.283e-27
734.51,1.205e-6,1.205e-6,8.465e-18,6.281e-27
734.54,2.501e-6,2.501e-6,8.472e-18,6.277e-27
734.56,4.041e-6,4.041e-6,8.477e-18,6.275e-27
734.59,8.206e-6,8.206e-6,8.483e-18,6.272e-27
734.61,1.306e-5,1.306e-5,8.488e-18,6.269e-27
734.64,2.596e-5,2.596e-5,8.495e-18,6.266e-27
734.66,4.073e-5,4.073e-5,8.500e-18,6.264e-27
734.69,7.918e-5,7.918e-5,8.507e-18,6.260e-27
734.71,1.224e-4,1.224e-4,8.511e-18,6.258e-27
734.74,2.329e-4,2.329e-4,8.518e-18,6.255e-27
734.76,3.549e-4,3.549e-4,8.523e-18,6.252e-27
734.79,6.604e-4,6.604e-4,8.530e-18,6.249e-27
734.81,9.919e-4,9.919e-4,8.534e-18,6.247e-27
734.83,1.481e-3,1.481e-3,8.539e-18,6.244e-27
734.86,2.673e-3,2.673e-3,8.546e-18,6.241e-27
734.88,3.934e-3,3.934e-3,8.550e-18,6.239e-27
734.91,6.946e-3,6.946e-3,8.557e-18,6.235e-27
734.93,1.007e-2,1.007e-2,8.562e-18,6.233e-27
734.96,1.741e-2,1.741e-2,8.569e-18,6.229e-27
734.98,2.488e-2,2.488e-2,8.573e-18,6.227e-27
735.01,4.206e-2,4.206e-2,8.580e-18,6.224e-27
735.03,5.926e-2,5.926e-2,8.585e-18,6.221e-27
735.06,9.801e-2,9.801e-2,8.592e-18,6.218e-27
735.08,1.361e-1,1.361e-1,8.597e-18,6.216e-27
735.11,2.202e-1,2.202e-1,8.603e-18,6.212e-27
735.13,3.014e-1,3.014e-1,8.608e-18,6.210e-27
735.16,4.772e-1,4.772e-1,8.615e-18,6.207e-27
735.18,6.436e-1,6.436e-1,8.620e-18,6.204e-27
735.21,9.971e-1,9.971e-1,8.627e-18,6.201e-27
735.23,1.325e+0,1.325e+0,8.631e-18,6.199e-27
735.25,1.751e+0,1.751e+0,8.636e-18,6.196e-27
735.28,2.632e+0,2.632e+0,8.643e-18,6.193e-27
735.3,3.428e+0,3.428e+0,8.647e-18,6.191e-27
735.33,5.041e+0,5.041e+0,8.654e-18,6.187e-27
735.35,6.471e+0,6.471e+0,8.659e-18,6.185e-27
735.38,9.310e+0,9.310e+0,8.666e-18,6.181e-27
735.4,1.178e+1,1.178e+1,8.670e-18,6.179e-27
735.43,1.658e+1,1.658e+1,8.677e-18,6.176e-27
