Wavelength (nm),Sum(calc),Al I (1.3e-1),Al II (8.7e-1),Al III (2.5e-5)
371.87,4.000e-11,2.534e-12,6.364e-17,4.000e-11
371.89,2.064e-11,2.535e-12,6.127e-17,2.064e-11
371.92,7.328e-12,2.536e-12,5.770e-17,7.328e-12
371.94,3.569e-12,2.536e-12,5.532e-17,3.569e-12
371.97,1.161e-12,2.537e-12,5.176e-17,1.161e-12
371.99,5.336e-13,2.538e-12,4.938e-17,5.336e-13
372.02,1.591e-13,2.539e-12,4.582e-17,1.591e-13
372.04,6.901e-14,2.540e-12,4.344e-17,6.901e-14
372.06,2.924e-14,2.540e-12,4.106e-17,2.924e-14
372.09,7.720e-15,2.541e-12,3.750e-17,7.720e-15
372.11,3.086e-15,2.542e-12,3.512e-17,3.086e-15
372.14,7.470e-16,2.543e-12,3.156e-17,7.470e-16
372.16,2.818e-16,2.544e-12,2.918e-17,2.818e-16
372.19,6.252e-17,2.545e-12,2.561e-17,6.252e-17
372.21,2.226e-17,2.545e-12,2.324e-17,2.226e-17
372.24,2.420e-17,2.546e-12,1.967e-17,4.526e-18
372.26,7.430e-17,2.547e-12,7.278e-17,1.521e-18
372.29,4.964e-16,2.548e-12,4.961e-16,2.834e-19
372.31,1.733e-15,2.548e-12,1.733e-15,8.985e-20
372.34,1.084e-14,2.549e-12,1.084e-14,1.535e-20
372.36,3.576e-14,2.550e-12,3.576e-14,4.592e-21
372.39,2.052e-13,2.551e-12,2.052e-13,7.193e-22
372.41,6.392e-13,2.552e-12,6.392e-13,2.030e-22
372.44,3.366e-12,2.553e-12,3.366e-12,2.915e-23
372.46,9.898e-12,2.553e-12,9.898e-12,2.912e-23
372.48,2.845e-11,2.554e-12,2.845e-11,2.910e-23
372.51,1.328e-10,2.555e-12,1.328e-10,2.906e-23
372.53,3.604e-10,2.556e-12,3.604e-10,2.904e-23
372.56,1.544e-9,2.557e-12,1.544e-9,2.900e-23
372.58,3.955e-9,2.557e-12,3.955e-9,2.898e-23
372.61,1.554e-8,2.558e-12,1.554e-8,2.894e-23
372.63,3.761e-8,2.559e-12,3.761e-8,2.892e-23
372.66,1.356e-7,2.560e-12,1.356e-7,2.888e-23
372.68,3.098e-7,2.561e-12,3.098e-7,2.886e-23
372.71,1.025e-6,2.561e-12,1.025e-6,2.882e-23
372.73,2.211e-6,2.562e-12,2.211e-6,2.880e-23
372.76,6.712e-6,2.563e-12,6.712e-6,2.877e-23
372.78,1.367e-5,2.564e-12,1.367e-5,2.874e-23
372.81,3.808e-5,2.565e-12,3.808e-5,2.871e-23
372.83,7.324e-5,2.565e-12,7.324e-5,2.868e-23
372.86,1.872e-4,2.566e-12,1.872e-4,2.865e-23
372.88,3.399e-4,2.567e-12,3.399e-4,2.862e-23
372.91,7.969e-4,2.568e-12,7.969e-4,2.859e-23
372.93,1.367e-3,2.569e-12,1.367e-3,2.856e-23
372.95,2.291e-3,2.569e-12,2.291e-3,2.854e-23
372.98,4.761e-3,2.570e-12,4.761e-3,2.850e-23
373,7.534e-3,2.571e-12,7.534e-3,2.848e-23
373.03,1.437e-2,2.572e-12,1.437e-2,2.844e-23
373.05,2.147e-2,2.573e-12,2.147e-2,2.842e-23
373.08,3.757e-2,2.574e-12,3.757e-2,2.838e-23
373.1,5.301e-2,2.574e-12,5.301e-2,2.836e-23
373.13,8.510e-2,2.575e-12,8.510e-2,2.832e-23
373.15,1.134e-1,2.576e-12,1.134e-1,2.830e-23
373.18,1.670e-1,2.577e-12,1.670e-1,2.826e-23
373.2,2.101e-1,2.577e-12,2.101e-1,2.824e-23
373.23,2.840e-1,2.578e-12,2.840e-1,2.820e-23
373.25,3.375e-1,2.579e-12,3.375e-1,2.818e-23
373.28,4.187e-1,2.580e-12,4.187e-1,2.814e-23
373.3,4.699e-1,2.581e-12,4.699e-1,2.812e-23
373.33,5.355e-1,2.582e-12,5.355e-1,2.808e-23
373.35,5.683e-1,2.582e-12,5.683e-1,2.806e-23
373.37,5.900e-1,2.583e-12,5.900e-1,2.803e-23
373.4,6.002e-1,2.584e-12,6.002e-1,2.800e-23
373.42,5.925e-1,2.585e-12,5.925e-1,2.797e-23
373.45,5.632e-1,2.586e-12,5.632e-1,2.794e-23
373.47,5.361e-1,2.586e-12,5.361e-1,2.792e-23
373.5,4.930e-1,2.587e-12,4.930e-1,2.788e-23
373.52,4.686e-1,2.588e-12,4.686e-1,2.786e-23
373.55,4.481e-1,2.589e-12,4.481e-1,2.782e-23
373.57,4.497e-1,2.589e-12,4.497e-1,2.780e-23
373.6,4.797e-1,2.590e-12,4.797e-1,2.776e-23
373.62,5.184e-1,2.591e-12,5.184e-1,2.774e-23
373.65,6.011e-1,2.592e-12,6.011e-1,2.770e-23
373.67,6.682e-1,2.593e-12,6.682e-1,2.768e-23
373.7,7.756e-1,2.594e-12,7.756e-1,2.764e-23
373.72,8.442e-1,2.594e-12,8.442e-1,2.762e-23
373.75,9.292e-1,2.595e-12,9.292e-1,2.758e-23
373.77,9.671e-1,2.596e-12,9.671e-1,2.756e-23
373.8,9.874e-1,2.597e-12,9.874e-1,2.752e-23
373.82,9.744e-1,2.598e-12,9.744e-1,2.750e-23
373.84,9.404e-1,2.598e-12,9.404e-1,2.747e-23
373.87,8.548e-1,2.599e-12,8.548e-1,2.744e-23
373.89,7.797e-1,2.600e-12,7.797e-1,2.741e-23
373.92,6.509e-1,2.601e-12,6.509e-1,2.738e-23
373.94,5.608e-1,2.602e-12,5.608e-1,2.735e-23
373.97,4.297e-1,2.602e-12,4.297e-1,2.732e-23
373.99,3.496e-1,2.603e-12,3.496e-1,2.729e-23
374.02,2.459e-1,2.604e-12,2.459e-1,2.726e-23
374.04,1.889e-1,2.605e-12,1.889e-1,2.723e-23
374.07,1.219e-1,2.606e-12,1.219e-1,2.720e-23
374.09,8.848e-2,2.606e-12,8.848e-2,2.717e-23
374.12,5.240e-2,2.607e-12,5.240e-2,2.714e-23
374.14,3.591e-2,2.608e-12,3.591e-2,2.711e-23
374.17,1.952e-2,2.609e-12,1.952e-2,2.708e-23
374.19,1.263e-2,2.610e-12,1.263e-2,2.705e-23
374.22,6.299e-3,2.611e-12,6.299e-3,2.702e-23
374.24,3.850e-3,2.611e-12,3.850e-3,2.699e-23
374.26,2.300e-3,2.612e-12,2.300e-3,2.697e-23
374.29,1.017e-3,2.613e-12,1.017e-3,2.693e-23
374.31,5.737e-4,2.614e-12,5.737e-4,2.691e-23
374.34,2.328e-4,2.615e-12,2.328e-4,2.687e-23
374.36,1.240e-4,2.615e-12,1.240e-4,2.685e-23
374.39,4.620e-5,2.616e-12,4.620e-5,2.681e-23
374.41,2.324e-5,2.617e-12,2.324e-5,2.679e-23
374.44,7.943e-6,2.618e-12,7.943e-6,2.675e-23
374.46,3.774e-6,2.618e-12,3.774e-6,2.673e-23
374.49,1.184e-6,2.619e-12,1.184e-6,2.669e-23
374.51,5.310e-7,2.620e-12,5.310e-7,2.667e-23
374.54,1.529e-7,2.621e-12,1.529e-7,2.663e-23
374.56,6.476e-8,2.622e-12,6.476e-8,2.661e-23
374.59,1.711e-8,2.623e-12,1.711e-8,2.657e-23
374.61,6.845e-9,2.623e-12,6.845e-9,2.655e-23
374.64,1.659e-9,2.624e-12,1.659e-9,2.651e-23
374.66,6.269e-10,2.625e-12,6.269e-10,2.649e-23
374.68,2.315e-10,2.626e-12,2.315e-10,2.647e-23
374.71,4.977e-11,2.627e-12,4.977e-11,2.643e-23
374.73,1.735e-11,2.627e-12,1.735e-11,2.641e-23
374.76,3.424e-12,2.628e-12,3.424e-12,2.637e-23
374.78,1.127e-12,2.629e-12,1.127e-12,2.635e-23
374.81,2.041e-13,2.630e-12,2.041e-13,2.631e-23
374.83,6.348e-14,2.630e-12,6.348e-14,2.629e-23
374.86,1.055e-14,2.631e-12,1.055e-14,2.625e-23
374.88,3.097e-15,2.632e-12,3.097e-15,2.623e-23
374.91,4.722e-16,2.633e-12,4.722e-16,2.619e-23
374.93,1.310e-16,2.634e-12,1.310e-16,2.617e-23
374.96,1.833e-17,2.635e-12,1.833e-17,2.613e-23
385.44,3.321e-17,2.976e-12,3.321e-17,1.358e-23
385.46,1.162e-16,2.976e-12,1.162e-16,1.356e-23
385.49,7.306e-16,2.977e-12,7.306e-16,1.352e-23
385.51,2.423e-15,2.978e-12,2.423e-15,1.350e-23
385.54,1.406e-14,2.979e-12,1.406e-14,1.346e-23
385.56,4.419e-14,2.980e-12,4.419e-14,1.344e-23
385.59,2.366e-13,2.981e-12,2.366e-13,1.340e-23
385.61,7.050e-13,2.981e-12,7.050e-13,1.338e-23
385.64,3.484e-12,2.982e-12,3.484e-12,1.334e-23
385.66,9.840e-12,2.983e-12,9.840e-12,1.332e-23
385.69,4.487e-11,2.984e-12,4.487e-11,1.328e-23
385.71,1.201e-10,2.984e-12,1.201e-10,1.326e-23
385.73,3.148e-10,2.985e-12,3.148e-10,1.324e-23
385.76,1.283e-9,2.986e-12,1.283e-9,1.320e-23
385.78,3.187e-9,2.987e-12,3.187e-9,1.318e-23
385.81,1.198e-8,2.988e-12,1.198e-8,1.314e-23
385.83,2.822e-8,2.988e-12,2.822e-8,1.312e-23
385.86,9.794e-8,2.989e-12,9.794e-8,1.308e-23
385.88,2.186e-7,2.990e-12,2.186e-7,1.306e-23
385.91,7.001e-7,2.991e-12,7.001e-7,1.302e-23
385.93,1.481e-6,2.992e-12,1.481e-6,1.300e-23
385.96,4.378e-6,2.993e-12,4.378e-6,1.296e-23
385.98,8.779e-6,2.993e-12,8.779e-6,1.294e-23
386.01,2.395e-5,2.994e-12,2.395e-5,1.290e-23
386.03,4.552e-5,2.995e-12,4.552e-5,1.288e-23
386.06,1.146e-4,2.996e-12,1.146e-4,1.284e-23
386.08,2.065e-4,2.996e-12,2.065e-4,1.282e-23
386.11,4.797e-4,2.997e-12,4.797e-4,1.278e-23
386.13,8.192e-4,2.998e-12,8.192e-4,1.276e-23
386.16,1.756e-3,2.999e-12,1.756e-3,1.272e-23
386.18,2.843e-3,3.000e-12,2.843e-3,1.270e-23
386.2,4.505e-3,3.000e-12,4.505e-3,1.267e-23
386.23,8.633e-3,3.001e-12,8.633e-3,1.264e-23
386.25,1.297e-2,3.002e-12,1.297e-2,1.261e-23
386.28,2.293e-2,3.003e-12,2.293e-2,1.258e-23
386.3,3.264e-2,3.004e-12,3.264e-2,1.255e-23
386.33,5.327e-2,3.005e-12,5.327e-2,1.252e-23
386.35,7.188e-2,3.005e-12,7.188e-2,1.249e-23
386.38,1.083e-1,3.006e-12,1.083e-1,1.246e-23
386.4,1.385e-1,3.007e-12,1.385e-1,1.243e-23
386.43,1.924e-1,3.008e-12,1.924e-1,1.240e-23
386.45,2.333e-1,3.009e-12,2.333e-1,1.237e-23
386.48,2.993e-1,3.010e-12,2.993e-1,1.234e-23
386.5,3.440e-1,3.010e-12,3.440e-1,1.231e-23
386.53,4.071e-1,3.011e-12,4.071e-1,1.228e-23
386.55,4.435e-1,3.012e-12,4.435e-1,1.225e-23
386.58,4.845e-1,3.013e-12,4.845e-1,1.222e-23
386.6,5.003e-1,3.013e-12,5.003e-1,1.219e-23
386.62,5.057e-1,3.014e-12,5.057e-1,1.217e-23
386.65,4.936e-1,3.015e-12,4.936e-1,1.214e-23
386.67,4.729e-1,3.016e-12,4.729e-1,1.211e-23
386.7,4.261e-1,3.017e-12,4.261e-1,1.208e-23
386.72,3.869e-1,3.017e-12,3.869e-1,1.205e-23
386.75,3.217e-1,3.018e-12,3.217e-1,1.202e-23
386.77,2.769e-1,3.019e-12,2.769e-1,1.199e-23
386.8,2.125e-1,3.020e-12,2.125e-1,1.196e-23
386.82,1.734e-1,3.021e-12,1.734e-1,1.193e-23
386.85,1.228e-1,3.022e-12,1.228e-1,1.190e-23
386.87,9.495e-2,3.022e-12,9.495e-2,1.187e-23
386.9,6.204e-2,3.023e-12,6.204e-2,1.184e-23
386.92,4.549e-2,3.024e-12,4.549e-2,1.181e-23
386.95,2.743e-2,3.025e-12,2.743e-2,1.178e-23
386.97,1.906e-2,3.025e-12,1.906e-2,1.175e-23
387,1.061e-2,3.026e-12,1.061e-2,1.172e-23
387.02,6.988e-3,3.027e-12,6.988e-3,1.169e-23
387.05,3.589e-3,3.028e-12,3.589e-3,1.166e-23
387.07,2.241e-3,3.029e-12,2.241e-3,1.163e-23
387.09,1.369e-3,3.029e-12,1.369e-3,1.161e-23
387.12,6.286e-4,3.030e-12,6.286e-4,1.157e-23
387.14,3.641e-4,3.031e-12,3.641e-4,1.155e-23
387.17,1.542e-4,3.032e-12,1.542e-4,1.151e-23
387.19,8.469e-5,3.033e-12,8.469e-5,1.149e-23
387.22,3.311e-5,3.034e-12,3.311e-5,1.145e-23
387.24,1.723e-5,3.034e-12,1.723e-5,1.143e-23
387.27,6.216e-6,3.035e-12,6.216e-6,1.139e-23
387.29,3.067e-6,3.036e-12,3.067e-6,1.137e-23
387.32,1.021e-6,3.037e-12,1.021e-6,1.133e-23
387.34,4.775e-7,3.037e-12,4.775e-7,1.131e-23
387.37,1.467e-7,3.038e-12,1.467e-7,1.127e-23
387.39,6.503e-8,3.039e-12,6.503e-8,1.125e-23
387.42,1.844e-8,3.040e-12,1.844e-8,1.121e-23
387.44,7.748e-9,3.041e-12,7.748e-9,1.119e-23
387.47,2.027e-9,3.042e-12,2.027e-9,1.115e-23
387.49,8.075e-10,3.042e-12,8.075e-10,1.113e-23
387.51,3.148e-10,3.043e-12,3.148e-10,1.111e-23
387.54,7.361e-11,3.044e-12,7.361e-11,1.107e-23
387.56,2.720e-11,3.045e-12,2.720e-11,1.105e-23
387.59,5.870e-12,3.046e-12,5.870e-12,1.101e-23
387.61,2.056e-12,3.046e-12,2.056e-12,1.099e-23
387.64,4.095e-13,3.047e-12,4.095e-13,1.095e-23
387.66,1.360e-13,3.048e-12,1.360e-13,1.093e-23
387.69,2.499e-14,3.049e-12,2.499e-14,1.089e-23
387.71,7.865e-15,3.050e-12,7.865e-15,1.087e-23
387.74,1.334e-15,3.050e-12,1.334e-15,1.083e-23
387.76,3.980e-16,3.051e-12,3.980e-16,1.081e-23
387.79,6.229e-17,3.052e-12,6.229e-17,1.077e-23
387.81,1.761e-17,3.053e-12,1.761e-17,1.075e-23
393.18,3.227e-12,3.227e-12,1.469e-17,4.317e-24
393.2,1.120e-11,1.120e-11,1.467e-17,4.293e-24
393.23,6.973e-11,6.973e-11,1.466e-17,4.257e-24
393.25,2.299e-10,2.299e-10,1.465e-17,4.233e-24
393.27,7.428e-10,7.428e-10,1.464e-17,4.209e-24
393.3,4.149e-9,4.149e-9,1.462e-17,4.173e-24
393.32,1.273e-8,1.273e-8,1.461e-17,4.149e-24
393.35,6.585e-8,6.585e-8,1.459e-17,4.113e-24
393.37,1.919e-7,1.919e-7,1.458e-17,4.089e-24
393.4,9.188e-7,9.188e-7,1.457e-17,4.054e-24
393.42,2.544e-6,2.544e-6,1.455e-17,4.030e-24
393.45,1.127e-5,1.127e-5,1.454e-17,3.994e-24
393.47,2.965e-5,2.965e-5,1.453e-17,3.970e-24
393.5,1.217e-4,1.217e-4,1.451e-17,3.934e-24
393.52,3.039e-4,3.039e-4,1.450e-17,3.910e-24
393.55,1.154e-3,1.154e-3,1.448e-17,3.874e-24
393.57,2.739e-3,2.739e-3,1.447e-17,3.850e-24
393.6,9.631e-3,9.631e-3,1.446e-17,3.814e-24
393.62,2.171e-2,2.171e-2,1.445e-17,3.790e-24
393.65,7.066e-2,7.066e-2,1.443e-17,3.754e-24
393.67,1.513e-1,1.513e-1,1.442e-17,3.730e-24
393.69,3.172e-1,3.172e-1,1.441e-17,3.706e-24
393.72,9.270e-1,9.270e-1,1.439e-17,3.670e-24
393.74,1.847e+0,1.847e+0,1.438e-17,3.646e-24
393.77,4.995e+0,4.995e+0,1.436e-17,3.611e-24
393.79,9.452e+0,9.452e+0,1.435e-17,3.587e-24
393.82,2.367e+1,2.367e+1,1.434e-17,3.551e-24
393.84,4.254e+1,4.254e+1,1.433e-17,3.527e-24
393.87,9.863e+1,9.863e+1,1.431e-17,3.491e-24
393.89,1.684e+2,1.684e+2,1.430e-17,3.467e-24
393.92,3.614e+2,3.614e+2,1.428e-17,3.431e-24
393.94,5.861e+2,5.861e+2,1.427e-17,3.407e-24
393.97,1.165e+3,1.165e+3,1.425e-17,3.371e-24
393.99,1.794e+3,1.794e+3,1.424e-17,3.347e-24
394.02,3.299e+3,3.299e+3,1.423e-17,3.311e-24
394.04,4.828e+3,4.828e+3,1.422e-17,3.287e-24
394.07,8.221e+3,8.221e+3,1.420e-17,3.251e-24
394.09,1.142e+4,1.142e+4,1.419e-17,3.227e-24
394.12,1.801e+4,1.801e+4,1.417e-17,3.192e-24
394.14,2.378e+4,2.378e+4,1.416e-17,3.168e-24
394.16,3.075e+4,3.075e+4,1.415e-17,3.144e-24
394.19,4.351e+4,4.351e+4,1.413e-17,3.108e-24
394.21,5.345e+4,5.345e+4,1.412e-17,3.084e-24
394.24,7.001e+4,7.001e+4,1.411e-17,3.048e-24
394.26,8.169e+4,8.169e+4,1.410e-17,3.024e-24
394.29,9.907e+4,9.907e+4,1.408e-17,2.988e-24
394.31,1.098e+5,1.098e+5,1.407e-17,2.964e-24
394.34,1.233e+5,1.233e+5,1.405e-17,2.928e-24
394.36,1.298e+5,1.298e+5,1.404e-17,2.904e-24
394.39,1.349e+5,1.349e+5,1.403e-17,2.868e-24
394.41,1.349e+5,1.349e+5,1.401e-17,2.844e-24
394.44,1.298e+5,1.298e+5,1.400e-17,2.808e-24
394.46,1.233e+5,1.233e+5,1.399e-17,2.784e-24
394.49,1.098e+5,1.098e+5,1.397e-17,2.749e-24
394.51,9.907e+4,9.907e+4,1.396e-17,2.725e-24
394.54,8.169e+4,8.169e+4,1.394e-17,2.689e-24
394.56,7.001e+4,7.001e+4,1.393e-17,2.665e-24
394.58,5.878e+4,5.878e+4,1.392e-17,2.641e-24
394.61,4.351e+4,4.351e+4,1.391e-17,2.605e-24
394.63,3.470e+4,3.470e+4,1.389e-17,2.581e-24
394.66,2.378e+4,2.378e+4,1.388e-17,2.545e-24
394.68,1.801e+4,1.801e+4,1.387e-17,2.521e-24
394.71,1.142e+4,1.142e+4,1.385e-17,2.485e-24
394.73,8.221e+3,8.221e+3,1.384e-17,2.461e-24
394.76,4.828e+3,4.828e+3,1.382e-17,2.425e-24
394.78,3.299e+3,3.299e+3,1.381e-17,2.401e-24
394.81,1.794e+3,1.794e+3,1.380e-17,2.365e-24
394.83,1.165e+3,1.165e+3,1.379e-17,2.341e-24
394.86,5.861e+2,5.861e+2,1.377e-17,2.306e-24
394.88,3.614e+2,3.614e+2,1.376e-17,2.282e-24
394.91,1.684e+2,1.684e+2,1.374e-17,2.246e-24
394.93,9.863e+1,9.863e+1,1.373e-17,2.222e-24
394.96,4.254e+1,4.254e+1,1.371e-17,2.186e-24
394.98,2.367e+1,2.367e+1,1.370e-17,2.162e-24
395.01,9.452e+0,9.452e+0,1.369e-17,2.126e-24
395.03,4.995e+0,4.995e+0,1.368e-17,2.102e-24
395.05,2.586e+0,2.586e+0,1.367e-17,2.078e-24
395.08,9.270e-1,9.270e-1,1.365e-17,2.042e-24
395.1,4.559e-1,4.559e-1,1.364e-17,2.018e-24
395.13,1.513e-1,1.513e-1,1.362e-17,1.982e-24
395.15,7.066e-2,7.066e-2,1.361e-17,1.958e-24
395.18,2.172e-2,2.172e-2,1.359e-17,1.922e-24
395.2,9.658e-3,9.658e-3,1.358e-17,1.898e-24
395.23,2.852e-3,2.852e-3,1.357e-17,1.863e-24
395.25,1.442e-3,1.442e-3,1.356e-17,1.839e-24
395.28,1.416e-3,1.416e-3,1.354e-17,1.803e-24
395.3,2.794e-3,2.794e-3,1.353e-17,1.779e-24
395.33,9.612e-3,9.612e-3,1.351e-17,1.743e-24
395.35,2.190e-2,2.190e-2,1.350e-17,1.719e-24
395.38,7.270e-2,7.270e-2,1.349e-17,1.683e-24
395.4,1.578e-1,1.578e-1,1.347e-17,1.659e-24
395.43,4.855e-1,4.855e-1,1.346e-17,1.623e-24
395.45,1.001e+0,1.001e+0,1.345e-17,1.599e-24
395.47,2.023e+0,2.023e+0,1.344e-17,1.575e-24
395.5,5.594e+0,5.594e+0,1.342e-17,1.539e-24
395.52,1.074e+1,1.074e+1,1.341e-17,1.515e-24
395.55,2.751e+1,2.751e+1,1.339e-17,1.479e-24
395.57,5.021e+1,5.021e+1,1.338e-17,1.455e-24
395.6,1.191e+2,1.191e+2,1.337e-17,1.420e-24
395.62,2.066e+2,2.066e+2,1.335e-17,1.396e-24
395.65,4.541e+2,4.541e+2,1.334e-17,1.360e-24
395.67,7.484e+2,7.484e+2,1.333e-17,1.336e-24
395.7,1.524e+3,1.524e+3,1.331e-17,1.300e-24
395.72,2.387e+3,2.387e+3,1.330e-17,1.276e-24
395.75,4.502e+3,4.502e+3,1.328e-17,1.240e-24
395.77,6.700e+3,6.700e+3,1.327e-17,1.216e-24
395.8,1.171e+4,1.171e+4,1.326e-17,1.180e-24
395.82,1.656e+4,1.656e+4,1.325e-17,1.156e-24
395.85,2.681e+4,2.681e+4,1.323e-17,1.120e-24
395.87,3.603e+4,3.603e+4,1.322e-17,1.096e-24
395.89,4.745e+4,4.745e+4,1.321e-17,1.072e-24
395.92,6.901e+4,6.901e+4,1.319e-17,1.036e-24
395.94,8.636e+4,8.636e+4,1.318e-17,1.012e-24
395.97,1.164e+5,1.164e+5,1.316e-17,9.766e-25
395.99,1.384e+5,1.384e+5,1.315e-17,9.526e-25
396.02,1.727e+5,1.727e+5,1.314e-17,9.167e-25
396.04,1.952e+5,1.952e+5,1.313e-17,8.928e-25
396.07,2.258e+5,2.258e+5,1.311e-17,8.568e-25
396.09,2.425e+5,2.425e+5,1.310e-17,8.329e-25
396.12,2.597e+5,2.597e+5,1.308e-17,7.970e-25
396.14,2.651e+5,2.651e+5,1.307e-17,7.730e-25
396.17,2.631e+5,2.631e+5,1.305e-17,7.371e-25
396.19,2.551e+5,2.551e+5,1.304e-17,7.132e-25
396.22,2.346e+5,2.346e+5,1.303e-17,6.772e-25
396.24,2.162e+5,2.162e+5,1.302e-17,6.533e-25
396.27,1.841e+5,1.841e+5,1.300e-17,6.174e-25
396.29,1.613e+5,1.613e+5,1.299e-17,5.934e-25
396.32,1.272e+5,1.272e+5,1.297e-17,5.575e-25
396.34,1.059e+5,1.059e+5,1.296e-17,5.336e-25
396.36,8.636e+4,8.636e+4,1.295e-17,5.096e-25
396.39,6.122e+4,6.122e+4,1.293e-17,4.737e-25
396.41,4.745e+4,4.745e+4,1.292e-17,4.498e-25
396.44,3.116e+4,3.116e+4,1.291e-17,4.138e-25
396.46,2.295e+4,2.295e+4,1.290e-17,3.899e-25
396.49,1.396e+4,1.396e+4,1.288e-17,3.540e-25
396.51,9.770e+3,9.770e+3,1.287e-17,3.300e-25
396.54,5.506e+3,5.506e+3,1.285e-17,2.941e-25
396.56,3.662e+3,3.662e+3,1.284e-17,2.702e-25
396.59,1.912e+3,1.912e+3,1.283e-17,2.343e-25
396.61,1.208e+3,1.208e+3,1.281e-17,2.103e-25
396.64,5.844e+2,5.844e+2,1.280e-17,1.744e-25
396.66,3.510e+2,3.510e+2,1.279e-17,1.504e-25
396.69,1.573e+2,1.573e+2,1.277e-17,1.145e-25
396.71,8.977e+1,8.977e+1,1.276e-17,9.059e-26
396.74,3.726e+1,3.726e+1,1.274e-17,5.467e-26
396.76,2.021e+1,2.021e+1,1.273e-17,3.072e-26
396.78,1.074e+1,1.074e+1,1.272e-17,6.778e-27
396.81,4.006e+0,4.006e+0,1.271e-17,5.898e-26
396.83,2.023e+0,2.023e+0,1.269e-17,1.967e-25
396.86,6.990e-1,6.990e-1,1.268e-17,1.154e-24
396.88,3.355e-1,3.355e-1,1.267e-17,3.660e-24
396.91,1.074e-1,1.074e-1,1.265e-17,1.991e-23
396.93,4.897e-2,4.897e-2,1.264e-17,6.004e-23
396.96,1.452e-2,1.452e-2,1.262e-17,3.027e-22
396.98,6.293e-3,6.293e-3,1.261e-17,8.680e-22
397.01,1.728e-3,1.728e-3,1.260e-17,4.058e-21
397.03,7.119e-4,7.119e-4,1.259e-17,1.106e-20
397.06,1.811e-4,1.811e-4,1.257e-17,4.795e-20
397.08,7.090e-5,7.090e-5,1.256e-17,1.243e-19
397.11,1.671e-5,1.671e-5,1.254e-17,4.994e-19
397.13,6.216e-6,6.216e-6,1.253e-17,1.231e-18
397.16,1.357e-6,1.357e-6,1.251e-17,4.585e-18
397.18,4.798e-7,4.798e-7,1.250e-17,1.074e-17
397.21,9.705e-8,9.705e-8,1.249e-17,3.711e-17
397.23,3.260e-8,3.260e-8,1.248e-17,8.269e-17
397.25,1.073e-8,1.073e-8,1.247e-17,1.806e-16
397.28,1.950e-9,1.950e-9,1.245e-17,5.609e-16
397.3,6.100e-10,6.100e-10,1.244e-17,1.165e-15
397.33,1.027e-10,1.027e-10,1.242e-17,3.354e-15
397.35,3.053e-11,3.053e-11,1.241e-17,6.622e-15
397.38,1.768e-14,3.052e-11,1.239e-17,1.768e-14
397.4,3.319e-14,3.052e-11,1.238e-17,3.319e-14
397.43,8.217e-14,3.052e-11,1.237e-17,8.217e-14
397.45,1.466e-13,3.052e-11,1.236e-17,1.466e-13
397.48,3.366e-13,3.051e-11,1.234e-17,3.366e-13
397.5,5.711e-13,3.051e-11,1.233e-17,5.711e-13
397.53,1.215e-12,3.051e-11,1.231e-17,1.215e-12
397.55,1.961e-12,3.051e-11,1.230e-17,1.961e-12
397.58,3.869e-12,3.050e-11,1.229e-17,3.869e-12
397.6,5.935e-12,3.050e-11,1.227e-17,5.935e-12
397.63,1.086e-11,3.050e-11,1.226e-17,1.086e-11
397.65,1.583e-11,3.050e-11,1.225e-17,1.583e-11
397.67,2.263e-11,3.049e-11,1.224e-17,2.263e-11
397.7,3.724e-11,3.049e-11,1.222e-17,3.724e-11
397.72,5.061e-11,3.049e-11,1.221e-17,5.061e-11
397.75,7.721e-11,3.048e-11,1.219e-17,7.721e-11
397.77,9.977e-11,3.048e-11,1.218e-17,9.977e-11
397.8,1.411e-10,3.048e-11,1.217e-17,1.411e-10
397.82,1.734e-10,3.048e-11,1.215e-17,1.734e-10
397.85,2.274e-10,3.047e-11,1.214e-17,2.274e-10
397.87,2.656e-10,3.047e-11,1.213e-17,2.656e-10
397.9,3.229e-10,3.047e-11,1.211e-17,3.229e-10
397.92,3.587e-10,3.047e-11,1.210e-17,3.587e-10
397.95,4.043e-10,3.046e-11,1.208e-17,4.043e-10
397.97,4.270e-10,3.046e-11,1.207e-17,4.270e-10
398,4.462e-10,3.046e-11,1.206e-17,4.462e-10
398.02,4.480e-10,3.046e-11,1.205e-17,4.480e-10
398.05,4.341e-10,3.045e-11,1.203e-17,4.341e-10
398.07,4.145e-10,3.045e-11,1.202e-17,4.145e-10
398.1,3.723e-10,3.045e-11,1.200e-17,3.723e-10
398.12,3.380e-10,3.045e-11,1.199e-17,3.380e-10
398.14,3.007e-10,3.044e-11,1.198e-17,3.007e-10
398.17,2.430e-10,3.044e-11,1.196e-17,2.430e-10
398.19,2.055e-10,3.044e-11,1.195e-17,2.055e-10
398.22,1.540e-10,3.044e-11,1.194e-17,1.540e-10
398.24,1.238e-10,3.043e-11,1.193e-17,1.238e-10
398.27,8.601e-11,3.043e-11,1.191e-17,8.601e-11
398.29,6.577e-11,3.043e-11,1.190e-17,6.577e-11
398.32,4.235e-11,3.043e-11,1.188e-17,4.235e-11
398.34,3.080e-11,3.042e-11,1.187e-17,3.080e-11
398.37,1.839e-11,3.042e-11,1.185e-17,1.839e-11
398.39,1.271e-11,3.042e-11,4.394e-17,1.271e-11
398.42,7.036e-12,3.041e-11,2.612e-16,7.036e-12
