wavelength,intensity
298.72,2.994e-26
298.75,4.1320000000000002e-25
298.77,3.415e-23
298.8,4.671999999999999e-22
298.82,4.586e-21
298.85,5.786e-20
298.87,3.034e-19
298.9,3.466e-18
298.92,1.7e-17
298.95,1.758e-16
298.97,8.072e-16
299.0,7.555e-15
299.02,3.245e-14
299.05,2.749e-13
299.07,1.105e-12
299.1,8.468e-12
299.12,3.184e-11
299.15,2.208e-10
299.17,7.764e-10
299.2,4.871e-09
299.22,1.602e-08
299.25,9.09e-08
299.27,2.796e-07
299.29,8.375e-07
299.32,4.127e-06
299.34,1.156e-05
299.37,5.15e-05
299.39,0.0001348
299.42,0.000543
299.44,0.001329
299.47,0.004838
299.49,0.01107
299.52,0.03641
299.54,0.07786
299.57,0.2314
299.59,0.4625
299.62,1.242
299.64,2.319
299.67,5.625
299.69,9.817
299.72,21.51
299.74,35.06
299.77,69.37
299.79,105.7
299.82,188.8
299.84,268.7
299.87,433.6
299.89,576.5
299.92,840.1
299.94,1044.0
299.97,1374.0
299.99,1595.0
300.02,1897.0
300.04,2059.0
300.07,2215.0
300.09,2250.0
300.12,2194.0
300.14,2089.0
300.16,1940.0
300.19,1661.0
300.21,1455.0
300.24,1147.0
300.26,956.3
300.29,707.5
300.31,570.6
300.34,409.0
300.36,328.1
300.39,240.8
300.41,201.8
300.44,167.1
300.46,158.2
300.49,165.4
300.51,184.5
300.54,237.1
300.56,289.9
300.59,398.2
300.61,490.1
300.64,655.4
300.66,780.2
300.69,979.1
300.71,1111.0
300.74,1293.0
300.76,1393.0
300.79,1499.0
300.81,1535.0
300.84,1532.0
300.86,1494.0
300.89,1392.0
300.91,1301.0
300.94,1140.0
300.96,1026.0
300.99,854.2
301.01,744.6
301.04,593.9
301.06,504.7
301.08,425.4
301.11,325.0
301.13,269.7
301.16,202.4
301.18,166.5
301.21,123.6
301.23,101.0
301.26,74.53
301.28,61.07
301.31,46.37
301.33,40.0
301.36,35.43
301.38,35.73
301.41,41.3
301.43,48.52
301.46,64.72
301.48,79.13
301.51,106.1
301.53,127.5
301.56,164.8
301.58,193.2
301.61,241.8
301.63,279.7
301.66,349.9
301.68,411.0
301.71,540.0
301.73,664.8
301.76,944.1
301.78,1217.0
301.81,1807.0
301.83,2350.0
301.86,3429.0
301.88,4336.0
301.91,5957.0
301.93,7173.0
301.95,8445.0
301.98,10320.0
302.0,11440.0
302.03,12750.0
302.05,13270.0
302.08,13450.0
302.1,13140.0
302.13,12100.0
302.15,11100.0
302.18,9299.0
302.2,8019.0
302.23,6149.0
302.25,5019.0
302.28,3587.0
302.3,2832.0
302.33,2002.0
302.35,1632.0
302.38,1305.0
302.4,1209.0
302.43,1195.0
302.45,1245.0
302.48,1364.0
302.5,1452.0
302.53,1563.0
302.55,1610.0
302.58,1621.0
302.6,1585.0
302.63,1468.0
302.65,1355.0
302.68,1149.0
302.7,1001.0
302.73,781.0
302.75,646.8
302.78,476.2
302.8,386.9
302.82,318.1
302.85,251.1
302.87,227.5
302.9,216.4
302.92,220.5
302.95,236.3
302.97,249.2
303.0,266.8
303.02,275.0
303.05,279.8
303.07,277.5
303.1,265.8
303.12,253.2
303.15,228.7
303.17,209.6
303.2,178.6
303.22,157.5
303.25,126.8
303.27,107.8
303.3,83.13
303.32,69.93
303.35,56.57
303.37,53.07
303.4,58.6
303.42,71.59
303.45,109.8
303.47,151.2
303.5,242.9
303.52,326.8
303.55,489.4
303.57,621.3
303.6,846.6
303.62,1007.0
303.65,1243.0
303.67,1384.0
303.69,1501.0
303.72,1612.0
303.74,1637.0
303.77,1594.0
303.79,1517.0
303.82,1345.0
303.84,1205.0
303.87,983.2
303.89,840.3
303.92,651.6
303.94,549.7
303.97,437.3
303.99,388.9
304.02,350.5
304.04,343.2
304.07,350.7
304.09,362.8
304.12,383.6
304.14,395.4
304.17,404.8
304.19,403.9
304.22,390.5
304.24,374.1
304.27,340.6
304.29,314.4
304.32,273.9
304.34,248.9
304.37,219.3
304.39,207.7
304.42,207.8
304.44,222.9
304.47,274.5
304.49,332.4
304.52,461.9
304.54,580.0
304.56,725.1
304.59,991.1
304.61,1195.0
304.64,1524.0
304.66,1743.0
304.69,2039.0
304.71,2195.0
304.74,2339.0
304.76,2363.0
304.79,2286.0
304.81,2165.0
304.84,1899.0
304.86,1684.0
304.89,1339.0
304.91,1112.0
304.94,801.5
304.96,624.0
304.99,408.9
305.01,299.4
305.04,180.4
305.06,126.2
305.09,73.58
305.11,52.6
305.14,35.39
305.16,30.39
305.19,28.89
305.21,30.48
305.24,35.2
305.26,39.39
305.29,46.85
305.31,52.62
305.34,62.94
305.36,71.49
305.39,88.37
305.41,103.6
305.43,123.5
305.46,165.3
305.48,203.7
305.51,281.9
305.53,350.5
305.56,481.8
305.58,589.4
305.61,780.3
305.63,925.4
305.66,1164.0
305.68,1331.0
305.71,1586.0
305.73,1753.0
305.76,1985.0
305.78,2121.0
305.81,2286.0
305.83,2362.0
