wavelength,intensity
298.84,4.378e-24
298.86,3.3029999999999996e-23
298.89,5.319e-22
298.91,3.4420000000000004e-21
298.94,4.968e-20
298.96,2.832e-19
298.98,1.565e-18
299.01,1.919e-17
299.03,9.82e-17
299.06,1.073e-15
299.08,5.086e-15
299.11,4.959e-14
299.13,2.179e-13
299.16,1.898e-12
299.18,7.738e-12
299.21,6.025e-11
299.23,2.281e-10
299.26,1.589e-09
299.28,5.588e-09
299.31,3.487e-08
299.33,1.139e-07
299.36,6.366e-07
299.38,1.933e-06
299.41,9.674e-06
299.43,2.728e-05
299.46,0.0001223
299.48,0.0003203
299.51,0.001284
299.53,0.003121
299.56,0.01118
299.58,0.02521
299.61,0.08064
299.63,0.1685
299.66,0.4807
299.68,0.9305
299.71,2.365
299.73,4.237
299.76,9.585
299.78,15.89
299.81,31.98
299.83,49.04
299.85,72.88
299.88,124.6
299.9,171.3
299.93,260.8
299.95,332.4
299.98,452.1
300.0,535.3
300.03,654.5
300.05,723.9
300.08,804.2
300.1,838.6
300.13,860.7
300.15,857.0
300.18,828.7
300.2,797.5
300.23,736.4
300.25,687.9
300.28,605.7
300.3,546.1
300.33,452.8
300.35,390.6
300.38,302.2
300.4,249.4
300.43,183.4
300.45,149.5
300.48,115.1
300.5,102.9
300.53,100.3
300.55,108.4
300.58,134.4
300.6,160.4
300.63,210.7
300.65,250.5
300.68,315.8
300.7,360.6
300.73,423.9
300.75,460.4
300.77,490.0
300.8,518.2
300.82,525.0
300.85,517.3
300.87,501.5
300.9,464.6
300.92,433.6
300.95,381.4
300.97,344.9
301.0,290.8
301.02,256.7
301.05,210.2
301.07,182.9
301.1,147.9
301.12,128.2
301.15,103.4
301.17,89.37
301.2,71.04
301.22,60.27
301.25,46.02
301.27,37.8
301.3,27.62
301.32,22.44
301.35,17.37
301.37,15.93
301.4,16.99
301.42,20.02
301.45,28.48
301.47,37.0
301.5,54.51
301.52,69.48
301.55,96.76
301.57,117.8
301.6,152.3
301.62,176.2
301.64,200.0
301.67,234.2
301.69,255.8
301.72,288.7
301.74,314.3
301.77,368.6
301.79,424.3
301.82,556.5
301.84,689.2
301.87,973.7
301.89,1227.0
301.92,1699.0
301.94,2063.0
301.97,2642.0
301.99,3015.0
302.02,3490.0
302.04,3711.0
302.07,3850.0
302.09,3803.0
302.12,3531.0
302.14,3238.0
302.17,2693.0
302.19,2299.0
302.22,1723.0
302.24,1380.0
302.27,953.9
302.29,736.9
302.32,508.3
302.34,413.3
302.37,340.5
302.39,328.4
302.42,349.5
302.44,381.7
302.47,444.6
302.49,489.2
302.52,548.6
302.54,577.1
302.56,592.8
302.59,588.2
302.61,565.9
302.64,507.4
302.66,456.1
302.69,370.7
302.71,314.0
302.74,238.4
302.76,198.2
302.79,157.1
302.81,143.0
302.84,140.3
302.86,148.7
302.89,171.8
302.91,190.8
302.94,218.8
302.96,234.0
302.99,247.8
303.01,249.6
303.04,241.2
303.06,229.0
303.09,203.4
303.11,183.4
303.14,152.0
303.16,131.5
303.19,103.2
303.21,86.54
303.24,65.06
303.26,53.12
303.29,38.57
303.31,30.95
303.34,22.4
303.36,18.57
303.39,15.72
303.41,16.05
303.44,20.83
303.46,27.77
303.48,38.63
303.51,64.29
303.53,88.91
303.56,138.5
303.58,179.9
