wavelength,intensity
298.97,7.606e-27
299.0,2.873e-25
299.02,2.785e-24
299.05,8.058e-23
299.07,7.045999999999999e-22
299.1,1.6820000000000002e-20
299.12,1.322e-19
299.15,2.691e-18
299.17,1.904e-17
299.2,3.315e-16
299.22,2.115e-15
299.25,3.155e-14
299.27,1.818e-13
299.29,1.006e-12
299.32,1.214e-11
299.34,6.076e-11
299.37,6.315e-10
299.39,2.862e-09
299.42,2.563e-08
299.44,1.052e-07
299.47,8.111e-07
299.49,3.012e-06
299.52,1.998e-05
299.54,6.705e-05
299.57,0.0003818
299.59,0.001157
299.62,0.00564
299.64,0.01539
299.67,0.06413
299.69,0.1575
299.72,0.5592
299.74,1.234
299.77,3.728
299.79,7.38
299.82,18.94
299.84,33.62
299.87,73.22
299.89,116.4
299.92,215.0
299.94,306.2
299.97,479.3
299.99,611.6
300.02,812.3
300.04,930.2
300.07,1053.0
300.09,1087.0
300.12,1062.0
300.14,1000.0
300.16,914.5
300.19,764.0
300.21,663.5
300.24,528.0
300.26,451.0
300.29,353.8
300.31,298.6
300.34,226.6
300.36,185.0
300.39,133.3
300.41,107.1
300.44,83.07
300.46,78.68
300.49,92.62
300.51,117.5
300.54,181.2
300.56,241.9
300.59,357.7
300.61,447.1
300.64,587.4
300.66,676.5
300.69,789.3
300.71,844.5
300.74,892.7
300.76,902.4
300.79,888.6
300.81,864.7
300.84,813.7
300.86,772.7
300.89,703.2
300.91,652.1
300.94,568.4
300.96,508.6
300.99,416.0
301.01,355.2
301.03,297.9
301.06,223.0
301.08,182.4
301.11,135.6
301.13,112.6
301.16,86.81
301.18,73.32
301.21,56.09
301.23,45.88
301.26,32.32
301.28,24.65
301.31,15.63
301.33,11.4
301.36,7.691
301.38,6.934
301.41,8.382
301.43,11.2
301.46,18.68
301.48,26.17
301.51,41.78
301.53,55.36
301.56,80.55
301.58,100.3
301.61,133.2
301.63,156.1
301.66,189.1
301.68,208.6
301.71,232.2
301.73,244.4
301.76,263.0
301.78,282.3
301.81,341.7
301.83,418.6
301.86,625.9
301.88,848.3
301.9,1153.0
301.93,1776.0
301.95,2291.0
301.98,3147.0
302.0,3711.0
302.03,4412.0
302.05,4707.0
302.08,4805.0
302.1,4626.0
302.13,4047.0
302.15,3517.0
302.18,2642.0
302.2,2078.0
302.23,1353.0
302.25,976.4
302.28,577.6
302.3,409.2
302.33,268.2
302.35,228.6
302.38,224.0
302.4,246.9
302.43,309.8
302.45,366.5
302.48,465.3
302.5,533.2
302.53,622.1
302.55,662.6
302.58,681.4
302.6,662.6
302.63,590.9
302.65,521.3
302.68,401.8
302.7,322.4
302.73,217.8
302.75,163.0
302.77,122.1
302.8,86.52
302.82,78.66
302.85,86.71
302.87,102.5
302.9,136.0
302.92,161.2
302.95,196.1
302.97,213.9
303.0,227.8
303.02,227.7
303.05,214.7
303.07,199.5
303.1,171.4
303.12,151.4
303.15,122.5
303.17,104.7
303.2,80.76
303.22,66.71
303.25,48.5
303.27,38.33
303.3,26.06
303.32,19.82
303.35,13.12
303.37,10.23
303.4,8.031
303.42,8.049
303.45,11.01
303.47,15.9
303.5,30.38
303.52,47.19
303.55,87.97
303.57,128.2
303.6,210.2
303.62,278.1
303.64,352.8
303.67,465.7
303.69,531.1
303.72,596.7
303.74,611.0
303.77,584.3
303.79,538.0
303.82,440.3
303.84,367.1
303.87,262.6
303.89,204.0
303.92,138.7
303.94,110.9
303.97,89.58
303.99,86.26
304.02,92.86
304.04,102.6
304.07,121.8
304.09,135.8
304.12,155.9
304.14,166.8
304.17,176.9
304.19,178.2
304.22,171.7
304.24,162.0
304.27,141.5
304.29,125.5
304.32,100.9
304.34,85.45
304.37,65.68
304.39,55.37
304.42,44.89
304.44,41.59
304.47,43.4
304.49,50.47
304.51,64.0
304.54,101.0
304.56,140.5
304.59,227.4
304.61,305.4
304.64,448.8
304.66,555.4
304.69,712.2
304.71,800.3
304.74,883.4
304.76,896.2
304.79,847.1
304.81,774.4
304.84,626.1
304.86,515.9
304.89,357.6
304.91,266.6
304.94,160.1
304.96,109.4
304.99,59.11
305.01,38.84
305.04,21.56
305.06,15.63
305.09,11.38
305.11,10.34
305.14,10.32
305.16,11.05
305.19,13.05
305.21,14.89
305.24,18.15
305.26,20.43
305.29,23.66
305.31,25.57
305.34,28.19
305.36,29.99
305.39,33.46
305.41,36.75
305.43,41.27
305.46,51.46
305.48,61.56
305.51,84.37
305.53,106.9
305.56,155.9
305.58,201.0
305.61,289.3
305.63,360.8
305.66,480.8
305.68,563.9
305.71,682.2
305.73,751.7
305.76,836.6
305.78,879.9
305.81,925.6
305.83,943.6
305.86,948.6
305.88,933.9
305.91,878.7
305.93,818.4
305.96,697.1
305.98,602.1
306.01,453.8
306.03,360.2
306.06,239.8
306.08,176.5
306.11,107.8
306.13,77.47
306.16,49.38
306.18,38.86
306.21,30.41
306.23,27.56
306.26,25.24
306.28,24.41
306.3,24.11
306.33,25.49
306.35,28.75
306.38,40.43
306.4,55.51
306.43,95.06
306.45,136.4
306.48,225.8
306.5,304.6
306.53,447.2
306.55,552.2
306.58,707.7
306.6,798.4
306.63,895.5
306.65,926.1
306.68,914.8
306.7,870.9
306.73,762.0
306.75,670.0
306.78,521.1
306.8,424.0
306.83,294.1
306.85,222.4
306.88,140.2
306.9,102.0
306.93,67.01
306.95,56.98
306.98,59.78
307.0,73.12
307.03,110.9
307.05,148.8
307.08,226.1
307.1,291.4
307.13,408.0
307.15,494.9
307.17,585.0
307.2,715.2
307.22,790.6
307.25,873.8
307.27,905.0
307.3,916.7
307.32,908.2
307.35,892.1
307.37,894.6
307.4,943.3
307.42,1018.0
307.45,1214.0
307.47,1419.0
307.5,1897.0
307.52,2396.0
307.55,3583.0
307.57,4786.0
307.6,7396.0
307.62,9720.0
307.65,13960.0
307.67,17070.0
307.7,21550.0
307.72,23970.0
307.75,26090.0
307.77,26230.0
307.8,24520.0
307.82,22290.0
307.85,17950.0
307.87,14830.0
307.9,10490.0
307.92,8112.0
307.95,5646.0
307.97,4830.0
308.0,4943.0
308.02,5952.0
308.04,7731.0
308.07,11800.0
308.09,15330.0
308.12,21380.0
308.14,25460.0
308.17,30730.0
308.19,33120.0
308.22,34290.0
308.24,33330.0
308.27,29540.0
308.29,25870.0
308.32,19620.0
308.34,15490.0
308.37,10050.0
308.39,7157.0
308.42,3988.0
308.44,2572.0
308.47,1244.0
308.49,739.2
308.52,339.3
308.54,223.9
308.57,189.3
308.59,234.1
308.62,388.3
308.64,547.5
308.67,864.7
308.69,1117.0
308.72,1517.0
308.74,1766.0
308.77,2052.0
308.79,2155.0
308.82,2153.0
308.84,2051.0
308.87,1789.0
308.89,1581.0
308.91,1385.0
308.94,1203.0
308.96,1231.0
308.99,1677.0
