wavelength,intensity
299.0,5.094e-28
299.02,6.014e-27
299.05,2.4810000000000003e-25
299.07,2.613e-24
299.1,8.36e-23
299.12,7.841e-22
299.15,2.0610000000000003e-20
299.17,1.719e-19
299.2,3.792e-18
299.22,2.815e-17
299.25,5.225e-16
299.27,3.461e-15
299.29,2.191e-14
299.32,3.211e-13
299.34,1.819e-12
299.37,2.26e-11
299.39,1.148e-10
299.42,1.213e-09
299.44,5.536e-09
299.47,4.982e-08
299.49,2.043e-07
299.52,1.566e-06
299.54,5.771e-06
299.57,3.764e-05
299.59,0.0001245
299.62,0.0006891
299.64,0.002041
299.67,0.00956
299.69,0.0253
299.72,0.09997
299.74,0.2359
299.77,0.7838
299.79,1.646
299.82,4.588
299.84,8.563
299.87,19.97
299.89,33.1
299.92,64.52
299.94,94.84
299.97,154.5
299.99,201.4
300.02,274.2
300.04,317.6
300.07,363.4
300.09,376.1
300.12,366.6
300.14,344.3
300.16,313.6
300.19,261.4
300.21,227.7
300.24,183.7
300.26,159.0
300.29,127.3
300.31,108.4
300.34,82.35
300.36,66.64
300.39,46.58
300.41,36.26
300.44,26.32
300.46,23.83
300.49,27.14
300.51,34.66
300.54,55.07
300.56,75.19
300.59,114.5
300.61,145.5
300.64,194.6
300.66,225.8
300.69,265.3
300.71,284.3
300.74,300.3
300.76,303.1
300.79,297.6
300.81,289.0
300.84,271.4
300.86,257.6
300.89,234.5
300.91,217.6
300.94,189.7
300.96,169.6
300.99,138.1
301.01,117.2
301.03,97.66
301.06,72.43
301.08,59.06
301.11,44.15
301.13,37.04
301.16,29.09
301.18,24.8
301.21,19.01
301.23,15.42
301.26,10.56
301.28,7.811
301.31,4.641
301.33,3.19
301.36,1.952
301.38,1.704
301.41,2.179
301.43,3.113
301.46,5.647
301.48,8.256
301.51,13.86
301.53,18.87
301.56,28.42
301.58,36.11
301.61,49.19
301.63,58.44
301.66,71.86
301.68,79.61
301.71,88.2
301.73,91.72
301.76,95.1
301.78,98.3
301.81,111.4
301.83,131.5
301.86,192.2
301.88,261.8
301.9,361.1
301.93,572.4
301.95,752.5
301.98,1060.0
302.0,1266.0
302.03,1526.0
302.05,1636.0
302.08,1671.0
302.1,1603.0
302.13,1385.0
302.15,1189.0
302.18,870.5
302.2,670.6
302.23,421.0
