wavelength,intensity
298.9,1.285e-24
298.92,1.009e-23
298.95,1.9869999999999997e-22
298.97,1.396e-21
299.0,2.401e-20
299.02,1.528e-19
299.05,2.291e-18
299.07,1.331e-17
299.1,1.742e-16
299.12,9.247e-16
299.15,1.057e-14
299.17,5.124e-14
299.2,5.117e-13
299.22,2.269e-12
299.25,1.983e-11
299.27,8.047e-11
299.3,6.159e-10
299.32,2.29e-09
299.35,1.538e-08
299.37,5.244e-08
299.4,3.097e-07
299.42,9.697e-07
299.45,5.044e-06
299.47,1.452e-05
299.49,4.046e-05
299.52,0.0001768
299.54,0.0004537
299.57,0.001754
299.59,0.00415
299.62,0.01421
299.64,0.031
299.67,0.09401
299.69,0.1891
299.72,0.5077
299.74,0.9412
299.77,2.234
299.79,3.813
299.82,7.993
299.84,12.56
299.87,23.24
299.89,33.61
299.92,55.0
299.94,73.4
299.97,106.8
299.99,132.3
300.02,173.6
300.04,202.0
300.07,244.2
300.09,271.6
300.12,310.7
300.14,335.1
300.17,367.7
300.19,385.0
300.22,400.2
300.24,400.8
300.27,384.4
300.29,361.8
300.32,313.0
300.34,273.6
300.36,231.9
300.39,170.9
300.41,134.6
300.44,90.03
300.46,67.78
300.49,45.27
300.51,36.71
300.54,31.86
300.56,33.04
300.59,40.11
300.61,47.72
300.64,62.5
300.66,73.96
300.69,92.26
300.71,104.3
300.74,120.7
300.76,129.6
300.79,138.6
300.81,141.5
300.84,140.7
300.86,137.2
300.89,128.2
300.91,120.4
300.94,106.8
300.96,97.1
300.99,82.55
301.01,73.25
301.04,60.52
301.06,53.07
301.09,43.61
301.11,38.37
301.14,31.77
301.16,27.96
301.19,22.78
301.21,19.55
301.24,15.01
301.26,12.25
301.28,9.772
301.31,6.745
301.33,5.27
301.36,3.982
301.38,3.803
301.41,4.713
301.43,6.257
301.46,10.36
301.48,14.58
301.51,23.67
301.53,31.83
301.56,47.35
301.58,59.69
301.61,80.18
301.63,94.19
301.66,113.6
301.68,124.3
301.71,135.6
301.73,139.8
301.76,143.0
301.78,145.3
301.81,155.2
301.83,170.3
301.86,213.2
301.88,259.1
301.91,356.9
301.93,440.4
301.96,585.0
301.98,685.9
302.01,824.8
302.03,897.1
302.06,957.8
302.08,960.1
302.11,905.8
302.13,836.3
302.15,747.6
302.18,595.9
302.2,493.8
302.23,354.8
302.25,277.5
302.28,188.6
302.3,146.9
302.33,107.0
302.35,92.81
302.38,85.34
302.4,87.4
302.43,98.05
302.45,108.7
302.48,127.3
302.5,139.7
302.53,155.2
302.55,161.6
302.58,163.2
302.6,158.4
302.63,143.1
302.65,128.8
302.68,104.4
302.7,88.07
302.73,66.82
302.75,56.23
302.78,47.27
302.8,46.25
302.83,51.85
302.85,59.63
302.88,75.39
302.9,87.12
302.93,103.7
302.95,112.4
302.98,119.9
303.0,120.5
303.03,114.8
303.05,107.2
303.07,97.59
303.1,80.98
303.12,69.62
303.15,53.67
303.17,44.31
303.2,32.56
303.22,26.25
303.25,18.83
303.27,15.07
303.3,10.87
303.32,8.859
303.35,6.826
303.37,6.038
303.4,5.665
303.42,5.999
303.45,7.602
303.47,9.638
303.5,14.71
303.52,19.83
303.55,30.78
303.57,40.48
303.6,58.51
303.62,72.32
303.65,93.98
303.67,107.6
303.7,124.1
303.72,131.0
303.75,133.6
303.77,130.1
303.8,117.9
303.82,106.4
303.85,86.81
303.87,73.78
303.9,56.4
303.92,47.05
303.94,39.79
303.97,32.82
303.99,30.56
304.02,30.06
304.04,31.22
304.07,34.39
304.09,36.99
304.12,40.89
304.14,43.07
304.17,45.18
304.19,45.59
304.22,44.63
304.24,43.01
304.27,39.46
304.29,36.62
304.32,32.17
304.34,29.34
304.37,25.73
304.39,23.97
304.42,22.7
304.44,23.08
304.47,26.15
304.49,30.35
304.52,40.79
304.54,50.98
304.57,71.57
304.59,88.7
304.62,118.4
304.64,139.6
304.67,170.3
304.69,188.0
304.72,206.6
304.74,212.3
304.77,209.1
304.79,199.6
304.81,185.0
304.84,156.5
304.86,135.2
304.89,103.4
304.91,83.85
304.94,58.88
304.96,45.53
304.99,30.35
305.01,23.08
305.04,15.55
305.06,12.26
305.09,9.11
305.11,7.855
305.14,6.81
305.16,6.51
305.19,6.475
305.21,6.658
305.24,7.146
305.26,7.569
305.29,8.312
305.31,8.892
305.34,9.994
305.36,11.01
305.39,13.25
305.41,15.49
305.44,20.46
305.46,25.25
305.49,35.43
305.51,44.72
305.54,63.29
305.56,79.16
305.59,108.5
305.61,131.4
305.64,169.7
305.66,196.6
305.69,236.3
305.71,260.5
305.73,281.6
305.76,305.6
305.78,315.6
305.81,321.0
305.83,318.1
305.86,304.6
305.88,290.2
305.91,261.5
305.93,238.7
305.96,201.3
305.98,175.7
306.01,138.9
306.03,116.9
306.06,89.71
306.08,75.94
306.11,61.83
306.13,56.23
306.16,51.98
306.18,50.82
306.21,49.91
306.23,49.12
306.26,47.13
306.28,45.4
306.31,43.21
306.33,43.05
306.36,47.18
306.38,54.54
306.41,75.62
306.43,98.06
306.46,146.1
306.48,187.8
306.51,262.1
306.53,316.1
306.56,395.4
306.58,441.5
306.6,477.5
306.63,506.0
306.65,505.7
306.68,476.7
306.7,441.1
306.73,371.3
306.75,319.3
306.78,241.6
306.8,194.2
306.83,134.0
306.85,102.6
306.88,68.63
306.9,54.5
306.93,45.09
306.95,46.25
306.98,58.91
307.0,74.8
307.03,110.4
307.05,142.4
307.08,202.8
307.1,250.8
307.13,331.8
307.15,389.4
307.18,475.4
307.2,528.4
307.23,594.7
307.25,627.4
307.28,658.0
307.3,668.3
307.33,678.4
307.35,690.9
307.38,740.8
307.4,813.9
307.43,1031.0
307.45,1292.0
307.48,1967.0
307.5,2699.0
307.52,3750.0
307.55,6113.0
307.57,8328.0
307.6,12710.0
307.62,16290.0
307.65,22350.0
307.67,26520.0
307.7,32210.0
307.72,35160.0
307.75,37620.0
307.77,37700.0
307.8,35480.0
307.82,32650.0
307.85,27040.0
307.87,22880.0
307.9,16750.0
307.92,13100.0
307.95,8639.0
307.97,6417.0
308.0,4166.0
308.02,3295.0
308.05,2724.0
308.07,2708.0
308.1,3031.0
308.12,3369.0
308.15,3900.0
308.17,4191.0
308.2,4430.0
308.22,4424.0
308.25,4157.0
308.27,3828.0
308.3,3180.0
308.32,2697.0
308.35,1979.0
308.37,1546.0
308.39,1169.0
308.42,724.9
308.44,509.1
308.47,289.9
308.49,201.4
308.52,136.0
308.54,129.5
308.57,168.3
308.59,225.5
308.62,358.9
308.64,478.7
308.67,698.0
308.69,861.8
308.72,1110.0
308.74,1260.0
308.77,1432.0
308.79,1496.0
308.82,1504.0
308.84,1451.0
308.87,1303.0
308.89,1174.0
308.92,969.2
308.94,847.6
308.97,726.1
308.99,708.9
309.02,820.7
309.04,1012.0
309.07,1516.0
309.09,2012.0
309.12,2995.0
309.14,3785.0
309.17,5078.0
