wavelength,intensity
298.94,4.0020000000000005e-26
298.97,1.209e-24
298.99,1.1459999999999999e-23
299.02,2.9529999999999998e-22
299.04,2.457e-21
299.07,5.397e-20
299.09,4.015e-19
299.12,7.526e-18
299.14,5.038e-17
299.17,8.064e-16
299.19,4.86e-15
299.22,6.652e-14
299.24,3.613e-13
299.27,4.235e-12
299.29,2.076e-11
299.32,2.087e-10
299.34,9.247e-10
299.37,7.999e-09
299.39,3.208e-08
299.42,2.395e-07
299.44,8.713e-07
299.47,5.628e-06
299.49,1.862e-05
299.52,0.0001044
299.54,0.0003144
299.57,0.001533
299.59,0.004209
299.62,0.01787
299.64,0.04472
299.66,0.1078
299.69,0.3764
299.71,0.8262
299.74,2.502
299.76,4.99
299.79,13.07
299.81,23.64
299.84,53.39
299.86,87.45
299.89,170.0
299.91,251.9
299.94,421.5
299.96,565.3
299.99,816.3
300.01,995.0
300.04,1253.0
300.06,1402.0
300.09,1575.0
300.11,1654.0
300.14,1723.0
300.16,1745.0
300.19,1749.0
300.21,1732.0
300.24,1669.0
300.26,1593.0
300.29,1422.0
300.31,1273.0
300.34,1017.0
300.36,840.0
300.39,595.2
300.41,458.7
300.44,307.7
300.46,245.7
300.49,210.0
300.51,222.6
300.53,262.5
300.56,368.5
300.58,465.4
300.61,637.3
300.63,759.5
300.66,934.1
300.68,1033.0
300.71,1142.0
300.73,1185.0
300.76,1204.0
300.78,1192.0
300.81,1148.0
300.83,1106.0
300.86,1032.0
300.88,977.0
300.91,884.9
300.93,816.8
300.96,705.1
300.98,626.2
301.01,507.6
301.03,432.9
301.06,334.3
301.08,279.9
301.11,216.0
301.13,183.5
301.16,145.3
301.18,124.2
301.21,96.22
301.23,79.22
301.26,56.33
301.28,43.3
301.31,27.88
301.33,20.6
301.36,14.22
301.38,12.94
301.41,15.58
301.43,20.7
301.45,28.96
301.48,48.5
301.5,67.27
301.53,105.6
301.55,138.5
301.58,198.5
301.6,244.2
301.63,316.5
301.65,363.2
301.68,423.2
301.7,452.8
301.73,480.0
301.75,489.9
301.78,507.9
301.8,537.3
301.83,644.5
301.85,783.7
301.88,1139.0
301.9,1495.0
301.93,2216.0
301.95,2807.0
301.98,3779.0
302.0,4414.0
302.03,5197.0
302.05,5526.0
302.08,5635.0
302.1,5438.0
302.13,4793.0
302.15,4200.0
302.18,3210.0
302.2,2565.0
302.23,1723.0
302.25,1278.0
302.28,796.4
302.3,587.3
302.32,451.4
302.35,352.4
302.37,337.7
302.4,369.9
302.42,419.2
302.45,523.9
302.47,607.4
302.5,737.3
302.52,815.1
302.55,896.9
302.57,917.6
302.6,889.0
302.62,831.8
302.65,702.8
302.67,600.3
302.7,444.8
302.72,351.7
302.75,241.8
302.77,192.9
302.8,158.1
302.82,159.4
302.85,193.2
302.87,232.4
302.9,306.1
302.92,357.9
302.95,426.8
302.97,460.1
303.0,483.3
303.02,479.4
303.05,447.6
303.07,413.0
303.1,350.1
303.12,305.6
303.15,241.2
303.17,202.2
303.19,167.3
303.22,123.0
303.24,98.72
303.27,69.82
303.29,55.15
303.32,39.27
303.34,32.27
303.37,26.4
303.39,25.27
303.42,27.65
303.44,32.24
303.47,45.06
303.49,59.09
303.52,92.33
303.54,125.5
303.57,196.7
303.59,260.0
303.62,376.9
303.64,464.6
303.67,595.8
303.69,671.6
303.72,748.5
303.74,766.8
303.77,740.0
303.79,689.5
303.82,579.9
303.84,495.8
303.87,372.5
303.89,300.8
303.92,217.5
303.94,179.6
303.97,147.2
303.99,139.4
304.02,143.4
304.04,153.8
304.07,176.6
304.09,194.1
304.11,211.5
304.14,233.6
304.16,243.6
304.19,248.7
304.21,244.8
304.24,228.9
304.26,212.8
304.29,184.1
304.31,164.0
304.34,135.5
304.36,119.2
304.39,100.2
304.41,92.01
304.44,87.48
304.46,90.77
304.49,108.4
304.51,131.4
304.54,188.9
304.56,246.1
304.59,364.7
304.61,465.7
304.64,642.7
304.66,768.7
304.69,946.6
304.71,1042.0
304.74,1126.0
304.76,1132.0
304.79,1066.0
304.81,978.5
304.84,803.5
304.86,674.2
304.89,486.7
304.91,377.0
304.94,245.2
304.96,180.2
304.98,131.7
305.01,83.96
305.03,64.58
305.06,47.52
305.08,41.21
305.11,35.92
305.13,34.06
305.16,32.89
305.18,33.01
305.21,34.43
305.23,36.07
305.26,39.18
305.28,41.44
305.31,44.86
305.33,47.24
305.36,51.6
305.38,55.7
305.41,65.11
305.43,74.58
305.46,95.77
305.48,116.2
305.51,160.4
305.53,201.8
305.56,287.0
305.58,361.7
305.61,501.9
305.63,611.9
305.66,792.4
305.68,915.0
305.71,1087.0
305.73,1185.0
305.76,1298.0
305.78,1349.0
305.81,1387.0
305.83,1389.0
305.86,1356.0
305.88,1309.0
305.9,1242.0
305.93,1105.0
305.95,993.8
305.98,808.1
306.0,682.0
306.03,506.6
306.05,407.3
306.08,293.1
306.1,241.0
306.13,194.3
306.15,179.1
306.18,170.1
306.2,168.0
306.23,163.5
306.25,157.6
306.28,143.9
306.3,133.2
306.33,120.1
306.35,117.4
306.38,131.7
306.4,159.8
306.43,241.4
306.45,328.5
306.48,514.6
306.5,674.9
306.53,956.1
306.55,1156.0
306.58,1438.0
306.6,1592.0
306.63,1736.0
306.65,1763.0
306.68,1693.0
306.7,1582.0
306.73,1347.0
306.75,1164.0
306.77,976.5
306.8,710.6
306.82,555.7
306.85,367.6
306.87,273.6
306.9,177.9
306.92,141.6
306.95,124.4
306.97,136.2
307.0,188.3
307.02,246.9
307.05,373.2
307.07,484.3
307.1,691.1
307.12,853.1
307.15,1122.0
307.17,1307.0
307.2,1572.0
307.22,1723.0
307.25,1889.0
307.27,1952.0
307.3,1977.0
307.32,1961.0
307.35,1927.0
307.37,1923.0
307.4,1979.0
307.42,2062.0
307.45,2237.0
307.47,2359.0
307.5,2493.0
307.52,2518.0
307.55,2432.0
307.57,2298.0
307.6,2024.0
307.62,1831.0
307.64,1665.0
307.67,1526.0
307.69,1535.0
307.72,1717.0
307.74,1939.0
307.77,2368.0
307.79,2668.0
307.82,3046.0
307.84,3200.0
307.87,3235.0
307.89,3129.0
307.92,2842.0
307.94,2637.0
307.97,2472.0
307.99,2568.0
308.02,3207.0
308.04,4049.0
308.07,6003.0
308.09,7734.0
308.12,10760.0
308.14,12850.0
308.17,15600.0
308.19,16910.0
308.22,17700.0
308.24,17350.0
308.27,15620.0
308.29,13850.0
308.32,10740.0
308.34,8628.0
308.37,5779.0
308.39,4220.0
308.42,2460.0
308.44,1646.0
308.47,859.2
308.49,553.5
308.52,323.7
308.54,284.6
308.56,321.2
308.59,513.8
308.61,740.3
308.64,1240.0
308.66,1678.0
308.69,2458.0
308.71,3018.0
308.74,3814.0
308.76,4244.0
308.79,4635.0
308.81,4689.0
308.84,4459.0
308.86,4133.0
308.89,3496.0
308.91,3048.0
308.94,2478.0
308.96,2240.0
308.99,2234.0
309.01,2553.0
309.04,3709.0
309.06,5066.0
309.09,8205.0
309.11,11120.0
309.14,16690.0
