wavelength,intensity
298.88,1.703e-23
298.91,3.2199999999999997e-22
298.93,2.1370000000000002e-21
298.96,3.512e-20
298.98,2.146e-19
299.01,3.041e-18
299.03,1.707e-17
299.06,2.131e-16
299.08,1.1e-15
299.1,5.487e-15
299.13,5.747e-14
299.15,2.639e-13
299.18,2.442e-12
299.2,1.033e-11
299.23,8.453e-11
299.25,3.297e-10
299.28,2.392e-09
299.3,8.613e-09
299.33,5.547e-08
299.35,1.846e-07
299.38,1.058e-06
299.4,3.258e-06
299.43,1.662e-05
299.45,4.742e-05
299.48,0.0002157
299.5,0.0005702
299.53,0.002314
299.55,0.005665
299.58,0.02049
299.6,0.04647
299.63,0.1497
299.65,0.314
299.68,0.8996
299.7,1.744
299.73,4.436
299.75,7.941
299.78,17.9
299.8,29.56
299.83,59.0
299.85,89.81
299.88,158.7
299.9,222.8
299.93,349.0
299.95,452.6
299.98,631.1
300.0,759.2
300.02,888.0
300.05,1070.0
300.07,1175.0
300.1,1302.0
300.12,1364.0
300.15,1421.0
300.17,1437.0
300.2,1429.0
300.22,1401.0
300.25,1322.0
300.27,1245.0
300.3,1095.0
300.32,978.3
300.35,790.6
300.37,667.8
300.4,504.8
300.42,419.5
300.45,338.8
300.47,320.9
300.5,351.6
300.52,409.8
300.55,547.5
300.57,666.1
300.6,866.3
300.62,1001.0
300.65,1183.0
300.67,1277.0
300.7,1363.0
300.72,1380.0
300.75,1353.0
300.77,1307.0
300.8,1213.0
300.82,1143.0
300.85,1038.0
300.87,970.3
300.89,904.8
300.92,807.4
300.94,740.9
300.97,637.1
300.99,566.0
301.02,460.4
301.04,393.8
301.07,304.5
301.09,253.7
301.12,191.7
301.14,158.9
301.17,120.3
301.19,99.83
301.22,74.84
301.24,61.02
301.27,43.74
301.29,34.35
301.32,23.42
301.34,18.26
301.37,13.64
301.39,12.59
301.42,13.9
301.44,16.59
301.47,23.09
301.49,28.85
301.52,39.13
301.54,46.7
301.57,58.42
301.59,66.11
301.62,77.1
301.64,84.14
301.67,95.16
301.69,104.0
301.72,122.7
301.74,142.1
301.77,189.4
301.79,239.4
301.81,310.3
301.84,468.7
301.86,617.1
301.89,913.2
301.91,1160.0
301.94,1589.0
301.96,1897.0
301.99,2348.0
302.01,2609.0
302.04,2886.0
302.06,2971.0
302.09,2926.0
302.11,2786.0
302.14,2439.0
302.16,2146.0
302.19,1672.0
302.21,1364.0
302.24,954.0
302.26,730.0
302.29,477.0
302.31,361.5
302.34,256.8
302.36,224.6
302.39,218.8
302.41,236.2
302.44,283.8
302.46,324.3
302.49,388.4
302.51,427.7
302.54,472.2
302.56,487.7
302.59,485.3
302.61,466.4
302.64,416.0
302.66,371.9
302.68,323.7
302.71,251.7
302.73,208.8
302.76,157.9
302.78,135.0
302.81,118.5
302.83,119.4
302.86,137.0
302.88,158.6
302.91,203.3
302.93,239.6
302.96,299.9
302.98,340.8
303.01,397.5
303.03,428.1
303.06,457.4
303.08,463.2
303.11,449.1
303.13,425.4
303.16,372.4
303.18,329.4
303.21,260.9
303.23,216.9
303.26,159.5
303.28,129.4
303.31,98.88
303.33,88.63
303.36,87.86
303.38,96.18
303.41,119.7
303.43,141.0
303.46,178.5
303.48,205.4
303.51,246.5
303.53,273.7
303.56,315.1
303.58,344.0
303.6,374.8
303.63,425.5
303.65,461.8
303.68,516.3
303.7,549.2
303.73,586.5
303.75,599.3
303.78,596.0
303.8,578.2
303.83,530.5
303.85,487.9
303.88,415.1
303.9,365.2
303.93,294.9
303.95,254.1
303.98,204.9
304.0,180.7
304.03,156.8
304.05,148.0
304.08,143.1
304.1,143.6
304.13,147.2
304.15,149.9
304.18,152.4
304.2,152.2
304.23,149.0
304.25,145.0
304.28,137.5
304.3,132.1
304.33,125.1
304.35,121.7
304.38,119.2
304.4,119.6
304.43,123.2
304.45,127.9
304.47,134.7
304.5,150.1
304.52,165.0
304.55,196.9
304.57,225.8
304.6,281.4
304.62,326.1
304.65,399.9
304.67,449.5
304.7,515.0
304.72,547.0
304.75,569.6
304.77,565.2
304.8,530.4
304.82,491.8
304.85,420.1
304.87,369.6
304.9,300.1
304.92,262.2
304.95,222.2
304.97,206.7
305.0,197.0
305.02,196.5
305.05,199.1
305.07,199.8
305.1,195.8
305.12,188.5
305.15,171.2
305.17,156.3
305.2,131.8
305.22,115.7
305.25,94.38
305.27,83.07
305.3,71.26
305.32,66.82
305.35,64.71
305.37,65.84
305.39,68.54
305.42,74.97
305.44,80.63
305.47,91.48
305.49,100.9
305.52,119.7
305.54,136.6
305.57,170.2
305.59,198.7
305.62,250.6
305.64,290.1
305.67,353.8
305.69,396.9
305.72,458.8
305.74,496.4
305.77,545.1
305.79,571.5
305.82,600.1
305.84,610.6
305.87,610.9
305.89,599.2
305.92,562.5
305.94,526.0
305.97,457.2
305.99,405.8
306.02,328.6
306.04,281.5
306.07,223.2
306.09,194.1
306.12,165.3
306.14,154.1
306.17,145.1
306.19,141.4
306.22,135.1
306.24,128.9
306.26,120.6
306.29,104.7
306.31,92.65
306.34,74.75
306.36,64.3
306.39,52.82
306.41,48.84
306.44,49.4
306.46,54.53
306.49,69.88
306.51,85.42
306.54,116.6
306.56,142.2
306.59,185.8
306.61,216.6
306.64,260.5
306.66,285.2
306.69,310.4
306.71,317.1
306.74,310.1
306.76,294.7
306.79,259.0
306.81,229.8
306.84,183.6
306.86,154.3
306.89,116.8
306.91,97.41
306.94,77.22
306.96,69.17
306.99,63.28
307.01,62.09
307.04,62.06
307.06,62.07
307.09,60.83
307.11,58.84
307.14,54.26
307.16,50.5
307.18,46.59
307.21,41.27
307.23,38.57
307.26,36.47
307.28,36.71
307.31,40.24
307.33,45.27
307.36,58.33
307.38,72.03
307.41,103.3
307.43,134.0
307.46,201.0
307.48,264.5
307.51,398.5
307.53,520.3
307.56,762.6
307.58,967.6
307.61,1338.0
307.63,1617.0
307.66,2054.0
307.68,2331.0
307.71,2675.0
307.73,2827.0
307.76,2903.0
307.78,2845.0
307.81,2607.0
307.83,2370.0
307.86,1951.0
307.88,1665.0
307.91,1285.0
307.93,1097.0
307.96,951.4
307.98,965.5
308.01,1175.0
308.03,1446.0
308.05,1819.0
308.08,2543.0
308.1,3105.0
308.13,3979.0
308.15,4522.0
308.18,5165.0
308.2,5423.0
308.23,5494.0
308.25,5324.0
308.28,4782.0
308.3,4279.0
308.33,3414.0
308.35,2824.0
308.38,2008.0
308.4,1541.0
308.43,982.6
308.45,703.6
308.48,406.9
308.5,274.6
308.53,146.9
308.55,95.03
308.58,48.55
308.6,30.88
308.63,15.8
308.65,10.34
308.68,5.983
308.7,4.719
308.73,4.593
308.75,5.669
308.78,9.591
308.8,14.5
308.83,27.67
308.85,42.64
308.88,80.94
308.9,123.1
308.93,227.3
308.95,338.0
308.97,497.1
309.0,864.7
309.02,1226.0
309.05,2000.0
309.07,2700.0
309.1,4053.0
309.12,5148.0
309.15,7004.0
309.17,8300.0
309.2,10130.0
309.22,11150.0
309.25,12140.0
309.27,12360.0
309.3,11960.0
309.32,11260.0
309.35,9682.0
309.37,8422.0
309.4,6455.0
309.42,5220.0
309.45,3640.0
309.47,2819.0
309.5,1959.0
309.52,1617.0
309.55,1386.0
309.57,1375.0
309.6,1487.0
309.62,1600.0
309.65,1760.0
309.67,1828.0
309.7,1840.0
309.72,1782.0
309.75,1607.0
309.77,1447.0
309.8,1177.0
309.82,999.3
309.84,836.4
309.87,638.1
309.89,541.7
309.92,449.0
309.94,415.7
309.97,394.0
309.99,389.3
310.02,383.6
310.04,375.1
310.07,350.7
310.09,326.2
310.12,280.2
310.14,246.0
310.17,195.3
310.19,164.9
310.22,128.7
310.24,112.4
310.27,101.4
310.29,103.2
310.32,118.4
310.34,135.6
310.37,168.4
310.39,192.3
310.42,225.8
310.44,243.6
310.47,259.4
310.49,261.2
310.52,250.8
310.54,236.0
310.57,205.6
310.59,182.3
310.62,146.6
310.64,124.2
310.67,94.77
310.69,78.45
310.72,58.92
310.74,48.86
310.76,40.79
310.79,31.72
310.81,27.26
310.84,22.4
310.86,20.14
310.89,17.95
310.91,17.19
310.94,17.03
310.96,17.57
310.99,19.37
311.01,21.23
311.04,24.92
311.06,27.86
311.09,32.67
311.11,35.89
311.14,40.27
311.16,42.65
311.19,45.16
311.21,46.13
311.24,46.76
311.26,46.87
311.29,47.08
311.31,47.48
311.34,48.65
311.36,49.79
311.39,51.78
311.41,53.09
311.44,54.76
311.46,55.63
311.49,56.69
311.51,57.41
311.54,58.84
311.56,60.19
311.59,62.86
311.61,64.99
311.63,67.26
311.66,70.55
311.68,72.46
311.71,74.57
311.73,75.36
311.76,75.54
311.78,74.99
311.81,73.21
311.83,71.42
311.86,67.93
311.88,65.14
311.91,60.39
311.93,56.93
311.96,51.45
311.98,47.68
312.01,42.02
312.03,38.37
312.06,33.28
312.08,30.29
312.11,26.66
312.13,24.91
312.16,23.37
312.18,23.01
312.21,23.31
312.23,23.88
312.26,25.0
312.28,25.79
312.31,26.97
312.33,27.82
312.36,29.47
312.38,31.02
312.41,34.25
312.43,37.05
312.46,41.92
312.48,45.29
312.51,49.71
312.53,51.73
312.55,52.66
312.58,51.65
312.6,49.34
312.63,43.84
312.65,39.28
