wavelength,intensity
299.1,3.069e-27
299.12,9.715000000000001e-26
299.15,3.7719999999999996e-24
299.17,5.302e-23
299.2,1.788e-21
299.22,1.756e-20
299.24,1.643e-19
299.27,4.287e-18
299.29,3.547e-17
299.32,7.701e-16
299.34,5.634e-15
299.37,1.016e-13
299.39,6.565e-13
299.42,9.818e-12
299.44,5.596e-11
299.47,6.926e-10
299.49,3.478e-09
299.52,3.556e-08
299.54,1.571e-07
299.57,1.324e-06
299.59,5.141e-06
299.62,3.567e-05
299.64,0.0001216
299.67,0.0006932
299.69,0.002072
299.72,0.009696
299.74,0.02539
299.77,0.09743
299.79,0.2234
299.82,0.7022
299.84,1.409
299.87,3.625
299.89,6.366
299.92,13.4
299.94,20.57
299.97,35.39
299.99,47.52
300.02,66.84
300.04,78.46
300.07,90.23
300.09,92.63
300.11,90.16
300.14,78.44
300.16,67.02
300.19,48.26
300.21,36.63
300.24,22.58
300.26,15.86
300.29,9.278
300.31,6.678
300.34,4.528
300.36,3.878
300.39,3.767
300.41,4.257
300.44,6.07
300.46,8.283
300.49,13.91
300.51,19.85
300.54,33.2
300.56,45.47
300.59,68.53
300.61,85.74
300.64,110.6
300.66,123.8
300.69,134.6
300.71,135.0
300.74,126.1
300.76,116.1
300.79,99.36
300.81,89.29
300.84,77.88
300.86,72.74
300.89,67.15
300.91,63.59
300.94,56.74
300.96,50.77
300.98,43.82
301.01,32.6
301.03,25.42
301.06,16.28
301.08,11.62
301.11,6.782
301.13,4.741
301.16,2.889
301.18,2.156
301.21,1.44
301.23,1.098
301.26,0.7011
301.28,0.4975
301.31,0.2765
301.33,0.1811
301.36,0.106
301.38,0.09669
301.41,0.1442
301.43,0.223
301.46,0.4312
301.48,0.6423
301.51,1.083
301.53,1.464
301.56,2.156
301.58,2.691
301.61,3.584
301.63,4.224
301.66,5.21
301.68,5.848
301.71,6.712
301.73,7.219
301.76,8.014
301.78,8.798
301.81,11.16
301.83,14.3
301.85,19.57
301.88,33.5
301.9,48.22
301.93,80.08
301.95,107.7
301.98,155.7
302.0,188.3
302.03,229.5
302.05,247.0
302.08,252.3
302.1,241.4
302.13,207.4
302.15,177.3
302.18,129.7
302.2,100.4
302.23,64.55
302.25,46.75
302.28,28.4
302.3,20.66
302.33,13.82
302.35,11.48
302.38,10.19
302.4,10.45
302.43,12.25
302.45,14.3
302.48,18.43
302.5,21.57
302.53,26.02
302.55,28.2
302.58,29.42
302.6,28.6
302.63,25.13
302.65,21.73
302.68,16.0
302.7,12.31
302.72,9.063
302.75,5.31
302.77,3.593
302.8,2.065
302.82,1.62
302.85,1.61
302.87,1.938
302.9,2.772
302.92,3.454
302.95,4.472
302.97,5.034
303.0,5.552
303.02,5.646
303.05,5.445
303.07,5.148
303.1,4.581
303.12,4.177
303.15,3.571
303.17,3.167
303.2,2.551
303.22,2.139
303.25,1.549
303.27,1.199
303.3,0.768
303.32,0.5507
303.35,0.3214
303.37,0.2219
303.4,0.1347
303.42,0.1144
303.45,0.1592
303.47,0.2732
303.5,0.6912
303.52,1.253
303.55,2.809
303.57,4.515
303.6,8.344
303.62,11.77
303.64,15.75
303.67,22.09
303.69,25.94
303.72,29.94
303.74,30.89
303.77,29.41
303.79,26.74
303.82,21.17
303.84,17.11
303.87,11.54
303.89,8.555
303.92,5.397
303.94,4.118
303.97,3.182
303.99,3.039
304.02,3.301
304.04,3.689
304.07,4.462
304.09,5.046
304.12,5.907
304.14,6.394
304.17,6.854
304.19,6.921
304.22,6.625
304.24,6.193
304.27,5.33
304.29,4.73
304.32,4.048
304.34,3.903
304.37,4.43
304.39,5.408
304.42,7.916
304.44,10.23
304.47,14.36
304.49,17.32
304.51,20.27
304.54,24.56
304.56,27.45
304.59,32.33
304.61,36.24
304.64,43.26
304.66,48.4
304.69,55.55
304.71,58.96
304.74,60.49
304.76,58.61
304.79,51.6
304.81,44.83
304.84,33.27
304.86,25.71
304.89,15.96
304.91,10.93
304.94,5.665
304.96,3.441
304.99,1.492
305.01,0.8085
305.04,0.3006
305.06,0.1536
305.09,0.07004
305.11,0.0628
305.14,0.0937
305.16,0.1362
305.19,0.2282
305.21,0.3044
305.24,0.4275
305.26,0.5048
305.29,0.5961
