wavelength,intensity
299.09,1.538e-25
299.12,5.928e-24
299.14,1.5979999999999998e-22
299.17,5.576e-21
299.19,6.355e-20
299.22,1.878e-18
299.24,1.689e-17
299.27,4.149e-16
299.29,3.298e-15
299.32,6.737e-14
299.34,4.734e-13
299.37,8.038e-12
299.39,4.993e-11
299.42,7.045e-10
299.44,3.867e-09
299.47,4.531e-08
299.49,2.196e-07
299.52,2.135e-06
299.54,9.133e-06
299.57,7.356e-05
299.59,0.0002775
299.62,0.00185
299.64,0.006147
299.67,0.03385
299.69,0.09901
299.72,0.4498
299.74,1.157
299.77,4.329
299.79,9.779
299.82,30.11
299.84,59.69
299.87,151.0
299.89,262.6
299.92,545.3
299.94,831.0
299.96,1201.0
299.99,1890.0
300.01,2393.0
300.04,3088.0
300.06,3426.0
300.09,3630.0
300.11,3536.0
300.14,3094.0
300.16,2666.0
300.19,1970.0
300.21,1542.0
300.24,1028.0
300.26,780.4
300.29,530.1
300.31,420.6
300.34,305.8
300.36,248.5
300.39,180.1
300.41,144.5
300.44,106.8
300.46,93.07
300.49,91.79
300.51,106.5
300.54,160.6
300.56,225.7
300.59,383.3
300.61,537.7
300.64,852.6
300.66,1116.0
300.69,1569.0
300.71,1884.0
300.74,2314.0
300.76,2534.0
300.79,2711.0
300.81,2715.0
300.84,2563.0
300.86,2385.0
300.88,2176.0
300.91,1857.0
300.93,1667.0
300.96,1445.0
300.98,1345.0
301.01,1274.0
301.03,1276.0
301.06,1335.0
301.08,1390.0
301.11,1447.0
301.13,1442.0
301.16,1338.0
301.18,1206.0
301.21,944.6
301.23,754.1
301.26,488.7
301.28,343.2
301.31,183.7
301.33,114.5
301.36,55.55
301.38,39.31
301.41,42.8
301.43,63.76
301.46,129.6
301.48,202.3
301.51,362.5
301.53,503.3
301.56,751.5
301.58,924.2
301.61,1154.0
301.63,1264.0
301.66,1338.0
301.68,1324.0
301.71,1227.0
301.73,1135.0
301.75,1043.0
301.78,957.5
301.8,978.0
301.83,1223.0
301.85,1611.0
301.88,2710.0
301.9,3904.0
301.93,6533.0
301.95,8841.0
301.98,12880.0
302.0,15660.0
302.03,19200.0
302.05,20710.0
302.08,21200.0
302.1,20250.0
302.13,17270.0
302.15,14620.0
302.18,10400.0
302.2,7818.0
302.23,4682.0
302.25,3168.0
302.28,1692.0
302.3,1133.0
302.33,726.1
302.35,641.8
302.38,678.6
302.4,775.6
302.43,1008.0
302.45,1219.0
302.48,1607.0
302.5,1891.0
302.53,2285.0
302.55,2477.0
302.58,2583.0
302.6,2512.0
302.63,2208.0
302.65,1911.0
302.67,1579.0
302.7,1088.0
302.72,804.1
302.75,476.1
302.77,326.0
302.8,192.0
302.82,152.2
302.85,149.1
302.87,177.0
302.9,254.5
302.92,325.8
302.95,453.8
302.97,546.9
303.0,684.3
303.02,765.1
303.05,854.1
303.07,883.9
303.1,875.9
303.12,834.9
303.15,727.3
303.17,633.9
303.2,480.7
303.22,381.4
303.25,252.1
303.27,184.3
303.3,112.9
303.32,84.62
303.35,68.15
303.37,72.89
303.4,101.7
303.42,134.1
303.45,199.8
303.47,252.7
303.5,344.6
303.52,417.4
303.54,506.9
303.57,696.2
303.59,877.2
303.62,1252.0
303.64,1565.0
303.67,2084.0
303.69,2410.0
303.72,2770.0
303.74,2872.0
303.77,2779.0
303.79,2568.0
303.82,2099.0
303.84,1743.0
303.87,1236.0
303.89,952.8
303.92,641.3
303.94,510.0
303.97,412.2
303.99,400.2
304.02,440.0
304.04,494.2
304.07,602.0
304.09,685.6
304.12,824.0
304.14,927.0
304.17,1111.0
304.19,1267.0
304.22,1579.0
304.24,1856.0
304.27,2401.0
304.29,2861.0
304.32,3701.0
304.34,4354.0
304.37,5424.0
304.39,6144.0
304.41,6806.0
304.44,7565.0
304.46,7842.0
304.49,7859.0
304.51,7629.0
304.54,7051.0
304.56,6617.0
304.59,6073.0
304.61,5859.0
304.64,5807.0
304.66,5919.0
304.69,6167.0
304.71,6279.0
304.74,6196.0
304.76,5917.0
304.79,5169.0
304.81,4507.0
304.84,3421.0
304.86,2722.0
304.89,1826.0
304.91,1360.0
304.94,861.3
304.96,644.4
304.99,448.8
305.01,379.1
305.04,327.5
305.06,311.2
305.09,293.1
305.11,278.8
305.14,252.7
305.16,237.0
305.19,233.2
305.21,259.0
305.24,373.4
305.26,522.0
305.29,885.7
305.31,1230.0
305.33,1646.0
305.36,2346.0
305.38,2800.0
305.41,3330.0
305.43,3513.0
305.46,3469.0
305.48,3238.0
305.51,2685.0
305.53,2261.0
305.56,1688.0
305.58,1414.0
305.61,1222.0
305.63,1241.0
305.66,1442.0
305.68,1648.0
305.71,1990.0
