wavelength,intensity
298.97,1.844e-26
299.0,1.474e-24
299.02,1.357e-23
299.05,4.335e-22
299.07,3.676e-21
299.1,8.42e-20
299.12,6.459e-19
299.15,1.273e-17
299.17,8.837e-17
299.2,1.499e-15
299.22,9.408e-15
299.25,1.372e-13
299.27,7.79e-13
299.29,4.247e-12
299.32,5.012e-11
299.34,2.469e-10
299.37,2.503e-09
299.39,1.114e-08
299.42,9.69e-08
299.44,3.894e-07
299.47,2.904e-06
299.49,1.053e-05
299.52,6.73e-05
299.54,0.0002201
299.57,0.001204
299.59,0.003548
299.62,0.0166
299.64,0.04406
299.67,0.1761
299.69,0.421
299.72,1.437
299.74,3.092
299.77,9.008
299.79,17.43
299.82,43.31
299.84,75.36
299.87,159.7
299.89,249.8
299.92,451.1
299.94,634.3
299.97,976.6
299.99,1235.0
300.02,1622.0
300.04,1846.0
300.07,2075.0
300.09,2132.0
300.12,2065.0
300.14,1930.0
300.16,1746.0
300.19,1422.0
300.21,1207.0
300.24,920.5
300.26,764.4
300.29,582.7
300.31,490.7
300.34,384.0
300.36,327.8
300.39,260.0
300.41,225.3
300.44,190.9
300.46,182.4
300.49,196.9
300.51,228.4
300.54,314.4
300.56,399.5
300.59,567.7
300.61,702.6
300.64,925.7
300.66,1077.0
300.69,1289.0
300.71,1408.0
300.74,1540.0
300.76,1591.0
300.79,1612.0
300.81,1590.0
300.84,1511.0
300.86,1434.0
300.89,1293.0
300.91,1187.0
300.94,1018.0
300.96,903.5
300.99,734.6
301.01,629.0
301.03,532.8
301.06,412.2
301.08,349.6
301.11,281.9
301.13,251.1
301.16,219.0
301.18,202.2
301.21,178.0
301.23,160.8
301.26,133.3
301.28,114.9
301.31,89.83
301.33,76.09
301.36,61.27
301.38,55.52
301.41,52.95
301.43,55.02
301.46,63.25
301.48,71.76
301.51,88.2
301.53,101.1
301.56,122.2
301.58,137.2
301.61,160.7
301.63,177.1
301.66,203.4
301.68,222.7
301.71,256.9
301.73,286.5
301.76,353.7
301.78,427.4
301.81,620.8
301.83,838.6
301.86,1372.0
301.88,1912.0
301.9,2628.0
301.93,4050.0
301.95,5202.0
301.98,7094.0
302.0,8329.0
302.03,9862.0
302.05,10510.0
302.08,10750.0
302.1,10380.0
302.13,9161.0
302.15,8024.0
302.18,6119.0
302.2,4871.0
302.23,3237.0
302.25,2369.0
302.28,1426.0
302.3,1014.0
302.33,654.0
302.35,542.0
302.38,503.9
302.4,538.8
302.43,652.5
302.45,757.3
302.48,939.2
302.5,1063.0
302.53,1223.0
302.55,1296.0
302.58,1328.0
302.6,1292.0
302.63,1158.0
302.65,1027.0
302.68,799.0
302.7,645.4
302.73,438.4
302.75,325.9
302.77,237.3
302.8,148.8
302.82,116.6
302.85,100.9
302.87,107.7
302.9,135.8
302.92,161.9
302.95,204.1
302.97,229.9
303.0,259.2
303.02,270.2
303.05,272.6
303.07,265.8
303.1,245.9
303.12,228.1
303.15,197.6
303.17,175.9
303.2,143.1
303.22,122.0
303.25,92.61
303.27,75.49
303.3,54.47
303.32,43.77
303.35,32.44
303.37,27.7
303.4,24.36
303.42,24.89
303.45,31.8
303.47,42.98
303.5,76.61
303.52,115.9
303.55,210.8
303.57,303.5
303.6,490.4
303.62,643.2
303.64,810.0
303.67,1060.0
303.69,1204.0
303.72,1348.0
303.74,1380.0
303.77,1324.0
303.79,1223.0
303.82,1008.0
303.84,845.0
303.87,608.2
303.89,472.7
303.92,318.7
303.94,250.9
303.97,195.5
303.99,183.6
304.02,192.0
304.04,209.2
304.07,243.8
304.09,268.7
304.12,302.8
304.14,320.4
304.17,334.4
304.19,333.9
304.22,317.6
304.24,297.3
304.27,256.3
304.29,224.8
304.32,176.7
304.34,146.8
304.37,108.8
304.39,89.25
304.42,69.95
304.44,64.32
304.47,68.83
304.49,83.1
304.51,110.0
304.54,183.9
304.56,263.6
304.59,441.6
304.61,603.2
304.64,904.0
304.66,1130.0
304.69,1467.0
304.71,1659.0
304.74,1848.0
304.76,1885.0
304.79,1798.0
304.81,1655.0
304.84,1353.0
304.86,1126.0
304.89,799.1
304.91,612.2
