wavelength,intensity
298.71,9.831e-24
298.73,5.364e-23
298.76,8.420999999999999e-22
298.78,4.941e-21
298.81,5.628e-20
298.83,2.762e-19
298.86,2.866e-18
298.88,1.322e-17
298.91,1.25e-16
298.93,5.422e-16
298.96,4.676e-15
298.98,1.907e-14
299.01,1.501e-13
299.03,5.761e-13
299.05,2.157e-12
299.08,1.494e-11
299.1,5.265e-11
299.13,3.328e-10
299.15,1.104e-09
299.18,6.37e-09
299.2,1.988e-08
299.23,1.047e-07
299.25,3.075e-07
299.28,1.478e-06
299.3,4.082e-06
299.33,1.789e-05
299.35,4.648e-05
299.38,0.0001858
299.4,0.0004536
299.43,0.001652
299.45,0.00379
299.48,0.01257
299.5,0.0271
299.53,0.0818
299.55,0.1656
299.58,0.4548
299.6,0.8641
299.63,2.158
299.65,3.849
299.68,8.739
299.7,14.62
299.73,30.18
299.75,47.38
299.78,88.85
299.8,130.9
299.83,223.1
299.85,308.5
299.88,478.5
299.9,621.4
299.92,787.2
299.95,1072.0
299.97,1279.0
300.0,1593.0
300.02,1793.0
300.05,2056.0
300.07,2194.0
300.1,2332.0
300.12,2375.0
300.15,2365.0
300.17,2315.0
300.2,2184.0
300.22,2068.0
300.25,1862.0
300.27,1711.0
300.3,1472.0
300.32,1310.0
300.35,1074.0
300.37,925.4
300.4,724.2
300.42,608.6
300.45,468.7
300.47,399.9
300.5,335.4
300.52,318.8
300.55,333.1
300.57,368.3
300.6,457.3
300.62,538.5
300.65,687.2
300.67,799.2
300.7,975.4
300.72,1090.0
300.75,1246.0
300.77,1330.0
300.8,1418.0
300.82,1447.0
300.84,1452.0
300.87,1413.0
300.89,1362.0
300.92,1254.0
300.94,1167.0
300.97,1026.0
300.99,928.9
301.02,787.8
301.04,699.8
301.07,580.4
301.09,510.0
301.12,418.2
301.14,365.5
301.17,297.3
301.19,258.0
301.22,206.7
301.24,177.1
301.27,139.2
301.29,118.5
301.32,95.0
301.34,85.13
301.37,80.4
301.39,84.95
301.42,105.3
301.44,129.0
301.47,181.7
301.49,229.3
301.52,319.6
301.54,392.0
301.57,516.2
301.59,606.7
301.62,748.5
301.64,843.9
301.67,985.9
301.69,1081.0
301.71,1182.0
301.74,1360.0
301.76,1514.0
301.79,1839.0
301.81,2145.0
301.84,2780.0
301.86,3342.0
301.89,4401.0
301.91,5240.0
301.94,6637.0
301.96,7603.0
301.99,8976.0
302.01,9758.0
302.04,10600.0
302.06,10870.0
302.09,10800.0
302.11,10440.0
302.14,9484.0
302.16,8638.0
302.19,7193.0
302.21,6195.0
302.24,4770.0
302.26,3925.0
302.29,2874.0
302.31,2332.0
302.34,1750.0
302.36,1503.0
302.39,1307.0
302.41,1268.0
302.44,1305.0
302.46,1370.0
302.49,1492.0
302.51,1571.0
302.54,1659.0
302.56,1685.0
302.59,1664.0
302.61,1609.0
302.63,1525.0
302.66,1355.0
302.68,1225.0
302.71,1026.0
302.73,903.2
302.76,752.9
302.78,682.0
302.81,624.9
302.83,618.7
302.86,649.4
302.88,689.3
302.91,763.0
302.93,812.0
302.96,870.9
302.98,893.9
303.01,897.3
303.03,877.8
303.06,818.9
303.08,763.5
303.11,664.5
303.13,593.1
303.16,485.7
303.18,417.6
303.21,325.2
303.23,271.4
303.26,203.6
303.28,166.9
303.31,124.1
303.33,103.6
303.36,84.43
