wavelength,intensity
299.24,1.6759999999999998e-27
299.27,1.557e-25
299.29,2.948e-24
299.32,2.0409999999999999e-22
299.34,3.119e-21
299.37,1.605e-19
299.39,2.013e-18
299.42,7.727e-17
299.44,7.982e-16
299.47,2.296e-14
299.49,1.962e-13
299.52,4.265e-12
299.54,3.035e-11
299.57,5.053e-10
299.59,3.027e-09
299.62,3.93e-08
299.64,2.007e-07
299.67,2.067e-06
299.69,9.084e-06
299.72,7.482e-05
299.74,0.0002828
299.77,0.001848
299.79,0.005954
299.82,0.03032
299.84,0.08223
299.87,0.3206
299.89,0.7241
299.92,2.133
299.94,3.985
299.97,8.801
299.99,13.54
300.02,22.32
300.04,28.24
300.07,34.72
300.09,36.19
300.11,35.02
300.14,29.32
300.16,24.26
300.19,17.23
300.21,13.76
300.24,10.46
300.26,9.079
300.29,7.339
300.31,6.129
300.34,4.243
300.36,3.089
300.39,1.747
300.41,1.163
300.44,0.7381
300.46,0.7629
300.49,1.476
300.51,2.729
300.54,6.722
300.56,11.45
300.59,22.3
300.61,31.67
300.64,46.44
300.66,54.5
300.69,60.23
300.71,58.89
300.74,50.52
300.76,42.85
300.79,32.19
300.81,27.23
300.84,23.73
300.86,23.45
300.89,24.19
300.91,24.29
300.94,22.53
300.96,19.93
300.98,16.54
301.01,11.03
301.03,7.795
301.06,4.256
301.08,2.815
301.11,1.693
301.13,1.361
301.16,1.101
301.18,0.9549
301.21,0.7043
301.23,0.5289
301.26,0.299
301.28,0.1855
301.31,0.07832
301.33,0.04026
301.36,0.01454
301.38,0.01043
301.41,0.0196
301.43,0.03969
301.46,0.1102
301.48,0.2062
301.51,0.4919
301.53,0.8451
301.56,1.804
301.58,2.87
301.61,5.315
301.63,7.508
301.66,11.24
301.68,13.53
301.71,15.65
301.73,15.76
301.76,13.96
301.78,11.9
301.81,8.706
301.83,7.216
301.85,6.702
301.88,8.461
301.9,11.76
301.93,20.57
301.95,29.16
301.98,45.23
302.0,56.63
302.03,71.0
302.05,76.43
302.08,75.81
302.1,69.61
302.13,54.36
302.15,42.64
302.18,26.56
302.2,18.22
302.23,9.86
302.25,6.657
302.28,4.244
302.3,3.599
302.33,3.318
302.35,3.322
302.38,3.384
302.4,3.442
302.43,3.699
302.45,4.141
302.48,5.418
302.5,6.653
302.53,8.678
302.55,9.759
302.58,10.37
302.6,9.943
302.63,8.245
302.65,6.713
302.68,4.394
302.7,3.083
302.72,2.058
302.75,1.081
302.77,0.7794
302.8,0.8474
302.82,1.286
302.85,2.669
302.87,4.119
302.9,6.924
302.92,8.916
302.95,11.31
302.97,12.08
303.0,11.6
303.02,10.33
303.05,7.662
303.07,5.842
303.1,3.625
303.12,2.607
303.15,1.669
303.17,1.299
303.2,0.9218
303.22,0.724
303.25,0.4773
303.27,0.3492
303.3,0.2145
303.32,0.1566
303.35,0.1004
303.37,0.0746
303.4,0.04565
303.42,0.03157
303.45,0.01932
303.47,0.01969
303.5,0.04663
303.52,0.1021
303.55,0.3137
303.57,0.6125
303.6,1.462
303.62,2.383
303.64,3.606
303.67,5.834
303.69,7.32
303.72,8.939
303.74,9.308
303.77,8.643
303.79,7.552
303.82,5.508
303.84,4.198
303.87,2.648
303.89,1.938
303.92,1.278
303.94,1.04
303.97,0.89
303.99,0.8889
304.02,0.9919
304.04,1.116
304.07,1.38
304.09,1.605
304.12,1.985
304.14,2.227
304.17,2.48
304.19,2.536
304.22,2.442
304.24,2.292
304.27,2.022
304.29,1.856
304.32,1.659
304.34,1.556
304.37,1.401
304.39,1.274
304.42,1.039
304.44,0.8777
304.47,0.7096
304.49,0.7135
304.51,0.8738
304.54,1.544
304.56,2.365
304.59,4.256
304.61,5.945
304.64,8.952
304.66,11.08
304.69,13.99
304.71,15.44
304.74,16.35
304.76,15.94
304.79,13.9
304.81,11.88
304.84,8.557
304.86,6.528
304.89,4.101
304.91,2.922
304.94,1.69
304.96,1.135
304.99,0.5807
305.01,0.349
305.04,0.1456
305.06,0.07543
305.09,0.02747
305.11,0.01791
305.14,0.02413
305.16,0.04055
305.19,0.08606
305.21,0.131
305.24,0.2139
305.26,0.2697
305.29,0.3319
305.31,0.3482
305.34,0.3329
305.36,0.3073
305.38,0.2855
305.41,0.294
305.43,0.3468
305.46,0.522
305.48,0.7206
305.51,1.208
305.53,1.734
305.56,3.018
305.58,4.324
305.61,7.085
305.63,9.446
305.66,13.57
305.68,16.5
305.71,20.75
305.73,23.22
305.76,25.92
305.78,26.86
305.81,26.85
305.83,26.01
305.86,23.91
305.88,22.18
305.91,19.27
305.93,17.12
305.96,13.61
305.98,11.16
306.01,7.63
306.03,5.581
306.06,3.206
306.08,2.123
306.11,1.154
306.13,0.8424
306.16,0.6907
306.18,0.713
306.21,0.8327
306.23,0.9409
306.25,1.062
306.28,1.257
306.3,1.377
306.33,1.494
306.35,1.513
306.38,1.52
306.4,1.66
306.43,2.635
306.45,4.35
306.48,9.815
306.5,16.14
306.53,30.18
306.55,41.88
306.58,59.67
306.6,68.93
306.63,74.73
306.65,72.18
306.68,60.26
306.7,49.23
306.73,32.44
306.75,22.93
306.78,12.45
306.8,7.881
306.83,3.742
306.85,2.214
306.88,1.001
306.9,0.6275
306.93,0.4855
306.95,0.6487
306.98,1.407
307.0,2.407
307.03,5.023
307.05,7.77
307.08,13.87
307.1,19.52
307.12,26.57
307.15,39.72
307.17,49.91
307.2,66.13
307.22,76.38
307.25,88.18
307.27,91.96
307.3,89.62
307.32,83.06
307.35,69.5
307.37,61.62
307.4,58.01
307.42,63.69
307.45,86.92
307.47,116.5
307.5,217.7
307.52,389.6
307.55,1095.0
307.57,2205.0
307.6,5796.0
307.62,10180.0
307.65,20700.0
307.67,30250.0
307.7,46380.0
307.72,56090.0
307.75,64700.0
307.77,64730.0
307.8,56180.0
307.82,46510.0
307.85,30410.0
307.87,20870.0
307.9,10350.0
307.92,5965.0
307.95,2438.0
307.97,1464.0
307.99,1206.0
308.02,1892.0
308.04,3151.0
308.07,6736.0
308.09,10580.0
308.12,18680.0
308.14,25210.0
308.17,34840.0
308.19,39650.0
308.22,42130.0
308.24,40080.0
308.27,32430.0
308.29,25670.0
308.32,15730.0
308.34,10330.0
308.37,4781.0
308.39,2604.0
308.42,909.1
308.44,410.4
308.47,108.3
308.49,40.69
308.52,8.341
308.54,3.005
308.57,2.067
308.59,3.907
308.62,11.46
308.64,21.74
308.67,49.42
308.69,77.77
308.72,133.3
308.74,173.8
308.77,225.1
308.79,243.8
308.82,240.0
308.84,217.8
308.86,185.1
308.89,130.4
308.91,97.87
308.94,62.67
308.96,51.97
308.99,75.01
309.01,154.9
309.04,557.7
309.06,1262.0
309.09,3790.0
309.11,7199.0
309.14,16380.0
309.16,25810.0
309.19,44330.0
309.21,57870.0
309.24,74980.0
309.26,81130.0
309.29,79300.0
309.31,71100.0
309.34,52430.0
309.36,38960.0
309.39,21670.0
309.41,13350.0
309.44,5603.0
309.46,2860.0
309.49,906.2
309.51,384.1
309.54,93.99
309.56,36.2
309.59,13.76
309.61,13.14
309.64,17.66
309.66,21.24
309.69,24.95
309.71,25.52
309.74,23.2
309.76,19.98
309.78,16.08
309.81,10.33
309.83,7.222
309.86,4.21
309.88,3.3
309.91,3.286
309.93,3.925
309.96,5.378
309.98,6.384
310.01,7.5
310.03,7.802
310.06,7.505
310.08,6.887
310.11,5.613
310.13,4.731
310.16,3.688
310.18,3.364
310.21,3.8
310.23,4.949
310.26,8.337
310.28,11.76
310.31,18.19
310.33,22.68
310.36,28.25
310.38,30.51
310.41,31.43
310.43,30.84
310.46,29.48
310.48,29.02
