wavelength,intensity
299.22,2.4169999999999998e-27
299.24,5.483000000000001e-26
299.27,5.124e-24
299.29,9.513e-23
299.32,6.555e-21
299.34,9.971e-20
299.37,5.095e-18
299.39,6.353e-17
299.42,2.41e-15
299.44,2.465e-14
299.47,6.95e-13
299.49,5.835e-12
299.52,1.226e-10
299.54,8.468e-10
299.57,1.33e-08
299.59,7.584e-08
299.62,8.967e-07
299.64,4.244e-06
299.67,3.817e-05
299.69,0.0001513
299.72,0.001052
299.74,0.003531
299.77,0.01932
299.79,0.05558
299.82,0.2425
299.84,0.6006
299.87,2.088
299.89,4.429
299.92,12.1
299.94,21.73
299.97,45.85
299.99,68.95
300.02,110.9
300.04,139.0
300.07,170.8
300.09,180.8
300.11,181.6
300.14,173.6
300.16,169.3
300.19,173.3
300.21,182.5
300.24,195.6
300.26,195.8
300.29,176.0
300.31,150.7
300.34,104.5
300.36,75.07
300.39,40.77
300.41,25.69
300.44,12.79
300.46,8.698
300.49,6.503
300.51,6.846
300.54,10.04
300.56,14.49
300.59,25.67
300.61,36.26
300.64,55.52
300.66,68.98
300.69,87.14
300.71,96.74
300.74,106.9
300.76,110.8
300.79,112.6
300.81,110.7
300.84,104.0
300.86,98.05
300.89,88.86
300.91,83.08
300.94,74.0
300.96,66.73
300.98,58.15
301.01,43.93
301.03,35.02
301.06,24.91
301.08,20.92
301.11,18.26
301.13,17.55
301.16,16.19
301.18,14.49
301.21,10.84
301.23,8.149
301.26,4.597
301.28,2.846
301.31,1.197
301.33,0.6138
301.36,0.2188
301.38,0.1515
301.41,0.2654
301.43,0.5185
301.46,1.346
301.48,2.358
301.51,4.902
301.53,7.483
301.56,13.05
301.58,18.13
301.61,28.16
301.63,36.4
301.66,49.91
301.68,58.22
301.71,66.34
301.73,67.36
301.76,62.1
301.78,55.58
301.81,45.84
301.83,42.35
301.85,43.7
301.88,60.49
301.9,87.01
301.93,162.2
301.95,242.5
301.98,408.3
302.0,537.5
302.03,717.9
302.05,799.3
302.08,824.6
302.1,772.1
302.13,615.0
302.15,485.7
302.18,301.5
302.2,203.2
302.23,102.5
302.25,63.07
302.28,33.12
302.3,25.37
302.33,22.98
302.35,24.28
302.38,27.68
302.4,30.64
302.43,37.73
302.45,45.9
302.48,65.41
302.5,82.67
302.53,109.6
302.55,123.6
302.58,131.0
302.6,125.2
302.63,103.2
302.65,83.57
302.68,54.2
302.7,37.72
302.72,24.86
302.75,12.36
302.77,7.867
302.8,5.709
302.82,6.958
302.85,12.9
302.87,19.7
302.9,33.78
302.92,44.7
302.95,60.19
302.97,67.72
303.0,72.16
303.02,70.29
303.05,62.14
303.07,54.93
303.1,44.05
303.12,37.51
303.15,28.87
303.17,23.7
303.2,16.69
303.22,12.65
303.25,7.874
303.27,5.634
303.3,3.519
303.32,2.723
303.35,2.104
303.37,1.979
303.4,2.267
303.42,2.863
303.45,4.429
303.47,5.837
303.5,8.164
303.52,9.717
303.55,12.41
303.57,15.26
303.6,23.47
303.62,33.01
303.64,46.36
303.67,71.9
303.69,89.58
303.72,109.7
303.74,114.9
303.77,108.1
303.79,95.44
303.82,70.69
303.84,54.27
303.87,34.26
303.89,24.88
303.92,16.22
303.94,13.24
303.97,11.58
303.99,11.73
304.02,13.16
304.04,14.75
304.07,18.07
304.09,20.91
304.12,25.74
304.14,28.79
304.17,31.94
304.19,32.53
304.22,30.96
304.24,28.6
304.27,24.03
304.29,20.85
304.32,16.57
304.34,14.28
304.37,11.83
304.39,10.79
304.42,9.915
304.44,9.624
304.47,9.488
304.49,9.668
304.51,10.28
304.54,12.8
304.56,16.35
304.59,26.24
304.61,37.03
304.64,60.94
304.66,81.86
