204.41226,4.30E+06,106 398.405  ,1.5,,,,,,,,,,,,,
204.4322, ,103 183.69   ,3.5,,,,,,,,,,,,,
204.4985, ,70 314.624  ,4.5,,,,,,,,,,,,,
204.56621,4.00E+06,106 279.329  ,2.5,,,,,,,,,,,,,
204.5848, ,107 529.849  ,3.5,,,,,,,,,,,,, 
 , , ,#VALUE!,,,,,,,,,,,,,
204.5973, ,109 486.551  ,5.5,,,,,,,,,,,,,
204.64122, ,118 277.347  ,1.5,,,,,,,,,,,,,
204.72035,2.40E+07,98 338.357  ,1.5,,,,,,,,,,,,,
204.77152,5.60E+06,74 606.864  ,2.5,,,,,,,,,,,,,
204.84901,4.80E+06,69 606.567  ,3.5,,,,,,,,,,,,, 
 , , ,#VALUE!,,,,,,,,,,,,,
204.87132, ,118 097.578  ,2.5,,,,,,,,,,,,,
204.90508,2.70E+06,103 019.688  ,6.5,,,,,,,,,,,,,
204.9532, ,69 606.567  ,3.5,,,,,,,,,,,,,
204.9774, ,62 244.515  ,1.5,,,,,,,,,,,,,
205.10336,3.70E+07,65 109.691  ,3.5,,,,,,,,,,,,, 
 , , ,#VALUE!,,,,,,,,,,,,,
205.2287,3.00E+06,74 498.093  ,1.5,,,,,,,,,,,,,
205.2853, ,62 171.624  ,3.5,,,,,,,,,,,,,
205.36945, ,62 151.554  ,2.5,,,,,,,,,,,,,
205.4793, ,62 125.604  ,1.5,,,,,,,,,,,,,
205.52677,3.10E+07,67 000.530  ,2.5,,,,,,,,,,,,, 
 , , ,#VALUE!,,,,,,,,,,,,,
205.55984, ,107 298.265  ,2.5,,,,,,,,,,,,,
205.6757,3.60E+06,96 279.234  ,2.5,,,,,,,,,,,,,
205.6952, ,75 915.080  ,2.5,,,,,,,,,,,,,
205.73325,2.80E+06,62 065.528  ,3.5,,,,,,,,,,,,,
205.8126, ,93 487.653  ,3.5,,,,,,,,,,,,, 
 , , ,#VALUE!,,,,,,,,,,,,,
205.8172, ,62 244.515  ,1.5,,,,,,,,,,,,,
205.8345, ,115 030.664  ,4.5,,,,,,,,,,,,,
205.8577, ,112 987.144  ,2.5,,,,,,,,,,,,,
205.9457, ,73 969.761  ,5.5,,,,,,,,,,,,,
205.9582, ,73 966.843  ,6.5,,,,,,,,,,,,, 
 , , ,#VALUE!,,,,,,,,,,,,,
205.961784,1.60E+07,108 807.527  ,2.5,,,,,,,,,,,,,
206.15782, ,118 097.578  ,2.5,,,,,,,,,,,,,
206.21173, ,62 151.554  ,2.5,,,,,,,,,,,,,
206.27445,1.00E+07,103 334.14   ,2.5,,,,,,,,,,,,,
206.279, ,64 831.951  ,4.5,,,,,,,,,,,,, 
 , , ,#VALUE!,,,,,,,,,,,,,
206.3215, ,62 125.604  ,1.5,,,,,,,,,,,,,
206.367747,1.90E+07,64 286.354  ,3.5,,,,,,,,,,,,,
206.4223, ,98 505.022  ,2.5,,,,,,,,,,,,,
206.56889, ,108 778.889  ,1.5,,,,,,,,,,,,,
206.5757,1.10E+06,98 536.011  ,3.5,,,,,,,,,,,,, 
 , , ,#VALUE!,,,,,,,,,,,,,
206.60082,2.30E+07,67 273.833  ,1.5,,,,,,,,,,,,,
206.6171, ,86 547.427  ,2.5,,,,,,,,,,,,,
206.6352, ,110 428.305  ,2.5,,,,,,,,,,,,,
206.70691,2.10E+06,108 807.527  ,2.5,,,,,,,,,,,,,
206.70691, ,98 505.022  ,2.5,,,,,,,,,,,,, 
 , , ,#VALUE!,,,,,,,,,,,,,
206.7317, ,112 397.186  ,4.5,,,,,,,,,,,,,
206.7669, ,122 315.037  ,5.5,,,,,,,,,,,,,
206.7669,5.30E+06,98 536.011  ,3.5,,,,,,,,,,,,,
206.791366,4.10E+07,69 650.481  ,2.5,,,,,,,,,,,,,
206.79995,1.70E+07,107 006.684  ,4.5,,,,,,,,,,,,, 
 , , ,#VALUE!,,,,,,,,,,,,,
206.8035, ,110 065.766  ,2.5,,,,,,,,,,,,,
206.8035, ,62 244.515  ,1.5,,,,,,,,,,,,,
206.8319,3.70E+06,86 547.427  ,2.5,,,,,,,,,,,,,
206.8766, ,73 751.276  ,4.5,,,,,,,,,,,,,
206.8943,3.50E+06,86 482.560  ,3.5,,,,,,,,,,,,, 
 , , ,#VALUE!,,,,,,,,,,,,,
206.9655, ,61 974.931  ,1.5,,,,,,,,,,,,,
206.9702, ,108 571.060  ,4.5,,,,,,,,,,,,,
206.99613,1.30E+07,75 915.080  ,2.5,,,,,,,,,,,,,
207.03342,1.50E+07,75 600.900  ,3.5,,,,,,,,,,,,,
207.0555, ,114 212.377  ,3.5,,,,,,,,,,,,, 
 , , ,#VALUE!,,,,,,,,,,,,,
207.06127,9.00E+06,103 183.69   ,3.5,,,,,,,,,,,,,
207.17907,3.80E+06,66 612.659  ,1.5,,,,,,,,,,,,,
207.1808, ,61 726.069  ,3.5,,,,,,,,,,,,,
207.1968,4.30E+06,110 570.312  ,3.5,,,,,,,,,,,,,
207.2585,1.10E+07,84 359.779  ,1.5,,,,,,,,,,,,, 
 , , ,#VALUE!,,,,,,,,,,,,,
207.31341,2.40E+06,62 125.604  ,1.5,,,,,,,,,,,,,
207.3525,9.00E+06,98 354.656  ,2.5,,,,,,,,,,,,,
207.3875,4.90E+06,98 391.320  ,3.5,,,,,,,,,,,,,
207.41886,2.30E+06,64 040.891  ,3.5,,,,,,,,,,,,,
207.51141,2.30E+06,73 603.537  ,5.5,,,,,,,,,,,,, 
 , , ,#VALUE!,,,,,,,,,,,,,
207.5564, ,73 969.761  ,5.5,,,,,,,,,,,,,
207.56777,5.40E+06,66 522.310  ,2.5,,,,,,,,,,,,,
207.72358,2.60E+07,98 338.357  ,1.5,,,,,,,,,,,,,
207.7348, ,109 455.629  ,2.5,,,,,,,,,,,,,
207.8053, ,84 359.779  ,1.5,,,,,,,,,,,,, 
 , , ,#VALUE!,,,,,,,,,,,,,
207.81607,2.80E+06,63 948.803  ,4.5,,,,,,,,,,,,,
207.84064, ,108 539.473  ,2.5,,,,,,,,,,,,,
207.89504, ,109 811.940  ,4.5,,,,,,,,,,,,,
207.94912,1.10E+06,108 518.643  ,3.5,,,,,,,,,,,,,
208.024296,1.90E+07,64 425.405  ,2.5,,,,,,,,,,,,, 
 , , ,#VALUE!,,,,,,,,,,,,,
208.0356, ,98 196.137  ,1.5,,,,,,,,,,,,,
208.0464, ,114 428.410  ,3.5,,,,,,,,,,,,,
208.1295, ,63 876.325  ,5.5,,,,,,,,,,,,,
208.1653, ,108 648.712  ,6.5,,,,,,,,,,,,,
208.19,2.00E+06,106 649.452  ,5.5,,,,,,,,,,,,, 
 , , ,#VALUE!,,,,,,,,,,,,,
208.3358,6.40E+06,92 899.306  ,2.5,,,,,,,,,,,,,
208.352, ,75 600.900  ,3.5,,,,,,,,,,,,,
208.40161, ,108 239.375  ,3.5,,,,,,,,,,,,,
208.4518, ,86 416.370  ,3.5,,,,,,,,,,,,,
208.4962,2.10E+06,108 217.596  ,4.5,,,,,,,,,,,,, 
 , , ,#VALUE!,,,,,,,,,,,,,
208.502,1.10E+06,73 751.276  ,4.5,,,,,,,,,,,,,
208.5711, ,114 307.099  ,2.5,,,,,,,,,,,,,
208.5865,2.00E+06,78 690.860  ,2.5,,,,,,,,,,,,,
208.59213,2.30E+07,110 008.310  ,4.5,,,,,,,,,,,,,
208.6282, ,64 286.354  ,3.5,,,,,,,,,,,,, 
 , , ,#VALUE!,,,,,,,,,,,,,
208.7148, ,121 863.975  ,6.5,,,,,,,,,,,,,
208.754136,1.40E+08,66 248.647  ,0.5,,,,,,,,,,,,,
208.7587, ,109 474.060  ,4.5,,,,,,,,,,,,,
208.8034, ,114 399.170  ,1.5,,,,,,,,,,,,,
208.8631, ,114 475.826  ,2.5,,,,,,,,,,,,, 
 , , ,#VALUE!,,,,,,,,,,,,,
208.8837, ,61 332.753  ,1.5,,,,,,,,,,,,,
208.9097, ,114 464.872  ,1.5,,,,,,,,,,,,,
208.98122,1.00E+07,109 901.523  ,3.5,,,,,,,,,,,,,
209.0571, ,109 901.523  ,3.5,,,,,,,,,,,,,
209.153,8.00E+05,73 966.843  ,6.5,,,,,,,,,,,,, 
 , , ,#VALUE!,,,,,,,,,,,,,
209.16431,1.00E+06,108 239.375  ,3.5,,,,,,,,,,,,,
209.20126,1.80E+07,108 775.110  ,5.5,,,,,,,,,,,,,
209.22401, ,110 609.548  ,1.5,,,,,,,,,,,,,
209.26026,2.40E+07,108 929.031  ,4.5,,,,,,,,,,,,,
209.30896,1.70E+06,108 648.712  ,6.5,,,,,,,,,,,,, 
 , , ,#VALUE!,,,,,,,,,,,,,
209.36251,2.10E+07,78 137.404  ,3.5,,,,,,,,,,,,,
209.3924, ,83 868.450  ,2.5,,,,,,,,,,,,,
209.46335,5.00E+06,66 612.659  ,1.5,,,,,,,,,,,,,
209.49799,3.10E+06,64 087.408  ,2.5,,,,,,,,,,,,,
209.56691, ,108 086.672  ,0.5,,,,,,,,,,,,, 
 , , ,#VALUE!,,,,,,,,,,,,,
209.59337, ,107 966.642  ,4.5,,,,,,,,,,,,,
209.63925,1.00E+07,110 008.310  ,4.5,,,,,,,,,,,,,
209.64174, ,108 130.542  ,2.5,,,,,,,,,,,,,
209.6546, ,61 156.827  ,3.5,,,,,,,,,,,,,
209.6954,9.00E+06,92 602.711  ,3.5,,,,,,,,,,,,, 
 , , ,#VALUE!,,,,,,,,,,,,,
209.70234,1.07E+06,64 040.891  ,3.5,,,,,,,,,,,,,
209.71919,3.80E+06,108 709.424  ,3.5,,,,,,,,,,,,,
209.74049,2.70E+06,73 091.630  ,4.5,,,,,,,,,,,,,
209.7495, ,68 000.785  ,4.5,,,,,,,,,,,,,
209.75496,5.00E+06,61 332.753  ,1.5,,,,,,,,,,,,, 
 , , ,#VALUE!,,,,,,,,,,,,,
209.81622, ,108 086.672  ,0.5,,,,,,,,,,,,,
209.8374, ,108 630.427  ,5.5,,,,,,,,,,,,,
209.9143, ,114 212.377  ,3.5,,,,,,,,,,,,,
209.92547,6.40E+06,108 577.597  ,4.5,,,,,,,,,,,,,
209.9342, ,61 093.406  ,2.5,,,,,,,,,,,,, 
 , , ,#VALUE!,,,,,,,,,,,,,
209.9428,9.00E+05,73 969.761  ,5.5,,,,,,,,,,,,,
209.9491,6.20E+06,83 868.450  ,2.5,,,,,,,,,,,,,
210.01658,1.50E+07,109 683.303  ,5.5,,,,,,,,,,,,,
210.0697,5.70E+06,108 577.597  ,4.5,,,,,,,,,,,,,
210.10269,9.00E+06,108 387.934  ,5.5,,,,,,,,,,,,, 
 , , ,#VALUE!,,,,,,,,,,,,,
210.10974,5.40E+07,109 901.523  ,3.5,,,,,,,,,,,,,
210.12203,1.30E+07,108 463.918  ,6.5,,,,,,,,,,,,,
210.2048, ,86 416.370  ,3.5,,,,,,,,,,,,,
210.22671,9.00E+06,108 709.424  ,3.5,,,,,,,,,,,,,
210.24629,1.00E+07,108 537.623  ,3.5,,,,,,,,,,,,, 
 , , ,#VALUE!,,,,,,,,,,,,,
210.27321,5.10E+07,109 625.216  ,4.5,,,,,,,,,,,,,
210.40346,6.00E+06,107 176.093  ,0.5,,,,,,,,,,,,,
210.4066,3.80E+06,92 426.967  ,4.5,,,,,,,,,,,,,
210.42401,1.40E+07,108 133.473  ,6.5,,,,,,,,,,,,,
210.44056, ,70 314.624  ,4.5,,,,,,,,,,,,, 
 , , ,#VALUE!,,,,,,,,,,,,,
210.44222,1.00E+07,108 391.507  ,4.5,,,,,,,,,,,,,
210.45083, ,107 947.255  ,1.5,,,,,,,,,,,,,
210.45845,1.70E+07,108 337.798  ,7.5,,,,,,,,,,,,,
210.52334,5.10E+06,108 642.450  ,2.5,,,,,,,,,,,,,
210.55965, ,110 167.303  ,3.5,,,,,,,,,,,,, 
 , , ,#VALUE!,,,,,,,,,,,,,
210.5698,1.90E+06,109 449.894  ,1.5,,,,,,,,,,,,,
210.5791, ,79 284.919  ,2.5,,,,,,,,,,,,,
210.60977, ,110 428.305  ,2.5,,,,,,,,,,,,,
210.64339, ,107 728.935  ,2.5,,,,,,,,,,,,,
210.64962,1.20E+07,108 613.977  ,2.5,,,,,,,,,,,,, 
 , , ,#VALUE!,,,,,,,,,,,,,
210.71425, ,107 826.940  ,1.5,,,,,,,,,,,,,
210.7553,1.30E+07,73 603.537  ,5.5,,,,,,,,,,,,,
210.7748,2.70E+06,92 358.625  ,1.5,,,,,,,,,,,,,
210.7796, ,61 332.753  ,1.5,,,,,,,,,,,,,
210.81368, ,61 093.406  ,2.5,,,,,,,,,,,,, 
 , , ,#VALUE!,,,,,,,,,,,,,
210.8668, ,109 474.060  ,4.5,,,,,,,,,,,,,
210.8882, ,113 867.242  ,5.5,,,,,,,,,,,,,
210.8882, ,109 486.551  ,5.5,,,,,,,,,,,,,
210.89982, ,109 449.894  ,1.5,,,,,,,,,,,,,
210.91032,1.90E+07,73 751.276  ,4.5,,,,,,,,,,,,, 
 , , ,#VALUE!,,,,,,,,,,,,,
210.91032,9.00E+05,108 387.934  ,5.5,,,,,,,,,,,,,
210.94758,5.80E+06,109 683.303  ,5.5,,,,,,,,,,,,,
210.98528, ,107 826.940  ,1.5,,,,,,,,,,,,,
210.98916, ,108 537.623  ,3.5,,,,,,,,,,,,,
211.03095,3.00E+07,95 046.177  ,2.5,,,,,,,,,,,,, 
 , , ,#VALUE!,,,,,,,,,,,,,
211.0441, ,61 041.734  ,2.5,,,,,,,,,,,,,
211.0484, ,92 282.470  ,3.5,,,,,,,,,,,,,
211.05426, ,107 750.540  ,0.5,,,,,,,,,,,,,
211.07342,5.90E+07,66 248.647  ,0.5,,,,,,,,,,,,,
211.1136,1.30E+06,92 282.470  ,3.5,,,,,,,,,,,,, 
 , , ,#VALUE!,,,,,,,,,,,,,
211.15307,1.10E+07,108 181.564  ,5.5,,,,,,,,,,,,,
211.1798, ,73 143.346  ,3.5,,,,,,,,,,,,,
211.3677,5.20E+06,108 133.473  ,6.5,,,,,,,,,,,,,
211.3859, ,109 463.670  ,3.5,,,,,,,,,,,,,
211.3859,4.00E+06,74 606.864  ,2.5,,,,,,,,,,,,, 
 , , ,#VALUE!,,,,,,,,,,,,,
211.38955, ,107 736.321  ,1.5,,,,,,,,,,,,,
211.4088,1.00E+07,92 216.391  ,1.5,,,,,,,,,,,,,
211.4462, ,113 867.242  ,5.5,,,,,,,,,,,,,
211.5439,5.30E+06,92 171.690  ,4.5,,,,,,,,,,,,,
211.55156, ,107 525.187  ,2.5,,,,,,,,,,,,, 
 , , ,#VALUE!,,,,,,,,,,,,,
211.5701, ,73 603.537  ,5.5,,,,,,,,,,,,,
211.5701, ,97 326.503  ,1.5,,,,,,,,,,,,,
211.59182, ,108 133.473  ,6.5,,,,,,,,,,,,,
211.63507, ,116 338.649  ,2.5,,,,,,,,,,,,,
211.64815, ,116 335.731  ,1.5,,,,,,,,,,,,, 
 , , ,#VALUE!,,,,,,,,,,,,,
211.699122,1.90E+07,72 650.698  ,4.5,,,,,,,,,,,,,
211.7488,1.10E+06,73 016.184  ,3.5,,,,,,,,,,,,,
211.81974,3.50E+06,68 000.785  ,4.5,,,,,,,,,,,,,
211.85159,5.30E+06,108 775.110  ,5.5,,,,,,,,,,,,,
211.90479,4.20E+06,67 516.328  ,5.5,,,,,,,,,,,,, 
 , , ,#VALUE!,,,,,,,,,,,,,
211.95863, ,107 605.127  ,1.5,,,,,,,,,,,,,
212.0224, ,109 811.940  ,4.5,,,,,,,,,,,,,
212.1059, ,107 572.279  ,2.5,,,,,,,,,,,,,
212.1101, ,61 035.285  ,0.5,,,,,,,,,,,,,
212.1253, ,107 572.279  ,2.5,,,,,,,,,,,,, 
 , , ,#VALUE!,,,,,,,,,,,,,
212.18325, ,107 498.510  ,1.5,,,,,,,,,,,,,
212.2024, ,73 091.630  ,4.5,,,,,,,,,,,,,
212.232, ,110 065.766  ,2.5,,,,,,,,,,,,,
212.24544,4.80E+05,62 945.045  ,3.5,,,,,,,,,,,,,
212.3167, ,107 529.849  ,3.5,,,,,,,,,,,,, 
 , , ,#VALUE!,,,,,,,,,,,,,
212.31848, ,107 525.187  ,2.5,,,,,,,,,,,,,
212.33784, ,107 525.187  ,2.5,,,,,,,,,,,,,
212.3679, ,73 054.913  ,2.5,,,,,,,,,,,,,
212.38159, ,107 454.552  ,0.5,,,,,,,,,,,,,
212.40863,2.40E+07,108 105.938  ,1.5,,,,,,,,,,,,, 
 , , ,#VALUE!,,,,,,,,,,,,,
212.42072,1.20E+06,108 648.712  ,6.5,,,,,,,,,,,,,
212.4389, ,107 498.510  ,1.5,,,,,,,,,,,,,
212.47239, ,110 609.548  ,1.5,,,,,,,,,,,,,
212.51681,2.40E+07,95 079.342  ,3.5,,,,,,,,,,,,,
212.5324, ,116 338.649  ,2.5,,,,,,,,,,,,, 
 , , ,#VALUE!,,,,,,,,,,,,,
212.5428, ,73 016.184  ,3.5,,,,,,,,,,,,,
212.5696, ,107 430.742  ,1.5,,,,,,,,,,,,,
212.5725, ,107 298.265  ,2.5,,,,,,,,,,,,,
212.58572,8.00E+06,108 537.623  ,3.5,,,,,,,,,,,,,
212.62103, ,69 427.014  ,0.5,,,,,,,,,,,,, 
 , , ,#VALUE!,,,,,,,,,,,,,
212.63764, ,107 454.552  ,0.5,,,,,,,,,,,,,
212.64203,2.60E+07,108 105.938  ,1.5,,,,,,,,,,,,,
212.7009,1.40E+06,73 054.913  ,2.5,,,,,,,,,,,,,
212.74298,4.50E+06,108 337.798  ,7.5,,,,,,,,,,,,,
212.7603, ,74 606.864  ,2.5,,,,,,,,,,,,, 
 , , ,#VALUE!,,,,,,,,,,,,,
