 , , ,#VALUE!
554.8474,1.16E+06,22 455.615  ,4.5
559.4425,9.30E+06,26 912.765  ,7.5
562.054,1.30E+07,30 246.770  ,8.5
566.8868,5.60E+06,29 027.535  ,8.5
568.8525,7.30E+06,25 524.470  ,6.5
 , , ,#VALUE!
570.2244,2.73E+06,23 537.380  ,4.5
570.6206, ,25 044.645  ,3.5
570.828, ,24 445.380  ,5.5
571.812,5.10E+06,28 856.895  ,7.5
572.6825,3.10E+06,25 877.160  ,4.5
 , , ,#VALUE!
574.0862,5.00E+06,26 772.080  ,5.5
580.402,5.90E+06,23 229.980  ,4.5
581.1572, ,24 134.080  ,5.5
582.5872, ,25 876.545  ,2.5
584.2391, ,27 448.710  ,6.5
 , , ,#VALUE!
586.5057,1.30E+06,28 418.970  ,8.5
603.1266, ,26 912.765  ,7.5
603.4239, ,29 027.535  ,8.5
605.1875,1.10E+06,25 877.160  ,4.5
613.347, ,30 781.490  ,8.5
 , , ,#VALUE!
613.358, ,31 256.770  ,6.5
615.783, ,20 672.575  ,4.5
616.667, ,27 921.385  ,4.5
617.0486, ,25 876.545  ,2.5
618.3907,1.48E+06,25 524.470  ,6.5
 , , ,#VALUE!
623.8499, ,24 445.380  ,5.5
625.873, ,26 640.080  ,3.5
627.729, ,32 221.570  ,7.5
627.729, ,31 675.295  ,8.5
629.284, ,17 356.849  ,4.5
 , , ,#VALUE!
629.284, ,29 484.605  ,5.5
634.1507, ,30 246.770  ,8.5
638.207, ,27 245.450  ,5.5
638.5196, ,28 563.485  ,6.5
663.796, ,29 362.520  ,7.5
 , , ,#VALUE!
665.057, ,42 135.960  ,4.5
665.057, ,30 781.490  ,8.5
673.779, ,27 744.190  ,6.5
674.011, ,15 345.860  ,3.5
679.037, ,16 192.775  ,4.5
 , , ,#VALUE!
680.4, ,26 274.090  ,5.5
684.672, ,17 186.870  ,5.5
684.672, ,26 182.480  ,5.5
690.043, ,14 487.830  ,2.5
694.139, ,27 308.945  ,6.5
 , , ,#VALUE!
701.08, ,36 618.040  ,5.5
701.885, ,22 663.710  ,4.5
702.092, ,28 540.945  ,7.5
702.458, ,16 817.230  ,5.5
703.73, ,18 007.935  ,6.5
 , , ,#VALUE!
705.214, ,24 053.340  ,4.5
705.474, ,30 781.490  ,8.5
706.147, ,25 044.645  ,3.5
706.689, ,19 232.230  ,7.5
708.293, ,16 699.995  ,7.5
 , , ,#VALUE!
708.971, ,23 458.945  ,5.5
709.274, ,27 798.540  ,5.5
709.274, ,16 680.545  ,5.5
709.274, ,24 003.700  ,4.5
709.274, ,28 354.405  ,6.5
 , , ,#VALUE!
712.935, ,15 492.745  ,4.5
714.204, ,33 696.210  ,5.5
714.204, ,27 244.020  ,3.5
714.204, ,26 274.090  ,5.5
715.103, ,25 353.625  ,7.5
 , , ,#VALUE!
718.909, ,24 243.215  ,6.5
718.942, ,16 490.940  ,5.5
719.201, ,25 481.265  ,5.5
719.9, ,13 886.975  ,4.5
723.654, ,14 328.265  ,3.5
 , , ,#VALUE!
726.164, ,22 187.650  ,4.5
728.529, ,23 397.365  ,3.5
728.856, ,21 241.075  ,2.5
729.138, ,27 308.945  ,6.5
729.872, ,26 031.475  ,7.5
 , , ,#VALUE!
731.681, ,17 465.315  ,6.5
732.312, ,16 237.065  ,5.5
737.404, ,27 816.795  ,7.5
738.179, ,15 013.210  ,4.5
740.662, ,21 918.050  ,4.5
 , , ,#VALUE!
741.12, ,15 139.610  ,5.5
741.818, ,24 418.715  ,6.5
742.741, ,25 481.265  ,5.5
744.871, ,26 328.015  ,6.5
748.128, ,15 013.210  ,4.5
 , , ,#VALUE!
751.116, ,27 611.725  ,7.5
751.373, ,20 830.030  ,3.5
751.444, ,26 210.740  ,6.5
751.444, ,42 885.995  ,5.5
751.602, ,24 243.215  ,6.5
 , , ,#VALUE!
752.645, ,23 159.970  ,5.5
752.899, ,29 027.535  ,8.5
753.826, ,24 842.865  ,5.5
754.097, ,22 455.615  ,4.5
754.097, ,36 716.205  ,4.5
 , , ,#VALUE!
754.7, ,19 232.230  ,7.5
757.754, ,14 843.545  ,4.5
758.765, ,22 850.545  ,3.5
759.075, ,16 237.065  ,5.5
760.373, ,20 672.575  ,4.5
 , , ,#VALUE!
760.592, ,27 445.845  ,7.5
763.979, ,18 171.405  ,8.5
764.6, ,21 871.510  ,3.5
766.352, ,24 418.715  ,6.5
769.656, ,22 187.650  ,4.5
 , , ,#VALUE!
