,,,#VALUE!,,,,,,,,,,,,,
 ,2.03E+05,115 794.44 ,1.5,,,,,,,,,,,,,
 ,1.22E+06,115 794.39 ,2.5,,,,,,,,,,,,,
546.0019,1.11E+06,115 764.99 ,0.5,,,,,,,,,,,,,
 , , ,#VALUE!,,,,,,,,,,,,,
546.4136,2.22E+06,115 764.99 ,0.5,,,,,,,,,,,,,
 ,5.25E+03,110 207.99 ,1.5,,,,,,,,,,,,,
 ,3.67E+03,110 203.58 ,0.5,,,,,,,,,,,,,
591.6429,6.42E+05,110 207.99 ,1.5,,,,,,,,,,,,,
 ,7.16E+04,110 207.99 ,1.5,,,,,,,,,,,,,
 , , ,#VALUE!,,,,,,,,,,,,,
591.8158,7.04E+05,110 203.58 ,0.5,,,,,,,,,,,,,
592.3366,1.40E+06,114 332.74 ,1.5,,,,,,,,,,,,,
 ,2.76E+05,114 332.74 ,1.5,,,,,,,,,,,,,
592.8233,1.66E+06,114 332.68 ,2.5,,,,,,,,,,,,,
593.8629,1.36E+06,114 289.36 ,0.5,,,,,,,,,,,,,
 , , ,#VALUE!,,,,,,,,,,,,,
594.3499,2.71E+06,114 289.36 ,0.5,,,,,,,,,,,,,
634.6737,2.20E+07,109 062.35 ,3.5,,,,,,,,,,,,,
 ,1.47E+06,109 062.32 ,2.5,,,,,,,,,,,,,
634.6962,2.05E+07,109 062.32 ,2.5,,,,,,,,,,,,,
654.5973, ,109 072.05 ,3.5,,,,,,,,,,,,,
 , , ,#VALUE!,,,,,,,,,,,,,
654.5973, ,109 072.05 ,4.5,,,,,,,,,,,,,
662.044,4.61E+05,108 900.20 ,1.5,,,,,,,,,,,,,
 ,2.19E+04,108 900.02 ,2.5,,,,,,,,,,,,,
662.0569,4.37E+05,108 900.02 ,2.5,,,,,,,,,,,,,
678.1451,2.49E+06,112 197.17 ,1.5,,,,,,,,,,,,,
 , , ,#VALUE!,,,,,,,,,,,,,
 ,4.92E+05,112 197.17 ,1.5,,,,,,,,,,,,,
678.7851,2.96E+06,112 197.05 ,2.5,,,,,,,,,,,,,
681.286,2.11E+06,112 129.20 ,0.5,,,,,,,,,,,,,
681.927,4.21E+06,112 129.20 ,0.5,,,,,,,,,,,,,
