232.52,3.893e+3
232.54,5.903e+3
232.57,1.101e+4
232.59,1.631e+4
232.62,2.760e+4
232.64,3.715e+4
232.67,5.283e+4
232.69,6.253e+4
232.72,7.259e+4
232.74,7.474e+4
232.76,7.271e+4
232.79,6.275e+4
232.81,5.303e+4
232.84,3.726e+4
232.86,2.773e+4
232.89,1.687e+4
232.91,1.240e+4
232.94,9.934e+3
232.96,1.107e+4
232.99,1.692e+4
233.01,2.361e+4
233.03,3.247e+4
233.06,4.945e+4
233.08,6.293e+4
233.11,8.619e+4
233.13,1.040e+5
233.16,1.350e+5
233.18,1.584e+5
233.21,1.947e+5
233.23,2.160e+5
233.25,2.312e+5
233.28,2.362e+5
233.3,2.255e+5
233.33,1.907e+5
233.35,1.593e+5
233.38,1.096e+5
233.4,7.971e+4
233.43,4.459e+4
233.45,2.834e+4
233.48,1.317e+4
233.5,7.636e+3
233.52,4.582e+3
233.55,3.138e+3
233.57,3.817e+3
233.6,7.530e+3
233.62,1.240e+4
233.65,2.462e+4
233.67,3.660e+4
