Wavelength (nm),Sum(calc),Ni I (2.4e-1),Ni II (7.6e-1),Ni III (2.5e-5)
238.751,1.514e+4,4.386e-17,1.514e+4,
238.761,1.805e+4,4.384e-17,1.805e+4,
238.771,1.970e+4,4.383e-17,1.970e+4,
238.781,1.970e+4,4.381e-17,1.970e+4,
238.791,1.805e+4,4.380e-17,1.805e+4,
238.801,1.514e+4,4.378e-17,1.514e+4,
238.811,1.164e+4,4.376e-17,1.164e+4,
238.821,8.197e+3,4.375e-17,8.197e+3,
238.831,5.287e+3,4.373e-17,5.287e+3,
238.841,3.124e+3,4.371e-17,3.124e+3,
238.851,1.691e+3,4.370e-17,1.691e+3,
238.861,8.383e+2,4.368e-17,8.383e+2,
238.871,3.807e+2,4.367e-17,3.807e+2,
238.881,1.584e+2,4.365e-17,1.584e+2,
238.891,6.037e+1,4.363e-17,6.037e+1,
238.901,2.107e+1,4.362e-17,2.107e+1,
238.911,6.740e+0,4.360e-17,6.740e+0,
238.921,1.974e+0,4.358e-17,1.974e+0,
238.931,5.298e-1,4.357e-17,5.298e-1,
238.941,1.302e-1,4.355e-17,1.302e-1,
238.95,3.418e-2,4.354e-17,3.418e-2,
238.96,7.112e-3,4.352e-17,7.112e-3,
238.97,1.356e-3,4.350e-17,1.356e-3,
238.98,2.367e-4,4.349e-17,2.367e-4,
238.99,3.786e-5,4.347e-17,3.786e-5,
239,5.548e-6,4.346e-17,5.548e-6,
239.01,7.446e-7,4.344e-17,7.446e-7,
239.02,9.155e-8,4.342e-17,9.155e-8,
239.03,1.031e-8,4.341e-17,1.031e-8,
239.04,1.064e-9,4.339e-17,1.064e-9,
239.05,1.005e-10,4.337e-17,1.005e-10,
239.06,8.704e-12,4.336e-17,8.704e-12,
239.07,6.903e-13,4.334e-17,6.903e-13,
239.08,5.015e-14,4.333e-17,5.015e-14,
239.09,3.337e-15,4.331e-17,3.337e-15,
239.1,2.034e-16,4.329e-17,2.034e-16,
239.12,3.626e-16,4.326e-17,3.626e-16,
239.13,6.279e-15,4.324e-17,6.279e-15,
239.14,9.964e-14,4.323e-17,9.964e-14,
239.15,1.449e-12,4.321e-17,1.449e-12,
239.159,1.497e-11,4.320e-17,1.497e-11,
239.169,1.844e-10,4.318e-17,1.844e-10,
239.179,2.083e-9,4.316e-17,2.083e-9,
239.189,2.156e-8,4.315e-17,2.156e-8,
239.199,2.045e-7,4.313e-17,2.045e-7,
239.209,1.778e-6,4.312e-17,1.778e-6,
239.219,1.417e-5,4.310e-17,1.417e-5,
239.229,1.035e-4,4.308e-17,1.035e-4,
239.239,6.924e-4,4.307e-17,6.924e-4,
239.249,4.247e-3,4.305e-17,4.247e-3,
239.259,2.388e-2,4.303e-17,2.388e-2,
239.269,1.230e-1,4.302e-17,1.230e-1,
239.279,5.809e-1,4.300e-17,5.809e-1,
239.289,2.514e+0,4.299e-17,2.514e+0,
239.299,9.970e+0,4.297e-17,9.970e+0,
239.309,3.624e+1,4.295e-17,3.624e+1,
239.319,1.207e+2,4.294e-17,1.207e+2,
239.329,3.686e+2,4.292e-17,3.686e+2,
239.339,1.032e+3,4.290e-17,1.032e+3,
239.349,2.645e+3,4.289e-17,2.645e+3,
239.359,6.218e+3,4.287e-17,6.218e+3,
239.369,1.339e+4,4.286e-17,1.339e+4,
239.378,2.480e+4,4.284e-17,2.480e+4,
239.388,4.527e+4,4.283e-17,4.527e+4,
239.398,7.572e+4,4.281e-17,7.572e+4,
239.408,1.161e+5,4.279e-17,1.161e+5,
239.418,1.631e+5,4.278e-17,1.631e+5,
239.428,2.101e+5,4.276e-17,2.101e+5,
239.438,2.479e+5,4.274e-17,2.479e+5,
239.448,2.682e+5,4.273e-17,2.682e+5,
239.458,2.658e+5,4.271e-17,2.658e+5,
239.468,2.415e+5,4.269e-17,2.415e+5,
239.478,2.011e+5,4.268e-17,2.011e+5,
239.488,1.535e+5,4.266e-17,1.535e+5,
239.498,1.073e+5,4.265e-17,1.073e+5,
239.508,6.880e+4,4.263e-17,6.880e+4,
239.518,4.042e+4,4.261e-17,4.042e+4,
239.528,2.176e+4,4.260e-17,2.176e+4,
239.538,1.074e+4,4.258e-17,1.074e+4,
239.548,4.856e+3,4.256e-17,4.856e+3,
239.558,2.013e+3,4.255e-17,2.013e+3,
239.568,7.645e+2,4.253e-17,7.645e+2,
239.578,2.662e+2,4.252e-17,2.662e+2,
239.588,8.492e+1,4.250e-17,8.492e+1,
239.597,2.819e+1,4.249e-17,2.819e+1,
239.607,7.622e+0,4.247e-17,7.622e+0,
239.617,1.888e+0,4.245e-17,1.888e+0,
239.627,4.288e-1,4.244e-17,4.288e-1,
239.637,8.925e-2,4.242e-17,8.925e-2,
239.647,1.702e-2,4.240e-17,1.702e-2,
239.657,2.976e-3,4.239e-17,2.976e-3,
239.667,4.767e-4,4.237e-17,4.767e-4,
239.677,7.000e-5,4.235e-17,7.000e-5,
239.687,9.420e-6,4.234e-17,9.420e-6,
239.697,1.162e-6,4.232e-17,1.162e-6,
239.707,1.313e-7,4.231e-17,1.313e-7,
239.717,1.360e-8,4.229e-17,1.360e-8,
239.727,1.292e-9,4.227e-17,1.292e-9,
239.737,1.124e-10,4.226e-17,1.124e-10,
239.747,8.962e-12,4.224e-17,8.962e-12,
239.757,6.550e-13,4.222e-17,6.550e-13,
239.767,4.388e-14,4.221e-17,4.388e-14,
239.777,2.694e-15,4.219e-17,2.694e-15,
241.28,5.387e-16,3.975e-17,5.387e-16,
241.29,8.942e-15,3.973e-17,8.942e-15,
241.3,1.362e-13,3.971e-17,1.362e-13,
241.31,1.905e-12,3.970e-17,1.905e-12,
241.32,2.446e-11,3.968e-17,2.446e-11,
241.33,2.883e-10,3.967e-17,2.883e-10,
241.339,2.467e-9,3.965e-17,2.467e-9,
241.349,2.470e-8,3.964e-17,2.470e-8,
241.359,2.271e-7,3.962e-17,2.271e-7,
241.369,1.916e-6,3.960e-17,1.916e-6,
241.379,1.484e-5,3.959e-17,1.484e-5,
241.389,1.055e-4,3.957e-17,1.055e-4,
241.399,6.884e-4,3.955e-17,6.884e-4,
241.409,4.123e-3,3.954e-17,4.123e-3,
241.419,2.267e-2,3.952e-17,2.267e-2,
241.429,1.144e-1,3.951e-17,1.144e-1,
241.439,5.301e-1,3.949e-17,5.301e-1,
241.449,2.254e+0,3.947e-17,2.254e+0,
241.459,8.798e+0,3.946e-17,8.798e+0,
241.469,3.152e+1,3.944e-17,3.152e+1,
241.479,1.037e+2,3.942e-17,1.037e+2,
241.489,3.130e+2,3.941e-17,3.130e+2,
241.499,8.673e+2,3.939e-17,8.673e+2,
241.509,2.206e+3,3.937e-17,2.206e+3,
241.519,5.151e+3,3.936e-17,5.151e+3,
241.529,1.104e+4,3.934e-17,1.104e+4,
241.539,2.172e+4,3.933e-17,2.172e+4,
241.549,3.922e+4,3.931e-17,3.922e+4,
241.558,6.204e+4,3.930e-17,6.204e+4,
241.568,9.520e+4,3.928e-17,9.520e+4,
241.578,1.341e+5,3.926e-17,1.341e+5,
241.588,1.734e+5,3.925e-17,1.734e+5,
241.598,2.058e+5,3.923e-17,2.058e+5,
241.608,2.242e+5,6.464e-16,2.242e+5,
241.618,2.242e+5,9.778e-15,2.242e+5,
241.628,2.058e+5,1.358e-13,2.058e+5,
241.638,1.734e+5,1.732e-12,1.734e+5,
241.648,1.341e+5,2.028e-11,1.341e+5,
241.658,9.520e+4,2.179e-10,9.520e+4,
241.668,6.204e+4,2.151e-9,6.204e+4,
241.678,3.711e+4,1.949e-8,3.711e+4,
241.688,2.037e+4,1.621e-7,2.037e+4,
241.698,1.027e+4,1.238e-6,1.027e+4,
241.708,4.750e+3,8.684e-6,4.750e+3,
241.718,2.017e+3,5.591e-5,2.017e+3,
241.728,7.863e+2,3.305e-4,7.863e+2,
241.738,2.813e+2,1.794e-3,2.813e+2,
241.748,9.241e+1,8.937e-3,9.240e+1,
241.758,2.790e+1,4.089e-2,2.785e+1,
241.767,8.948e+0,1.493e-1,8.798e+0,
241.777,2.835e+0,5.809e-1,2.254e+0,
241.787,2.604e+0,2.074e+0,5.301e-1,
241.797,6.915e+0,6.801e+0,1.144e-1,
241.807,2.049e+1,2.047e+1,2.267e-2,
241.817,5.658e+1,5.657e+1,4.123e-3,
241.827,1.436e+2,1.436e+2,6.884e-4,
241.837,3.344e+2,3.344e+2,1.055e-4,
241.847,7.153e+2,7.153e+2,1.484e-5,
241.857,1.405e+3,1.405e+3,1.916e-6,
241.867,2.533e+3,2.533e+3,2.271e-7,
241.877,4.192e+3,4.192e+3,2.470e-8,
241.887,6.371e+3,6.371e+3,2.467e-9,
241.897,8.890e+3,8.890e+3,2.261e-10,
241.907,1.139e+4,1.139e+4,1.902e-11,
241.917,1.340e+4,1.340e+4,1.469e-12,
241.927,1.447e+4,1.447e+4,1.042e-13,
241.937,1.434e+4,1.434e+4,6.778e-15,
241.947,1.306e+4,1.306e+4,6.716e-15,
241.957,1.091e+4,1.091e+4,6.654e-15,
241.967,8.374e+3,8.374e+3,6.591e-15,
241.977,5.900e+3,5.900e+3,6.529e-15,
241.986,4.002e+3,4.002e+3,6.473e-15,
241.996,2.397e+3,2.397e+3,6.411e-15,
242.006,1.318e+3,1.318e+3,6.349e-15,
242.016,6.655e+2,6.655e+2,6.286e-15,
242.026,3.085e+2,3.085e+2,6.224e-15,
242.036,1.313e+2,1.313e+2,6.162e-15,
242.046,5.130e+1,5.130e+1,6.100e-15,
242.056,1.841e+1,1.841e+1,6.037e-15,
242.066,6.062e+0,6.062e+0,5.975e-15,
242.076,1.833e+0,1.833e+0,5.913e-15,
242.086,5.090e-1,5.090e-1,5.850e-15,
242.096,1.298e-1,1.298e-1,5.788e-15,
242.106,3.037e-2,3.037e-2,5.726e-15,
242.116,6.526e-3,6.526e-3,5.664e-15,
242.126,1.288e-3,1.288e-3,5.601e-15,
242.136,2.332e-4,2.332e-4,5.539e-15,
242.146,3.879e-5,3.879e-5,5.477e-15,
242.156,5.922e-6,5.922e-6,5.415e-15,
242.166,8.302e-7,8.302e-7,5.352e-15,
242.176,1.069e-7,1.069e-7,5.290e-15,
242.186,1.263e-8,1.263e-8,5.228e-15,
242.196,1.370e-9,1.370e-9,5.165e-15,
242.205,1.725e-10,1.725e-10,5.109e-15,
242.215,1.591e-11,1.591e-11,5.047e-15,
242.225,1.348e-12,1.348e-12,4.985e-15,
242.235,1.048e-13,1.048e-13,4.923e-15,
242.245,7.481e-15,7.481e-15,4.860e-15,
242.255,4.903e-16,4.903e-16,4.798e-15,
243.022,2.162e-17,4.816e-16,2.162e-17,
243.032,3.477e-16,4.815e-16,3.477e-16,
243.042,5.139e-15,4.813e-16,5.139e-15,
243.052,6.981e-14,4.812e-16,6.981e-14,
243.062,8.714e-13,4.811e-16,8.714e-13,
243.071,7.863e-12,4.810e-16,7.863e-12,
243.081,8.361e-11,4.809e-16,8.361e-11,
243.091,8.171e-10,4.808e-16,8.171e-10,
243.101,7.338e-9,4.807e-16,7.338e-9,
243.111,6.057e-8,4.806e-16,6.057e-8,
243.121,4.595e-7,4.804e-16,4.595e-7,
243.131,3.203e-6,4.803e-16,3.203e-6,
243.141,2.052e-5,4.802e-16,2.052e-5,
243.151,1.209e-4,4.801e-16,1.209e-4,
243.161,6.540e-4,4.800e-16,6.540e-4,
243.171,3.253e-3,4.799e-16,3.253e-3,
243.181,1.487e-2,4.798e-16,1.487e-2,
243.191,6.246e-2,4.796e-16,6.246e-2,
243.201,2.411e-1,4.795e-16,2.411e-1,
243.211,8.556e-1,4.794e-16,8.556e-1,
243.221,2.790e+0,4.793e-16,2.790e+0,
243.231,8.361e+0,4.792e-16,8.361e+0,
243.241,2.303e+1,4.791e-16,2.303e+1,
243.251,5.829e+1,4.790e-16,5.829e+1,
243.261,1.356e+2,4.788e-16,1.356e+2,
243.271,2.899e+2,4.787e-16,2.899e+2,
243.281,5.696e+2,4.786e-16,5.696e+2,
243.29,9.733e+2,4.785e-16,9.733e+2,
243.3,1.629e+3,4.784e-16,1.629e+3,
243.31,2.506e+3,4.783e-16,2.506e+3,
243.32,3.542e+3,4.782e-16,3.542e+3,
243.33,4.602e+3,4.781e-16,4.602e+3,
243.34,5.494e+3,4.779e-16,5.494e+3,
243.35,6.029e+3,4.778e-16,6.029e+3,
243.36,6.080e+3,4.777e-16,6.080e+3,
243.37,5.635e+3,4.776e-16,5.635e+3,
243.38,4.800e+3,4.775e-16,4.800e+3,
243.39,3.758e+3,4.774e-16,3.758e+3,
243.4,2.703e+3,4.773e-16,2.703e+3,
243.41,1.788e+3,4.771e-16,1.788e+3,
243.42,1.086e+3,4.770e-16,1.086e+3,
243.43,6.066e+2,4.769e-16,6.066e+2,
243.44,3.113e+2,4.768e-16,3.113e+2,
243.45,1.469e+2,4.767e-16,1.469e+2,
243.46,6.367e+1,4.766e-16,6.367e+1,
243.47,2.537e+1,4.765e-16,2.537e+1,
243.48,9.288e+0,4.763e-16,9.288e+0,
243.49,3.125e+0,4.762e-16,3.125e+0,
243.5,9.666e-1,4.761e-16,9.666e-1,
243.509,3.127e-1,4.760e-16,3.127e-1,
243.519,8.239e-2,4.759e-16,8.239e-2,
243.529,1.995e-2,4.758e-16,1.995e-2,
243.539,4.438e-3,4.757e-16,4.438e-3,
243.549,9.103e-4,4.756e-16,9.103e-4,
243.559,1.909e-4,4.754e-16,1.909e-4,
243.569,1.644e-4,4.753e-16,1.644e-4,
243.579,8.284e-4,4.752e-16,8.284e-4,
243.589,4.622e-3,4.751e-16,4.622e-3,
243.599,2.384e-2,4.750e-16,2.384e-2,
243.609,1.130e-1,4.749e-16,1.130e-1,
243.619,4.926e-1,4.748e-16,4.926e-1,
243.629,1.974e+0,4.746e-16,1.974e+0,
243.639,7.273e+0,4.745e-16,7.273e+0,
243.649,2.463e+1,4.744e-16,2.463e+1,
243.659,7.669e+1,4.743e-16,7.669e+1,
243.669,2.195e+2,4.742e-16,2.195e+2,
243.679,5.776e+2,4.741e-16,5.776e+2,
243.689,1.397e+3,4.740e-16,1.397e+3,
243.699,3.107e+3,4.739e-16,3.107e+3,
243.709,6.352e+3,4.737e-16,6.352e+3,
243.719,1.194e+4,4.736e-16,1.194e+4,
243.728,1.960e+4,4.735e-16,1.960e+4,
243.738,3.140e+4,4.734e-16,3.140e+4,
243.748,4.623e+4,4.733e-16,4.623e+4,
243.758,6.259e+4,4.732e-16,6.259e+4,
243.768,7.789e+4,4.731e-16,7.789e+4,
243.778,8.911e+4,4.730e-16,8.911e+4,
243.788,9.373e+4,4.728e-16,9.373e+4,
243.798,9.063e+4,4.727e-16,9.063e+4,
243.808,8.056e+4,4.726e-16,8.056e+4,
243.818,6.583e+4,4.725e-16,6.583e+4,
243.828,4.945e+4,4.724e-16,4.945e+4,
243.838,3.415e+4,4.723e-16,3.415e+4,
243.848,2.168e+4,4.722e-16,2.168e+4,
243.858,1.266e+4,4.720e-16,1.266e+4,
243.868,6.791e+3,4.719e-16,6.791e+3,
243.878,3.350e+3,4.718e-16,3.350e+3,
243.888,1.519e+3,4.717e-16,1.519e+3,
243.898,6.333e+2,4.716e-16,6.333e+2,
243.908,2.427e+2,4.715e-16,2.427e+2,
243.918,8.551e+1,4.714e-16,8.551e+1,
243.928,2.770e+1,4.712e-16,2.770e+1,
243.938,8.248e+0,4.711e-16,8.248e+0,
243.947,2.580e+0,4.710e-16,2.580e+0,
243.957,6.547e-1,4.709e-16,6.547e-1,
243.967,1.527e-1,4.708e-16,1.527e-1,
243.977,3.276e-2,4.707e-16,3.276e-2,
243.987,6.459e-3,4.706e-16,6.459e-3,
243.997,1.171e-3,4.705e-16,1.171e-3,
244.007,1.951e-4,4.703e-16,1.951e-4,
244.017,2.989e-5,4.702e-16,2.989e-5,
244.027,4.209e-6,4.701e-16,4.209e-6,
244.037,5.450e-7,4.700e-16,5.450e-7,
244.047,6.486e-8,4.699e-16,6.486e-8,
244.057,7.097e-9,4.698e-16,7.097e-9,
244.067,7.139e-10,4.697e-16,7.139e-10,
244.077,6.602e-11,4.695e-16,6.602e-11,
244.087,5.612e-12,4.694e-16,5.612e-12,
244.097,4.386e-13,4.693e-16,4.386e-13,
244.107,3.151e-14,4.692e-16,3.151e-14,
244.117,2.081e-15,4.691e-16,2.081e-15,
250.746,1.095e-15,3.935e-16,1.095e-15,
250.756,1.573e-14,3.934e-16,1.573e-14,
250.766,2.087e-13,3.933e-16,2.087e-13,
250.776,2.558e-12,3.932e-16,2.558e-12,
250.786,2.897e-11,3.931e-16,2.897e-11,
250.796,3.030e-10,3.930e-16,3.030e-10,
250.806,2.928e-9,3.928e-16,2.928e-9,
250.816,2.613e-8,3.927e-16,2.613e-8,
250.826,2.155e-7,3.926e-16,2.155e-7,
250.836,1.641e-6,3.925e-16,1.641e-6,
250.846,1.155e-5,3.924e-16,1.155e-5,
250.856,7.503e-5,3.923e-16,7.503e-5,
250.866,4.505e-4,3.922e-16,4.505e-4,
250.876,2.498e-3,3.920e-16,2.498e-3,
250.886,1.280e-2,3.919e-16,1.280e-2,
250.895,5.204e-2,3.918e-16,5.204e-2,
250.905,2.293e-1,3.917e-16,2.293e-1,
250.915,9.334e-1,3.916e-16,9.334e-1,
250.925,3.510e+0,3.915e-16,3.510e+0,
250.935,1.219e+1,3.914e-16,1.219e+1,
250.945,3.911e+1,3.913e-16,3.911e+1,
250.955,1.159e+2,3.911e-16,1.159e+2,
250.965,3.174e+2,3.910e-16,3.174e+2,
250.975,8.028e+2,3.909e-16,8.028e+2,
250.985,1.876e+3,3.908e-16,1.876e+3,
250.995,4.048e+3,3.907e-16,4.048e+3,
251.005,8.071e+3,3.906e-16,8.071e+3,
251.015,1.486e+4,3.905e-16,1.486e+4,
251.025,2.529e+4,3.903e-16,2.529e+4,
251.035,3.974e+4,3.902e-16,3.974e+4,
251.045,5.769e+4,3.901e-16,5.769e+4,
251.055,7.737e+4,3.900e-16,7.737e+4,
251.065,9.584e+4,3.899e-16,9.584e+4,
251.075,1.097e+5,3.898e-16,1.097e+5,
251.085,1.159e+5,3.897e-16,1.159e+5,
251.095,1.132e+5,3.895e-16,1.132e+5,
251.105,1.021e+5,3.894e-16,1.021e+5,
251.114,8.697e+4,3.893e-16,8.697e+4,
251.124,6.747e+4,3.892e-16,6.747e+4,
251.134,4.836e+4,3.891e-16,4.836e+4,
251.144,3.202e+4,3.890e-16,3.202e+4,
251.154,1.958e+4,3.889e-16,1.958e+4,
251.164,1.106e+4,3.888e-16,1.106e+4,
251.174,5.773e+3,3.886e-16,5.773e+3,
251.184,2.783e+3,3.885e-16,2.783e+3,
251.194,1.239e+3,3.884e-16,1.239e+3,
251.204,5.098e+2,3.883e-16,5.098e+2,
251.214,1.937e+2,3.882e-16,1.937e+2,
251.224,6.801e+1,3.881e-16,6.801e+1,
251.234,2.205e+1,3.880e-16,2.205e+1,
251.244,6.606e+0,3.878e-16,6.606e+0,
251.254,1.828e+0,3.877e-16,1.828e+0,
251.264,4.672e-1,3.876e-16,4.672e-1,
251.274,1.103e-1,3.875e-16,1.103e-1,
251.284,2.406e-2,3.874e-16,2.406e-2,
251.294,4.848e-3,3.873e-16,4.848e-3,
251.304,9.024e-4,3.872e-16,9.024e-4,
251.314,1.552e-4,3.871e-16,1.552e-4,
251.324,2.464e-5,3.869e-16,2.464e-5,
251.333,4.396e-6,3.868e-16,4.396e-6,
251.343,6.005e-7,3.867e-16,6.005e-7,
251.353,7.578e-8,3.866e-16,7.578e-8,
251.363,8.834e-9,3.865e-16,8.834e-9,
251.373,9.512e-10,3.864e-16,9.512e-10,
251.383,9.462e-11,3.863e-16,9.462e-11,
251.393,8.695e-12,3.862e-16,8.695e-12,
251.403,7.380e-13,3.860e-16,7.380e-13,
251.413,5.787e-14,3.859e-16,5.787e-14,
251.423,4.191e-15,3.858e-16,4.191e-15,
251.433,2.804e-16,3.857e-16,2.804e-16,
254.24,6.538e-17,3.537e-16,6.538e-17,
254.25,9.360e-16,3.536e-16,9.360e-16,
254.26,1.240e-14,3.535e-16,1.240e-14,
254.27,1.522e-13,3.534e-16,1.522e-13,
254.28,1.729e-12,3.532e-16,1.729e-12,
254.29,1.818e-11,3.531e-16,1.818e-11,
254.3,1.769e-10,3.530e-16,1.769e-10,
254.31,1.595e-9,3.529e-16,1.595e-9,
254.32,1.330e-8,3.528e-16,1.330e-8,
254.33,1.027e-7,3.527e-16,1.027e-7,
254.34,7.346e-7,3.526e-16,7.346e-7,
254.35,4.863e-6,3.524e-16,4.863e-6,
254.36,2.980e-5,3.523e-16,2.980e-5,
254.37,1.690e-4,3.522e-16,1.690e-4,
254.379,7.547e-4,3.521e-16,7.547e-4,
254.389,3.697e-3,3.520e-16,3.697e-3,
254.399,1.677e-2,3.519e-16,1.677e-2,
254.409,7.042e-2,3.518e-16,7.042e-2,
254.419,2.737e-1,3.517e-16,2.737e-1,
254.429,9.850e-1,3.515e-16,9.850e-1,
254.439,3.282e+0,3.514e-16,3.282e+0,
254.449,1.012e+1,3.513e-16,1.012e+1,
254.459,2.890e+1,3.512e-16,2.890e+1,
254.469,7.638e+1,3.511e-16,7.638e+1,
254.479,1.869e+2,3.510e-16,1.869e+2,
254.489,4.234e+2,3.509e-16,4.234e+2,
254.499,8.878e+2,3.507e-16,8.878e+2,
254.509,1.724e+3,3.506e-16,1.724e+3,
254.519,3.098e+3,3.505e-16,3.098e+3,
254.529,5.154e+3,3.504e-16,5.154e+3,
254.539,7.939e+3,3.503e-16,7.939e+3,
254.549,1.132e+4,3.502e-16,1.132e+4,
254.559,1.495e+4,3.501e-16,1.495e+4,
254.569,1.826e+4,3.499e-16,1.826e+4,
254.579,2.066e+4,3.498e-16,2.066e+4,
254.588,2.162e+4,3.497e-16,2.162e+4,
254.598,2.112e+4,3.496e-16,2.112e+4,
254.608,1.911e+4,3.495e-16,1.911e+4,
254.618,1.600e+4,3.494e-16,1.600e+4,
254.628,1.240e+4,3.493e-16,1.240e+4,
254.638,8.903e+3,3.492e-16,8.903e+3,
254.648,5.915e+3,3.490e-16,5.915e+3,
254.658,3.638e+3,3.489e-16,3.638e+3,
254.668,2.072e+3,3.488e-16,2.072e+3,
254.678,1.092e+3,3.487e-16,1.092e+3,
254.688,5.330e+2,3.486e-16,5.330e+2,
254.698,2.408e+2,3.485e-16,2.408e+2,
254.708,1.007e+2,3.484e-16,1.007e+2,
254.718,3.899e+1,3.482e-16,3.899e+1,
254.728,1.398e+1,3.481e-16,1.398e+1,
254.738,4.638e+0,3.480e-16,4.638e+0,
254.748,1.425e+0,3.479e-16,1.425e+0,
254.758,4.052e-1,3.478e-16,4.052e-1,
254.768,1.067e-1,3.477e-16,1.067e-1,
254.778,2.600e-2,3.476e-16,2.600e-2,
254.788,5.867e-3,3.475e-16,5.867e-3,
254.798,1.225e-3,3.473e-16,1.225e-3,
254.807,2.803e-4,3.472e-16,2.803e-4,
254.817,5.056e-5,3.471e-16,5.056e-5,
254.827,8.445e-6,3.470e-16,8.445e-6,
254.837,1.306e-6,3.469e-16,1.306e-6,
254.847,1.869e-7,3.468e-16,1.869e-7,
254.857,2.476e-8,3.467e-16,2.476e-8,
254.867,3.038e-9,3.466e-16,3.038e-9,
254.877,3.450e-10,3.464e-16,3.450e-10,
254.887,3.627e-11,3.463e-16,3.627e-11,
254.897,3.530e-12,3.462e-16,3.530e-12,
254.907,3.181e-13,3.461e-16,3.181e-13,
254.917,2.653e-14,3.460e-16,2.653e-14,
254.927,2.049e-15,3.459e-16,2.049e-15,
254.937,1.465e-16,3.458e-16,1.465e-16,
259.307,6.036e-28,2.959e-16,,6.036e-28
259.317,7.972e-27,2.958e-16,,7.972e-27
259.327,9.776e-26,2.957e-16,,9.776e-26
259.337,1.113e-24,2.956e-16,,1.113e-24
259.347,1.177e-23,2.955e-16,,1.177e-23
259.357,1.155e-22,2.954e-16,,1.155e-22
259.367,1.053e-21,2.953e-16,,1.053e-21
259.376,7.222e-21,2.952e-16,,7.222e-21
259.386,5.718e-20,2.950e-16,,5.718e-20
259.396,4.203e-19,2.949e-16,,4.203e-19
259.406,2.869e-18,2.948e-16,,2.869e-18
259.416,1.818e-17,2.947e-16,,1.818e-17
259.426,1.070e-16,2.946e-16,,1.070e-16
259.436,5.847e-16,2.945e-16,,5.847e-16
259.446,2.967e-15,2.944e-16,,2.967e-15
259.456,1.398e-14,2.942e-16,,1.398e-14
259.466,6.113e-14,2.941e-16,,6.113e-14
259.476,2.483e-13,2.940e-16,,2.483e-13
259.486,9.365e-13,2.939e-16,,9.365e-13
259.496,3.279e-12,2.938e-16,,3.279e-12
259.506,1.066e-11,2.937e-16,,1.066e-11
259.516,3.219e-11,2.936e-16,,3.219e-11
259.526,9.024e-11,2.934e-16,,9.024e-11
259.536,2.349e-10,2.933e-16,,2.349e-10
259.546,5.677e-10,2.932e-16,,5.677e-10
259.556,1.274e-9,2.931e-16,,1.274e-9
259.566,2.655e-9,2.930e-16,,2.655e-9
259.576,5.136e-9,2.929e-16,,5.136e-9
259.586,9.228e-9,2.928e-16,,9.228e-9
259.595,1.467e-8,2.927e-16,,1.467e-8
259.605,2.290e-8,2.925e-16,,2.290e-8
259.615,3.318e-8,2.924e-16,,3.318e-8
259.625,4.463e-8,2.923e-16,,4.463e-8
259.635,5.575e-8,2.922e-16,,5.575e-8
259.645,6.467e-8,2.921e-16,,6.467e-8
259.655,6.964e-8,2.920e-16,,6.964e-8
259.665,6.964e-8,2.919e-16,,6.964e-8
259.675,6.467e-8,2.917e-16,,6.467e-8
259.685,5.575e-8,2.916e-16,,5.575e-8
259.695,4.463e-8,2.915e-16,,4.463e-8
259.705,3.318e-8,2.914e-16,,3.318e-8
259.715,2.290e-8,2.913e-16,,2.290e-8
259.725,1.467e-8,2.912e-16,,1.467e-8
259.735,8.732e-9,2.911e-16,,8.732e-9
259.745,4.824e-9,2.909e-16,,4.824e-9
259.755,2.475e-9,2.908e-16,,2.475e-9
259.765,1.179e-9,2.907e-16,,1.179e-9
259.775,5.215e-10,2.906e-16,,5.215e-10
259.785,2.142e-10,2.905e-16,,2.142e-10
259.795,8.168e-11,2.904e-16,,8.168e-11
259.804,3.219e-11,2.903e-16,,3.219e-11
259.814,1.066e-11,2.902e-16,,1.066e-11
259.824,3.279e-12,2.900e-16,,3.279e-12
259.834,9.365e-13,2.899e-16,,9.365e-13
259.844,2.483e-13,2.898e-16,,2.483e-13
259.854,6.113e-14,2.897e-16,,6.113e-14
259.864,1.398e-14,2.896e-16,,1.398e-14
259.874,2.967e-15,2.895e-16,,2.967e-15
259.884,5.847e-16,2.894e-16,,5.847e-16
259.894,1.070e-16,2.892e-16,,1.070e-16
259.904,1.818e-17,2.891e-16,,1.818e-17
259.914,2.869e-18,2.890e-16,,2.869e-18
259.924,4.203e-19,2.889e-16,,4.203e-19
259.934,5.718e-20,2.888e-16,,5.718e-20
259.944,7.222e-21,2.887e-16,,7.222e-21
259.954,8.470e-22,2.886e-16,,8.470e-22
259.964,9.224e-23,2.885e-16,,9.224e-23
259.974,9.327e-24,2.883e-16,,9.327e-24
259.984,8.757e-25,2.882e-16,,8.757e-25
259.994,7.634e-26,2.881e-16,,7.634e-26
260.004,6.179e-27,2.880e-16,,6.179e-27
260.014,4.644e-28,2.879e-16,,4.644e-28
278.319,8.134e-29,7.923e-17,,8.134e-29
278.329,9.092e-28,7.911e-17,,9.092e-28
278.339,9.530e-27,7.900e-17,,9.530e-27
278.349,9.366e-26,7.889e-17,,9.366e-26
278.359,8.631e-25,7.877e-17,,8.631e-25
278.369,7.458e-24,7.866e-17,,7.458e-24
278.379,6.042e-23,7.854e-17,,6.042e-23
278.389,4.590e-22,7.843e-17,,4.590e-22
278.399,3.270e-21,7.832e-17,,3.270e-21
278.409,2.184e-20,7.820e-17,,2.184e-20
