Wavelength (nm),Sum(calc),Li I (4.0e-2),Li II (9.6e-1),Li III (5.9e-34)
250.7103,1.546e-74,,1.546e-74,0
250.7105,7.957e-77,,7.957e-77,0
250.7106,5.468e-78,,5.468e-78,0
250.7108,2.369e-80,,2.369e-80,0
250.711,9.155e-83,,9.155e-83,0
250.7112,3.155e-85,,3.155e-85,0
250.7113,1.774e-86,,1.774e-86,0
250.7115,5.148e-89,,5.148e-89,0
250.7117,1.332e-91,,1.332e-91,0
250.7118,6.493e-93,,6.493e-93,0
250.712,1.415e-95,,1.415e-95,0
250.7122,2.750e-98,,2.750e-98,0
250.7124,4.765e-101,,4.765e-101,0
250.7125,1.900e-102,,1.900e-102,0
250.7127,2.773e-105,,2.773e-105,0
250.7129,3.609e-108,,3.609e-108,0
250.713,1.247e-109,,1.247e-109,0
250.7132,1.367e-112,,1.367e-112,0
250.7134,1.336e-115,,1.336e-115,0
250.7136,1.165e-118,,1.165e-118,0
250.7137,3.293e-120,,3.293e-120,0
250.7139,2.417e-123,,2.417e-123,0
250.7141,1.582e-126,,1.582e-126,0
250.7143,9.234e-130,,9.234e-130,0
250.7144,2.137e-131,,2.137e-131,0
250.7146,1.050e-134,,1.050e-134,0
250.7148,4.604e-138,,4.604e-138,0
250.7149,9.234e-140,,9.234e-140,0
250.7151,3.409e-143,,3.409e-143,0
250.7153,1.122e-146,,1.122e-146,0
250.7155,3.293e-150,,3.293e-150,0
250.7156,5.405e-152,,5.405e-152,0
250.7158,1.336e-155,,1.336e-155,0
250.716,2.945e-159,,2.945e-159,0
250.7162,5.790e-163,,5.790e-163,0
250.7163,7.776e-165,,7.776e-165,0
250.7165,1.287e-168,,1.287e-168,0
250.7167,1.900e-172,,1.900e-172,0
250.7168,2.212e-174,,2.212e-174,0
250.717,2.750e-178,,2.750e-178,0
250.7172,3.048e-182,,3.048e-182,0
250.7174,3.014e-186,,3.014e-186,0
250.7175,2.870e-188,,2.870e-188,0
250.7177,2.390e-192,,2.390e-192,0
250.7179,1.774e-196,,1.774e-196,0
250.718,1.464e-198,,1.464e-198,0
250.7182,9.155e-203,,9.155e-203,0
250.7184,5.104e-207,,5.104e-207,0
250.7186,2.538e-211,,2.538e-211,0
250.7187,1.714e-213,,1.714e-213,0
250.7189,7.177e-218,,7.177e-218,0
250.7191,2.680e-222,,2.680e-222,0
250.7193,8.922e-227,,8.922e-227,0
250.7194,4.932e-229,,4.932e-229,0
250.7196,1.383e-233,,1.383e-233,0
250.7198,3.458e-238,,3.458e-238,0
250.7199,1.656e-240,,1.656e-240,0
250.7201,3.487e-245,,3.487e-245,0
250.7203,6.548e-250,,6.548e-250,0
250.7205,1.097e-254,,1.097e-254,0
250.7206,4.298e-257,,4.298e-257,0
250.7208,6.061e-262,,6.061e-262,0
250.721,7.622e-267,,7.622e-267,0
250.7212,8.547e-272,,8.547e-272,0
250.7213,2.742e-274,,2.742e-274,0
250.7215,2.589e-279,,2.589e-279,0
250.7217,2.180e-284,,2.180e-284,0
250.7218,6.061e-287,,6.061e-287,0
250.722,4.298e-292,,4.298e-292,0
250.7222,2.718e-297,,2.718e-297,0
250.7224,1.533e-302,,1.533e-302,0
250.7225,3.487e-305,,3.487e-305,0
250.7227,1.656e-310,,1.656e-310,0
250.7229,7.014e-316,,7.014e-316,0
250.723,1.383e-318,,1.383e-318,0
250.7232,4.941e-324,,4.941e-324,0
250.7234,0,,0,0
250.7236,0,,0,0
250.7237,0,,0,0
250.7239,0,,0,0
250.7241,0,,0,0
250.7243,0,,0,0
250.7244,0,,0,0
250.7246,0,,0,0
250.7248,0,,0,0
250.7249,0,,0,0
250.7251,0,,0,0
250.7253,0,,0,0
250.7255,0,,0,0
250.7256,0,,0,0
250.7258,0,,0,0
250.726,0,,0,0
250.7262,0,,0,0
250.7263,0,,0,0
250.7265,0,,0,0
250.7267,0,,0,0
250.7268,0,,0,0
250.727,0,,0,0
250.7272,0,,0,0
250.7274,0,,0,0
250.7275,0,,0,0
250.7277,0,,0,0
250.7279,0,,0,0
250.728,0,,0,0
250.7282,0,,0,0
250.7284,0,,0,0
250.7286,0,,0,0
250.7287,0,,0,0
250.7289,0,,0,0
250.7291,0,,0,0
250.7293,0,,0,0
250.7294,0,,0,0
250.7296,0,,0,0
250.7298,0,,0,0
250.7299,0,,0,0
250.7301,0,,0,0
250.7303,0,,0,0
250.7305,0,,0,0
250.7306,0,,0,0
250.7308,0,,0,0
250.731,0,,0,0
250.7312,0,,0,0
250.7313,0,,0,0
250.7315,0,,0,0
250.7317,0,,0,0
250.7318,0,,0,0
250.732,0,,0,0
250.7322,0,,0,0
250.7324,0,,0,0
250.7325,0,,0,0
250.7327,0,,0,0
250.7329,0,,0,0
250.733,0,,0,0
250.7332,0,,0,0
250.7334,0,,0,0
250.7336,0,,0,0
250.7337,0,,0,0
250.7339,0,,0,0
250.7341,0,,0,0
250.7343,0,,0,0
250.7344,0,,0,0
250.7346,0,,0,0
250.7348,0,,0,0
250.7349,0,,0,0
250.7351,0,,0,0
250.7353,0,,0,0
250.7355,0,,0,0
250.7356,0,,0,0
250.7358,0,,0,0
250.736,0,,0,0
250.7362,0,,0,0
250.7363,0,,0,0
250.7365,0,,0,0
250.7367,0,,0,0
250.7368,0,,0,0
250.737,0,,0,0
250.7372,0,,0,0
250.7374,0,,0,0
250.7375,0,,0,0
250.7377,0,,0,0
250.7379,0,,0,0
250.738,0,,0,0
250.7382,0,,0,0
250.7384,0,,0,0
250.7386,0,,0,0
250.7387,0,,0,0
250.7389,0,,0,0
250.7391,0,,0,0
250.7393,0,,0,0
250.7394,0,,0,0
250.7396,0,,0,0
250.7398,0,,0,0
250.7399,0,,0,0
250.7401,0,,0,0
250.7403,0,,0,0
250.7405,0,,0,0
250.7406,0,,0,0
250.7408,0,,0,0
250.741,0,,0,0
250.7412,0,,0,0
250.7413,0,,0,0
250.7415,0,,0,0
250.7417,0,,0,0
250.7418,0,,0,0
250.742,0,,0,0
250.7422,0,,0,0
250.7424,0,,0,0
250.7425,0,,0,0
250.7427,0,,0,0
250.7429,0,,0,0
250.743,0,,0,0
250.7432,0,,0,0
250.7434,0,,0,0
250.7436,0,,0,0
250.7437,0,,0,0
250.7439,0,,0,0
250.7441,0,,0,0
250.7443,0,,0,0
250.7444,0,,0,0
250.7446,0,,0,0
250.7448,0,,0,0
250.7449,0,,0,0
250.7451,0,,0,0
250.7453,0,,0,0
250.7455,0,,0,0
250.7456,0,,0,0
250.7458,0,,0,0
250.746,0,,0,0
250.7462,0,,0,0
250.7463,0,,0,0
250.7465,0,,0,0
250.7467,0,,0,0
250.7468,0,,0,0
250.747,0,,0,0
250.7472,0,,0,0
250.7474,0,,0,0
250.7475,0,,0,0
250.7477,0,,0,0
250.7479,0,,0,0
250.748,0,,0,0
250.7482,0,,0,0
250.7484,0,,0,0
250.7486,0,,0,0
250.7487,0,,0,0
250.7489,0,,0,0
250.7491,0,,0,0
250.7493,0,,0,0
250.7494,0,,0,0
250.7496,0,,0,0
250.7498,0,,0,0
250.7499,0,,0,0
250.7501,0,,0,0
250.7503,0,,0,0
250.7505,0,,0,0
250.7506,0,,0,0
250.7508,0,,0,0
250.751,0,,0,0
250.7512,0,,0,0
250.7513,0,,0,0
250.7515,0,,0,0
250.7517,0,,0,0
250.7518,0,,0,0
250.752,0,,0,0
250.7522,0,,0,0
250.7524,0,,0,0
250.7525,0,,0,0
250.7527,0,,0,0
250.7529,0,,0,0
250.753,0,,0,0
250.7532,0,,0,0
250.7534,0,,0,0
250.7536,0,,0,0
250.7537,0,,0,0
250.7539,0,,0,0
250.7541,0,,0,0
250.7543,0,,0,0
250.7544,0,,0,0
250.7546,0,,0,0
250.7548,0,,0,0
250.7549,0,,0,0
250.7551,0,,0,0
250.7553,0,,0,0
250.7555,0,,0,0
250.7556,0,,0,0
250.7558,0,,0,0
250.756,0,,0,0
250.7562,0,,0,0
250.7563,0,,0,0
250.7565,0,,0,0
250.7567,0,,0,0
250.7568,0,,0,0
250.757,0,,0,0
250.7572,0,,0,0
250.7574,0,,0,0
250.7575,0,,0,0
250.7577,0,,0,0
250.7579,0,,0,0
250.758,0,,0,0
250.7582,0,,0,0
250.7584,0,,0,0
250.7586,0,,0,0
250.7587,0,,0,0
250.7589,0,,0,0
250.7591,0,,0,0
250.7593,0,,0,0
250.7594,0,,0,0
250.7596,0,,0,0
250.7598,0,,0,0
250.7599,0,,0,0
250.7601,0,,0,0
250.7603,0,,0,0
250.7605,0,,0,0
250.7606,0,,0,0
250.7608,0,,0,0
250.761,0,,0,0
250.7612,0,,0,0
250.7613,0,,0,0
250.7615,0,,0,0
250.7617,0,,0,0
250.7618,0,,0,0
250.762,0,,0,0
250.7622,0,,0,0
250.7624,0,,0,0
250.7625,0,,0,0
250.7627,0,,0,0
250.7629,0,,0,0
250.763,0,,0,0
250.7632,0,,0,0
250.7634,0,,0,0
250.7636,0,,0,0
250.7637,0,,0,0
250.7639,0,,0,0
250.7641,0,,0,0
250.7643,0,,0,0
250.7644,0,,0,0
250.7646,0,,0,0
250.7648,0,,0,0
250.7649,0,,0,0
250.7651,0,,0,0
250.7653,0,,0,0
250.7655,0,,0,0
250.7656,0,,0,0
250.7658,0,,0,0
250.766,0,,0,0
250.7662,0,,0,0
250.7663,0,,0,0
250.7665,0,,0,0
250.7667,0,,0,0
250.7668,0,,0,0
250.767,0,,0,0
250.7672,0,,0,0
250.7674,0,,0,0
250.7675,0,,0,0
250.7677,0,,0,0
250.7679,0,,0,0
250.768,0,,0,0
250.7682,0,,0,0
250.7684,0,,0,0
250.7686,0,,0,0
250.7687,0,,0,0
250.7689,0,,0,0
250.7691,0,,0,0
250.7693,0,,0,0
250.7694,0,,0,0
250.7696,0,,0,0
250.7698,0,,0,0
250.7699,0,,0,0
250.7701,0,,0,0
250.7703,0,,0,0
250.7705,0,,0,0
250.7706,0,,0,0
250.7708,0,,0,0
250.771,0,,0,0
250.7712,0,,0,0
250.7713,0,,0,0
250.7715,0,,0,0
250.7717,0,,0,0
250.7718,0,,0,0
250.772,0,,0,0
250.7722,0,,0,0
250.7724,0,,0,0
250.7725,0,,0,0
250.7727,0,,0,0
250.7729,0,,0,0
250.8067,0,,0,0
250.8068,0,,0,0
250.807,0,,0,0
250.8072,0,,0,0
250.8074,0,,0,0
250.8075,0,,0,0
250.8077,0,,0,0
250.8079,0,,0,0
250.8081,0,,0,0
250.8082,0,,0,0
250.8084,0,,0,0
250.8086,0,,0,0
250.8087,0,,0,0
250.8089,0,,0,0
250.8091,0,,0,0
250.8093,0,,0,0
250.8094,0,,0,0
250.8096,0,,0,0
250.8098,0,,0,0
250.8099,0,,0,0
250.8101,0,,0,0
250.8103,0,,0,0
250.8105,0,,0,0
250.8106,0,,0,0
250.8108,0,,0,0
250.811,0,,0,0
250.8112,0,,0,0
250.8113,0,,0,0
250.8115,0,,0,0
250.8117,0,,0,0
250.8118,0,,0,0
250.812,0,,0,0
250.8122,0,,0,0
250.8124,0,,0,0
250.8125,0,,0,0
250.8127,0,,0,0
250.8129,0,,0,0
250.8131,0,,0,0
250.8132,0,,0,0
250.8134,0,,0,0
250.8136,0,,0,0
250.8137,0,,0,0
250.8139,0,,0,0
250.8141,0,,0,0
250.8143,0,,0,0
250.8144,0,,0,0
250.8146,0,,0,0
250.8148,0,,0,0
250.8149,0,,0,0
250.8151,0,,0,0
250.8153,0,,0,0
250.8155,0,,0,0
250.8156,0,,0,0
250.8158,0,,0,0
250.816,0,,0,0
250.8162,0,,0,0
250.8163,0,,0,0
250.8165,0,,0,0
250.8167,0,,0,0
250.8168,0,,0,0
250.817,0,,0,0
250.8172,0,,0,0
250.8174,0,,0,0
250.8175,0,,0,0
250.8177,0,,0,0
250.8179,0,,0,0
250.8181,0,,0,0
250.8182,0,,0,0
250.8184,0,,0,0
250.8186,0,,0,0
250.8187,0,,0,0
250.8189,0,,0,0
250.8191,0,,0,0
250.8193,0,,0,0
250.8194,0,,0,0
250.8196,0,,0,0
250.8198,0,,0,0
250.8199,0,,0,0
250.8201,0,,0,0
250.8203,0,,0,0
250.8205,0,,0,0
250.8206,0,,0,0
250.8208,0,,0,0
250.821,0,,0,0
250.8212,0,,0,0
250.8213,0,,0,0
250.8215,0,,0,0
250.8217,0,,0,0
250.8218,0,,0,0
250.822,0,,0,0
250.8222,0,,0,0
250.8224,0,,0,0
250.8225,0,,0,0
250.8227,0,,0,0
250.8229,0,,0,0
250.8231,0,,0,0
250.8232,0,,0,0
250.8234,0,,0,0
250.8236,0,,0,0
250.8237,0,,0,0
250.8239,0,,0,0
250.8241,0,,0,0
250.8243,0,,0,0
250.8244,0,,0,0
250.8246,0,,0,0
250.8248,0,,0,0
250.8249,0,,0,0
250.8251,0,,0,0
250.8253,0,,0,0
250.8255,0,,0,0
250.8256,0,,0,0
250.8258,0,,0,0
250.826,0,,0,0
250.8262,0,,0,0
250.8263,0,,0,0
250.8265,0,,0,0
250.8267,0,,0,0
250.8268,0,,0,0
250.827,0,,0,0
250.8272,0,,0,0
250.8274,0,,0,0
250.8275,0,,0,0
250.8277,0,,0,0
250.8279,0,,0,0
250.8281,0,,0,0
250.8282,0,,0,0
250.8284,0,,0,0
250.8286,0,,0,0
250.8287,0,,0,0
250.8289,0,,0,0
250.8291,0,,0,0
250.8293,0,,0,0
250.8294,0,,0,0
250.8296,0,,0,0
250.8298,0,,0,0
250.8299,0,,0,0
250.8301,0,,0,0
250.8303,0,,0,0
250.8305,0,,0,0
250.8306,0,,0,0
250.8308,0,,0,0
250.831,0,,0,0
250.8312,0,,0,0
250.8313,0,,0,0
250.8315,0,,0,0
250.8317,0,,0,0
250.8318,0,,0,0
250.832,0,,0,0
250.8322,0,,0,0
250.8324,0,,0,0
250.8325,0,,0,0
250.8327,0,,0,0
250.8329,0,,0,0
250.8331,0,,0,0
250.8332,0,,0,0
250.8334,0,,0,0
250.8336,0,,0,0
250.8337,0,,0,0
250.8339,0,,0,0
250.8341,0,,0,0
250.8343,0,,0,0
250.8344,0,,0,0
250.8346,0,,0,0
250.8348,0,,0,0
250.8349,0,,0,0
250.8351,0,,0,0
250.8353,0,,0,0
250.8355,0,,0,0
250.8356,0,,0,0
250.8358,0,,0,0
250.836,0,,0,0
250.8362,0,,0,0
250.8363,0,,0,0
250.8365,0,,0,0
250.8367,0,,0,0
250.8368,0,,0,0
250.837,0,,0,0
250.8372,0,,0,0
250.8374,0,,0,0
250.8375,0,,0,0
250.8377,0,,0,0
250.8379,0,,0,0
250.8381,0,,0,0
250.8382,0,,0,0
250.8384,0,,0,0
250.8386,0,,0,0
250.8387,0,,0,0
250.8389,0,,0,0
250.8391,0,,0,0
250.8393,0,,0,0
250.8394,0,,0,0
250.8396,0,,0,0
250.8398,0,,0,0
250.8399,0,,0,0
250.8401,0,,0,0
250.8403,0,,0,0
250.8405,0,,0,0
250.8406,0,,0,0
250.8408,0,,0,0
250.841,0,,0,0
250.8412,0,,0,0
250.8413,0,,0,0
250.8415,0,,0,0
250.8417,0,,0,0
250.8418,0,,0,0
250.842,0,,0,0
250.8422,0,,0,0
250.8424,0,,0,0
250.8425,0,,0,0
250.8427,0,,0,0
250.8429,0,,0,0
250.8431,0,,0,0
250.8432,0,,0,0
250.8434,0,,0,0
250.8436,0,,0,0
250.8437,0,,0,0
250.8439,0,,0,0
250.8441,0,,0,0
250.8443,0,,0,0
250.8444,0,,0,0
250.8446,0,,0,0
250.8448,0,,0,0
250.8449,0,,0,0
250.8451,0,,0,0
250.8453,0,,0,0
250.8455,0,,0,0
250.8456,0,,0,0
250.8458,0,,0,0
250.846,0,,0,0
250.8462,0,,0,0
250.8463,0,,0,0
250.8465,0,,0,0
250.8467,0,,0,0
250.8468,0,,0,0
250.847,0,,0,0
250.8472,0,,0,0
250.8474,0,,0,0
250.8475,0,,0,0
250.8477,0,,0,0
250.8479,0,,0,0
250.8481,0,,0,0
250.8482,0,,0,0
250.8484,0,,0,0
250.8486,0,,0,0
250.8487,0,,0,0
250.8489,0,,0,0
250.8491,0,,0,0
250.8493,0,,0,0
250.8494,0,,0,0
250.8496,0,,0,0
250.8498,0,,0,0
250.8499,0,,0,0
250.8501,0,,0,0
250.8503,0,,0,0
250.8505,0,,0,0
250.8506,0,,0,0
250.8508,0,,0,0
250.851,0,,0,0
250.8512,0,,0,0
250.8513,0,,0,0
250.8515,0,,0,0
250.8517,0,,0,0
250.8518,0,,0,0
250.852,0,,0,0
250.8522,0,,0,0
250.8524,0,,0,0
250.8525,0,,0,0
250.8527,0,,0,0
250.8529,0,,0,0
250.8531,0,,0,0
250.8532,0,,0,0
250.8534,0,,0,0
250.8536,0,,0,0
250.8537,0,,0,0
250.8539,0,,0,0
250.8541,0,,0,0
250.8543,0,,0,0
250.8544,0,,0,0
250.8546,0,,0,0
250.8548,0,,0,0
250.8549,0,,0,0
250.8551,0,,0,0
250.8553,0,,0,0
250.8555,0,,0,0
250.8556,0,,0,0
250.8558,0,,0,0
250.856,0,,0,0
250.8562,0,,0,0
250.8563,0,,0,0
250.8565,1.976e-323,,1.976e-323,0
250.8567,5.094e-318,,5.094e-318,0
250.8568,2.562e-315,,2.562e-315,0
250.857,5.943e-310,,5.943e-310,0
250.8572,1.230e-304,,1.230e-304,0
250.8574,2.270e-299,,2.270e-299,0
250.8575,9.344e-297,,9.344e-297,0
250.8577,1.453e-291,,1.453e-291,0
250.8579,2.015e-286,,2.015e-286,0
250.8581,2.492e-281,,2.492e-281,0
250.8582,8.395e-279,,8.395e-279,0
250.8584,8.745e-274,,8.745e-274,0
250.8586,8.126e-269,,8.126e-269,0
250.8587,2.373e-266,,2.373e-266,0
250.8589,1.857e-261,,1.857e-261,0
250.8591,1.296e-256,,1.296e-256,0
250.8593,8.072e-252,,8.072e-252,0
250.8594,1.929e-249,,1.929e-249,0
250.8596,1.012e-244,,1.012e-244,0
250.8598,4.733e-240,,4.733e-240,0
250.8599,9.807e-238,,9.807e-238,0
250.8601,3.864e-233,,3.864e-233,0
250.8603,1.358e-228,,1.358e-228,0
250.8605,4.255e-224,,4.255e-224,0
250.8606,7.217e-222,,7.217e-222,0
250.8608,1.905e-217,,1.905e-217,0
250.861,4.486e-213,,4.486e-213,0
250.8612,9.422e-209,,9.422e-209,0
250.8613,1.308e-206,,1.308e-206,0
250.8615,2.314e-202,,2.314e-202,0
250.8617,3.651e-198,,3.651e-198,0
250.8618,4.393e-196,,4.393e-196,0
250.862,5.839e-192,,5.839e-192,0
250.8622,6.921e-188,,6.921e-188,0
250.8624,7.316e-184,,7.316e-184,0
250.8625,7.207e-182,,7.207e-182,0
250.8627,6.418e-178,,6.418e-178,0
250.8629,5.097e-174,,5.097e-174,0
250.8631,3.611e-170,,3.611e-170,0
250.8632,2.912e-168,,2.912e-168,0
250.8634,1.737e-164,,1.737e-164,0
250.8636,9.246e-161,,9.246e-161,0
250.8637,6.462e-159,,6.462e-159,0
250.8639,2.897e-155,,2.897e-155,0
250.8641,1.158e-151,,1.158e-151,0
250.8643,4.130e-148,,4.130e-148,0
250.8644,2.363e-146,,2.363e-146,0
250.8646,7.097e-143,,7.097e-143,0
250.8648,1.901e-139,,1.901e-139,0
250.8649,9.428e-138,,9.428e-138,0
250.8651,2.128e-134,,2.128e-134,0
250.8653,4.282e-131,,4.282e-131,0
250.8655,7.687e-128,,7.687e-128,0
250.8656,3.120e-126,,3.120e-126,0
250.8658,4.718e-123,,4.718e-123,0
250.866,6.363e-120,,6.363e-120,0
250.8662,7.654e-117,,7.654e-117,0
250.8663,2.543e-115,,2.543e-115,0
250.8665,2.577e-112,,2.577e-112,0
250.8667,2.329e-109,,2.329e-109,0
250.8668,6.706e-108,,6.706e-108,0
250.867,5.105e-105,,5.105e-105,0
250.8672,3.466e-102,,3.466e-102,0
250.8674,2.099e-99,,2.099e-99,0
250.8675,4.947e-98,,4.947e-98,0
250.8677,2.523e-95,,2.523e-95,0
250.8679,1.148e-92,,1.148e-92,0
250.8681,4.657e-90,,4.657e-90,0
250.8682,8.988e-89,,8.988e-89,0
250.8684,3.072e-86,,3.072e-86,0
250.8686,9.363e-84,,9.363e-84,0
250.8687,1.566e-82,,1.566e-82,0
250.8689,4.021e-80,,4.021e-80,0
250.8691,9.208e-78,,9.208e-78,0
250.8693,1.881e-75,,1.881e-75,0
250.8694,2.575e-74,,2.575e-74,0
250.8696,4.430e-72,,4.430e-72,0
250.8698,6.798e-70,,6.798e-70,0
250.8699,8.068e-69,,8.068e-69,0
250.8701,1.043e-66,,1.043e-66,0
250.8703,1.202e-64,,1.202e-64,0
250.8705,1.236e-62,,1.236e-62,0
250.8706,1.201e-61,,1.201e-61,0
250.8708,1.040e-59,,1.040e-59,0
250.871,8.033e-58,,8.033e-58,0
250.8712,5.534e-56,,5.534e-56,0
250.8713,4.401e-55,,4.401e-55,0
250.8715,2.554e-53,,2.554e-53,0
250.8717,1.322e-51,,1.322e-51,0
250.8718,9.111e-51,,9.111e-51,0
250.872,3.972e-49,,3.972e-49,0
250.8722,1.545e-47,,1.545e-47,0
250.8724,5.357e-46,,5.357e-46,0
250.8725,3.023e-45,,3.023e-45,0
250.8727,8.830e-44,,8.830e-44,0
250.8729,2.301e-42,,2.301e-42,0
250.8731,5.347e-41,,5.347e-41,0
250.8732,2.469e-40,,2.469e-40,0
250.8734,4.834e-39,,4.834e-39,0
250.8736,8.439e-38,,8.439e-38,0
250.8737,3.378e-37,,3.378e-37,0
250.8739,4.968e-36,,4.968e-36,0
250.8741,6.516e-35,,6.516e-35,0
250.8743,7.623e-34,,7.623e-34,0
250.8744,2.498e-33,,2.498e-33,0
250.8746,2.462e-32,,2.462e-32,0
250.8748,2.163e-31,,2.163e-31,0
250.8749,6.144e-31,,6.144e-31,0
250.8751,4.549e-30,,4.549e-30,0
250.8753,3.004e-29,,3.004e-29,0
250.8755,1.769e-28,,1.769e-28,0
250.8756,4.112e-28,,4.112e-28,0
250.8758,2.040e-27,,2.040e-27,0
250.876,9.026e-27,,9.026e-27,0
250.8762,3.562e-26,,3.562e-26,0
250.8763,6.778e-26,,6.778e-26,0
250.8765,2.253e-25,,2.253e-25,0
250.8767,6.679e-25,,6.679e-25,0
250.8768,1.102e-24,,1.102e-24,0
250.877,2.751e-24,,2.751e-24,0
250.8772,6.128e-24,,6.128e-24,0
250.8774,1.217e-23,,1.217e-23,0
250.8775,1.644e-23,,1.644e-23,0
250.8777,2.750e-23,,2.750e-23,0
250.8779,4.104e-23,,4.104e-23,0
250.8781,5.463e-23,,5.463e-23,0
250.8782,6.038e-23,,6.038e-23,0
250.8784,6.770e-23,,6.770e-23,0
250.8786,6.770e-23,,6.770e-23,0
250.8787,6.486e-23,,6.486e-23,0
250.8789,5.463e-23,,5.463e-23,0
250.8791,4.104e-23,,4.104e-23,0
250.8793,2.750e-23,,2.750e-23,0
250.8794,2.157e-23,,2.157e-23,0
250.8796,1.217e-23,,1.217e-23,0
250.8798,6.128e-24,,6.128e-24,0
250.8799,4.165e-24,,4.165e-24,0
250.8801,1.766e-24,,1.766e-24,0
250.8803,6.679e-25,,6.679e-25,0
250.8805,2.253e-25,,2.253e-25,0
250.8806,1.254e-25,,1.254e-25,0
250.8808,3.562e-26,,3.562e-26,0
250.881,9.026e-27,,9.026e-27,0
250.8812,2.040e-27,,2.040e-27,0
250.8813,9.291e-28,,9.291e-28,0
250.8815,1.769e-28,,1.769e-28,0
250.8817,3.004e-29,,3.004e-29,0
250.8818,1.186e-29,,1.186e-29,0
250.882,1.734e-30,,1.734e-30,0
250.8822,5.143e-31,,5.143e-31,0
250.8824,2.108e-30,,2.108e-30,0
250.8825,5.284e-30,,5.284e-30,0
250.8827,3.107e-29,,3.107e-29,0
250.8829,1.632e-28,,1.632e-28,0
250.8831,7.644e-28,,7.644e-28,0
250.8832,1.585e-27,,1.585e-27,0
250.8834,6.254e-27,,6.254e-27,0
250.8836,2.201e-26,,2.201e-26,0
250.8837,3.956e-26,,3.956e-26,0
250.8839,1.173e-25,,1.173e-25,0
250.8841,3.100e-25,,3.100e-25,0
250.8843,7.312e-25,,7.312e-25,0
250.8844,1.076e-24,,1.076e-24,0
250.8846,2.137e-24,,2.137e-24,0
250.8848,3.786e-24,,3.786e-24,0
250.885,5.982e-24,,5.982e-24,0
250.8851,7.204e-24,,7.204e-24,0
250.8853,9.589e-24,,9.589e-24,0
250.8855,1.138e-23,,1.138e-23,0
250.8856,1.188e-23,,1.188e-23,0
250.8858,1.188e-23,,1.188e-23,0
250.886,1.060e-23,,1.060e-23,0
250.8862,8.431e-24,,8.431e-24,0
250.8863,7.204e-24,,7.204e-24,0
250.8865,4.827e-24,,4.827e-24,0
250.8867,2.885e-24,,2.885e-24,0
250.8868,2.137e-24,,2.137e-24,0
250.887,1.076e-24,,1.076e-24,0
250.8872,4.830e-25,,4.830e-25,0
250.8874,1.934e-25,,1.934e-25,0
250.8875,1.173e-25,,1.173e-25,0
250.8877,3.956e-26,,3.956e-26,0
250.8879,1.190e-26,,1.190e-26,0
250.8881,3.194e-27,,3.194e-27,0
250.8882,1.585e-27,,1.585e-27,0
250.8884,3.583e-28,,3.583e-28,0
250.8886,7.223e-29,,7.223e-29,0
250.8887,3.107e-29,,3.107e-29,0
250.8889,5.276e-30,,5.276e-30,0
250.8891,7.992e-31,,7.992e-31,0
250.8893,1.080e-31,,1.080e-31,0
250.8894,3.802e-32,,3.802e-32,0
250.8896,4.326e-33,,4.326e-33,0
250.8898,4.391e-34,,4.391e-34,0
250.89,3.974e-35,,3.974e-35,0
250.8901,1.146e-35,,1.146e-35,0
250.8903,8.735e-37,,8.735e-37,0
250.8905,5.941e-38,,5.941e-38,0
250.8906,1.484e-38,,1.484e-38,0
250.8908,8.502e-40,,8.502e-40,0
250.891,4.344e-41,,4.344e-41,0
250.8912,1.980e-42,,1.980e-42,0
250.8913,4.049e-43,,4.049e-43,0
250.8915,1.554e-44,,1.554e-44,0
250.8917,5.321e-46,,5.321e-46,0
250.8918,9.432e-47,,9.432e-47,0
250.892,2.720e-48,,2.720e-48,0
250.8922,6.997e-50,,6.997e-50,0
250.8924,1.605e-51,,1.605e-51,0
250.8925,2.329e-52,,2.329e-52,0
250.8927,4.501e-54,,4.501e-54,0
250.8929,7.757e-56,,7.757e-56,0
250.8931,1.193e-57,,1.193e-57,0
250.8932,1.416e-58,,1.416e-58,0
250.8934,1.834e-60,,1.834e-60,0
250.8936,2.118e-62,,2.118e-62,0
250.8937,2.181e-63,,2.181e-63,0
250.8939,2.122e-65,,2.122e-65,0
250.8941,1.841e-67,,1.841e-67,0
250.8943,1.425e-69,,1.425e-69,0
250.8944,1.201e-70,,1.201e-70,0
250.8946,7.827e-73,,7.827e-73,0
250.8948,4.551e-75,,4.551e-75,0
250.895,2.360e-77,,2.360e-77,0
250.8951,1.628e-78,,1.628e-78,0
250.8953,7.111e-81,,7.111e-81,0
250.8955,2.771e-83,,2.771e-83,0
250.8956,1.657e-84,,1.657e-84,0
250.8958,5.437e-87,,5.437e-87,0
250.896,1.591e-89,,1.591e-89,0
250.8962,4.154e-92,,4.154e-92,0
250.8963,2.033e-93,,2.033e-93,0
250.8965,4.472e-96,,4.472e-96,0
250.8967,8.770e-99,,8.770e-99,0
250.8968,3.721e-100,,3.721e-100,0
250.897,6.147e-103,,6.147e-103,0
250.8972,9.058e-106,,9.058e-106,0
250.8974,1.190e-108,,1.190e-108,0
250.8975,4.134e-110,,4.134e-110,0
250.8977,4.577e-113,,4.577e-113,0
250.8979,4.519e-116,,4.519e-116,0
250.8981,3.979e-119,,3.979e-119,0
250.8982,1.131e-120,,1.131e-120,0
250.8984,8.392e-124,,8.392e-124,0
250.8986,5.552e-127,,5.552e-127,0
250.8987,1.368e-128,,1.368e-128,0
