Wavelength (nm),Sum(calc),Li I (4.0e-2),Li II (9.6e-1),Li III (5.9e-34)
488.1169,6.266e-24,0,6.266e-24,0
488.117,7.890e-24,0,7.890e-24,0
488.1172,1.223e-23,0,1.223e-23,0
488.1174,1.839e-23,0,1.839e-23,0
488.1176,2.683e-23,0,2.683e-23,0
488.1177,3.204e-23,0,3.204e-23,0
488.1179,4.468e-23,0,4.468e-23,0
488.1181,6.044e-23,0,6.044e-23,0
488.1182,6.950e-23,0,6.950e-23,0
488.1184,8.986e-23,0,8.986e-23,0
488.1186,1.127e-22,0,1.127e-22,0
488.1188,1.372e-22,0,1.372e-22,0
488.1189,1.496e-22,0,1.496e-22,0
488.1191,1.740e-22,0,1.740e-22,0
488.1193,1.964e-22,0,1.964e-22,0
488.1195,2.150e-22,0,2.150e-22,0
488.1196,2.225e-22,0,2.225e-22,0
488.1198,2.328e-22,0,2.328e-22,0
488.12,2.363e-22,0,2.363e-22,0
488.1201,2.354e-22,0,2.354e-22,0
488.1203,2.284e-22,0,2.284e-22,0
488.1205,2.150e-22,0,2.150e-22,0
488.1207,1.964e-22,0,1.964e-22,0
488.1208,1.856e-22,0,1.856e-22,0
488.121,1.620e-22,0,1.620e-22,0
488.1212,1.372e-22,0,1.372e-22,0
488.1213,1.248e-22,0,1.248e-22,0
488.1215,1.010e-22,0,1.010e-22,0
488.1217,7.933e-23,0,7.933e-23,0
488.1219,6.044e-23,0,6.044e-23,0
488.122,5.216e-23,0,5.216e-23,0
488.1222,3.798e-23,0,3.798e-23,0
488.1224,2.683e-23,0,2.683e-23,0
488.1226,1.839e-23,0,1.839e-23,0
488.1227,1.505e-23,0,1.505e-23,0
488.1229,9.860e-24,0,9.860e-24,0
488.1231,6.266e-24,0,6.266e-24,0
488.1232,4.939e-24,0,4.939e-24,0
488.1234,3.000e-24,0,3.000e-24,0
488.1236,1.768e-24,0,1.768e-24,0
488.1238,1.011e-24,0,1.011e-24,0
488.1239,7.557e-25,0,7.557e-25,0
488.1241,4.129e-25,0,4.129e-25,0
488.1243,2.189e-25,0,2.189e-25,0
488.1245,1.126e-25,0,1.126e-25,0
488.1246,7.984e-26,0,7.984e-26,0
488.1248,3.925e-26,0,3.925e-26,0
488.125,1.872e-26,0,1.872e-26,0
488.1251,1.278e-26,0,1.278e-26,0
488.1253,5.826e-27,0,5.826e-27,0
488.1255,2.577e-27,0,2.577e-27,0
488.1257,1.106e-27,0,1.106e-27,0
488.1258,7.160e-28,0,7.160e-28,0
488.126,2.936e-28,0,2.936e-28,0
488.1262,1.168e-28,0,1.168e-28,0
488.1263,7.285e-29,0,7.285e-29,0
488.1265,2.770e-29,0,2.770e-29,0
488.1267,1.022e-29,0,1.022e-29,0
488.1269,3.657e-30,0,3.657e-30,0
488.127,2.163e-30,0,2.163e-30,0
488.1272,7.400e-31,0,7.400e-31,0
488.1274,2.456e-31,0,2.456e-31,0
488.1276,7.908e-32,0,7.908e-32,0
488.1277,4.437e-32,0,4.437e-32,0
488.1279,1.365e-32,0,1.365e-32,0
488.1281,4.076e-33,0,4.076e-33,0
488.1282,2.202e-33,0,2.202e-33,0
488.1284,6.284e-34,0,6.284e-34,0
488.1286,1.740e-34,0,1.740e-34,0
488.1288,4.673e-35,0,4.673e-35,0
488.1289,2.394e-35,0,2.394e-35,0
488.1291,6.146e-36,0,6.146e-36,0
488.1293,1.531e-36,0,1.531e-36,0
488.1295,3.699e-37,0,3.699e-37,0
488.1296,1.798e-37,0,1.798e-37,0
488.1298,4.152e-38,0,4.152e-38,0
488.13,9.303e-39,0,9.303e-39,0
488.1301,4.354e-39,0,4.354e-39,0
488.1303,9.323e-40,0,9.323e-40,0
488.1305,1.937e-40,0,1.937e-40,0
488.1307,3.904e-41,0,3.904e-41,0
488.1308,1.733e-41,0,1.733e-41,0
488.131,3.339e-42,0,3.339e-42,0
488.1312,6.240e-43,0,6.240e-43,0
488.1313,2.667e-43,0,2.667e-43,0
488.1315,4.765e-44,0,4.765e-44,0
488.1317,8.258e-45,0,8.258e-45,0
488.1319,1.388e-45,0,1.388e-45,0
488.132,5.629e-46,0,5.629e-46,0
488.1322,9.046e-47,0,9.046e-47,0
488.1324,1.410e-47,0,1.410e-47,0
488.1326,2.134e-48,0,2.134e-48,0
488.1327,8.205e-49,0,8.205e-49,0
488.1329,1.186e-49,0,1.186e-49,0
488.1331,1.664e-50,0,1.664e-50,0
488.1332,6.183e-51,0,6.183e-51,0
488.1334,1.006e-51,0,1.006e-51,0
488.1336,1.494e-51,0,1.494e-51,0
488.1338,1.036e-50,0,1.036e-50,0
488.1339,2.793e-50,0,2.793e-50,0
488.1341,1.991e-49,0,1.991e-49,0
488.1343,1.377e-48,0,1.377e-48,0
488.1345,9.237e-48,0,9.237e-48,0
488.1346,2.366e-47,0,2.366e-47,0
488.1348,1.517e-46,0,1.517e-46,0
488.135,9.439e-46,0,9.439e-46,0
488.1351,2.328e-45,0,2.328e-45,0
488.1353,1.384e-44,0,1.384e-44,0
488.1355,7.985e-44,0,7.985e-44,0
488.1357,4.470e-43,0,4.470e-43,0
488.1358,1.046e-42,0,1.046e-42,0
488.136,5.593e-42,0,5.593e-42,0
488.1362,2.903e-41,0,2.903e-41,0
488.1363,6.538e-41,0,6.538e-41,0
488.1365,3.243e-40,0,3.243e-40,0
488.1367,1.561e-39,0,1.561e-39,0
488.1369,7.287e-39,0,7.287e-39,0
488.137,1.557e-38,0,1.557e-38,0
488.1372,6.948e-38,0,6.948e-38,0
488.1374,3.008e-37,0,3.008e-37,0
488.1376,1.264e-36,0,1.264e-36,0
488.1377,2.561e-36,0,2.561e-36,0
488.1379,1.028e-35,0,1.028e-35,0
488.1381,4.004e-35,0,4.004e-35,0
488.1382,7.813e-35,0,7.813e-35,0
488.1384,2.908e-34,0,2.908e-34,0
488.1386,1.050e-33,0,1.050e-33,0
488.1388,3.681e-33,0,3.681e-33,0
488.1389,6.812e-33,0,6.812e-33,0
488.1391,2.281e-32,0,2.281e-32,0
488.1393,7.413e-32,0,7.413e-32,0
488.1395,2.337e-31,0,2.337e-31,0
488.1396,4.102e-31,0,4.102e-31,0
488.1398,1.236e-30,0,1.236e-30,0
488.14,3.613e-30,0,3.613e-30,0
488.1401,6.107e-30,0,6.107e-30,0
488.1403,1.706e-29,0,1.706e-29,0
488.1405,4.624e-29,0,4.624e-29,0
488.1407,1.216e-28,0,1.216e-28,0
488.1408,1.950e-28,0,1.950e-28,0
488.141,4.901e-28,0,4.901e-28,0
488.1412,1.195e-27,0,1.195e-27,0
488.1413,1.845e-27,0,1.845e-27,0
488.1415,4.300e-27,0,4.300e-27,0
488.1417,9.722e-27,0,9.722e-27,0
488.1419,2.133e-26,0,2.133e-26,0
488.142,3.123e-26,0,3.123e-26,0
488.1422,6.548e-26,0,6.548e-26,0
488.1424,1.332e-25,0,1.332e-25,0
488.1426,2.629e-25,0,2.629e-25,0
488.1427,3.651e-25,0,3.651e-25,0
488.1429,6.887e-25,0,6.887e-25,0
488.1431,1.260e-24,0,1.260e-24,0
488.1432,1.686e-24,0,1.686e-24,0
488.1434,2.948e-24,0,2.948e-24,0
488.1436,5.002e-24,0,5.002e-24,0
488.1438,8.235e-24,0,8.235e-24,0
488.1439,1.045e-23,0,1.045e-23,0
488.1441,1.644e-23,0,1.644e-23,0
488.1443,2.509e-23,0,2.509e-23,0
488.1445,3.717e-23,0,3.717e-23,0
488.1446,4.472e-23,0,4.472e-23,0
488.1448,6.331e-23,0,6.331e-23,0
488.145,8.694e-23,0,8.694e-23,0
488.1451,1.007e-22,0,1.007e-22,0
488.1453,1.322e-22,0,1.322e-22,0
488.1455,1.684e-22,0,1.684e-22,0
488.1457,2.080e-22,0,2.080e-22,0
488.1458,2.286e-22,0,2.286e-22,0
488.146,2.700e-22,0,2.700e-22,0
488.1462,3.093e-22,0,3.093e-22,0
488.1464,3.438e-22,0,3.438e-22,0
488.1465,3.584e-22,0,3.584e-22,0
488.1467,3.807e-22,0,3.807e-22,0
488.1469,3.924e-22,0,3.924e-22,0
488.147,3.939e-22,0,3.939e-22,0
488.1472,3.880e-22,0,3.880e-22,0
488.1474,3.708e-22,0,3.708e-22,0
488.1476,3.438e-22,0,3.438e-22,0
488.1477,3.273e-22,0,3.273e-22,0
488.1479,2.901e-22,0,2.901e-22,0
488.1481,2.494e-22,0,2.494e-22,0
488.1482,2.286e-22,0,2.286e-22,0
488.1484,1.879e-22,0,1.879e-22,0
488.1486,1.498e-22,0,1.498e-22,0
488.1488,1.159e-22,0,1.159e-22,0
488.1489,1.007e-22,0,1.007e-22,0
488.1491,7.447e-23,0,7.447e-23,0
488.1493,5.341e-23,0,5.341e-23,0
488.1495,3.717e-23,0,3.717e-23,0
488.1496,3.066e-23,0,3.066e-23,0
488.1498,2.039e-23,0,2.039e-23,0
488.15,1.315e-23,0,1.315e-23,0
488.1501,1.045e-23,0,1.045e-23,0
488.1503,6.443e-24,0,6.443e-24,0
488.1505,3.855e-24,0,3.855e-24,0
488.1507,2.238e-24,0,2.238e-24,0
488.1508,1.686e-24,0,1.686e-24,0
488.151,9.351e-25,0,9.351e-25,0
488.1512,5.033e-25,0,5.033e-25,0
488.1514,2.629e-25,0,2.629e-25,0
488.1515,1.878e-25,0,1.878e-25,0
488.1517,9.374e-26,0,9.374e-26,0
488.1519,4.539e-26,0,4.539e-26,0
488.152,3.123e-26,0,3.123e-26,0
488.1522,1.445e-26,0,1.445e-26,0
488.1524,6.490e-27,0,6.490e-27,0
488.1526,2.827e-27,0,2.827e-27,0
488.1527,1.845e-27,0,1.845e-27,0
488.1529,7.682e-28,0,7.682e-28,0
488.1531,3.103e-28,0,3.103e-28,0
488.1532,1.950e-28,0,1.950e-28,0
488.1534,7.528e-29,0,7.528e-29,0
488.1536,2.820e-29,0,2.820e-29,0
488.1538,1.025e-29,0,1.025e-29,0
488.1539,6.107e-30,0,6.107e-30,0
488.1541,2.121e-30,0,2.121e-30,0
488.1543,7.148e-31,0,7.148e-31,0
488.1545,2.337e-31,0,2.337e-31,0
488.1546,1.321e-31,0,1.321e-31,0
488.1548,4.128e-32,0,4.128e-32,0
488.155,1.251e-32,0,1.251e-32,0
488.1551,6.812e-33,0,6.812e-33,0
488.1553,1.974e-33,0,1.974e-33,0
488.1555,5.548e-34,0,5.548e-34,0
488.1557,1.513e-34,0,1.513e-34,0
488.1558,7.813e-35,0,7.813e-35,0
488.156,2.036e-35,0,2.036e-35,0
488.1562,5.150e-36,0,5.150e-36,0
488.1564,1.264e-36,0,1.264e-36,0
488.1565,6.188e-37,0,6.188e-37,0
488.1567,1.451e-37,0,1.451e-37,0
488.1569,3.301e-38,0,3.301e-38,0
488.157,1.557e-38,0,1.557e-38,0
488.1572,3.385e-39,0,3.385e-39,0
488.1574,7.141e-40,0,7.141e-40,0
488.1576,1.462e-40,0,1.462e-40,0
488.1577,6.547e-41,0,6.547e-41,0
488.1579,1.328e-41,0,1.328e-41,0
488.1581,4.996e-42,0,4.996e-42,0
488.1582,6.874e-42,0,6.874e-42,0
488.1584,2.954e-41,0,2.954e-41,0
488.1586,1.434e-40,0,1.434e-40,0
488.1588,6.795e-40,0,6.795e-40,0
488.1589,1.463e-39,0,1.463e-39,0
488.1591,6.625e-39,0,6.625e-39,0
488.1593,2.912e-38,0,2.912e-38,0
488.1595,1.242e-37,0,1.242e-37,0
488.1596,2.535e-37,0,2.535e-37,0
488.1598,1.033e-36,0,1.033e-36,0
488.16,4.084e-36,0,4.084e-36,0
488.1601,8.029e-36,0,8.029e-36,0
488.1603,3.034e-35,0,3.034e-35,0
488.1605,1.112e-34,0,1.112e-34,0
488.1607,3.957e-34,0,3.957e-34,0
488.1608,7.378e-34,0,7.378e-34,0
488.161,2.508e-33,0,2.508e-33,0
488.1612,8.273e-33,0,8.273e-33,0
488.1614,2.647e-32,0,2.647e-32,0
488.1615,4.683e-32,0,4.683e-32,0
488.1617,1.432e-31,0,1.432e-31,0
488.1619,4.250e-31,0,4.250e-31,0
488.162,7.238e-31,0,7.238e-31,0
488.1622,2.053e-30,0,2.053e-30,0
488.1624,5.648e-30,0,5.648e-30,0
488.1626,1.508e-29,0,1.508e-29,0
488.1627,2.436e-29,0,2.436e-29,0
488.1629,6.214e-29,0,6.214e-29,0
488.1631,1.538e-28,0,1.538e-28,0
488.1632,2.393e-28,0,2.393e-28,0
488.1634,5.660e-28,0,5.660e-28,0
488.1636,1.299e-27,0,1.299e-27,0
488.1638,2.893e-27,0,2.893e-27,0
488.1639,4.269e-27,0,4.269e-27,0
488.1641,9.086e-27,0,9.086e-27,0
488.1643,1.876e-26,0,1.876e-26,0
488.1645,3.759e-26,0,3.759e-26,0
488.1646,5.261e-26,0,5.261e-26,0
488.1648,1.007e-25,0,1.007e-25,0
488.165,1.871e-25,0,1.871e-25,0
488.1651,2.522e-25,0,2.522e-25,0
488.1653,4.477e-25,0,4.477e-25,0
488.1655,7.713e-25,0,7.713e-25,0
488.1657,1.289e-24,0,1.289e-24,0
488.1658,1.648e-24,0,1.648e-24,0
488.166,2.632e-24,0,2.632e-24,0
488.1662,4.079e-24,0,4.079e-24,0
488.1664,6.133e-24,0,6.133e-24,0
488.1665,7.435e-24,0,7.435e-24,0
488.1667,1.068e-23,0,1.068e-23,0
488.1669,1.490e-23,0,1.490e-23,0
488.167,1.739e-23,0,1.739e-23,0
488.1672,2.317e-23,0,2.317e-23,0
488.1674,2.996e-23,0,2.996e-23,0
488.1676,3.758e-23,0,3.758e-23,0
488.1677,4.161e-23,0,4.161e-23,0
488.1679,4.988e-23,0,4.988e-23,0
488.1681,5.802e-23,0,5.802e-23,0
488.1682,6.186e-23,0,6.186e-23,0
488.1684,6.876e-23,0,6.876e-23,0
488.1686,7.416e-23,0,7.416e-23,0
488.1688,7.760e-23,0,7.760e-23,0
488.1689,7.848e-23,0,7.848e-23,0
488.1691,7.848e-23,0,7.848e-23,0
488.1693,7.614e-23,0,7.614e-23,0
488.1695,7.168e-23,0,7.168e-23,0
488.1696,6.876e-23,0,6.876e-23,0
488.1698,6.186e-23,0,6.186e-23,0
488.17,5.400e-23,0,5.400e-23,0
488.1701,4.988e-23,0,4.988e-23,0
488.1703,4.161e-23,0,4.161e-23,0
488.1705,3.368e-23,0,3.368e-23,0
488.1707,2.645e-23,0,2.645e-23,0
488.1708,2.317e-23,0,2.317e-23,0
488.171,1.739e-23,0,1.739e-23,0
488.1712,1.266e-23,0,1.266e-23,0
488.1714,8.947e-24,0,8.947e-24,0
488.1715,7.435e-24,0,7.435e-24,0
488.1717,5.020e-24,0,5.020e-24,0
488.1719,3.289e-24,0,3.289e-24,0
488.172,2.632e-24,0,2.632e-24,0
488.1722,1.648e-24,0,1.648e-24,0
488.1724,1.001e-24,0,1.001e-24,0
488.1726,5.899e-25,0,5.899e-25,0
488.1727,4.477e-25,0,4.477e-25,0
488.1729,2.522e-25,0,2.522e-25,0
488.1731,1.378e-25,0,1.378e-25,0
488.1732,1.007e-25,0,1.007e-25,0
488.1734,5.261e-26,0,5.261e-26,0
488.1736,2.666e-26,0,2.666e-26,0
488.1738,1.311e-26,0,1.311e-26,0
488.1739,9.086e-27,0,9.086e-27,0
488.1741,4.269e-27,0,4.269e-27,0
488.1743,1.946e-27,0,1.946e-27,0
488.1745,8.608e-28,0,8.608e-28,0
488.1746,5.660e-28,0,5.660e-28,0
488.1748,2.393e-28,0,2.393e-28,0
488.175,9.813e-29,0,9.813e-29,0
488.1751,6.214e-29,0,6.214e-29,0
488.1753,2.436e-29,0,2.436e-29,0
488.1755,9.262e-30,0,9.262e-30,0
488.1757,3.418e-30,0,3.418e-30,0
488.1758,2.053e-30,0,2.053e-30,0
488.176,7.238e-31,0,7.238e-31,0
488.1762,2.476e-31,0,2.476e-31,0
488.1764,8.220e-32,0,8.220e-32,0
488.1765,4.683e-32,0,4.683e-32,0
488.1767,1.486e-32,0,1.486e-32,0
488.1769,4.573e-33,0,4.573e-33,0
488.177,2.508e-33,0,2.508e-33,0
488.1772,7.378e-34,0,7.378e-34,0
488.1774,2.106e-34,0,2.106e-34,0
488.1776,5.831e-35,0,5.831e-35,0
488.1777,3.034e-35,0,3.034e-35,0
488.1779,8.029e-36,0,8.029e-36,0
488.1781,2.062e-36,0,2.062e-36,0
488.1782,1.033e-36,0,1.033e-36,0
488.1784,2.535e-37,0,2.535e-37,0
488.1786,6.035e-38,0,6.035e-38,0
488.1788,1.394e-38,0,1.394e-38,0
488.1789,6.625e-39,0,6.625e-39,0
488.1791,1.463e-39,0,1.463e-39,0
488.1793,3.133e-40,0,3.133e-40,0
488.1795,6.511e-41,0,6.511e-41,0
488.1796,2.935e-41,0,2.935e-41,0
488.1798,5.829e-42,0,5.829e-42,0
488.18,1.123e-42,0,1.123e-42,0
488.1801,4.875e-43,0,4.875e-43,0
488.1803,8.978e-44,0,8.978e-44,0
488.1805,1.604e-44,0,1.604e-44,0
488.1807,2.781e-45,0,2.781e-45,0
488.1808,1.145e-45,0,1.145e-45,0
488.181,1.897e-46,0,1.897e-46,0
488.1812,3.050e-47,0,3.050e-47,0
488.1814,4.756e-48,0,4.756e-48,0
488.1815,1.857e-48,0,1.857e-48,0
488.1817,2.769e-49,0,2.769e-49,0
488.1819,4.004e-50,0,4.004e-50,0
488.182,1.506e-50,0,1.506e-50,0
488.1822,2.081e-51,0,2.081e-51,0
488.1824,2.790e-52,0,2.790e-52,0
488.1826,3.631e-53,0,3.631e-53,0
488.1827,1.295e-53,0,1.295e-53,0
488.1829,1.610e-54,0,1.610e-54,0
488.1831,1.943e-55,0,1.943e-55,0
488.1832,6.671e-56,0,6.671e-56,0
488.1834,7.692e-57,0,7.692e-57,0
488.1836,8.605e-58,0,8.605e-58,0
488.1838,9.339e-59,0,9.339e-59,0
488.1839,3.042e-59,0,3.042e-59,0
488.1841,3.156e-60,0,3.156e-60,0
488.1843,3.176e-61,0,3.176e-61,0
488.1845,3.101e-62,0,3.101e-62,0
488.1846,9.582e-63,0,9.582e-63,0
488.1848,8.942e-64,0,8.942e-64,0
488.185,8.096e-65,0,8.096e-65,0
488.1851,2.409e-65,0,2.409e-65,0
488.1853,2.084e-66,0,2.084e-66,0
488.1855,1.750e-67,0,1.750e-67,0
488.1857,1.425e-68,0,1.425e-68,0
488.1858,4.023e-69,0,4.023e-69,0
488.186,3.131e-70,0,3.131e-70,0
488.1862,2.365e-71,0,2.365e-71,0
488.1864,1.733e-72,0,1.733e-72,0
488.1865,4.640e-73,0,4.640e-73,0
488.1867,3.249e-74,0,3.249e-74,0
488.1869,2.208e-75,0,2.208e-75,0
488.187,5.691e-76,0,5.691e-76,0
488.1872,3.696e-77,0,3.696e-77,0
488.1874,2.329e-78,0,2.329e-78,0
488.1876,1.424e-79,0,1.424e-79,0
488.1877,3.480e-80,0,3.480e-80,0
488.1879,2.033e-81,0,2.033e-81,0
488.1881,1.153e-82,0,1.153e-82,0
488.1882,2.713e-83,0,2.713e-83,0
488.1884,1.470e-84,0,1.470e-84,0
488.1886,7.726e-86,0,7.726e-86,0
488.1888,3.940e-87,0,3.940e-87,0
488.1889,8.798e-88,0,8.798e-88,0
488.1891,4.288e-89,0,4.288e-89,0
488.1893,2.028e-90,0,2.028e-90,0
488.1895,9.303e-92,0,9.303e-92,0
488.1896,1.970e-92,0,1.970e-92,0
488.1898,8.639e-94,0,8.639e-94,0
488.19,3.675e-95,0,3.675e-95,0
488.1901,7.495e-96,0,7.495e-96,0
488.1903,3.047e-97,0,3.047e-97,0
488.1905,1.202e-98,0,1.202e-98,0
488.1907,4.601e-100,0,4.601e-100,0
488.1908,8.900e-101,0,8.900e-101,0
488.191,3.255e-102,0,3.255e-102,0
488.1912,1.155e-103,0,1.155e-103,0
488.1914,3.978e-105,0,3.978e-105,0
488.1915,7.299e-106,0,7.299e-106,0
488.1917,2.402e-107,0,2.402e-107,0
488.1919,7.669e-109,0,7.669e-109,0
488.192,1.355e-109,0,1.355e-109,0
488.1922,4.134e-111,0,4.134e-111,0
488.1924,1.224e-112,0,1.224e-112,0
488.1926,3.516e-114,0,3.516e-114,0
488.1927,5.891e-115,0,5.891e-115,0
488.1929,1.617e-116,0,1.617e-116,0
488.1931,4.307e-118,0,4.307e-118,0
488.1932,6.951e-119,0,6.951e-119,0
488.1934,1.769e-120,0,1.769e-120,0
488.1936,4.369e-122,0,4.369e-122,0
488.1938,1.047e-123,0,1.047e-123,0
488.1939,1.602e-124,0,1.602e-124,0
488.1941,3.670e-126,0,3.670e-126,0
488.1943,8.154e-128,0,8.154e-128,0
488.1945,1.758e-129,0,1.758e-129,0
488.1946,2.552e-130,0,2.552e-130,0
488.1948,5.257e-132,0,5.257e-132,0
488.195,1.051e-133,0,1.051e-133,0
488.1951,1.469e-134,0,1.469e-134,0
488.1953,2.806e-136,0,2.806e-136,0
488.1955,5.201e-138,0,5.201e-138,0
488.1957,9.354e-140,0,9.354e-140,0
488.1958,1.240e-140,0,1.240e-140,0
488.196,2.131e-142,0,2.131e-142,0
488.1962,3.554e-144,0,3.554e-144,0
488.1964,5.750e-146,0,5.750e-146,0
488.1965,7.232e-147,0,7.232e-147,0
488.1967,1.118e-148,0,1.118e-148,0
488.1969,1.677e-150,0,1.677e-150,0
488.197,2.031e-151,0,2.031e-151,0
488.1972,2.912e-153,0,2.912e-153,0
488.1974,4.051e-155,0,4.051e-155,0
488.1976,5.468e-157,0,5.468e-157,0
488.1977,6.280e-158,0,6.280e-158,0
488.1979,8.101e-160,0,8.101e-160,0
488.1981,1.014e-161,0,1.014e-161,0
488.1982,1.121e-162,0,1.121e-162,0
488.1984,1.341e-164,0,1.341e-164,0
488.1986,1.556e-166,0,1.556e-166,0
488.1988,1.752e-168,0,1.752e-168,0
488.1989,1.838e-169,0,1.838e-169,0
488.1991,1.978e-171,0,1.978e-171,0
488.1993,2.065e-173,0,2.065e-173,0
488.1995,2.091e-175,0,2.091e-175,0
488.1996,2.081e-176,0,2.081e-176,0
488.1998,2.015e-178,0,2.015e-178,0
488.2,1.892e-180,0,1.892e-180,0
488.2001,1.813e-181,0,1.813e-181,0
488.2003,1.627e-183,0,1.627e-183,0
488.2005,1.417e-185,0,1.417e-185,0
488.2007,1.198e-187,0,1.198e-187,0
488.2008,1.088e-188,0,1.088e-188,0
488.201,8.789e-191,0,8.789e-191,0
488.2012,6.886e-193,0,6.886e-193,0
488.2014,5.235e-195,0,5.235e-195,0
488.2015,4.512e-196,0,4.512e-196,0
488.2017,3.278e-198,0,3.278e-198,0
488.2019,2.311e-200,0,2.311e-200,0
488.202,1.918e-201,0,1.918e-201,0
488.2022,1.292e-203,0,1.292e-203,0
488.2024,8.445e-206,0,8.445e-206,0
488.2026,5.356e-208,0,5.356e-208,0
488.2027,4.217e-209,0,4.217e-209,0
488.2029,2.556e-211,0,2.556e-211,0
488.2031,1.503e-213,0,1.503e-213,0
488.2032,1.139e-214,0,1.139e-214,0
488.2034,6.402e-217,0,6.402e-217,0
488.2036,3.491e-219,0,3.491e-219,0
488.2038,1.847e-221,0,1.847e-221,0
488.2039,1.328e-222,0,1.328e-222,0
488.2041,6.713e-225,0,6.713e-225,0
488.2043,3.293e-227,0,3.293e-227,0
488.2045,1.567e-229,0,1.567e-229,0
488.2046,1.069e-230,0,1.069e-230,0
488.2048,4.862e-233,0,4.862e-233,0
488.205,2.146e-235,0,2.146e-235,0
488.2051,1.409e-236,0,1.409e-236,0
488.2053,5.944e-239,0,5.944e-239,0
488.2055,2.432e-241,0,2.432e-241,0
488.2057,9.656e-244,0,9.656e-244,0
488.2058,6.015e-245,0,6.015e-245,0
488.206,2.282e-247,0,2.282e-247,0
488.2062,8.402e-250,0,8.402e-250,0
488.2064,3.001e-252,0,3.001e-252,0
488.2065,1.773e-253,0,1.773e-253,0
488.2067,6.053e-256,0,6.053e-256,0
488.2069,2.005e-258,0,2.005e-258,0
488.207,1.141e-259,0,1.141e-259,0
488.2072,3.611e-262,0,3.611e-262,0
488.2074,1.109e-264,0,1.109e-264,0
488.2076,3.304e-267,0,3.304e-267,0
488.2077,1.783e-268,0,1.783e-268,0
488.2079,5.077e-271,0,5.077e-271,0
488.2081,1.403e-273,0,1.403e-273,0
488.2082,7.290e-275,0,7.290e-275,0
488.2084,1.925e-277,0,1.925e-277,0
488.2086,4.931e-280,0,4.931e-280,0
488.2088,1.226e-282,0,1.226e-282,0
488.2089,6.042e-284,0,6.042e-284,0
488.2091,1.435e-286,0,1.435e-286,0
488.2093,3.308e-289,0,3.308e-289,0
488.2095,7.396e-292,0,7.396e-292,0
488.2096,3.458e-293,0,3.458e-293,0
488.2098,7.390e-296,0,7.390e-296,0
488.21,1.532e-298,0,1.532e-298,0
488.2101,6.899e-300,0,6.899e-300,0
488.2103,1.367e-302,0,1.367e-302,0
488.2105,2.628e-305,0,2.628e-305,0
488.2107,4.903e-308,0,4.903e-308,0
488.2108,2.094e-309,0,2.094e-309,0
488.211,3.733e-312,0,3.733e-312,0
488.2112,6.457e-315,0,6.457e-315,0
488.2114,1.084e-317,0,1.084e-317,0
488.2115,4.389e-319,0,4.389e-319,0
488.2117,7.016e-322,0,7.016e-322,0
488.2119,0,0,0,0
488.212,0,0,0,0
488.2122,0,0,0,0
488.2124,0,0,0,0
488.2126,0,0,0,0
488.2127,0,0,0,0
488.2129,0,0,0,0
488.2131,0,0,0,0
488.2132,0,0,0,0
488.2134,0,0,0,0
488.2136,0,0,0,0
488.2138,0,0,0,0
488.2139,0,0,0,0
488.2141,0,0,0,0
488.2143,0,0,0,0
488.2145,0,0,0,0
488.2146,0,0,0,0
488.2148,0,0,0,0
488.215,0,0,0,0
488.2151,0,0,0,0
488.2153,0,0,0,0
488.2155,0,0,0,0
488.2157,0,0,0,0
488.2158,0,0,0,0
488.216,0,0,0,0
488.2162,0,0,0,0
488.2164,0,0,0,0
488.2165,0,0,0,0
488.2167,0,0,0,0
488.2169,0,0,0,0
488.217,0,0,0,0
488.2172,0,0,0,0
488.2174,0,0,0,0
488.2176,0,0,0,0
488.2177,0,0,0,0
488.2179,0,0,0,0
488.2181,0,0,0,0
488.2182,0,0,0,0
488.2184,0,0,0,0
488.2186,0,0,0,0
488.2188,0,0,0,0
488.2189,0,0,0,0
488.2191,0,0,0,0
488.2193,0,0,0,0
488.2195,0,0,0,0
488.2196,0,0,0,0
488.2198,0,0,0,0
488.22,0,0,0,0
488.2201,0,0,0,0
488.2203,0,0,0,0
488.2205,0,0,0,0
488.2207,0,0,0,0
488.2208,0,0,0,0
488.221,0,0,0,0
488.2212,0,0,0,0
488.2214,0,0,0,0
488.2215,0,0,0,0
488.2217,0,0,0,0
488.2219,0,0,0,0
488.222,0,0,0,0
488.2222,0,0,0,0
488.2224,0,0,0,0
488.2226,0,0,0,0
488.2227,0,0,0,0
488.2229,0,0,0,0
488.2231,0,0,0,0
488.2232,0,0,0,0
488.2234,0,0,0,0
488.2236,0,0,0,0
488.2238,0,0,0,0
488.2239,0,0,0,0
488.2241,0,0,0,0
488.2243,0,0,0,0
488.2245,0,0,0,0
488.2246,0,0,0,0
488.2248,0,0,0,0
488.225,0,0,0,0
488.2251,0,0,0,0
488.2253,0,0,0,0
488.2255,0,0,0,0
488.2257,0,0,0,0
488.2258,0,0,0,0
488.226,0,0,0,0
488.2262,0,0,0,0
488.2264,0,0,0,0
488.2265,0,0,0,0
488.2267,0,0,0,0
488.2269,0,0,0,0
488.227,0,0,0,0
488.2272,0,0,0,0
488.2274,0,0,0,0
488.2276,0,0,0,0
488.2277,0,0,0,0
488.2279,0,0,0,0
488.2281,0,0,0,0
488.2282,0,0,0,0
488.2284,0,0,0,0
488.2286,0,0,0,0
488.2288,0,0,0,0
488.2289,0,0,0,0
488.2291,0,0,0,0
488.2293,0,0,0,0
488.2295,0,0,0,0
