Wavelength (nm),Sum(calc),Al I (2.4e-2),Al II (4.8e-1),Al III (3.5e-4),Cr I (1.4e-2),Cr II (4.8e-1)
278.104,4.736e-1,1.923e-29,8.062e-32,3.755e-41,4.736e-1,4.021e-31
278.106,1.134e-1,1.923e-29,8.064e-32,3.755e-41,1.134e-1,4.023e-31
278.108,2.501e-2,1.924e-29,8.065e-32,3.756e-41,2.501e-2,4.024e-31
278.109,1.139e-2,1.924e-29,8.065e-32,3.756e-41,1.139e-2,4.025e-31
278.111,2.223e-3,1.924e-29,8.066e-32,3.756e-41,2.223e-3,4.027e-31
278.113,3.998e-4,1.925e-29,8.068e-32,3.757e-41,3.998e-4,4.028e-31
278.114,1.644e-4,1.925e-29,8.068e-32,3.757e-41,1.644e-4,4.029e-31
278.116,2.616e-5,1.925e-29,8.069e-32,3.757e-41,2.616e-5,4.031e-31
278.118,3.835e-6,1.925e-29,8.070e-32,3.758e-41,3.835e-6,4.032e-31
278.119,1.424e-6,1.926e-29,8.071e-32,3.758e-41,1.424e-6,4.033e-31
278.121,1.847e-7,1.926e-29,8.072e-32,3.758e-41,1.847e-7,4.035e-31
278.123,2.208e-8,1.926e-29,8.073e-32,3.759e-41,2.208e-8,4.036e-31
278.124,7.402e-9,1.926e-29,8.074e-32,3.759e-41,7.402e-9,4.037e-31
278.126,7.827e-10,1.927e-29,8.075e-32,3.759e-41,7.827e-10,4.038e-31
278.128,7.627e-11,1.927e-29,8.076e-32,3.760e-41,7.627e-11,4.040e-31
278.129,2.309e-11,1.927e-29,8.077e-32,3.760e-41,2.309e-11,4.041e-31
278.131,1.991e-12,1.927e-29,8.078e-32,3.760e-41,1.991e-12,4.042e-31
278.133,1.581e-13,1.928e-29,8.079e-32,3.760e-41,1.581e-13,4.044e-31
278.134,4.323e-14,1.928e-29,8.080e-32,3.761e-41,4.323e-14,4.045e-31
278.136,3.038e-15,1.928e-29,8.081e-32,3.761e-41,3.038e-15,4.046e-31
278.138,1.967e-16,1.929e-29,8.082e-32,3.761e-41,1.967e-16,4.048e-31
278.139,4.856e-17,1.929e-29,8.082e-32,3.762e-41,4.856e-17,4.049e-31
278.141,2.782e-18,1.929e-29,8.084e-32,3.762e-41,2.782e-18,4.050e-31
278.143,1.469e-19,1.929e-29,8.085e-32,3.762e-41,1.469e-19,4.052e-31
278.144,3.274e-20,1.929e-29,8.085e-32,3.762e-41,3.274e-20,4.053e-31
278.146,1.529e-21,1.930e-29,8.086e-32,3.763e-41,1.529e-21,4.054e-31
278.148,6.583e-23,1.930e-29,8.088e-32,3.763e-41,6.583e-23,4.056e-31
278.149,1.325e-23,1.930e-29,8.088e-32,3.763e-41,1.325e-23,4.056e-31
278.151,5.044e-25,1.931e-29,8.089e-32,3.764e-41,5.044e-25,4.058e-31
278.153,1.770e-26,1.931e-29,8.090e-32,3.764e-41,1.770e-26,4.060e-31
278.154,3.216e-27,1.931e-29,8.091e-32,3.764e-41,3.216e-27,4.060e-31
278.156,9.984e-29,1.931e-29,8.092e-32,3.765e-41,9.984e-29,4.062e-31
278.158,2.857e-30,1.932e-29,8.093e-32,3.765e-41,2.857e-30,4.063e-31
278.159,4.686e-31,1.932e-29,8.094e-32,3.765e-41,4.686e-31,4.064e-31
278.672,4.465e-31,2.014e-29,8.386e-32,3.859e-41,4.445e-31,4.465e-31
278.673,2.753e-30,2.014e-29,8.387e-32,3.860e-41,4.445e-31,2.753e-30
278.675,9.846e-29,2.014e-29,8.388e-32,3.860e-41,4.444e-31,9.846e-29
278.677,3.247e-27,2.014e-29,8.389e-32,3.860e-41,4.443e-31,3.247e-27
278.678,1.808e-26,2.015e-29,8.390e-32,3.861e-41,4.443e-31,1.808e-26
278.68,5.278e-25,2.015e-29,8.391e-32,3.861e-41,4.442e-31,5.278e-25
278.682,1.420e-23,2.015e-29,8.392e-32,3.861e-41,4.441e-31,1.420e-23
278.683,7.147e-23,2.015e-29,8.392e-32,3.862e-41,4.440e-31,7.147e-23
278.685,1.702e-21,2.016e-29,8.394e-32,3.862e-41,4.439e-31,1.702e-21
278.687,3.738e-20,2.016e-29,8.395e-32,3.862e-41,4.438e-31,3.738e-20
278.688,1.699e-19,2.016e-29,8.395e-32,3.862e-41,4.438e-31,1.699e-19
278.69,3.303e-18,2.017e-29,8.396e-32,3.863e-41,4.437e-31,3.303e-18
278.692,5.920e-17,2.017e-29,8.398e-32,3.863e-41,4.436e-31,5.920e-17
278.693,2.431e-16,2.017e-29,8.398e-32,3.863e-41,4.435e-31,2.431e-16
278.695,3.856e-15,2.017e-29,8.399e-32,3.864e-41,4.435e-31,3.856e-15
278.697,5.640e-14,2.018e-29,8.400e-32,3.864e-41,4.434e-31,5.640e-14
278.698,2.092e-13,2.018e-29,8.401e-32,3.864e-41,4.433e-31,2.092e-13
278.7,2.709e-12,2.018e-29,8.402e-32,3.865e-41,4.432e-31,2.709e-12
278.702,3.233e-11,2.018e-29,8.403e-32,3.865e-41,4.431e-31,3.233e-11
278.703,1.083e-10,2.019e-29,8.404e-32,3.865e-41,4.431e-31,1.083e-10
278.705,1.145e-9,2.019e-29,8.405e-32,3.866e-41,4.430e-31,1.145e-9
278.707,1.115e-8,2.019e-29,8.406e-32,3.866e-41,4.429e-31,1.115e-8
278.708,3.375e-8,2.019e-29,8.407e-32,3.866e-41,4.428e-31,3.375e-8
278.71,2.910e-7,2.020e-29,8.408e-32,3.866e-41,4.428e-31,2.910e-7
278.712,2.313e-6,2.020e-29,8.409e-32,3.867e-41,4.427e-31,2.313e-6
278.713,6.325e-6,2.020e-29,8.409e-32,3.867e-41,4.426e-31,6.325e-6
278.715,4.451e-5,2.021e-29,8.411e-32,3.867e-41,4.425e-31,4.451e-5
278.717,2.887e-4,2.021e-29,8.412e-32,3.868e-41,4.424e-31,2.887e-4
278.718,7.133e-4,2.021e-29,8.412e-32,3.868e-41,4.424e-31,7.133e-4
278.72,4.096e-3,2.021e-29,8.413e-32,3.868e-41,4.423e-31,4.096e-3
278.722,2.168e-2,2.022e-29,8.415e-32,3.869e-41,4.422e-31,2.168e-2
278.723,4.839e-2,2.022e-29,8.415e-32,3.869e-41,4.421e-31,4.839e-2
278.725,2.268e-1,2.022e-29,8.416e-32,3.869e-41,4.420e-31,2.268e-1
278.727,9.797e-1,2.022e-29,8.417e-32,3.870e-41,4.420e-31,9.797e-1
278.728,1.975e+0,2.023e-29,8.418e-32,3.870e-41,4.419e-31,1.975e+0
278.73,7.554e+0,2.023e-29,8.419e-32,3.870e-41,4.418e-31,7.554e+0
278.732,2.663e+1,2.023e-29,8.420e-32,3.871e-41,4.417e-31,2.663e+1
278.733,4.851e+1,2.023e-29,8.421e-32,3.871e-41,4.417e-31,4.851e+1
278.735,1.514e+2,2.024e-29,8.422e-32,3.871e-41,4.416e-31,1.514e+2
278.737,4.356e+2,2.024e-29,8.423e-32,3.871e-41,4.415e-31,4.356e+2
278.738,7.167e+2,2.024e-29,8.424e-32,3.872e-41,4.414e-31,7.167e+2
278.74,1.825e+3,2.025e-29,8.425e-32,3.872e-41,4.413e-31,1.825e+3
278.742,4.286e+3,2.025e-29,8.426e-32,3.872e-41,4.413e-31,4.286e+3
278.743,6.371e+3,2.025e-29,8.427e-32,3.873e-41,4.412e-31,6.371e+3
278.745,1.324e+4,2.025e-29,8.428e-32,3.873e-41,4.411e-31,1.324e+4
278.747,2.537e+4,2.026e-29,8.429e-32,3.873e-41,4.410e-31,2.537e+4
278.748,3.407e+4,2.026e-29,8.429e-32,3.873e-41,4.410e-31,3.407e+4
278.75,5.779e+4,2.026e-29,8.431e-32,3.874e-41,4.409e-31,5.779e+4
278.752,9.038e+4,2.026e-29,8.432e-32,3.874e-41,4.408e-31,9.038e+4
278.753,1.096e+5,2.027e-29,8.432e-32,3.874e-41,4.407e-31,1.096e+5
278.755,1.518e+5,2.027e-29,8.433e-32,3.875e-41,4.406e-31,1.518e+5
278.757,1.937e+5,2.027e-29,8.435e-32,3.875e-41,4.405e-31,1.937e+5
278.758,2.122e+5,2.027e-29,8.435e-32,3.875e-41,4.405e-31,2.122e+5
278.76,2.397e+5,2.028e-29,8.436e-32,3.876e-41,4.404e-31,2.397e+5
278.762,2.497e+5,2.028e-29,8.437e-32,3.876e-41,4.403e-31,2.497e+5
278.763,2.472e+5,2.028e-29,8.438e-32,3.876e-41,4.403e-31,2.472e+5
278.765,2.279e+5,2.028e-29,8.439e-32,3.877e-41,4.402e-31,2.279e+5
278.767,1.937e+5,2.029e-29,8.440e-32,3.877e-41,4.401e-31,1.937e+5
278.768,1.732e+5,2.029e-29,8.441e-32,3.877e-41,4.400e-31,1.732e+5
278.77,1.303e+5,2.029e-29,8.442e-32,3.878e-41,4.399e-31,1.303e+5
278.772,9.038e+4,2.030e-29,8.443e-32,3.878e-41,4.398e-31,9.038e+4
278.773,7.301e+4,2.030e-29,8.444e-32,3.878e-41,4.398e-31,7.301e+4
278.775,4.483e+4,2.030e-29,8.445e-32,3.878e-41,4.397e-31,4.483e+4
278.777,2.537e+4,2.030e-29,8.446e-32,3.879e-41,4.396e-31,2.537e+4
278.778,1.852e+4,2.031e-29,8.447e-32,3.879e-41,4.396e-31,1.852e+4
278.78,9.279e+3,2.031e-29,8.448e-32,3.879e-41,4.395e-31,9.279e+3
278.782,4.286e+3,2.031e-29,8.449e-32,3.880e-41,4.394e-31,4.286e+3
278.783,2.826e+3,2.031e-29,8.449e-32,3.880e-41,4.393e-31,2.826e+3
278.785,1.155e+3,2.032e-29,8.451e-32,3.880e-41,4.392e-31,1.155e+3
278.787,4.356e+2,2.032e-29,8.452e-32,3.881e-41,4.391e-31,4.356e+2
278.788,2.594e+2,2.032e-29,8.452e-32,3.881e-41,4.391e-31,2.594e+2
278.79,8.657e+1,2.032e-29,8.453e-32,3.881e-41,4.390e-31,8.657e+1
278.792,2.663e+1,2.033e-29,8.454e-32,3.882e-41,4.389e-31,2.663e+1
278.793,1.433e+1,2.033e-29,8.455e-32,3.882e-41,4.389e-31,1.433e+1
278.795,3.902e+0,2.033e-29,8.456e-32,3.882e-41,4.388e-31,3.902e+0
278.797,9.797e-1,2.034e-29,8.457e-32,3.882e-41,4.387e-31,9.797e-1
278.798,4.762e-1,2.034e-29,8.458e-32,3.883e-41,4.386e-31,4.762e-1
278.8,1.058e-1,2.034e-29,8.459e-32,3.883e-41,4.385e-31,1.058e-1
278.802,2.168e-2,2.034e-29,8.460e-32,3.883e-41,4.384e-31,2.168e-2
278.803,9.520e-3,2.035e-29,8.461e-32,3.884e-41,4.384e-31,9.520e-3
278.805,1.727e-3,2.035e-29,8.462e-32,3.884e-41,4.383e-31,1.727e-3
278.807,2.887e-4,2.035e-29,8.463e-32,3.884e-41,4.382e-31,2.887e-4
278.808,1.145e-4,2.035e-29,8.464e-32,3.884e-41,4.382e-31,1.145e-4
278.81,1.695e-5,2.036e-29,8.465e-32,3.885e-41,4.381e-31,1.695e-5
278.812,2.313e-6,2.036e-29,8.466e-32,3.885e-41,4.380e-31,2.313e-6
278.813,8.288e-7,2.036e-29,8.466e-32,3.885e-41,4.379e-31,8.288e-7
278.815,1.001e-7,2.036e-29,8.468e-32,3.886e-41,4.378e-31,1.001e-7
278.817,1.115e-8,2.037e-29,8.469e-32,3.886e-41,4.377e-31,1.115e-8
278.818,3.609e-9,2.037e-29,8.469e-32,3.886e-41,4.377e-31,3.609e-9
278.82,3.557e-10,2.037e-29,8.470e-32,3.887e-41,4.376e-31,3.557e-10
278.822,3.233e-11,2.038e-29,8.472e-32,3.887e-41,4.375e-31,3.233e-11
278.823,9.453e-12,2.038e-29,8.472e-32,3.887e-41,4.375e-31,9.453e-12
278.825,7.605e-13,2.038e-29,8.473e-32,3.888e-41,4.374e-31,7.605e-13
278.827,5.640e-14,2.038e-29,8.474e-32,3.888e-41,4.373e-31,5.640e-14
278.828,1.490e-14,2.039e-29,8.475e-32,3.888e-41,4.372e-31,1.490e-14
278.83,9.781e-16,2.039e-29,8.476e-32,3.889e-41,4.371e-31,9.781e-16
278.832,5.920e-17,2.039e-29,8.477e-32,3.889e-41,4.370e-31,5.920e-17
278.833,1.413e-17,2.039e-29,8.478e-32,3.889e-41,4.370e-31,1.413e-17
278.835,7.569e-19,2.040e-29,8.479e-32,3.889e-41,4.369e-31,7.569e-19
278.837,3.738e-20,2.040e-29,8.480e-32,3.890e-41,4.368e-31,3.738e-20
278.838,8.059e-21,2.040e-29,8.481e-32,3.890e-41,4.367e-31,8.059e-21
278.84,3.524e-22,2.040e-29,8.482e-32,3.890e-41,4.367e-31,3.524e-22
278.842,1.420e-23,2.041e-29,8.483e-32,3.891e-41,4.366e-31,1.420e-23
278.843,2.766e-24,2.041e-29,8.484e-32,3.891e-41,4.365e-31,2.766e-24
278.845,9.869e-26,2.041e-29,8.485e-32,3.891e-41,4.364e-31,9.869e-26
278.847,3.247e-27,2.042e-29,8.486e-32,3.892e-41,4.363e-31,3.247e-27
278.848,5.712e-28,2.042e-29,8.486e-32,3.892e-41,4.363e-31,5.712e-28
278.85,1.663e-29,2.042e-29,8.488e-32,3.892e-41,4.362e-31,1.663e-29
278.852,4.465e-31,2.042e-29,8.489e-32,3.893e-41,4.361e-31,4.465e-31
281.527,1.001e-31,2.469e-29,1.001e-31,4.384e-41,3.106e-31,2.128e-30
281.528,6.071e-31,2.469e-29,6.071e-31,4.384e-41,3.105e-31,2.128e-30
281.53,2.102e-29,2.469e-29,2.102e-29,4.385e-41,3.105e-31,2.130e-30
281.532,6.722e-28,2.470e-29,6.722e-28,4.385e-41,3.104e-31,2.131e-30
281.533,3.689e-27,2.470e-29,3.689e-27,4.385e-41,3.103e-31,2.132e-30
281.535,1.047e-25,2.470e-29,1.047e-25,4.386e-41,3.102e-31,2.133e-30
281.537,2.743e-24,2.470e-29,2.743e-24,4.386e-41,3.101e-31,2.134e-30
281.538,1.363e-23,2.471e-29,1.363e-23,4.386e-41,3.101e-31,2.135e-30
281.54,3.168e-22,2.471e-29,3.168e-22,4.386e-41,3.100e-31,2.136e-30
281.542,6.803e-21,2.471e-29,6.803e-21,4.387e-41,3.099e-31,2.137e-30
281.543,3.059e-20,2.471e-29,3.059e-20,4.387e-41,3.098e-31,2.138e-30
281.545,5.829e-19,2.472e-29,5.829e-19,4.387e-41,3.098e-31,2.139e-30
281.547,1.026e-17,2.472e-29,1.026e-17,4.388e-41,3.097e-31,2.140e-30
281.548,4.175e-17,2.472e-29,4.175e-17,4.388e-41,3.096e-31,2.141e-30
281.55,6.519e-16,2.473e-29,6.519e-16,4.388e-41,3.095e-31,2.142e-30
281.552,9.398e-15,2.473e-29,9.398e-15,4.389e-41,3.094e-31,2.144e-30
281.553,3.463e-14,2.473e-29,3.463e-14,4.389e-41,3.094e-31,2.144e-30
281.555,4.431e-13,2.473e-29,4.431e-13,4.389e-41,3.093e-31,2.145e-30
281.557,5.235e-12,2.474e-29,5.235e-12,4.390e-41,3.092e-31,2.147e-30
281.558,1.746e-11,2.474e-29,1.746e-11,4.390e-41,3.091e-31,2.147e-30
281.56,1.831e-10,2.474e-29,1.831e-10,4.390e-41,3.090e-31,2.149e-30
281.562,1.772e-9,2.474e-29,1.772e-9,4.391e-41,3.090e-31,2.150e-30
281.563,5.352e-9,2.475e-29,5.352e-9,4.391e-41,3.089e-31,2.150e-30
281.565,4.598e-8,2.475e-29,4.598e-8,4.391e-41,3.088e-31,2.152e-30
281.567,3.648e-7,2.475e-29,3.648e-7,4.391e-41,3.087e-31,2.153e-30
281.568,9.971e-7,2.475e-29,9.971e-7,4.392e-41,3.087e-31,2.154e-30
281.57,7.019e-6,2.476e-29,7.019e-6,4.392e-41,3.086e-31,2.155e-30
281.572,4.563e-5,2.476e-29,4.563e-5,4.392e-41,3.085e-31,2.156e-30
281.573,1.129e-4,2.476e-29,1.129e-4,4.393e-41,3.084e-31,2.157e-30
281.575,6.513e-4,2.477e-29,6.513e-4,4.393e-41,3.083e-31,2.158e-30
281.577,3.469e-3,2.477e-29,3.469e-3,4.393e-41,3.082e-31,2.159e-30
281.578,7.772e-3,2.477e-29,7.772e-3,4.393e-41,3.082e-31,2.160e-30
281.58,3.674e-2,2.477e-29,3.674e-2,4.394e-41,3.081e-31,2.161e-30
281.582,1.604e-1,2.478e-29,1.604e-1,4.394e-41,3.080e-31,2.162e-30
281.583,3.252e-1,2.478e-29,3.252e-1,4.394e-41,3.080e-31,2.163e-30
281.585,1.259e+0,2.478e-29,1.259e+0,4.395e-41,3.079e-31,2.164e-30
281.587,4.505e+0,2.478e-29,4.505e+0,4.395e-41,3.078e-31,2.166e-30
281.588,8.269e+0,2.479e-29,8.269e+0,4.395e-41,3.077e-31,2.166e-30
281.59,2.625e+1,2.479e-29,2.625e+1,4.396e-41,3.076e-31,2.167e-30
281.592,7.693e+1,2.479e-29,7.693e+1,4.396e-41,3.075e-31,2.169e-30
281.593,1.278e+2,2.479e-29,1.278e+2,4.396e-41,3.075e-31,2.169e-30
281.595,3.325e+2,2.480e-29,3.325e+2,4.397e-41,3.074e-31,2.171e-30
281.597,7.985e+2,2.480e-29,7.985e+2,4.397e-41,3.073e-31,2.172e-30
281.598,1.201e+3,2.480e-29,1.201e+3,4.397e-41,3.073e-31,2.172e-30
281.6,2.560e+3,2.480e-29,2.560e+3,4.397e-41,3.072e-31,2.174e-30
281.602,5.038e+3,2.481e-29,5.038e+3,4.398e-41,3.071e-31,2.175e-30
281.603,6.859e+3,2.481e-29,6.859e+3,4.398e-41,3.070e-31,2.176e-30
281.605,1.198e+4,2.481e-29,1.198e+4,4.398e-41,3.069e-31,2.177e-30
281.607,1.932e+4,2.482e-29,1.932e+4,4.399e-41,3.068e-31,2.178e-30
281.608,2.381e+4,2.482e-29,2.381e+4,4.399e-41,3.068e-31,2.179e-30
281.61,3.408e+4,2.482e-29,3.408e+4,4.399e-41,3.067e-31,2.180e-30
281.612,4.504e+4,2.482e-29,4.504e+4,4.400e-41,3.066e-31,2.181e-30
281.613,5.025e+4,2.483e-29,5.025e+4,4.400e-41,3.066e-31,2.182e-30
281.615,5.893e+4,2.483e-29,5.893e+4,4.400e-41,3.065e-31,2.183e-30
281.617,6.381e+4,2.483e-29,6.381e+4,4.401e-41,3.064e-31,2.184e-30
281.618,6.445e+4,2.483e-29,6.445e+4,4.401e-41,3.063e-31,2.185e-30
281.62,6.194e+4,2.484e-29,6.194e+4,4.401e-41,3.062e-31,2.186e-30
281.622,5.496e+4,2.484e-29,5.496e+4,4.402e-41,3.061e-31,2.188e-30
281.623,5.025e+4,2.484e-29,5.025e+4,4.402e-41,3.061e-31,2.188e-30
281.625,3.957e+4,2.484e-29,3.957e+4,4.402e-41,3.060e-31,2.189e-30
281.627,2.877e+4,2.485e-29,2.877e+4,4.402e-41,3.059e-31,2.191e-30
281.628,2.381e+4,2.485e-29,2.381e+4,4.403e-41,3.059e-31,2.191e-30
281.63,1.537e+4,2.485e-29,1.537e+4,4.403e-41,3.058e-31,2.193e-30
281.632,9.156e+3,2.486e-29,9.156e+3,4.403e-41,3.057e-31,2.194e-30
281.633,6.859e+3,2.486e-29,6.859e+3,4.404e-41,3.056e-31,2.194e-30
281.635,3.627e+3,2.486e-29,3.627e+3,4.404e-41,3.055e-31,2.196e-30
281.637,1.771e+3,2.486e-29,1.771e+3,4.404e-41,3.054e-31,2.197e-30
281.638,1.201e+3,2.487e-29,1.201e+3,4.404e-41,3.054e-31,2.198e-30
281.64,5.204e+2,2.487e-29,5.204e+2,4.405e-41,3.053e-31,2.199e-30
281.642,2.082e+2,2.487e-29,2.082e+2,4.405e-41,3.052e-31,2.200e-30
281.643,1.278e+2,2.487e-29,1.278e+2,4.405e-41,3.052e-31,2.201e-30
281.645,4.538e+1,2.488e-29,4.538e+1,4.406e-41,3.051e-31,2.202e-30
281.647,1.488e+1,2.488e-29,1.488e+1,4.406e-41,3.050e-31,2.203e-30
281.648,8.269e+0,2.488e-29,8.269e+0,4.406e-41,3.049e-31,2.204e-30
281.65,2.406e+0,2.488e-29,2.406e+0,4.407e-41,3.048e-31,2.205e-30
281.652,6.463e-1,2.489e-29,6.463e-1,4.407e-41,3.047e-31,2.206e-30
281.653,3.252e-1,2.489e-29,3.252e-1,4.407e-41,3.047e-31,2.207e-30
281.655,7.752e-2,2.489e-29,7.752e-2,4.408e-41,3.046e-31,2.208e-30
281.657,1.707e-2,2.490e-29,1.707e-2,4.408e-41,3.045e-31,2.210e-30
281.658,7.772e-3,2.490e-29,7.772e-3,4.408e-41,3.044e-31,2.210e-30
281.66,1.518e-3,2.490e-29,1.518e-3,4.409e-41,3.044e-31,2.211e-30
281.662,2.739e-4,2.490e-29,2.739e-4,4.409e-41,3.043e-31,2.213e-30
281.663,1.129e-4,2.491e-29,1.129e-4,4.409e-41,3.042e-31,2.213e-30
281.665,1.808e-5,2.491e-29,1.808e-5,4.409e-41,3.041e-31,2.215e-30
281.667,2.672e-6,2.491e-29,2.672e-6,4.410e-41,3.040e-31,2.216e-30
281.668,9.971e-7,2.491e-29,9.971e-7,4.410e-41,3.040e-31,2.216e-30
281.67,1.308e-7,2.492e-29,1.308e-7,4.410e-41,3.039e-31,2.218e-30
281.672,1.584e-8,2.492e-29,1.584e-8,4.411e-41,3.038e-31,2.219e-30
281.673,5.352e-9,2.492e-29,5.352e-9,4.411e-41,3.037e-31,2.220e-30
281.675,5.753e-10,2.492e-29,5.753e-10,4.411e-41,3.037e-31,2.221e-30
281.677,5.711e-11,2.493e-29,5.711e-11,4.412e-41,3.036e-31,2.222e-30
281.678,1.746e-11,2.493e-29,1.746e-11,4.412e-41,3.035e-31,2.223e-30
281.68,1.538e-12,2.493e-29,1.538e-12,4.412e-41,3.034e-31,2.224e-30
281.682,1.251e-13,2.494e-29,1.251e-13,4.413e-41,3.033e-31,2.225e-30
281.683,3.463e-14,2.494e-29,3.463e-14,4.413e-41,3.033e-31,2.226e-30
281.685,2.500e-15,2.494e-29,2.500e-15,4.413e-41,3.032e-31,2.227e-30
281.687,1.666e-16,2.494e-29,1.666e-16,4.413e-41,3.031e-31,2.228e-30
281.688,4.175e-17,2.495e-29,4.175e-17,4.414e-41,3.030e-31,2.229e-30
281.69,2.469e-18,2.495e-29,2.469e-18,4.414e-41,3.029e-31,2.230e-30
281.692,1.349e-19,2.495e-29,1.349e-19,4.414e-41,3.029e-31,2.232e-30
281.693,3.059e-20,2.495e-29,3.059e-20,4.415e-41,3.028e-31,2.232e-30
281.695,1.483e-21,2.496e-29,1.483e-21,4.415e-41,3.027e-31,2.233e-30
281.697,6.636e-23,2.496e-29,6.636e-23,4.415e-41,3.026e-31,2.235e-30
281.698,1.363e-23,2.496e-29,1.363e-23,4.416e-41,3.026e-31,2.235e-30
281.7,5.412e-25,2.496e-29,5.412e-25,4.416e-41,3.025e-31,2.237e-30
281.702,1.985e-26,2.497e-29,1.985e-26,4.416e-41,3.024e-31,2.238e-30
281.703,3.689e-27,2.497e-29,3.689e-27,4.416e-41,3.023e-31,2.238e-30
281.705,1.201e-28,2.497e-29,1.201e-28,4.417e-41,3.022e-31,2.240e-30
281.707,3.608e-30,2.498e-29,3.608e-30,4.417e-41,3.022e-31,2.241e-30
281.708,6.071e-31,2.498e-29,6.071e-31,4.417e-41,3.021e-31,2.242e-30
282.146,2.517e-30,2.568e-29,5.921e-31,4.498e-41,2.816e-31,2.517e-30
282.147,1.514e-29,2.568e-29,5.921e-31,4.498e-41,2.815e-31,1.514e-29
282.149,5.162e-28,2.568e-29,5.920e-31,4.498e-41,2.814e-31,5.162e-28
282.151,1.626e-26,2.568e-29,5.919e-31,4.499e-41,2.813e-31,1.626e-26
282.152,8.856e-26,2.569e-29,5.919e-31,4.499e-41,2.813e-31,8.856e-26
282.154,2.476e-24,2.569e-29,5.918e-31,4.499e-41,2.812e-31,2.476e-24
282.156,6.396e-23,2.569e-29,5.918e-31,4.500e-41,2.811e-31,6.396e-23
282.157,3.156e-22,2.569e-29,5.917e-31,4.500e-41,2.810e-31,3.156e-22
282.159,7.237e-21,2.570e-29,5.917e-31,4.500e-41,2.809e-31,7.237e-21
282.161,1.533e-19,2.570e-29,5.916e-31,4.501e-41,2.809e-31,1.533e-19
282.162,6.850e-19,2.570e-29,5.916e-31,4.501e-41,2.808e-31,6.850e-19
282.164,1.288e-17,2.570e-29,5.915e-31,4.501e-41,2.807e-31,1.288e-17
282.166,2.238e-16,2.571e-29,5.914e-31,4.501e-41,2.806e-31,2.238e-16
282.167,9.057e-16,2.571e-29,5.914e-31,4.502e-41,2.806e-31,9.057e-16
282.169,1.397e-14,2.571e-29,5.913e-31,4.502e-41,2.805e-31,1.397e-14
282.171,1.991e-13,2.572e-29,5.913e-31,4.502e-41,2.804e-31,1.991e-13
282.172,7.295e-13,2.572e-29,5.912e-31,4.503e-41,2.803e-31,7.295e-13
282.174,9.230e-12,2.572e-29,5.911e-31,4.503e-41,2.802e-31,9.230e-12
282.176,1.079e-10,2.572e-29,5.911e-31,4.503e-41,2.801e-31,1.079e-10
282.177,3.580e-10,2.572e-29,5.910e-31,4.504e-41,2.801e-31,3.580e-10
282.179,3.714e-9,2.573e-29,5.910e-31,4.504e-41,2.800e-31,3.714e-9
282.181,3.560e-8,2.573e-29,5.909e-31,4.504e-41,2.799e-31,3.560e-8
282.182,1.070e-7,2.573e-29,5.909e-31,4.504e-41,2.799e-31,1.070e-7
282.184,9.106e-7,2.574e-29,5.908e-31,4.505e-41,2.798e-31,9.106e-7
282.186,7.158e-6,2.574e-29,5.907e-31,4.505e-41,2.797e-31,7.158e-6
282.187,1.948e-5,2.574e-29,5.907e-31,4.505e-41,2.796e-31,1.948e-5
282.189,1.360e-4,2.574e-29,5.906e-31,4.506e-41,2.795e-31,1.360e-4
282.191,8.767e-4,2.575e-29,5.906e-31,4.506e-41,2.794e-31,8.767e-4
282.192,2.161e-3,2.575e-29,5.905e-31,4.506e-41,2.794e-31,2.161e-3
282.194,1.237e-2,2.575e-29,5.905e-31,4.507e-41,2.793e-31,1.237e-2
282.196,6.541e-2,2.576e-29,5.904e-31,4.507e-41,2.792e-31,6.541e-2
282.197,1.460e-1,2.576e-29,5.904e-31,4.507e-41,2.792e-31,1.460e-1
282.199,6.855e-1,2.576e-29,5.903e-31,4.508e-41,2.791e-31,6.855e-1
282.201,2.973e+0,2.576e-29,5.902e-31,4.508e-41,2.790e-31,2.973e+0
282.202,6.010e+0,2.576e-29,5.902e-31,4.508e-41,2.789e-31,6.010e+0
282.204,2.314e+1,2.577e-29,5.901e-31,4.508e-41,2.788e-31,2.314e+1
282.206,8.231e+1,2.577e-29,5.901e-31,4.509e-41,2.787e-31,8.231e+1
282.207,1.507e+2,2.577e-29,5.900e-31,4.509e-41,2.787e-31,1.507e+2
282.209,4.759e+2,2.578e-29,5.900e-31,4.509e-41,2.786e-31,4.759e+2
282.211,1.388e+3,2.578e-29,5.899e-31,4.510e-41,2.785e-31,1.388e+3
282.212,2.302e+3,2.578e-29,5.899e-31,4.510e-41,2.785e-31,2.302e+3
282.214,5.961e+3,2.578e-29,5.898e-31,4.510e-41,2.784e-31,5.961e+3
282.216,1.426e+4,2.579e-29,5.897e-31,4.511e-41,2.783e-31,1.426e+4
282.217,2.142e+4,2.579e-29,5.897e-31,4.511e-41,2.782e-31,2.142e+4
282.219,4.549e+4,2.579e-29,5.896e-31,4.511e-41,2.781e-31,4.549e+4
282.221,8.926e+4,2.580e-29,5.895e-31,4.512e-41,2.780e-31,8.926e+4
282.222,1.214e+5,2.580e-29,5.895e-31,4.512e-41,2.780e-31,1.214e+5
282.224,2.115e+5,2.580e-29,5.894e-31,4.512e-41,2.779e-31,2.115e+5
282.226,3.403e+5,2.580e-29,5.894e-31,4.513e-41,2.778e-31,3.403e+5
