Wavelength (nm),Sum(calc),Ca I (3.8e-2),Ca II (9.5e-1),Ca III (1.3e-2)
558.877,2.797e+5,2.797e+5,8.586e-20,4.645e-41
558.879,2.702e+5,2.702e+5,8.587e-20,4.644e-41
558.88,2.633e+5,2.633e+5,8.587e-20,4.643e-41
558.882,2.457e+5,2.457e+5,8.588e-20,4.642e-41
558.884,2.241e+5,2.241e+5,8.588e-20,4.641e-41
558.885,2.121e+5,2.121e+5,8.589e-20,4.640e-41
558.887,1.869e+5,1.869e+5,8.589e-20,4.639e-41
558.889,1.609e+5,1.609e+5,8.590e-20,4.638e-41
558.89,1.480e+5,1.480e+5,8.590e-20,4.637e-41
558.892,1.230e+5,1.230e+5,8.591e-20,4.636e-41
558.894,9.999e+4,9.999e+4,8.591e-20,4.635e-41
558.895,8.936e+4,8.936e+4,8.592e-20,4.634e-41
558.897,7.015e+4,7.015e+4,8.592e-20,4.633e-41
558.899,5.382e+4,5.382e+4,8.593e-20,4.632e-41
558.9,4.673e+4,4.673e+4,8.593e-20,4.631e-41
558.902,3.463e+4,3.463e+4,8.594e-20,4.630e-41
558.904,2.508e+4,2.508e+4,8.594e-20,4.629e-41
558.905,2.116e+4,2.116e+4,8.595e-20,4.628e-41
558.907,1.480e+4,1.480e+4,8.595e-20,4.627e-41
558.909,1.012e+4,1.012e+4,8.596e-20,4.626e-41
558.91,8.294e+3,8.294e+3,8.596e-20,4.625e-41
558.912,5.477e+3,5.477e+3,8.597e-20,4.624e-41
558.914,3.535e+3,3.535e+3,8.598e-20,4.623e-41
558.915,2.815e+3,2.815e+3,8.598e-20,4.623e-41
558.917,1.755e+3,1.755e+3,8.598e-20,4.621e-41
558.919,1.069e+3,1.069e+3,8.599e-20,4.620e-41
558.92,8.272e+2,8.272e+2,8.599e-20,4.620e-41
558.922,4.868e+2,4.868e+2,8.600e-20,4.618e-41
558.924,2.800e+2,2.800e+2,8.601e-20,4.617e-41
558.925,2.105e+2,2.105e+2,8.601e-20,4.617e-41
558.927,1.169e+2,1.169e+2,8.602e-20,4.616e-41
558.929,6.348e+1,6.348e+1,8.602e-20,4.614e-41
558.93,4.637e+1,4.637e+1,8.602e-20,4.614e-41
558.932,2.432e+1,2.432e+1,8.603e-20,4.613e-41
558.934,1.246e+1,1.246e+1,8.604e-20,4.611e-41
558.935,8.847e+0,8.847e+0,8.604e-20,4.611e-41
558.937,4.383e+0,4.383e+0,8.605e-20,4.610e-41
558.939,2.130e+0,2.130e+0,8.605e-20,4.608e-41
558.94,1.478e+0,1.478e+0,8.605e-20,4.608e-41
558.942,7.208e-1,7.208e-1,8.606e-20,4.607e-41
558.944,3.953e-1,3.953e-1,8.607e-20,4.606e-41
558.945,3.314e-1,3.314e-1,8.607e-20,4.605e-41
558.947,3.513e-1,3.513e-1,8.608e-20,4.604e-41
558.949,5.753e-1,5.753e-1,8.608e-20,4.603e-41
558.95,7.891e-1,7.891e-1,8.609e-20,4.602e-41
558.952,1.534e+0,1.534e+0,8.609e-20,4.601e-41
558.954,2.976e+0,2.976e+0,8.610e-20,4.600e-41
558.955,4.118e+0,4.118e+0,8.610e-20,4.599e-41
558.957,7.756e+0,7.756e+0,8.611e-20,4.598e-41
558.959,1.428e+1,1.428e+1,8.611e-20,4.597e-41
558.96,1.921e+1,1.921e+1,8.612e-20,4.596e-41
558.962,3.418e+1,3.418e+1,8.612e-20,4.595e-41
558.964,5.941e+1,5.941e+1,8.613e-20,4.594e-41
558.965,7.766e+1,7.766e+1,8.613e-20,4.593e-41
558.967,1.304e+2,1.304e+2,8.614e-20,4.592e-41
558.969,2.140e+2,2.140e+2,8.614e-20,4.591e-41
558.97,2.718e+2,2.718e+2,8.615e-20,4.590e-41
558.972,4.309e+2,4.309e+2,8.615e-20,4.589e-41
558.974,6.676e+2,6.676e+2,8.616e-20,4.588e-41
558.975,8.239e+2,8.239e+2,8.616e-20,4.587e-41
558.977,1.233e+3,1.233e+3,8.617e-20,4.586e-41
558.979,1.803e+3,1.803e+3,8.617e-20,4.585e-41
558.98,2.162e+3,2.162e+3,8.618e-20,4.584e-41
558.982,3.055e+3,3.055e+3,8.618e-20,4.583e-41
558.984,4.217e+3,4.217e+3,8.619e-20,4.582e-41
558.985,4.913e+3,4.913e+3,8.619e-20,4.582e-41
558.987,6.553e+3,6.553e+3,8.620e-20,4.580e-41
558.989,8.541e+3,8.541e+3,8.621e-20,4.579e-41
558.99,9.667e+3,9.667e+3,8.621e-20,4.579e-41
558.992,1.217e+4,1.217e+4,8.621e-20,4.577e-41
558.994,1.498e+4,1.498e+4,8.622e-20,4.576e-41
558.995,1.647e+4,1.647e+4,8.622e-20,4.576e-41
558.997,1.958e+4,1.958e+4,8.623e-20,4.575e-41
558.999,2.274e+4,2.274e+4,8.624e-20,4.573e-41
559,2.430e+4,2.430e+4,8.624e-20,4.573e-41
559.002,2.726e+4,2.726e+4,8.624e-20,4.572e-41
559.004,2.989e+4,2.989e+4,8.625e-20,4.570e-41
559.005,3.103e+4,3.103e+4,8.625e-20,4.570e-41
559.007,3.288e+4,3.288e+4,8.626e-20,4.569e-41
559.009,3.403e+4,3.403e+4,8.627e-20,4.568e-41
559.01,3.433e+4,3.433e+4,8.627e-20,4.567e-41
559.012,3.433e+4,3.433e+4,8.628e-20,4.566e-41
559.014,3.354e+4,3.354e+4,8.628e-20,4.565e-41
559.015,3.288e+4,3.288e+4,8.628e-20,4.564e-41
559.017,3.103e+4,3.103e+4,8.629e-20,4.563e-41
559.019,2.863e+4,2.863e+4,8.630e-20,4.562e-41
559.02,2.726e+4,2.726e+4,8.630e-20,4.561e-41
559.022,2.430e+4,2.430e+4,8.631e-20,4.560e-41
559.024,2.116e+4,2.116e+4,8.631e-20,4.559e-41
559.025,1.958e+4,1.958e+4,8.632e-20,4.558e-41
559.027,1.647e+4,1.647e+4,8.632e-20,4.557e-41
559.029,1.354e+4,1.354e+4,8.633e-20,4.556e-41
559.03,1.217e+4,1.217e+4,8.633e-20,4.555e-41
559.032,9.667e+3,9.667e+3,8.634e-20,4.554e-41
559.034,7.503e+3,7.503e+3,8.634e-20,4.553e-41
559.035,6.553e+3,6.553e+3,8.635e-20,4.552e-41
559.037,4.913e+3,4.913e+3,8.635e-20,4.551e-41
559.039,3.600e+3,3.600e+3,8.636e-20,4.550e-41
559.04,3.055e+3,3.055e+3,8.636e-20,4.549e-41
559.042,2.162e+3,2.162e+3,8.637e-20,4.548e-41
559.044,1.495e+3,1.495e+3,8.637e-20,4.547e-41
559.045,1.233e+3,1.233e+3,8.638e-20,4.546e-41
559.047,8.239e+2,8.239e+2,8.638e-20,4.545e-41
559.049,5.379e+2,5.379e+2,8.639e-20,4.544e-41
559.05,4.309e+2,4.309e+2,8.639e-20,4.543e-41
559.052,2.718e+2,2.718e+2,8.640e-20,4.542e-41
559.054,1.676e+2,1.676e+2,8.640e-20,4.541e-41
559.055,1.304e+2,1.304e+2,8.641e-20,4.541e-41
559.057,7.766e+1,7.766e+1,8.641e-20,4.539e-41
559.059,4.519e+1,4.519e+1,8.642e-20,4.538e-41
559.06,3.418e+1,3.418e+1,8.642e-20,4.538e-41
559.062,1.921e+1,1.921e+1,8.643e-20,4.536e-41
559.064,1.055e+1,1.055e+1,8.643e-20,4.535e-41
559.065,7.755e+0,7.755e+0,8.644e-20,4.535e-41
559.067,4.115e+0,4.115e+0,8.644e-20,4.534e-41
559.069,2.134e+0,2.134e+0,8.645e-20,4.532e-41
559.07,1.524e+0,1.524e+0,8.645e-20,4.532e-41
559.072,7.633e-1,7.633e-1,8.646e-20,4.531e-41
559.074,3.737e-1,3.737e-1,8.647e-20,4.529e-41
559.075,2.592e-1,2.592e-1,8.647e-20,4.529e-41
559.077,1.226e-1,1.226e-1,8.647e-20,4.528e-41
559.079,5.665e-2,5.665e-2,8.648e-20,4.527e-41
559.08,3.818e-2,3.818e-2,8.648e-20,4.526e-41
559.082,1.705e-2,1.705e-2,8.649e-20,4.525e-41
559.084,7.437e-3,7.437e-3,8.650e-20,4.524e-41
559.085,4.870e-3,4.870e-3,8.650e-20,4.523e-41
559.087,2.053e-3,2.053e-3,8.651e-20,4.522e-41
559.089,8.454e-4,8.454e-4,8.651e-20,4.521e-41
559.09,5.379e-4,5.379e-4,8.651e-20,4.520e-41
559.092,2.140e-4,2.140e-4,8.652e-20,4.519e-41
559.094,8.321e-5,8.321e-5,8.653e-20,4.518e-41
559.095,5.144e-5,5.144e-5,8.653e-20,4.517e-41
559.097,1.932e-5,1.932e-5,8.654e-20,4.516e-41
559.099,7.091e-6,7.091e-6,8.654e-20,4.515e-41
559.1,4.259e-6,4.259e-6,8.655e-20,4.514e-41
559.102,1.510e-6,1.510e-6,8.655e-20,4.513e-41
559.104,5.233e-7,5.233e-7,8.656e-20,4.512e-41
559.105,3.054e-7,3.054e-7,8.656e-20,4.511e-41
559.107,1.022e-7,1.022e-7,8.657e-20,4.510e-41
559.109,3.344e-8,3.344e-8,8.657e-20,4.509e-41
559.11,1.896e-8,1.896e-8,8.658e-20,4.508e-41
559.112,5.992e-9,5.992e-9,8.658e-20,4.507e-41
559.114,1.850e-9,1.850e-9,8.659e-20,4.506e-41
559.115,1.019e-9,1.019e-9,8.659e-20,4.505e-41
559.117,3.041e-10,3.041e-10,8.660e-20,4.504e-41
559.119,8.864e-11,8.864e-11,8.660e-20,4.503e-41
559.12,4.745e-11,4.745e-11,8.661e-20,4.502e-41
559.122,1.336e-11,1.336e-11,8.661e-20,4.501e-41
559.124,3.677e-12,3.677e-12,8.662e-20,4.500e-41
559.125,1.912e-12,1.912e-12,8.662e-20,4.500e-41
559.127,5.084e-13,5.084e-13,8.663e-20,4.498e-41
559.129,1.321e-13,1.321e-13,8.663e-20,4.497e-41
559.13,6.674e-14,6.674e-14,8.664e-20,4.497e-41
559.132,1.675e-14,1.675e-14,8.664e-20,4.495e-41
559.134,4.108e-15,4.108e-15,8.665e-20,4.494e-41
559.135,2.017e-15,2.017e-15,8.665e-20,4.494e-41
559.137,4.778e-16,4.778e-16,8.666e-20,4.493e-41
559.139,1.106e-16,1.106e-16,8.666e-20,4.491e-41
559.14,5.278e-17,5.278e-17,8.667e-20,4.491e-41
559.142,1.180e-17,1.180e-17,8.667e-20,4.490e-41
559.144,2.580e-18,2.580e-18,8.668e-20,4.488e-41
559.145,1.196e-18,1.196e-18,8.668e-20,4.488e-41
559.147,2.525e-19,2.525e-19,8.669e-20,4.487e-41
559.149,5.209e-20,5.209e-20,8.670e-20,4.486e-41
559.15,2.346e-20,2.346e-20,8.670e-20,4.485e-41
559.152,4.676e-21,4.676e-21,8.670e-20,4.484e-41
559.154,9.108e-22,9.108e-22,8.671e-20,4.483e-41
559.155,3.985e-22,3.985e-22,8.671e-20,4.482e-41
559.3,3.774e-22,3.774e-22,8.716e-20,4.397e-41
559.302,2.000e-21,2.000e-21,8.716e-20,4.396e-41
559.303,4.566e-21,4.566e-21,8.717e-20,4.395e-41
559.305,2.338e-20,2.338e-20,8.717e-20,4.394e-41
559.307,1.170e-19,1.170e-19,8.718e-20,4.393e-41
559.308,2.595e-19,2.595e-19,8.718e-20,4.392e-41
559.31,1.255e-18,1.255e-18,8.719e-20,4.391e-41
559.312,5.928e-18,5.928e-18,8.719e-20,4.390e-41
559.313,1.277e-17,1.277e-17,8.720e-20,4.389e-41
559.315,5.831e-17,5.831e-17,8.720e-20,4.388e-41
559.317,2.601e-16,2.601e-16,8.721e-20,4.387e-41
559.318,5.446e-16,5.446e-16,8.721e-20,4.387e-41
559.32,2.347e-15,2.347e-15,8.722e-20,4.385e-41
559.322,9.884e-15,9.884e-15,8.723e-20,4.384e-41
559.323,2.011e-14,2.011e-14,8.723e-20,4.384e-41
559.325,8.182e-14,8.182e-14,8.723e-20,4.382e-41
559.327,3.253e-13,3.253e-13,8.724e-20,4.381e-41
559.328,6.431e-13,6.431e-13,8.724e-20,4.381e-41
559.33,2.470e-12,2.470e-12,8.725e-20,4.380e-41
559.332,9.273e-12,9.273e-12,8.726e-20,4.378e-41
559.333,1.781e-11,1.781e-11,8.726e-20,4.378e-41
559.335,6.459e-11,6.459e-11,8.727e-20,4.377e-41
559.337,2.289e-10,2.289e-10,8.727e-20,4.375e-41
559.338,4.272e-10,4.272e-10,8.727e-20,4.375e-41
559.34,1.463e-9,1.463e-9,8.728e-20,4.374e-41
559.342,4.894e-9,4.894e-9,8.729e-20,4.372e-41
559.343,8.876e-9,8.876e-9,8.729e-20,4.372e-41
559.345,2.869e-8,2.869e-8,8.730e-20,4.371e-41
559.347,9.063e-8,9.063e-8,8.730e-20,4.370e-41
559.348,1.597e-7,1.597e-7,8.731e-20,4.369e-41
559.35,4.874e-7,4.874e-7,8.731e-20,4.368e-41
559.352,1.453e-6,1.453e-6,8.732e-20,4.367e-41
559.353,2.489e-6,2.489e-6,8.732e-20,4.366e-41
559.355,7.170e-6,7.170e-6,8.733e-20,4.365e-41
559.357,2.019e-5,2.019e-5,8.733e-20,4.364e-41
559.358,3.359e-5,3.359e-5,8.734e-20,4.363e-41
559.36,9.136e-5,9.136e-5,8.734e-20,4.362e-41
559.362,2.429e-4,2.429e-4,8.735e-20,4.361e-41
559.363,3.926e-4,3.926e-4,8.735e-20,4.360e-41
559.365,1.008e-3,1.008e-3,8.736e-20,4.359e-41
559.367,2.530e-3,2.530e-3,8.736e-20,4.358e-41
559.368,3.974e-3,3.974e-3,8.737e-20,4.357e-41
559.37,9.636e-3,9.636e-3,8.737e-20,4.356e-41
559.372,2.283e-2,2.283e-2,8.738e-20,4.355e-41
559.373,3.484e-2,3.484e-2,8.738e-20,4.354e-41
559.375,7.976e-2,7.976e-2,8.739e-20,4.353e-41
559.377,1.784e-1,1.784e-1,8.739e-20,4.352e-41
559.378,2.646e-1,2.646e-1,8.740e-20,4.351e-41
559.38,5.718e-1,5.718e-1,8.740e-20,4.350e-41
559.382,1.208e+0,1.208e+0,8.741e-20,4.349e-41
559.383,1.740e+0,1.740e+0,8.741e-20,4.348e-41
559.385,3.550e+0,3.550e+0,8.742e-20,4.347e-41
559.387,7.079e+0,7.079e+0,8.742e-20,4.346e-41
559.388,9.911e+0,9.911e+0,8.743e-20,4.346e-41
559.39,1.909e+1,1.909e+1,8.743e-20,4.344e-41
559.392,3.594e+1,3.594e+1,8.744e-20,4.343e-41
559.393,4.889e+1,4.889e+1,8.744e-20,4.343e-41
559.395,8.892e+1,8.892e+1,8.745e-20,4.341e-41
559.397,1.580e+2,1.580e+2,8.746e-20,4.340e-41
559.398,2.089e+2,2.089e+2,8.746e-20,4.340e-41
559.4,3.587e+2,3.587e+2,8.746e-20,4.339e-41
559.402,6.018e+2,6.018e+2,8.747e-20,4.337e-41
559.403,7.729e+2,7.729e+2,8.747e-20,4.337e-41
559.405,1.253e+3,1.253e+3,8.748e-20,4.336e-41
559.407,1.985e+3,1.985e+3,8.749e-20,4.334e-41
559.408,2.477e+3,2.477e+3,8.749e-20,4.334e-41
559.41,3.791e+3,3.791e+3,8.750e-20,4.333e-41
559.412,5.670e+3,5.670e+3,8.750e-20,4.331e-41
559.413,6.875e+3,6.875e+3,8.750e-20,4.331e-41
559.415,9.934e+3,9.934e+3,8.751e-20,4.330e-41
559.417,1.403e+4,1.403e+4,8.752e-20,4.329e-41
559.418,1.653e+4,1.653e+4,8.752e-20,4.328e-41
559.42,2.254e+4,2.254e+4,8.753e-20,4.327e-41
559.422,3.005e+4,3.005e+4,8.753e-20,4.326e-41
559.423,3.440e+4,3.440e+4,8.754e-20,4.325e-41
559.425,4.431e+4,4.431e+4,8.754e-20,4.324e-41
559.427,5.577e+4,5.577e+4,8.755e-20,4.323e-41
559.428,6.203e+4,6.203e+4,8.755e-20,4.322e-41
559.43,7.543e+4,7.543e+4,8.756e-20,4.321e-41
559.432,8.963e+4,8.963e+4,8.756e-20,4.320e-41
559.433,9.687e+4,9.687e+4,8.757e-20,4.319e-41
559.435,1.112e+5,1.112e+5,8.757e-20,4.318e-41
559.437,1.248e+5,1.248e+5,8.758e-20,4.317e-41
559.438,1.310e+5,1.310e+5,8.758e-20,4.316e-41
559.44,1.420e+5,1.420e+5,8.759e-20,4.315e-41
559.442,1.504e+5,1.504e+5,8.759e-20,4.314e-41
559.443,1.535e+5,1.535e+5,8.760e-20,4.313e-41
559.445,1.570e+5,1.570e+5,8.760e-20,4.312e-41
559.447,1.570e+5,1.570e+5,8.761e-20,4.311e-41
559.448,1.557e+5,1.557e+5,8.761e-20,4.310e-41
559.45,1.504e+5,1.504e+5,8.762e-20,4.309e-41
559.452,1.420e+5,1.420e+5,8.762e-20,4.308e-41
559.453,1.368e+5,1.368e+5,8.763e-20,4.307e-41
559.455,1.248e+5,1.248e+5,8.763e-20,4.306e-41
559.457,1.112e+5,1.112e+5,8.764e-20,4.305e-41
559.458,1.041e+5,1.041e+5,8.764e-20,4.305e-41
559.46,8.963e+4,8.963e+4,8.765e-20,4.303e-41
559.462,7.543e+4,7.543e+4,8.765e-20,4.302e-41
559.463,6.860e+4,6.860e+4,8.766e-20,4.302e-41
559.465,5.577e+4,5.577e+4,8.766e-20,4.300e-41
559.467,4.431e+4,4.431e+4,8.767e-20,4.299e-41
559.468,3.916e+4,3.916e+4,8.767e-20,4.299e-41
559.47,3.005e+4,3.005e+4,8.768e-20,4.298e-41
559.472,2.254e+4,2.254e+4,8.769e-20,4.296e-41
559.473,1.936e+4,1.936e+4,8.769e-20,4.296e-41
559.475,1.403e+4,1.403e+4,8.769e-20,4.295e-41
559.477,9.934e+3,9.934e+3,8.770e-20,4.293e-41
559.478,8.288e+3,8.288e+3,8.770e-20,4.293e-41
559.48,5.670e+3,5.670e+3,8.771e-20,4.292e-41
559.482,3.791e+3,3.791e+3,8.772e-20,4.290e-41
559.483,3.073e+3,3.073e+3,8.772e-20,4.290e-41
559.485,1.985e+3,1.985e+3,8.773e-20,4.289e-41
559.487,1.253e+3,1.253e+3,8.773e-20,4.288e-41
559.488,9.869e+2,9.869e+2,8.773e-20,4.287e-41
559.49,6.018e+2,6.018e+2,8.774e-20,4.286e-41
559.492,3.587e+2,3.587e+2,8.775e-20,4.285e-41
559.493,2.745e+2,2.745e+2,8.775e-20,4.284e-41
559.495,1.580e+2,1.580e+2,8.776e-20,4.283e-41
559.497,8.892e+1,8.892e+1,8.776e-20,4.282e-41
559.498,6.612e+1,6.612e+1,8.776e-20,4.281e-41
559.5,3.594e+1,3.594e+1,8.777e-20,4.280e-41
559.502,1.909e+1,1.909e+1,8.778e-20,4.279e-41
559.503,1.380e+1,1.380e+1,8.778e-20,4.278e-41
559.505,7.079e+0,7.079e+0,8.779e-20,4.277e-41
559.507,3.550e+0,3.550e+0,8.779e-20,4.276e-41
559.508,2.493e+0,2.493e+0,8.780e-20,4.275e-41
559.51,1.208e+0,1.208e+0,8.780e-20,4.274e-41
559.512,5.718e-1,5.718e-1,8.781e-20,4.273e-41
559.513,3.901e-1,3.901e-1,8.781e-20,4.272e-41
559.515,1.784e-1,1.784e-1,8.782e-20,4.271e-41
559.517,7.976e-2,7.976e-2,8.782e-20,4.270e-41
559.518,5.287e-2,5.287e-2,8.783e-20,4.269e-41
559.52,2.283e-2,2.283e-2,8.783e-20,4.268e-41
559.522,9.636e-3,9.636e-3,8.784e-20,4.267e-41
559.523,6.206e-3,6.206e-3,8.784e-20,4.266e-41
559.525,2.530e-3,2.530e-3,8.785e-20,4.265e-41
559.527,1.008e-3,1.008e-3,8.785e-20,4.264e-41
559.528,6.309e-4,6.309e-4,8.786e-20,4.264e-41
559.53,2.429e-4,2.429e-4,8.786e-20,4.262e-41
559.532,9.136e-5,9.136e-5,8.787e-20,4.261e-41
559.533,5.555e-5,5.555e-5,8.787e-20,4.261e-41
559.535,2.019e-5,2.019e-5,8.788e-20,4.259e-41
559.537,7.170e-6,7.170e-6,8.788e-20,4.258e-41
559.538,4.236e-6,4.236e-6,8.789e-20,4.258e-41
559.54,1.453e-6,1.453e-6,8.789e-20,4.257e-41
559.542,4.874e-7,4.874e-7,8.790e-20,4.255e-41
559.543,2.798e-7,2.798e-7,8.790e-20,4.255e-41
559.545,9.063e-8,9.063e-8,8.791e-20,4.254e-41
559.547,2.869e-8,2.869e-8,8.792e-20,4.252e-41
559.548,1.600e-8,1.600e-8,8.792e-20,4.252e-41
559.55,4.894e-9,4.894e-9,8.792e-20,4.251e-41
559.552,1.463e-9,1.463e-9,8.793e-20,4.249e-41
559.553,7.928e-10,7.928e-10,8.793e-20,4.249e-41
559.555,2.289e-10,2.289e-10,8.794e-20,4.248e-41
559.557,6.459e-11,6.459e-11,8.795e-20,4.247e-41
559.558,3.402e-11,3.402e-11,8.795e-20,4.246e-41
559.56,9.273e-12,9.273e-12,8.795e-20,4.245e-41
559.562,2.470e-12,2.470e-12,8.796e-20,4.244e-41
559.563,1.264e-12,1.264e-12,8.796e-20,4.243e-41
559.565,3.253e-13,3.253e-13,8.797e-20,4.242e-41
559.567,8.182e-14,8.182e-14,8.798e-20,4.241e-41
559.568,4.068e-14,4.068e-14,8.798e-20,4.240e-41
559.57,9.884e-15,9.884e-15,8.799e-20,4.239e-41
559.572,2.347e-15,2.347e-15,8.799e-20,4.238e-41
559.573,1.134e-15,1.134e-15,8.799e-20,4.237e-41
559.575,2.601e-16,2.601e-16,8.800e-20,4.236e-41
559.577,5.831e-17,5.831e-17,8.801e-20,4.235e-41
559.578,2.737e-17,2.737e-17,8.801e-20,4.234e-41
559.58,5.928e-18,5.928e-18,8.802e-20,4.233e-41
559.582,1.255e-18,1.255e-18,8.802e-20,4.232e-41
559.583,5.723e-19,5.723e-19,8.803e-20,4.231e-41
559.585,1.170e-19,1.170e-19,8.803e-20,4.230e-41
559.587,2.338e-20,2.338e-20,8.804e-20,4.229e-41
559.588,1.036e-20,1.036e-20,8.804e-20,4.228e-41
559.59,2.000e-21,2.000e-21,8.805e-20,4.227e-41
559.702,2.806e-22,2.806e-22,8.839e-20,4.162e-41
559.703,6.472e-22,6.472e-22,8.839e-20,4.161e-41
559.705,3.383e-21,3.383e-21,8.840e-20,4.160e-41
559.707,1.729e-20,1.729e-20,8.841e-20,4.159e-41
559.708,3.874e-20,3.874e-20,8.841e-20,4.158e-41
559.71,1.912e-19,1.912e-19,8.841e-20,4.157e-41
559.712,9.223e-19,9.223e-19,8.842e-20,4.156e-41
559.713,2.008e-18,2.008e-18,8.842e-20,4.155e-41
559.715,9.359e-18,9.359e-18,8.843e-20,4.154e-41
559.717,4.263e-17,4.263e-17,8.844e-20,4.153e-41
559.718,9.019e-17,9.019e-17,8.844e-20,4.152e-41
559.72,3.969e-16,3.969e-16,8.845e-20,4.151e-41
559.722,1.707e-15,1.707e-15,8.845e-20,4.150e-41
559.723,3.509e-15,3.509e-15,8.845e-20,4.149e-41
559.725,1.458e-14,1.458e-14,8.846e-20,4.148e-41
559.727,5.919e-14,5.919e-14,8.847e-20,4.147e-41
559.728,1.183e-13,1.183e-13,8.847e-20,4.146e-41
559.73,4.639e-13,4.639e-13,8.848e-20,4.145e-41
559.732,1.778e-12,1.778e-12,8.848e-20,4.144e-41
559.733,3.452e-12,3.452e-12,8.849e-20,4.143e-41
559.735,1.279e-11,1.279e-11,8.849e-20,4.142e-41
559.737,4.629e-11,4.629e-11,8.850e-20,4.141e-41
559.738,8.731e-11,8.731e-11,8.850e-20,4.141e-41
559.74,3.053e-10,3.053e-10,8.851e-20,4.139e-41
559.742,1.044e-9,1.044e-9,8.851e-20,4.138e-41
559.743,1.913e-9,1.913e-9,8.852e-20,4.138e-41
559.745,6.316e-9,6.316e-9,8.852e-20,4.136e-41
559.747,2.038e-8,2.038e-8,8.853e-20,4.135e-41
559.748,3.630e-8,3.630e-8,8.853e-20,4.135e-41
559.75,1.132e-7,1.132e-7,8.854e-20,4.134e-41
559.752,3.448e-7,3.448e-7,8.854e-20,4.132e-41
559.753,5.967e-7,5.967e-7,8.855e-20,4.132e-41
559.755,1.756e-6,1.756e-6,8.855e-20,4.131e-41
559.757,5.053e-6,5.053e-6,8.856e-20,4.129e-41
559.758,8.497e-6,8.497e-6,8.856e-20,4.129e-41
559.76,2.362e-5,2.362e-5,8.857e-20,4.128e-41
559.762,6.415e-5,6.415e-5,8.857e-20,4.126e-41
559.763,1.048e-4,1.048e-4,8.858e-20,4.126e-41
559.765,2.751e-4,2.751e-4,8.858e-20,4.125e-41
559.767,7.055e-4,7.055e-4,8.859e-20,4.124e-41
559.768,1.120e-3,1.120e-3,8.859e-20,4.123e-41
559.77,2.776e-3,2.776e-3,8.860e-20,4.122e-41
559.772,6.721e-3,6.721e-3,8.860e-20,4.121e-41
559.773,1.037e-2,1.037e-2,8.861e-20,4.120e-41
559.775,2.426e-2,2.426e-2,8.861e-20,4.119e-41
559.777,5.547e-2,5.547e-2,8.862e-20,4.118e-41
559.778,8.315e-2,8.315e-2,8.862e-20,4.117e-41
559.78,1.837e-1,1.837e-1,8.863e-20,4.116e-41
559.782,3.965e-1,3.965e-1,8.864e-20,4.115e-41
559.783,5.776e-1,5.776e-1,8.864e-20,4.114e-41
559.785,1.205e+0,1.205e+0,8.864e-20,4.113e-41
559.787,2.456e+0,2.456e+0,8.865e-20,4.112e-41
559.788,3.476e+0,3.476e+0,8.865e-20,4.111e-41
559.79,6.845e+0,6.845e+0,8.866e-20,4.110e-41
559.792,1.317e+1,1.317e+1,8.867e-20,4.109e-41
559.793,1.812e+1,1.812e+1,8.867e-20,4.108e-41
559.795,3.369e+1,3.369e+1,8.868e-20,4.107e-41
559.797,6.121e+1,6.121e+1,8.868e-20,4.106e-41
559.798,8.181e+1,8.181e+1,8.868e-20,4.105e-41
559.8,1.436e+2,1.436e+2,8.869e-20,4.104e-41
559.802,2.464e+2,2.464e+2,8.870e-20,4.103e-41
559.803,3.200e+2,3.200e+2,8.870e-20,4.102e-41
559.805,5.304e+2,5.304e+2,8.871e-20,4.101e-41
559.807,8.593e+2,8.593e+2,8.871e-20,4.100e-41
559.808,1.084e+3,1.084e+3,8.871e-20,4.100e-41
559.81,1.697e+3,1.697e+3,8.872e-20,4.098e-41
559.812,2.596e+3,2.596e+3,8.873e-20,4.097e-41
559.813,3.183e+3,3.183e+3,8.873e-20,4.097e-41
559.815,4.703e+3,4.703e+3,8.874e-20,4.095e-41
559.817,6.792e+3,6.792e+3,8.874e-20,4.094e-41
559.818,8.093e+3,8.093e+3,8.875e-20,4.094e-41
559.82,1.129e+4,1.129e+4,8.875e-20,4.093e-41
559.822,1.540e+4,1.540e+4,8.876e-20,4.091e-41
559.823,1.783e+4,1.783e+4,8.876e-20,4.091e-41
559.825,2.348e+4,2.348e+4,8.877e-20,4.090e-41
559.827,3.023e+4,3.023e+4,8.877e-20,4.088e-41
559.828,3.401e+4,3.401e+4,8.878e-20,4.088e-41
559.83,4.231e+4,4.231e+4,8.878e-20,4.087e-41
559.832,5.143e+4,5.143e+4,8.879e-20,4.085e-41
559.833,5.622e+4,5.622e+4,8.879e-20,4.085e-41
559.835,6.602e+4,6.602e+4,8.880e-20,4.084e-41
559.837,7.578e+4,7.578e+4,8.880e-20,4.083e-41
559.838,8.049e+4,8.049e+4,8.881e-20,4.082e-41
559.84,8.926e+4,8.926e+4,8.881e-20,4.081e-41
559.842,9.673e+4,9.673e+4,8.882e-20,4.080e-41
559.843,9.983e+4,9.983e+4,8.882e-20,4.079e-41
559.845,1.045e+5,1.045e+5,8.883e-20,4.078e-41
559.847,1.070e+5,1.070e+5,8.883e-20,4.077e-41
559.848,1.073e+5,1.073e+5,8.884e-20,4.076e-41
559.85,1.060e+5,1.060e+5,8.884e-20,4.075e-41
559.852,1.024e+5,1.024e+5,8.885e-20,4.074e-41
559.853,9.983e+4,9.983e+4,8.885e-20,4.073e-41
