Wavelength (nm),Sum(calc),Ca I (3.8e-2),Ca II (9.5e-1),Ca III (1.3e-2)
200.016,7.931e-66,,,7.931e-66
200.017,2.160e-64,,,2.160e-64
200.019,1.400e-61,,,1.400e-61
200.021,7.582e-59,,,7.582e-59
200.022,1.649e-57,,,1.649e-57
200.024,6.820e-55,,,6.820e-55
200.026,2.356e-52,,,2.356e-52
200.027,4.093e-51,,,4.093e-51
200.029,1.079e-48,,,1.079e-48
200.031,2.378e-46,,,2.378e-46
200.032,3.300e-45,,,3.300e-45
200.034,5.552e-43,,,5.552e-43
200.036,7.804e-41,,,7.804e-41
200.037,8.648e-40,,,8.648e-40
200.039,9.281e-38,,,9.281e-38
200.041,8.321e-36,,,8.321e-36
200.042,7.365e-35,,,7.365e-35
200.044,5.042e-33,,,5.042e-33
200.046,2.884e-31,,,2.884e-31
200.047,2.038e-30,,,2.038e-30
200.049,8.902e-29,,,8.902e-29
200.051,3.247e-27,,,3.247e-27
200.052,1.833e-26,,,1.833e-26
200.054,5.107e-25,,,5.107e-25
200.056,1.188e-23,,,1.188e-23
200.057,5.359e-23,,,5.359e-23
200.059,9.522e-22,,,9.522e-22
200.061,1.413e-20,,,1.413e-20
200.062,5.091e-20,,,5.091e-20
200.064,5.770e-19,,,5.770e-19
200.066,5.463e-18,,,5.463e-18
200.067,1.571e-17,,,1.571e-17
200.069,1.136e-16,,,1.136e-16
200.071,6.862e-16,,,6.862e-16
200.072,1.577e-15,,,1.577e-15
200.074,7.271e-15,,,7.271e-15
200.076,2.801e-14,,,2.801e-14
200.077,5.140e-14,,,5.140e-14
200.079,1.512e-13,,,1.512e-13
200.081,3.716e-13,,,3.716e-13
200.082,5.446e-13,,,5.446e-13
200.084,1.022e-12,,,1.022e-12
200.086,1.602e-12,,,1.602e-12
200.087,1.875e-12,,,1.875e-12
200.089,2.244e-12,,,2.244e-12
200.091,2.244e-12,,,2.244e-12
200.092,2.098e-12,,,2.098e-12
200.094,1.602e-12,,,1.602e-12
200.096,1.022e-12,,,1.022e-12
200.097,7.629e-13,,,7.629e-13
200.099,3.716e-13,,,3.716e-13
200.101,1.512e-13,,,1.512e-13
200.102,9.016e-14,,,9.016e-14
200.104,2.801e-14,,,2.801e-14
200.106,7.271e-15,,,7.271e-15
200.107,3.463e-15,,,3.463e-15
200.109,6.862e-16,,,6.862e-16
200.111,1.136e-16,,,1.136e-16
200.112,4.322e-17,,,4.322e-17
200.114,5.463e-18,,,5.463e-18
200.116,5.770e-19,,,5.770e-19
200.117,1.753e-19,,,1.753e-19
200.119,1.413e-20,,,1.413e-20
200.121,9.522e-22,,,9.522e-22
200.122,2.310e-22,,,2.310e-22
200.124,1.188e-23,,,1.188e-23
200.126,5.107e-25,,,5.107e-25
200.127,9.897e-26,,,9.897e-26
200.129,3.247e-27,,,3.247e-27
200.131,8.902e-29,,,8.902e-29
200.132,1.378e-29,,,1.378e-29
200.134,2.884e-31,,,2.884e-31
200.136,5.042e-33,,,5.042e-33
200.137,6.233e-34,,,6.233e-34
200.139,8.321e-36,,,8.321e-36
200.141,9.281e-38,,,9.281e-38
200.142,9.163e-39,,,9.163e-39
200.144,7.804e-41,,,7.804e-41
200.146,5.552e-43,,,5.552e-43
200.147,4.378e-44,,,4.378e-44
200.149,2.378e-46,,,2.378e-46
200.151,1.079e-48,,,1.079e-48
200.152,6.798e-50,,,6.798e-50
200.154,2.356e-52,,,2.356e-52
200.156,6.820e-55,,,6.820e-55
200.157,3.430e-56,,,3.430e-56
200.159,7.582e-59,,,7.582e-59
200.161,1.400e-61,,,1.400e-61
200.162,5.625e-63,,,5.625e-63
200.226,7.467e-65,,,7.467e-65
200.227,1.931e-63,,,1.931e-63
200.229,1.129e-60,,,1.129e-60
200.231,5.516e-58,,,5.516e-58
200.232,1.140e-56,,,1.140e-56
200.234,4.255e-54,,,4.255e-54
200.236,1.327e-51,,,1.327e-51
200.237,2.192e-50,,,2.192e-50
200.239,5.224e-48,,,5.224e-48
200.241,1.040e-45,,,1.040e-45
200.242,1.373e-44,,,1.373e-44
200.244,2.089e-42,,,2.089e-42
200.246,2.656e-40,,,2.656e-40
200.247,2.801e-39,,,2.801e-39
200.249,2.721e-37,,,2.721e-37
200.251,2.209e-35,,,2.209e-35
200.252,1.861e-34,,,1.861e-34
200.254,1.155e-32,,,1.155e-32
200.256,5.986e-31,,,5.986e-31
200.257,4.029e-30,,,4.029e-30
200.259,1.596e-28,,,1.596e-28
200.261,5.282e-27,,,5.282e-27
200.262,2.841e-26,,,2.841e-26
200.264,7.185e-25,,,7.185e-25
200.266,1.519e-23,,,1.519e-23
200.267,6.527e-23,,,6.527e-23
200.269,1.054e-21,,,1.054e-21
200.271,1.422e-20,,,1.422e-20
200.272,4.883e-20,,,4.883e-20
200.274,5.034e-19,,,5.034e-19
200.276,4.337e-18,,,4.337e-18
200.277,1.190e-17,,,1.190e-17
200.279,7.835e-17,,,7.835e-17
200.281,4.310e-16,,,4.310e-16
200.282,9.450e-16,,,9.450e-16
200.284,3.972e-15,,,3.972e-15
200.286,1.395e-14,,,1.395e-14
200.287,2.444e-14,,,2.444e-14
200.289,6.558e-14,,,6.558e-14
200.291,1.471e-13,,,1.471e-13
200.292,2.059e-13,,,2.059e-13
200.294,3.527e-13,,,3.527e-13
200.296,5.051e-13,,,5.051e-13
200.297,5.650e-13,,,5.650e-13
200.299,6.180e-13,,,6.180e-13
200.301,5.650e-13,,,5.650e-13
200.302,5.051e-13,,,5.051e-13
200.304,3.527e-13,,,3.527e-13
200.306,2.059e-13,,,2.059e-13
200.307,1.471e-13,,,1.471e-13
200.309,6.558e-14,,,6.558e-14
200.311,2.444e-14,,,2.444e-14
200.312,1.395e-14,,,1.395e-14
200.314,3.972e-15,,,3.972e-15
200.316,9.450e-16,,,9.450e-16
200.317,4.310e-16,,,4.310e-16
200.319,7.835e-17,,,7.835e-17
200.321,1.190e-17,,,1.190e-17
200.322,4.337e-18,,,4.337e-18
200.324,5.034e-19,,,5.034e-19
200.326,4.883e-20,,,4.883e-20
200.327,1.422e-20,,,1.422e-20
200.329,1.054e-21,,,1.054e-21
200.331,6.527e-23,,,6.527e-23
200.332,1.519e-23,,,1.519e-23
200.334,7.185e-25,,,7.185e-25
200.336,2.841e-26,,,2.841e-26
200.337,5.282e-27,,,5.282e-27
200.339,1.596e-28,,,1.596e-28
200.341,4.029e-30,,,4.029e-30
200.342,5.986e-31,,,5.986e-31
200.344,1.155e-32,,,1.155e-32
200.346,1.861e-34,,,1.861e-34
200.347,2.209e-35,,,2.209e-35
200.349,2.721e-37,,,2.721e-37
200.351,2.801e-39,,,2.801e-39
200.352,2.656e-40,,,2.656e-40
200.354,2.089e-42,,,2.089e-42
200.356,1.373e-44,,,1.373e-44
200.357,1.040e-45,,,1.040e-45
200.359,5.224e-48,,,5.224e-48
200.361,2.192e-50,,,2.192e-50
200.362,1.327e-51,,,1.327e-51
200.364,4.255e-54,,,4.255e-54
200.366,1.140e-56,,,1.140e-56
200.367,5.516e-58,,,5.516e-58
200.369,1.129e-60,,,1.129e-60
200.371,1.931e-63,,,1.931e-63
200.372,7.467e-65,,,7.467e-65
201.795,2.278e-66,,,2.278e-66
201.797,1.572e-63,,,1.572e-63
201.798,3.867e-62,,,3.867e-62
201.8,2.048e-59,,,2.048e-59
201.802,9.090e-57,,,9.090e-57
201.803,1.792e-55,,,1.792e-55
201.805,6.103e-53,,,6.103e-53
201.807,1.742e-50,,,1.742e-50
201.808,2.754e-49,,,2.754e-49
201.81,6.029e-47,,,6.029e-47
201.812,1.106e-44,,,1.106e-44
201.813,1.402e-43,,,1.402e-43
201.815,1.974e-41,,,1.974e-41
201.817,2.328e-39,,,2.328e-39
201.818,2.367e-38,,,2.367e-38
201.82,2.142e-36,,,2.142e-36
201.822,1.625e-34,,,1.625e-34
201.823,1.324e-33,,,1.324e-33
201.825,7.705e-32,,,7.705e-32
201.827,3.757e-30,,,3.757e-30
201.828,2.456e-29,,,2.456e-29
201.83,9.187e-28,,,9.187e-28
201.832,2.880e-26,,,2.880e-26
201.833,1.509e-25,,,1.509e-25
201.835,3.630e-24,,,3.630e-24
201.837,7.318e-23,,,7.318e-23
201.838,3.075e-22,,,3.075e-22
201.84,4.755e-21,,,4.755e-21
201.842,6.163e-20,,,6.163e-20
201.843,2.076e-19,,,2.076e-19
201.845,2.065e-18,,,2.065e-18
201.847,1.720e-17,,,1.720e-17
201.848,4.648e-17,,,4.648e-17
201.85,2.971e-16,,,2.971e-16
201.852,1.592e-15,,,1.592e-15
201.853,3.448e-15,,,3.448e-15
201.855,1.417e-14,,,1.417e-14
201.857,4.881e-14,,,4.881e-14
201.858,8.479e-14,,,8.479e-14
201.86,2.241e-13,,,2.241e-13
201.862,4.962e-13,,,4.962e-13
201.863,6.911e-13,,,6.911e-13
201.865,1.174e-12,,,1.174e-12
201.867,1.672e-12,,,1.672e-12
201.868,1.867e-12,,,1.867e-12
201.87,2.039e-12,,,2.039e-12
201.872,1.867e-12,,,1.867e-12
201.873,1.672e-12,,,1.672e-12
201.875,1.174e-12,,,1.174e-12
201.877,6.911e-13,,,6.911e-13
201.878,4.962e-13,,,4.962e-13
201.88,2.241e-13,,,2.241e-13
201.882,8.479e-14,,,8.479e-14
201.883,4.881e-14,,,4.881e-14
201.885,1.417e-14,,,1.417e-14
201.887,3.448e-15,,,3.448e-15
201.888,1.592e-15,,,1.592e-15
201.89,2.971e-16,,,2.971e-16
201.892,4.648e-17,,,4.648e-17
201.893,1.720e-17,,,1.720e-17
201.895,2.065e-18,,,2.065e-18
201.897,2.076e-19,,,2.076e-19
201.898,6.163e-20,,,6.163e-20
201.9,4.755e-21,,,4.755e-21
201.902,3.075e-22,,,3.075e-22
201.903,7.318e-23,,,7.318e-23
201.905,3.630e-24,,,3.630e-24
201.907,1.509e-25,,,1.509e-25
201.908,2.880e-26,,,2.880e-26
201.91,9.187e-28,,,9.187e-28
201.912,2.456e-29,,,2.456e-29
201.913,3.757e-30,,,3.757e-30
201.915,7.705e-32,,,7.705e-32
201.917,1.324e-33,,,1.324e-33
201.918,1.625e-34,,,1.625e-34
201.92,2.142e-36,,,2.142e-36
201.922,2.367e-38,,,2.367e-38
201.923,2.328e-39,,,2.328e-39
201.925,1.974e-41,,,1.974e-41
201.927,1.402e-43,,,1.402e-43
201.928,1.106e-44,,,1.106e-44
201.93,6.029e-47,,,6.029e-47
201.932,2.754e-49,,,2.754e-49
201.933,1.742e-50,,,1.742e-50
201.935,6.103e-53,,,6.103e-53
201.937,1.792e-55,,,1.792e-55
201.938,9.090e-57,,,9.090e-57
201.94,2.048e-59,,,2.048e-59
201.942,3.867e-62,,,3.867e-62
202.532,1.485e-64,,,1.485e-64
202.533,3.728e-63,,,3.728e-63
202.535,2.060e-60,,,2.060e-60
202.537,9.549e-58,,,9.549e-58
202.538,1.925e-56,,,1.925e-56
202.54,6.860e-54,,,6.860e-54
202.542,2.051e-51,,,2.051e-51
202.543,3.321e-50,,,3.321e-50
202.545,7.634e-48,,,7.634e-48
202.547,1.472e-45,,,1.472e-45
202.548,1.914e-44,,,1.914e-44
202.55,2.838e-42,,,2.838e-42
202.552,3.531e-40,,,3.531e-40
202.553,3.687e-39,,,3.687e-39
202.555,3.526e-37,,,3.526e-37
202.557,2.829e-35,,,2.829e-35
202.558,2.373e-34,,,2.373e-34
202.56,1.464e-32,,,1.464e-32
202.562,7.574e-31,,,7.574e-31
202.563,5.102e-30,,,5.102e-30
202.565,2.030e-28,,,2.030e-28
202.567,6.775e-27,,,6.775e-27
202.568,3.665e-26,,,3.665e-26
202.57,9.405e-25,,,9.405e-25
202.572,2.025e-23,,,2.025e-23
202.573,8.798e-23,,,8.798e-23
202.575,1.456e-21,,,1.456e-21
202.577,2.022e-20,,,2.022e-20
202.578,7.056e-20,,,7.056e-20
202.58,7.533e-19,,,7.533e-19
202.582,6.748e-18,,,6.748e-18
202.583,1.891e-17,,,1.891e-17
202.585,1.302e-16,,,1.302e-16
202.587,7.522e-16,,,7.522e-16
202.588,1.693e-15,,,1.693e-15
202.59,7.519e-15,,,7.519e-15
202.592,2.802e-14,,,2.802e-14
202.593,5.065e-14,,,5.065e-14
202.595,1.451e-13,,,1.451e-13
202.597,3.487e-13,,,3.487e-13
202.598,5.063e-13,,,5.063e-13
202.6,9.354e-13,,,9.354e-13
202.602,1.450e-12,,,1.450e-12
202.603,1.691e-12,,,1.691e-12
202.605,2.015e-12,,,2.015e-12
202.607,2.015e-12,,,2.015e-12
202.608,1.887e-12,,,1.887e-12
202.61,1.450e-12,,,1.450e-12
202.612,9.354e-13,,,9.354e-13
202.613,7.034e-13,,,7.034e-13
202.615,3.487e-13,,,3.487e-13
202.617,1.451e-13,,,1.451e-13
202.618,8.762e-14,,,8.762e-14
202.62,2.802e-14,,,2.802e-14
202.622,7.519e-15,,,7.519e-15
202.623,3.647e-15,,,3.647e-15
202.625,7.522e-16,,,7.522e-16
202.627,1.302e-16,,,1.302e-16
202.628,5.072e-17,,,5.072e-17
202.63,6.750e-18,,,6.750e-18
202.632,7.774e-19,,,7.774e-19
202.633,3.127e-19,,,3.127e-19
202.635,7.094e-19,,,7.094e-19
202.637,5.176e-18,,,5.176e-18
202.638,1.328e-17,,,1.328e-17
202.64,7.664e-17,,,7.664e-17
202.642,3.713e-16,,,3.713e-16
202.643,7.651e-16,,,7.651e-16
202.645,2.849e-15,,,2.849e-15
202.647,8.905e-15,,,8.905e-15
202.648,1.474e-14,,,1.474e-14
202.65,3.541e-14,,,3.541e-14
202.652,7.140e-14,,,7.140e-14
202.653,9.494e-14,,,9.494e-14
202.655,1.472e-13,,,1.472e-13
202.657,1.914e-13,,,1.914e-13
202.658,2.044e-13,,,2.044e-13
202.66,2.044e-13,,,2.044e-13
202.662,1.716e-13,,,1.716e-13
202.663,1.472e-13,,,1.472e-13
202.665,9.494e-14,,,9.494e-14
202.667,5.140e-14,,,5.140e-14
202.668,3.541e-14,,,3.541e-14
202.67,1.474e-14,,,1.474e-14
202.672,5.149e-15,,,5.149e-15
202.673,2.849e-15,,,2.849e-15
202.675,7.651e-16,,,7.651e-16
202.676,3.713e-16,,,3.713e-16
202.678,7.664e-17,,,7.664e-17
202.68,1.328e-17,,,1.328e-17
202.681,5.175e-18,,,5.175e-18
202.683,6.892e-19,,,6.892e-19
202.685,7.703e-20,,,7.703e-20
202.686,2.411e-20,,,2.411e-20
202.688,2.072e-21,,,2.072e-21
202.69,1.494e-22,,,1.494e-22
202.691,3.756e-23,,,3.756e-23
202.693,2.082e-24,,,2.082e-24
202.695,9.687e-26,,,9.687e-26
202.696,1.956e-26,,,1.956e-26
202.698,6.997e-28,,,6.997e-28
202.7,2.100e-29,,,2.100e-29
202.701,3.406e-30,,,3.406e-30
202.703,7.859e-32,,,7.859e-32
202.705,1.522e-33,,,1.522e-33
202.706,1.983e-34,,,1.983e-34
202.708,2.951e-36,,,2.951e-36
202.71,3.687e-38,,,3.687e-38
202.711,3.858e-39,,,3.858e-39
202.713,3.705e-41,,,3.705e-41
202.715,2.986e-43,,,2.986e-43
202.716,2.510e-44,,,2.510e-44
202.718,1.555e-46,,,1.555e-46
202.72,8.086e-49,,,8.086e-49
202.721,5.460e-50,,,5.460e-50
202.723,2.182e-52,,,2.182e-52
202.725,7.320e-55,,,7.320e-55
202.726,3.970e-56,,,3.970e-56
202.728,1.024e-58,,,1.024e-58
202.73,2.216e-61,,,2.216e-61
202.731,9.651e-63,,,9.651e-63
202.733,1.606e-65,,,1.606e-65
203.261,2.878e-65,,,2.878e-65
203.263,1.809e-62,,,1.809e-62
203.265,9.552e-60,,,9.552e-60
203.266,2.056e-58,,,2.056e-58
203.268,8.361e-56,,,8.361e-56
203.27,2.856e-53,,,2.856e-53
203.271,4.946e-52,,,4.946e-52
203.273,1.301e-49,,,1.301e-49
203.275,2.877e-47,,,2.877e-47
203.276,4.007e-46,,,4.007e-46
203.278,6.821e-44,,,6.821e-44
203.28,9.756e-42,,,9.756e-42
203.281,1.093e-40,,,1.093e-40
203.283,1.204e-38,,,1.204e-38
203.285,1.114e-36,,,1.114e-36
203.286,1.004e-35,,,1.004e-35
203.288,7.156e-34,,,7.156e-34
203.29,4.285e-32,,,4.285e-32
203.291,3.106e-31,,,3.106e-31
203.293,1.433e-29,,,1.433e-29
203.295,5.550e-28,,,5.550e-28
203.296,3.236e-27,,,3.236e-27
203.298,9.657e-26,,,9.657e-26
203.3,2.421e-24,,,2.421e-24
203.301,1.135e-23,,,1.135e-23
203.303,2.192e-22,,,2.192e-22
203.305,3.556e-21,,,3.556e-21
203.306,1.342e-20,,,1.342e-20
203.308,1.676e-19,,,1.676e-19
203.31,1.759e-18,,,1.759e-18
203.311,5.338e-18,,,5.338e-18
203.313,4.314e-17,,,4.314e-17
203.315,2.930e-16,,,2.930e-16
203.316,7.152e-16,,,7.152e-16
203.318,3.740e-15,,,3.740e-15
203.32,1.643e-14,,,1.643e-14
203.321,3.227e-14,,,3.227e-14
203.323,1.092e-13,,,1.092e-13
203.325,3.105e-13,,,3.105e-13
203.326,4.904e-13,,,4.904e-13
203.328,1.074e-12,,,1.074e-12
203.33,1.975e-12,,,1.975e-12
203.331,2.509e-12,,,2.509e-12
203.333,3.555e-12,,,3.555e-12
203.335,4.231e-12,,,4.231e-12
203.336,4.324e-12,,,4.324e-12
203.338,3.963e-12,,,3.963e-12
203.34,3.052e-12,,,3.052e-12
203.341,2.509e-12,,,2.509e-12
203.343,1.488e-12,,,1.488e-12
203.345,7.416e-13,,,7.416e-13
203.346,4.904e-13,,,4.904e-13
203.348,1.882e-13,,,1.882e-13
203.35,6.067e-14,,,6.067e-14
203.351,3.227e-14,,,3.227e-14
203.353,8.013e-15,,,8.013e-15
203.355,1.672e-15,,,1.672e-15
203.356,7.152e-16,,,7.152e-16
203.358,1.149e-16,,,1.149e-16
203.36,1.551e-17,,,1.551e-17
203.361,5.338e-18,,,5.338e-18
203.363,5.549e-19,,,5.549e-19
203.365,4.846e-20,,,4.846e-20
203.366,1.342e-20,,,1.342e-20
203.368,9.023e-22,,,9.023e-22
203.37,5.099e-23,,,5.099e-23
203.371,1.135e-23,,,1.135e-23
203.373,4.941e-25,,,4.941e-25
203.375,1.807e-26,,,1.807e-26
203.376,3.236e-27,,,3.236e-27
203.378,9.113e-29,,,9.113e-29
203.38,2.156e-30,,,2.156e-30
203.381,3.106e-31,,,3.106e-31
203.383,5.660e-33,,,5.660e-33
203.385,8.664e-35,,,8.664e-35
203.386,1.004e-35,,,1.004e-35
203.388,1.184e-37,,,1.184e-37
203.39,1.172e-39,,,1.172e-39
203.391,1.093e-40,,,1.093e-40
203.393,8.337e-43,,,8.337e-43
203.395,5.343e-45,,,5.343e-45
203.396,4.007e-46,,,4.007e-46
203.398,1.977e-48,,,1.977e-48
203.4,8.199e-51,,,8.199e-51
203.401,4.946e-52,,,4.946e-52
203.403,1.579e-54,,,1.579e-54
203.405,4.237e-57,,,4.237e-57
203.406,2.056e-58,,,2.056e-58
203.408,4.248e-61,,,4.248e-61
203.41,7.375e-64,,,7.375e-64
204.079,1.068e-62,,,1.068e-62
204.081,6.373e-60,,,6.373e-60
204.083,3.200e-57,,,3.200e-57
204.084,6.722e-56,,,6.722e-56
204.086,2.605e-53,,,2.605e-53
204.088,8.495e-51,,,8.495e-51
204.089,1.438e-49,,,1.438e-49
204.091,3.618e-47,,,3.618e-47
204.093,7.659e-45,,,7.659e-45
204.094,1.045e-43,,,1.045e-43
204.096,1.707e-41,,,1.707e-41
204.098,2.346e-39,,,2.346e-39
204.099,2.578e-38,,,2.578e-38
204.101,2.735e-36,,,2.735e-36
204.103,2.441e-34,,,2.441e-34
204.104,2.161e-33,,,2.161e-33
204.106,1.489e-31,,,1.489e-31
204.108,8.628e-30,,,8.628e-30
204.109,6.156e-29,,,6.156e-29
204.111,2.753e-27,,,2.753e-27
204.113,1.036e-25,,,1.036e-25
204.114,5.956e-25,,,5.956e-25
204.116,1.730e-23,,,1.730e-23
204.118,4.225e-22,,,4.225e-22
204.119,1.958e-21,,,1.958e-21
204.121,3.691e-20,,,3.691e-20
204.123,5.855e-19,,,5.855e-19
204.124,2.186e-18,,,2.186e-18
204.126,2.676e-17,,,2.676e-17
204.128,2.756e-16,,,2.756e-16
204.129,8.289e-16,,,8.289e-16
204.131,6.589e-15,,,6.589e-15
204.133,4.406e-14,,,4.406e-14
204.134,1.068e-13,,,1.068e-13
204.136,5.512e-13,,,5.512e-13
204.138,2.393e-12,,,2.393e-12
204.139,4.674e-12,,,4.674e-12
204.141,1.566e-11,,,1.566e-11
204.143,4.416e-11,,,4.416e-11
204.144,6.950e-11,,,6.950e-11
204.146,1.512e-10,,,1.512e-10
204.148,2.768e-10,,,2.768e-10
204.149,3.510e-10,,,3.510e-10
204.151,4.959e-10,,,4.959e-10
204.153,5.894e-10,,,5.894e-10
204.154,6.023e-10,,,6.023e-10
204.156,5.524e-10,,,5.524e-10
204.158,4.263e-10,,,4.263e-10
204.159,3.510e-10,,,3.510e-10
204.161,2.091e-10,,,2.091e-10
204.163,1.048e-10,,,1.048e-10
204.164,6.950e-11,,,6.950e-11
204.166,2.688e-11,,,2.688e-11
204.168,8.744e-12,,,8.744e-12
204.169,4.674e-12,,,4.674e-12
204.171,1.174e-12,,,1.174e-12
204.173,2.479e-13,,,2.479e-13
204.174,1.068e-13,,,1.068e-13
204.176,1.741e-14,,,1.741e-14
204.178,2.388e-15,,,2.388e-15
204.179,8.289e-16,,,8.289e-16
204.181,8.774e-17,,,8.774e-17
204.183,7.814e-18,,,7.814e-18
204.184,2.186e-18,,,2.186e-18
204.186,1.502e-19,,,1.502e-19
204.188,8.686e-21,,,8.686e-21
204.189,1.958e-21,,,1.958e-21
204.191,8.735e-23,,,8.735e-23
204.193,3.280e-24,,,3.280e-24
204.194,5.956e-25,,,5.956e-25
204.196,1.726e-26,,,1.726e-26
204.198,4.207e-28,,,4.207e-28
204.199,6.156e-29,,,6.156e-29
204.201,1.158e-30,,,1.158e-30
204.203,1.833e-32,,,1.833e-32
204.204,2.161e-33,,,2.161e-33
204.206,2.640e-35,,,2.640e-35
204.208,2.713e-37,,,2.713e-37
204.209,2.578e-38,,,2.578e-38
204.211,2.045e-40,,,2.045e-40
204.213,1.364e-42,,,1.364e-42
204.214,1.045e-43,,,1.045e-43
204.216,5.379e-46,,,5.379e-46
204.218,2.330e-48,,,2.330e-48
204.219,1.438e-49,,,1.438e-49
204.221,4.807e-52,,,4.807e-52
204.223,1.352e-54,,,1.352e-54
204.224,6.722e-56,,,6.722e-56
204.226,1.459e-58,,,1.459e-58
204.228,2.665e-61,,,2.665e-61
204.506,1.910e-63,,,1.910e-63
204.508,1.019e-60,,,1.019e-60
204.509,2.205e-59,,,2.205e-59
204.511,9.086e-57,,,9.086e-57
204.513,3.152e-54,,,3.152e-54
204.514,5.504e-53,,,5.504e-53
204.516,1.475e-50,,,1.475e-50
204.518,3.328e-48,,,3.328e-48
204.519,4.688e-47,,,4.688e-47
204.521,8.172e-45,,,8.172e-45
204.523,1.199e-42,,,1.199e-42
204.524,1.362e-41,,,1.362e-41
204.526,1.545e-39,,,1.545e-39
204.528,1.475e-37,,,1.475e-37
204.529,1.351e-36,,,1.351e-36
204.531,9.964e-35,,,9.964e-35
204.533,6.188e-33,,,6.188e-33
204.534,4.571e-32,,,4.571e-32
204.536,2.193e-30,,,2.193e-30
204.538,8.859e-29,,,8.859e-29
204.539,5.279e-28,,,5.279e-28
204.541,1.647e-26,,,1.647e-26
204.543,4.328e-25,,,4.328e-25
204.544,2.080e-24,,,2.080e-24
204.546,4.222e-23,,,4.222e-23
204.548,7.215e-22,,,7.215e-22
204.549,2.797e-21,,,2.797e-21
204.551,3.692e-20,,,3.692e-20
204.553,4.105e-19,,,4.105e-19
204.554,1.283e-18,,,1.283e-18
204.556,1.102e-17,,,1.102e-17
204.558,7.968e-17,,,7.968e-17
204.559,2.009e-16,,,2.009e-16
204.561,1.122e-15,,,1.122e-15
204.563,5.278e-15,,,5.278e-15
204.564,1.073e-14,,,1.073e-14
204.566,3.899e-14,,,3.899e-14
204.568,1.193e-13,,,1.193e-13
204.569,1.956e-13,,,1.956e-13
204.571,4.623e-13,,,4.623e-13
204.573,9.200e-13,,,9.200e-13
204.574,1.217e-12,,,1.217e-12
204.576,1.871e-12,,,1.871e-12
204.578,2.421e-12,,,2.421e-12
204.579,2.583e-12,,,2.583e-12
204.581,2.583e-12,,,2.583e-12
204.583,2.174e-12,,,2.174e-12
204.584,1.871e-12,,,1.871e-12
204.586,1.217e-12,,,1.217e-12
204.588,6.664e-13,,,6.664e-13
204.589,4.623e-13,,,4.623e-13
204.591,1.956e-13,,,1.956e-13
204.593,6.968e-14,,,6.968e-14
204.594,3.899e-14,,,3.899e-14
204.596,1.073e-14,,,1.073e-14
204.598,2.486e-15,,,2.486e-15
204.599,1.122e-15,,,1.122e-15
204.601,2.009e-16,,,2.009e-16
204.603,3.027e-17,,,3.027e-17
204.604,1.102e-17,,,1.102e-17
204.606,1.283e-18,,,1.283e-18
204.608,1.258e-19,,,1.258e-19
204.609,3.692e-20,,,3.692e-20
204.611,2.797e-21,,,2.797e-21
204.613,1.783e-22,,,1.783e-22
204.614,4.222e-23,,,4.222e-23
204.616,2.080e-24,,,2.080e-24
204.618,8.627e-26,,,8.627e-26
204.619,1.647e-26,,,1.647e-26
204.621,5.279e-28,,,5.279e-28
204.623,1.424e-29,,,1.424e-29
204.624,2.193e-30,,,2.193e-30
204.626,4.571e-32,,,4.571e-32
204.628,8.023e-34,,,8.023e-34
204.629,9.965e-35,,,9.965e-35
204.631,2.028e-36,,,2.028e-36
204.633,4.976e-35,,,4.976e-35
204.634,3.997e-34,,,3.997e-34
204.636,2.268e-32,,,2.268e-32
204.638,1.084e-30,,,1.084e-30
204.639,7.027e-30,,,7.027e-30
204.641,2.595e-28,,,2.595e-28
204.643,8.071e-27,,,8.071e-27
204.644,4.220e-26,,,4.220e-26
204.646,1.014e-24,,,1.014e-24
204.648,2.052e-23,,,2.052e-23
204.649,8.657e-23,,,8.657e-23
204.651,1.354e-21,,,1.354e-21
204.653,1.783e-20,,,1.783e-20
204.654,6.066e-20,,,6.066e-20
204.656,6.173e-19,,,6.173e-19
204.658,5.291e-18,,,5.291e-18
204.659,1.452e-17,,,1.452e-17
204.661,9.616e-17,,,9.616e-17
204.663,5.363e-16,,,5.363e-16
204.664,1.187e-15,,,1.187e-15
204.666,5.117e-15,,,5.117e-15
204.668,1.857e-14,,,1.857e-14
204.669,3.317e-14,,,3.317e-14
204.671,9.301e-14,,,9.301e-14
204.673,2.196e-13,,,2.196e-13
204.674,3.165e-13,,,3.165e-13
204.676,5.775e-13,,,5.775e-13
204.678,8.874e-13,,,8.874e-13
204.679,1.031e-12,,,1.031e-12
204.681,1.225e-12,,,1.225e-12
204.683,1.225e-12,,,1.225e-12
204.684,1.148e-12,,,1.148e-12
204.686,8.874e-13,,,8.874e-13
204.688,5.775e-13,,,5.775e-13
204.689,4.368e-13,,,4.368e-13
204.691,2.196e-13,,,2.196e-13
204.693,9.301e-14,,,9.301e-14
204.694,5.675e-14,,,5.675e-14
204.696,1.858e-14,,,1.858e-14
204.698,5.156e-15,,,5.156e-15
204.699,2.614e-15,,,2.614e-15
204.701,1.023e-15,,,1.023e-15
204.703,2.191e-15,,,2.191e-15
204.704,4.115e-15,,,4.115e-15
204.706,1.358e-14,,,1.358e-14
204.708,3.804e-14,,,3.804e-14
204.709,5.972e-14,,,5.972e-14
204.711,1.294e-13,,,1.294e-13
204.713,2.360e-13,,,2.360e-13
204.714,2.989e-13,,,2.989e-13
204.716,4.215e-13,,,4.215e-13
204.718,5.005e-13,,,5.005e-13
