Wavelength (nm),Sum(calc),Na I (4.5e-2),Na II (9.5e-1),Na III (3.4e-19)
316.24,1.017e-39,,1.017e-39,
316.242,2.015e-38,,2.015e-38,
316.243,8.731e-38,,8.731e-38,
316.245,1.553e-36,,1.553e-36,
316.247,2.569e-35,,2.569e-35,
316.248,1.017e-34,,1.017e-34,
316.25,1.511e-33,,1.511e-33,
316.252,2.089e-32,,2.089e-32,
316.253,7.561e-32,,7.561e-32,
316.255,9.383e-31,,9.383e-31,
316.257,1.084e-29,,1.084e-29,
316.258,3.584e-29,,3.584e-29,
316.26,3.715e-28,,3.715e-28,
316.262,3.584e-27,,3.584e-27,
316.263,1.084e-26,,1.084e-26,
316.265,9.384e-26,,9.384e-26,
316.267,7.562e-25,,7.562e-25,
316.268,2.089e-24,,2.089e-24,
316.27,1.512e-23,,1.512e-23,
316.272,1.018e-22,,1.018e-22,
316.273,2.570e-22,,2.570e-22,
316.275,1.553e-21,,1.553e-21,
316.277,8.732e-21,,8.732e-21,
316.278,2.016e-20,,2.016e-20,
316.28,1.018e-19,,1.018e-19,
316.282,4.780e-19,,4.780e-19,
316.283,1.008e-18,,1.008e-18,
316.285,4.253e-18,,4.253e-18,
316.287,1.669e-17,,1.669e-17,
316.288,3.218e-17,,3.218e-17,
316.29,1.134e-16,,1.134e-16,
316.292,3.716e-16,,3.716e-16,
316.293,6.549e-16,,6.549e-16,
316.295,1.927e-15,,1.927e-15,
316.297,5.277e-15,,5.277e-15,
316.298,8.500e-15,,8.500e-15,
316.3,2.090e-14,,2.090e-14,
316.302,4.780e-14,,4.780e-14,
316.303,7.037e-14,,7.037e-14,
316.305,1.445e-13,,1.445e-13,
316.307,2.762e-13,,2.762e-13,
316.308,3.716e-13,,3.716e-13,
316.31,6.375e-13,,6.375e-13,
316.312,1.018e-12,,1.018e-12,
316.313,1.251e-12,,1.251e-12,
316.315,1.793e-12,,1.793e-12,
316.317,2.392e-12,,2.392e-12,
316.318,2.688e-12,,2.688e-12,
316.32,3.218e-12,,3.218e-12,
316.322,3.585e-12,,3.585e-12,
316.323,3.683e-12,,3.683e-12,
316.325,3.683e-12,,3.683e-12,
316.327,3.427e-12,,3.427e-12,
316.328,3.218e-12,,3.218e-12,
316.33,2.688e-12,,2.688e-12,
316.332,2.090e-12,,2.090e-12,
316.333,1.793e-12,,1.793e-12,
316.335,1.252e-12,,1.252e-12,
316.337,8.131e-13,,8.131e-13,
316.338,6.383e-13,,6.383e-13,
316.34,3.745e-13,,3.745e-13,
316.341,2.814e-13,,2.814e-13,
316.343,1.605e-13,,1.605e-13,
316.345,1.156e-13,,1.156e-13,
316.346,1.220e-13,,1.220e-13,
316.348,2.100e-13,,2.100e-13,
316.35,4.567e-13,,4.567e-13,
316.351,6.771e-13,,6.771e-13,
316.353,1.432e-12,,1.432e-12,
316.355,2.832e-12,,2.832e-12,
316.356,3.879e-12,,3.879e-12,
316.358,6.897e-12,,6.897e-12,
316.36,1.141e-11,,1.141e-11,
316.361,1.429e-11,,1.429e-11,
316.363,2.122e-11,,2.122e-11,
316.365,2.933e-11,,2.933e-11,
316.366,3.357e-11,,3.357e-11,
316.368,4.165e-11,,4.165e-11,
316.37,4.810e-11,,4.810e-11,
316.371,5.031e-11,,5.031e-11,
316.373,5.215e-11,,5.215e-11,
316.375,5.031e-11,,5.031e-11,
316.376,4.810e-11,,4.810e-11,
316.378,4.165e-11,,4.165e-11,
316.38,3.357e-11,,3.357e-11,
316.381,2.933e-11,,2.933e-11,
316.383,2.122e-11,,2.122e-11,
316.385,1.429e-11,,1.429e-11,
316.386,1.141e-11,,1.141e-11,
316.388,6.897e-12,,6.897e-12,
316.39,3.879e-12,,3.879e-12,
316.391,2.832e-12,,2.832e-12,
316.393,1.430e-12,,1.430e-12,
316.395,6.718e-13,,6.718e-13,
316.396,4.482e-13,,4.482e-13,
316.398,1.891e-13,,1.891e-13,
316.4,7.421e-14,,7.421e-14,
316.401,4.526e-14,,4.526e-14,
316.403,1.595e-14,,1.595e-14,
316.405,5.230e-15,,5.230e-15,
316.406,2.915e-15,,2.915e-15,
316.408,8.582e-16,,8.582e-16,
316.41,2.351e-16,,2.351e-16,
316.411,1.198e-16,,1.198e-16,
316.413,2.946e-17,,2.946e-17,
316.415,6.741e-18,,6.741e-18,
316.416,3.139e-18,,3.139e-18,
316.418,6.450e-19,,6.450e-19,
316.42,1.233e-19,,1.233e-19,
316.421,5.248e-20,,5.248e-20,
316.423,9.008e-21,,9.008e-21,
316.425,1.439e-21,,1.439e-21,
316.426,5.597e-22,,5.597e-22,
316.428,8.026e-23,,8.026e-23,
316.43,1.071e-23,,1.071e-23,
316.431,3.808e-24,,3.808e-24,
316.433,4.561e-25,,4.561e-25,
316.435,5.084e-26,,5.084e-26,
316.436,1.652e-26,,1.652e-26,
316.438,1.653e-27,,1.653e-27,
316.44,1.540e-28,,1.540e-28,
316.441,4.574e-29,,4.574e-29,
316.443,3.824e-30,,3.824e-30,
316.445,2.975e-31,,2.975e-31,
316.446,8.076e-32,,8.076e-32,
316.448,5.641e-33,,5.641e-33,
316.45,3.666e-34,,3.666e-34,
316.451,9.097e-35,,9.097e-35,
316.453,5.308e-36,,5.308e-36,
316.455,2.882e-37,,2.882e-37,
316.456,6.536e-38,,6.536e-38,
316.458,3.186e-39,,3.186e-39,
316.46,1.445e-40,,1.445e-40,
316.461,2.996e-41,,2.996e-41,
316.463,1.220e-42,,1.220e-42,
316.465,4.622e-44,,4.622e-44,
316.466,8.758e-45,,8.758e-45,
316.468,2.979e-46,,2.979e-46,
316.47,9.432e-48,,9.432e-48,
316.471,1.633e-48,,1.633e-48,
316.473,4.642e-50,,4.642e-50,
316.475,1.228e-51,,1.228e-51,
316.476,1.943e-52,,1.943e-52,
316.478,4.613e-54,,4.613e-54,
316.48,1.019e-55,,1.019e-55,
316.481,1.475e-56,,1.475e-56,
316.483,2.925e-58,,2.925e-58,
316.485,5.398e-60,,5.398e-60,
316.486,7.138e-61,,7.138e-61,
316.488,1.183e-62,,1.183e-62,
316.49,1.824e-64,,1.824e-64,
316.491,2.204e-65,,2.204e-65,
316.493,3.051e-67,,3.051e-67,
316.495,3.930e-69,,3.930e-69,
316.496,4.342e-70,,4.342e-70,
316.498,5.020e-72,,5.020e-72,
316.625,4.671e-71,,4.671e-71,
316.626,4.206e-70,,4.206e-70,
316.628,3.232e-68,,3.232e-68,
316.63,2.311e-66,,2.311e-66,
316.631,1.903e-65,,1.903e-65,
316.633,1.222e-63,,1.222e-63,
316.635,7.304e-62,,7.304e-62,
316.636,5.497e-61,,5.497e-61,
316.638,2.950e-59,,2.950e-59,
316.64,1.474e-57,,1.474e-57,
316.641,1.014e-56,,1.014e-56,
316.643,4.548e-55,,4.548e-55,
316.645,1.899e-53,,1.899e-53,
316.646,1.194e-52,,1.194e-52,
316.648,4.478e-51,,4.478e-51,
316.65,1.562e-49,,1.562e-49,
316.651,8.984e-49,,8.984e-49,
316.653,2.815e-47,,2.815e-47,
316.655,8.209e-46,,8.209e-46,
316.656,4.315e-45,,4.315e-45,
316.658,1.130e-43,,1.130e-43,
316.66,2.754e-42,,2.754e-42,
316.661,1.324e-41,,1.324e-41,
316.663,2.897e-40,,2.897e-40,
316.665,5.901e-39,,5.901e-39,
316.666,2.593e-38,,2.593e-38,
316.668,4.742e-37,,4.742e-37,
316.67,8.073e-36,,8.073e-36,
316.671,3.243e-35,,3.243e-35,
316.673,4.957e-34,,4.957e-34,
316.675,7.053e-33,,7.053e-33,
316.676,2.590e-32,,2.590e-32,
316.678,3.309e-31,,3.309e-31,
316.68,3.935e-30,,3.935e-30,
316.681,1.321e-29,,1.321e-29,
316.683,1.410e-28,,1.410e-28,
316.685,1.402e-27,,1.402e-27,
316.686,4.302e-27,,4.302e-27,
316.688,3.839e-26,,3.839e-26,
316.69,3.189e-25,,3.189e-25,
316.691,8.947e-25,,8.947e-25,
316.693,6.673e-24,,6.673e-24,
316.695,4.633e-23,,4.633e-23,
316.696,1.188e-22,,1.188e-22,
316.698,7.407e-22,,7.407e-22,
316.7,4.298e-21,,4.298e-21,
316.701,1.008e-20,,1.008e-20,
316.703,5.250e-20,,5.250e-20,
316.705,2.546e-19,,2.546e-19,
316.706,5.457e-19,,5.457e-19,
316.708,2.376e-18,,2.376e-18,
316.71,9.630e-18,,9.630e-18,
316.711,1.887e-17,,1.887e-17,
316.713,6.868e-17,,6.868e-17,
316.715,2.326e-16,,2.326e-16,
316.716,4.167e-16,,4.167e-16,
316.718,1.267e-15,,1.267e-15,
316.72,3.588e-15,,3.588e-15,
316.721,5.877e-15,,5.877e-15,
316.723,1.494e-14,,1.494e-14,
316.725,3.534e-14,,3.534e-14,
316.726,5.292e-14,,5.292e-14,
316.728,1.124e-13,,1.124e-13,
316.73,2.223e-13,,2.223e-13,
316.731,3.043e-13,,3.043e-13,
316.733,5.403e-13,,5.403e-13,
316.735,8.928e-13,,8.928e-13,
316.736,1.117e-12,,1.117e-12,
316.738,1.658e-12,,1.658e-12,
316.74,2.290e-12,,2.290e-12,
316.741,2.620e-12,,2.620e-12,
316.743,3.249e-12,,3.249e-12,
316.745,3.751e-12,,3.751e-12,
316.746,3.923e-12,,3.923e-12,
316.748,4.066e-12,,4.066e-12,
316.75,3.923e-12,,3.923e-12,
316.751,3.751e-12,,3.751e-12,
316.753,3.249e-12,,3.249e-12,
316.755,2.620e-12,,2.620e-12,
316.756,2.290e-12,,2.290e-12,
316.758,1.658e-12,,1.658e-12,
316.76,1.117e-12,,1.117e-12,
316.761,8.928e-13,,8.928e-13,
316.763,5.403e-13,,5.403e-13,
316.765,3.043e-13,,3.043e-13,
316.766,2.223e-13,,2.223e-13,
316.768,1.124e-13,,1.124e-13,
316.77,5.292e-14,,5.292e-14,
316.771,3.534e-14,,3.534e-14,
316.773,1.494e-14,,1.494e-14,
316.775,5.877e-15,,5.877e-15,
316.776,3.588e-15,,3.588e-15,
316.778,1.267e-15,,1.267e-15,
316.78,4.167e-16,,4.167e-16,
316.781,2.326e-16,,2.326e-16,
316.783,6.868e-17,,6.868e-17,
316.785,1.887e-17,,1.887e-17,
316.786,9.630e-18,,9.630e-18,
316.788,2.376e-18,,2.376e-18,
316.79,5.457e-19,,5.457e-19,
316.791,2.546e-19,,2.546e-19,
316.793,5.250e-20,,5.250e-20,
316.795,1.008e-20,,1.008e-20,
316.796,4.298e-21,,4.298e-21,
316.798,7.407e-22,,7.407e-22,
316.8,1.188e-22,,1.188e-22,
316.801,4.633e-23,,4.633e-23,
316.803,6.673e-24,,6.673e-24,
316.805,8.947e-25,,8.947e-25,
316.806,3.189e-25,,3.189e-25,
316.808,3.839e-26,,3.839e-26,
316.81,4.302e-27,,4.302e-27,
316.811,1.402e-27,,1.402e-27,
316.813,1.410e-28,,1.410e-28,
316.815,1.321e-29,,1.321e-29,
316.816,3.935e-30,,3.935e-30,
316.818,3.309e-31,,3.309e-31,
316.82,2.590e-32,,2.590e-32,
316.821,7.053e-33,,7.053e-33,
316.823,4.957e-34,,4.957e-34,
316.825,3.243e-35,,3.243e-35,
316.826,8.073e-36,,8.073e-36,
316.828,4.742e-37,,4.742e-37,
316.83,2.593e-38,,2.593e-38,
316.831,5.901e-39,,5.901e-39,
316.833,2.897e-40,,2.897e-40,
316.835,1.324e-41,,1.324e-41,
316.836,2.754e-42,,2.754e-42,
316.838,1.130e-43,,1.130e-43,
316.84,4.315e-45,,4.315e-45,
316.841,8.209e-46,,8.209e-46,
316.843,2.815e-47,,2.815e-47,
316.845,8.984e-49,,8.984e-49,
316.846,1.562e-49,,1.562e-49,
316.848,4.478e-51,,4.478e-51,
316.85,1.194e-52,,1.194e-52,
316.851,1.899e-53,,1.899e-53,
316.853,4.548e-55,,4.548e-55,
316.855,1.014e-56,,1.014e-56,
316.856,1.474e-57,,1.474e-57,
316.858,2.950e-59,,2.950e-59,
316.86,5.497e-61,,5.497e-61,
316.861,7.304e-62,,7.304e-62,
316.863,1.222e-63,,1.222e-63,
316.865,1.903e-65,,1.903e-65,
316.866,2.311e-66,,2.311e-66,
316.868,3.232e-68,,3.232e-68,
316.87,4.206e-70,,4.206e-70,
316.871,4.671e-71,,4.671e-71,
316.873,5.459e-73,,5.459e-73,
317.385,3.834e-71,,3.834e-71,
317.386,3.478e-70,,3.478e-70,
317.388,2.713e-68,,2.713e-68,
317.39,1.970e-66,,1.970e-66,
317.391,1.634e-65,,1.634e-65,
317.393,1.066e-63,,1.066e-63,
317.395,6.477e-62,,6.477e-62,
317.396,4.915e-61,,4.915e-61,
317.398,2.682e-59,,2.682e-59,
317.4,1.363e-57,,1.363e-57,
317.401,9.458e-57,,9.458e-57,
317.403,4.317e-55,,4.317e-55,
317.405,1.835e-53,,1.835e-53,
317.406,1.165e-52,,1.165e-52,
317.408,4.447e-51,,4.447e-51,
317.41,1.581e-49,,1.581e-49,
317.411,9.179e-49,,9.179e-49,
317.413,2.932e-47,,2.932e-47,
317.415,8.719e-46,,8.719e-46,
317.416,4.629e-45,,4.629e-45,
317.418,1.237e-43,,1.237e-43,
317.42,3.077e-42,,3.077e-42,
317.421,1.494e-41,,1.494e-41,
317.423,3.339e-40,,3.339e-40,
317.425,6.948e-39,,6.948e-39,
317.426,3.086e-38,,3.086e-38,
317.428,5.768e-37,,5.768e-37,
317.43,1.004e-35,,1.004e-35,
317.431,4.078e-35,,4.078e-35,
317.433,6.377e-34,,6.377e-34,
317.435,9.285e-33,,9.285e-33,
317.436,3.449e-32,,3.449e-32,
317.438,4.512e-31,,4.512e-31,
317.44,5.495e-30,,5.495e-30,
317.441,1.867e-29,,1.867e-29,
317.443,2.043e-28,,2.043e-28,
317.445,2.081e-27,,2.081e-27,
317.446,6.467e-27,,6.467e-27,
317.448,5.919e-26,,5.919e-26,
317.45,5.044e-25,,5.044e-25,
317.451,1.434e-24,,1.434e-24,
317.453,1.097e-23,,1.097e-23,
317.455,7.823e-23,,7.823e-23,
317.456,2.033e-22,,2.033e-22,
317.458,1.302e-21,,1.302e-21,
317.46,7.765e-21,,7.765e-21,
317.461,1.846e-20,,1.846e-20,
317.463,9.888e-20,,9.888e-20,
317.465,4.932e-19,,4.932e-19,
317.466,1.072e-18,,1.072e-18,
317.468,4.805e-18,,4.805e-18,
317.47,2.005e-17,,2.005e-17,
317.471,3.986e-17,,3.986e-17,
317.473,1.494e-16,,1.494e-16,
317.475,5.215e-16,,5.215e-16,
317.476,9.484e-16,,9.484e-16,
317.478,2.974e-15,,2.974e-15,
317.48,8.680e-15,,8.680e-15,
317.481,1.444e-14,,1.444e-14,
317.483,3.787e-14,,3.787e-14,
317.485,9.247e-14,,9.247e-14,
317.486,1.407e-13,,1.407e-13,
317.488,3.086e-13,,3.086e-13,
317.49,6.303e-13,,6.303e-13,
317.491,8.771e-13,,8.771e-13,
317.493,1.609e-12,,1.609e-12,
317.495,2.750e-12,,2.750e-12,
317.496,3.499e-12,,3.499e-12,
317.498,5.372e-12,,5.372e-12,
317.5,7.677e-12,,7.677e-12,
317.501,8.935e-12,,8.935e-12,
317.503,1.147e-11,,1.147e-11,
317.505,1.372e-11,,1.372e-11,
317.506,1.460e-11,,1.460e-11,
317.508,1.568e-11,,1.568e-11,
317.51,1.568e-11,,1.568e-11,
317.511,1.527e-11,,1.527e-11,
317.513,1.372e-11,,1.372e-11,
317.515,1.147e-11,,1.147e-11,
317.516,1.022e-11,,1.022e-11,
317.518,7.677e-12,,7.677e-12,
317.52,5.372e-12,,5.372e-12,
317.521,4.374e-12,,4.374e-12,
317.523,2.750e-12,,2.750e-12,
317.525,1.609e-12,,1.609e-12,
317.526,1.199e-12,,1.199e-12,
317.528,6.303e-13,,6.303e-13,
317.53,3.086e-13,,3.086e-13,
317.531,2.102e-13,,2.102e-13,
317.533,9.247e-14,,9.247e-14,
317.535,3.787e-14,,3.787e-14,
317.536,2.359e-14,,2.359e-14,
317.538,8.680e-15,,8.680e-15,
317.54,2.974e-15,,2.974e-15,
317.541,1.694e-15,,1.694e-15,
317.543,5.215e-16,,5.215e-16,
317.545,1.494e-16,,1.494e-16,
317.546,7.787e-17,,7.787e-17,
317.548,2.005e-17,,2.005e-17,
317.55,4.805e-18,,4.805e-18,
317.551,2.290e-18,,2.290e-18,
317.553,4.932e-19,,4.932e-19,
317.554,2.228e-19,,2.228e-19,
317.556,4.311e-20,,4.311e-20,
317.558,7.765e-21,,7.765e-21,
317.559,3.208e-21,,3.208e-21,
317.561,5.192e-22,,5.192e-22,
317.563,7.823e-23,,7.823e-23,
317.564,2.956e-23,,2.956e-23,
317.566,4.002e-24,,4.002e-24,
317.568,5.044e-25,,5.044e-25,
317.569,1.743e-25,,1.743e-25,
317.571,1.974e-26,,1.974e-26,
317.573,2.081e-27,,2.081e-27,
317.574,6.579e-28,,6.579e-28,
317.576,6.231e-29,,6.231e-29,
317.578,5.495e-30,,5.495e-30,
317.579,1.589e-30,,1.589e-30,
317.581,1.259e-31,,1.259e-31,
317.583,9.285e-33,,9.285e-33,
317.584,2.455e-33,,2.455e-33,
317.586,1.627e-34,,1.627e-34,
317.588,1.004e-35,,1.004e-35,
317.589,2.428e-36,,2.428e-36,
317.591,1.346e-37,,1.346e-37,
317.593,6.948e-39,,6.948e-39,
317.594,1.537e-39,,1.537e-39,
317.596,7.126e-41,,7.126e-41,
317.598,3.077e-42,,3.077e-42,
317.599,6.224e-43,,6.224e-43,
317.601,2.414e-44,,2.414e-44,
317.603,8.719e-46,,8.719e-46,
317.604,1.613e-46,,1.613e-46,
317.606,5.234e-48,,5.234e-48,
317.608,1.581e-49,,1.581e-49,
317.609,2.676e-50,,2.676e-50,
317.611,7.262e-52,,7.262e-52,
317.613,1.835e-53,,1.835e-53,
317.614,2.840e-54,,2.840e-54,
317.616,6.448e-56,,6.448e-56,
317.618,1.363e-57,,1.363e-57,
317.619,1.929e-58,,1.929e-58,
317.621,3.663e-60,,3.663e-60,
317.623,6.477e-62,,6.477e-62,
317.624,8.385e-63,,8.385e-63,
317.626,1.332e-64,,1.332e-64,
317.628,1.970e-66,,1.970e-66,
317.629,2.333e-67,,2.333e-67,
317.631,3.099e-69,,3.099e-69,
317.633,3.834e-71,,3.834e-71,
317.781,4.440e-72,,4.440e-72,
317.783,3.679e-70,,3.679e-70,
317.784,3.260e-69,,3.260e-69,
317.786,2.427e-67,,2.427e-67,
317.788,1.683e-65,,1.683e-65,
317.789,1.364e-64,,1.364e-64,
317.791,8.500e-63,,8.500e-63,
317.793,4.932e-61,,4.932e-61,
317.794,3.658e-60,,3.658e-60,
317.796,1.907e-58,,1.907e-58,
317.798,9.260e-57,,9.260e-57,
317.799,6.282e-56,,6.282e-56,
317.801,2.741e-54,,2.741e-54,
317.803,1.114e-52,,1.114e-52,
317.804,6.913e-52,,6.913e-52,
317.806,2.524e-50,,2.524e-50,
317.808,8.583e-49,,8.583e-49,
317.809,4.873e-48,,4.873e-48,
317.811,1.489e-46,,1.489e-46,
317.813,4.238e-45,,4.238e-45,
317.814,2.201e-44,,2.201e-44,
317.816,5.628e-43,,5.628e-43,
317.818,1.340e-41,,1.340e-41,
317.819,6.368e-41,,6.368e-41,
317.821,1.363e-39,,1.363e-39,
317.823,2.716e-38,,2.716e-38,
317.824,1.181e-37,,1.181e-37,
317.826,2.114e-36,,2.114e-36,
317.828,3.526e-35,,3.526e-35,
317.829,1.402e-34,,1.402e-34,
317.831,2.101e-33,,2.101e-33,
317.833,2.933e-32,,2.933e-32,
317.834,1.067e-31,,1.067e-31,
317.836,1.338e-30,,1.338e-30,
317.838,1.563e-29,,1.563e-29,
317.839,5.199e-29,,5.199e-29,
317.841,5.457e-28,,5.457e-28,
317.843,5.334e-27,,5.334e-27,
317.844,1.624e-26,,1.624e-26,
317.846,1.426e-25,,1.426e-25,
317.848,1.167e-24,,1.167e-24,
317.849,3.248e-24,,3.248e-24,
317.851,2.388e-23,,2.388e-23,
317.853,1.634e-22,,1.634e-22,
317.854,4.163e-22,,4.163e-22,
317.856,2.561e-21,,2.561e-21,
317.858,1.467e-20,,1.467e-20,
317.859,3.419e-20,,3.419e-20,
317.861,1.760e-19,,1.760e-19,
317.863,8.436e-19,,8.436e-19,
317.864,1.798e-18,,1.798e-18,
317.866,7.748e-18,,7.748e-18,
317.868,3.108e-17,,3.108e-17,
317.869,6.061e-17,,6.061e-17,
317.871,2.185e-16,,2.185e-16,
317.873,7.336e-16,,7.336e-16,
317.874,1.309e-15,,1.309e-15,
317.876,3.948e-15,,3.948e-15,
317.878,1.109e-14,,1.109e-14,
317.879,1.810e-14,,1.810e-14,
317.881,4.571e-14,,4.571e-14,
317.883,1.075e-13,,1.075e-13,
317.884,1.604e-13,,1.604e-13,
317.886,3.390e-13,,3.390e-13,
317.888,6.670e-13,,6.670e-13,
317.889,9.109e-13,,9.109e-13,
317.891,1.611e-12,,1.611e-12,
317.893,2.652e-12,,2.652e-12,
317.894,3.313e-12,,3.313e-12,
317.896,4.902e-12,,4.902e-12,
317.898,6.755e-12,,6.755e-12,
317.899,7.721e-12,,7.721e-12,
317.901,9.560e-12,,9.560e-12,
317.903,1.102e-11,,1.102e-11,
317.904,1.153e-11,,1.153e-11,
317.906,1.194e-11,,1.194e-11,
317.908,1.153e-11,,1.153e-11,
317.909,1.102e-11,,1.102e-11,
317.911,9.560e-12,,9.560e-12,
317.913,7.721e-12,,7.721e-12,
317.914,6.755e-12,,6.755e-12,
317.916,4.902e-12,,4.902e-12,
317.918,3.313e-12,,3.313e-12,
317.919,2.652e-12,,2.652e-12,
317.921,1.611e-12,,1.611e-12,
317.923,9.109e-13,,9.109e-13,
317.924,6.670e-13,,6.670e-13,
317.926,3.390e-13,,3.390e-13,
317.928,1.604e-13,,1.604e-13,
317.929,1.075e-13,,1.075e-13,
317.931,4.571e-14,,4.571e-14,
317.933,1.810e-14,,1.810e-14,
317.934,1.109e-14,,1.109e-14,
317.936,3.948e-15,,3.948e-15,
317.938,1.309e-15,,1.309e-15,
317.939,7.336e-16,,7.336e-16,
317.941,2.185e-16,,2.185e-16,
317.943,6.061e-17,,6.061e-17,
317.944,3.108e-17,,3.108e-17,
317.946,7.748e-18,,7.748e-18,
317.948,1.798e-18,,1.798e-18,
317.949,8.436e-19,,8.436e-19,
317.951,1.760e-19,,1.760e-19,
317.953,3.419e-20,,3.419e-20,
317.954,1.467e-20,,1.467e-20,
317.956,2.561e-21,,2.561e-21,
317.958,4.163e-22,,4.163e-22,
317.959,1.634e-22,,1.634e-22,
317.961,2.388e-23,,2.388e-23,
317.963,3.248e-24,,3.248e-24,
317.964,1.167e-24,,1.167e-24,
317.966,1.426e-25,,1.426e-25,
317.968,1.624e-26,,1.624e-26,
317.969,5.334e-27,,5.334e-27,
317.971,5.457e-28,,5.457e-28,
317.973,5.199e-29,,5.199e-29,
317.974,1.563e-29,,1.563e-29,
317.976,1.338e-30,,1.338e-30,
317.978,1.067e-31,,1.067e-31,
317.979,2.933e-32,,2.933e-32,
317.981,2.101e-33,,2.101e-33,
317.983,1.402e-34,,1.402e-34,
317.984,3.526e-35,,3.526e-35,
317.986,2.114e-36,,2.114e-36,
317.988,1.181e-37,,1.181e-37,
317.989,2.716e-38,,2.716e-38,
317.991,1.363e-39,,1.363e-39,
317.993,6.368e-41,,6.368e-41,
317.994,1.340e-41,,1.340e-41,
317.996,5.628e-43,,5.628e-43,
317.998,2.201e-44,,2.201e-44,
317.999,4.238e-45,,4.238e-45,
318.001,1.489e-46,,1.489e-46,
318.003,4.873e-48,,4.873e-48,
318.004,8.583e-49,,8.583e-49,
318.006,2.524e-50,,2.524e-50,
318.008,6.913e-52,,6.913e-52,
318.009,1.114e-52,,1.114e-52,
318.011,2.741e-54,,2.741e-54,
318.013,6.282e-56,,6.282e-56,
318.014,9.260e-57,,9.260e-57,
318.016,1.907e-58,,1.907e-58,
318.018,3.658e-60,,3.658e-60,
318.019,4.932e-61,,4.932e-61,
318.021,8.500e-63,,8.500e-63,
318.023,1.364e-64,,1.364e-64,
318.024,1.683e-65,,1.683e-65,
318.026,2.427e-67,,2.427e-67,
318.028,3.260e-69,,3.260e-69,
318.029,3.679e-70,,3.679e-70,
318.688,4.015e-72,,4.015e-72,
318.689,3.641e-71,,3.641e-71,
318.691,2.840e-69,,2.840e-69,
318.693,2.063e-67,,2.063e-67,
318.694,1.712e-66,,1.712e-66,
318.696,1.119e-64,,1.119e-64,
318.698,6.807e-63,,6.807e-63,
318.699,5.171e-62,,5.171e-62,
318.701,2.830e-60,,2.830e-60,
318.703,1.443e-58,,1.443e-58,
318.704,1.003e-57,,1.003e-57,
318.706,4.598e-56,,4.598e-56,
318.708,1.964e-54,,1.964e-54,
318.709,1.250e-53,,1.250e-53,
318.711,4.799e-52,,4.799e-52,
318.713,1.717e-50,,1.717e-50,
318.714,9.999e-50,,9.999e-50,
318.716,3.217e-48,,3.217e-48,
318.718,9.640e-47,,9.640e-47,
318.719,5.139e-46,,5.139e-46,
318.721,1.385e-44,,1.385e-44,
318.723,3.477e-43,,3.477e-43,
318.724,1.696e-42,,1.696e-42,
318.726,3.830e-41,,3.830e-41,
318.728,8.054e-40,,8.054e-40,
318.729,3.597e-39,,3.597e-39,
318.731,6.801e-38,,6.801e-38,
318.733,1.198e-36,,1.198e-36,
318.734,4.898e-36,,4.898e-36,
318.736,7.759e-35,,7.759e-35,
318.738,1.145e-33,,1.145e-33,
318.739,4.283e-33,,4.283e-33,
318.741,5.684e-32,,5.684e-32,
318.743,7.028e-31,,7.028e-31,
318.744,2.406e-30,,2.406e-30,
318.746,2.675e-29,,2.675e-29,
318.748,2.770e-28,,2.770e-28,
318.749,8.681e-28,,8.681e-28,
318.751,8.085e-27,,8.085e-27,
318.753,7.014e-26,,7.014e-26,
318.754,2.012e-25,,2.012e-25,
318.756,1.569e-24,,1.569e-24,
318.758,1.141e-23,,1.141e-23,
318.759,2.994e-23,,2.994e-23,
318.761,1.957e-22,,1.957e-22,
318.763,1.191e-21,,1.191e-21,
318.764,2.862e-21,,2.862e-21,
318.766,1.567e-20,,1.567e-20,
318.767,3.570e-20,,3.570e-20,
318.769,1.757e-19,,1.757e-19,
318.771,8.060e-19,,8.060e-19,
318.772,1.681e-18,,1.681e-18,
318.774,6.931e-18,,6.931e-18,
318.776,2.663e-17,,2.663e-17,
318.777,5.082e-17,,5.082e-17,
318.779,1.755e-16,,1.755e-16,
318.781,5.649e-16,,5.649e-16,
318.782,9.869e-16,,9.869e-16,
318.784,2.856e-15,,2.856e-15,
318.786,7.699e-15,,7.699e-15,
318.787,1.231e-14,,1.231e-14,
318.789,2.984e-14,,2.984e-14,
318.791,6.739e-14,,6.739e-14,
318.792,9.861e-14,,9.861e-14,
318.794,2.002e-13,,2.002e-13,
318.796,3.788e-13,,3.788e-13,
318.797,5.074e-13,,5.074e-13,
318.799,8.631e-13,,8.631e-13,
318.801,1.368e-12,,1.368e-12,
318.802,1.677e-12,,1.677e-12,
318.804,2.390e-12,,2.390e-12,
318.806,3.172e-12,,3.172e-12,
318.807,3.559e-12,,3.559e-12,
318.809,4.249e-12,,4.249e-12,
318.811,4.725e-12,,4.725e-12,
318.812,4.852e-12,,4.852e-12,
318.814,4.852e-12,,4.852e-12,
318.816,4.520e-12,,4.520e-12,
318.817,4.249e-12,,4.249e-12,
318.819,3.559e-12,,3.559e-12,
318.821,2.778e-12,,2.778e-12,
318.822,2.390e-12,,2.390e-12,
318.824,1.677e-12,,1.677e-12,
318.826,1.096e-12,,1.096e-12,
318.827,8.631e-13,,8.631e-13,
318.829,5.074e-13,,5.074e-13,
318.831,2.779e-13,,2.779e-13,
318.832,2.002e-13,,2.002e-13,
318.834,9.861e-14,,9.861e-14,
318.836,4.524e-14,,4.524e-14,
318.837,2.984e-14,,2.984e-14,
