Wavelength (nm),Sum(calc),Na I (4.5e-2),Na II (9.5e-1),Na III (3.4e-19)
200.32,1.382e-137,,,1.382e-137
200.322,1.078e-133,,,1.078e-133
200.323,8.903e-132,,,8.903e-132
200.325,5.309e-128,,,5.309e-128
200.327,2.646e-124,,,2.646e-124
200.328,1.747e-122,,,1.747e-122
200.33,6.654e-119,,,6.654e-119
200.332,2.119e-115,,,2.119e-115
200.333,1.118e-113,,,1.118e-113
200.335,2.721e-110,,,2.721e-110
200.337,5.534e-107,,,5.534e-107
200.338,2.334e-105,,,2.334e-105
200.34,3.628e-102,,,3.628e-102
200.342,4.715e-99,,,4.715e-99
200.343,1.589e-97,,,1.589e-97
200.345,1.578e-94,,,1.578e-94
200.347,1.310e-91,,,1.310e-91
200.348,3.530e-90,,,3.530e-90
200.35,2.240e-87,,,2.240e-87
200.352,1.188e-84,,,1.188e-84
200.353,2.558e-83,,,2.558e-83
200.355,1.037e-80,,,1.037e-80
200.357,3.512e-78,,,3.512e-78
200.358,6.045e-77,,,6.045e-77
200.36,1.565e-74,,,1.565e-74
200.362,3.388e-72,,,3.388e-72
200.363,4.660e-71,,,4.660e-71
200.365,7.708e-69,,,7.708e-69
200.367,1.066e-66,,,1.066e-66
200.368,1.172e-65,,,1.172e-65
200.37,1.238e-63,,,1.238e-63
200.372,1.094e-61,,,1.094e-61
200.373,9.611e-61,,,9.611e-61
200.375,6.488e-59,,,6.488e-59
200.377,3.661e-57,,,3.661e-57
200.378,2.572e-56,,,2.572e-56
200.38,1.109e-54,,,1.109e-54
200.382,3.998e-53,,,3.998e-53
200.383,2.244e-52,,,2.244e-52
200.385,6.183e-51,,,6.183e-51
200.387,1.424e-49,,,1.424e-49
200.388,6.389e-49,,,6.389e-49
200.39,1.124e-47,,,1.124e-47
200.392,1.654e-46,,,1.654e-46
200.393,5.933e-46,,,5.933e-46
200.395,6.670e-45,,,6.670e-45
200.397,6.269e-44,,,6.269e-44
200.398,1.797e-43,,,1.797e-43
200.4,1.291e-42,,,1.291e-42
200.402,7.750e-42,,,7.750e-42
200.403,1.776e-41,,,1.776e-41
200.405,8.147e-41,,,8.147e-41
200.407,3.125e-40,,,3.125e-40
200.408,5.722e-40,,,5.722e-40
200.41,1.677e-39,,,1.677e-39
200.412,4.110e-39,,,4.110e-39
200.413,6.016e-39,,,6.016e-39
200.415,1.126e-38,,,1.126e-38
200.417,1.763e-38,,,1.763e-38
200.418,2.063e-38,,,2.063e-38
200.42,2.468e-38,,,2.468e-38
200.422,2.468e-38,,,2.468e-38
200.423,2.307e-38,,,2.307e-38
200.425,1.763e-38,,,1.763e-38
200.427,1.126e-38,,,1.126e-38
200.428,8.418e-39,,,8.418e-39
200.43,4.110e-39,,,4.110e-39
200.432,1.677e-39,,,1.677e-39
200.433,1.002e-39,,,1.002e-39
200.435,3.125e-40,,,3.125e-40
200.437,8.147e-41,,,8.147e-41
200.438,3.889e-41,,,3.889e-41
200.44,7.750e-42,,,7.750e-42
200.442,1.291e-42,,,1.291e-42
200.443,4.925e-43,,,4.925e-43
200.445,6.269e-44,,,6.269e-44
200.447,6.670e-45,,,6.670e-45
200.448,2.034e-45,,,2.034e-45
200.45,1.654e-46,,,1.654e-46
200.452,1.124e-47,,,1.124e-47
200.453,2.741e-48,,,2.741e-48
200.455,1.424e-49,,,1.424e-49
200.457,6.183e-51,,,6.183e-51
200.458,1.205e-51,,,1.205e-51
200.46,3.998e-53,,,3.998e-53
200.462,1.109e-54,,,1.109e-54
200.463,1.727e-55,,,1.727e-55
200.465,3.661e-57,,,3.661e-57
200.467,6.488e-59,,,6.488e-59
200.468,8.076e-60,,,8.076e-60
200.47,1.849e-61,,,1.849e-61
200.472,7.264e-60,,,7.264e-60
200.473,6.660e-59,,,6.660e-59
200.475,4.897e-57,,,4.897e-57
200.477,3.010e-55,,,3.010e-55
200.478,2.206e-54,,,2.206e-54
200.48,1.037e-52,,,1.037e-52
200.482,4.073e-51,,,4.073e-51
200.483,2.387e-50,,,2.387e-50
200.485,7.168e-49,,,7.168e-49
200.487,1.800e-47,,,1.800e-47
200.488,8.432e-47,,,8.432e-47
200.49,1.618e-45,,,1.618e-45
200.492,2.597e-44,,,2.597e-44
200.493,9.728e-44,,,9.728e-44
200.495,1.193e-42,,,1.193e-42
200.497,1.224e-41,,,1.224e-41
200.498,3.665e-41,,,3.665e-41
200.5,2.873e-40,,,2.873e-40
200.502,1.883e-39,,,1.883e-39
200.503,4.509e-39,,,4.509e-39
200.505,2.259e-38,,,2.259e-38
200.507,9.464e-38,,,9.464e-38
200.508,1.811e-37,,,1.811e-37
200.51,5.800e-37,,,5.800e-37
200.512,1.553e-36,,,1.553e-36
200.513,2.376e-36,,,2.376e-36
200.515,4.863e-36,,,4.863e-36
200.517,8.322e-36,,,8.322e-36
200.518,1.018e-35,,,1.018e-35
200.52,1.332e-35,,,1.332e-35
200.522,1.456e-35,,,1.456e-35
200.523,1.424e-35,,,1.424e-35
200.525,1.191e-35,,,1.191e-35
200.527,8.322e-36,,,8.322e-36
200.528,6.506e-36,,,6.506e-36
200.53,3.476e-36,,,3.476e-36
200.532,1.553e-36,,,1.553e-36
200.533,9.706e-37,,,9.706e-37
200.535,3.315e-37,,,3.315e-37
200.537,9.466e-38,,,9.466e-38
200.538,4.732e-38,,,4.732e-38
200.54,1.047e-38,,,1.047e-38
200.542,2.421e-39,,,2.421e-39
200.543,1.693e-39,,,1.693e-39
200.545,2.622e-39,,,2.622e-39
200.547,5.646e-39,,,5.646e-39
200.548,7.884e-39,,,7.884e-39
200.55,1.348e-38,,,1.348e-38
200.552,1.929e-38,,,1.929e-38
200.553,2.157e-38,,,2.157e-38
200.555,2.359e-38,,,2.359e-38
200.557,2.157e-38,,,2.157e-38
200.558,1.929e-38,,,1.929e-38
200.56,1.348e-38,,,1.348e-38
200.562,7.880e-39,,,7.880e-39
200.563,5.633e-39,,,5.633e-39
200.565,2.517e-39,,,2.517e-39
200.567,9.405e-40,,,9.405e-40
200.568,5.375e-40,,,5.375e-40
200.57,1.535e-40,,,1.535e-40
200.572,3.667e-41,,,3.667e-41
200.573,1.676e-41,,,1.676e-41
200.575,3.059e-42,,,3.059e-42
200.577,4.670e-43,,,4.670e-43
200.578,1.706e-43,,,1.706e-43
200.58,1.991e-44,,,1.991e-44
200.582,1.943e-45,,,1.943e-45
200.583,5.676e-46,,,5.676e-46
200.585,4.235e-47,,,4.235e-47
200.587,2.641e-48,,,2.641e-48
200.588,6.169e-49,,,6.169e-49
200.59,2.942e-50,,,2.942e-50
200.592,1.173e-51,,,1.173e-51
200.593,2.190e-52,,,2.190e-52
200.595,6.675e-54,,,6.675e-54
200.597,1.701e-55,,,1.701e-55
200.598,2.540e-56,,,2.540e-56
200.6,4.949e-58,,,4.949e-58
200.602,8.062e-60,,,8.062e-60
200.603,9.622e-61,,,9.622e-61
200.605,1.198e-62,,,1.198e-62
200.607,1.248e-64,,,1.248e-64
200.608,1.191e-65,,,1.191e-65
200.61,9.481e-68,,,9.481e-68
200.612,6.311e-70,,,6.311e-70
200.613,4.815e-71,,,4.815e-71
200.615,2.450e-73,,,2.450e-73
200.617,1.043e-75,,,1.043e-75
200.618,6.359e-77,,,6.359e-77
200.62,2.069e-79,,,2.069e-79
200.622,5.626e-82,,,5.626e-82
200.623,2.744e-83,,,2.744e-83
200.625,5.705e-86,,,5.705e-86
200.627,9.919e-89,,,9.919e-89
200.628,3.867e-90,,,3.867e-90
200.63,5.140e-93,,,5.140e-93
200.632,5.712e-96,,,5.712e-96
200.633,1.781e-97,,,1.781e-97
200.635,1.513e-100,,,1.513e-100
200.637,1.075e-103,,,1.075e-103
200.638,2.678e-105,,,2.678e-105
200.64,1.455e-108,,,1.455e-108
200.642,6.605e-112,,,6.605e-112
200.643,1.316e-113,,,1.316e-113
200.645,4.569e-117,,,4.569e-117
200.647,1.326e-120,,,1.326e-120
200.648,2.113e-122,,,2.113e-122
200.65,4.688e-126,,,4.688e-126
200.652,8.698e-130,,,8.698e-130
200.653,1.108e-131,,,1.108e-131
200.655,1.572e-135,,,1.572e-135
200.745,5.363e-139,,,5.363e-139
200.747,4.405e-135,,,4.405e-135
200.748,3.734e-133,,,3.734e-133
200.75,2.346e-129,,,2.346e-129
200.752,1.233e-125,,,1.233e-125
200.753,8.364e-124,,,8.364e-124
200.755,3.364e-120,,,3.364e-120
200.757,1.132e-116,,,1.132e-116
200.758,6.141e-115,,,6.141e-115
200.76,1.581e-111,,,1.581e-111
200.762,3.404e-108,,,3.404e-108
200.763,1.478e-106,,,1.478e-106
200.765,2.435e-103,,,2.435e-103
200.767,3.356e-100,,,3.356e-100
200.768,1.165e-98,,,1.165e-98
200.77,1.229e-95,,,1.229e-95
200.772,1.084e-92,,,1.084e-92
200.773,3.012e-91,,,3.012e-91
200.775,2.033e-88,,,2.033e-88
200.777,1.148e-85,,,1.148e-85
200.778,2.551e-84,,,2.551e-84
200.78,1.102e-81,,,1.102e-81
200.782,3.983e-79,,,3.983e-79
200.783,7.082e-78,,,7.082e-78
200.785,1.958e-75,,,1.958e-75
200.787,4.530e-73,,,4.530e-73
200.788,6.444e-72,,,6.444e-72
200.79,1.141e-69,,,1.141e-69
200.792,1.689e-67,,,1.689e-67
200.793,1.922e-66,,,1.922e-66
200.795,2.177e-64,,,2.177e-64
200.797,2.063e-62,,,2.063e-62
200.798,1.878e-61,,,1.878e-61
200.8,1.362e-59,,,1.362e-59
200.802,8.259e-58,,,8.259e-58
200.803,6.016e-57,,,6.016e-57
200.805,2.792e-55,,,2.792e-55
200.807,1.084e-53,,,1.084e-53
200.808,6.315e-53,,,6.315e-53
200.81,1.876e-51,,,1.876e-51
200.812,4.661e-50,,,4.661e-50
200.813,2.173e-49,,,2.173e-49
200.815,4.131e-48,,,4.131e-48
200.817,6.569e-47,,,6.569e-47
200.818,2.450e-46,,,2.450e-46
200.82,2.981e-45,,,2.981e-45
200.822,3.035e-44,,,3.035e-44
200.823,9.055e-44,,,9.055e-44
200.825,7.052e-43,,,7.052e-43
200.827,4.594e-42,,,4.594e-42
200.828,1.097e-41,,,1.097e-41
200.83,5.467e-41,,,5.467e-41
200.832,2.280e-40,,,2.280e-40
200.833,4.354e-40,,,4.354e-40
200.835,1.389e-39,,,1.389e-39
200.837,3.707e-39,,,3.707e-39
200.838,5.664e-39,,,5.664e-39
200.84,1.157e-38,,,1.157e-38
200.842,1.976e-38,,,1.976e-38
200.843,2.415e-38,,,2.415e-38
200.845,3.157e-38,,,3.157e-38
200.847,3.451e-38,,,3.451e-38
200.848,3.375e-38,,,3.375e-38
200.85,2.823e-38,,,2.823e-38
200.852,1.976e-38,,,1.976e-38
200.853,1.546e-38,,,1.546e-38
200.855,8.276e-39,,,8.276e-39
200.857,3.707e-39,,,3.707e-39
200.858,2.320e-39,,,2.320e-39
200.86,7.952e-40,,,7.952e-40
200.862,2.280e-40,,,2.280e-40
200.863,1.142e-40,,,1.142e-40
200.865,2.504e-41,,,2.504e-41
200.867,4.594e-42,,,4.594e-42
200.868,1.841e-42,,,1.841e-42
200.87,2.584e-43,,,2.584e-43
200.872,3.035e-44,,,3.035e-44
200.873,9.726e-45,,,9.726e-45
200.875,8.739e-46,,,8.739e-46
200.877,6.569e-47,,,6.569e-47
200.878,1.684e-47,,,1.684e-47
200.88,9.687e-49,,,9.687e-49
200.882,4.661e-50,,,4.661e-50
200.883,9.561e-51,,,9.561e-51
200.885,3.519e-52,,,3.519e-52
200.887,1.084e-53,,,1.084e-53
200.888,1.779e-54,,,1.779e-54
200.89,4.190e-56,,,4.190e-56
200.892,8.259e-58,,,8.259e-58
200.893,1.084e-58,,,1.084e-58
200.895,1.635e-60,,,1.635e-60
200.897,2.063e-62,,,2.063e-62
200.898,2.167e-63,,,2.167e-63
200.9,2.091e-65,,,2.091e-65
200.902,1.689e-67,,,1.689e-67
200.903,1.419e-68,,,1.419e-68
200.905,8.766e-71,,,8.766e-71
200.907,4.530e-73,,,4.530e-73
200.908,3.046e-74,,,3.046e-74
200.91,1.204e-76,,,1.204e-76
200.912,3.983e-79,,,3.983e-79
200.913,2.143e-80,,,2.143e-80
200.915,5.422e-83,,,5.422e-83
200.917,1.148e-85,,,1.148e-85
200.918,4.940e-87,,,4.940e-87
200.92,8.001e-90,,,8.001e-90
200.922,1.084e-92,,,1.084e-92
200.923,3.732e-94,,,3.732e-94
200.925,3.869e-97,,,3.869e-97
200.927,3.356e-100,,,3.356e-100
200.928,9.243e-102,,,9.243e-102
200.93,6.133e-105,,,6.133e-105
200.932,3.404e-108,,,3.404e-108
200.933,7.502e-110,,,7.502e-110
200.935,3.186e-113,,,3.186e-113
200.937,1.132e-116,,,1.132e-116
200.938,1.995e-118,,,1.995e-118
200.94,5.424e-122,,,5.424e-122
200.942,1.233e-125,,,1.233e-125
200.943,1.740e-127,,,1.740e-127
200.945,3.027e-131,,,3.027e-131
200.947,4.405e-135,,,4.405e-135
200.948,4.970e-137,,,4.970e-137
201.085,7.209e-136,,,7.209e-136
201.086,6.293e-134,,,6.293e-134
201.088,4.197e-130,,,4.197e-130
201.09,2.343e-126,,,2.343e-126
201.091,1.637e-124,,,1.637e-124
201.093,7.000e-121,,,7.000e-121
201.095,2.505e-117,,,2.505e-117
201.096,1.402e-115,,,1.402e-115
201.098,3.841e-112,,,3.841e-112
201.1,8.809e-109,,,8.809e-109
201.101,3.947e-107,,,3.947e-107
201.103,6.932e-104,,,6.932e-104
201.105,1.019e-100,,,1.019e-100
201.106,3.656e-99,,,3.656e-99
201.108,4.117e-96,,,4.117e-96
201.11,3.880e-93,,,3.880e-93
201.111,1.114e-91,,,1.114e-91
201.113,8.042e-89,,,8.042e-89
201.115,4.858e-86,,,4.858e-86
201.116,1.117e-84,,,1.117e-84
201.118,5.168e-82,,,5.168e-82
201.12,2.001e-79,,,2.001e-79
201.121,3.684e-78,,,3.684e-78
201.123,1.093e-75,,,1.093e-75
201.125,2.712e-73,,,2.712e-73
201.126,3.998e-72,,,3.998e-72
201.128,7.600e-70,,,7.600e-70
201.13,1.209e-67,,,1.209e-67
201.131,1.427e-66,,,1.427e-66
201.133,1.739e-64,,,1.739e-64
201.135,1.774e-62,,,1.774e-62
201.136,1.676e-61,,,1.676e-61
201.138,1.309e-59,,,1.309e-59
201.14,8.558e-58,,,8.558e-58
201.141,6.473e-57,,,6.473e-57
201.143,3.241e-55,,,3.241e-55
201.145,1.358e-53,,,1.358e-53
201.146,8.227e-53,,,8.227e-53
201.148,2.640e-51,,,2.640e-51
201.15,7.094e-50,,,7.094e-50
201.151,3.439e-49,,,3.439e-49
201.153,7.076e-48,,,7.076e-48
201.155,1.219e-46,,,1.219e-46
201.156,4.731e-46,,,4.731e-46
201.158,6.239e-45,,,6.239e-45
201.16,6.887e-44,,,6.887e-44
201.161,2.140e-43,,,2.140e-43
201.163,1.809e-42,,,1.809e-42
201.165,1.280e-41,,,1.280e-41
201.166,3.186e-41,,,3.186e-41
201.168,1.727e-40,,,1.727e-40
201.17,7.831e-40,,,7.831e-40
201.171,1.560e-39,,,1.560e-39
201.173,5.420e-39,,,5.420e-39
201.175,1.576e-38,,,1.576e-38
201.176,2.514e-38,,,2.514e-38
201.178,5.597e-38,,,5.597e-38
201.18,1.043e-37,,,1.043e-37
201.181,1.332e-37,,,1.332e-37
201.183,1.901e-37,,,1.901e-37
201.185,2.271e-37,,,2.271e-37
201.186,2.323e-37,,,2.323e-37
201.188,2.125e-37,,,2.125e-37
201.19,1.627e-37,,,1.627e-37
201.191,1.332e-37,,,1.332e-37
201.193,7.812e-38,,,7.812e-38
201.195,3.835e-38,,,3.835e-38
201.196,2.514e-38,,,2.514e-38
201.198,9.449e-39,,,9.449e-39
201.2,2.973e-39,,,2.973e-39
201.201,1.560e-39,,,1.560e-39
201.203,3.760e-40,,,3.760e-40
201.205,7.584e-41,,,7.584e-41
201.206,3.186e-41,,,3.186e-41
201.208,4.922e-42,,,4.922e-42
201.21,6.363e-43,,,6.363e-43
201.211,2.140e-43,,,2.140e-43
201.213,2.119e-44,,,2.119e-44
201.215,1.757e-45,,,1.757e-45
201.216,4.731e-46,,,4.731e-46
201.218,3.003e-47,,,3.003e-47
201.22,1.595e-48,,,1.595e-48
201.221,3.439e-49,,,3.439e-49
201.223,1.399e-50,,,1.399e-50
201.225,4.765e-52,,,4.765e-52
201.226,8.227e-53,,,8.227e-53
201.228,2.145e-54,,,2.145e-54
201.23,4.683e-56,,,4.683e-56
201.231,6.473e-57,,,6.473e-57
201.233,1.082e-58,,,1.082e-58
201.235,1.514e-60,,,1.514e-60
201.236,1.676e-61,,,1.676e-61
201.238,1.796e-63,,,1.796e-63
201.24,1.611e-65,,,1.611e-65
201.241,1.427e-66,,,1.427e-66
201.243,9.802e-69,,,9.802e-69
201.245,5.636e-71,,,5.636e-71
201.246,3.998e-72,,,3.998e-72
201.248,1.760e-74,,,1.760e-74
201.25,6.487e-77,,,6.487e-77
201.251,3.684e-78,,,3.684e-78
201.253,1.040e-80,,,1.040e-80
201.255,2.457e-83,,,2.457e-83
201.256,1.117e-84,,,1.117e-84
201.258,2.021e-87,,,2.021e-87
201.26,3.061e-90,,,3.061e-90
201.261,1.114e-91,,,1.114e-91
201.263,1.292e-94,,,1.292e-94
201.265,1.254e-97,,,1.254e-97
201.266,3.656e-99,,,3.656e-99
201.268,2.718e-102,,,2.718e-102
201.27,1.691e-105,,,1.691e-105
201.271,3.947e-107,,,3.947e-107
201.273,1.881e-110,,,1.881e-110
201.275,7.502e-114,,,7.502e-114
201.276,1.402e-115,,,1.402e-115
201.278,4.281e-119,,,4.281e-119
201.28,1.095e-122,,,1.095e-122
201.281,1.637e-124,,,1.637e-124
201.283,3.206e-128,,,3.206e-128
201.285,5.255e-132,,,5.255e-132
201.286,6.293e-134,,,6.293e-134
201.315,8.250e-140,,,8.250e-140
201.316,7.452e-138,,,7.452e-138
201.318,5.323e-134,,,5.323e-134
201.32,3.183e-130,,,3.183e-130
201.321,2.303e-128,,,2.303e-128
201.323,1.056e-124,,,1.056e-124
201.325,4.052e-121,,,4.052e-121
201.326,2.348e-119,,,2.348e-119
201.328,6.906e-116,,,6.906e-116
201.33,1.701e-112,,,1.701e-112
201.331,7.896e-111,,,7.896e-111
201.333,1.490e-107,,,1.490e-107
201.335,2.354e-104,,,2.354e-104
201.336,8.756e-103,,,8.756e-103
201.338,1.060e-99,,,1.060e-99
201.34,1.075e-96,,,1.075e-96
201.341,3.203e-95,,,3.203e-95
201.343,2.488e-92,,,2.488e-92
201.345,1.619e-89,,,1.619e-89
201.346,3.863e-88,,,3.863e-88
201.348,1.926e-85,,,1.926e-85
201.35,8.040e-83,,,8.040e-83
201.351,1.537e-81,,,1.537e-81
201.353,4.917e-79,,,4.917e-79
201.355,1.317e-76,,,1.317e-76
201.356,2.017e-75,,,2.017e-75
201.358,4.140e-73,,,4.140e-73
201.36,7.116e-71,,,7.116e-71
201.361,8.728e-70,,,8.728e-70
201.363,1.150e-67,,,1.150e-67
201.365,1.268e-65,,,1.268e-65
201.366,1.246e-64,,,1.246e-64
201.368,1.053e-62,,,1.053e-62
201.37,7.451e-61,,,7.451e-61
201.371,5.865e-60,,,5.865e-60
201.373,3.180e-58,,,3.180e-58
201.375,1.444e-56,,,1.444e-56
201.376,9.106e-56,,,9.106e-56
201.378,3.168e-54,,,3.168e-54
201.38,9.232e-53,,,9.232e-53
201.381,4.663e-52,,,4.663e-52
201.383,1.041e-50,,,1.041e-50
201.385,1.947e-49,,,1.947e-49
201.386,7.875e-49,,,7.875e-49
201.388,1.128e-47,,,1.128e-47
201.39,1.354e-46,,,1.354e-46
201.391,4.386e-46,,,4.386e-46
201.393,4.033e-45,,,4.033e-45
201.395,3.104e-44,,,3.104e-44
201.396,8.058e-44,,,8.058e-44
201.398,4.754e-43,,,4.754e-43
201.4,2.348e-42,,,2.348e-42
201.401,4.883e-42,,,4.883e-42
201.403,1.848e-41,,,1.848e-41
201.405,5.858e-41,,,5.858e-41
201.406,9.757e-41,,,9.757e-41
201.408,2.370e-40,,,2.370e-40
201.41,4.820e-40,,,4.820e-40
201.411,6.431e-40,,,6.431e-40
201.413,1.002e-39,,,1.002e-39
201.415,1.308e-39,,,1.308e-39
201.416,1.398e-39,,,1.398e-39
201.418,1.398e-39,,,1.398e-39
201.42,1.171e-39,,,1.171e-39
201.421,1.002e-39,,,1.002e-39
201.423,6.431e-40,,,6.431e-40
201.425,3.455e-40,,,3.455e-40
201.426,2.370e-40,,,2.370e-40
201.428,9.757e-41,,,9.757e-41
201.43,3.364e-41,,,3.364e-41
201.431,1.848e-41,,,1.848e-41
201.433,4.883e-42,,,4.883e-42
201.435,1.080e-42,,,1.080e-42
201.436,4.754e-43,,,4.754e-43
201.438,8.058e-44,,,8.058e-44
201.44,1.144e-44,,,1.144e-44
201.441,4.033e-45,,,4.033e-45
201.443,4.386e-46,,,4.386e-46
201.445,3.996e-47,,,3.996e-47
201.446,1.128e-47,,,1.128e-47
201.448,7.875e-49,,,7.875e-49
201.45,4.603e-50,,,4.603e-50
201.451,1.041e-50,,,1.041e-50
201.453,4.663e-52,,,4.663e-52
201.455,1.749e-53,,,1.749e-53
201.456,3.168e-54,,,3.168e-54
201.458,9.106e-56,,,9.106e-56
201.46,2.191e-57,,,2.191e-57
201.461,3.180e-58,,,3.180e-58
201.463,5.865e-60,,,5.865e-60
201.465,9.056e-62,,,9.056e-62
201.466,1.053e-62,,,1.053e-62
201.468,1.246e-64,,,1.246e-64
201.47,1.234e-66,,,1.234e-66
201.471,1.150e-67,,,1.150e-67
201.473,8.728e-70,,,8.728e-70
201.475,5.549e-72,,,5.549e-72
201.476,4.140e-73,,,4.140e-73
201.478,2.017e-75,,,2.017e-75
201.48,8.228e-78,,,8.228e-78
201.481,4.917e-79,,,4.917e-79
201.483,1.537e-81,,,1.537e-81
201.485,4.023e-84,,,4.023e-84
201.486,1.926e-85,,,1.926e-85
201.488,3.863e-88,,,3.863e-88
201.49,6.489e-91,,,6.489e-91
201.491,2.488e-92,,,2.488e-92
201.493,3.203e-95,,,3.203e-95
201.495,3.452e-98,,,3.452e-98
201.496,1.060e-99,,,1.060e-99
201.498,8.756e-103,,,8.756e-103
201.5,6.056e-106,,,6.056e-106
201.501,1.490e-107,,,1.490e-107
201.503,7.896e-111,,,7.896e-111
201.505,3.504e-114,,,3.504e-114
201.506,6.906e-116,,,6.906e-116
201.508,2.348e-119,,,2.348e-119
201.51,6.687e-123,,,6.687e-123
201.511,1.056e-124,,,1.056e-124
201.513,2.303e-128,,,2.303e-128
201.515,4.209e-132,,,4.209e-132
201.516,5.323e-134,,,5.323e-134
201.518,7.452e-138,,,7.452e-138
201.601,2.096e-137,,,2.096e-137
201.603,1.460e-133,,,1.460e-133
201.605,8.521e-130,,,8.521e-130
201.606,6.092e-128,,,6.092e-128
201.608,2.726e-124,,,2.726e-124
201.61,1.022e-120,,,1.022e-120
201.611,5.856e-119,,,5.856e-119
201.613,1.684e-115,,,1.684e-115
201.615,4.056e-112,,,4.056e-112
201.616,1.863e-110,,,1.863e-110
201.618,3.441e-107,,,3.441e-107
201.62,5.325e-104,,,5.325e-104
201.621,1.960e-102,,,1.960e-102
201.623,2.326e-99,,,2.326e-99
201.625,2.313e-96,,,2.313e-96
201.626,6.825e-95,,,6.825e-95
201.628,5.204e-92,,,5.204e-92
201.63,3.324e-89,,,3.324e-89
201.631,7.862e-88,,,7.862e-88
201.633,3.851e-85,,,3.851e-85
201.635,1.580e-82,,,1.580e-82
201.636,2.996e-81,,,2.996e-81
201.638,9.429e-79,,,9.429e-79
201.64,2.486e-76,,,2.486e-76
201.641,3.778e-75,,,3.778e-75
201.643,7.639e-73,,,7.639e-73
201.645,1.294e-70,,,1.294e-70
201.646,1.576e-69,,,1.576e-69
201.648,2.047e-67,,,2.047e-67
201.65,2.228e-65,,,2.228e-65
201.651,2.175e-64,,,2.175e-64
201.653,1.815e-62,,,1.815e-62
201.655,1.269e-60,,,1.269e-60
201.656,9.933e-60,,,9.933e-60
201.658,5.326e-58,,,5.326e-58
201.66,2.393e-56,,,2.393e-56
201.661,1.501e-55,,,1.501e-55
201.663,5.170e-54,,,5.170e-54
201.665,1.492e-52,,,1.492e-52
201.666,7.501e-52,,,7.501e-52
201.668,1.660e-50,,,1.660e-50
201.67,3.078e-49,,,3.078e-49
201.671,1.241e-48,,,1.241e-48
201.673,1.764e-47,,,1.764e-47
201.675,2.101e-46,,,2.101e-46
201.676,6.787e-46,,,6.787e-46
201.678,6.201e-45,,,6.201e-45
201.68,4.746e-44,,,4.746e-44
201.681,1.229e-43,,,1.229e-43
201.683,7.211e-43,,,7.211e-43
201.685,3.546e-42,,,3.546e-42
201.686,7.359e-42,,,7.359e-42
201.688,2.775e-41,,,2.775e-41
201.69,8.766e-41,,,8.766e-41
201.691,1.458e-40,,,1.458e-40
201.693,3.533e-40,,,3.533e-40
201.695,7.170e-40,,,7.170e-40
201.696,9.559e-40,,,9.559e-40
201.698,1.488e-39,,,1.488e-39
201.7,1.940e-39,,,1.940e-39
201.701,2.073e-39,,,2.073e-39
201.703,2.073e-39,,,2.073e-39
201.705,1.737e-39,,,1.737e-39
201.706,1.488e-39,,,1.488e-39
201.708,9.561e-40,,,9.561e-40
201.71,5.154e-40,,,5.154e-40
201.711,3.549e-40,,,3.549e-40
201.713,1.510e-40,,,1.510e-40
201.715,6.423e-41,,,6.423e-41
201.716,4.876e-41,,,4.876e-41
201.718,5.000e-41,,,5.000e-41
201.72,7.414e-41,,,7.414e-41
201.721,8.920e-41,,,8.920e-41
201.723,1.155e-40,,,1.155e-40
201.725,1.261e-40,,,1.261e-40
201.726,1.233e-40,,,1.233e-40
201.728,1.033e-40,,,1.033e-40
201.73,7.251e-41,,,7.251e-41
201.731,5.685e-41,,,5.685e-41
201.733,3.060e-41,,,3.060e-41
201.735,1.380e-41,,,1.380e-41
201.736,8.675e-42,,,8.675e-42
201.738,3.001e-42,,,3.001e-42
201.74,8.696e-43,,,8.696e-43
201.741,4.381e-43,,,4.381e-43
201.743,9.737e-44,,,9.737e-44
201.745,1.813e-44,,,1.813e-44
201.746,7.321e-45,,,7.321e-45
201.748,1.046e-45,,,1.046e-45
201.75,1.251e-46,,,1.251e-46
201.751,4.049e-47,,,4.049e-47
201.753,3.715e-48,,,3.715e-48
201.755,2.856e-49,,,2.856e-49
201.756,7.411e-50,,,7.411e-50
201.758,4.369e-51,,,4.369e-51
201.76,2.158e-52,,,2.158e-52
201.761,4.489e-53,,,4.489e-53
201.763,1.700e-54,,,1.700e-54
201.765,5.396e-56,,,5.396e-56
201.766,8.997e-57,,,8.997e-57
201.768,2.190e-58,,,2.190e-58
201.77,4.465e-60,,,4.465e-60
201.771,5.967e-61,,,5.967e-61
201.773,9.333e-63,,,9.333e-63
201.775,1.223e-64,,,1.223e-64
201.776,1.310e-65,,,1.310e-65
201.778,1.316e-67,,,1.316e-67
201.78,1.108e-69,,,1.108e-69
201.781,9.515e-71,,,9.515e-71
201.783,6.144e-73,,,6.144e-73
201.785,3.323e-75,,,3.323e-75
201.786,2.287e-76,,,2.287e-76
201.788,9.490e-79,,,9.490e-79
201.79,3.298e-81,,,3.298e-81
201.791,1.820e-82,,,1.820e-82
201.793,4.851e-85,,,4.851e-85
201.795,1.083e-87,,,1.083e-87
201.796,4.791e-89,,,4.791e-89
201.798,8.205e-92,,,8.205e-92
201.8,1.177e-94,,,1.177e-94
201.801,4.174e-96,,,4.174e-96
201.803,4.593e-99,,,4.593e-99
201.805,4.235e-102,,,4.235e-102
201.806,1.203e-103,,,1.203e-103
201.808,8.509e-107,,,8.509e-107
201.81,5.041e-110,,,5.041e-110
201.811,1.148e-111,,,1.148e-111
