Wavelength (nm),Sum(calc),Zn I (3.9e-1),Zn II (6.1e-1)
758.26,1.184e-24,,1.184e-24
758.265,3.284e-24,,3.284e-24
758.271,1.104e-23,,1.104e-23
758.276,3.006e-23,,3.006e-23
758.281,8.109e-23,,8.109e-23
758.286,2.169e-22,,2.169e-22
758.291,5.750e-22,,5.750e-22
758.296,1.511e-21,,1.511e-21
758.301,3.938e-21,,3.938e-21
758.306,1.017e-20,,1.017e-20
758.311,2.605e-20,,2.605e-20
758.316,6.614e-20,,6.614e-20
758.321,1.665e-19,,1.665e-19
758.326,4.153e-19,,4.153e-19
758.331,1.027e-18,,1.027e-18
758.336,2.519e-18,,2.519e-18
758.341,6.123e-18,,6.123e-18
758.346,1.476e-17,,1.476e-17
758.351,3.525e-17,,3.525e-17
758.356,8.349e-17,,8.349e-17
758.361,1.960e-16,,1.960e-16
758.366,4.562e-16,,4.562e-16
758.371,1.053e-15,,1.053e-15
758.376,2.408e-15,,2.408e-15
758.381,5.461e-15,,5.461e-15
758.386,1.228e-14,,1.228e-14
758.391,2.736e-14,,2.736e-14
758.396,6.046e-14,,6.046e-14
758.401,1.324e-13,,1.324e-13
758.406,2.875e-13,,2.875e-13
758.411,6.190e-13,,6.190e-13
758.416,1.321e-12,,1.321e-12
758.421,2.794e-12,,2.794e-12
758.426,5.861e-12,,5.861e-12
758.431,1.219e-11,,1.219e-11
758.436,2.512e-11,,2.512e-11
758.441,5.132e-11,,5.132e-11
758.446,1.040e-10,,1.040e-10
758.451,2.088e-10,,2.088e-10
758.456,4.156e-10,,4.156e-10
758.461,8.203e-10,,8.203e-10
758.466,1.605e-9,,1.605e-9
758.471,3.113e-9,,3.113e-9
758.476,5.986e-9,,5.986e-9
758.481,1.141e-8,,1.141e-8
758.486,2.156e-8,,2.156e-8
758.491,4.039e-8,,4.039e-8
758.496,7.502e-8,,7.502e-8
758.501,1.381e-7,,1.381e-7
758.507,2.841e-7,,2.841e-7
758.512,5.131e-7,,5.131e-7
758.517,9.188e-7,,9.188e-7
758.522,1.631e-6,,1.631e-6
758.527,2.871e-6,,2.871e-6
758.532,5.008e-6,,5.008e-6
758.537,8.662e-6,,8.662e-6
758.542,1.485e-5,,1.485e-5
758.547,2.525e-5,,2.525e-5
758.552,4.254e-5,,4.254e-5
758.557,7.107e-5,,7.107e-5
758.562,1.177e-4,,1.177e-4
758.567,1.932e-4,,1.932e-4
758.572,3.145e-4,,3.145e-4
758.577,5.075e-4,,5.075e-4
758.582,8.118e-4,,8.118e-4
758.587,1.287e-3,,1.287e-3
758.592,2.024e-3,,2.024e-3
758.597,3.154e-3,,3.154e-3
758.602,4.872e-3,,4.872e-3
758.607,7.462e-3,,7.462e-3
758.612,1.133e-2,,1.133e-2
758.617,1.706e-2,,1.706e-2
758.622,2.545e-2,,2.545e-2
758.627,3.765e-2,,3.765e-2
758.632,5.522e-2,,5.522e-2
758.637,8.028e-2,,8.028e-2
758.642,1.157e-1,,1.157e-1
758.647,1.653e-1,,1.653e-1
758.652,2.342e-1,,2.342e-1
758.657,3.288e-1,,3.288e-1
758.662,4.578e-1,,4.578e-1
758.667,6.318e-1,,6.318e-1
758.672,8.643e-1,,8.643e-1
758.677,1.172e+0,,1.172e+0
758.682,1.576e+0,,1.576e+0
758.687,2.101e+0,,2.101e+0
758.692,2.776e+0,,2.776e+0
758.697,3.637e+0,,3.637e+0
758.702,4.724e+0,,4.724e+0
758.707,6.081e+0,,6.081e+0
758.712,7.762e+0,,7.762e+0
758.717,9.821e+0,,9.821e+0
758.722,1.232e+1,,1.232e+1
758.727,1.532e+1,,1.532e+1
758.732,1.888e+1,,1.888e+1
758.737,2.308e+1,,2.308e+1
758.743,2.902e+1,,2.902e+1
758.748,3.480e+1,,3.480e+1
758.753,4.136e+1,,4.136e+1
758.758,4.874e+1,,4.874e+1
758.763,5.694e+1,,5.694e+1
758.768,6.593e+1,,6.593e+1
758.773,7.569e+1,,7.569e+1
758.778,8.615e+1,,8.615e+1
758.783,9.720e+1,,9.720e+1
758.788,1.087e+2,,1.087e+2
758.793,1.206e+2,,1.206e+2
758.798,1.325e+2,,1.325e+2
758.803,1.444e+2,,1.444e+2
758.808,1.560e+2,,1.560e+2
758.813,1.671e+2,,1.671e+2
758.818,1.774e+2,,1.774e+2
758.823,1.867e+2,,1.867e+2
758.828,1.949e+2,,1.949e+2
758.833,2.016e+2,,2.016e+2
758.838,2.067e+2,,2.067e+2
758.843,2.101e+2,,2.101e+2
758.848,2.118e+2,,2.118e+2
758.853,2.116e+2,,2.116e+2
758.858,2.096e+2,,2.096e+2
758.863,2.058e+2,,2.058e+2
758.868,2.003e+2,,2.003e+2
758.873,1.933e+2,,1.933e+2
758.878,1.850e+2,,1.850e+2
758.883,1.754e+2,,1.754e+2
758.888,1.649e+2,,1.649e+2
758.893,1.537e+2,,1.537e+2
758.898,1.421e+2,,1.421e+2
758.903,1.301e+2,,1.301e+2
758.908,1.182e+2,,1.182e+2
758.913,1.064e+2,,1.064e+2
758.918,9.495e+1,,9.495e+1
758.923,8.401e+1,,8.401e+1
758.928,7.368e+1,,7.368e+1
758.933,6.407e+1,,6.407e+1
758.938,5.523e+1,,5.523e+1
758.943,4.720e+1,,4.720e+1
758.948,3.999e+1,,3.999e+1
758.953,3.358e+1,,3.358e+1
758.958,2.796e+1,,2.796e+1
758.963,2.308e+1,,2.308e+1
758.968,1.888e+1,,1.888e+1
758.973,1.532e+1,,1.532e+1
758.979,1.178e+1,,1.178e+1
758.984,9.376e+0,,9.376e+0
758.989,7.397e+0,,7.397e+0
758.994,5.786e+0,,5.786e+0
758.999,4.486e+0,,4.486e+0
759.004,3.448e+0,,3.448e+0
759.009,2.628e+0,,2.628e+0
759.014,1.985e+0,,1.985e+0
759.019,1.487e+0,,1.487e+0
759.024,1.104e+0,,1.104e+0
759.029,8.124e-1,,8.124e-1
759.034,5.928e-1,,5.928e-1
759.039,4.288e-1,,4.288e-1
759.044,3.075e-1,,3.075e-1
759.049,2.186e-1,,2.186e-1
759.054,1.540e-1,,1.540e-1
759.059,1.076e-1,,1.076e-1
759.064,7.454e-2,,7.454e-2
759.069,5.118e-2,,5.118e-2
759.074,3.484e-2,,3.484e-2
759.079,2.351e-2,,2.351e-2
759.084,1.573e-2,,1.573e-2
759.089,1.043e-2,,1.043e-2
759.094,6.857e-3,,6.857e-3
759.099,4.469e-3,,4.469e-3
759.104,2.888e-3,,2.888e-3
759.109,1.850e-3,,1.850e-3
759.114,1.175e-3,,1.175e-3
759.119,7.395e-4,,7.395e-4
759.124,4.615e-4,,4.615e-4
759.129,2.855e-4,,2.855e-4
759.134,1.751e-4,,1.751e-4
759.139,1.065e-4,,1.065e-4
759.144,6.418e-5,,6.418e-5
759.149,3.835e-5,,3.835e-5
759.154,2.272e-5,,2.272e-5
759.159,1.334e-5,,1.334e-5
759.164,7.769e-6,,7.769e-6
759.169,4.484e-6,,4.484e-6
759.174,2.566e-6,,2.566e-6
759.179,1.455e-6,,1.455e-6
759.184,8.183e-7,,8.183e-7
759.189,4.562e-7,,4.562e-7
759.194,2.521e-7,,2.521e-7
759.199,1.381e-7,,1.381e-7
759.204,7.502e-8,,7.502e-8
759.209,4.039e-8,,4.039e-8
759.215,1.900e-8,,1.900e-8
759.22,1.004e-8,,1.004e-8
759.225,5.256e-9,,5.256e-9
759.23,2.728e-9,,2.728e-9
759.235,1.404e-9,,1.404e-9
759.24,7.165e-10,,7.165e-10
759.245,3.624e-10,,3.624e-10
759.25,1.817e-10,,1.817e-10
759.255,9.033e-11,,9.033e-11
759.26,4.452e-11,,4.452e-11
759.265,2.175e-11,,2.175e-11
759.27,1.053e-11,,1.053e-11
759.275,5.057e-12,,5.057e-12
759.28,2.407e-12,,2.407e-12
759.285,1.136e-12,,1.136e-12
759.29,5.313e-13,,5.313e-13
759.295,2.464e-13,,2.464e-13
759.3,1.133e-13,,1.133e-13
759.305,5.163e-14,,5.163e-14
759.31,2.333e-14,,2.333e-14
759.315,1.045e-14,,1.045e-14
759.32,4.640e-15,,4.640e-15
759.325,2.042e-15,,2.042e-15
759.33,8.913e-16,,8.913e-16
759.335,3.856e-16,,3.856e-16
759.34,1.654e-16,,1.654e-16
759.345,7.031e-17,,7.031e-17
759.35,2.964e-17,,2.964e-17
759.355,1.238e-17,,1.238e-17
759.36,5.130e-18,,5.130e-18
759.365,2.107e-18,,2.107e-18
759.37,8.576e-19,,8.576e-19
759.375,3.461e-19,,3.461e-19
759.38,1.385e-19,,1.385e-19
759.385,5.493e-20,,5.493e-20
759.39,2.160e-20,,2.160e-20
759.395,8.420e-21,,8.420e-21
759.4,3.254e-21,,3.254e-21
759.405,1.247e-21,,1.247e-21
759.41,4.734e-22,,4.734e-22
759.415,1.783e-22,,1.783e-22
759.42,6.654e-23,,6.654e-23
759.425,2.462e-23,,2.462e-23
759.43,9.031e-24,,9.031e-24
759.435,3.284e-24,,3.284e-24
759.44,1.184e-24,,1.184e-24
759.445,4.232e-25,,4.232e-25
759.451,1.217e-25,,1.217e-25
759.456,4.268e-26,,4.268e-26
759.461,1.483e-26,,1.483e-26
759.466,5.112e-27,,5.112e-27
759.471,1.746e-27,,1.746e-27
759.476,5.914e-28,,5.914e-28
759.481,1.986e-28,,1.986e-28
760.646,7.432e-30,,7.432e-30
760.651,2.210e-29,,2.210e-29
760.656,6.513e-29,,6.513e-29
760.661,1.903e-28,,1.903e-28
760.666,5.515e-28,,5.515e-28
760.671,1.584e-27,,1.584e-27
760.676,4.511e-27,,4.511e-27
760.681,1.273e-26,,1.273e-26
760.686,3.564e-26,,3.564e-26
760.691,9.891e-26,,9.891e-26
760.696,2.721e-25,,2.721e-25
760.701,7.422e-25,,7.422e-25
760.706,2.007e-24,,2.007e-24
760.711,5.380e-24,,5.380e-24
760.716,1.430e-23,,1.430e-23
760.721,3.768e-23,,3.768e-23
760.726,9.842e-23,,9.842e-23
760.731,2.549e-22,,2.549e-22
760.736,6.545e-22,,6.545e-22
760.741,1.666e-21,,1.666e-21
760.746,4.205e-21,,4.205e-21
760.751,1.052e-20,,1.052e-20
760.756,2.609e-20,,2.609e-20
760.761,6.417e-20,,6.417e-20
760.766,1.565e-19,,1.565e-19
760.771,3.782e-19,,3.782e-19
760.776,9.063e-19,,9.063e-19
760.781,2.153e-18,,2.153e-18
760.786,5.071e-18,,5.071e-18
760.791,1.184e-17,,1.184e-17
760.796,2.742e-17,,2.742e-17
760.801,6.293e-17,,6.293e-17
760.806,1.432e-16,,1.432e-16
760.811,3.230e-16,,3.230e-16
760.816,7.224e-16,,7.224e-16
760.821,1.602e-15,,1.602e-15
760.826,3.521e-15,,3.521e-15
760.831,7.675e-15,,7.675e-15
760.836,1.658e-14,,1.658e-14
760.841,3.552e-14,,3.552e-14
760.846,7.544e-14,,7.544e-14
760.851,1.588e-13,,1.588e-13
760.856,3.316e-13,,3.316e-13
760.862,7.928e-13,,7.928e-13
760.867,1.624e-12,,1.624e-12
760.872,3.297e-12,,3.297e-12
760.877,6.637e-12,,6.637e-12
760.882,1.325e-11,,1.325e-11
760.887,2.621e-11,,2.621e-11
760.892,5.142e-11,,5.142e-11
760.897,1.000e-10,,1.000e-10
760.902,1.928e-10,,1.928e-10
760.907,3.686e-10,,3.686e-10
760.912,6.985e-10,,6.985e-10
760.917,1.312e-9,,1.312e-9
760.922,2.445e-9,,2.445e-9
760.927,4.514e-9,,4.514e-9
760.932,8.265e-9,,8.265e-9
760.937,1.500e-8,,1.500e-8
760.942,2.700e-8,,2.700e-8
760.947,4.817e-8,,4.817e-8
760.952,8.519e-8,,8.519e-8
760.957,1.494e-7,,1.494e-7
760.962,2.597e-7,,2.597e-7
760.967,4.476e-7,,4.476e-7
760.972,7.649e-7,,7.649e-7
760.977,1.296e-6,,1.296e-6
760.982,2.176e-6,,2.176e-6
760.987,3.624e-6,,3.624e-6
760.992,5.982e-6,,5.982e-6
760.997,9.790e-6,,9.790e-6
761.002,1.589e-5,,1.589e-5
761.007,2.555e-5,,2.555e-5
761.012,4.075e-5,,4.075e-5
761.017,6.443e-5,,6.443e-5
761.022,1.010e-4,,1.010e-4
761.027,1.570e-4,,1.570e-4
761.032,2.418e-4,,2.418e-4
761.037,3.694e-4,,3.694e-4
761.042,5.594e-4,,5.594e-4
761.047,8.398e-4,,8.398e-4
761.052,1.250e-3,,1.250e-3
761.057,1.844e-3,,1.844e-3
761.062,2.698e-3,,2.698e-3
761.067,3.914e-3,,3.914e-3
761.072,5.628e-3,,5.628e-3
761.077,8.023e-3,,8.023e-3
761.082,1.134e-2,,1.134e-2
761.087,1.589e-2,,1.589e-2
761.092,2.207e-2,,2.207e-2
761.098,3.237e-2,,3.237e-2
761.103,4.413e-2,,4.413e-2
761.108,5.963e-2,,5.963e-2
761.113,7.989e-2,,7.989e-2
761.118,1.061e-1,,1.061e-1
761.123,1.397e-1,,1.397e-1
761.128,1.824e-1,,1.824e-1
761.133,2.361e-1,,2.361e-1
761.138,3.030e-1,,3.030e-1
761.143,3.854e-1,,3.854e-1
761.148,4.861e-1,,4.861e-1
761.153,6.078e-1,,6.078e-1
761.158,7.534e-1,,7.534e-1
761.163,9.260e-1,,9.260e-1
761.168,1.128e+0,,1.128e+0
761.173,1.363e+0,,1.363e+0
761.178,1.632e+0,,1.632e+0
761.183,1.938e+0,,1.938e+0
761.188,2.281e+0,,2.281e+0
761.193,2.662e+0,,2.662e+0
761.198,3.080e+0,,3.080e+0
761.203,3.533e+0,,3.533e+0
761.208,4.017e+0,,4.017e+0
761.213,4.529e+0,,4.529e+0
761.218,5.062e+0,,5.062e+0
761.223,5.610e+0,,5.610e+0
761.228,6.163e+0,,6.163e+0
761.233,6.712e+0,,6.712e+0
761.238,7.248e+0,,7.248e+0
761.243,7.759e+0,,7.759e+0
761.248,8.235e+0,,8.235e+0
761.253,8.665e+0,,8.665e+0
761.258,9.039e+0,,9.039e+0
761.263,9.349e+0,,9.349e+0
761.268,9.586e+0,,9.586e+0
761.273,9.744e+0,,9.744e+0
761.278,9.820e+0,,9.820e+0
761.283,9.812e+0,,9.812e+0
761.288,9.719e+0,,9.719e+0
761.293,9.544e+0,,9.544e+0
761.298,9.292e+0,,9.292e+0
761.303,8.970e+0,,8.970e+0
761.308,8.583e+0,,8.583e+0
761.313,8.143e+0,,8.143e+0
761.318,7.660e+0,,7.660e+0
761.323,7.143e+0,,7.143e+0
761.328,6.603e+0,,6.603e+0
761.334,5.941e+0,,5.941e+0
761.339,5.390e+0,,5.390e+0
761.344,4.847e+0,,4.847e+0
761.349,4.322e+0,,4.322e+0
761.354,3.820e+0,,3.820e+0
761.359,3.348e+0,,3.348e+0
761.364,2.908e+0,,2.908e+0
761.369,2.505e+0,,2.505e+0
761.374,2.139e+0,,2.139e+0
761.379,1.811e+0,,1.811e+0
761.384,1.520e+0,,1.520e+0
761.389,1.265e+0,,1.265e+0
761.394,1.044e+0,,1.044e+0
761.399,8.536e-1,,8.536e-1
761.404,6.921e-1,,6.921e-1
761.409,5.564e-1,,5.564e-1
761.414,4.435e-1,,4.435e-1
761.419,3.504e-1,,3.504e-1
761.424,2.745e-1,,2.745e-1
761.429,2.132e-1,,2.132e-1
761.434,1.641e-1,,1.641e-1
761.439,1.253e-1,,1.253e-1
761.444,9.482e-2,,9.482e-2
761.449,7.114e-2,,7.114e-2
761.454,5.292e-2,,5.292e-2
761.459,3.903e-2,,3.903e-2
761.464,2.853e-2,,2.853e-2
761.469,2.068e-2,,2.068e-2
761.474,1.486e-2,,1.486e-2
761.479,1.059e-2,,1.059e-2
761.484,7.479e-3,,7.479e-3
761.489,5.237e-3,,5.237e-3
761.494,3.636e-3,,3.636e-3
761.499,2.502e-3,,2.502e-3
761.504,1.708e-3,,1.708e-3
761.509,1.155e-3,,1.155e-3
761.514,7.748e-4,,7.748e-4
761.519,5.152e-4,,5.152e-4
761.524,3.396e-4,,3.396e-4
761.529,2.219e-4,,2.219e-4
761.534,1.438e-4,,1.438e-4
761.539,9.238e-5,,9.238e-5
761.544,5.883e-5,,5.883e-5
761.549,3.715e-5,,3.715e-5
761.554,2.325e-5,,2.325e-5
761.559,1.443e-5,,1.443e-5
761.564,8.878e-6,,8.878e-6
761.57,4.900e-6,,4.900e-6
761.575,2.958e-6,,2.958e-6
761.58,1.770e-6,,1.770e-6
761.585,1.051e-6,,1.051e-6
761.59,6.180e-7,,6.180e-7
761.595,3.604e-7,,3.604e-7
761.6,2.084e-7,,2.084e-7
761.605,1.195e-7,,1.195e-7
761.61,6.789e-8,,6.789e-8
761.615,3.825e-8,,3.825e-8
761.62,2.137e-8,,2.137e-8
761.625,1.183e-8,,1.183e-8
761.63,6.496e-9,,6.496e-9
761.635,3.536e-9,,3.536e-9
761.64,1.908e-9,,1.908e-9
761.645,1.021e-9,,1.021e-9
761.65,5.414e-10,,5.414e-10
761.655,2.847e-10,,2.847e-10
761.66,1.484e-10,,1.484e-10
761.665,7.672e-11,,7.672e-11
761.67,3.931e-11,,3.931e-11
761.675,1.997e-11,,1.997e-11
761.68,1.006e-11,,1.006e-11
761.685,5.022e-12,,5.022e-12
761.69,2.486e-12,,2.486e-12
761.695,1.220e-12,,1.220e-12
761.7,5.937e-13,,5.937e-13
761.705,2.864e-13,,2.864e-13
761.71,1.370e-13,,1.370e-13
761.715,6.494e-14,,6.494e-14
761.72,3.052e-14,,3.052e-14
761.725,1.422e-14,,1.422e-14
761.73,6.572e-15,,6.572e-15
761.735,3.010e-15,,3.010e-15
761.74,1.367e-15,,1.367e-15
761.745,6.154e-16,,6.154e-16
761.75,2.747e-16,,2.747e-16
761.755,1.216e-16,,1.216e-16
761.76,5.333e-17,,5.333e-17
761.765,2.319e-17,,2.319e-17
761.77,1.000e-17,,1.000e-17
761.775,4.276e-18,,4.276e-18
761.78,1.812e-18,,1.812e-18
761.785,7.614e-19,,7.614e-19
761.79,3.172e-19,,3.172e-19
761.795,1.310e-19,,1.310e-19
761.8,5.364e-20,,5.364e-20
761.806,1.816e-20,,1.816e-20
761.811,7.297e-21,,7.297e-21
761.816,2.906e-21,,2.906e-21
761.821,1.148e-21,,1.148e-21
