Wavelength (nm),Sum(calc),Al I (1.3e-1),Al II (8.7e-1),Al III (2.5e-5)
342.876,7.132e-1,1.300e-31,7.132e-1,2.647e-48
342.878,1.062e+0,1.300e-31,1.062e+0,2.648e-48
342.88,1.487e+0,1.300e-31,1.487e+0,2.648e-48
342.881,1.720e+0,1.300e-31,1.720e+0,2.648e-48
342.883,2.197e+0,1.300e-31,2.197e+0,2.648e-48
342.885,2.641e+0,1.300e-31,2.641e+0,2.648e-48
342.886,2.829e+0,1.300e-31,2.829e+0,2.648e-48
342.888,3.101e+0,1.300e-31,3.101e+0,2.648e-48
342.89,3.197e+0,1.300e-31,3.197e+0,2.648e-48
342.891,3.173e+0,1.300e-31,3.173e+0,2.649e-48
342.893,2.985e+0,1.300e-31,2.985e+0,2.649e-48
342.895,2.641e+0,1.300e-31,2.641e+0,2.649e-48
342.896,2.427e+0,1.300e-31,2.427e+0,2.649e-48
342.898,1.959e+0,1.301e-31,1.959e+0,2.649e-48
342.9,1.487e+0,1.301e-31,1.487e+0,2.649e-48
342.901,1.266e+0,1.301e-31,1.266e+0,2.649e-48
342.903,8.770e-1,1.301e-31,8.770e-1,2.649e-48
342.905,5.712e-1,1.301e-31,5.712e-1,2.650e-48
342.906,4.506e-1,1.301e-31,4.506e-1,2.650e-48
342.908,2.677e-1,1.301e-31,2.677e-1,2.650e-48
342.91,1.496e-1,1.301e-31,1.496e-1,2.650e-48
342.912,7.866e-2,1.301e-31,7.866e-2,2.650e-48
342.913,5.574e-2,1.301e-31,5.574e-2,2.650e-48
342.915,2.673e-2,1.301e-31,2.673e-2,2.650e-48
342.917,1.206e-2,1.301e-31,1.206e-2,2.650e-48
342.918,7.915e-3,1.301e-31,7.915e-3,2.651e-48
342.92,3.257e-3,1.301e-31,3.257e-3,2.651e-48
342.922,1.261e-3,1.301e-31,1.261e-3,2.651e-48
342.923,7.665e-4,1.301e-31,7.665e-4,2.651e-48
342.925,2.706e-4,1.302e-31,2.706e-4,2.651e-48
342.927,8.988e-5,1.302e-31,8.988e-5,2.651e-48
342.928,5.062e-5,1.302e-31,5.062e-5,2.651e-48
342.93,1.534e-5,1.302e-31,1.534e-5,2.651e-48
342.932,4.370e-6,1.302e-31,4.370e-6,2.652e-48
342.933,2.280e-6,1.302e-31,2.280e-6,2.652e-48
342.935,5.927e-7,1.302e-31,5.927e-7,2.652e-48
342.937,1.449e-7,1.302e-31,1.449e-7,2.652e-48
342.938,7.004e-8,1.302e-31,7.004e-8,2.652e-48
342.94,1.562e-8,1.302e-31,1.562e-8,2.652e-48
342.942,3.278e-9,1.302e-31,3.278e-9,2.652e-48
342.943,1.467e-9,1.302e-31,1.467e-9,2.652e-48
342.945,2.808e-10,1.302e-31,2.808e-10,2.653e-48
342.947,5.055e-11,1.302e-31,5.055e-11,2.653e-48
342.948,2.096e-11,1.302e-31,2.096e-11,2.653e-48
342.95,3.442e-12,1.303e-31,3.442e-12,2.653e-48
342.952,5.317e-13,1.303e-31,5.317e-13,2.653e-48
342.953,2.042e-13,1.303e-31,2.042e-13,2.653e-48
342.955,2.878e-14,1.303e-31,2.878e-14,2.653e-48
342.957,3.815e-15,1.303e-31,3.815e-15,2.653e-48
342.958,1.357e-15,1.303e-31,1.357e-15,2.654e-48
342.96,1.641e-16,1.303e-31,1.641e-16,2.654e-48
342.962,1.866e-17,1.303e-31,1.866e-17,2.654e-48
342.963,6.151e-18,1.303e-31,6.151e-18,2.654e-48
342.965,6.381e-19,1.303e-31,6.381e-19,2.654e-48
342.967,6.227e-20,1.303e-31,6.227e-20,2.654e-48
342.968,1.901e-20,1.303e-31,1.901e-20,2.654e-48
342.97,1.692e-21,1.303e-31,1.692e-21,2.654e-48
342.972,1.417e-22,1.303e-31,1.417e-22,2.655e-48
342.973,4.007e-23,1.303e-31,4.007e-23,2.655e-48
342.975,3.061e-24,1.304e-31,3.061e-24,2.655e-48
342.977,2.199e-25,1.304e-31,2.199e-25,2.655e-48
342.978,5.760e-26,1.304e-31,5.760e-26,2.655e-48
342.98,3.775e-27,1.304e-31,3.775e-27,2.655e-48
342.982,2.327e-28,1.304e-31,2.327e-28,2.655e-48
342.983,5.647e-29,1.304e-31,5.647e-29,2.655e-48
342.985,3.176e-30,1.304e-31,3.176e-30,2.656e-48
342.987,1.680e-31,1.304e-31,1.680e-31,2.656e-48
342.988,3.776e-32,1.304e-31,3.776e-32,2.656e-48
342.99,1.822e-33,1.304e-31,1.822e-33,2.656e-48
342.992,8.269e-35,1.304e-31,8.269e-35,2.656e-48
342.993,1.722e-35,1.304e-31,1.722e-35,2.656e-48
342.995,7.128e-37,1.304e-31,7.128e-37,2.656e-48
342.997,2.776e-38,1.304e-31,2.776e-38,2.657e-48
342.998,5.354e-39,1.304e-31,5.354e-39,2.657e-48
352.376,3.364e-48,1.668e-31,1.498e-36,3.364e-48
352.378,8.147e-47,1.668e-31,1.499e-36,8.147e-47
352.379,3.924e-46,1.668e-31,1.499e-36,3.924e-46
352.381,8.712e-45,1.669e-31,1.499e-36,8.712e-45
352.383,1.825e-43,1.669e-31,1.500e-36,1.825e-43
352.384,8.177e-43,1.669e-31,1.500e-36,8.177e-43
352.386,1.571e-41,1.669e-31,1.500e-36,1.571e-41
352.388,2.847e-40,1.669e-31,1.500e-36,2.847e-40
352.389,1.186e-39,1.669e-31,1.501e-36,1.186e-39
352.391,1.971e-38,1.669e-31,1.501e-36,1.971e-38
352.393,3.092e-37,1.669e-31,1.501e-36,3.092e-37
352.394,1.198e-36,1.669e-31,1.501e-36,1.198e-36
352.396,1.723e-35,1.669e-31,1.502e-36,1.723e-35
352.398,2.337e-34,1.669e-31,1.502e-36,2.337e-34
352.399,8.424e-34,1.669e-31,1.502e-36,8.424e-34
352.401,1.048e-32,1.669e-31,1.502e-36,1.048e-32
352.403,1.230e-31,1.669e-31,1.503e-36,1.230e-31
352.404,4.123e-31,1.669e-31,1.503e-36,4.123e-31
352.406,4.437e-30,1.669e-31,1.503e-36,4.437e-30
352.408,4.506e-29,1.670e-31,1.504e-36,4.506e-29
352.409,1.405e-28,1.670e-31,1.504e-36,1.405e-28
352.411,1.308e-27,1.670e-31,1.504e-36,1.308e-27
352.413,1.149e-26,1.670e-31,1.504e-36,1.149e-26
352.414,3.333e-26,1.670e-31,1.505e-36,3.333e-26
352.416,2.684e-25,1.670e-31,1.505e-36,2.684e-25
352.418,2.040e-24,1.670e-31,1.505e-36,2.040e-24
352.419,5.504e-24,1.670e-31,1.505e-36,5.504e-24
352.421,3.835e-23,1.670e-31,1.506e-36,3.835e-23
352.423,2.522e-22,1.670e-31,1.506e-36,2.522e-22
352.424,6.328e-22,1.670e-31,1.506e-36,6.328e-22
352.426,3.815e-21,1.670e-31,1.506e-36,3.815e-21
352.428,2.170e-20,1.670e-31,1.507e-36,2.170e-20
352.429,5.066e-20,1.670e-31,1.507e-36,5.066e-20
352.431,2.642e-19,1.670e-31,1.507e-36,2.642e-19
352.433,1.301e-18,1.671e-31,1.508e-36,1.301e-18
352.434,2.823e-18,1.671e-31,1.508e-36,2.823e-18
352.436,1.274e-17,1.671e-31,1.508e-36,1.274e-17
352.438,5.427e-17,1.671e-31,1.508e-36,5.427e-17
352.439,1.096e-16,1.671e-31,1.508e-36,1.096e-16
352.441,4.279e-16,1.671e-31,1.509e-36,4.279e-16
352.443,1.577e-15,1.671e-31,1.509e-36,1.577e-15
352.444,2.963e-15,1.671e-31,1.509e-36,2.963e-15
352.446,1.001e-14,1.671e-31,1.510e-36,1.001e-14
352.448,3.194e-14,1.671e-31,1.510e-36,3.194e-14
352.449,5.582e-14,1.671e-31,1.510e-36,5.582e-14
352.451,1.633e-13,1.671e-31,1.510e-36,1.633e-13
352.453,4.510e-13,1.671e-31,1.511e-36,4.510e-13
352.454,7.335e-13,1.671e-31,1.511e-36,7.335e-13
352.456,1.858e-12,1.671e-31,1.511e-36,1.858e-12
352.458,4.446e-12,1.672e-31,1.512e-36,4.446e-12
352.459,6.732e-12,1.672e-31,1.512e-36,6.732e-12
352.461,1.478e-11,1.672e-31,1.512e-36,1.478e-11
352.463,3.067e-11,1.672e-31,1.512e-36,3.067e-11
352.464,4.325e-11,1.672e-31,1.512e-36,4.325e-11
352.466,8.245e-11,1.672e-31,1.513e-36,8.245e-11
352.468,1.486e-10,1.672e-31,1.513e-36,1.486e-10
352.469,1.954e-10,1.672e-31,1.513e-36,1.954e-10
352.471,3.241e-10,1.672e-31,1.514e-36,3.241e-10
352.473,5.089e-10,1.672e-31,1.514e-36,5.089e-10
352.474,6.249e-10,1.672e-31,1.514e-36,6.249e-10
352.476,9.053e-10,1.672e-31,1.514e-36,9.053e-10
352.478,1.244e-9,1.672e-31,1.515e-36,1.244e-9
352.479,1.430e-9,1.672e-31,1.515e-36,1.430e-9
352.481,1.820e-9,1.672e-31,1.515e-36,1.820e-9
352.483,2.202e-9,1.672e-31,1.516e-36,2.202e-9
352.484,2.378e-9,1.673e-31,1.516e-36,2.378e-9
352.486,2.676e-9,1.673e-31,1.516e-36,2.676e-9
352.488,2.872e-9,1.673e-31,1.516e-36,2.872e-9
352.489,2.924e-9,1.673e-31,1.516e-36,2.924e-9
352.491,2.930e-9,1.673e-31,1.517e-36,2.930e-9
352.493,2.807e-9,1.673e-31,1.517e-36,2.807e-9
352.494,2.702e-9,1.673e-31,1.517e-36,2.702e-9
352.496,2.421e-9,1.673e-31,1.518e-36,2.421e-9
352.498,2.074e-9,1.673e-31,1.518e-36,2.074e-9
352.499,1.888e-9,1.673e-31,1.518e-36,1.888e-9
352.501,1.511e-9,1.673e-31,1.518e-36,1.511e-9
352.503,1.155e-9,1.673e-31,1.519e-36,1.155e-9
352.504,9.915e-10,1.673e-31,1.519e-36,9.915e-10
352.506,7.051e-10,1.673e-31,1.519e-36,7.051e-10
352.508,4.773e-10,1.673e-31,1.519e-36,4.773e-10
352.509,3.854e-10,1.673e-31,1.520e-36,3.854e-10
352.511,2.418e-10,1.674e-31,1.520e-36,2.418e-10
352.513,1.440e-10,1.674e-31,1.520e-36,1.440e-10
352.514,1.089e-10,1.674e-31,1.520e-36,1.089e-10
352.516,5.986e-11,1.674e-31,1.521e-36,5.986e-11
352.518,3.117e-11,1.674e-31,1.521e-36,3.117e-11
352.519,2.203e-11,1.674e-31,1.521e-36,2.203e-11
352.521,1.056e-11,1.674e-31,1.522e-36,1.056e-11
352.523,4.788e-12,1.674e-31,1.522e-36,4.788e-12
352.524,3.157e-12,1.674e-31,1.522e-36,3.157e-12
352.526,1.315e-12,1.674e-31,1.522e-36,1.315e-12
352.528,5.178e-13,1.674e-31,1.523e-36,5.178e-13
352.529,3.181e-13,1.674e-31,1.523e-36,3.181e-13
352.531,1.150e-13,1.674e-31,1.523e-36,1.150e-13
352.533,3.924e-14,1.674e-31,1.523e-36,3.924e-14
352.534,2.244e-14,1.674e-31,1.524e-36,2.244e-14
352.536,7.028e-15,1.675e-31,1.524e-36,7.028e-15
352.538,2.078e-15,1.675e-31,1.524e-36,2.078e-15
352.539,1.106e-15,1.675e-31,1.524e-36,1.106e-15
352.541,2.999e-16,1.675e-31,1.525e-36,2.999e-16
352.543,7.677e-17,1.675e-31,1.525e-36,7.677e-17
352.544,3.801e-17,1.675e-31,1.525e-36,3.801e-17
352.546,8.922e-18,1.675e-31,1.526e-36,8.922e-18
352.548,1.977e-18,1.675e-31,1.526e-36,1.977e-18
352.549,9.104e-19,1.675e-31,1.526e-36,9.104e-19
352.551,1.849e-19,1.675e-31,1.526e-36,1.849e-19
352.553,3.545e-20,1.675e-31,1.527e-36,3.545e-20
352.554,1.519e-20,1.675e-31,1.527e-36,1.519e-20
352.556,2.670e-21,1.675e-31,1.527e-36,2.670e-21
352.558,4.429e-22,1.675e-31,1.527e-36,4.429e-22
352.559,1.765e-22,1.675e-31,1.528e-36,1.765e-22
352.561,2.684e-23,1.676e-31,1.528e-36,2.684e-23
352.563,3.852e-24,1.676e-31,1.528e-36,3.852e-24
352.564,1.428e-24,1.676e-31,1.528e-36,1.428e-24
352.566,1.879e-25,1.676e-31,1.529e-36,1.879e-25
352.568,2.333e-26,1.676e-31,1.529e-36,2.333e-26
352.569,8.045e-27,1.676e-31,1.529e-36,8.045e-27
352.571,9.157e-28,1.676e-31,1.530e-36,9.157e-28
352.573,9.837e-29,1.676e-31,1.530e-36,9.837e-29
352.574,3.155e-29,1.676e-31,1.530e-36,3.155e-29
352.576,3.107e-30,1.676e-31,1.530e-36,3.107e-30
352.578,2.888e-31,1.676e-31,1.531e-36,2.888e-31
352.579,8.614e-32,1.676e-31,1.531e-36,8.614e-32
352.581,7.339e-33,1.676e-31,1.531e-36,7.339e-33
352.583,5.901e-34,1.676e-31,1.531e-36,5.901e-34
352.584,1.637e-34,1.676e-31,1.532e-36,1.637e-34
352.586,1.207e-35,1.676e-31,1.532e-36,1.207e-35
352.588,8.396e-37,1.677e-31,1.532e-36,8.396e-37
352.589,2.167e-37,1.677e-31,1.532e-36,2.167e-37
352.591,1.382e-38,1.677e-31,1.533e-36,1.382e-38
352.593,8.315e-40,1.677e-31,1.533e-36,8.315e-40
352.594,1.996e-40,1.677e-31,1.533e-36,1.996e-40
352.596,1.101e-41,1.677e-31,1.533e-36,1.101e-41
352.598,5.734e-43,1.677e-31,1.534e-36,5.734e-43
352.599,1.280e-43,1.677e-31,1.534e-36,1.280e-43
352.601,6.110e-45,1.677e-31,1.534e-36,6.110e-45
352.603,2.752e-46,1.677e-31,1.535e-36,2.752e-46
352.604,5.716e-47,1.677e-31,1.535e-36,5.716e-47
352.606,2.360e-48,1.677e-31,1.535e-36,2.360e-48
358.543,2.480e-36,1.908e-31,2.480e-36,8.258e-43
358.545,5.699e-35,1.908e-31,5.699e-35,8.261e-43
358.546,2.675e-34,1.908e-31,2.675e-34,8.262e-43
358.548,5.651e-33,1.908e-31,5.651e-33,8.265e-43
358.55,1.129e-31,1.908e-31,1.129e-31,8.268e-43
358.551,4.941e-31,1.908e-31,4.941e-31,8.269e-43
358.553,9.075e-30,1.908e-31,9.075e-30,8.272e-43
358.555,1.576e-28,1.908e-31,1.576e-28,8.274e-43
358.556,6.432e-28,1.908e-31,6.432e-28,8.276e-43
358.558,1.027e-26,1.908e-31,1.027e-26,8.279e-43
358.56,1.551e-25,1.908e-31,1.551e-25,8.281e-43
358.561,5.902e-25,1.908e-31,5.902e-25,8.283e-43
358.563,8.194e-24,1.908e-31,8.194e-24,8.286e-43
358.565,1.076e-22,1.909e-31,1.076e-22,8.288e-43
358.566,3.816e-22,1.909e-31,3.816e-22,8.290e-43
358.568,4.607e-21,1.909e-31,4.607e-21,8.293e-43
358.57,5.258e-20,1.909e-31,5.258e-20,8.295e-43
358.571,1.740e-19,1.909e-31,1.740e-19,8.297e-43
358.573,1.826e-18,1.909e-31,1.826e-18,8.299e-43
358.575,1.812e-17,1.909e-31,1.812e-17,8.302e-43
358.576,5.588e-17,1.909e-31,5.588e-17,8.304e-43
358.578,5.099e-16,1.909e-31,5.099e-16,8.306e-43
358.58,4.399e-15,1.909e-31,4.399e-15,8.309e-43
358.581,1.265e-14,1.909e-31,1.265e-14,8.311e-43
358.583,1.004e-13,1.909e-31,1.004e-13,8.313e-43
358.585,7.528e-13,1.909e-31,7.528e-13,8.316e-43
358.586,2.019e-12,1.909e-31,2.019e-12,8.318e-43
358.588,1.392e-11,1.909e-31,1.392e-11,8.320e-43
358.59,9.081e-11,1.909e-31,9.081e-11,8.323e-43
358.591,2.271e-10,1.910e-31,2.271e-10,8.325e-43
358.593,1.362e-9,1.910e-31,1.362e-9,8.327e-43
358.595,7.720e-9,1.910e-31,7.720e-9,8.330e-43
358.596,1.800e-8,1.910e-31,1.800e-8,8.331e-43
358.598,9.384e-8,1.910e-31,9.384e-8,8.334e-43
358.6,4.626e-7,1.910e-31,4.626e-7,8.337e-43
358.601,1.006e-6,1.910e-31,1.006e-6,8.338e-43
358.603,4.558e-6,1.910e-31,4.558e-6,8.341e-43
358.605,1.954e-5,1.910e-31,1.954e-5,8.344e-43
358.606,3.960e-5,1.910e-31,3.960e-5,8.345e-43
358.608,1.561e-4,1.910e-31,1.561e-4,8.348e-43
358.61,5.815e-4,1.910e-31,5.815e-4,8.351e-43
358.611,1.099e-3,1.910e-31,1.099e-3,8.352e-43
358.613,3.766e-3,1.910e-31,3.766e-3,8.355e-43
358.615,1.220e-2,1.910e-31,1.220e-2,8.358e-43
358.616,2.150e-2,1.910e-31,2.150e-2,8.359e-43
358.618,6.404e-2,1.911e-31,6.404e-2,8.362e-43
358.62,1.804e-1,1.911e-31,1.804e-1,8.365e-43
358.621,2.964e-1,1.911e-31,2.964e-1,8.366e-43
358.623,7.677e-1,1.911e-31,7.677e-1,8.369e-43
358.625,1.880e+0,1.911e-31,1.880e+0,8.372e-43
358.626,2.881e+0,1.911e-31,2.881e+0,8.373e-43
358.628,6.486e+0,1.911e-31,6.486e+0,8.376e-43
358.63,1.381e+1,1.911e-31,1.381e+1,8.379e-43
358.631,1.973e+1,1.911e-31,1.973e+1,8.380e-43
358.633,3.862e+1,1.911e-31,3.862e+1,8.383e-43
358.635,7.148e+1,1.911e-31,7.148e+1,8.386e-43
358.637,1.251e+2,1.911e-31,1.251e+2,8.389e-43
358.638,1.621e+2,1.911e-31,1.621e+2,8.390e-43
358.64,2.608e+2,1.911e-31,2.608e+2,8.393e-43
358.642,3.969e+2,1.911e-31,3.969e+2,8.395e-43
358.643,4.794e+2,1.912e-31,4.794e+2,8.397e-43
358.645,6.707e+2,1.912e-31,6.707e+2,8.400e-43
358.647,8.873e+2,1.912e-31,8.873e+2,8.402e-43
358.648,9.994e+2,1.912e-31,9.994e+2,8.404e-43
358.65,1.216e+3,1.912e-31,1.216e+3,8.407e-43
358.652,1.398e+3,1.912e-31,1.398e+3,8.409e-43
358.653,1.468e+3,1.912e-31,1.468e+3,8.411e-43
358.655,1.553e+3,1.912e-31,1.553e+3,8.414e-43
358.657,1.553e+3,1.912e-31,1.553e+3,8.416e-43
358.658,1.521e+3,1.912e-31,1.521e+3,8.418e-43
358.66,1.398e+3,1.912e-31,1.398e+3,8.421e-43
358.662,1.216e+3,1.912e-31,1.216e+3,8.423e-43
358.663,1.110e+3,1.912e-31,1.110e+3,8.425e-43
358.665,8.879e+2,1.912e-31,8.879e+2,8.427e-43
358.667,6.719e+2,1.912e-31,6.719e+2,8.430e-43
358.668,5.727e+2,1.913e-31,5.727e+2,8.432e-43
358.67,4.003e+2,1.913e-31,4.003e+2,8.434e-43
358.672,2.672e+2,1.913e-31,2.672e+2,8.437e-43
358.673,2.156e+2,1.913e-31,2.156e+2,8.439e-43
358.675,1.400e+2,1.913e-31,1.400e+2,8.441e-43
358.677,9.611e+1,1.913e-31,9.611e+1,8.444e-43
358.678,8.404e+1,1.913e-31,8.404e+1,8.446e-43
358.68,7.599e+1,1.913e-31,7.599e+1,8.448e-43
358.682,8.566e+1,1.913e-31,8.566e+1,8.451e-43
358.683,9.618e+1,1.913e-31,9.618e+1,8.452e-43
358.685,1.277e+2,1.913e-31,1.277e+2,8.455e-43
358.687,1.733e+2,1.913e-31,1.733e+2,8.458e-43
358.688,2.017e+2,1.913e-31,2.017e+2,8.459e-43
358.69,2.712e+2,1.913e-31,2.712e+2,8.462e-43
358.692,3.592e+2,1.913e-31,3.592e+2,8.465e-43
358.693,4.105e+2,1.913e-31,4.105e+2,8.466e-43
358.695,5.272e+2,1.914e-31,5.272e+2,8.469e-43
358.697,6.589e+2,1.914e-31,6.589e+2,8.472e-43
358.698,7.280e+2,1.914e-31,7.280e+2,8.473e-43
358.7,8.644e+2,1.914e-31,8.644e+2,8.476e-43
358.702,9.856e+2,1.914e-31,9.856e+2,8.479e-43
358.703,1.035e+3,1.914e-31,1.035e+3,8.480e-43
358.705,1.102e+3,1.914e-31,1.102e+3,8.483e-43
358.707,1.118e+3,1.914e-31,1.118e+3,8.486e-43
358.708,1.104e+3,1.914e-31,1.104e+3,8.487e-43
358.71,1.038e+3,1.914e-31,1.038e+3,8.490e-43
358.712,9.259e+2,1.914e-31,9.259e+2,8.493e-43
358.713,8.583e+2,1.914e-31,8.583e+2,8.494e-43
358.715,7.116e+2,1.914e-31,7.116e+2,8.497e-43
358.717,5.657e+2,1.914e-31,5.657e+2,8.500e-43
358.718,4.984e+2,1.914e-31,4.984e+2,8.501e-43
358.72,3.834e+2,1.915e-31,3.834e+2,8.504e-43
358.722,3.008e+2,1.915e-31,3.008e+2,8.507e-43
358.723,2.728e+2,1.915e-31,2.728e+2,8.508e-43
358.725,2.433e+2,1.915e-31,2.433e+2,8.511e-43
358.727,2.468e+2,1.915e-31,2.468e+2,8.514e-43
358.728,2.598e+2,1.915e-31,2.598e+2,8.515e-43
358.73,3.050e+2,1.915e-31,3.050e+2,8.518e-43
358.732,3.716e+2,1.915e-31,3.716e+2,8.521e-43
358.733,4.111e+2,1.915e-31,4.111e+2,8.522e-43
358.735,4.982e+2,1.915e-31,4.982e+2,8.525e-43
358.737,5.888e+2,1.915e-31,5.888e+2,8.528e-43
358.738,6.322e+2,1.915e-31,6.322e+2,8.529e-43
358.74,7.084e+2,1.915e-31,7.084e+2,8.532e-43
358.742,7.612e+2,1.915e-31,7.612e+2,8.535e-43
358.743,7.760e+2,1.915e-31,7.760e+2,8.536e-43
358.745,7.782e+2,1.915e-31,7.782e+2,8.539e-43
358.747,7.429e+2,1.916e-31,7.429e+2,8.542e-43
358.748,7.123e+2,1.916e-31,7.123e+2,8.543e-43
358.75,6.297e+2,1.916e-31,6.297e+2,8.546e-43
358.752,5.281e+2,1.916e-31,5.281e+2,8.548e-43
358.753,4.740e+2,1.916e-31,4.740e+2,8.550e-43
358.755,3.667e+2,1.916e-31,3.667e+2,8.553e-43
358.757,2.686e+2,1.916e-31,2.686e+2,8.555e-43
358.758,2.252e+2,1.916e-31,2.252e+2,8.557e-43
358.76,1.519e+2,1.916e-31,1.519e+2,8.560e-43
358.762,9.694e+1,1.916e-31,9.694e+1,8.562e-43
358.763,7.585e+1,1.916e-31,7.585e+1,8.564e-43
358.765,4.454e+1,1.916e-31,4.454e+1,8.567e-43
358.767,2.473e+1,1.916e-31,2.473e+1,8.569e-43
358.768,1.805e+1,1.916e-31,1.805e+1,8.571e-43
358.77,9.221e+0,1.916e-31,9.221e+0,8.573e-43
358.772,4.455e+0,1.917e-31,4.455e+0,8.576e-43
358.773,3.032e+0,1.917e-31,3.032e+0,8.578e-43
358.775,1.347e+0,1.917e-31,1.347e+0,8.580e-43
358.777,5.658e-1,1.917e-31,5.658e-1,8.583e-43
358.778,3.591e-1,1.917e-31,3.591e-1,8.585e-43
358.78,1.387e-1,1.917e-31,1.387e-1,8.587e-43
358.782,5.068e-2,1.917e-31,5.068e-2,8.590e-43
358.783,2.999e-2,1.917e-31,2.999e-2,8.592e-43
358.785,1.007e-2,1.917e-31,1.007e-2,8.594e-43
358.787,3.200e-3,1.917e-31,3.200e-3,8.597e-43
358.788,1.766e-3,1.917e-31,1.766e-3,8.599e-43
358.79,5.158e-4,1.917e-31,5.158e-4,8.601e-43
358.792,1.424e-4,1.917e-31,1.424e-4,8.604e-43
358.793,7.330e-5,1.917e-31,7.330e-5,8.605e-43
358.795,1.861e-5,1.917e-31,1.861e-5,8.608e-43
358.797,4.470e-6,1.918e-31,4.470e-6,8.611e-43
358.798,2.145e-6,1.918e-31,2.145e-6,8.612e-43
358.8,4.735e-7,1.918e-31,4.735e-7,8.615e-43
358.802,9.887e-8,1.918e-31,9.887e-8,8.618e-43
358.803,4.424e-8,1.918e-31,4.424e-8,8.619e-43
358.805,8.492e-9,1.918e-31,8.492e-9,8.622e-43
358.807,1.542e-9,1.918e-31,1.542e-9,8.625e-43
358.808,6.432e-10,1.918e-31,6.432e-10,8.626e-43
358.81,1.074e-10,1.918e-31,1.074e-10,8.629e-43
358.812,1.695e-11,1.918e-31,1.695e-11,8.632e-43
358.813,6.593e-12,1.918e-31,6.593e-12,8.633e-43
358.815,9.568e-13,1.918e-31,9.568e-13,8.636e-43
358.817,1.313e-13,1.918e-31,1.313e-13,8.639e-43
358.818,4.763e-14,1.918e-31,4.763e-14,8.640e-43
358.82,6.011e-15,1.918e-31,6.011e-15,8.643e-43
358.822,7.173e-16,1.918e-31,7.173e-16,8.646e-43
358.823,2.426e-16,1.919e-31,2.426e-16,8.647e-43
358.825,2.662e-17,1.919e-31,2.662e-17,8.650e-43
358.827,2.762e-18,1.919e-31,2.762e-18,8.653e-43
358.828,8.711e-19,1.919e-31,8.711e-19,8.654e-43
358.83,8.310e-20,1.919e-31,8.310e-20,8.657e-43
358.832,7.497e-21,1.919e-31,7.497e-21,8.660e-43
358.833,2.205e-21,1.919e-31,2.205e-21,8.661e-43
358.835,1.829e-22,1.919e-31,1.829e-22,8.664e-43
358.837,1.434e-23,1.919e-31,1.434e-23,8.667e-43
358.838,3.934e-24,1.919e-31,3.934e-24,8.668e-43
358.84,2.837e-25,1.919e-31,2.837e-25,8.671e-43
358.842,1.935e-26,1.919e-31,1.935e-26,8.674e-43
358.843,4.948e-27,1.919e-31,4.948e-27,8.675e-43
358.845,3.103e-28,1.919e-31,3.103e-28,8.678e-43
358.847,1.840e-29,1.919e-31,1.840e-29,8.681e-43
358.848,4.387e-30,1.919e-31,4.387e-30,8.682e-43
358.85,2.392e-31,1.920e-31,2.392e-31,8.685e-43
358.852,1.233e-32,1.920e-31,1.233e-32,8.688e-43
358.853,2.742e-33,1.920e-31,2.742e-33,8.689e-43
358.855,1.300e-34,1.920e-31,1.300e-34,8.692e-43
358.857,5.826e-36,1.920e-31,5.826e-36,8.695e-43
360.05,1.035e-42,1.966e-31,4.705e-36,1.035e-42
360.051,4.933e-42,1.966e-31,4.704e-36,4.933e-42
360.053,1.074e-40,1.966e-31,4.702e-36,1.074e-40
360.055,2.212e-39,1.966e-31,4.700e-36,2.212e-39
360.056,9.830e-39,1.966e-31,4.700e-36,9.830e-39
360.058,1.863e-37,1.966e-31,4.698e-36,1.863e-37
360.06,3.339e-36,1.967e-31,4.696e-36,3.339e-36
360.061,1.385e-35,1.967e-31,4.695e-36,1.385e-35
360.063,2.284e-34,1.967e-31,4.693e-36,2.284e-34
360.065,3.564e-33,1.967e-31,4.691e-36,3.564e-33
360.067,5.260e-32,1.967e-31,4.689e-36,5.260e-32
360.068,1.979e-31,1.967e-31,4.688e-36,1.979e-31
360.07,2.688e-30,1.967e-31,4.686e-36,2.688e-30
360.072,3.454e-29,1.967e-31,4.684e-36,3.454e-29
360.073,1.213e-28,1.967e-31,4.684e-36,1.213e-28
360.075,1.434e-27,1.967e-31,4.682e-36,1.434e-27
360.077,1.603e-26,1.967e-31,4.680e-36,1.603e-26
360.078,5.252e-26,1.967e-31,4.679e-36,5.252e-26
360.08,5.404e-25,1.967e-31,4.677e-36,5.404e-25
360.082,5.261e-24,1.967e-31,4.675e-36,5.261e-24
360.083,1.608e-23,1.967e-31,4.674e-36,1.608e-23
360.085,1.440e-22,1.967e-31,4.672e-36,1.440e-22
360.087,1.220e-21,1.968e-31,4.670e-36,1.220e-21
360.088,3.479e-21,1.968e-31,4.669e-36,3.479e-21
360.09,2.712e-20,1.968e-31,4.668e-36,2.712e-20
360.092,2.001e-19,1.968e-31,4.666e-36,2.001e-19
360.093,5.321e-19,1.968e-31,4.665e-36,5.321e-19
360.095,3.611e-18,1.968e-31,4.663e-36,3.611e-18
360.097,2.318e-17,1.968e-31,4.661e-36,2.318e-17
360.098,5.753e-17,1.968e-31,4.660e-36,5.753e-17
360.1,3.399e-16,1.968e-31,4.658e-36,3.399e-16
360.102,1.899e-15,1.968e-31,4.656e-36,1.899e-15
360.103,4.397e-15,1.968e-31,4.655e-36,4.397e-15
