Wavelength (nm),Sum(calc),Al I (1.3e-1),Al II (8.7e-1),Al III (2.5e-5)
770.679,8.858e-9,6.346e-22,8.858e-9,1.012e-32
770.68,6.376e-9,6.346e-22,6.376e-9,1.012e-32
770.682,3.272e-9,6.346e-22,3.272e-9,1.012e-32
770.684,1.659e-9,6.347e-22,1.659e-9,1.013e-32
770.685,1.176e-9,6.347e-22,1.176e-9,1.013e-32
770.687,5.858e-10,6.347e-22,5.858e-10,1.014e-32
770.689,2.882e-10,6.347e-22,2.882e-10,1.014e-32
770.69,2.012e-10,6.348e-22,2.012e-10,1.014e-32
770.692,9.721e-11,6.348e-22,9.721e-11,1.015e-32
770.694,4.639e-11,6.348e-22,4.639e-11,1.015e-32
770.695,3.191e-11,6.348e-22,3.191e-11,1.015e-32
770.697,1.495e-11,6.348e-22,1.495e-11,1.016e-32
770.699,6.924e-12,6.349e-22,6.924e-12,1.016e-32
770.7,4.690e-12,6.349e-22,4.690e-12,1.016e-32
770.702,2.132e-12,6.349e-22,2.132e-12,1.017e-32
770.704,9.579e-13,6.349e-22,9.579e-13,1.017e-32
770.705,6.391e-13,6.349e-22,6.391e-13,1.018e-32
770.707,2.819e-13,6.350e-22,2.819e-13,1.018e-32
770.709,1.228e-13,6.350e-22,1.228e-13,1.018e-32
770.71,8.073e-14,6.350e-22,8.073e-14,1.019e-32
770.712,3.455e-14,6.350e-22,3.455e-14,1.019e-32
770.714,1.460e-14,6.351e-22,1.460e-14,1.020e-32
770.715,9.453e-15,6.351e-22,9.453e-15,1.020e-32
770.717,3.924e-15,6.351e-22,3.924e-15,1.020e-32
770.719,1.610e-15,6.351e-22,1.610e-15,1.021e-32
770.72,1.026e-15,6.351e-22,1.026e-15,1.021e-32
770.722,4.133e-16,6.352e-22,4.133e-16,1.021e-32
770.724,1.644e-16,6.352e-22,1.644e-16,1.022e-32
770.725,1.033e-16,6.352e-22,1.033e-16,1.022e-32
770.727,4.035e-17,6.352e-22,4.035e-17,1.022e-32
770.729,1.557e-17,6.353e-22,1.557e-17,1.023e-32
770.73,9.633e-18,6.353e-22,9.633e-18,1.023e-32
770.732,3.651e-18,6.353e-22,3.651e-18,1.023e-32
770.734,1.367e-18,6.353e-22,1.367e-18,1.024e-32
770.735,8.330e-19,6.353e-22,8.330e-19,1.024e-32
770.737,3.063e-19,6.354e-22,3.063e-19,1.025e-32
770.739,1.113e-19,6.354e-22,1.113e-19,1.025e-32
770.74,6.678e-20,6.354e-22,6.678e-20,1.025e-32
770.742,2.382e-20,6.354e-22,2.382e-20,1.026e-32
770.744,8.397e-21,6.354e-22,8.397e-21,1.026e-32
770.745,4.963e-21,6.355e-22,4.963e-21,1.026e-32
770.747,1.718e-21,6.355e-22,1.718e-21,1.027e-32
770.749,5.873e-22,6.355e-22,5.873e-22,1.027e-32
770.75,3.419e-22,6.355e-22,3.419e-22,1.027e-32
770.752,1.148e-22,6.356e-22,1.148e-22,1.028e-32
770.754,3.808e-23,6.356e-22,3.808e-23,1.028e-32
770.755,2.183e-23,6.356e-22,2.183e-23,1.029e-32
770.757,7.112e-24,6.356e-22,7.112e-24,1.029e-32
770.759,2.289e-24,6.356e-22,2.289e-24,1.029e-32
770.76,1.293e-24,6.357e-22,1.293e-24,1.030e-32
770.762,4.085e-25,6.357e-22,4.085e-25,1.030e-32
770.764,1.275e-25,6.357e-22,1.275e-25,1.031e-32
770.765,7.094e-26,6.357e-22,7.094e-26,1.031e-32
770.79,3.017e-26,6.360e-22,3.017e-26,1.036e-32
770.792,9.828e-26,6.361e-22,9.828e-26,1.037e-32
770.794,3.163e-25,6.361e-22,3.163e-25,1.037e-32
770.795,5.649e-25,6.361e-22,5.649e-25,1.037e-32
770.797,1.785e-24,6.361e-22,1.785e-24,1.038e-32
770.799,5.574e-24,6.362e-22,5.574e-24,1.038e-32
770.8,9.805e-24,6.362e-22,9.805e-24,1.038e-32
770.802,3.006e-23,6.362e-22,3.006e-23,1.039e-32
770.804,9.107e-23,6.362e-22,9.107e-23,1.039e-32
770.805,1.578e-22,6.362e-22,1.578e-22,1.040e-32
770.807,4.694e-22,6.363e-22,4.694e-22,1.040e-32
770.809,1.379e-21,6.363e-22,1.379e-21,1.040e-32
770.81,2.354e-21,6.363e-22,2.354e-21,1.041e-32
770.812,6.794e-21,6.363e-22,6.794e-21,1.041e-32
770.814,1.937e-20,6.364e-22,1.937e-20,1.042e-32
770.815,3.256e-20,6.364e-22,3.256e-20,1.042e-32
770.817,9.116e-20,6.364e-22,9.116e-20,1.042e-32
770.819,2.522e-19,6.364e-22,2.522e-19,1.043e-32
770.82,4.175e-19,6.364e-22,4.175e-19,1.043e-32
770.822,1.134e-18,6.365e-22,1.134e-18,1.043e-32
770.824,3.044e-18,6.365e-22,3.044e-18,1.044e-32
770.825,4.963e-18,6.365e-22,4.963e-18,1.044e-32
770.827,1.308e-17,6.365e-22,1.308e-17,1.044e-32
770.829,3.406e-17,6.365e-22,3.406e-17,1.045e-32
770.83,5.470e-17,6.366e-22,5.470e-17,1.045e-32
770.832,1.399e-16,6.366e-22,1.399e-16,1.046e-32
770.834,3.533e-16,6.366e-22,3.533e-16,1.046e-32
770.835,5.589e-16,6.366e-22,5.589e-16,1.046e-32
770.837,1.386e-15,6.366e-22,1.386e-15,1.047e-32
770.839,3.397e-15,6.367e-22,3.397e-15,1.047e-32
770.84,5.294e-15,6.367e-22,5.294e-15,1.047e-32
770.842,1.274e-14,6.367e-22,1.274e-14,1.048e-32
770.844,3.029e-14,6.367e-22,3.029e-14,1.048e-32
770.845,4.650e-14,6.368e-22,4.650e-14,1.048e-32
770.847,1.086e-13,6.368e-22,1.086e-13,1.049e-32
770.849,2.504e-13,6.368e-22,2.504e-13,1.049e-32
770.85,3.786e-13,6.368e-22,3.786e-13,1.050e-32
770.852,8.575e-13,6.368e-22,8.575e-13,1.050e-32
770.854,1.919e-12,6.369e-22,1.919e-12,1.050e-32
770.855,2.857e-12,6.369e-22,2.857e-12,1.051e-32
770.857,6.279e-12,6.369e-22,6.279e-12,1.051e-32
770.859,1.363e-11,6.369e-22,1.363e-11,1.051e-32
770.86,2.000e-11,6.369e-22,2.000e-11,1.052e-32
770.862,4.263e-11,6.370e-22,4.263e-11,1.052e-32
770.864,8.979e-11,6.370e-22,8.979e-11,1.053e-32
770.865,1.297e-10,6.370e-22,1.297e-10,1.053e-32
770.867,2.683e-10,6.370e-22,2.683e-10,1.053e-32
770.869,5.483e-10,6.371e-22,5.483e-10,1.054e-32
770.871,1.107e-9,6.371e-22,1.107e-9,1.054e-32
770.872,1.566e-9,6.371e-22,1.566e-9,1.054e-32
770.874,3.104e-9,6.371e-22,3.104e-9,1.055e-32
770.876,6.080e-9,6.372e-22,6.080e-9,1.055e-32
770.877,8.470e-9,6.372e-22,8.470e-9,1.055e-32
770.879,1.629e-8,6.372e-22,1.629e-8,1.056e-32
770.881,3.096e-8,6.372e-22,3.096e-8,1.056e-32
770.882,4.248e-8,6.372e-22,4.248e-8,1.057e-32
770.884,7.927e-8,6.373e-22,7.927e-8,1.057e-32
770.886,1.461e-7,6.373e-22,1.461e-7,1.057e-32
770.887,1.975e-7,6.373e-22,1.975e-7,1.058e-32
770.889,3.576e-7,6.373e-22,3.576e-7,1.058e-32
770.891,6.395e-7,6.373e-22,6.395e-7,1.059e-32
770.892,8.514e-7,6.374e-22,8.514e-7,1.059e-32
770.894,1.495e-6,6.374e-22,1.495e-6,1.059e-32
770.896,2.595e-6,6.374e-22,2.595e-6,1.060e-32
770.897,3.403e-6,6.374e-22,3.403e-6,1.060e-32
770.899,5.798e-6,6.375e-22,5.798e-6,1.060e-32
770.901,9.760e-6,6.375e-22,9.760e-6,1.061e-32
770.902,1.261e-5,6.375e-22,1.261e-5,1.061e-32
770.904,2.084e-5,6.375e-22,2.084e-5,1.061e-32
770.906,3.404e-5,6.375e-22,3.404e-5,1.062e-32
770.907,4.330e-5,6.376e-22,4.330e-5,1.062e-32
770.909,6.945e-5,6.376e-22,6.945e-5,1.063e-32
770.911,1.100e-4,6.376e-22,1.100e-4,1.063e-32
770.912,1.379e-4,6.376e-22,1.379e-4,1.063e-32
770.914,2.146e-4,6.376e-22,2.146e-4,1.064e-32
770.916,3.298e-4,6.377e-22,3.298e-4,1.064e-32
770.917,4.071e-4,6.377e-22,4.071e-4,1.064e-32
770.919,6.145e-4,6.377e-22,6.145e-4,1.065e-32
770.921,9.165e-4,6.377e-22,9.165e-4,1.065e-32
770.922,1.114e-3,6.377e-22,1.114e-3,1.065e-32
770.924,1.632e-3,6.378e-22,1.632e-3,1.066e-32
770.926,2.361e-3,6.378e-22,2.361e-3,1.066e-32
770.927,2.827e-3,6.378e-22,2.827e-3,1.066e-32
770.929,4.017e-3,6.378e-22,4.017e-3,1.067e-32
770.931,5.639e-3,6.379e-22,5.639e-3,1.067e-32
770.932,6.651e-3,6.379e-22,6.651e-3,1.068e-32
770.934,9.168e-3,6.379e-22,9.168e-3,1.068e-32
770.936,1.249e-2,6.379e-22,1.249e-2,1.068e-32
770.937,1.451e-2,6.379e-22,1.451e-2,1.069e-32
770.939,1.940e-2,6.380e-22,1.940e-2,1.069e-32
770.941,2.563e-2,6.380e-22,2.563e-2,1.070e-32
770.942,2.933e-2,6.380e-22,2.933e-2,1.070e-32
770.944,3.805e-2,6.380e-22,3.805e-2,1.070e-32
770.946,4.878e-2,6.381e-22,4.878e-2,1.071e-32
770.947,5.498e-2,6.381e-22,5.498e-2,1.071e-32
770.949,6.920e-2,6.381e-22,6.920e-2,1.071e-32
770.951,8.606e-2,6.381e-22,8.606e-2,1.072e-32
770.952,9.554e-2,6.381e-22,9.554e-2,1.072e-32
770.954,1.167e-1,6.382e-22,1.167e-1,1.072e-32
770.956,1.408e-1,6.382e-22,1.408e-1,1.073e-32
770.957,1.539e-1,6.382e-22,1.539e-1,1.073e-32
770.959,1.824e-1,6.382e-22,1.824e-1,1.074e-32
770.961,2.135e-1,6.383e-22,2.135e-1,1.074e-32
770.962,2.299e-1,6.383e-22,2.299e-1,1.074e-32
770.964,2.643e-1,6.383e-22,2.643e-1,1.075e-32
770.966,3.001e-1,6.383e-22,3.001e-1,1.075e-32
770.967,3.184e-1,6.383e-22,3.184e-1,1.075e-32
770.969,3.550e-1,6.384e-22,3.550e-1,1.076e-32
770.971,3.912e-1,6.384e-22,3.912e-1,1.076e-32
770.972,4.087e-1,6.384e-22,4.087e-1,1.076e-32
770.974,4.422e-1,6.384e-22,4.422e-1,1.077e-32
770.976,4.727e-1,6.384e-22,4.727e-1,1.077e-32
770.977,4.865e-1,6.385e-22,4.865e-1,1.078e-32
770.979,5.106e-1,6.385e-22,5.106e-1,1.078e-32
770.981,5.295e-1,6.385e-22,5.295e-1,1.078e-32
770.982,5.368e-1,6.385e-22,5.368e-1,1.079e-32
770.984,5.466e-1,6.385e-22,5.466e-1,1.079e-32
770.986,5.499e-1,6.386e-22,5.499e-1,1.079e-32
770.987,5.491e-1,6.386e-22,5.491e-1,1.080e-32
770.989,5.425e-1,6.386e-22,5.425e-1,1.080e-32
770.991,5.295e-1,6.386e-22,5.295e-1,1.081e-32
770.992,5.208e-1,6.387e-22,5.208e-1,1.081e-32
770.994,4.992e-1,6.387e-22,4.992e-1,1.081e-32
770.996,4.727e-1,6.387e-22,4.727e-1,1.082e-32
770.997,4.579e-1,6.387e-22,4.579e-1,1.082e-32
770.999,4.258e-1,6.387e-22,4.258e-1,1.082e-32
771.001,3.912e-1,6.388e-22,3.912e-1,1.083e-32
771.002,3.732e-1,6.388e-22,3.732e-1,1.083e-32
771.004,3.367e-1,6.388e-22,3.367e-1,1.083e-32
771.006,3.001e-1,6.388e-22,3.001e-1,1.084e-32
771.007,2.821e-1,6.388e-22,2.821e-1,1.084e-32
771.009,2.469e-1,6.389e-22,2.469e-1,1.085e-32
771.011,2.135e-1,6.389e-22,2.135e-1,1.085e-32
771.012,1.976e-1,6.389e-22,1.976e-1,1.085e-32
771.014,1.678e-1,6.389e-22,1.678e-1,1.086e-32
771.016,1.408e-1,6.390e-22,1.408e-1,1.086e-32
771.017,1.284e-1,6.390e-22,1.284e-1,1.086e-32
771.019,1.057e-1,6.390e-22,1.057e-1,1.087e-32
771.021,8.606e-2,6.390e-22,8.606e-2,1.087e-32
771.022,7.729e-2,6.390e-22,7.729e-2,1.087e-32
771.024,6.177e-2,6.391e-22,6.177e-2,1.088e-32
771.026,4.878e-2,6.391e-22,4.878e-2,1.088e-32
771.027,4.315e-2,6.391e-22,4.315e-2,1.089e-32
771.029,3.346e-2,6.391e-22,3.346e-2,1.089e-32
771.031,2.563e-2,6.392e-22,2.563e-2,1.089e-32
771.032,2.233e-2,6.392e-22,2.233e-2,1.090e-32
771.034,1.680e-2,6.392e-22,1.680e-2,1.090e-32
771.036,1.249e-2,6.392e-22,1.249e-2,1.091e-32
771.037,1.072e-2,6.392e-22,1.072e-2,1.091e-32
771.039,7.821e-3,6.393e-22,7.821e-3,1.091e-32
771.041,5.639e-3,6.393e-22,5.639e-3,1.092e-32
771.042,4.767e-3,6.393e-22,4.767e-3,1.092e-32
771.044,3.375e-3,6.393e-22,3.375e-3,1.092e-32
771.046,2.361e-3,6.393e-22,2.361e-3,1.093e-32
771.047,1.966e-3,6.394e-22,1.966e-3,1.093e-32
771.049,1.350e-3,6.394e-22,1.350e-3,1.093e-32
771.051,9.165e-4,6.394e-22,9.165e-4,1.094e-32
771.052,7.516e-4,6.394e-22,7.516e-4,1.094e-32
771.054,5.009e-4,6.395e-22,5.009e-4,1.094e-32
771.056,3.298e-4,6.395e-22,3.298e-4,1.095e-32
771.057,2.664e-4,6.395e-22,2.664e-4,1.095e-32
771.059,1.723e-4,6.395e-22,1.723e-4,1.096e-32
771.061,1.100e-4,6.395e-22,1.100e-4,1.096e-32
771.062,8.755e-5,6.396e-22,8.755e-5,1.096e-32
771.064,5.492e-5,6.396e-22,5.492e-5,1.097e-32
771.066,3.404e-5,6.396e-22,3.404e-5,1.097e-32
771.067,2.667e-5,6.396e-22,2.667e-5,1.097e-32
771.069,1.623e-5,6.396e-22,1.623e-5,1.098e-32
771.071,9.760e-6,6.397e-22,9.760e-6,1.098e-32
771.072,7.534e-6,6.397e-22,7.534e-6,1.098e-32
771.074,4.448e-6,6.397e-22,4.448e-6,1.099e-32
771.076,2.595e-6,6.397e-22,2.595e-6,1.099e-32
771.077,1.973e-6,6.397e-22,1.973e-6,1.100e-32
771.079,1.130e-6,6.398e-22,1.130e-6,1.100e-32
771.081,6.395e-7,6.398e-22,6.395e-7,1.100e-32
771.082,4.789e-7,6.398e-22,4.789e-7,1.101e-32
771.084,2.662e-7,6.398e-22,2.662e-7,1.101e-32
771.086,1.461e-7,6.399e-22,1.461e-7,1.102e-32
771.087,1.078e-7,6.399e-22,1.078e-7,1.102e-32
771.089,5.812e-8,6.399e-22,5.812e-8,1.102e-32
771.091,3.096e-8,6.399e-22,3.096e-8,1.103e-32
771.092,2.249e-8,6.399e-22,2.249e-8,1.103e-32
771.094,1.176e-8,6.400e-22,1.176e-8,1.103e-32
771.096,6.080e-9,6.400e-22,6.080e-9,1.104e-32
771.097,4.351e-9,6.400e-22,4.351e-9,1.104e-32
771.099,2.208e-9,6.400e-22,2.208e-9,1.104e-32
771.101,1.107e-9,6.401e-22,1.107e-9,1.105e-32
771.102,7.802e-10,6.401e-22,7.802e-10,1.105e-32
771.104,3.841e-10,6.401e-22,3.841e-10,1.106e-32
771.106,1.868e-10,6.401e-22,1.868e-10,1.106e-32
771.107,1.297e-10,6.401e-22,1.297e-10,1.106e-32
771.109,6.196e-11,6.402e-22,6.196e-11,1.107e-32
771.111,2.924e-11,6.402e-22,2.924e-11,1.107e-32
771.112,2.000e-11,6.402e-22,2.000e-11,1.107e-32
771.114,9.266e-12,6.402e-22,9.266e-12,1.108e-32
771.116,4.242e-12,6.403e-22,4.242e-12,1.108e-32
771.117,2.857e-12,6.403e-22,2.857e-12,1.108e-32
771.119,1.285e-12,6.403e-22,1.285e-12,1.109e-32
771.121,5.706e-13,6.403e-22,5.706e-13,1.109e-32
771.122,3.786e-13,6.403e-22,3.786e-13,1.109e-32
771.124,1.651e-13,6.404e-22,1.651e-13,1.110e-32
771.126,7.115e-14,6.404e-22,7.115e-14,1.110e-32
771.127,4.650e-14,6.404e-22,4.650e-14,1.111e-32
771.129,1.968e-14,6.404e-22,1.968e-14,1.111e-32
771.131,8.226e-15,6.404e-22,8.226e-15,1.111e-32
771.132,5.294e-15,6.405e-22,5.294e-15,1.112e-32
771.134,2.174e-15,6.405e-22,2.174e-15,1.112e-32
771.136,8.816e-16,6.405e-22,8.816e-16,1.113e-32
771.137,5.589e-16,6.405e-22,5.589e-16,1.113e-32
771.139,2.226e-16,6.406e-22,2.226e-16,1.113e-32
771.141,8.760e-17,6.406e-22,8.760e-17,1.114e-32
771.142,5.470e-17,6.406e-22,5.470e-17,1.114e-32
771.144,2.114e-17,6.406e-22,2.114e-17,1.114e-32
771.146,8.069e-18,6.406e-22,8.069e-18,1.115e-32
771.147,4.963e-18,6.407e-22,4.963e-18,1.115e-32
771.149,1.861e-18,6.407e-22,1.861e-18,1.115e-32
771.151,6.891e-19,6.407e-22,6.891e-19,1.116e-32
771.152,4.175e-19,6.407e-22,4.175e-19,1.116e-32
771.154,1.518e-19,6.407e-22,1.518e-19,1.117e-32
771.156,5.456e-20,6.408e-22,5.456e-20,1.117e-32
771.158,1.937e-20,6.408e-22,1.937e-20,1.117e-32
771.159,1.149e-20,6.408e-22,1.149e-20,1.118e-32
771.161,4.005e-21,6.408e-22,4.005e-21,1.118e-32
771.163,1.379e-21,6.409e-22,1.379e-21,1.119e-32
771.164,8.059e-22,6.409e-22,8.059e-22,1.119e-32
771.166,2.726e-22,6.409e-22,2.726e-22,1.119e-32
771.168,9.107e-23,6.409e-22,9.107e-23,1.120e-32
771.169,5.240e-23,6.409e-22,5.240e-23,1.120e-32
771.171,1.720e-23,6.410e-22,1.720e-23,1.120e-32
771.173,5.574e-24,6.410e-22,5.574e-24,1.121e-32
771.174,3.159e-24,6.410e-22,3.159e-24,1.121e-32
771.176,1.006e-24,6.410e-22,1.006e-24,1.121e-32
771.178,3.163e-25,6.411e-22,3.163e-25,1.122e-32
771.179,1.766e-25,6.411e-22,1.766e-25,1.122e-32
771.181,5.454e-26,6.411e-22,5.454e-26,1.122e-32
783.332,7.980e-22,7.980e-22,7.969e-26,3.801e-32
783.333,1.428e-21,1.428e-21,7.969e-26,3.801e-32
783.335,4.534e-21,4.534e-21,7.970e-26,3.802e-32
783.337,1.423e-20,1.423e-20,7.970e-26,3.802e-32
783.338,2.509e-20,2.509e-20,7.970e-26,3.802e-32
783.34,7.735e-20,7.735e-20,7.971e-26,3.803e-32
783.342,2.357e-19,2.357e-19,7.971e-26,3.803e-32
783.343,4.096e-19,4.096e-19,7.971e-26,3.803e-32
783.345,1.226e-18,1.226e-18,7.972e-26,3.804e-32
783.347,3.628e-18,3.628e-18,7.972e-26,3.804e-32
783.348,6.214e-18,6.214e-18,7.972e-26,3.805e-32
783.35,1.807e-17,1.807e-17,7.973e-26,3.805e-32
783.352,5.191e-17,5.191e-17,7.973e-26,3.805e-32
783.353,8.761e-17,8.761e-17,7.973e-26,3.806e-32
783.355,2.473e-16,2.473e-16,7.974e-26,3.806e-32
783.357,6.902e-16,6.902e-16,7.974e-26,3.806e-32
783.358,1.148e-15,1.148e-15,7.974e-26,3.807e-32
783.36,3.147e-15,3.147e-15,7.975e-26,3.807e-32
783.362,8.528e-15,8.528e-15,7.975e-26,3.808e-32
783.363,1.398e-14,1.398e-14,7.975e-26,3.808e-32
783.365,3.722e-14,3.722e-14,7.976e-26,3.808e-32
783.367,9.793e-14,9.793e-14,7.976e-26,3.809e-32
783.368,1.582e-13,1.582e-13,7.976e-26,3.809e-32
783.37,4.090e-13,4.090e-13,7.977e-26,3.809e-32
783.372,1.045e-12,1.045e-12,7.977e-26,3.810e-32
783.373,1.663e-12,1.663e-12,7.978e-26,3.810e-32
783.375,4.176e-12,4.176e-12,7.978e-26,3.810e-32
783.377,1.036e-11,1.036e-11,7.978e-26,3.811e-32
783.378,1.626e-11,1.626e-11,7.979e-26,3.811e-32
783.38,3.964e-11,3.964e-11,7.979e-26,3.812e-32
783.382,9.552e-11,9.552e-11,7.979e-26,3.812e-32
783.383,1.476e-10,1.476e-10,7.980e-26,3.812e-32
783.385,3.496e-10,3.496e-10,7.980e-26,3.813e-32
783.387,8.181e-10,8.181e-10,7.980e-26,3.813e-32
783.388,1.246e-9,1.246e-9,7.981e-26,3.813e-32
783.39,2.865e-9,2.865e-9,7.981e-26,3.814e-32
783.392,6.512e-9,6.512e-9,7.981e-26,3.814e-32
783.393,9.774e-9,9.774e-9,7.982e-26,3.814e-32
783.395,2.182e-8,2.182e-8,7.982e-26,3.815e-32
783.397,4.817e-8,4.817e-8,7.982e-26,3.815e-32
783.398,7.124e-8,7.124e-8,7.983e-26,3.816e-32
783.4,1.545e-7,1.545e-7,7.983e-26,3.816e-32
783.402,3.311e-7,3.311e-7,7.984e-26,3.816e-32
783.403,4.826e-7,4.826e-7,7.984e-26,3.817e-32
783.405,1.016e-6,1.016e-6,7.984e-26,3.817e-32
783.407,2.115e-6,2.115e-6,7.985e-26,3.818e-32
783.408,3.038e-6,3.038e-6,7.985e-26,3.818e-32
783.41,6.213e-6,6.213e-6,7.985e-26,3.818e-32
783.412,1.256e-5,1.256e-5,7.986e-26,3.819e-32
783.413,1.777e-5,1.777e-5,7.986e-26,3.819e-32
783.415,3.530e-5,3.530e-5,7.986e-26,3.819e-32
783.417,6.928e-5,6.928e-5,7.987e-26,3.820e-32
783.418,9.664e-5,9.664e-5,7.987e-26,3.820e-32
783.42,1.864e-4,1.864e-4,7.987e-26,3.820e-32
783.422,3.552e-4,3.552e-4,7.988e-26,3.821e-32
783.423,4.883e-4,4.883e-4,7.988e-26,3.821e-32
783.425,9.145e-4,9.145e-4,7.988e-26,3.821e-32
783.427,1.693e-3,1.693e-3,7.989e-26,3.822e-32
783.428,2.293e-3,2.293e-3,7.989e-26,3.822e-32
783.43,4.170e-3,4.170e-3,7.989e-26,3.823e-32
783.432,7.495e-3,7.495e-3,7.990e-26,3.823e-32
783.433,1.001e-2,1.001e-2,7.990e-26,3.823e-32
783.435,1.767e-2,1.767e-2,7.990e-26,3.824e-32
783.437,3.085e-2,3.085e-2,7.991e-26,3.824e-32
783.438,4.057e-2,4.057e-2,7.991e-26,3.824e-32
783.44,6.959e-2,6.959e-2,7.991e-26,3.825e-32
783.442,1.180e-1,1.180e-1,7.992e-26,3.825e-32
783.443,1.529e-1,1.529e-1,7.992e-26,3.825e-32
783.445,2.547e-1,2.547e-1,7.992e-26,3.826e-32
783.447,4.192e-1,4.192e-1,7.993e-26,3.826e-32
783.449,6.821e-1,6.821e-1,7.993e-26,3.827e-32
783.45,8.662e-1,8.662e-1,7.993e-26,3.827e-32
783.452,1.385e+0,1.385e+0,7.994e-26,3.827e-32
783.454,2.188e+0,2.188e+0,7.994e-26,3.828e-32
783.455,2.738e+0,2.738e+0,7.994e-26,3.828e-32
783.457,4.250e+0,4.250e+0,7.995e-26,3.829e-32
783.459,6.521e+0,6.521e+0,7.995e-26,3.829e-32
783.46,8.042e+0,8.042e+0,7.996e-26,3.829e-32
783.462,1.212e+1,1.212e+1,7.996e-26,3.830e-32
783.464,1.806e+1,1.806e+1,7.996e-26,3.830e-32
783.465,2.195e+1,2.195e+1,7.997e-26,3.830e-32
783.467,3.214e+1,3.214e+1,7.997e-26,3.831e-32
783.469,4.650e+1,4.650e+1,7.997e-26,3.831e-32
783.47,5.569e+1,5.569e+1,7.998e-26,3.831e-32
783.472,7.917e+1,7.917e+1,7.998e-26,3.832e-32
783.474,1.112e+2,1.112e+2,7.998e-26,3.832e-32
783.475,1.313e+2,1.313e+2,7.999e-26,3.832e-32
783.477,1.812e+2,1.812e+2,7.999e-26,3.833e-32
783.479,2.473e+2,2.473e+2,7.999e-26,3.833e-32
783.48,2.876e+2,2.876e+2,8.000e-26,3.834e-32
783.482,3.856e+2,3.856e+2,8.000e-26,3.834e-32
783.484,5.110e+2,5.110e+2,8.000e-26,3.834e-32
783.485,5.856e+2,5.856e+2,8.001e-26,3.835e-32
783.487,7.624e+2,7.624e+2,8.001e-26,3.835e-32
783.489,9.811e+2,9.811e+2,8.002e-26,3.836e-32
783.49,1.108e+3,1.108e+3,8.002e-26,3.836e-32
783.492,1.401e+3,1.401e+3,8.002e-26,3.836e-32
783.494,1.751e+3,1.751e+3,8.003e-26,3.837e-32
783.495,1.948e+3,1.948e+3,8.003e-26,3.837e-32
783.497,2.392e+3,2.392e+3,8.003e-26,3.837e-32
783.499,2.903e+3,2.903e+3,8.004e-26,3.838e-32
783.5,3.184e+3,3.184e+3,8.004e-26,3.838e-32
783.502,3.796e+3,3.796e+3,8.004e-26,3.838e-32
783.504,4.474e+3,4.474e+3,8.005e-26,3.839e-32
783.505,4.835e+3,4.835e+3,8.005e-26,3.839e-32
783.507,5.599e+3,5.599e+3,8.005e-26,3.840e-32
783.509,6.407e+3,6.407e+3,8.006e-26,3.840e-32
783.51,6.824e+3,6.824e+3,8.006e-26,3.840e-32
783.512,7.673e+3,7.673e+3,8.006e-26,3.841e-32
783.514,8.527e+3,8.527e+3,8.007e-26,3.841e-32
783.515,8.950e+3,8.950e+3,8.007e-26,3.841e-32
783.517,9.773e+3,9.773e+3,8.007e-26,3.842e-32
783.519,1.055e+4,1.055e+4,8.008e-26,3.842e-32
783.52,1.091e+4,1.091e+4,8.008e-26,3.842e-32
783.522,1.157e+4,1.157e+4,8.008e-26,3.843e-32
783.524,1.212e+4,1.212e+4,8.009e-26,3.843e-32
783.525,1.236e+4,1.236e+4,8.009e-26,3.844e-32
783.527,1.272e+4,1.272e+4,8.009e-26,3.844e-32
783.529,1.295e+4,1.295e+4,8.010e-26,3.844e-32
783.53,1.301e+4,1.301e+4,8.010e-26,3.845e-32
783.532,1.301e+4,1.301e+4,8.010e-26,3.845e-32
783.534,1.286e+4,1.286e+4,8.011e-26,3.846e-32
783.535,1.273e+4,1.273e+4,8.011e-26,3.846e-32
783.537,1.236e+4,1.236e+4,8.011e-26,3.846e-32
783.539,1.187e+4,1.187e+4,8.012e-26,3.847e-32
783.54,1.157e+4,1.157e+4,8.012e-26,3.847e-32
783.542,1.092e+4,1.092e+4,8.012e-26,3.847e-32
783.544,1.018e+4,1.018e+4,8.013e-26,3.848e-32
783.545,9.794e+3,9.794e+3,8.013e-26,3.848e-32
783.547,8.981e+3,8.981e+3,8.014e-26,3.848e-32
783.549,8.147e+3,8.147e+3,8.014e-26,3.849e-32
783.55,7.728e+3,7.728e+3,8.014e-26,3.849e-32
783.552,6.903e+3,6.903e+3,8.015e-26,3.849e-32
783.554,6.111e+3,6.111e+3,8.015e-26,3.850e-32
783.555,5.733e+3,5.733e+3,8.015e-26,3.850e-32
783.557,5.023e+3,5.023e+3,8.016e-26,3.851e-32
783.559,4.386e+3,4.386e+3,8.016e-26,3.851e-32
783.56,4.099e+3,4.099e+3,8.016e-26,3.851e-32
783.562,3.595e+3,3.595e+3,8.017e-26,3.852e-32
783.564,3.190e+3,3.190e+3,8.017e-26,3.852e-32
783.565,3.027e+3,3.027e+3,8.017e-26,3.852e-32
783.567,2.784e+3,2.784e+3,8.018e-26,3.853e-32
783.569,2.657e+3,2.657e+3,8.018e-26,3.853e-32
783.57,2.637e+3,2.637e+3,8.018e-26,3.853e-32
783.572,2.690e+3,2.690e+3,8.019e-26,3.854e-32
783.574,2.866e+3,2.866e+3,8.019e-26,3.854e-32
783.575,3.001e+3,3.001e+3,8.019e-26,3.855e-32
