Wavelength (nm),Sum(calc),Cr I (8.9e-2),Cr II (9.1e-1)
442.897,1.813e-1,1.813e-1,1.792e-14
442.899,7.513e-2,7.513e-2,1.792e-14
442.9,4.770e-2,4.770e-2,1.792e-14
442.902,1.870e-2,1.870e-2,1.792e-14
442.904,7.070e-3,7.070e-3,1.792e-14
442.905,4.287e-3,4.287e-3,1.792e-14
442.907,1.534e-3,1.534e-3,1.792e-14
442.909,5.289e-4,5.289e-4,1.792e-14
442.911,1.758e-4,1.758e-4,1.792e-14
442.912,9.997e-5,9.997e-5,1.792e-14
442.914,3.145e-5,3.145e-5,1.792e-14
442.916,9.552e-6,9.552e-6,1.792e-14
442.917,5.209e-6,5.209e-6,1.792e-14
442.919,1.598e-6,1.598e-6,1.792e-14
442.921,8.272e-7,8.272e-7,1.792e-14
442.923,1.611e-6,1.611e-6,1.792e-14
442.924,2.871e-6,2.871e-6,1.792e-14
442.926,9.635e-6,9.635e-6,1.792e-14
442.928,3.171e-5,3.171e-5,1.792e-14
442.929,5.676e-5,5.676e-5,1.792e-14
442.931,1.770e-4,1.770e-4,1.792e-14
442.933,5.321e-4,5.321e-4,1.792e-14
442.935,1.542e-3,1.542e-3,1.792e-14
442.936,2.589e-3,2.589e-3,1.792e-14
442.938,7.101e-3,7.101e-3,1.792e-14
442.94,1.878e-2,1.878e-2,1.792e-14
442.941,3.011e-2,3.011e-2,1.792e-14
442.943,7.535e-2,7.535e-2,1.792e-14
442.945,1.818e-1,1.818e-1,1.792e-14
442.947,4.227e-1,4.227e-1,1.792e-14
442.948,6.357e-1,6.357e-1,1.792e-14
442.95,1.399e+0,1.399e+0,1.792e-14
442.952,2.968e+0,2.968e+0,1.792e-14
442.953,4.264e+0,4.264e+0,1.792e-14
442.955,8.562e+0,8.562e+0,1.792e-14
442.957,1.657e+1,1.657e+1,1.792e-14
442.959,3.092e+1,3.092e+1,1.792e-14
442.96,4.166e+1,4.166e+1,1.792e-14
442.962,7.357e+1,7.357e+1,1.792e-14
442.964,1.252e+2,1.252e+2,1.792e-14
442.965,1.612e+2,1.612e+2,1.792e-14
