Wavelength (nm),Sum(calc),K I (3.1e-2),K II (9.7e-1),K III (2.7e-11)
203.296,1.065e-35,,1.065e-35,
203.301,6.237e-34,,6.237e-34,
203.306,3.237e-32,,3.237e-32,
203.311,1.489e-30,,1.489e-30,
203.316,6.070e-29,,6.070e-29,
203.321,2.193e-27,,2.193e-27,
203.326,7.022e-26,,7.022e-26,
203.331,1.992e-24,,1.992e-24,
203.336,5.010e-23,,5.010e-23,
203.341,1.117e-21,,1.117e-21,
203.346,2.205e-20,,2.205e-20,
203.351,3.860e-19,,3.860e-19,
203.357,1.021e-17,,1.021e-17,
203.362,1.370e-16,,1.370e-16,
203.367,1.630e-15,,1.630e-15,
203.372,1.718e-14,,1.718e-14,
203.377,1.604e-13,,1.604e-13,
203.382,1.328e-12,,1.328e-12,
203.387,9.742e-12,,9.742e-12,
203.392,6.334e-11,,6.334e-11,
203.397,3.650e-10,,3.650e-10,
203.402,1.864e-9,,1.864e-9,
203.407,8.433e-9,,8.433e-9,
203.412,3.382e-8,,3.382e-8,
203.417,1.202e-7,,1.202e-7,
203.422,3.787e-7,,3.787e-7,
203.427,1.057e-6,,1.057e-6,
203.432,2.615e-6,,2.615e-6,
203.437,5.734e-6,,5.734e-6,
203.442,1.114e-5,,1.114e-5,
203.447,1.919e-5,,1.919e-5,
203.452,2.928e-5,,2.928e-5,
203.457,3.960e-5,,3.960e-5,
203.462,4.746e-5,,4.746e-5,
203.467,5.042e-5,,5.042e-5,
203.472,4.747e-5,,4.747e-5,
203.478,3.771e-5,,3.771e-5,
203.483,2.745e-5,,2.745e-5,
203.488,1.847e-5,,1.847e-5,
203.493,1.355e-5,,1.355e-5,
203.498,1.606e-5,,1.606e-5,
203.503,3.173e-5,,3.173e-5,
203.508,7.042e-5,,7.042e-5,
203.513,1.455e-4,,1.455e-4,
203.518,2.688e-4,,2.688e-4,
203.523,4.408e-4,,4.408e-4,
203.528,6.408e-4,,6.408e-4,
203.533,8.256e-4,,8.256e-4,
203.538,9.429e-4,,9.429e-4,
203.543,9.543e-4,,9.543e-4,
203.548,8.561e-4,,8.561e-4,
203.553,6.807e-4,,6.807e-4,
203.558,4.796e-4,,4.796e-4,
203.563,2.996e-4,,2.996e-4,
203.568,1.658e-4,,1.658e-4,
203.573,8.136e-5,,8.136e-5,
203.578,3.538e-5,,3.538e-5,
203.583,1.364e-5,,1.364e-5,
203.588,4.658e-6,,4.658e-6,
203.593,1.410e-6,,1.410e-6,
203.599,2.867e-7,,2.867e-7,
203.604,6.656e-8,,6.656e-8,
203.609,1.370e-8,,1.370e-8,
203.614,2.505e-9,,2.505e-9,
203.619,4.561e-10,,4.561e-10,
203.624,4.048e-10,,4.048e-10,
203.629,2.047e-9,,2.047e-9,
203.634,1.063e-8,,1.063e-8,
203.639,4.911e-8,,4.911e-8,
203.644,2.011e-7,,2.011e-7,
203.649,7.302e-7,,7.302e-7,
203.654,2.350e-6,,2.350e-6,
203.659,6.704e-6,,6.704e-6,
203.664,1.696e-5,,1.696e-5,
203.669,3.801e-5,,3.801e-5,
203.674,7.555e-5,,7.555e-5,
203.679,1.331e-4,,1.331e-4,
203.684,2.079e-4,,2.079e-4,
203.689,2.878e-4,,2.878e-4,
203.694,3.533e-4,,3.533e-4,
203.699,3.843e-4,,3.843e-4,
203.704,3.707e-4,,3.707e-4,
203.709,3.169e-4,,3.169e-4,
203.715,2.240e-4,,2.240e-4,
203.72,1.469e-4,,1.469e-4,
203.725,8.543e-5,,8.543e-5,
203.73,4.403e-5,,4.403e-5,
203.735,2.012e-5,,2.012e-5,
203.74,8.149e-6,,8.149e-6,
203.745,2.926e-6,,2.926e-6,
203.75,9.314e-7,,9.314e-7,
203.755,2.628e-7,,2.628e-7,
203.76,6.574e-8,,6.574e-8,
203.765,1.458e-8,,1.458e-8,
203.77,2.865e-9,,2.865e-9,
203.775,4.993e-10,,4.993e-10,
203.78,7.713e-11,,7.713e-11,
203.785,1.056e-11,,1.056e-11,
203.79,1.282e-12,,1.282e-12,
203.795,1.380e-13,,1.380e-13,
203.8,1.316e-14,,1.316e-14,
203.805,1.113e-15,,1.113e-15,
203.81,8.342e-17,,8.342e-17,
203.815,5.544e-18,,5.544e-18,
203.82,3.266e-19,,3.266e-19,
203.825,1.705e-20,,1.705e-20,
203.83,7.895e-22,,7.895e-22,
203.836,1.686e-23,,1.686e-23,
203.841,5.988e-25,,5.988e-25,
203.846,1.885e-26,,1.885e-26,
203.851,5.261e-28,,5.261e-28,
203.856,1.302e-29,,1.302e-29,
203.861,2.855e-31,,2.855e-31,
203.866,5.550e-33,,5.550e-33,
203.871,9.564e-35,,9.564e-35,
204.309,4.911e-36,,4.911e-36,
204.315,6.457e-34,,6.457e-34,
204.32,3.301e-32,,3.301e-32,
204.325,1.497e-30,,1.497e-30,
204.33,6.026e-29,,6.026e-29,
204.335,2.152e-27,,2.152e-27,
204.34,6.818e-26,,6.818e-26,
204.345,1.917e-24,,1.917e-24,
204.35,4.782e-23,,4.782e-23,
204.355,1.058e-21,,1.058e-21,
204.36,2.079e-20,,2.079e-20,
204.365,3.622e-19,,3.622e-19,
204.37,5.601e-18,,5.601e-18,
204.375,7.684e-17,,7.684e-17,
204.38,9.353e-16,,9.353e-16,
204.385,1.010e-14,,1.010e-14,
204.39,9.682e-14,,9.682e-14,
204.395,8.233e-13,,8.233e-13,
204.4,6.212e-12,,6.212e-12,
204.405,4.159e-11,,4.159e-11,
204.41,2.470e-10,,2.470e-10,
204.415,1.302e-9,,1.302e-9,
204.42,6.089e-9,,6.089e-9,
204.425,2.527e-8,,2.527e-8,
204.43,9.303e-8,,9.303e-8,
204.436,3.796e-7,,3.796e-7,
204.441,1.074e-6,,1.074e-6,
204.446,2.698e-6,,2.698e-6,
204.451,6.013e-6,,6.013e-6,
204.456,1.189e-5,,1.189e-5,
204.461,2.088e-5,,2.088e-5,
204.466,3.260e-5,,3.260e-5,
204.471,4.542e-5,,4.542e-5,
204.476,5.717e-5,,5.717e-5,
204.481,6.724e-5,,6.724e-5,
204.486,7.993e-5,,7.993e-5,
204.491,1.081e-4,,1.081e-4,
204.496,1.749e-4,,1.749e-4,
204.501,3.105e-4,,3.105e-4,
204.506,5.405e-4,,5.405e-4,
204.511,8.672e-4,,8.672e-4,
204.516,1.251e-3,,1.251e-3,
204.521,1.611e-3,,1.611e-3,
204.526,1.845e-3,,1.845e-3,
204.531,1.879e-3,,1.879e-3,
204.536,1.703e-3,,1.703e-3,
204.541,1.375e-3,,1.375e-3,
204.546,9.892e-4,,9.892e-4,
204.551,6.359e-4,,6.359e-4,
204.557,3.233e-4,,3.233e-4,
204.562,1.634e-4,,1.634e-4,
204.567,7.441e-5,,7.441e-5,
204.572,3.064e-5,,3.064e-5,
204.577,1.144e-5,,1.144e-5,
204.582,3.889e-6,,3.889e-6,
204.587,1.205e-6,,1.205e-6,
204.592,3.408e-7,,3.408e-7,
204.597,8.787e-8,,8.787e-8,
204.602,2.061e-8,,2.061e-8,
204.607,4.383e-9,,4.383e-9,
204.612,8.423e-10,,8.423e-10,
204.617,1.458e-10,,1.458e-10,
204.622,2.265e-11,,2.265e-11,
204.627,3.150e-12,,3.150e-12,
204.632,3.913e-13,,3.913e-13,
204.637,4.335e-14,,4.335e-14,
204.642,4.277e-15,,4.277e-15,
204.647,3.755e-16,,3.755e-16,
204.652,2.930e-17,,2.930e-17,
204.657,2.032e-18,,2.032e-18,
204.662,1.252e-19,,1.252e-19,
204.667,6.847e-21,,6.847e-21,
204.672,3.325e-22,,3.325e-22,
204.678,7.535e-24,,7.535e-24,
204.683,2.815e-25,,2.815e-25,
204.688,9.335e-27,,9.335e-27,
204.693,2.747e-28,,2.747e-28,
204.698,7.174e-30,,7.174e-30,
204.703,1.662e-31,,1.662e-31,
204.708,3.418e-33,,3.418e-33,
204.713,6.238e-35,,6.238e-35,
207.506,3.351e-34,,3.351e-34,
207.511,1.787e-32,,1.787e-32,
207.516,8.484e-31,,8.484e-31,
207.521,3.587e-29,,3.587e-29,
207.526,1.351e-27,,1.351e-27,
207.531,4.530e-26,,4.530e-26,
207.536,1.353e-24,,1.353e-24,
207.541,3.598e-23,,3.598e-23,
207.546,8.520e-22,,8.520e-22,
207.552,3.261e-20,,3.261e-20,
207.557,5.984e-19,,5.984e-19,
207.562,9.780e-18,,9.780e-18,
207.567,1.423e-16,,1.423e-16,
207.572,1.845e-15,,1.845e-15,
207.577,2.130e-14,,2.130e-14,
207.582,2.189e-13,,2.189e-13,
207.587,2.004e-12,,2.004e-12,
207.592,1.633e-11,,1.633e-11,
207.597,1.186e-10,,1.186e-10,
207.602,7.666e-10,,7.666e-10,
207.607,4.414e-9,,4.414e-9,
207.612,2.263e-8,,2.263e-8,
207.617,1.033e-7,,1.033e-7,
207.622,4.202e-7,,4.202e-7,
207.627,1.521e-6,,1.521e-6,
207.632,4.906e-6,,4.906e-6,
207.637,1.409e-5,,1.409e-5,
207.642,3.603e-5,,3.603e-5,
207.647,8.206e-5,,8.206e-5,
207.652,1.664e-4,,1.664e-4,
207.657,3.006e-4,,3.006e-4,
207.662,4.835e-4,,4.835e-4,
207.667,6.926e-4,,6.926e-4,
207.673,9.148e-4,,9.148e-4,
207.678,1.015e-3,,1.015e-3,
207.683,1.004e-3,,1.004e-3,
207.688,8.836e-4,,8.836e-4,
207.693,6.926e-4,,6.926e-4,
207.698,4.835e-4,,4.835e-4,
207.703,3.006e-4,,3.006e-4,
207.708,1.664e-4,,1.664e-4,
207.713,8.206e-5,,8.206e-5,
207.718,3.603e-5,,3.603e-5,
207.723,1.409e-5,,1.409e-5,
207.728,4.906e-6,,4.906e-6,
207.733,1.521e-6,,1.521e-6,
207.738,4.202e-7,,4.202e-7,
207.743,1.033e-7,,1.033e-7,
207.748,2.263e-8,,2.263e-8,
207.753,4.414e-9,,4.414e-9,
207.758,7.666e-10,,7.666e-10,
207.763,1.186e-10,,1.186e-10,
207.768,1.642e-11,,1.642e-11,
207.773,2.878e-12,,2.878e-12,
207.778,8.005e-12,,8.005e-12,
207.783,6.180e-11,,6.180e-11,
207.788,4.367e-10,,4.367e-10,
207.794,3.917e-9,,3.917e-9,
207.799,2.146e-8,,2.146e-8,
207.804,1.048e-7,,1.048e-7,
207.809,4.554e-7,,4.554e-7,
207.814,1.764e-6,,1.764e-6,
207.819,6.083e-6,,6.083e-6,
207.824,1.869e-5,,1.869e-5,
207.829,5.114e-5,,5.114e-5,
207.834,1.247e-4,,1.247e-4,
207.839,2.707e-4,,2.707e-4,
207.844,5.235e-4,,5.235e-4,
207.849,9.017e-4,,9.017e-4,
207.854,1.384e-3,,1.384e-3,
207.859,1.891e-3,,1.891e-3,
207.864,2.302e-3,,2.302e-3,
207.869,2.496e-3,,2.496e-3,
207.874,2.411e-3,,2.411e-3,
207.879,2.074e-3,,2.074e-3,
207.884,1.590e-3,,1.590e-3,
207.889,1.085e-3,,1.085e-3,
207.894,6.598e-4,,6.598e-4,
207.899,3.573e-4,,3.573e-4,
207.904,1.724e-4,,1.724e-4,
207.91,6.169e-5,,6.169e-5,
207.915,2.307e-5,,2.307e-5,
207.92,7.684e-6,,7.684e-6,
207.925,2.280e-6,,2.280e-6,
207.93,6.026e-7,,6.026e-7,
207.935,1.419e-7,,1.419e-7,
207.94,2.975e-8,,2.975e-8,
207.945,5.556e-9,,5.556e-9,
207.95,9.243e-10,,9.243e-10,
207.955,1.370e-10,,1.370e-10,
207.96,1.808e-11,,1.808e-11,
207.965,2.125e-12,,2.125e-12,
207.97,2.226e-13,,2.226e-13,
207.975,2.076e-14,,2.076e-14,
207.98,1.725e-15,,1.725e-15,
207.985,1.277e-16,,1.277e-16,
207.99,8.417e-18,,8.417e-18,
207.995,4.942e-19,,4.942e-19,
208,2.585e-20,,2.585e-20,
208.005,1.204e-21,,1.204e-21,
208.01,4.997e-23,,4.997e-23,
208.015,1.847e-24,,1.847e-24,
208.02,6.081e-26,,6.081e-26,
208.025,1.783e-27,,1.783e-27,
208.031,3.983e-29,,3.983e-29,
208.036,6.391e-28,,6.391e-28,
208.041,2.057e-26,,2.057e-26,
208.046,5.904e-25,,5.904e-25,
208.051,1.510e-23,,1.510e-23,
208.056,3.441e-22,,3.441e-22,
208.061,6.987e-21,,6.987e-21,
208.066,1.264e-19,,1.264e-19,
208.071,2.038e-18,,2.038e-18,
208.076,2.928e-17,,2.928e-17,
208.081,3.748e-16,,3.748e-16,
208.086,4.274e-15,,4.274e-15,
208.091,4.344e-14,,4.344e-14,
208.096,3.934e-13,,3.934e-13,
208.101,3.174e-12,,3.174e-12,
208.106,2.282e-11,,2.282e-11,
208.111,1.462e-10,,1.462e-10,
208.116,8.346e-10,,8.346e-10,
208.121,4.245e-9,,4.245e-9,
208.126,1.924e-8,,1.924e-8,
208.131,7.770e-8,,7.770e-8,
208.136,2.796e-7,,2.796e-7,
208.141,8.964e-7,,8.964e-7,
208.146,2.561e-6,,2.561e-6,
208.152,7.752e-6,,7.752e-6,
208.157,1.718e-5,,1.718e-5,
208.162,3.394e-5,,3.394e-5,
208.167,5.973e-5,,5.973e-5,
208.172,9.366e-5,,9.366e-5,
208.177,1.309e-4,,1.309e-4,
208.182,1.629e-4,,1.629e-4,
208.187,1.808e-4,,1.808e-4,
208.192,1.787e-4,,1.787e-4,
208.197,1.574e-4,,1.574e-4,
208.202,1.235e-4,,1.235e-4,
208.207,8.639e-5,,8.639e-5,
208.212,5.384e-5,,5.384e-5,
208.217,2.989e-5,,2.989e-5,
208.222,1.479e-5,,1.479e-5,
208.227,6.520e-6,,6.520e-6,
208.232,2.561e-6,,2.561e-6,
208.237,8.964e-7,,8.964e-7,
208.242,2.796e-7,,2.796e-7,
208.247,7.770e-8,,7.770e-8,
208.252,1.924e-8,,1.924e-8,
208.257,4.245e-9,,4.245e-9,
208.262,8.346e-10,,8.346e-10,
208.267,1.462e-10,,1.462e-10,
208.273,1.552e-11,,1.552e-11,
208.278,2.110e-12,,2.110e-12,
208.283,2.555e-13,,2.555e-13,
208.288,2.757e-14,,2.757e-14,
208.293,2.651e-15,,2.651e-15,
208.298,2.272e-16,,2.272e-16,
208.303,1.734e-17,,1.734e-17,
208.308,1.180e-18,,1.180e-18,
208.313,7.150e-20,,7.150e-20,
208.318,3.862e-21,,3.862e-21,
208.323,1.859e-22,,1.859e-22,
208.328,7.969e-24,,7.969e-24,
208.333,3.045e-25,,3.045e-25,
208.338,1.076e-26,,1.076e-26,
208.343,1.341e-26,,1.341e-26,
208.348,3.899e-25,,3.899e-25,
208.353,1.034e-23,,1.034e-23,
208.358,2.445e-22,,2.445e-22,
208.363,5.154e-21,,5.154e-21,
208.368,9.682e-20,,9.682e-20,
208.373,1.621e-18,,1.621e-18,
208.378,2.420e-17,,2.420e-17,
208.383,3.219e-16,,3.219e-16,
208.389,6.174e-15,,6.174e-15,
208.394,6.378e-14,,6.378e-14,
208.399,5.872e-13,,5.872e-13,
208.404,4.819e-12,,4.819e-12,
208.409,3.525e-11,,3.525e-11,
208.414,2.298e-10,,2.298e-10,
208.419,1.336e-9,,1.336e-9,
208.424,6.919e-9,,6.919e-9,
208.429,3.195e-8,,3.195e-8,
208.434,1.315e-7,,1.315e-7,
208.439,4.824e-7,,4.824e-7,
208.444,1.577e-6,,1.577e-6,
208.449,4.597e-6,,4.597e-6,
208.454,1.194e-5,,1.194e-5,
208.459,2.766e-5,,2.766e-5,
208.464,5.708e-5,,5.708e-5,
208.469,1.050e-4,,1.050e-4,
208.474,1.722e-4,,1.722e-4,
208.479,2.517e-4,,2.517e-4,
208.484,3.279e-4,,3.279e-4,
208.489,3.808e-4,,3.808e-4,
208.494,3.942e-4,,3.942e-4,
208.499,3.637e-4,,3.637e-4,
208.504,2.991e-4,,2.991e-4,
208.51,2.032e-4,,2.032e-4,
208.515,1.298e-4,,1.298e-4,
208.52,7.386e-5,,7.386e-5,
208.525,3.747e-5,,3.747e-5,
208.53,1.694e-5,,1.694e-5,
208.535,6.829e-6,,6.829e-6,
208.54,2.453e-6,,2.453e-6,
208.545,7.856e-7,,7.856e-7,
208.55,2.242e-7,,2.242e-7,
208.555,5.705e-8,,5.705e-8,
208.56,1.294e-8,,1.294e-8,
208.565,2.615e-9,,2.615e-9,
208.57,4.711e-10,,4.711e-10,
208.575,7.566e-11,,7.566e-11,
208.58,1.083e-11,,1.083e-11,
208.585,1.382e-12,,1.382e-12,
208.59,1.571e-13,,1.571e-13,
208.595,1.593e-14,,1.593e-14,
208.6,1.439e-15,,1.439e-15,
208.605,1.159e-16,,1.159e-16,
208.61,8.322e-18,,8.322e-18,
208.615,5.325e-19,,5.325e-19,
208.62,3.037e-20,,3.037e-20,
208.625,1.544e-21,,1.544e-21,
208.631,3.716e-23,,3.716e-23,
208.636,1.467e-24,,1.467e-24,
208.641,5.161e-26,,5.161e-26,
208.646,1.618e-27,,1.618e-27,
208.651,4.524e-29,,4.524e-29,
208.656,1.127e-30,,1.127e-30,
208.661,2.503e-32,,2.503e-32,
208.666,4.955e-34,,4.955e-34,
208.812,6.251e-34,,6.251e-34,
208.817,3.172e-32,,3.172e-32,
208.822,1.435e-30,,1.435e-30,
208.827,5.792e-29,,5.792e-29,
208.832,2.085e-27,,2.085e-27,
208.837,6.691e-26,,6.691e-26,
208.842,1.915e-24,,1.915e-24,
208.847,4.890e-23,,4.890e-23,
208.852,1.113e-21,,1.113e-21,
208.857,2.261e-20,,2.261e-20,
208.862,4.094e-19,,4.094e-19,
208.867,6.611e-18,,6.611e-18,
208.873,1.601e-16,,1.601e-16,
208.878,2.010e-15,,2.010e-15,
208.883,2.250e-14,,2.250e-14,
208.888,2.247e-13,,2.247e-13,
208.893,2.001e-12,,2.001e-12,
208.898,1.589e-11,,1.589e-11,
208.903,1.125e-10,,1.125e-10,
208.908,7.109e-10,,7.109e-10,
208.913,4.004e-9,,4.004e-9,
208.918,2.012e-8,,2.012e-8,
208.923,9.013e-8,,9.013e-8,
208.928,3.601e-7,,3.601e-7,
208.933,1.283e-6,,1.283e-6,
208.938,4.079e-6,,4.079e-6,
208.943,1.156e-5,,1.156e-5,
208.948,2.922e-5,,2.922e-5,
208.953,6.587e-5,,6.587e-5,
208.958,1.324e-4,,1.324e-4,
208.963,2.374e-4,,2.374e-4,
208.968,3.796e-4,,3.796e-4,
208.973,5.414e-4,,5.414e-4,
208.978,6.885e-4,,6.885e-4,
208.983,7.809e-4,,7.809e-4,
208.989,7.809e-4,,7.809e-4,
208.994,6.885e-4,,6.885e-4,
208.999,5.414e-4,,5.414e-4,
209.004,3.796e-4,,3.796e-4,
209.009,2.374e-4,,2.374e-4,
209.014,1.324e-4,,1.324e-4,
209.019,6.587e-5,,6.587e-5,
209.024,2.922e-5,,2.922e-5,
209.029,1.156e-5,,1.156e-5,
209.034,4.079e-6,,4.079e-6,
209.039,1.283e-6,,1.283e-6,
209.044,3.601e-7,,3.601e-7,
209.049,9.013e-8,,9.013e-8,
209.054,2.012e-8,,2.012e-8,
209.059,4.004e-9,,4.004e-9,
209.064,7.109e-10,,7.109e-10,
209.069,1.125e-10,,1.125e-10,
209.074,1.589e-11,,1.589e-11,
209.079,2.001e-12,,2.001e-12,
209.084,2.247e-13,,2.247e-13,
209.089,2.250e-14,,2.250e-14,
209.094,2.010e-15,,2.010e-15,
209.099,1.601e-16,,1.601e-16,
209.104,1.137e-17,,1.137e-17,
209.11,4.094e-19,,4.094e-19,
209.115,2.261e-20,,2.261e-20,
209.12,1.113e-21,,1.113e-21,
209.125,4.890e-23,,4.890e-23,
209.13,1.915e-24,,1.915e-24,
209.135,6.691e-26,,6.691e-26,
209.14,2.085e-27,,2.085e-27,
209.145,5.792e-29,,5.792e-29,
209.15,1.435e-30,,1.435e-30,
209.155,3.172e-32,,3.172e-32,
209.16,6.251e-34,,6.251e-34,
212.74,4.426e-35,,4.426e-35,
212.745,2.220e-33,,2.220e-33,
212.75,9.976e-32,,9.976e-32,
212.755,4.014e-30,,4.014e-30,
212.76,1.446e-28,,1.446e-28,
212.765,4.667e-27,,4.667e-27,
212.77,1.349e-25,,1.349e-25,
212.775,3.491e-24,,3.491e-24,
212.78,8.092e-23,,8.092e-23,
212.785,1.680e-21,,1.680e-21,
212.79,3.123e-20,,3.123e-20,
212.795,5.200e-19,,5.200e-19,
212.8,7.754e-18,,7.754e-18,
212.805,1.035e-16,,1.035e-16,
212.81,1.238e-15,,1.238e-15,
212.815,1.326e-14,,1.326e-14,
212.82,1.272e-13,,1.272e-13,
212.826,1.658e-12,,1.658e-12,
212.831,1.248e-11,,1.248e-11,
212.836,8.411e-11,,8.411e-11,
212.841,5.077e-10,,5.077e-10,
212.846,2.744e-9,,2.744e-9,
212.851,1.329e-8,,1.329e-8,
212.856,5.760e-8,,5.760e-8,
212.861,2.237e-7,,2.237e-7,
212.866,7.777e-7,,7.777e-7,
212.871,2.422e-6,,2.422e-6,
212.876,6.755e-6,,6.755e-6,
212.881,1.687e-5,,1.687e-5,
212.886,3.774e-5,,3.774e-5,
212.891,7.562e-5,,7.562e-5,
212.896,1.357e-4,,1.357e-4,
212.901,2.180e-4,,2.180e-4,
212.906,3.137e-4,,3.137e-4,
212.911,4.043e-4,,4.043e-4,
212.916,4.666e-4,,4.666e-4,
212.921,4.823e-4,,4.823e-4,
212.926,4.465e-4,,4.465e-4,
212.931,3.701e-4,,3.701e-4,
212.936,2.748e-4,,2.748e-4,
212.941,1.827e-4,,1.827e-4,
212.947,9.681e-5,,9.681e-5,
212.952,5.050e-5,,5.050e-5,
212.957,2.359e-5,,2.359e-5,
212.962,9.872e-6,,9.872e-6,
212.967,3.699e-6,,3.699e-6,
212.972,1.241e-6,,1.241e-6,
212.977,3.731e-7,,3.731e-7,
212.982,1.004e-7,,1.004e-7,
212.987,2.432e-8,,2.432e-8,
212.992,5.861e-9,,5.861e-9,
212.997,4.288e-9,,4.288e-9,
213.002,1.533e-8,,1.533e-8,
213.007,6.275e-8,,6.275e-8,
213.012,2.326e-7,,2.326e-7,
213.017,7.727e-7,,7.727e-7,
213.022,2.299e-6,,2.299e-6,
213.027,6.127e-6,,6.127e-6,
213.032,1.463e-5,,1.463e-5,
213.037,3.127e-5,,3.127e-5,
213.042,5.989e-5,,5.989e-5,
213.047,1.027e-4,,1.027e-4,
213.052,1.579e-4,,1.579e-4,
213.057,2.173e-4,,2.173e-4,
213.062,2.678e-4,,2.678e-4,
213.068,2.977e-4,,2.977e-4,
213.073,2.880e-4,,2.880e-4,
213.078,2.496e-4,,2.496e-4,
213.083,1.937e-4,,1.937e-4,
213.088,1.347e-4,,1.347e-4,
213.093,8.389e-5,,8.389e-5,
213.098,4.680e-5,,4.680e-5,
213.103,2.338e-5,,2.338e-5,
213.108,1.046e-5,,1.046e-5,
213.113,4.195e-6,,4.195e-6,
213.118,1.506e-6,,1.506e-6,
213.123,4.844e-7,,4.844e-7,
213.128,1.395e-7,,1.395e-7,
213.133,3.601e-8,,3.601e-8,
213.138,8.322e-9,,8.322e-9,
213.143,1.723e-9,,1.723e-9,
213.148,3.195e-10,,3.195e-10,
213.153,5.306e-11,,5.306e-11,
213.158,7.894e-12,,7.894e-12,
213.163,1.052e-12,,1.052e-12,
213.168,1.256e-13,,1.256e-13,
213.173,1.342e-14,,1.342e-14,
213.178,1.295e-15,,1.295e-15,
213.184,2.571e-16,,2.571e-16,
213.189,2.031e-15,,2.031e-15,
213.194,1.931e-14,,1.931e-14,
213.199,1.650e-13,,1.650e-13,
213.204,1.263e-12,,1.263e-12,
213.209,8.671e-12,,8.671e-12,
213.214,5.338e-11,,5.338e-11,
213.219,2.948e-10,,2.948e-10,
213.224,1.461e-9,,1.461e-9,
213.229,6.497e-9,,6.497e-9,
213.234,2.596e-8,,2.596e-8,
213.239,9.321e-8,,9.321e-8,
213.244,3.011e-7,,3.011e-7,
213.249,8.759e-7,,8.759e-7,
213.254,2.297e-6,,2.297e-6,
213.259,5.440e-6,,5.440e-6,
213.264,1.165e-5,,1.165e-5,
213.269,2.260e-5,,2.260e-5,
213.274,3.979e-5,,3.979e-5,
213.279,6.368e-5,,6.368e-5,
213.284,9.275e-5,,9.275e-5,
213.289,1.231e-4,,1.231e-4,
213.294,1.489e-4,,1.489e-4,
213.299,1.643e-4,,1.643e-4,
213.305,1.633e-4,,1.633e-4,
213.31,1.464e-4,,1.464e-4,
213.315,1.192e-4,,1.192e-4,
213.32,8.793e-5,,8.793e-5,
213.325,5.872e-5,,5.872e-5,
213.33,3.543e-5,,3.543e-5,
213.335,1.928e-5,,1.928e-5,
213.34,9.455e-6,,9.455e-6,
213.345,4.172e-6,,4.172e-6,
213.35,1.655e-6,,1.655e-6,
213.355,5.899e-7,,5.899e-7,
213.36,1.888e-7,,1.888e-7,
213.365,5.422e-8,,5.422e-8,
213.37,1.397e-8,,1.397e-8,
213.375,3.228e-9,,3.228e-9,
213.38,6.689e-10,,6.689e-10,
213.385,1.242e-10,,1.242e-10,
213.39,2.069e-11,,2.069e-11,
213.395,3.087e-12,,3.087e-12,
213.4,4.128e-13,,4.128e-13,
213.405,4.947e-14,,4.947e-14,
213.41,5.312e-15,,5.312e-15,
213.415,5.112e-16,,5.112e-16,
213.42,4.407e-17,,4.407e-17,
213.426,2.013e-18,,2.013e-18,
213.431,1.363e-19,,1.363e-19,
213.436,8.270e-21,,8.270e-21,
213.441,4.495e-22,,4.495e-22,
213.446,2.189e-23,,2.189e-23,
213.451,9.552e-25,,9.552e-25,
213.456,3.734e-26,,3.734e-26,
213.461,1.308e-27,,1.308e-27,
213.466,4.104e-29,,4.104e-29,
213.471,1.154e-30,,1.154e-30,
213.476,2.906e-32,,2.906e-32,
213.481,6.559e-34,,6.559e-34,
213.748,1.080e-34,,1.080e-34,
213.753,4.999e-33,,4.999e-33,
213.758,2.075e-31,,2.075e-31,
213.763,7.718e-30,,7.718e-30,
213.768,2.574e-28,,2.574e-28,
213.773,7.696e-27,,7.696e-27,
213.778,2.063e-25,,2.063e-25,
213.784,9.242e-24,,9.242e-24,
213.789,1.948e-22,,1.948e-22,
213.794,3.681e-21,,3.681e-21,
213.799,6.236e-20,,6.236e-20,
213.804,9.471e-19,,9.471e-19,
213.809,1.289e-17,,1.289e-17,
213.814,1.574e-16,,1.574e-16,
213.819,1.722e-15,,1.722e-15,
213.824,1.690e-14,,1.690e-14,
213.829,1.486e-13,,1.486e-13,
213.834,1.172e-12,,1.172e-12,
213.839,8.283e-12,,8.283e-12,
213.844,5.249e-11,,5.249e-11,
213.849,2.982e-10,,2.982e-10,
213.854,1.519e-9,,1.519e-9,
213.859,6.936e-9,,6.936e-9,
213.864,2.839e-8,,2.839e-8,
213.869,1.042e-7,,1.042e-7,
213.874,3.429e-7,,3.429e-7,
213.879,1.012e-6,,1.012e-6,
213.884,2.676e-6,,2.676e-6,
213.889,6.349e-6,,6.349e-6,
213.894,1.351e-5,,1.351e-5,
213.899,2.580e-5,,2.580e-5,
213.905,4.864e-5,,4.864e-5,
213.91,7.339e-5,,7.339e-5,
213.915,9.974e-5,,9.974e-5,
213.92,1.225e-4,,1.225e-4,
213.925,1.365e-4,,1.365e-4,
213.93,1.392e-4,,1.392e-4,
213.935,1.311e-4,,1.311e-4,
213.94,1.156e-4,,1.156e-4,
213.945,9.666e-5,,9.666e-5,
213.95,7.738e-5,,7.738e-5,
213.955,5.941e-5,,5.941e-5,
213.96,4.347e-5,,4.347e-5,
213.965,2.995e-5,,2.995e-5,
213.97,1.917e-5,,1.917e-5,
213.975,1.127e-5,,1.127e-5,
213.98,6.030e-6,,6.030e-6,
213.985,2.921e-6,,2.921e-6,
213.99,1.276e-6,,1.276e-6,
213.995,5.017e-7,,5.017e-7,
214,1.772e-7,,1.772e-7,
214.005,5.617e-8,,5.617e-8,
