Wavelength (nm),Sum(calc),K I (3.1e-2),K II (9.7e-1),K III (2.7e-11)
335.862,2.280e-17,,1.586e-27,2.280e-17
335.867,1.884e-17,,1.587e-27,1.884e-17
335.872,1.490e-17,,1.588e-27,1.490e-17
335.877,1.127e-17,,1.590e-27,1.127e-17
335.882,8.151e-18,,1.591e-27,8.151e-18
335.887,5.642e-18,,1.592e-27,5.642e-18
335.892,3.736e-18,,1.593e-27,3.736e-18
335.897,2.366e-18,,1.594e-27,2.366e-18
335.902,1.434e-18,,1.595e-27,1.434e-18
335.907,8.312e-19,,1.596e-27,8.312e-19
335.912,4.610e-19,,1.597e-27,4.610e-19
335.917,2.445e-19,,1.598e-27,2.445e-19
335.922,1.241e-19,,1.599e-27,1.241e-19
335.928,5.187e-20,,1.600e-27,5.187e-20
335.933,2.388e-20,,1.601e-27,2.388e-20
335.938,1.052e-20,,1.602e-27,1.052e-20
335.943,4.430e-21,,1.603e-27,4.430e-21
335.948,1.785e-21,,1.604e-27,1.785e-21
335.953,6.884e-22,,1.605e-27,6.884e-22
335.958,2.539e-22,,1.606e-27,2.539e-22
335.963,8.958e-23,,1.608e-27,8.958e-23
335.968,3.024e-23,,1.609e-27,3.024e-23
335.973,9.764e-24,,1.610e-27,9.764e-24
335.978,3.016e-24,,1.611e-27,3.016e-24
335.983,8.912e-25,,1.612e-27,8.912e-25
335.988,2.519e-25,,1.613e-27,2.519e-25
335.993,6.813e-26,,1.614e-27,6.813e-26
335.998,1.763e-26,,1.615e-27,1.763e-26
336.003,4.362e-27,,1.616e-27,4.362e-27
336.008,1.033e-27,,1.617e-27,1.033e-27
336.013,2.339e-28,,1.618e-27,2.339e-28
336.018,5.068e-29,,1.619e-27,5.068e-29
336.023,1.051e-29,,1.620e-27,1.051e-29
336.028,2.083e-30,,1.621e-27,2.083e-30
336.033,3.951e-31,,1.622e-27,3.951e-31
336.038,7.170e-32,,1.623e-27,7.170e-32
336.043,1.245e-32,,1.624e-27,1.245e-32
336.049,1.436e-33,,1.626e-27,1.436e-33
336.054,2.261e-34,,1.627e-27,2.261e-34
336.059,3.406e-35,,1.628e-27,3.406e-35
336.064,4.908e-36,,1.629e-27,4.908e-36
336.069,6.766e-37,,1.630e-27,6.766e-37
336.074,8.922e-38,,1.631e-27,8.922e-38
336.079,1.126e-38,,1.632e-27,1.126e-38
336.084,1.359e-39,,1.633e-27,1.359e-39
336.089,1.568e-40,,1.634e-27,1.568e-40
336.18,5.509e-42,,1.653e-27,5.509e-42
336.185,5.038e-41,,1.654e-27,5.038e-41
336.19,4.408e-40,,1.655e-27,4.408e-40
336.195,3.690e-39,,1.656e-27,3.690e-39
336.2,2.955e-38,,1.657e-27,2.955e-38
336.205,2.265e-37,,1.658e-27,2.265e-37
336.21,1.661e-36,,1.659e-27,1.661e-36
336.215,1.165e-35,,1.660e-27,1.165e-35
336.22,7.820e-35,,1.661e-27,7.820e-35
336.225,5.022e-34,,1.662e-27,5.022e-34
336.23,3.086e-33,,1.663e-27,3.086e-33
336.235,1.814e-32,,1.664e-27,1.814e-32
336.24,1.020e-31,,1.665e-27,1.020e-31
336.245,5.492e-31,,1.667e-27,5.492e-31
336.25,2.828e-30,,1.668e-27,2.828e-30
336.255,1.393e-29,,1.669e-27,1.393e-29
336.26,6.568e-29,,1.670e-27,6.568e-29
336.265,2.962e-28,,1.671e-27,2.962e-28
336.27,1.278e-27,,1.672e-27,1.278e-27
336.275,5.278e-27,,1.673e-27,5.278e-27
336.28,2.085e-26,,1.674e-27,2.085e-26
336.285,7.881e-26,,1.675e-27,7.881e-26
336.291,3.666e-25,,1.676e-27,3.666e-25
336.296,1.257e-24,,1.677e-27,1.257e-24
336.301,4.126e-24,,1.678e-27,4.126e-24
336.306,1.296e-23,,1.679e-27,1.296e-23
336.311,3.892e-23,,1.680e-27,3.892e-23
336.316,1.119e-22,,1.681e-27,1.119e-22
336.321,3.076e-22,,1.682e-27,3.076e-22
336.326,8.094e-22,,1.683e-27,8.094e-22
336.331,2.038e-21,,1.684e-27,2.038e-21
336.336,4.908e-21,,1.686e-27,4.908e-21
336.341,1.131e-20,,1.687e-27,1.131e-20
336.346,2.494e-20,,1.688e-27,2.494e-20
336.351,5.261e-20,,1.689e-27,5.261e-20
336.356,1.062e-19,,1.690e-27,1.062e-19
336.361,2.051e-19,,1.691e-27,2.051e-19
336.366,3.790e-19,,1.692e-27,3.790e-19
336.371,6.701e-19,,1.693e-27,6.701e-19
336.376,1.134e-18,,1.694e-27,1.134e-18
336.381,1.835e-18,,1.695e-27,1.835e-18
336.386,2.841e-18,,1.696e-27,2.841e-18
336.391,4.210e-18,,1.697e-27,4.210e-18
336.396,5.968e-18,,1.698e-27,5.968e-18
336.401,8.094e-18,,1.699e-27,8.094e-18
336.407,1.101e-17,,1.700e-27,1.101e-17
336.412,1.355e-17,,1.701e-27,1.355e-17
336.417,1.595e-17,,1.702e-27,1.595e-17
336.422,1.797e-17,,1.704e-27,1.797e-17
336.427,1.938e-17,,1.705e-27,1.938e-17
336.432,1.998e-17,,1.706e-27,1.998e-17
336.437,1.972e-17,,1.707e-27,1.972e-17
336.442,1.862e-17,,1.708e-27,1.862e-17
336.447,1.682e-17,,1.709e-27,1.682e-17
336.452,1.454e-17,,1.710e-27,1.454e-17
336.457,1.202e-17,,1.711e-27,1.202e-17
336.462,9.515e-18,,1.712e-27,9.515e-18
336.467,7.203e-18,,1.713e-27,7.203e-18
336.472,5.218e-18,,1.714e-27,5.218e-18
336.477,3.616e-18,,1.715e-27,3.616e-18
336.482,2.398e-18,,1.716e-27,2.398e-18
336.487,1.521e-18,,1.717e-27,1.521e-18
336.492,9.235e-19,,1.718e-27,9.235e-19
336.497,5.364e-19,,1.719e-27,5.364e-19
336.502,2.981e-19,,1.720e-27,2.981e-19
336.507,1.585e-19,,1.721e-27,1.585e-19
336.512,8.062e-20,,1.722e-27,8.062e-20
336.517,3.924e-20,,1.723e-27,3.924e-20
336.522,1.827e-20,,1.724e-27,1.827e-20
336.528,6.890e-21,,1.726e-27,6.890e-21
336.533,2.912e-21,,1.727e-27,2.912e-21
336.538,1.177e-21,,1.728e-27,1.177e-21
336.543,4.554e-22,,1.729e-27,4.554e-22
336.548,1.685e-22,,1.730e-27,1.685e-22
336.553,5.968e-23,,1.731e-27,5.968e-23
336.558,2.022e-23,,1.732e-27,2.022e-23
336.563,6.556e-24,,1.733e-27,6.556e-24
336.568,2.033e-24,,1.734e-27,2.033e-24
336.573,6.034e-25,,1.735e-27,6.034e-25
336.578,1.713e-25,,1.736e-27,1.713e-25
336.583,4.655e-26,,1.737e-27,4.655e-26
336.588,1.210e-26,,1.738e-27,1.210e-26
336.593,3.009e-27,,1.739e-27,3.009e-27
336.598,7.161e-28,,1.740e-27,7.161e-28
336.603,1.630e-28,,1.741e-27,1.630e-28
336.608,3.551e-29,,1.742e-27,3.551e-29
336.613,7.402e-30,,1.743e-27,7.402e-30
336.618,1.476e-30,,1.745e-27,1.476e-30
336.623,2.816e-31,,1.746e-27,2.816e-31
336.628,5.141e-32,,1.747e-27,5.141e-32
336.633,8.979e-33,,1.748e-27,8.979e-33
336.638,1.501e-33,,1.749e-27,1.501e-33
336.643,2.399e-34,,1.750e-27,2.399e-34
336.649,2.508e-35,,1.751e-27,2.508e-35
336.654,3.639e-36,,1.752e-27,3.639e-36
336.659,5.052e-37,,1.753e-27,5.052e-37
336.664,6.709e-38,,1.754e-27,6.709e-38
336.669,8.526e-39,,1.755e-27,8.526e-39
336.674,1.037e-39,,1.756e-27,1.037e-39
336.679,1.206e-40,,1.757e-27,1.206e-40
337.808,1.993e-27,,1.993e-27,9.602e-41
337.813,1.785e-26,,1.785e-26,9.591e-41
337.818,1.529e-25,,1.529e-25,9.580e-41
337.823,1.254e-24,,1.254e-24,9.569e-41
337.828,9.847e-24,,9.847e-24,9.558e-41
337.833,7.400e-23,,7.400e-23,9.548e-41
337.838,5.323e-22,,5.323e-22,9.537e-41
337.843,3.665e-21,,3.665e-21,9.526e-41
337.849,3.503e-20,,3.503e-20,9.513e-41
337.854,2.191e-19,,2.191e-19,9.502e-41
337.859,1.311e-18,,1.311e-18,9.491e-41
337.864,7.513e-18,,7.513e-18,9.480e-41
337.869,4.120e-17,,4.120e-17,9.469e-41
337.874,2.163e-16,,2.163e-16,9.458e-41
337.879,1.087e-15,,1.087e-15,9.447e-41
337.884,5.228e-15,,5.228e-15,9.437e-41
337.889,2.407e-14,,2.407e-14,9.426e-41
337.894,1.061e-13,,1.061e-13,9.415e-41
337.899,4.473e-13,,4.473e-13,9.404e-41
337.904,1.806e-12,,1.806e-12,9.393e-41
337.909,6.980e-12,,6.980e-12,9.382e-41
337.914,2.582e-11,,2.582e-11,9.371e-41
337.919,9.143e-11,,9.143e-11,9.360e-41
337.924,3.099e-10,,3.099e-10,9.349e-41
337.929,1.005e-9,,1.005e-9,9.339e-41
337.934,3.122e-9,,3.122e-9,9.328e-41
337.939,9.280e-9,,9.280e-9,9.317e-41
337.944,2.640e-8,,2.640e-8,9.306e-41
337.949,7.191e-8,,7.191e-8,9.295e-41
337.954,1.874e-7,,1.874e-7,9.284e-41
337.959,4.677e-7,,4.677e-7,9.273e-41
337.965,1.323e-6,,1.323e-6,9.260e-41
337.97,2.997e-6,,2.997e-6,9.249e-41
337.975,6.502e-6,,6.502e-6,9.238e-41
337.98,1.350e-5,,1.350e-5,9.228e-41
337.985,2.683e-5,,2.683e-5,9.217e-41
337.99,5.105e-5,,5.105e-5,9.206e-41
337.995,9.296e-5,,9.296e-5,9.195e-41
338,1.620e-4,,1.620e-4,9.184e-41
338.005,2.703e-4,,2.703e-4,9.173e-41
338.01,4.317e-4,,4.317e-4,9.162e-41
338.015,6.599e-4,,6.599e-4,9.151e-41
338.02,9.656e-4,,9.656e-4,9.140e-41
338.025,1.352e-3,,1.352e-3,9.130e-41
338.03,1.813e-3,,1.813e-3,9.119e-41
338.035,2.327e-3,,2.327e-3,9.108e-41
338.04,2.858e-3,,2.858e-3,9.097e-41
338.045,3.360e-3,,3.360e-3,9.086e-41
338.05,3.781e-3,,3.781e-3,9.075e-41
338.055,4.073e-3,,4.073e-3,9.064e-41
338.06,4.200e-3,,4.200e-3,9.053e-41
338.065,4.145e-3,,4.145e-3,9.042e-41
338.07,3.916e-3,,3.916e-3,9.032e-41
338.075,3.541e-3,,3.541e-3,9.021e-41
338.08,3.065e-3,,3.065e-3,9.010e-41
338.086,2.433e-3,,2.433e-3,8.997e-41
338.091,1.912e-3,,1.912e-3,8.986e-41
338.096,1.439e-3,,1.439e-3,8.975e-41
338.101,1.037e-3,,1.037e-3,8.964e-41
338.106,7.146e-4,,7.146e-4,8.953e-41
338.111,4.716e-4,,4.716e-4,8.942e-41
338.116,2.979e-4,,2.979e-4,8.931e-41
338.121,1.801e-4,,1.801e-4,8.921e-41
338.126,1.042e-4,,1.042e-4,8.910e-41
338.131,5.775e-5,,5.775e-5,8.899e-41
338.136,3.062e-5,,3.062e-5,8.888e-41
338.141,1.554e-5,,1.554e-5,8.877e-41
338.146,7.552e-6,,7.552e-6,8.866e-41
338.151,3.512e-6,,3.512e-6,8.855e-41
338.156,1.563e-6,,1.563e-6,8.844e-41
338.161,6.661e-7,,6.661e-7,8.834e-41
338.166,2.716e-7,,2.716e-7,8.823e-41
338.171,1.060e-7,,1.060e-7,8.812e-41
338.176,3.963e-8,,3.963e-8,8.801e-41
338.181,1.417e-8,,1.417e-8,8.790e-41
338.186,4.852e-9,,4.852e-9,8.779e-41
338.191,1.590e-9,,1.590e-9,8.768e-41
338.196,4.988e-10,,4.988e-10,8.757e-41
338.201,1.498e-10,,1.498e-10,8.746e-41
338.207,3.337e-11,,3.337e-11,8.733e-41
338.212,9.099e-12,,9.099e-12,8.722e-41
338.217,2.375e-12,,2.375e-12,8.712e-41
338.222,5.935e-13,,5.935e-13,8.701e-41
338.227,1.419e-13,,1.419e-13,8.690e-41
338.232,3.249e-14,,3.249e-14,8.679e-41
338.237,7.119e-15,,7.119e-15,8.668e-41
338.242,1.493e-15,,1.493e-15,8.657e-41
338.247,2.998e-16,,2.998e-16,8.646e-41
338.252,5.761e-17,,5.761e-17,8.635e-41
338.257,1.060e-17,,1.060e-17,8.625e-41
338.262,1.866e-18,,1.866e-18,8.614e-41
338.267,3.167e-19,,3.167e-19,8.603e-41
338.272,6.537e-20,,6.537e-20,8.592e-41
338.277,9.983e-20,,9.983e-20,8.581e-41
338.282,5.544e-19,,5.544e-19,8.570e-41
338.287,3.185e-18,,3.185e-18,8.559e-41
338.292,1.755e-17,,1.755e-17,8.548e-41
338.297,9.257e-17,,9.257e-17,8.537e-41
338.302,4.675e-16,,4.675e-16,8.527e-41
338.307,2.260e-15,,2.260e-15,8.516e-41
338.312,1.046e-14,,1.046e-14,8.505e-41
338.317,4.634e-14,,4.634e-14,8.494e-41
338.322,1.966e-13,,1.966e-13,8.483e-41
338.328,1.051e-12,,1.051e-12,8.470e-41
338.333,4.049e-12,,4.049e-12,8.459e-41
338.338,1.493e-11,,1.493e-11,8.448e-41
338.343,5.273e-11,,5.273e-11,8.437e-41
338.348,1.783e-10,,1.783e-10,8.426e-41
338.353,5.769e-10,,5.769e-10,8.416e-41
338.358,1.787e-9,,1.787e-9,8.405e-41
338.363,5.300e-9,,5.300e-9,8.394e-41
338.368,1.505e-8,,1.505e-8,8.383e-41
338.373,4.090e-8,,4.090e-8,8.372e-41
338.378,1.064e-7,,1.064e-7,8.361e-41
338.383,2.651e-7,,2.651e-7,8.350e-41
338.388,6.320e-7,,6.320e-7,8.339e-41
338.393,1.443e-6,,1.443e-6,8.328e-41
338.398,3.153e-6,,3.153e-6,8.318e-41
338.403,6.595e-6,,6.595e-6,8.307e-41
338.408,1.321e-5,,1.321e-5,8.296e-41
338.413,2.532e-5,,2.532e-5,8.285e-41
338.418,4.647e-5,,4.647e-5,8.274e-41
338.423,8.165e-5,,8.165e-5,8.263e-41
338.428,1.373e-4,,1.373e-4,8.252e-41
338.433,2.211e-4,,2.211e-4,8.241e-41
338.438,3.409e-4,,3.409e-4,8.230e-41
338.443,5.030e-4,,5.030e-4,8.220e-41
338.449,7.575e-4,,7.575e-4,8.207e-41
338.454,1.015e-3,,1.015e-3,8.196e-41
338.459,1.303e-3,,1.303e-3,8.185e-41
338.464,1.601e-3,,1.601e-3,8.174e-41
338.469,1.883e-3,,1.883e-3,8.163e-41
338.474,2.121e-3,,2.121e-3,8.152e-41
338.479,2.286e-3,,2.286e-3,8.141e-41
338.484,2.359e-3,,2.359e-3,8.130e-41
338.489,2.330e-3,,2.330e-3,8.119e-41
338.494,2.204e-3,,2.204e-3,8.109e-41
338.499,1.995e-3,,1.995e-3,8.098e-41
338.504,1.729e-3,,1.729e-3,8.087e-41
338.509,1.435e-3,,1.435e-3,8.076e-41
338.514,1.140e-3,,1.140e-3,8.065e-41
338.519,8.666e-4,,8.666e-4,8.054e-41
338.524,6.308e-4,,6.308e-4,8.043e-41
338.529,4.396e-4,,4.396e-4,8.032e-41
338.534,2.933e-4,,2.933e-4,8.021e-41
338.539,1.873e-4,,1.873e-4,8.011e-41
338.544,1.145e-4,,1.145e-4,8.000e-41
338.549,6.704e-5,,6.704e-5,7.989e-41
338.554,3.756e-5,,3.756e-5,7.978e-41
338.559,2.015e-5,,2.015e-5,7.967e-41
338.565,9.010e-6,,9.010e-6,7.954e-41
338.57,4.391e-6,,4.391e-6,7.943e-41
338.575,2.049e-6,,2.049e-6,7.932e-41
338.58,9.151e-7,,9.151e-7,7.921e-41
338.585,3.913e-7,,3.913e-7,7.910e-41
338.59,1.602e-7,,1.602e-7,7.900e-41
338.595,6.278e-8,,6.278e-8,7.889e-41
338.6,2.355e-8,,2.355e-8,7.878e-41
338.605,8.459e-9,,8.459e-9,7.867e-41
338.61,2.909e-9,,2.909e-9,7.856e-41
338.615,9.574e-10,,9.574e-10,7.845e-41
338.62,3.017e-10,,3.017e-10,7.834e-41
338.625,9.102e-11,,9.102e-11,7.823e-41
338.63,2.629e-11,,2.629e-11,7.813e-41
338.635,7.269e-12,,7.269e-12,7.802e-41
338.64,1.924e-12,,1.924e-12,7.791e-41
338.645,4.876e-13,,4.876e-13,7.780e-41
338.65,1.183e-13,,1.183e-13,7.769e-41
338.655,2.747e-14,,2.747e-14,7.758e-41
338.66,6.108e-15,,6.108e-15,7.747e-41
338.665,1.300e-15,,1.300e-15,7.736e-41
338.67,2.650e-16,,2.650e-16,7.725e-41
338.675,5.169e-17,,5.169e-17,7.715e-41
338.68,9.654e-18,,9.654e-18,7.704e-41
338.686,1.217e-18,,1.217e-18,7.691e-41
338.691,2.065e-19,,2.065e-19,7.680e-41
338.696,3.355e-20,,3.355e-20,7.669e-41
338.701,5.218e-21,,5.218e-21,7.658e-41
338.706,7.769e-22,,7.769e-22,7.647e-41
338.711,1.108e-22,,1.108e-22,7.636e-41
338.716,1.511e-23,,1.511e-23,7.625e-41
338.721,1.975e-24,,1.975e-24,7.614e-41
338.726,2.470e-25,,2.470e-25,7.604e-41
338.731,2.957e-26,,2.957e-26,7.593e-41
338.736,3.390e-27,,3.390e-27,7.582e-41
338.741,4.375e-29,,4.375e-29,7.571e-41
340.163,2.386e-28,,2.386e-28,4.475e-41
340.168,2.126e-27,,2.126e-27,4.464e-41
340.173,1.815e-26,,1.815e-26,4.453e-41
340.178,1.484e-25,,1.484e-25,4.443e-41
340.183,1.162e-24,,1.162e-24,4.432e-41
340.188,8.716e-24,,8.716e-24,4.421e-41
340.193,6.261e-23,,6.261e-23,4.410e-41
340.198,4.308e-22,,4.308e-22,4.399e-41
340.203,2.839e-21,,2.839e-21,4.388e-41
340.208,1.791e-20,,1.791e-20,4.377e-41
340.213,1.083e-19,,1.083e-19,4.366e-41
340.218,6.270e-19,,6.270e-19,4.355e-41
340.223,3.476e-18,,3.476e-18,4.345e-41
340.228,1.846e-17,,1.846e-17,4.334e-41
340.233,9.391e-17,,9.391e-17,4.323e-41
340.238,4.575e-16,,4.575e-16,4.312e-41
340.244,2.890e-15,,2.890e-15,4.299e-41
340.249,1.280e-14,,1.280e-14,4.288e-41
340.254,5.434e-14,,5.434e-14,4.277e-41
340.259,2.208e-13,,2.208e-13,4.266e-41
340.264,8.597e-13,,8.597e-13,4.255e-41
340.269,3.205e-12,,3.205e-12,4.244e-41
340.274,1.145e-11,,1.145e-11,4.234e-41
340.279,3.914e-11,,3.914e-11,4.223e-41
340.284,1.282e-10,,1.282e-10,4.212e-41
340.289,4.023e-10,,4.023e-10,4.201e-41
340.294,1.209e-9,,1.209e-9,4.190e-41
340.299,3.479e-9,,3.479e-9,4.179e-41
340.304,9.589e-9,,9.589e-9,4.168e-41
340.309,2.532e-8,,2.532e-8,4.157e-41
340.314,6.401e-8,,6.401e-8,4.146e-41
340.319,1.550e-7,,1.550e-7,4.136e-41
340.324,3.596e-7,,3.596e-7,4.125e-41
340.329,7.988e-7,,7.988e-7,4.114e-41
340.334,1.700e-6,,1.700e-6,4.103e-41
340.339,3.464e-6,,3.464e-6,4.092e-41
340.344,6.760e-6,,6.760e-6,4.081e-41
340.349,1.264e-5,,1.264e-5,4.070e-41
340.354,2.263e-5,,2.263e-5,4.059e-41
340.359,3.880e-5,,3.880e-5,4.049e-41
340.365,7.002e-5,,7.002e-5,4.035e-41
340.37,1.092e-4,,1.092e-4,4.025e-41
340.375,1.631e-4,,1.631e-4,4.014e-41
340.38,2.333e-4,,2.333e-4,4.003e-41
340.385,3.197e-4,,3.197e-4,3.992e-41
340.39,4.196e-4,,4.196e-4,3.981e-41
340.395,5.274e-4,,5.274e-4,3.970e-41
340.4,6.349e-4,,6.349e-4,3.959e-41
340.405,7.321e-4,,7.321e-4,3.948e-41
340.41,8.084e-4,,8.084e-4,3.937e-41
340.415,8.551e-4,,8.551e-4,3.927e-41
340.42,8.662e-4,,8.662e-4,3.916e-41
340.425,8.404e-4,,8.404e-4,3.905e-41
340.43,7.810e-4,,7.810e-4,3.894e-41
340.435,6.951e-4,,6.951e-4,3.883e-41
340.44,5.926e-4,,5.926e-4,3.872e-41
340.445,4.838e-4,,4.838e-4,3.861e-41
340.45,3.783e-4,,3.783e-4,3.850e-41
340.455,2.833e-4,,2.833e-4,3.840e-41
340.46,2.032e-4,,2.032e-4,3.829e-41
340.465,1.396e-4,,1.396e-4,3.818e-41
340.47,9.188e-5,,9.188e-5,3.807e-41
340.475,5.791e-5,,5.791e-5,3.796e-41
340.48,3.496e-5,,3.496e-5,3.785e-41
340.486,1.802e-5,,1.802e-5,3.772e-41
340.491,9.891e-6,,9.891e-6,3.761e-41
340.496,5.200e-6,,5.200e-6,3.750e-41
340.501,2.619e-6,,2.619e-6,3.739e-41
340.506,1.263e-6,,1.263e-6,3.728e-41
340.511,5.835e-7,,5.835e-7,3.718e-41
340.516,2.581e-7,,2.581e-7,3.707e-41
340.521,1.094e-7,,1.094e-7,3.696e-41
340.526,4.440e-8,,4.440e-8,3.685e-41
340.531,1.726e-8,,1.726e-8,3.674e-41
340.536,6.425e-9,,6.425e-9,3.663e-41
340.541,2.291e-9,,2.291e-9,3.652e-41
340.546,7.825e-10,,7.825e-10,3.641e-41
340.551,2.559e-10,,2.559e-10,3.631e-41
340.556,8.018e-11,,8.018e-11,3.620e-41
340.561,2.406e-11,,2.406e-11,3.609e-41
340.566,6.915e-12,,6.915e-12,3.598e-41
340.571,1.903e-12,,1.903e-12,3.587e-41
340.576,5.018e-13,,5.018e-13,3.576e-41
340.581,1.267e-13,,1.267e-13,3.565e-41
340.586,3.064e-14,,3.064e-14,3.554e-41
340.591,7.096e-15,,7.096e-15,3.543e-41
340.596,1.574e-15,,1.574e-15,3.533e-41
340.602,2.441e-16,,2.441e-16,3.520e-41
340.607,4.925e-17,,4.925e-17,3.509e-41
340.612,9.517e-18,,9.517e-18,3.498e-41
340.617,1.761e-18,,1.761e-18,3.487e-41
340.622,3.122e-19,,3.122e-19,3.476e-41
340.627,5.300e-20,,5.300e-20,3.465e-41
340.632,8.618e-21,,8.618e-21,3.454e-41
340.637,1.342e-21,,1.342e-21,3.443e-41
340.642,2.002e-22,,2.002e-22,3.432e-41
340.647,2.860e-23,,2.860e-23,3.422e-41
340.652,3.913e-24,,3.913e-24,3.411e-41
340.657,5.128e-25,,5.128e-25,3.400e-41
340.662,6.437e-26,,6.437e-26,3.389e-41
340.667,7.738e-27,,7.738e-27,3.378e-41
340.672,8.909e-28,,8.909e-28,3.367e-41
341.827,8.527e-42,,9.197e-28,8.527e-42
341.832,7.377e-41,,9.199e-28,7.377e-41
341.837,6.116e-40,,9.200e-28,6.116e-40
341.842,4.858e-39,,9.201e-28,4.858e-39
341.847,3.697e-38,,9.202e-28,3.697e-38
341.852,2.696e-37,,9.204e-28,2.696e-37
341.857,1.884e-36,,9.205e-28,1.884e-36
341.862,1.261e-35,,9.206e-28,1.261e-35
341.867,8.091e-35,,9.207e-28,8.091e-35
341.872,4.973e-34,,9.209e-28,4.973e-34
341.877,2.929e-33,,9.210e-28,2.929e-33
341.882,1.653e-32,,9.211e-28,1.653e-32
341.887,8.938e-32,,9.212e-28,8.938e-32
341.892,4.631e-31,,9.214e-28,4.631e-31
341.897,2.299e-30,,9.215e-28,2.299e-30
341.902,1.094e-29,,9.216e-28,1.094e-29
341.907,4.984e-29,,9.217e-28,4.984e-29
341.912,2.177e-28,,9.219e-28,2.177e-28
341.917,9.108e-28,,9.220e-28,9.108e-28
341.923,4.796e-27,,9.221e-28,4.796e-27
341.928,1.827e-26,,9.223e-28,1.827e-26
341.933,6.668e-26,,9.224e-28,6.668e-26
341.938,2.332e-25,,9.225e-28,2.332e-25
341.943,7.813e-25,,9.226e-28,7.813e-25
341.948,2.509e-24,,9.228e-28,2.509e-24
341.953,7.717e-24,,9.229e-28,7.717e-24
341.958,2.275e-23,,9.230e-28,2.275e-23
341.963,6.425e-23,,9.231e-28,6.425e-23
341.968,1.739e-22,,9.233e-28,1.739e-22
341.973,4.509e-22,,9.234e-28,4.509e-22
341.978,1.120e-21,,9.235e-28,1.120e-21
341.983,2.667e-21,,9.236e-28,2.667e-21
341.988,6.083e-21,,9.238e-28,6.083e-21
341.993,1.330e-20,,9.239e-28,1.330e-20
341.998,2.784e-20,,9.240e-28,2.784e-20
342.003,5.587e-20,,9.241e-28,5.587e-20
342.008,1.074e-19,,9.242e-28,1.074e-19
342.013,1.979e-19,,9.244e-28,1.979e-19
342.018,3.494e-19,,9.245e-28,3.494e-19
342.023,5.909e-19,,9.246e-28,5.909e-19
342.028,9.576e-19,,9.247e-28,9.576e-19
342.033,1.487e-18,,9.249e-28,1.487e-18
342.038,2.213e-18,,9.250e-28,2.213e-18
342.044,3.369e-18,,9.251e-28,3.369e-18
342.049,4.563e-18,,9.253e-28,4.563e-18
342.054,5.922e-18,,9.254e-28,5.922e-18
342.059,7.364e-18,,9.255e-28,7.364e-18
342.064,8.773e-18,,9.256e-28,8.773e-18
342.069,1.002e-17,,9.258e-28,1.002e-17
342.074,1.096e-17,,9.259e-28,1.096e-17
342.079,1.149e-17,,9.260e-28,1.149e-17
342.084,1.154e-17,,9.261e-28,1.154e-17
342.089,1.111e-17,,9.263e-28,1.111e-17
342.094,1.025e-17,,9.264e-28,1.025e-17
342.099,9.081e-18,,9.265e-28,9.081e-18
342.104,7.734e-18,,9.266e-28,7.734e-18
342.109,6.362e-18,,9.268e-28,6.362e-18
342.114,5.104e-18,,9.269e-28,5.104e-18
342.119,4.078e-18,,9.270e-28,4.078e-18
342.124,3.371e-18,,9.271e-28,3.371e-18
342.129,3.040e-18,,9.273e-28,3.040e-18
342.134,3.113e-18,,9.274e-28,3.113e-18
342.139,3.594e-18,,9.275e-28,3.594e-18
342.144,4.460e-18,,9.276e-28,4.460e-18
342.149,5.656e-18,,9.278e-28,5.656e-18
342.154,7.093e-18,,9.279e-28,7.093e-18
342.159,8.647e-18,,9.280e-28,8.647e-18
342.165,1.045e-17,,9.282e-28,1.045e-17
342.17,1.171e-17,,9.283e-28,1.171e-17
342.175,1.258e-17,,9.284e-28,1.258e-17
342.18,1.296e-17,,9.285e-28,1.296e-17
342.185,1.279e-17,,9.287e-28,1.279e-17
342.19,1.210e-17,,9.288e-28,1.210e-17
342.195,1.097e-17,,9.289e-28,1.097e-17
342.2,9.524e-18,,9.290e-28,9.524e-18
342.205,7.926e-18,,9.292e-28,7.926e-18
342.21,6.321e-18,,9.293e-28,6.321e-18
342.215,4.830e-18,,9.294e-28,4.830e-18
342.22,3.536e-18,,9.295e-28,3.536e-18
342.225,2.481e-18,,9.297e-28,2.481e-18
342.23,1.668e-18,,9.298e-28,1.668e-18
342.235,1.074e-18,,9.299e-28,1.074e-18
342.24,6.631e-19,,9.300e-28,6.631e-19
342.245,3.922e-19,,9.302e-28,3.922e-19
342.25,2.222e-19,,9.303e-28,2.222e-19
342.255,1.207e-19,,9.304e-28,1.207e-19
342.26,6.278e-20,,9.305e-28,6.278e-20
342.265,3.130e-20,,9.307e-28,3.130e-20
342.27,1.495e-20,,9.308e-28,1.495e-20
342.275,6.844e-21,,9.309e-28,6.844e-21
342.281,2.533e-21,,9.311e-28,2.533e-21
342.286,1.055e-21,,9.312e-28,1.055e-21
342.291,4.214e-22,,9.313e-28,4.214e-22
342.296,1.612e-22,,9.314e-28,1.612e-22
342.301,5.910e-23,,9.316e-28,5.910e-23
342.306,2.076e-23,,9.317e-28,2.076e-23
342.311,6.987e-24,,9.318e-28,6.987e-24
342.316,2.253e-24,,9.319e-28,2.253e-24
342.321,6.963e-25,,9.321e-28,6.963e-25
342.326,2.062e-25,,9.322e-28,2.062e-25
342.331,5.850e-26,,9.323e-28,5.850e-26
342.336,1.590e-26,,9.324e-28,1.590e-26
