Wavelength (nm),Sum(calc),Li I (4.0e-2),Li II (9.6e-1),Li III (5.9e-34)
208.1666,0,,,0
208.1668,0,,,0
208.1671,0,,,0
208.1674,0,,,0
208.1676,0,,,0
208.1679,9.387e-323,,,9.387e-323
208.1681,7.828e-319,,,7.828e-319
208.1684,5.310e-313,,,5.310e-313
208.1687,3.051e-307,,,3.051e-307
208.1689,1.923e-303,,,1.923e-303
208.1692,8.375e-298,,,8.375e-298
208.1694,4.388e-294,,,4.388e-294
208.1697,1.449e-288,,,1.449e-288
208.17,4.053e-283,,,4.053e-283
208.1702,1.581e-279,,,1.581e-279
208.1705,3.352e-274,,,3.352e-274
208.1707,1.087e-270,,,1.087e-270
208.171,1.748e-265,,,1.748e-265
208.1713,2.380e-260,,,2.380e-260
208.1715,5.744e-257,,,5.744e-257
208.1718,5.930e-252,,,5.930e-252
208.172,1.190e-248,,,1.190e-248
208.1723,9.314e-244,,,9.314e-244
208.1726,6.175e-239,,,6.175e-239
208.1728,9.222e-236,,,9.222e-236
208.1731,4.635e-231,,,4.635e-231
208.1733,5.756e-228,,,5.756e-228
208.1736,2.194e-223,,,2.194e-223
208.1739,7.080e-219,,,7.080e-219
208.1741,6.544e-216,,,6.544e-216
208.1744,1.601e-211,,,1.601e-211
208.1746,1.231e-208,,,1.231e-208
208.1749,2.283e-204,,,2.283e-204
208.1752,3.587e-200,,,3.587e-200
208.1754,2.052e-197,,,2.052e-197
208.1757,2.444e-193,,,2.444e-193
208.1759,1.163e-190,,,1.163e-190
208.1762,1.050e-186,,,1.050e-186
208.1765,8.032e-183,,,8.032e-183
208.1767,2.843e-180,,,2.843e-180
208.177,1.649e-176,,,1.649e-176
208.1772,4.854e-174,,,4.854e-174
208.1775,2.134e-170,,,2.134e-170
208.1778,7.948e-167,,,7.948e-167
208.178,1.741e-164,,,1.741e-164
208.1783,4.916e-161,,,4.916e-161
208.1785,8.955e-159,,,8.955e-159
208.1788,1.917e-155,,,1.917e-155
208.1791,3.476e-152,,,3.476e-152
208.1793,4.712e-150,,,4.712e-150
208.1796,6.477e-147,,,6.477e-147
208.1798,7.301e-145,,,7.301e-145
208.1801,7.609e-142,,,7.609e-142
208.1804,6.716e-139,,,6.716e-139
208.1806,5.635e-137,,,5.635e-137
208.1809,3.771e-134,,,3.771e-134
208.1811,2.631e-132,,,2.631e-132
208.1814,1.335e-129,,,1.335e-129
208.1817,5.735e-127,,,5.735e-127
208.1819,2.978e-125,,,2.978e-125
208.1822,9.702e-123,,,9.702e-123
208.1824,4.189e-121,,,4.189e-121
208.1827,1.035e-118,,,1.035e-118
208.183,2.164e-116,,,2.164e-116
208.1832,6.955e-115,,,6.955e-115
208.1835,1.103e-112,,,1.103e-112
208.1837,2.947e-111,,,2.947e-111
208.184,3.544e-109,,,3.544e-109
208.1843,3.610e-107,,,3.610e-107
208.1845,7.178e-106,,,7.178e-106
208.1848,5.543e-104,,,5.543e-104
208.185,9.165e-103,,,9.165e-103
208.1853,5.365e-101,,,5.365e-101
208.1856,2.660e-99,,,2.660e-99
208.1858,3.274e-98,,,3.274e-98
208.1861,1.231e-96,,,1.231e-96
208.1863,1.259e-95,,,1.259e-95
208.1866,3.589e-94,,,3.589e-94
208.1869,8.664e-93,,,8.664e-93
208.1871,6.598e-92,,,6.598e-92
208.1874,1.208e-90,,,1.208e-90
208.1876,7.647e-90,,,7.647e-90
208.1879,1.061e-88,,,1.061e-88
208.1882,1.247e-87,,,1.247e-87
208.1884,5.877e-87,,,5.877e-87
208.1887,5.236e-86,,,5.236e-86
208.1889,2.052e-85,,,2.052e-85
208.1892,1.386e-84,,,1.386e-84
208.1895,7.931e-84,,,7.931e-84
208.1897,2.313e-83,,,2.313e-83
208.19,1.003e-82,,,1.003e-82
208.1903,3.686e-82,,,3.686e-82
208.1905,8.003e-82,,,8.003e-82
208.1908,2.229e-81,,,2.229e-81
208.191,4.024e-81,,,4.024e-81
208.1913,8.497e-81,,,8.497e-81
208.1916,1.520e-80,,,1.520e-80
208.1918,2.042e-80,,,2.042e-80
208.1921,2.769e-80,,,2.769e-80
208.1923,3.094e-80,,,3.094e-80
208.1926,3.183e-80,,,3.183e-80
208.1929,2.781e-80,,,2.781e-80
208.1931,2.331e-80,,,2.331e-80
208.1934,1.604e-80,,,1.604e-80
208.1936,1.209e-80,,,1.209e-80
208.1939,8.783e-81,,,8.783e-81
208.1942,8.893e-81,,,8.893e-81
208.1944,1.044e-80,,,1.044e-80
208.1947,1.368e-80,,,1.368e-80
208.1949,1.559e-80,,,1.559e-80
208.1952,1.681e-80,,,1.681e-80
208.1955,1.544e-80,,,1.544e-80
208.1957,1.332e-80,,,1.332e-80
208.196,9.290e-81,,,9.290e-81
208.1962,6.664e-81,,,6.664e-81
208.1965,3.525e-81,,,3.525e-81
208.1968,1.579e-81,,,1.579e-81
208.197,8.433e-82,,,8.433e-82
208.1973,2.865e-82,,,2.865e-82
208.1975,1.272e-82,,,1.272e-82
208.1978,3.275e-83,,,3.275e-83
208.1981,7.144e-84,,,7.144e-84
208.1983,2.361e-84,,,2.361e-84
208.1986,3.904e-85,,,3.904e-85
208.1988,1.073e-85,,,1.073e-85
208.1991,1.345e-86,,,1.345e-86
208.1994,1.428e-87,,,1.428e-87
208.1996,2.920e-88,,,2.920e-88
208.1999,2.351e-89,,,2.351e-89
208.2001,3.998e-90,,,3.998e-90
208.2004,2.440e-91,,,2.440e-91
208.2007,1.262e-92,,,1.262e-92
208.2009,1.597e-93,,,1.597e-93
208.2012,6.325e-95,,,6.325e-95
208.2014,1.286e-95,,,1.286e-95
208.2017,1.603e-94,,,1.603e-94
208.202,3.457e-93,,,3.457e-93
208.2022,2.445e-92,,,2.445e-92
208.2025,4.004e-91,,,4.004e-91
208.2027,2.355e-90,,,2.355e-90
208.203,2.924e-89,,,2.924e-89
208.2033,3.074e-88,,,3.074e-88
208.2035,1.346e-87,,,1.346e-87
208.2038,1.073e-86,,,1.073e-86
208.204,3.905e-86,,,3.905e-86
208.2043,2.361e-85,,,2.361e-85
208.2046,1.209e-84,,,1.209e-84
208.2048,3.274e-84,,,3.274e-84
208.2051,1.271e-83,,,1.271e-83
208.2053,2.863e-83,,,2.863e-83
208.2056,8.427e-83,,,8.427e-83
208.2059,2.101e-82,,,2.101e-82
208.2061,3.522e-82,,,3.522e-82
208.2064,6.657e-82,,,6.657e-82
208.2066,9.280e-82,,,9.280e-82
208.2069,1.330e-81,,,1.330e-81
208.2072,1.614e-81,,,1.614e-81
208.2074,1.675e-81,,,1.675e-81
208.2077,1.542e-81,,,1.542e-81
208.2079,1.330e-81,,,1.330e-81
208.2082,9.292e-82,,,9.292e-82
208.2085,5.545e-82,,,5.545e-82
208.2087,3.686e-82,,,3.686e-82
208.209,2.215e-82,,,2.215e-82
208.2092,2.277e-82,,,2.277e-82
208.2095,4.509e-82,,,4.509e-82
208.2098,1.061e-81,,,1.061e-81
208.21,1.768e-81,,,1.768e-81
208.2103,3.336e-81,,,3.336e-81
208.2105,4.650e-81,,,4.650e-81
208.2108,6.663e-81,,,6.663e-81
208.2111,8.088e-81,,,8.088e-81
208.2113,8.392e-81,,,8.392e-81
208.2116,7.723e-81,,,7.723e-81
208.2118,6.663e-81,,,6.663e-81
208.2121,4.650e-81,,,4.650e-81
208.2124,2.748e-81,,,2.748e-81
208.2126,1.765e-81,,,1.765e-81
208.2129,7.908e-82,,,7.908e-82
208.2131,4.222e-82,,,4.222e-82
208.2134,1.435e-82,,,1.435e-82
208.2137,4.128e-83,,,4.128e-83
208.2139,1.641e-83,,,1.641e-83
208.2142,3.580e-84,,,3.580e-84
208.2144,1.183e-84,,,1.183e-84
208.2147,1.957e-85,,,1.957e-85
208.215,2.742e-86,,,2.742e-86
208.2152,6.745e-87,,,6.745e-87
208.2155,7.166e-88,,,7.166e-88
208.2157,1.466e-88,,,1.466e-88
208.216,1.181e-89,,,1.181e-89
208.2163,8.054e-91,,,8.054e-91
208.2165,1.226e-91,,,1.226e-91
208.2168,6.342e-93,,,6.342e-93
208.217,8.029e-94,,,8.029e-94
208.2173,3.149e-95,,,3.149e-95
208.2176,1.046e-96,,,1.046e-96
208.2178,9.856e-98,,,9.856e-98
208.2181,3.250e-99,,,3.250e-99
208.2183,1.042e-98,,,1.042e-98
208.2186,4.319e-97,,,4.319e-97
208.2189,1.547e-95,,,1.547e-95
208.2191,1.532e-94,,,1.532e-94
208.2194,4.163e-93,,,4.163e-93
208.2196,3.431e-92,,,3.431e-92
208.2199,7.073e-91,,,7.073e-91
208.2202,1.235e-89,,,1.235e-89
208.2204,7.586e-89,,,7.586e-89
208.2207,1.005e-87,,,1.005e-87
208.2209,5.136e-87,,,5.136e-87
208.2212,5.165e-86,,,5.165e-86
208.2215,4.402e-85,,,4.402e-85
208.2217,1.675e-84,,,1.675e-84
208.222,1.084e-83,,,1.084e-83
208.2222,3.431e-83,,,3.431e-83
208.2225,1.684e-82,,,1.684e-82
208.2228,7.007e-82,,,7.007e-82
208.223,1.653e-81,,,1.653e-81
208.2233,5.220e-81,,,5.220e-81
208.2235,1.025e-80,,,1.025e-80
208.2238,2.456e-80,,,2.456e-80
208.2241,4.988e-80,,,4.988e-80
208.2243,7.297e-80,,,7.297e-80
208.2246,1.125e-79,,,1.125e-79
208.2249,1.470e-79,,,1.470e-79
208.2251,1.603e-79,,,1.603e-79
208.2254,1.590e-79,,,1.590e-79
208.2256,1.442e-79,,,1.442e-79
208.2259,1.086e-79,,,1.086e-79
208.2262,6.933e-80,,,6.933e-80
208.2264,4.688e-80,,,4.688e-80
208.2267,2.272e-80,,,2.272e-80
208.2269,1.278e-80,,,1.278e-80
208.2272,4.702e-81,,,4.702e-81
208.2275,1.467e-81,,,1.467e-81
208.2277,6.166e-82,,,6.166e-82
208.228,1.533e-82,,,1.533e-82
208.2282,7.093e-83,,,7.093e-83
208.2285,8.297e-83,,,8.297e-83
208.2288,2.310e-82,,,2.310e-82
208.229,4.466e-82,,,4.466e-82
208.2293,1.052e-81,,,1.052e-81
208.2295,1.700e-81,,,1.700e-81
208.2298,3.040e-81,,,3.040e-81
208.2301,4.604e-81,,,4.604e-81
208.2303,5.537e-81,,,5.537e-81
208.2306,6.359e-81,,,6.359e-81
208.2308,6.359e-81,,,6.359e-81
208.2311,5.537e-81,,,5.537e-81
208.2314,4.084e-81,,,4.084e-81
208.2316,3.040e-81,,,3.040e-81
208.2319,1.704e-81,,,1.704e-81
208.2321,1.064e-81,,,1.064e-81
208.2324,5.106e-82,,,5.106e-82
208.2327,4.555e-82,,,4.555e-82
208.2329,8.166e-82,,,8.166e-82
208.2332,2.601e-81,,,2.601e-81
208.2334,5.405e-81,,,5.405e-81
208.2337,1.422e-80,,,1.422e-80
208.234,3.172e-80,,,3.172e-80
208.2342,4.940e-80,,,4.940e-80
208.2345,8.357e-80,,,8.357e-80
208.2347,1.082e-79,,,1.082e-79
208.235,1.388e-79,,,1.388e-79
208.2353,1.508e-79,,,1.508e-79
208.2355,1.454e-79,,,1.454e-79
208.2358,1.199e-79,,,1.199e-79
208.236,9.624e-80,,,9.624e-80
208.2363,6.067e-80,,,6.067e-80
208.2366,3.331e-80,,,3.331e-80
208.2368,2.140e-80,,,2.140e-80
208.2371,1.177e-80,,,1.177e-80
208.2373,9.177e-81,,,9.177e-81
208.2376,8.087e-81,,,8.087e-81
208.2379,7.837e-81,,,7.837e-81
208.2381,7.378e-81,,,7.378e-81
208.2384,6.010e-81,,,6.010e-81
208.2386,4.806e-81,,,4.806e-81
208.2389,2.999e-81,,,2.999e-81
208.2392,1.587e-81,,,1.587e-81
208.2394,9.465e-82,,,9.465e-82
208.2397,3.798e-82,,,3.798e-82
208.2399,1.884e-82,,,1.884e-82
208.2402,5.755e-83,,,5.755e-83
208.2405,1.601e-83,,,1.601e-83
208.2407,8.807e-84,,,8.807e-84
208.241,1.408e-83,,,1.408e-83
208.2412,2.963e-83,,,2.963e-83
208.2415,8.627e-83,,,8.627e-83
208.2418,2.149e-82,,,2.149e-82
208.242,3.602e-82,,,3.602e-82
208.2423,6.808e-82,,,6.808e-82
208.2425,9.492e-82,,,9.492e-82
208.2428,1.362e-81,,,1.362e-81
208.2431,1.661e-81,,,1.661e-81
208.2433,1.738e-81,,,1.738e-81
208.2436,1.659e-81,,,1.659e-81
208.2438,1.528e-81,,,1.528e-81
208.2441,1.370e-81,,,1.370e-81
208.2444,1.449e-81,,,1.449e-81
208.2446,1.693e-81,,,1.693e-81
208.2449,2.295e-81,,,2.295e-81
208.2451,2.748e-81,,,2.748e-81
208.2454,3.260e-81,,,3.260e-81
208.2457,3.330e-81,,,3.330e-81
208.2459,3.089e-81,,,3.089e-81
208.2462,2.406e-81,,,2.406e-81
208.2464,1.858e-81,,,1.858e-81
208.2467,1.098e-81,,,1.098e-81
208.247,5.498e-82,,,5.498e-82
208.2472,3.161e-82,,,3.161e-82
208.2475,1.200e-82,,,1.200e-82
208.2477,5.739e-83,,,5.739e-83
208.248,1.652e-83,,,1.652e-83
208.2483,4.028e-84,,,4.028e-84
208.2485,1.434e-84,,,1.434e-84
208.2488,2.651e-85,,,2.651e-85
208.249,7.846e-86,,,7.846e-86
208.2493,1.100e-86,,,1.100e-86
208.2496,1.306e-87,,,1.306e-87
208.2498,2.878e-88,,,2.878e-88
208.2501,2.592e-89,,,2.592e-89
208.2503,4.748e-90,,,4.748e-90
208.2506,3.242e-91,,,3.242e-91
208.2509,1.875e-92,,,1.875e-92
208.2511,2.557e-93,,,2.557e-93
208.2514,1.121e-94,,,1.121e-94
208.2516,1.272e-95,,,1.272e-95
208.2519,4.229e-97,,,4.229e-97
208.2522,1.191e-98,,,1.191e-98
208.2524,1.006e-99,,,1.006e-99
208.2527,2.148e-101,,,2.148e-101
208.2529,1.508e-102,,,1.508e-102
208.2532,2.442e-104,,,2.442e-104
208.2535,3.350e-106,,,3.350e-106
208.2537,1.750e-107,,,1.750e-107
208.254,1.821e-109,,,1.821e-109
208.2542,7.911e-111,,,7.911e-111
208.2545,6.240e-113,,,6.240e-113
208.2548,4.169e-115,,,4.169e-115
208.255,1.348e-116,,,1.348e-116
208.2553,6.831e-119,,,6.831e-119
208.2555,1.837e-120,,,1.837e-120
208.2558,7.058e-123,,,7.058e-123
208.2561,2.297e-125,,,2.297e-125
208.2563,4.598e-127,,,4.598e-127
208.2566,1.135e-129,,,1.135e-129
208.2568,1.889e-131,,,1.889e-131
208.2571,3.534e-134,,,3.534e-134
208.2574,5.600e-137,,,5.600e-137
208.2576,6.941e-139,,,6.941e-139
208.2579,8.340e-142,,,8.340e-142
208.2581,8.595e-144,,,8.595e-144
208.2584,7.831e-147,,,7.831e-147
208.2587,6.044e-150,,,6.044e-150
208.2589,4.637e-152,,,4.637e-152
208.2592,2.713e-155,,,2.713e-155
208.2595,1.345e-158,,,1.345e-158
208.2597,7.681e-161,,,7.681e-161
208.26,2.887e-164,,,2.887e-164
208.2602,1.371e-166,,,1.371e-166
208.2605,3.907e-170,,,3.907e-170
208.2608,9.433e-174,,,9.433e-174
208.261,3.335e-176,,,3.335e-176
208.2613,6.104e-180,,,6.104e-180
208.2615,1.794e-182,,,1.794e-182
208.2618,2.491e-186,,,2.491e-186
208.2621,2.928e-190,,,2.928e-190
208.2623,6.408e-193,,,6.408e-193
208.2626,5.712e-197,,,5.712e-197
208.2628,1.040e-199,,,1.040e-199
208.2631,7.027e-204,,,7.027e-204
208.2634,4.023e-208,,,4.023e-208
208.2636,5.450e-211,,,5.450e-211
208.2639,2.366e-215,,,2.366e-215
208.2641,2.665e-218,,,2.665e-218
208.2644,8.775e-223,,,8.775e-223
208.2647,2.447e-227,,,2.447e-227
208.2649,2.052e-230,,,2.052e-230
208.2652,4.338e-235,,,4.338e-235
208.2654,3.025e-238,,,3.025e-238
208.2657,4.850e-243,,,4.850e-243
208.266,6.587e-248,,,6.587e-248
208.2662,3.419e-251,,,3.419e-251
208.2665,3.521e-256,,,3.521e-256
208.2667,1.520e-259,,,1.520e-259
208.267,1.187e-264,,,1.187e-264
208.2673,7.848e-270,,,7.848e-270
208.2675,2.521e-273,,,2.521e-273
208.2678,1.265e-278,,,1.265e-278
208.268,3.379e-282,,,3.379e-282
208.2683,1.285e-287,,,1.285e-287
208.2686,4.138e-293,,,4.138e-293
208.2688,8.231e-297,,,8.231e-297
208.2691,2.010e-302,,,2.010e-302
208.2693,3.325e-306,,,3.325e-306
208.2696,6.158e-312,,,6.158e-312
208.2699,9.660e-318,,,9.660e-318
208.2701,1.191e-321,,,1.191e-321
208.2704,0,,,0
208.2706,0,,,0
208.2709,0,,,0
208.2712,0,,,0
208.2714,0,,,0
232.9532,2.696e-259,,2.696e-259,2.380e-252
232.9535,3.693e-254,,3.693e-254,2.380e-252
232.9537,9.116e-251,,9.116e-251,2.380e-252
232.954,1.001e-245,,1.001e-245,2.380e-252
232.9543,9.627e-241,,9.627e-241,2.380e-252
232.9545,1.877e-237,,1.877e-237,2.380e-252
232.9548,1.447e-232,,1.447e-232,2.380e-252
232.955,2.436e-229,,2.436e-229,2.380e-252
232.9553,1.505e-224,,1.505e-224,2.380e-252
232.9556,8.148e-220,,8.148e-220,2.380e-252
232.9558,1.083e-216,,1.083e-216,2.380e-252
232.9561,4.700e-212,,4.700e-212,2.380e-252
232.9563,5.391e-209,,5.391e-209,2.380e-252
232.9566,1.875e-204,,1.875e-204,2.380e-252
232.9569,5.713e-200,,5.713e-200,2.380e-252
232.9571,5.176e-197,,5.176e-197,2.380e-252
232.9574,1.264e-192,,1.264e-192,2.380e-252
232.9576,9.885e-190,,9.885e-190,2.380e-252
232.9579,1.935e-185,,1.935e-185,2.380e-252
232.9582,3.318e-181,,3.318e-181,2.380e-252
232.9584,2.049e-178,,2.049e-178,2.380e-252
232.9587,2.817e-174,,2.817e-174,2.380e-252
232.9589,1.502e-171,,1.502e-171,2.380e-252
232.9592,1.654e-167,,1.654e-167,2.380e-252
232.9595,1.597e-163,,1.597e-163,2.380e-252
232.9597,6.722e-161,,6.722e-161,2.380e-252
232.96,5.200e-157,,5.200e-157,2.380e-252
232.9602,1.890e-154,,1.890e-154,2.380e-252
232.9605,1.172e-150,,1.172e-150,2.380e-252
232.9608,6.364e-147,,6.364e-147,2.380e-252
232.961,1.827e-144,,1.827e-144,2.380e-252
232.9613,7.953e-141,,7.953e-141,2.380e-252
232.9615,1.970e-138,,1.970e-138,2.380e-252
232.9618,6.876e-135,,6.876e-135,2.380e-252
232.9621,2.102e-131,,2.102e-131,2.380e-252
232.9623,4.112e-129,,4.112e-129,2.380e-252
232.9626,1.008e-125,,1.008e-125,2.381e-252
232.9628,1.701e-123,,1.701e-123,2.381e-252
232.9631,3.342e-120,,3.342e-120,2.381e-252
232.9634,5.750e-117,,5.750e-117,2.381e-252
232.9636,7.669e-115,,7.669e-115,2.381e-252
232.9639,1.058e-111,,1.058e-111,2.381e-252
232.9642,1.277e-108,,1.277e-108,2.381e-252
232.9644,1.346e-106,,1.346e-106,2.381e-252
232.9647,1.303e-103,,1.303e-103,2.381e-252
232.9649,1.185e-101,,1.185e-101,2.381e-252
232.9652,9.197e-99,,9.197e-99,2.381e-252
232.9655,6.252e-96,,6.252e-96,2.381e-252
232.9657,4.490e-94,,4.490e-94,2.381e-252
232.966,2.447e-91,,2.447e-91,2.381e-252
232.9662,1.516e-89,,1.516e-89,2.381e-252
232.9665,6.625e-87,,6.625e-87,2.381e-252
232.9668,2.535e-84,,2.535e-84,2.381e-252
232.967,1.241e-82,,1.241e-82,2.381e-252
232.9673,3.806e-80,,3.806e-80,2.381e-252
232.9675,1.608e-78,,1.608e-78,2.381e-252
232.9678,3.954e-76,,3.954e-76,2.381e-252
232.9681,8.513e-74,,8.513e-74,2.381e-252
232.9683,2.841e-72,,2.841e-72,2.381e-252
232.9686,4.904e-70,,4.904e-70,2.381e-252
232.9688,1.412e-68,,1.412e-68,2.381e-252
232.9691,1.955e-66,,1.955e-66,2.381e-252
232.9694,2.369e-64,,2.369e-64,2.381e-252
232.9696,5.389e-63,,5.389e-63,2.381e-252
232.9699,5.236e-61,,5.236e-61,2.381e-252
232.9701,1.028e-59,,1.028e-59,2.381e-252
232.9704,8.005e-58,,8.005e-58,2.381e-252
232.9707,5.460e-56,,5.460e-56,2.381e-252
232.9709,8.468e-55,,8.468e-55,2.381e-252
232.9712,4.630e-53,,4.630e-53,2.381e-252
232.9714,6.196e-52,,6.196e-52,2.381e-252
232.9717,2.716e-50,,2.716e-50,2.381e-252
232.972,1.043e-48,,1.043e-48,2.381e-252
232.9722,1.102e-47,,1.102e-47,2.381e-252
232.9725,3.392e-46,,3.392e-46,2.381e-252
232.9727,3.095e-45,,3.095e-45,2.381e-252
232.973,7.635e-44,,7.635e-44,2.382e-252
232.9733,1.650e-42,,1.650e-42,2.382e-252
232.9735,1.189e-41,,1.189e-41,2.382e-252
232.9738,2.059e-40,,2.059e-40,2.382e-252
232.974,1.280e-39,,1.280e-39,2.382e-252
232.9743,1.778e-38,,1.778e-38,2.382e-252
232.9746,2.162e-37,,2.162e-37,2.382e-252
232.9748,1.062e-36,,1.062e-36,2.382e-252
232.9751,1.035e-35,,1.035e-35,2.382e-252
232.9753,4.389e-35,,4.389e-35,2.382e-252
232.9756,3.430e-34,,3.430e-34,2.382e-252
232.9759,2.347e-33,,2.347e-33,2.382e-252
232.9761,7.860e-33,,7.860e-33,2.382e-252
232.9764,4.313e-32,,4.313e-32,2.382e-252
232.9766,1.246e-31,,1.246e-31,2.382e-252
232.9769,5.481e-31,,5.481e-31,2.382e-252
232.9772,2.111e-30,,2.111e-30,2.382e-252
232.9774,4.820e-30,,4.820e-30,2.382e-252
232.9777,1.488e-29,,1.488e-29,2.382e-252
232.9779,2.932e-29,,2.932e-29,2.382e-252
232.9782,7.257e-29,,7.257e-29,2.382e-252
232.9785,1.573e-28,,1.573e-28,2.382e-252
232.9787,2.448e-28,,2.448e-28,2.382e-252
232.979,4.255e-28,,4.255e-28,2.382e-252
232.9792,5.713e-28,,5.713e-28,2.382e-252
232.9795,7.960e-28,,7.960e-28,2.382e-252
232.9798,9.712e-28,,9.712e-28,2.382e-252
232.98,1.030e-27,,1.030e-27,2.382e-252
232.9803,1.008e-27,,1.008e-27,2.382e-252
232.9805,9.226e-28,,9.226e-28,2.382e-252
232.9808,7.241e-28,,7.241e-28,2.382e-252
232.9811,4.996e-28,,4.996e-28,2.382e-252
232.9813,3.653e-28,,3.653e-28,2.382e-252
232.9816,2.153e-28,,2.153e-28,2.382e-252
232.9818,1.560e-28,,1.560e-28,2.382e-252
232.9821,1.285e-28,,1.285e-28,2.382e-252
232.9824,1.679e-28,,1.679e-28,2.382e-252
232.9826,2.259e-28,,2.259e-28,2.382e-252
232.9829,3.460e-28,,3.460e-28,2.382e-252
232.9831,4.354e-28,,4.354e-28,2.382e-252
232.9834,5.538e-28,,5.538e-28,2.383e-252
232.9837,6.182e-28,,6.182e-28,2.383e-252
232.9839,6.182e-28,,6.182e-28,2.383e-252
232.9842,5.535e-28,,5.535e-28,2.383e-252
232.9844,4.776e-28,,4.776e-28,2.383e-252
232.9847,3.428e-28,,3.428e-28,2.383e-252
232.985,2.155e-28,,2.155e-28,2.383e-252
232.9852,1.469e-28,,1.469e-28,2.383e-252
232.9855,7.403e-29,,7.403e-29,2.383e-252
232.9857,4.355e-29,,4.355e-29,2.383e-252
232.986,1.759e-29,,1.759e-29,2.383e-252
232.9863,6.224e-30,,6.224e-30,2.383e-252
232.9865,2.892e-30,,2.892e-30,2.383e-252
232.9868,8.204e-31,,8.204e-31,2.383e-252
232.987,3.290e-31,,3.290e-31,2.383e-252
232.9873,7.480e-32,,7.480e-32,2.383e-252
232.9876,1.489e-32,,1.489e-32,2.383e-252
232.9878,4.718e-33,,4.718e-33,2.383e-252
232.9881,7.532e-34,,7.532e-34,2.383e-252
232.9883,2.059e-34,,2.059e-34,2.383e-252
232.9886,2.635e-35,,2.635e-35,2.383e-252
232.9889,2.953e-36,,2.953e-36,2.383e-252
232.9891,6.377e-37,,6.377e-37,2.383e-252
232.9894,5.729e-38,,5.729e-38,2.383e-252
232.9896,1.068e-38,,1.068e-38,2.383e-252
232.9899,7.690e-40,,7.690e-40,2.383e-252
232.9902,4.851e-41,,4.851e-41,2.383e-252
232.9904,7.140e-42,,7.140e-42,2.383e-252
232.9907,3.611e-43,,3.611e-43,2.383e-252
232.9909,4.587e-44,,4.587e-44,2.383e-252
232.9912,1.859e-45,,1.859e-45,2.383e-252
232.9915,6.601e-47,,6.601e-47,2.383e-252
232.9917,6.624e-48,,6.624e-48,2.383e-252
232.992,1.885e-49,,1.885e-49,2.383e-252
232.9922,1.633e-50,,1.633e-50,2.383e-252
232.9925,3.725e-52,,3.725e-52,2.383e-252
232.9928,7.443e-54,,7.443e-54,2.383e-252
232.993,5.091e-55,,5.091e-55,2.383e-252
232.9933,8.155e-57,,8.155e-57,2.383e-252
232.9935,4.814e-58,,4.814e-58,2.383e-252
232.9938,6.182e-60,,6.182e-60,2.384e-252
232.9941,6.953e-62,,6.953e-62,2.384e-252
232.9943,3.242e-63,,3.242e-63,2.384e-252
232.9946,2.923e-65,,2.923e-65,2.384e-252
232.9948,1.176e-66,,1.176e-66,2.384e-252
232.9951,8.501e-69,,8.501e-69,2.384e-252
232.9954,5.381e-71,,5.381e-71,2.384e-252
232.9956,1.710e-72,,1.710e-72,2.384e-252
232.9959,8.679e-75,,8.679e-75,2.384e-252
232.9961,2.381e-76,,2.381e-76,2.384e-252
232.9964,9.684e-79,,9.684e-79,2.384e-252
232.9967,3.450e-81,,3.450e-81,2.384e-252
232.9969,7.476e-83,,7.476e-83,2.384e-252
232.9972,2.135e-85,,2.135e-85,2.384e-252
232.9974,3.993e-87,,3.993e-87,2.384e-252
232.9977,9.141e-90,,9.141e-90,2.384e-252
232.998,1.833e-92,,1.833e-92,2.384e-252
232.9982,2.707e-94,,2.707e-94,2.384e-252
232.9985,4.352e-97,,4.352e-97,2.384e-252
232.9988,6.126e-100,,6.126e-100,2.384e-252
232.999,7.148e-102,,7.148e-102,2.384e-252
232.9993,8.067e-105,,8.067e-105,2.384e-252
232.9995,8.123e-107,,8.123e-107,2.384e-252
232.9998,7.349e-110,,7.349e-110,2.384e-252
233.0001,5.822e-113,,5.822e-113,2.384e-252
233.0003,4.631e-115,,4.631e-115,2.384e-252
233.0006,2.942e-118,,2.942e-118,2.384e-252
233.0008,2.019e-120,,2.019e-120,2.384e-252
233.0011,1.028e-123,,1.028e-123,2.384e-252
233.0014,4.585e-127,,4.585e-127,2.384e-252
233.0016,2.486e-129,,2.486e-129,2.384e-252
233.0019,8.887e-133,,8.887e-133,2.384e-252
233.0021,4.158e-135,,4.158e-135,2.384e-252
233.0024,1.192e-138,,1.192e-138,2.384e-252
233.0027,2.991e-142,,2.991e-142,2.384e-252
233.0029,1.106e-144,,1.106e-144,2.384e-252
233.0032,2.224e-148,,2.224e-148,2.384e-252
233.0034,7.095e-151,,7.095e-151,2.384e-252
233.0037,1.144e-154,,1.144e-154,2.384e-252
233.004,1.617e-158,,1.617e-158,2.384e-252
233.0042,4.073e-161,,4.073e-161,2.385e-252
233.0045,4.613e-165,,4.613e-165,2.385e-252
233.0047,1.003e-167,,1.003e-167,2.385e-252
233.005,9.105e-172,,9.105e-172,2.385e-252
233.0053,7.239e-176,,7.239e-176,2.385e-252
233.0055,1.243e-178,,1.243e-178,2.385e-252
233.0058,7.925e-183,,7.925e-183,2.385e-252
233.006,1.175e-185,,1.175e-185,2.385e-252
233.0063,6.002e-190,,6.002e-190,2.385e-252
233.0066,2.686e-194,,2.686e-194,2.385e-252
233.0068,3.145e-197,,3.145e-197,2.385e-252
233.0071,1.128e-201,,1.128e-201,2.385e-252
