Wavelength (nm),Sum(calc),Li I (4.0e-2),Li II (9.6e-1),Li III (5.9e-34)
413.2652,2.200e+4,2.200e+4,1.955e-132,6.138e-178
413.2655,1.250e+4,1.250e+4,1.955e-132,6.138e-178
413.2657,8.379e+3,8.379e+3,1.955e-132,6.138e-178
413.266,4.438e+3,4.438e+3,1.955e-132,6.138e-178
413.2663,2.254e+3,2.254e+3,1.955e-132,6.138e-178
413.2665,1.402e+3,1.402e+3,1.955e-132,6.138e-178
413.2668,6.639e+2,6.639e+2,1.955e-132,6.138e-178
413.267,3.940e+2,3.940e+2,1.955e-132,6.138e-178
413.2673,1.740e+2,1.740e+2,1.955e-132,6.138e-178
413.2676,7.364e+1,7.364e+1,1.955e-132,6.138e-178
413.2678,4.056e+1,4.056e+1,1.955e-132,6.138e-178
413.2681,1.601e+1,1.601e+1,1.955e-132,6.138e-178
413.2684,6.057e+0,6.057e+0,1.955e-132,6.138e-178
413.2686,3.096e+0,3.096e+0,1.955e-132,6.138e-178
413.2689,1.092e+0,1.092e+0,1.955e-132,6.139e-178
413.2691,5.327e-1,5.327e-1,1.955e-132,6.139e-178
413.2694,1.752e-1,1.752e-1,1.955e-132,6.139e-178
413.2697,5.526e-2,5.526e-2,1.955e-132,6.139e-178
413.2699,2.501e-2,2.501e-2,1.955e-132,6.139e-178
413.2702,7.355e-3,7.355e-3,1.955e-132,6.139e-178
413.2704,3.177e-3,3.177e-3,1.955e-132,6.139e-178
413.2707,8.711e-4,8.711e-4,1.955e-132,6.139e-178
413.271,2.290e-4,2.290e-4,1.955e-132,6.139e-178
413.2712,9.180e-5,9.180e-5,1.955e-132,6.139e-178
413.2715,2.250e-5,2.250e-5,1.955e-132,6.139e-178
413.2717,8.608e-6,8.608e-6,1.955e-132,6.139e-178
413.272,1.967e-6,1.967e-6,1.955e-132,6.139e-178
413.2723,4.310e-7,4.310e-7,1.955e-132,6.139e-178
413.2725,1.530e-7,1.530e-7,1.955e-132,6.139e-178
413.2728,3.126e-8,3.126e-8,1.955e-132,6.139e-178
413.273,1.059e-8,1.059e-8,1.955e-132,6.139e-178
413.2733,2.018e-9,2.018e-9,1.955e-132,6.139e-178
413.2736,3.685e-10,3.685e-10,1.955e-132,6.139e-178
413.2738,1.159e-10,1.159e-10,1.955e-132,6.139e-178
413.2741,1.974e-11,1.974e-11,1.955e-132,6.139e-178
413.2743,5.924e-12,5.924e-12,1.955e-132,6.139e-178
413.2746,9.405e-13,9.405e-13,1.955e-132,6.139e-178
413.2749,1.432e-13,1.432e-13,1.955e-132,6.139e-178
413.2751,3.988e-14,3.988e-14,1.955e-132,6.139e-178
413.2754,5.662e-15,5.662e-15,1.955e-132,6.139e-178
413.2756,1.505e-15,1.505e-15,1.955e-132,6.139e-178
413.2759,1.992e-16,1.992e-16,1.956e-132,6.139e-178
413.2762,2.528e-17,2.528e-17,1.956e-132,6.139e-178
413.2764,6.238e-18,6.238e-18,1.956e-132,6.139e-178
413.2767,7.382e-19,7.382e-19,1.956e-132,6.139e-178
413.2769,1.738e-19,1.738e-19,1.956e-132,6.139e-178
413.2772,1.918e-20,1.918e-20,1.956e-132,6.139e-178
413.2775,2.029e-21,2.029e-21,1.956e-132,6.139e-178
413.2777,4.435e-22,4.435e-22,1.956e-132,6.139e-178
413.278,4.375e-23,4.375e-23,1.956e-132,6.139e-178
413.2782,9.126e-24,9.126e-24,1.956e-132,6.139e-178
413.2785,8.394e-25,8.394e-25,1.956e-132,6.139e-178
413.2788,7.404e-26,7.404e-26,1.956e-132,6.139e-178
413.279,1.433e-26,1.433e-26,1.956e-132,6.139e-178
413.2793,1.179e-27,1.179e-27,1.956e-132,6.139e-178
413.2795,2.178e-28,2.178e-28,1.956e-132,6.139e-178
413.2798,1.670e-29,1.670e-29,1.956e-132,6.139e-178
413.2801,1.228e-30,1.228e-30,1.956e-132,6.139e-178
413.2803,2.106e-31,2.106e-31,1.956e-132,6.139e-178
413.2806,1.444e-32,1.444e-32,1.956e-132,6.139e-178
413.2808,2.364e-33,2.364e-33,1.956e-132,6.139e-178
413.2811,1.511e-34,1.511e-34,1.956e-132,6.139e-178
413.2814,9.265e-36,9.265e-36,1.956e-132,6.139e-178
413.2816,1.407e-36,1.407e-36,1.956e-132,6.139e-178
413.2819,8.045e-38,8.045e-38,1.956e-132,6.139e-178
413.2821,1.166e-38,1.166e-38,1.956e-132,6.139e-178
413.2824,6.217e-40,6.217e-40,1.956e-132,6.139e-178
413.2827,3.178e-41,3.178e-41,1.956e-132,6.139e-178
413.2829,4.276e-42,4.276e-42,1.956e-132,6.139e-178
413.2832,2.038e-43,2.038e-43,1.956e-132,6.139e-178
413.2834,2.617e-44,2.617e-44,1.956e-132,6.139e-178
413.2837,1.163e-45,1.163e-45,1.956e-132,6.139e-178
413.284,4.957e-47,4.957e-47,1.956e-132,6.139e-178
413.2842,5.909e-48,5.909e-48,1.956e-132,6.139e-178
413.2845,2.348e-49,2.348e-49,1.956e-132,6.139e-178
413.2847,2.671e-50,2.671e-50,1.956e-132,6.139e-178
413.285,9.897e-52,9.897e-52,1.956e-132,6.139e-178
413.2853,3.517e-53,3.517e-53,1.956e-132,6.139e-178
413.2855,3.713e-54,3.713e-54,1.956e-132,6.139e-178
413.2858,1.230e-55,1.230e-55,1.956e-132,6.139e-178
413.286,1.240e-56,1.240e-56,1.956e-132,6.139e-178
413.2863,3.830e-58,3.830e-58,1.956e-132,6.139e-178
413.2866,1.135e-59,1.135e-59,1.956e-132,6.139e-178
413.2868,1.061e-60,1.061e-60,1.956e-132,6.139e-178
413.2871,2.931e-62,2.931e-62,1.956e-132,6.139e-178
413.2873,2.617e-63,2.617e-63,1.956e-132,6.139e-178
413.2876,6.740e-65,6.740e-65,1.956e-132,6.139e-178
413.2879,1.665e-66,1.665e-66,1.956e-132,6.139e-178
413.2881,1.379e-67,1.379e-67,1.956e-132,6.139e-178
413.2884,3.176e-69,3.176e-69,1.956e-132,6.139e-178
413.2886,2.512e-70,2.512e-70,1.956e-132,6.140e-178
413.2889,5.394e-72,5.394e-72,1.956e-132,6.140e-178
413.2892,1.111e-73,1.111e-73,1.956e-132,6.140e-178
413.2894,8.152e-75,8.152e-75,1.956e-132,6.140e-178
413.2897,1.565e-76,1.565e-76,1.956e-132,6.140e-178
413.2899,1.096e-77,1.096e-77,1.956e-132,6.140e-178
413.2902,1.963e-79,1.963e-79,1.956e-132,6.140e-178
413.2905,3.370e-81,3.370e-81,1.956e-132,6.140e-178
413.2907,2.191e-82,2.191e-82,1.956e-132,6.140e-178
413.291,3.507e-84,3.507e-84,1.956e-132,6.140e-178
413.2912,2.176e-85,2.176e-85,1.956e-132,6.140e-178
413.2915,3.248e-87,3.248e-87,1.956e-132,6.140e-178
413.2918,4.648e-89,4.648e-89,1.956e-132,6.140e-178
413.292,2.677e-90,2.677e-90,1.956e-132,6.140e-178
413.2923,3.572e-92,3.572e-92,1.956e-132,6.140e-178
413.2925,1.964e-93,1.964e-93,1.956e-132,6.140e-178
413.2928,2.443e-95,2.443e-95,1.956e-132,6.140e-178
413.2931,2.915e-97,2.915e-97,1.956e-132,6.140e-178
413.2933,1.487e-98,1.487e-98,1.956e-132,6.140e-178
413.2936,1.147e-100,1.147e-100,1.956e-132,6.140e-178
415.4866,2.052e-132,8.602e-98,2.052e-132,6.250e-178
415.4869,1.816e-130,8.603e-98,1.816e-130,6.250e-178
415.4872,1.541e-128,8.604e-98,1.541e-128,6.250e-178
415.4874,2.909e-127,8.605e-98,2.909e-127,6.250e-178
415.4877,2.303e-125,8.606e-98,2.303e-125,6.250e-178
415.4879,4.149e-124,8.607e-98,4.149e-124,6.250e-178
415.4882,3.065e-122,8.608e-98,3.065e-122,6.250e-178
415.4885,2.171e-120,8.610e-98,2.171e-120,6.250e-178
415.4887,3.632e-119,8.610e-98,3.632e-119,6.250e-178
415.489,2.400e-117,8.612e-98,2.400e-117,6.250e-178
415.4892,3.834e-116,8.612e-98,3.834e-116,6.251e-178
415.4895,2.364e-114,8.613e-98,2.364e-114,6.251e-178
415.4898,1.398e-112,8.615e-98,1.398e-112,6.251e-178
415.49,2.073e-111,8.615e-98,2.073e-111,6.251e-178
415.4903,1.143e-109,8.617e-98,1.143e-109,6.251e-178
415.4905,1.619e-108,8.617e-98,1.619e-108,6.251e-178
415.4908,8.331e-107,8.619e-98,8.331e-107,6.251e-178
415.4911,4.112e-105,8.620e-98,4.112e-105,6.251e-178
415.4913,5.406e-104,8.621e-98,5.406e-104,6.251e-178
415.4916,2.489e-102,8.622e-98,2.489e-102,6.251e-178
415.4918,3.124e-101,8.622e-98,3.124e-101,6.251e-178
415.4921,1.342e-99,8.624e-98,1.342e-99,6.251e-178
415.4924,5.529e-98,8.625e-98,5.529e-98,6.251e-178
415.4926,6.444e-97,8.626e-98,6.444e-97,6.251e-178
415.4929,2.476e-95,8.627e-98,2.476e-95,6.251e-178
415.4931,2.756e-94,8.628e-98,2.756e-94,6.251e-178
415.4934,9.879e-93,8.629e-98,9.879e-93,6.251e-178
415.4937,3.397e-91,8.630e-98,3.397e-91,6.251e-178
415.4939,3.510e-90,8.631e-98,3.510e-90,6.251e-178
415.4942,1.126e-88,8.632e-98,1.126e-88,6.251e-178
415.4944,1.111e-87,8.633e-98,1.111e-87,6.251e-178
415.4947,3.324e-86,8.634e-98,3.324e-86,6.251e-178
415.495,9.540e-85,8.635e-98,9.540e-85,6.251e-178
415.4952,8.738e-84,8.636e-98,8.738e-84,6.251e-178
415.4955,2.340e-82,8.637e-98,2.340e-82,6.251e-178
415.4957,2.046e-81,8.638e-98,2.046e-81,6.251e-178
415.496,5.110e-80,8.639e-98,5.110e-80,6.251e-178
415.4963,1.224e-78,8.640e-98,1.224e-78,6.251e-178
415.4965,9.941e-78,8.641e-98,9.941e-78,6.251e-178
415.4968,2.222e-76,8.642e-98,2.222e-76,6.251e-178
415.497,1.722e-75,8.643e-98,1.722e-75,6.251e-178
415.4973,3.591e-74,8.644e-98,3.591e-74,6.251e-178
415.4976,7.180e-73,8.645e-98,7.180e-73,6.251e-178
415.4978,5.168e-72,8.646e-98,5.168e-72,6.251e-178
415.4981,9.641e-71,8.647e-98,9.641e-71,6.251e-178
415.4983,6.626e-70,8.648e-98,6.626e-70,6.251e-178
415.4986,1.153e-68,8.649e-98,1.153e-68,6.251e-178
415.4989,1.924e-67,8.650e-98,1.924e-67,6.251e-178
415.4991,1.228e-66,8.651e-98,1.228e-66,6.251e-178
415.4994,1.912e-65,8.652e-98,1.912e-65,6.251e-178
415.4996,1.165e-64,8.653e-98,1.165e-64,6.251e-178
415.4999,1.692e-63,8.654e-98,1.692e-63,6.251e-178
415.5002,2.357e-62,8.655e-98,2.357e-62,6.251e-178
415.5004,1.334e-61,8.656e-98,1.334e-61,6.251e-178
415.5007,1.733e-60,8.657e-98,1.733e-60,6.251e-178
415.5009,9.360e-60,8.658e-98,9.360e-60,6.251e-178
415.5012,1.135e-58,8.659e-98,1.135e-58,6.251e-178
415.5015,1.320e-57,8.660e-98,1.320e-57,6.251e-178
415.5017,6.618e-57,8.661e-98,6.618e-57,6.251e-178
415.502,7.178e-56,8.662e-98,7.178e-56,6.251e-178
415.5022,3.437e-55,8.663e-98,3.437e-55,6.251e-178
415.5025,3.478e-54,8.664e-98,3.478e-54,6.251e-178
415.5028,3.376e-53,8.666e-98,3.376e-53,6.251e-178
415.503,1.501e-52,8.666e-98,1.501e-52,6.251e-178
415.5033,1.359e-51,8.668e-98,1.359e-51,6.251e-178
415.5035,5.768e-51,8.668e-98,5.768e-51,6.251e-178
415.5038,4.872e-50,8.670e-98,4.872e-50,6.251e-178
415.5041,3.947e-49,8.671e-98,3.947e-49,6.251e-178
415.5043,1.555e-48,8.671e-98,1.555e-48,6.251e-178
415.5046,1.176e-47,8.673e-98,1.176e-47,6.251e-178
415.5048,4.423e-47,8.673e-98,4.423e-47,6.251e-178
415.5051,3.118e-46,8.675e-98,3.118e-46,6.251e-178
415.5054,2.109e-45,8.676e-98,2.109e-45,6.251e-178
415.5056,7.368e-45,8.677e-98,7.368e-45,6.251e-178
415.5059,4.647e-44,8.678e-98,4.647e-44,6.251e-178
415.5061,1.550e-43,8.679e-98,1.550e-43,6.251e-178
415.5064,9.123e-43,8.680e-98,9.123e-43,6.251e-178
415.5067,5.149e-42,8.681e-98,5.149e-42,6.251e-178
415.5069,1.595e-41,8.682e-98,1.595e-41,6.251e-178
415.5072,8.397e-41,8.683e-98,8.397e-41,6.251e-178
415.5074,2.483e-40,8.684e-98,2.483e-40,6.251e-178
415.5077,1.220e-39,8.685e-98,1.220e-39,6.251e-178
415.508,5.746e-39,8.686e-98,5.746e-39,6.251e-178
415.5082,1.578e-38,8.687e-98,1.578e-38,6.251e-178
415.5085,6.933e-38,8.688e-98,6.933e-38,6.251e-178
415.5087,1.818e-37,8.689e-98,1.818e-37,6.251e-178
415.509,7.452e-37,8.690e-98,7.452e-37,6.252e-178
415.5093,2.930e-36,8.691e-98,2.930e-36,6.252e-178
415.5095,7.133e-36,8.692e-98,7.133e-36,6.252e-178
415.5098,2.616e-35,8.693e-98,2.616e-35,6.252e-178
415.51,6.080e-35,8.694e-98,6.080e-35,6.252e-178
415.5103,2.081e-34,8.695e-98,2.081e-34,6.252e-178
415.5106,6.829e-34,8.696e-98,6.829e-34,6.252e-178
415.5108,1.474e-33,8.697e-98,1.474e-33,6.252e-178
415.5111,4.512e-33,8.698e-98,4.512e-33,6.252e-178
415.5113,9.296e-33,8.699e-98,9.296e-33,6.252e-178
415.5116,2.655e-32,8.700e-98,2.655e-32,6.252e-178
415.5119,7.274e-32,8.701e-98,7.274e-32,6.252e-178
415.5121,1.391e-31,8.702e-98,1.391e-31,6.252e-178
415.5124,3.556e-31,8.703e-98,3.556e-31,6.252e-178
415.5126,6.495e-31,8.704e-98,6.495e-31,6.252e-178
415.5129,1.548e-30,8.705e-98,1.548e-30,6.252e-178
415.5132,3.540e-30,8.706e-98,3.540e-30,6.252e-178
415.5134,6.004e-30,8.707e-98,6.004e-30,6.252e-178
415.5137,1.281e-29,8.708e-98,1.281e-29,6.252e-178
415.5139,2.074e-29,8.709e-98,2.074e-29,6.252e-178
415.5142,4.126e-29,8.710e-98,4.126e-29,6.252e-178
415.5145,7.876e-29,8.711e-98,7.876e-29,6.252e-178
415.5147,1.184e-28,8.712e-98,1.184e-28,6.252e-178
415.515,2.108e-28,8.713e-98,2.108e-28,6.252e-178
415.5152,3.026e-28,8.714e-98,3.026e-28,6.252e-178
415.5155,5.026e-28,8.715e-98,5.026e-28,6.252e-178
415.5158,8.007e-28,8.717e-98,8.007e-28,6.252e-178
415.516,1.067e-27,8.717e-98,1.067e-27,6.252e-178
415.5163,1.586e-27,8.718e-98,1.586e-27,6.252e-178
415.5165,2.018e-27,8.719e-98,2.018e-27,6.252e-178
415.5168,2.797e-27,8.720e-98,2.797e-27,6.252e-178
415.5171,3.720e-27,8.722e-98,3.720e-27,6.252e-178
415.5173,4.395e-27,8.722e-98,4.395e-27,6.252e-178
415.5176,5.452e-27,8.724e-98,5.452e-27,6.252e-178
415.5179,6.486e-27,8.725e-98,6.486e-27,6.252e-178
415.5181,7.116e-27,8.726e-98,7.116e-27,6.252e-178
415.5184,7.898e-27,8.727e-98,7.898e-27,6.252e-178
415.5186,8.273e-27,8.727e-98,8.273e-27,6.252e-178
415.5189,8.565e-27,8.729e-98,8.565e-27,6.252e-178
415.5192,8.506e-27,8.730e-98,8.506e-27,6.252e-178
415.5194,8.273e-27,8.731e-98,8.273e-27,6.252e-178
415.5197,7.664e-27,8.732e-98,7.664e-27,6.252e-178
415.5199,7.116e-27,8.733e-98,7.116e-27,6.252e-178
415.5202,6.150e-27,8.734e-98,6.150e-27,6.252e-178
415.5205,5.098e-27,8.735e-98,5.098e-27,6.252e-178
415.5207,4.395e-27,8.736e-98,4.395e-27,6.252e-178
415.521,3.398e-27,8.737e-98,3.398e-27,6.252e-178
415.5212,2.797e-27,8.738e-98,2.797e-27,6.252e-178
415.5215,2.018e-27,8.739e-98,2.018e-27,6.252e-178
415.5218,1.396e-27,8.740e-98,1.396e-27,6.252e-178
415.522,1.067e-27,8.741e-98,1.067e-27,6.252e-178
415.5223,6.887e-28,8.742e-98,6.887e-28,6.252e-178
415.5225,5.026e-28,8.743e-98,5.026e-28,6.252e-178
415.5228,3.026e-28,8.744e-98,3.026e-28,6.252e-178
415.5231,1.747e-28,8.745e-98,1.747e-28,6.252e-178
415.5233,1.184e-28,8.746e-98,1.184e-28,6.252e-178
415.5236,6.379e-29,8.747e-98,6.379e-29,6.252e-178
415.5238,4.126e-29,8.748e-98,4.126e-29,6.252e-178
415.5241,2.074e-29,8.749e-98,2.074e-29,6.252e-178
415.5244,9.996e-30,8.750e-98,9.996e-30,6.252e-178
415.5246,6.004e-30,8.751e-98,6.004e-30,6.252e-178
415.5249,2.700e-30,8.752e-98,2.700e-30,6.252e-178
415.5251,1.548e-30,8.753e-98,1.548e-30,6.252e-178
415.5254,6.495e-31,8.754e-98,6.495e-31,6.252e-178
415.5257,2.613e-31,8.755e-98,2.613e-31,6.252e-178
415.5259,1.391e-31,8.756e-98,1.391e-31,6.252e-178
415.5262,5.222e-32,8.757e-98,5.222e-32,6.252e-178
415.5264,2.655e-32,8.758e-98,2.655e-32,6.252e-178
415.5267,9.296e-33,8.759e-98,9.296e-33,6.252e-178
415.527,3.122e-33,8.760e-98,3.122e-33,6.252e-178
415.5272,1.474e-33,8.761e-98,1.474e-33,6.252e-178
415.5275,4.617e-34,8.762e-98,4.617e-34,6.252e-178
415.5277,2.081e-34,8.763e-98,2.081e-34,6.252e-178
415.528,6.080e-35,8.764e-98,6.080e-35,6.252e-178
415.5283,1.704e-35,8.765e-98,1.704e-35,6.252e-178
415.5285,7.133e-36,8.766e-98,7.133e-36,6.252e-178
415.5288,1.865e-36,8.767e-98,1.865e-36,6.252e-178
415.529,7.452e-37,8.768e-98,7.452e-37,6.253e-178
415.5293,1.818e-37,8.769e-98,1.818e-37,6.253e-178
415.5296,4.253e-38,8.771e-98,4.253e-38,6.253e-178
415.5298,1.578e-38,8.771e-98,1.578e-38,6.253e-178
415.5301,3.443e-39,8.773e-98,3.443e-39,6.253e-178
415.5303,1.220e-39,8.773e-98,1.220e-39,6.253e-178
415.5306,2.483e-40,8.774e-98,2.483e-40,6.253e-178
415.5309,4.849e-41,8.776e-98,4.849e-41,6.253e-178
415.5311,1.595e-41,8.776e-98,1.595e-41,6.253e-178
415.5314,2.905e-42,8.778e-98,2.905e-42,6.253e-178
415.5316,9.123e-43,8.778e-98,9.123e-43,6.253e-178
415.5319,1.550e-43,8.780e-98,1.550e-43,6.253e-178
415.5322,2.527e-44,8.781e-98,2.527e-44,6.253e-178
415.5324,7.368e-45,8.782e-98,7.368e-45,6.253e-178
415.5327,1.120e-45,8.783e-98,1.120e-45,6.253e-178
415.5329,3.118e-46,8.783e-98,3.118e-46,6.253e-178
415.5332,4.423e-47,8.785e-98,4.423e-47,6.253e-178
415.5335,6.018e-48,8.786e-98,6.018e-48,6.253e-178
415.5337,1.555e-48,8.787e-98,1.555e-48,6.253e-178
415.534,1.974e-49,8.788e-98,1.974e-49,6.253e-178
415.5342,4.872e-50,8.789e-98,4.872e-50,6.253e-178
415.5345,5.768e-51,8.790e-98,5.768e-51,6.253e-178
415.5348,6.550e-52,8.791e-98,6.550e-52,6.253e-178
415.535,1.501e-52,8.792e-98,1.501e-52,6.253e-178
415.5353,1.590e-53,8.793e-98,1.590e-53,6.253e-178
415.5355,3.478e-54,8.794e-98,3.478e-54,6.253e-178
415.5358,3.437e-55,8.795e-98,3.437e-55,6.253e-178
415.5361,3.258e-56,8.796e-98,3.258e-56,6.253e-178
415.5363,6.618e-57,8.797e-98,6.618e-57,6.253e-178
415.5366,5.851e-58,8.798e-98,5.851e-58,6.253e-178
415.5368,1.135e-58,8.799e-98,1.135e-58,6.253e-178
415.5371,9.360e-60,8.800e-98,9.360e-60,6.253e-178
415.5374,7.405e-61,8.801e-98,7.405e-61,6.253e-178
415.5376,1.334e-61,8.802e-98,1.334e-61,6.253e-178
415.5379,9.842e-63,8.803e-98,9.842e-63,6.253e-178
415.5381,1.692e-63,8.804e-98,1.692e-63,6.253e-178
415.5384,1.165e-64,8.805e-98,1.165e-64,6.253e-178
415.5387,7.693e-66,8.806e-98,7.693e-66,6.253e-178
415.5389,1.228e-66,8.807e-98,1.228e-66,6.253e-178
415.5392,7.565e-68,8.808e-98,7.565e-68,6.253e-178
415.5394,1.153e-68,8.809e-98,1.153e-68,6.253e-178
415.5397,6.626e-70,8.810e-98,6.626e-70,6.253e-178
415.54,3.652e-71,8.811e-98,3.652e-71,6.253e-178
415.5402,5.168e-72,8.812e-98,5.168e-72,6.253e-178
415.5405,2.658e-73,8.813e-98,2.658e-73,6.253e-178
415.5407,3.591e-74,8.814e-98,3.591e-74,6.253e-178
415.541,1.722e-75,8.815e-98,1.722e-75,6.253e-178
415.5413,7.924e-77,8.816e-98,7.924e-77,6.253e-178
415.5415,9.941e-78,8.817e-98,9.941e-78,6.253e-178
415.5418,4.266e-79,8.818e-98,4.266e-79,6.253e-178
415.542,5.110e-80,8.819e-98,5.110e-80,6.253e-178
415.5423,2.046e-81,8.820e-98,2.046e-81,6.253e-178
415.5426,7.857e-83,8.821e-98,7.857e-83,6.253e-178
415.5428,8.738e-84,8.822e-98,8.738e-84,6.253e-178
415.5431,3.130e-85,8.823e-98,3.130e-85,6.253e-178
415.5433,3.324e-86,8.824e-98,3.324e-86,6.253e-178
415.5436,1.111e-87,8.825e-98,1.111e-87,6.253e-178
415.5439,3.560e-89,8.827e-98,3.560e-89,6.253e-178
415.5441,3.510e-90,8.827e-98,3.510e-90,6.253e-178
415.5444,1.050e-91,8.829e-98,1.050e-91,6.253e-178
415.5446,9.879e-93,8.829e-98,9.879e-93,6.253e-178
415.5449,2.756e-94,8.831e-98,2.756e-94,6.253e-178
415.5452,7.373e-96,8.832e-98,7.373e-96,6.253e-178
415.5454,6.444e-97,8.832e-98,6.444e-97,6.253e-178
415.5457,1.608e-98,8.834e-98,1.608e-98,6.253e-178
415.5459,1.342e-99,8.834e-98,1.342e-99,6.253e-178
415.5462,3.124e-101,8.836e-98,3.124e-101,6.253e-178
415.5465,6.977e-103,8.837e-98,6.977e-103,6.253e-178
415.5467,5.406e-104,8.838e-98,5.406e-104,6.253e-178
415.547,1.126e-105,8.839e-98,1.126e-105,6.253e-178
415.5472,8.331e-107,8.840e-98,8.331e-107,6.253e-178
415.5475,1.619e-108,8.841e-98,1.619e-108,6.253e-178
415.5478,3.018e-110,8.842e-98,3.018e-110,6.253e-178
415.548,2.073e-111,8.843e-98,2.073e-111,6.253e-178
415.5483,3.604e-113,8.844e-98,3.604e-113,6.253e-178
415.5485,2.364e-114,8.845e-98,2.364e-114,6.253e-178
415.5488,3.834e-116,8.846e-98,3.834e-116,6.254e-178
415.5491,5.965e-118,8.847e-98,5.965e-118,6.254e-178
415.5493,3.632e-119,8.848e-98,3.632e-119,6.254e-178
415.5496,5.271e-121,8.849e-98,5.271e-121,6.254e-178
415.5498,3.065e-122,8.850e-98,3.065e-122,6.254e-178
415.5501,4.149e-124,8.851e-98,4.149e-124,6.254e-178
415.5504,5.388e-126,8.852e-98,5.388e-126,6.254e-178
415.5506,2.909e-127,8.853e-98,2.909e-127,6.254e-178
415.5509,3.523e-129,8.854e-98,3.523e-129,6.254e-178
415.5511,1.816e-130,8.855e-98,1.816e-130,6.254e-178
427.2794,5.480e-97,5.480e-97,2.936e-126,6.845e-178
427.2797,3.900e-95,3.900e-95,2.936e-126,6.845e-178
427.2799,6.554e-94,6.554e-94,2.936e-126,6.845e-178
427.2802,4.368e-92,4.368e-92,2.936e-126,6.845e-178
427.2804,7.025e-91,7.025e-91,2.937e-126,6.845e-178
427.2807,4.384e-89,4.384e-89,2.937e-126,6.845e-178
427.281,2.630e-87,2.630e-87,2.937e-126,6.845e-178
427.2812,3.944e-86,3.944e-86,2.937e-126,6.845e-178
427.2815,2.216e-84,2.216e-84,2.937e-126,6.845e-178
427.2817,3.180e-83,3.180e-83,2.937e-126,6.845e-178
427.282,1.673e-81,1.673e-81,2.937e-126,6.845e-178
427.2823,8.460e-80,8.460e-80,2.937e-126,6.845e-178
427.2825,1.132e-78,1.132e-78,2.937e-126,6.845e-178
427.2828,5.360e-77,5.360e-77,2.937e-126,6.845e-178
427.283,6.864e-76,6.864e-76,2.937e-126,6.845e-178
427.2833,3.044e-74,3.044e-74,2.937e-126,6.845e-178
427.2836,1.298e-72,1.298e-72,2.937e-126,6.845e-178
427.2838,1.549e-71,1.549e-71,2.937e-126,6.845e-178
427.2841,6.184e-70,6.184e-70,2.937e-126,6.845e-178
427.2843,7.066e-69,7.066e-69,2.938e-126,6.845e-178
427.2846,2.641e-67,2.641e-67,2.938e-126,6.845e-178
427.2849,9.492e-66,9.492e-66,2.938e-126,6.845e-178
427.2851,1.011e-64,1.011e-64,2.938e-126,6.845e-178
427.2854,3.402e-63,3.402e-63,2.938e-126,6.845e-178
427.2856,3.469e-62,3.469e-62,2.938e-126,6.846e-178
427.2859,1.093e-60,1.093e-60,2.938e-126,6.846e-178
427.2862,3.311e-59,3.311e-59,2.938e-126,6.846e-178
427.2864,3.148e-58,3.148e-58,2.938e-126,6.846e-178
427.2867,8.928e-57,8.928e-57,2.938e-126,6.846e-178
427.2869,8.124e-56,8.124e-56,2.938e-126,6.846e-178
427.2872,2.158e-54,2.158e-54,2.938e-126,6.846e-178
427.2875,5.509e-53,5.509e-53,2.938e-126,6.846e-178
427.2877,4.673e-52,4.673e-52,2.938e-126,6.846e-178
427.288,1.117e-50,1.117e-50,2.938e-126,6.846e-178
427.2882,9.071e-50,9.071e-50,2.938e-126,6.846e-178
427.2885,2.031e-48,2.031e-48,2.939e-126,6.846e-178
427.2888,4.371e-47,4.371e-47,2.939e-126,6.846e-178
427.289,3.309e-46,3.309e-46,2.939e-126,6.846e-178
427.2893,6.668e-45,6.668e-45,2.939e-126,6.846e-178
427.2896,1.292e-43,1.292e-43,2.939e-126,6.846e-178
427.2898,9.116e-43,9.116e-43,2.939e-126,6.846e-178
427.2901,1.654e-41,1.654e-41,2.939e-126,6.846e-178
427.2903,1.117e-40,1.117e-40,2.939e-126,6.846e-178
427.2906,1.898e-39,1.898e-39,2.939e-126,6.846e-178
427.2909,3.099e-38,3.099e-38,2.939e-126,6.846e-178
427.2911,1.952e-37,1.952e-37,2.939e-126,6.846e-178
427.2914,2.985e-36,2.985e-36,2.939e-126,6.846e-178
427.2916,1.799e-35,1.799e-35,2.939e-126,6.846e-178
427.2919,2.576e-34,2.576e-34,2.939e-126,6.846e-178
427.2922,3.546e-33,3.546e-33,2.939e-126,6.846e-178
427.2924,1.993e-32,1.993e-32,2.940e-126,6.846e-178
427.2927,2.569e-31,2.569e-31,2.940e-126,6.846e-178
427.2929,1.381e-30,1.381e-30,2.940e-126,6.846e-178
427.2932,1.668e-29,1.668e-29,2.940e-126,6.846e-178
427.2935,1.935e-28,1.935e-28,2.940e-126,6.846e-178
427.2937,9.702e-28,9.702e-28,2.940e-126,6.846e-178
427.294,1.054e-26,1.054e-26,2.940e-126,6.846e-178
427.2942,5.060e-26,5.060e-26,2.940e-126,6.846e-178
427.2945,5.148e-25,5.148e-25,2.940e-126,6.846e-178
427.2948,5.035e-24,5.035e-24,2.940e-126,6.846e-178
427.295,2.253e-23,2.253e-23,2.940e-126,6.846e-178
427.2953,2.064e-22,2.064e-22,2.940e-126,6.846e-178
427.2955,8.837e-22,8.837e-22,2.940e-126,6.846e-178
427.2958,7.579e-21,7.579e-21,2.940e-126,6.846e-178
427.2961,6.249e-20,6.249e-20,2.940e-126,6.846e-178
