Wavelength (nm),Sum(calc),Cr I (1.8e-2),Cr II (1.8e-1),Fe I (1.1e-1),Fe II (6.0e-1),Fe III (8.0e-5),Ni I (2.3e-2),Ni II (7.1e-2),Ni III (2.4e-6)
506.61,7.394e-1,6.765e-17,,2.392e-9,7.394e-1,1.214e-28,9.116e-17,,2.094e-27
506.62,8.339e-1,6.762e-17,,4.349e-9,8.339e-1,1.213e-28,9.201e-17,,2.094e-27
506.64,1.042e+0,6.756e-17,,1.407e-8,1.042e+0,1.211e-28,9.369e-17,,2.094e-27
506.66,1.269e+0,6.751e-17,,4.427e-8,1.269e+0,5.787e-28,9.538e-17,,2.095e-27
506.67,1.387e+0,6.748e-17,,7.771e-8,1.387e+0,1.252e-27,9.622e-17,,2.095e-27
506.69,1.624e+0,6.743e-17,,2.345e-7,1.624e+0,5.734e-27,9.791e-17,,2.095e-27
506.71,1.853e+0,6.737e-17,,6.880e-7,1.853e+0,2.554e-26,9.960e-17,,2.095e-27
506.72,1.961e+0,6.734e-17,,1.166e-6,1.961e+0,5.335e-26,1.004e-16,,2.095e-27
506.74,2.158e+0,6.729e-17,,3.281e-6,2.158e+0,2.279e-25,1.021e-16,,2.096e-27
506.76,2.321e+0,6.724e-17,,8.976e-6,2.321e+0,9.470e-25,1.038e-16,,2.096e-27
506.77,2.390e+0,6.721e-17,,1.469e-5,2.390e+0,1.910e-24,1.047e-16,,2.096e-27
506.79,2.500e+0,6.715e-17,,3.855e-5,2.500e+0,7.612e-24,1.063e-16,,2.096e-27
506.8,2.543e+0,6.713e-17,,6.179e-5,2.543e+0,1.504e-23,1.072e-16,,2.097e-27
506.82,2.612e+0,6.707e-17,,1.554e-4,2.611e+0,5.745e-23,1.089e-16,,2.097e-27
506.84,2.669e+0,6.702e-17,,3.803e-4,2.669e+0,2.135e-22,1.106e-16,,2.097e-27
506.85,2.700e+0,6.699e-17,,5.886e-4,2.699e+0,4.072e-22,1.114e-16,,2.097e-27
506.87,2.776e+0,6.693e-17,,1.381e-3,2.774e+0,1.451e-21,1.131e-16,,2.098e-27
506.89,2.888e+0,6.688e-17,,3.150e-3,2.885e+0,5.028e-21,1.148e-16,,2.098e-27
506.9,2.963e+0,6.685e-17,,4.709e-3,2.958e+0,9.261e-21,1.156e-16,,2.098e-27
506.92,3.158e+0,6.680e-17,,1.030e-2,3.148e+0,3.078e-20,1.173e-16,,2.098e-27
506.94,3.420e+0,6.674e-17,,2.191e-2,3.398e+0,9.946e-20,1.190e-16,,2.099e-27
506.95,3.575e+0,6.672e-17,,3.163e-2,3.544e+0,1.769e-19,2.572e-16,,2.099e-27
506.97,3.933e+0,6.666e-17,,6.452e-2,3.869e+0,5.483e-19,1.176e-15,,2.099e-27
506.99,4.348e+0,6.661e-17,,1.280e-1,4.220e+0,1.653e-18,5.295e-15,,2.099e-27
507,4.575e+0,6.658e-17,,1.784e-1,4.397e+0,2.839e-18,1.106e-14,,2.099e-27
507.02,5.071e+0,6.653e-17,,3.393e-1,4.732e+0,8.207e-18,4.721e-14,,2.100e-27
507.04,5.641e+0,6.647e-17,,6.277e-1,5.013e+0,2.307e-17,1.960e-13,,2.100e-27
507.05,5.968e+0,6.644e-17,,8.448e-1,5.124e+0,3.827e-17,3.954e-13,,2.100e-27
507.07,6.766e+0,6.639e-17,,1.498e+0,5.267e+0,1.032e-16,1.575e-12,,2.100e-27
507.09,7.876e+0,6.633e-17,,2.585e+0,5.291e+0,2.705e-16,6.101e-12,,2.101e-27
507.1,8.614e+0,6.631e-17,,3.359e+0,5.255e+0,4.334e-16,1.189e-11,,2.101e-27
507.12,1.064e+1,6.625e-17,,5.557e+0,5.084e+0,1.090e-15,4.417e-11,,2.101e-27
507.14,1.373e+1,6.620e-17,,8.938e+0,4.793e+0,2.665e-15,1.596e-10,,2.101e-27
507.15,1.583e+1,6.617e-17,,1.122e+1,4.608e+0,4.125e-15,3.004e-10,,2.102e-27
507.17,2.148e+1,6.612e-17,,1.730e+1,4.175e+0,9.674e-15,1.041e-9,,2.102e-27
507.18,2.520e+1,6.609e-17,,2.126e+1,3.936e+0,1.466e-14,1.919e-9,,2.102e-27
507.2,3.488e+1,6.603e-17,,3.145e+1,3.430e+0,3.299e-14,6.382e-9,,2.102e-27
507.22,4.815e+1,6.598e-17,,4.523e+1,2.917e+0,7.218e-14,2.065e-8,,2.103e-27
507.23,5.635e+1,6.595e-17,,5.368e+1,2.667e+0,1.057e-13,3.675e-8,,2.103e-27
507.25,7.624e+1,6.590e-17,,7.404e+1,2.201e+0,2.218e-13,1.141e-7,,2.103e-27
507.27,1.011e+2,6.584e-17,,9.930e+1,1.796e+0,4.529e-13,3.443e-7,,2.103e-27
507.28,1.154e+2,6.581e-17,,1.138e+2,1.623e+0,6.405e-13,5.921e-7,,2.103e-27
507.3,1.477e+2,6.576e-17,,1.464e+2,1.341e+0,1.255e-12,1.715e-6,,2.104e-27
507.32,1.842e+2,6.571e-17,,1.830e+2,1.153e+0,2.392e-12,4.832e-6,,2.104e-27
507.33,2.037e+2,6.568e-17,,2.026e+2,1.095e+0,3.268e-12,8.026e-6,,2.104e-27
507.35,2.440e+2,6.562e-17,,2.429e+2,1.051e+0,5.977e-12,2.170e-5,,2.104e-27
507.37,2.844e+2,6.557e-17,,2.833e+2,1.101e+0,1.064e-11,5.706e-5,,2.105e-27
507.38,3.039e+2,6.554e-17,,3.028e+2,1.158e+0,1.405e-11,9.158e-5,,2.105e-27
507.4,3.399e+2,6.549e-17,,3.386e+2,1.334e+0,2.400e-11,2.311e-4,,2.105e-27
507.42,3.698e+2,6.543e-17,,3.682e+2,1.578e+0,3.992e-11,5.673e-4,,2.105e-27
507.43,3.817e+2,6.540e-17,,3.800e+2,1.721e+0,5.096e-11,8.798e-4,,2.106e-27
507.45,3.983e+2,6.535e-17,,3.962e+2,2.039e+0,8.141e-11,2.073e-3,,2.106e-27
507.47,4.042e+2,6.530e-17,,4.018e+2,2.378e+0,1.266e-10,4.752e-3,,2.106e-27
507.48,4.030e+2,6.527e-17,,4.004e+2,2.549e+0,1.564e-10,7.121e-3,,2.106e-27
507.5,3.923e+2,6.521e-17,,3.894e+2,2.876e+0,2.338e-10,1.567e-2,,2.107e-27
507.52,3.714e+2,6.516e-17,,3.682e+2,3.164e+0,3.407e-10,3.355e-2,,2.107e-27
507.53,3.577e+2,6.513e-17,,3.543e+2,3.285e+0,4.072e-10,4.859e-2,,2.107e-27
507.55,3.249e+2,6.508e-17,,3.213e+2,3.471e+0,5.709e-10,9.985e-2,,2.107e-27
507.56,3.064e+2,6.505e-17,,3.028e+2,3.531e+0,6.695e-10,1.417e-1,,2.107e-27
507.58,2.671e+2,6.499e-17,,2.633e+2,3.580e+0,9.038e-10,2.796e-1,,2.108e-27
507.6,2.267e+2,6.494e-17,,2.226e+2,3.529e+0,1.190e-9,5.369e-1,,2.108e-27
507.61,2.068e+2,6.491e-17,,2.026e+2,3.468e+0,1.354e-9,7.365e-1,,2.108e-27
507.63,1.689e+2,6.486e-17,,1.642e+2,3.279e+0,1.719e-9,1.358e+0,,2.108e-27
507.65,1.350e+2,6.480e-17,,1.295e+2,3.016e+0,2.133e-9,2.437e+0,,2.109e-27
507.66,1.199e+2,6.478e-17,,1.138e+2,2.862e+0,2.355e-9,3.232e+0,,2.109e-27
507.68,9.414e+1,6.472e-17,,8.604e+1,2.524e+0,2.822e-9,5.572e+0,,2.109e-27
507.7,7.478e+1,6.467e-17,,6.326e+1,2.164e+0,3.307e-9,9.350e+0,,2.109e-27
507.71,6.765e+1,6.464e-17,,5.368e+1,1.983e+0,3.550e-9,1.199e+1,,2.109e-27
507.73,5.881e+1,6.458e-17,,3.785e+1,1.631e+0,4.025e-9,1.933e+1,,2.110e-27
507.75,5.759e+1,6.453e-17,,2.595e+1,1.305e+0,4.466e-9,3.033e+1,,2.110e-27
507.76,6.004e+1,6.450e-17,,2.126e+1,1.155e+0,4.667e-9,3.762e+1,,2.110e-27
507.78,7.160e+1,6.445e-17,,1.398e+1,8.870e-1,5.016e-9,5.673e+1,,2.110e-27
507.8,9.291e+1,6.439e-17,,8.938e+0,6.638e-1,5.279e-9,8.331e+1,,2.111e-27
507.81,1.076e+2,6.437e-17,,7.072e+0,5.691e-1,5.374e-9,9.995e+1,,2.111e-27
507.83,1.458e+2,6.431e-17,,4.336e+0,4.124e-1,5.481e-9,1.410e+2,,2.111e-27
507.85,1.967e+2,6.426e-17,,2.585e+0,2.960e-1,5.475e-9,1.938e+2,,2.111e-27
507.86,2.272e+2,6.423e-17,,1.975e+0,2.515e-1,5.428e-9,2.250e+2,,2.112e-27
507.88,2.985e+2,6.417e-17,,1.129e+0,1.871e-1,5.252e-9,2.972e+2,,2.112e-27
507.9,3.832e+2,6.412e-17,,6.277e-1,1.521e-1,4.973e-9,3.824e+2,,2.112e-27
507.91,4.301e+2,6.409e-17,,4.631e-1,1.445e-1,4.799e-9,4.295e+2,,2.112e-27
507.93,5.317e+2,6.404e-17,,2.469e-1,1.480e-1,4.396e-9,5.313e+2,,2.113e-27
507.94,5.854e+2,6.401e-17,,1.784e-1,1.587e-1,4.172e-9,5.851e+2,,2.113e-27
507.96,6.962e+2,6.396e-17,,9.119e-2,1.980e-1,3.694e-9,6.959e+2,,2.113e-27
507.98,8.067e+2,6.390e-17,,4.533e-2,2.612e-1,3.196e-9,8.064e+2,,2.113e-27
507.99,8.599e+2,6.387e-17,,3.163e-2,3.020e-1,2.947e-9,8.596e+2,,2.113e-27
508.01,9.584e+2,6.382e-17,,1.508e-2,4.023e-1,2.460e-9,9.580e+2,,2.114e-27
508.03,1.041e+3,6.376e-17,,6.989e-3,5.273e-1,2.004e-9,1.041e+3,,2.114e-27
508.04,1.075e+3,6.374e-17,,4.709e-3,5.986e-1,1.792e-9,1.074e+3,,2.114e-27
508.06,1.123e+3,6.368e-17,,2.093e-3,7.570e-1,1.407e-9,1.123e+3,,2.114e-27
508.08,1.146e+3,6.363e-17,,9.047e-4,9.322e-1,1.077e-9,1.145e+3,,2.115e-27
508.09,1.146e+3,6.360e-17,,5.886e-4,1.024e+0,9.330e-10,1.145e+3,,2.115e-27
508.11,1.127e+3,6.355e-17,,2.440e-4,1.210e+0,6.871e-10,1.126e+3,,2.115e-27
508.13,1.083e+3,6.349e-17,,9.835e-5,1.391e+0,4.929e-10,1.082e+3,,2.115e-27
508.14,1.053e+3,6.346e-17,,6.179e-5,1.476e+0,4.134e-10,1.052e+3,,2.116e-27
508.16,9.816e+2,6.341e-17,,2.388e-5,1.627e+0,2.851e-10,9.800e+2,,2.116e-27
508.18,8.995e+2,6.335e-17,,8.977e-6,1.744e+0,1.915e-10,8.977e+2,,2.116e-27
508.19,8.567e+2,6.333e-17,,5.446e-6,1.787e+0,1.553e-10,8.549e+2,,2.116e-27
508.21,7.721e+2,6.327e-17,,1.964e-6,1.838e+0,1.002e-10,7.702e+2,,2.117e-27
508.23,6.935e+2,6.322e-17,,6.910e-7,1.838e+0,6.291e-11,6.916e+2,,2.117e-27
508.24,6.580e+2,6.319e-17,,4.085e-7,1.819e+0,4.934e-11,6.561e+2,,2.117e-27
508.26,5.966e+2,6.314e-17,,1.527e-7,1.744e+0,2.974e-11,5.948e+2,,2.117e-27
508.28,5.493e+2,6.308e-17,,9.750e-8,1.627e+0,1.744e-11,5.477e+2,,2.118e-27
508.29,5.310e+2,6.305e-17,,1.175e-7,1.555e+0,1.322e-11,5.294e+2,,2.118e-27
508.31,5.039e+2,6.300e-17,,2.811e-7,1.391e+0,7.441e-12,5.025e+2,,2.118e-27
508.33,4.873e+2,6.294e-17,,7.876e-7,1.210e+0,4.074e-12,4.861e+2,,2.118e-27
508.34,4.819e+2,6.292e-17,,1.319e-6,1.117e+0,2.984e-12,4.808e+2,,2.118e-27
508.36,4.742e+2,6.286e-17,,3.632e-6,9.316e-1,1.568e-12,4.733e+2,,2.119e-27
508.37,4.709e+2,6.284e-17,,5.968e-6,8.421e-1,1.125e-12,4.701e+2,,2.119e-27
508.39,4.633e+2,6.278e-17,,1.578e-5,6.739e-1,5.668e-13,4.626e+2,,2.119e-27
508.41,4.515e+2,6.273e-17,,4.058e-5,5.246e-1,2.779e-13,4.510e+2,,2.119e-27
508.42,4.435e+2,6.270e-17,,6.440e-5,4.581e-1,1.925e-13,4.430e+2,,2.120e-27
508.44,4.221e+2,6.264e-17,,1.589e-4,3.424e-1,9.054e-14,4.217e+2,,2.120e-27
508.46,3.935e+2,6.259e-17,,3.812e-4,2.496e-1,4.141e-14,3.933e+2,,2.120e-27
508.47,3.768e+2,6.256e-17,,5.843e-4,2.114e-1,2.771e-14,3.766e+2,,2.120e-27
508.49,3.392e+2,6.251e-17,,1.345e-3,1.500e-1,1.216e-14,3.390e+2,,2.121e-27
508.51,2.978e+2,6.245e-17,,3.010e-3,1.066e-1,5.187e-15,2.976e+2,,2.121e-27
508.52,2.763e+2,6.243e-17,,4.456e-3,9.094e-2,3.353e-15,2.762e+2,,2.121e-27
508.54,2.331e+2,6.237e-17,,9.566e-3,7.059e-2,1.372e-15,2.331e+2,,2.121e-27
508.56,1.915e+2,6.232e-17,,1.997e-2,6.390e-2,5.460e-16,1.915e+2,,2.122e-27
508.57,1.719e+2,6.229e-17,,2.856e-2,6.557e-2,3.409e-16,1.718e+2,,2.122e-27
508.59,1.356e+2,6.223e-17,,5.721e-2,7.939e-2,1.301e-16,1.354e+2,,2.122e-27
508.61,1.041e+2,6.218e-17,,1.114e-1,1.087e-1,4.829e-17,1.039e+2,,2.122e-27
508.62,9.033e+1,6.215e-17,,1.539e-1,1.299e-1,2.911e-17,9.004e+1,,2.122e-27
508.64,6.673e+1,6.210e-17,,2.876e-1,1.879e-1,1.036e-17,6.626e+1,,2.123e-27
508.66,4.822e+1,6.204e-17,,5.226e-1,2.699e-1,3.588e-18,4.742e+1,,2.123e-27
508.67,4.072e+1,6.202e-17,,6.972e-1,3.213e-1,2.089e-18,3.970e+1,,2.123e-27
508.69,2.892e+1,6.196e-17,,1.215e+0,4.471e-1,6.935e-19,2.726e+1,,2.123e-27
508.71,2.087e+1,6.191e-17,,2.060e+0,6.063e-1,2.239e-19,1.820e+1,,2.124e-27
508.72,1.807e+1,6.188e-17,,2.655e+0,6.990e-1,1.259e-19,1.472e+1,,2.124e-27
508.74,1.465e+1,6.182e-17,,4.317e+0,9.100e-1,3.899e-20,9.423e+0,,2.124e-27
508.75,1.394e+1,6.180e-17,,5.448e+0,1.028e+0,2.147e-20,7.463e+0,,2.124e-27
508.77,1.436e+1,6.174e-17,,8.497e+0,1.283e+0,6.375e-21,4.583e+0,,2.125e-27
508.79,1.719e+1,6.169e-17,,1.289e+1,1.559e+0,1.841e-21,2.738e+0,,2.125e-27
508.8,1.951e+1,6.166e-17,,1.571e+1,1.701e+0,9.789e-22,2.094e+0,,2.125e-27
508.82,2.604e+1,6.161e-17,,2.286e+1,1.982e+0,2.711e-22,1.199e+0,,2.125e-27
508.84,3.527e+1,6.155e-17,,3.235e+1,2.246e+0,7.301e-23,6.683e-1,,2.126e-27
508.85,4.095e+1,6.152e-17,,3.809e+1,2.366e+0,3.749e-23,4.936e-1,,2.126e-27
508.87,5.454e+1,6.147e-17,,5.170e+1,2.572e+0,9.684e-24,2.638e-1,,2.126e-27
508.89,7.112e+1,6.141e-17,,6.826e+1,2.720e+0,2.432e-24,1.371e-1,,2.126e-27
508.9,8.049e+1,6.139e-17,,7.762e+1,2.769e+0,1.206e-24,9.777e-2,,2.126e-27
508.92,1.012e+2,6.133e-17,,9.830e+1,2.809e+0,2.905e-25,4.873e-2,,2.127e-27
508.94,1.239e+2,6.128e-17,,1.211e+2,2.775e+0,6.805e-26,2.362e-2,,2.127e-27
508.95,1.357e+2,6.125e-17,,1.330e+2,2.730e+0,3.259e-26,1.627e-2,,2.127e-27
508.97,1.597e+2,6.120e-17,,1.571e+2,2.591e+0,7.321e-27,7.565e-3,,2.127e-27
508.99,1.829e+2,6.114e-17,,1.805e+2,2.398e+0,1.599e-27,3.420e-3,,2.128e-27
509,1.938e+2,6.111e-17,,1.915e+2,2.288e+0,7.397e-28,2.276e-3,,2.128e-27
509.02,2.131e+2,6.106e-17,,2.110e+2,2.050e+0,7.052e-28,9.867e-4,,2.128e-27
509.04,2.280e+2,6.100e-17,,2.262e+2,1.809e+0,6.706e-28,4.161e-4,,2.128e-27
509.05,2.335e+2,6.098e-17,,2.318e+2,1.694e+0,6.533e-28,2.674e-4,,2.129e-27
509.07,2.398e+2,6.092e-17,,2.383e+2,1.487e+0,6.188e-28,1.081e-4,,2.129e-27
509.09,2.396e+2,6.087e-17,,2.383e+2,1.328e+0,5.842e-28,4.253e-5,,2.129e-27
509.1,2.371e+2,6.084e-17,,2.358e+2,1.272e+0,5.670e-28,2.640e-5,,2.129e-27
509.12,2.274e+2,6.079e-17,,2.262e+2,1.210e+0,5.324e-28,9.958e-6,,2.130e-27
509.13,2.205e+2,6.076e-17,,2.192e+2,1.208e+0,5.151e-28,6.054e-6,,2.130e-27
509.15,2.030e+2,6.070e-17,,2.017e+2,1.264e+0,4.806e-28,2.197e-6,,2.130e-27
509.17,1.819e+2,6.065e-17,,1.805e+2,1.399e+0,4.460e-28,7.944e-7,,2.130e-27
509.18,1.705e+2,6.062e-17,,1.690e+2,1.494e+0,4.287e-28,4.944e-7,,2.130e-27
509.2,1.468e+2,6.057e-17,,1.450e+2,1.737e+0,3.942e-28,2.804e-7,,2.131e-27
509.22,1.231e+2,6.051e-17,,1.211e+2,2.036e+0,3.596e-28,4.261e-7,,2.131e-27
509.23,1.117e+2,6.049e-17,,1.095e+2,2.200e+0,3.423e-28,6.669e-7,,2.131e-27
509.25,9.020e+1,6.043e-17,,8.765e+1,2.546e+0,3.078e-28,1.812e-6,,2.131e-27
509.27,7.116e+1,6.038e-17,,6.826e+1,2.893e+0,2.732e-28,4.955e-6,,2.132e-27
509.28,6.267e+1,6.035e-17,,5.962e+1,3.058e+0,2.559e-28,8.125e-6,,2.132e-27
509.3,4.789e+1,6.029e-17,,4.453e+1,3.358e+0,2.214e-28,2.141e-5,,2.132e-27
509.32,3.595e+1,6.024e-17,,3.235e+1,3.597e+0,1.868e-28,5.486e-5,,2.132e-27
509.33,3.098e+1,6.021e-17,,2.729e+1,3.687e+0,1.695e-28,8.693e-5,,2.133e-27
509.35,2.282e+1,6.016e-17,,1.902e+1,3.801e+0,1.350e-28,2.137e-4,,2.133e-27
509.37,1.671e+1,6.010e-17,,1.289e+1,3.823e+0,1.004e-28,5.112e-4,,2.133e-27
509.38,1.430e+1,6.008e-17,,1.050e+1,3.800e+0,8.312e-29,7.824e-4,,2.133e-27
509.4,1.052e+1,6.002e-17,,6.827e+0,3.694e+0,4.856e-29,1.795e-3,,2.134e-27
509.42,7.843e+0,5.997e-17,,4.317e+0,3.522e+0,2.281e-28,4.006e-3,,2.134e-27
509.43,6.823e+0,5.994e-17,,3.397e+0,3.420e+0,4.893e-28,5.923e-3,,2.134e-27
509.45,5.275e+0,5.988e-17,,2.060e+0,3.202e+0,2.205e-27,1.268e-2,,2.134e-27
509.47,4.234e+0,5.983e-17,,1.215e+0,2.993e+0,9.666e-27,2.641e-2,,2.135e-27
509.48,3.863e+0,5.980e-17,,9.237e-1,2.902e+0,2.003e-26,3.772e-2,,2.135e-27
509.5,3.363e+0,5.975e-17,,5.226e-1,2.765e+0,8.423e-26,7.535e-2,,2.135e-27
509.51,3.220e+0,5.972e-17,,3.890e-1,2.726e+0,1.710e-25,1.054e-1,,2.135e-27
509.53,3.132e+0,5.967e-17,,2.111e-1,2.718e+0,6.898e-25,2.020e-1,,2.135e-27
509.55,3.303e+0,5.961e-17,,1.114e-1,2.815e+0,2.708e-24,3.766e-1,,2.136e-27
509.56,3.491e+0,5.958e-17,,8.012e-2,2.902e+0,5.309e-24,5.089e-1,,2.136e-27
509.58,4.103e+0,5.953e-17,,4.056e-2,3.152e+0,1.999e-23,9.101e-1,,2.136e-27
509.6,5.091e+0,5.947e-17,,1.997e-2,3.488e+0,7.324e-23,1.583e+0,,2.136e-27
509.61,5.760e+0,5.945e-17,,1.387e-2,3.679e+0,1.387e-22,2.067e+0,,2.137e-27
509.63,7.548e+0,5.939e-17,,6.551e-3,4.092e+0,4.875e-22,3.449e+0,,2.137e-27
509.65,1.012e+1,5.934e-17,,3.010e-3,4.515e+0,1.667e-21,5.598e+0,,2.137e-27
509.66,1.178e+1,5.931e-17,,2.019e-3,4.719e+0,3.050e-21,7.059e+0,,2.137e-27
509.68,1.609e+1,5.926e-17,,8.894e-4,5.092e+0,1.000e-20,1.099e+1,,2.137e-27
509.7,2.205e+1,5.920e-17,,3.812e-4,5.399e+0,3.192e-20,1.665e+1,,2.138e-27
509.71,2.580e+1,5.917e-17,,2.469e-4,5.522e+0,5.643e-20,2.028e+1,,2.138e-27
509.73,3.518e+1,5.912e-17,,1.015e-4,5.707e+0,1.727e-19,2.947e+1,,2.138e-27
509.75,4.748e+1,5.906e-17,,4.058e-5,5.819e+0,5.143e-19,4.166e+1,,2.138e-27
509.76,5.487e+1,5.904e-17,,2.539e-5,5.856e+0,8.784e-19,4.901e+1,,2.139e-27
509.78,7.238e+1,5.898e-17,,9.738e-6,5.916e+0,2.509e-18,6.646e+1,,2.139e-27
509.8,9.366e+1,5.893e-17,,3.632e-6,6.001e+0,6.974e-18,8.766e+1,,2.139e-27
509.81,1.057e+2,5.890e-17,,2.195e-6,6.070e+0,1.151e-17,9.963e+1,,2.139e-27
509.83,1.324e+2,5.885e-17,,7.853e-7,6.302e+0,3.068e-17,1.261e+2,,2.140e-27
509.85,1.619e+2,5.879e-17,,2.732e-7,6.705e+0,7.956e-17,1.551e+2,,2.140e-27
509.86,1.773e+2,5.876e-17,,1.595e-7,6.985e+0,1.268e-16,1.703e+2,,2.140e-27
509.88,2.088e+2,5.871e-17,,5.323e-8,7.722e+0,3.155e-16,2.011e+2,,2.140e-27
509.89,2.245e+2,5.868e-17,,3.043e-8,8.183e+0,4.926e-16,2.163e+2,,2.140e-27
509.91,2.543e+2,5.863e-17,,9.742e-9,9.282e+0,1.176e-15,2.450e+2,,2.141e-27
509.93,2.805e+2,5.857e-17,,3.033e-9,1.059e+1,2.731e-15,2.699e+2,,2.141e-27
509.94,2.917e+2,5.854e-17,,1.675e-9,1.130e+1,4.119e-15,2.804e+2,,2.141e-27
509.96,3.091e+2,5.849e-17,,5.002e-10,1.278e+1,9.176e-15,2.963e+2,,2.141e-27
509.98,3.189e+2,5.844e-17,,1.453e-10,1.426e+1,1.989e-14,3.046e+2,,2.142e-27
509.99,3.207e+2,5.841e-17,,7.749e-11,1.496e+1,2.898e-14,3.057e+2,,2.142e-27
510.01,3.177e+2,5.835e-17,,2.159e-11,1.622e+1,6.025e-14,3.015e+2,,2.142e-27
510.03,3.064e+2,5.830e-17,,5.850e-12,1.718e+1,1.219e-13,2.892e+2,,2.142e-27
510.04,2.979e+2,5.827e-17,,3.013e-12,1.752e+1,1.715e-13,2.804e+2,,2.143e-27
510.06,2.759e+2,5.822e-17,,7.832e-13,1.788e+1,3.329e-13,2.580e+2,,2.143e-27
510.08,2.487e+2,5.816e-17,,1.980e-13,1.777e+1,6.283e-13,2.310e+2,,2.143e-27
510.09,2.338e+2,5.813e-17,,9.851e-14,1.754e+1,8.544e-13,2.163e+2,,2.143e-27
510.11,2.025e+2,5.808e-17,,2.389e-14,1.675e+1,1.547e-12,1.857e+2,,2.144e-27
510.13,1.707e+2,5.803e-17,,5.633e-15,1.556e+1,2.726e-12,1.551e+2,,2.144e-27
510.14,1.552e+2,5.800e-17,,2.707e-15,1.485e+1,3.581e-12,1.403e+2,,2.144e-27
510.16,1.257e+2,5.794e-17,,6.123e-16,1.325e+1,6.052e-12,1.125e+2,,2.144e-27
510.18,9.915e+1,5.789e-17,,1.347e-16,1.150e+1,9.951e-12,8.766e+1,,2.145e-27
510.19,8.719e+1,5.786e-17,,6.253e-17,1.060e+1,1.263e-11,7.659e+1,,2.145e-27
510.21,6.610e+1,5.781e-17,,6.213e-17,8.829e+0,1.992e-11,5.727e+1,,2.145e-27
510.23,4.881e+1,5.775e-17,,6.173e-17,7.156e+0,3.057e-11,4.166e+1,,2.145e-27
510.24,4.154e+1,5.772e-17,,6.153e-17,6.379e+0,3.747e-11,3.516e+1,,2.145e-27
510.26,2.950e+1,5.767e-17,,6.113e-17,4.968e+0,5.517e-11,2.453e+1,,2.146e-27
510.27,2.463e+1,5.764e-17,,6.093e-17,4.344e+0,6.625e-11,2.028e+1,,2.146e-27
510.29,1.684e+1,5.759e-17,,6.053e-17,3.262e+0,9.357e-11,1.358e+1,,2.146e-27
510.31,1.124e+1,5.753e-17,,6.013e-17,2.402e+0,1.286e-10,8.840e+0,,2.146e-27
510.32,9.110e+0,5.751e-17,,5.993e-17,2.051e+0,1.491e-10,7.059e+0,,2.147e-27
510.34,5.902e+0,5.745e-17,,5.953e-17,1.493e+0,1.966e-10,4.409e+0,,2.147e-27
510.36,3.784e+0,5.740e-17,,5.913e-17,1.105e+0,2.521e-10,2.679e+0,,2.147e-27
510.37,3.032e+0,5.737e-17,,5.893e-17,9.658e-1,2.825e-10,2.067e+0,,2.147e-27
510.39,1.985e+0,5.732e-17,,5.853e-17,7.806e-1,3.475e-10,1.205e+0,,2.148e-27
510.41,1.381e+0,5.726e-17,,5.813e-17,6.982e-1,4.159e-10,6.829e-1,,2.148e-27
510.42,1.197e+0,5.723e-17,,5.793e-17,6.883e-1,4.502e-10,5.089e-1,,2.148e-27
510.44,9.949e-1,5.718e-17,,5.753e-17,7.181e-1,5.169e-10,2.768e-1,,2.148e-27
510.46,9.452e-1,5.712e-17,,5.713e-17,7.987e-1,5.773e-10,1.464e-1,,2.149e-27
510.47,9.582e-1,5.710e-17,,5.693e-17,8.528e-1,6.038e-10,1.054e-1,,2.149e-27
510.49,1.032e+0,5.704e-17,,5.653e-17,9.789e-1,6.470e-10,5.350e-2,,2.149e-27
510.51,1.143e+0,5.699e-17,,5.613e-17,1.116e+0,6.744e-10,2.641e-2,,2.149e-27
510.52,1.204e+0,5.696e-17,,5.593e-17,1.185e+0,6.814e-10,1.836e-2,,2.149e-27
510.54,1.324e+0,5.691e-17,,5.553e-17,1.315e+0,6.814e-10,8.697e-3,,2.150e-27
510.56,1.428e+0,5.685e-17,,5.513e-17,1.424e+0,6.629e-10,4.006e-3,,2.150e-27
510.57,1.470e+0,5.682e-17,,5.493e-17,1.468e+0,6.471e-10,2.691e-3,,2.150e-27
510.59,1.529e+0,5.677e-17,,5.453e-17,1.528e+0,6.039e-10,1.189e-3,,2.150e-27
510.61,1.549e+0,5.671e-17,,5.413e-17,1.548e+0,5.484e-10,5.112e-4,,2.151e-27
510.62,1.543e+0,5.669e-17,,5.393e-17,1.543e+0,5.172e-10,3.317e-4,,2.151e-27
510.64,1.501e+0,5.663e-17,,5.353e-17,1.501e+0,4.508e-10,1.368e-4,,2.151e-27
510.66,1.420e+0,5.658e-17,,5.313e-17,1.420e+0,3.825e-10,5.486e-5,,2.151e-27
510.67,1.367e+0,5.655e-17,,5.293e-17,1.367e+0,3.489e-10,3.439e-5,,2.152e-27
510.69,1.241e+0,5.650e-17,,5.253e-17,1.241e+0,2.849e-10,1.324e-5,,2.152e-27
510.7,1.170e+0,5.647e-17,,5.232e-17,1.170e+0,2.553e-10,8.131e-6,,2.152e-27
510.72,1.019e+0,5.641e-17,,5.192e-17,1.019e+0,2.022e-10,3.021e-6,,2.152e-27
510.74,8.637e-1,5.636e-17,,5.152e-17,8.637e-1,1.585e-10,1.146e-6,,2.153e-27
510.75,7.868e-1,5.633e-17,,5.132e-17,7.868e-1,1.406e-10,7.577e-7,,2.153e-27
