Wavelength (nm),Sum(calc),Si I (3.4e-1),Si II (6.6e-1),Si III (3.0e-5)
244.145,1.874e-16,3.405e-18,1.874e-16,1.471e-32
244.15,1.422e-17,3.405e-18,1.422e-17,1.466e-32
244.155,9.924e-19,3.404e-18,9.924e-19,1.461e-32
244.16,6.367e-20,3.403e-18,6.367e-20,1.457e-32
244.165,3.756e-21,3.402e-18,3.756e-21,1.452e-32
244.17,2.037e-22,3.401e-18,2.037e-22,1.447e-32
244.175,6.066e-23,3.401e-18,6.066e-23,1.442e-32
244.18,1.128e-21,3.400e-18,1.128e-21,1.437e-32
244.185,1.928e-20,3.399e-18,1.928e-20,1.432e-32
244.19,3.031e-19,3.398e-18,3.031e-19,1.428e-32
244.195,4.382e-18,3.397e-18,4.382e-18,1.423e-32
244.2,5.827e-17,3.396e-18,5.827e-17,1.418e-32
244.205,7.127e-16,3.396e-18,7.127e-16,1.413e-32
244.21,8.015e-15,3.395e-18,8.015e-15,1.408e-32
244.215,8.291e-14,3.394e-18,8.291e-14,1.403e-32
244.22,7.887e-13,3.393e-18,7.887e-13,1.399e-32
244.225,6.900e-12,3.392e-18,6.900e-12,1.394e-32
244.23,5.552e-11,3.392e-18,5.552e-11,1.389e-32
244.235,4.108e-10,3.391e-18,4.108e-10,1.384e-32
244.24,2.796e-9,3.390e-18,2.796e-9,1.379e-32
244.245,1.750e-8,3.389e-18,1.750e-8,1.374e-32
244.25,1.007e-7,3.388e-18,1.007e-7,1.370e-32
244.255,5.330e-7,3.387e-18,5.330e-7,1.365e-32
244.259,1.904e-6,3.387e-18,1.904e-6,1.361e-32
244.264,8.666e-6,3.386e-18,8.666e-6,1.356e-32
244.269,3.628e-5,3.385e-18,3.628e-5,1.351e-32
244.274,1.397e-4,3.384e-18,1.397e-4,1.346e-32
244.279,4.948e-4,3.383e-18,4.948e-4,1.341e-32
244.284,1.611e-3,3.383e-18,1.611e-3,1.337e-32
244.289,4.827e-3,3.382e-18,4.827e-3,1.332e-32
244.294,1.330e-2,3.381e-18,1.330e-2,1.327e-32
244.299,3.368e-2,3.380e-18,3.368e-2,1.322e-32
244.304,7.847e-2,3.379e-18,7.847e-2,1.317e-32
244.309,1.681e-1,3.379e-18,1.681e-1,1.312e-32
244.314,3.313e-1,3.378e-18,3.313e-1,1.308e-32
244.319,6.004e-1,3.377e-18,6.004e-1,1.303e-32
244.324,1.001e+0,3.376e-18,1.001e+0,1.298e-32
244.329,1.534e+0,3.375e-18,1.534e+0,1.293e-32
244.334,2.162e+0,3.374e-18,2.162e+0,1.288e-32
244.339,2.803e+0,3.374e-18,2.803e+0,1.283e-32
244.344,3.342e+0,3.373e-18,3.342e+0,1.279e-32
244.349,3.664e+0,3.372e-18,3.664e+0,1.274e-32
244.354,3.695e+0,3.371e-18,3.695e+0,1.269e-32
244.359,3.427e+0,3.370e-18,3.427e+0,1.264e-32
244.364,2.923e+0,3.370e-18,2.923e+0,1.259e-32
244.369,2.293e+0,3.369e-18,2.293e+0,1.254e-32
244.374,1.654e+0,3.368e-18,1.654e+0,1.250e-32
244.379,1.097e+0,3.367e-18,1.097e+0,1.245e-32
244.384,6.695e-1,3.366e-18,6.695e-1,1.240e-32
244.389,3.757e-1,3.365e-18,3.757e-1,1.235e-32
244.394,1.939e-1,3.365e-18,1.939e-1,1.230e-32
244.399,9.200e-2,3.364e-18,9.200e-2,1.225e-32
244.404,4.016e-2,3.363e-18,4.016e-2,1.221e-32
244.409,1.612e-2,3.362e-18,1.612e-2,1.216e-32
244.414,5.951e-3,3.361e-18,5.951e-3,1.211e-32
244.419,2.020e-3,3.361e-18,2.020e-3,1.206e-32
244.424,6.308e-4,3.360e-18,6.308e-4,1.201e-32
244.429,1.811e-4,3.359e-18,1.811e-4,1.196e-32
244.434,4.783e-5,3.358e-18,4.783e-5,1.192e-32
244.439,1.162e-5,3.357e-18,1.162e-5,1.187e-32
244.444,2.595e-6,3.356e-18,2.595e-6,1.182e-32
244.449,5.330e-7,3.356e-18,5.330e-7,1.177e-32
244.454,1.007e-7,3.355e-18,1.007e-7,1.172e-32
244.459,1.750e-8,3.354e-18,1.750e-8,1.167e-32
244.464,2.796e-9,3.353e-18,2.796e-9,1.163e-32
244.469,4.108e-10,3.352e-18,4.108e-10,1.158e-32
244.474,5.552e-11,3.351e-18,5.552e-11,1.153e-32
244.479,6.900e-12,3.351e-18,6.900e-12,1.148e-32
244.484,7.887e-13,3.350e-18,7.887e-13,1.143e-32
244.489,8.291e-14,3.349e-18,8.291e-14,1.138e-32
244.494,8.015e-15,3.348e-18,8.015e-15,1.134e-32
244.499,7.127e-16,3.347e-18,7.127e-16,1.129e-32
244.504,5.827e-17,3.347e-18,5.827e-17,1.124e-32
244.509,4.382e-18,3.346e-18,4.382e-18,1.119e-32
244.514,3.031e-19,3.345e-18,3.031e-19,1.114e-32
244.519,1.928e-20,3.344e-18,1.928e-20,1.109e-32
244.524,1.128e-21,3.343e-18,1.128e-21,1.105e-32
244.529,6.066e-23,3.342e-18,6.066e-23,1.100e-32
244.768,8.685e-33,3.303e-18,5.940e-23,8.685e-33
244.773,1.662e-31,3.302e-18,5.937e-23,1.662e-31
244.778,2.836e-30,3.302e-18,5.935e-23,2.836e-30
244.783,4.454e-29,3.301e-18,5.932e-23,4.454e-29
244.788,6.437e-28,3.300e-18,5.929e-23,6.437e-28
244.793,8.564e-27,3.299e-18,5.927e-23,8.564e-27
244.798,1.049e-25,3.298e-18,5.924e-23,1.049e-25
244.803,1.182e-24,3.298e-18,5.922e-23,1.182e-24
244.808,1.227e-23,3.297e-18,5.919e-23,1.227e-23
244.813,1.172e-22,3.296e-18,5.916e-23,1.172e-22
244.818,1.031e-21,3.295e-18,5.914e-23,1.031e-21
244.823,8.350e-21,3.294e-18,5.911e-23,8.350e-21
244.828,6.226e-20,3.293e-18,5.908e-23,6.226e-20
244.833,4.274e-19,3.293e-18,5.906e-23,4.274e-19
244.838,2.702e-18,3.292e-18,5.903e-23,2.702e-18
244.843,1.573e-17,3.291e-18,5.900e-23,1.573e-17
244.848,8.433e-17,3.290e-18,5.898e-23,8.433e-17
244.853,4.164e-16,3.289e-18,5.895e-23,4.164e-16
244.858,1.894e-15,3.289e-18,5.893e-23,1.894e-15
244.863,7.932e-15,3.288e-18,5.890e-23,7.932e-15
244.868,3.061e-14,3.287e-18,5.887e-23,3.061e-14
244.873,1.088e-13,3.286e-18,5.885e-23,1.088e-13
244.878,3.563e-13,3.285e-18,5.882e-23,3.563e-13
244.883,1.075e-12,3.284e-18,5.879e-23,1.075e-12
244.888,2.989e-12,3.284e-18,5.877e-23,2.989e-12
244.893,7.656e-12,3.283e-18,5.874e-23,7.656e-12
244.898,1.808e-11,3.282e-18,5.872e-23,1.808e-11
244.903,3.933e-11,3.281e-18,5.869e-23,3.933e-11
244.908,7.887e-11,3.280e-18,5.866e-23,7.887e-11
244.913,1.458e-10,3.279e-18,5.864e-23,1.458e-10
244.918,2.484e-10,3.279e-18,5.861e-23,2.484e-10
244.923,3.901e-10,3.278e-18,5.858e-23,3.901e-10
244.928,5.648e-10,3.277e-18,5.856e-23,5.648e-10
244.933,7.540e-10,3.276e-18,5.853e-23,7.540e-10
244.938,9.279e-10,3.275e-18,5.851e-23,9.279e-10
244.943,1.053e-9,3.275e-18,5.848e-23,1.053e-9
244.948,1.101e-9,3.274e-18,5.845e-23,1.101e-9
244.953,1.062e-9,3.273e-18,5.843e-23,1.062e-9
244.958,9.448e-10,3.272e-18,5.840e-23,9.448e-10
244.963,7.747e-10,3.271e-18,5.837e-23,7.747e-10
244.968,5.857e-10,3.270e-18,5.835e-23,5.857e-10
244.973,4.082e-10,3.270e-18,5.832e-23,4.082e-10
244.978,2.623e-10,3.269e-18,5.829e-23,2.623e-10
244.983,1.554e-10,3.268e-18,5.827e-23,1.554e-10
244.988,8.489e-11,3.267e-18,5.824e-23,8.489e-11
244.993,4.274e-11,3.266e-18,5.822e-23,4.274e-11
244.998,1.984e-11,3.266e-18,5.819e-23,1.984e-11
245.003,8.487e-12,3.265e-18,5.816e-23,8.487e-12
245.008,3.346e-12,3.264e-18,5.814e-23,3.346e-12
245.013,1.216e-12,3.263e-18,5.811e-23,1.216e-12
245.018,4.073e-13,3.262e-18,5.808e-23,4.073e-13
245.023,1.257e-13,3.261e-18,5.806e-23,1.257e-13
245.028,3.575e-14,3.261e-18,5.803e-23,3.575e-14
245.033,9.368e-15,3.260e-18,5.801e-23,9.368e-15
245.038,2.262e-15,3.259e-18,5.798e-23,2.262e-15
245.043,5.031e-16,3.258e-18,5.795e-23,5.031e-16
245.048,1.031e-16,3.257e-18,5.793e-23,1.031e-16
245.053,1.946e-17,3.257e-18,5.790e-23,1.946e-17
245.058,3.382e-18,3.256e-18,5.787e-23,3.382e-18
245.063,5.416e-19,3.255e-18,5.785e-23,5.416e-19
245.068,7.987e-20,3.254e-18,5.782e-23,7.987e-20
245.073,1.085e-20,3.253e-18,5.780e-23,1.085e-20
245.078,1.357e-21,3.252e-18,5.777e-23,1.357e-21
245.083,1.563e-22,3.252e-18,5.774e-23,1.563e-22
245.088,1.657e-23,3.251e-18,5.772e-23,1.657e-23
245.093,1.618e-24,3.250e-18,5.769e-23,1.618e-24
245.098,1.455e-25,3.249e-18,5.766e-23,1.455e-25
245.103,1.204e-26,3.248e-18,5.764e-23,1.204e-26
245.108,9.178e-28,3.247e-18,5.761e-23,9.178e-28
245.113,6.439e-29,3.247e-18,5.758e-23,6.439e-29
245.118,4.159e-30,3.246e-18,5.756e-23,4.159e-30
245.123,2.473e-31,3.245e-18,5.753e-23,2.473e-31
245.128,1.291e-32,3.244e-18,5.751e-23,1.291e-32
246.41,7.624e-35,3.034e-18,5.076e-23,7.624e-35
246.415,1.436e-33,3.033e-18,5.074e-23,1.436e-33
246.42,2.490e-32,3.032e-18,5.071e-23,2.490e-32
246.425,3.978e-31,3.031e-18,5.068e-23,3.978e-31
246.43,5.854e-30,3.031e-18,5.066e-23,5.854e-30
246.435,7.933e-29,3.030e-18,5.063e-23,7.933e-29
246.44,9.903e-28,3.029e-18,5.060e-23,9.903e-28
246.445,1.139e-26,3.028e-18,5.058e-23,1.139e-26
246.45,1.206e-25,3.027e-18,5.055e-23,1.206e-25
246.455,1.176e-24,3.027e-18,5.053e-23,1.176e-24
246.46,1.057e-23,3.026e-18,5.050e-23,1.057e-23
246.465,8.744e-23,3.025e-18,5.047e-23,8.744e-23
246.47,6.664e-22,3.024e-18,5.045e-23,6.664e-22
246.475,4.679e-21,3.023e-18,5.042e-23,4.679e-21
246.48,3.025e-20,3.022e-18,5.039e-23,3.025e-20
246.485,1.802e-19,3.022e-18,5.037e-23,1.802e-19
246.49,9.883e-19,3.021e-18,5.034e-23,9.883e-19
246.495,4.993e-18,3.020e-18,5.032e-23,4.993e-18
246.5,2.324e-17,3.019e-18,5.029e-23,2.324e-17
246.505,9.960e-17,3.018e-18,5.026e-23,9.960e-17
246.51,3.932e-16,3.018e-18,5.024e-23,3.932e-16
246.515,1.430e-15,3.017e-18,5.021e-23,1.430e-15
246.52,4.789e-15,3.016e-18,5.018e-23,4.789e-15
246.525,1.477e-14,3.015e-18,5.016e-23,1.477e-14
246.53,4.198e-14,3.014e-18,5.013e-23,4.198e-14
246.535,1.099e-13,3.013e-18,5.011e-23,1.099e-13
246.54,2.648e-13,3.013e-18,5.008e-23,2.648e-13
246.545,5.879e-13,3.012e-18,5.005e-23,5.879e-13
246.55,1.202e-12,3.011e-18,5.003e-23,1.202e-12
246.555,2.264e-12,3.010e-18,5.000e-23,2.264e-12
246.56,3.929e-12,3.009e-18,4.997e-23,3.929e-12
246.565,6.277e-12,3.009e-18,4.995e-23,6.277e-12
246.57,9.239e-12,3.008e-18,4.992e-23,9.239e-12
246.575,1.252e-11,3.007e-18,4.989e-23,1.252e-11
246.579,1.506e-11,3.006e-18,4.987e-23,1.506e-11
246.584,1.760e-11,3.005e-18,4.985e-23,1.760e-11
246.589,1.896e-11,3.005e-18,4.982e-23,1.896e-11
246.594,1.880e-11,3.004e-18,4.979e-23,1.880e-11
246.599,1.717e-11,3.003e-18,4.977e-23,1.717e-11
246.604,1.445e-11,3.002e-18,4.974e-23,1.445e-11
246.609,1.120e-11,3.001e-18,4.972e-23,1.120e-11
246.614,7.994e-12,3.000e-18,4.969e-23,7.994e-12
246.619,5.256e-12,3.000e-18,4.966e-23,5.256e-12
246.624,3.183e-12,2.999e-18,4.964e-23,3.183e-12
246.629,1.775e-12,2.998e-18,4.961e-23,1.775e-12
246.634,9.120e-13,2.997e-18,4.958e-23,9.120e-13
246.639,4.316e-13,2.996e-18,4.956e-23,4.316e-13
246.644,1.881e-13,2.996e-18,4.953e-23,1.881e-13
246.649,7.550e-14,2.995e-18,4.951e-23,7.550e-14
246.654,2.792e-14,2.994e-18,4.948e-23,2.792e-14
246.659,9.507e-15,2.993e-18,4.945e-23,9.507e-15
246.664,2.982e-15,2.992e-18,4.943e-23,2.982e-15
246.669,8.616e-16,2.991e-18,4.940e-23,8.616e-16
246.674,2.293e-16,2.991e-18,4.937e-23,2.293e-16
246.679,5.620e-17,2.990e-18,4.935e-23,5.620e-17
246.684,1.269e-17,2.989e-18,4.932e-23,1.269e-17
246.689,2.638e-18,2.988e-18,4.930e-23,2.638e-18
246.694,5.052e-19,2.987e-18,4.927e-23,5.052e-19
246.699,8.912e-20,2.987e-18,4.924e-23,8.912e-20
246.704,1.448e-20,2.986e-18,4.922e-23,1.448e-20
246.709,2.167e-21,2.985e-18,4.919e-23,2.167e-21
246.714,2.987e-22,2.984e-18,4.916e-23,2.987e-22
246.719,3.792e-23,2.983e-18,4.914e-23,3.792e-23
246.724,4.434e-24,2.982e-18,4.911e-23,4.434e-24
246.729,4.776e-25,2.982e-18,4.908e-23,4.776e-25
246.734,4.738e-26,2.981e-18,4.906e-23,4.738e-26
246.739,4.329e-27,2.980e-18,4.903e-23,4.329e-27
246.744,3.644e-28,2.979e-18,4.901e-23,3.644e-28
246.749,2.824e-29,2.978e-18,4.898e-23,2.824e-29
246.754,2.017e-30,2.977e-18,4.895e-23,2.017e-30
246.759,1.326e-31,2.977e-18,4.893e-23,1.326e-31
246.764,8.032e-33,2.976e-18,4.890e-23,8.032e-33
247.972,3.607e-34,2.778e-18,4.255e-23,3.607e-34
247.976,3.596e-33,2.777e-18,4.253e-23,3.596e-33
247.981,5.921e-32,2.776e-18,4.250e-23,5.921e-32
247.986,8.989e-31,2.775e-18,4.247e-23,8.989e-31
247.991,1.258e-29,2.775e-18,4.245e-23,1.258e-29
247.996,1.624e-28,2.774e-18,4.242e-23,1.624e-28
248.001,1.932e-27,2.773e-18,4.239e-23,1.932e-27
248.006,2.120e-26,2.772e-18,4.237e-23,2.120e-26
248.011,2.145e-25,2.771e-18,4.234e-23,2.145e-25
248.016,2.000e-24,2.770e-18,4.232e-23,2.000e-24
248.021,1.720e-23,2.770e-18,4.229e-23,1.720e-23
248.026,1.364e-22,2.769e-18,4.226e-23,1.364e-22
248.031,9.971e-22,2.768e-18,4.224e-23,9.971e-22
248.036,6.721e-21,2.767e-18,4.221e-23,6.721e-21
248.041,4.177e-20,2.766e-18,4.218e-23,4.177e-20
248.046,2.393e-19,2.766e-18,4.216e-23,2.393e-19
248.051,1.265e-18,2.765e-18,4.213e-23,1.265e-18
248.056,6.160e-18,2.764e-18,4.211e-23,6.160e-18
248.061,2.766e-17,2.763e-18,4.208e-23,2.766e-17
248.066,1.146e-16,2.762e-18,4.205e-23,1.146e-16
248.071,4.374e-16,2.761e-18,4.203e-23,4.374e-16
248.076,1.540e-15,2.761e-18,4.200e-23,1.540e-15
248.081,4.998e-15,2.760e-18,4.197e-23,4.998e-15
248.086,1.496e-14,2.759e-18,4.195e-23,1.496e-14
248.091,4.127e-14,2.758e-18,4.192e-23,4.127e-14
248.096,1.050e-13,2.757e-18,4.189e-23,1.050e-13
248.101,2.463e-13,2.757e-18,4.187e-23,2.463e-13
248.106,5.326e-13,2.756e-18,4.184e-23,5.326e-13
248.111,1.062e-12,2.755e-18,4.182e-23,1.062e-12
248.116,1.953e-12,2.754e-18,4.179e-23,1.953e-12
248.121,3.310e-12,2.753e-18,4.176e-23,3.310e-12
248.126,5.174e-12,2.752e-18,4.174e-23,5.174e-12
248.131,7.456e-12,2.752e-18,4.171e-23,7.456e-12
248.136,9.906e-12,2.751e-18,4.168e-23,9.906e-12
248.141,1.214e-11,2.750e-18,4.166e-23,1.214e-11
248.146,1.371e-11,2.749e-18,4.163e-23,1.371e-11
248.151,1.428e-11,2.748e-18,4.161e-23,1.428e-11
248.156,1.371e-11,2.748e-18,4.158e-23,1.371e-11
248.161,1.214e-11,2.747e-18,4.155e-23,1.214e-11
248.166,9.906e-12,2.746e-18,4.153e-23,9.906e-12
248.171,7.456e-12,2.745e-18,4.150e-23,7.456e-12
248.176,5.174e-12,2.744e-18,4.147e-23,5.174e-12
248.181,3.310e-12,2.743e-18,4.145e-23,3.310e-12
248.186,1.953e-12,2.743e-18,4.142e-23,1.953e-12
248.191,1.062e-12,2.742e-18,4.140e-23,1.062e-12
248.196,5.326e-13,2.741e-18,4.137e-23,5.326e-13
248.201,2.463e-13,2.740e-18,4.134e-23,2.463e-13
248.206,1.050e-13,2.739e-18,4.132e-23,1.050e-13
248.211,4.127e-14,2.739e-18,4.129e-23,4.127e-14
248.216,1.496e-14,2.738e-18,4.126e-23,1.496e-14
248.221,5.000e-15,2.737e-18,4.124e-23,5.000e-15
248.226,1.551e-15,2.736e-18,4.121e-23,1.551e-15
248.231,4.865e-16,2.735e-18,4.118e-23,4.865e-16
248.236,3.143e-16,2.734e-18,4.116e-23,3.143e-16
248.241,7.765e-16,2.734e-18,4.113e-23,7.765e-16
248.246,2.596e-15,2.733e-18,4.111e-23,2.596e-15
248.251,8.257e-15,2.732e-18,4.108e-23,8.257e-15
248.256,2.427e-14,2.731e-18,4.105e-23,2.427e-14
248.261,6.581e-14,2.730e-18,4.103e-23,6.581e-14
248.266,1.645e-13,2.729e-18,4.100e-23,1.645e-13
248.271,3.793e-13,2.729e-18,4.097e-23,3.793e-13
248.276,8.062e-13,2.728e-18,4.095e-23,8.062e-13
248.281,1.580e-12,2.727e-18,4.092e-23,1.580e-12
248.286,2.856e-12,2.726e-18,4.090e-23,2.856e-12
248.291,4.761e-12,2.725e-18,4.087e-23,4.761e-12
248.296,7.316e-12,2.725e-18,4.084e-23,7.316e-12
248.301,1.037e-11,2.724e-18,4.082e-23,1.037e-11
248.306,1.355e-11,2.723e-18,4.079e-23,1.355e-11
248.311,1.633e-11,2.722e-18,4.076e-23,1.633e-11
248.316,1.814e-11,2.721e-18,4.074e-23,1.814e-11
248.321,1.859e-11,2.720e-18,4.071e-23,1.859e-11
248.326,1.756e-11,2.720e-18,4.069e-23,1.756e-11
248.331,1.530e-11,2.719e-18,4.066e-23,1.530e-11
248.336,1.229e-11,2.718e-18,4.063e-23,1.229e-11
248.341,9.107e-12,2.717e-18,4.061e-23,9.107e-12
248.346,6.221e-12,2.716e-18,4.058e-23,6.221e-12
248.351,3.919e-12,2.716e-18,4.055e-23,3.919e-12
248.356,2.276e-12,2.715e-18,4.053e-23,2.276e-12
248.361,1.219e-12,2.714e-18,4.050e-23,1.219e-12
248.366,6.021e-13,2.713e-18,4.047e-23,6.021e-13
248.371,2.742e-13,2.712e-18,4.045e-23,2.742e-13
248.376,1.152e-13,2.711e-18,4.042e-23,1.152e-13
248.381,4.459e-14,2.711e-18,4.040e-23,4.459e-14
248.386,1.592e-14,2.710e-18,4.037e-23,1.592e-14
248.391,5.243e-15,2.709e-18,4.034e-23,5.243e-15
248.396,1.592e-15,2.708e-18,4.032e-23,1.592e-15
248.401,4.457e-16,2.707e-18,4.029e-23,4.457e-16
248.406,1.151e-16,2.707e-18,4.026e-23,1.151e-16
248.411,2.739e-17,2.706e-18,4.024e-23,2.739e-17
248.416,6.013e-18,2.705e-18,4.021e-23,6.013e-18
248.421,1.217e-18,2.704e-18,4.019e-23,1.217e-18
248.426,2.272e-19,2.703e-18,4.016e-23,2.272e-19
248.431,3.912e-20,2.702e-18,4.013e-23,3.912e-20
248.436,6.373e-21,2.702e-18,4.011e-23,6.373e-21
248.44,2.174e-21,2.701e-18,4.009e-23,2.174e-21
248.445,5.933e-21,2.700e-18,4.006e-23,5.933e-21
248.45,3.670e-20,2.699e-18,4.003e-23,3.670e-20
248.455,2.158e-19,2.698e-18,4.001e-23,2.158e-19
248.46,1.171e-18,2.698e-18,3.998e-23,1.171e-18
248.465,5.863e-18,2.697e-18,3.995e-23,5.863e-18
248.47,2.706e-17,2.696e-18,3.993e-23,2.706e-17
248.475,1.152e-16,2.695e-18,3.990e-23,1.152e-16
248.48,4.524e-16,2.694e-18,3.988e-23,4.524e-16
248.485,1.638e-15,2.694e-18,3.985e-23,1.638e-15
248.49,5.470e-15,2.693e-18,3.982e-23,5.470e-15
248.495,1.685e-14,2.692e-18,3.980e-23,1.685e-14
248.5,4.786e-14,2.691e-18,3.977e-23,4.786e-14
248.505,1.254e-13,2.690e-18,3.974e-23,1.254e-13
248.51,3.029e-13,2.689e-18,3.972e-23,3.029e-13
248.515,6.749e-13,2.689e-18,3.969e-23,6.749e-13
248.52,1.387e-12,2.688e-18,3.966e-23,1.387e-12
248.525,2.628e-12,2.687e-18,3.964e-23,2.628e-12
248.53,4.594e-12,2.686e-18,3.961e-23,4.594e-12
248.535,7.406e-12,2.685e-18,3.959e-23,7.406e-12
248.54,1.101e-11,2.685e-18,3.956e-23,1.101e-11
248.545,1.510e-11,2.684e-18,3.953e-23,1.510e-11
248.55,1.909e-11,2.683e-18,3.951e-23,1.909e-11
248.555,2.226e-11,2.682e-18,3.948e-23,2.226e-11
248.56,2.394e-11,2.681e-18,3.945e-23,2.394e-11
248.565,2.375e-11,2.680e-18,3.943e-23,2.375e-11
248.57,2.173e-11,2.680e-18,3.940e-23,2.173e-11
248.575,1.833e-11,2.679e-18,3.938e-23,1.833e-11
248.58,1.426e-11,2.678e-18,3.935e-23,1.426e-11
248.585,1.024e-11,2.677e-18,3.932e-23,1.024e-11
248.59,6.775e-12,2.676e-18,3.930e-23,6.775e-12
248.595,4.135e-12,2.676e-18,3.927e-23,4.135e-12
248.6,2.328e-12,2.675e-18,3.924e-23,2.328e-12
248.605,1.209e-12,2.674e-18,3.922e-23,1.209e-12
248.61,5.787e-13,2.673e-18,3.919e-23,5.787e-13
248.615,2.555e-13,2.672e-18,3.917e-23,2.555e-13
248.62,1.041e-13,2.671e-18,3.914e-23,1.041e-13
248.625,3.909e-14,2.671e-18,3.911e-23,3.909e-14
248.63,1.354e-14,2.670e-18,3.909e-23,1.354e-14
248.635,4.326e-15,2.669e-18,3.906e-23,4.326e-15
248.64,1.275e-15,2.668e-18,3.903e-23,1.275e-15
248.645,3.463e-16,2.667e-18,3.901e-23,3.463e-16
248.65,8.679e-17,2.666e-18,3.898e-23,8.679e-17
248.655,2.006e-17,2.666e-18,3.895e-23,2.006e-17
248.66,4.276e-18,2.665e-18,3.893e-23,4.276e-18
248.665,8.406e-19,2.664e-18,3.890e-23,8.406e-19
248.67,1.524e-19,2.663e-18,3.888e-23,1.524e-19
248.675,2.548e-20,2.662e-18,3.885e-23,2.548e-20
248.68,3.930e-21,2.662e-18,3.882e-23,3.930e-21
248.685,5.589e-22,2.661e-18,3.880e-23,5.589e-22
248.69,7.331e-23,2.660e-18,3.877e-23,7.331e-23
248.695,8.868e-24,2.659e-18,3.874e-23,8.868e-24
248.7,9.894e-25,2.658e-18,3.872e-23,9.894e-25
248.705,1.018e-25,2.657e-18,3.869e-23,1.018e-25
248.71,9.660e-27,2.657e-18,3.867e-23,9.660e-27
248.715,8.454e-28,2.656e-18,3.864e-23,8.454e-28
248.72,6.823e-29,2.655e-18,3.861e-23,6.823e-29
248.725,5.079e-30,2.654e-18,3.859e-23,5.079e-30
248.73,3.487e-31,2.653e-18,3.856e-23,3.487e-31
248.735,2.208e-32,2.653e-18,3.853e-23,2.208e-32
248.74,1.289e-33,2.652e-18,3.851e-23,1.289e-33
249.912,3.234e-23,2.459e-18,3.234e-23,4.738e-33
249.917,5.795e-22,2.459e-18,5.795e-22,4.753e-33
249.922,9.586e-21,2.458e-18,9.586e-21,4.767e-33
249.927,1.464e-19,2.457e-18,1.464e-19,4.782e-33
249.932,2.064e-18,2.456e-18,2.064e-18,4.797e-33
249.937,2.686e-17,2.455e-18,2.686e-17,4.811e-33
249.942,3.227e-16,2.455e-18,3.227e-16,4.826e-33
249.947,3.579e-15,2.454e-18,3.579e-15,4.841e-33
249.952,3.665e-14,2.453e-18,3.665e-14,4.856e-33
249.957,3.464e-13,2.452e-18,3.464e-13,4.870e-33
249.962,3.023e-12,2.451e-18,3.023e-12,4.885e-33
249.967,2.435e-11,2.450e-18,2.435e-11,4.900e-33
249.972,1.811e-10,2.450e-18,1.811e-10,4.914e-33
249.977,1.244e-9,2.449e-18,1.244e-9,4.929e-33
249.982,7.882e-9,2.448e-18,7.882e-9,4.944e-33
249.987,4.612e-8,2.447e-18,4.612e-8,4.959e-33
249.992,2.491e-7,2.446e-18,2.491e-7,4.973e-33
249.997,1.242e-6,2.446e-18,1.242e-6,4.988e-33
250.002,5.719e-6,2.445e-18,5.719e-6,5.003e-33
250.007,2.431e-5,2.444e-18,2.431e-5,5.017e-33
250.012,9.537e-5,2.443e-18,9.537e-5,5.032e-33
250.017,3.454e-4,2.442e-18,3.454e-4,5.047e-33
250.022,1.155e-3,2.441e-18,1.155e-3,5.062e-33
250.027,3.565e-3,2.441e-18,3.565e-3,5.076e-33
250.032,1.016e-2,2.440e-18,1.016e-2,5.091e-33
250.037,2.673e-2,2.439e-18,2.673e-2,5.106e-33
250.042,6.491e-2,2.438e-18,6.491e-2,5.120e-33
250.047,1.455e-1,2.437e-18,1.455e-1,5.135e-33
250.052,3.012e-1,2.437e-18,3.012e-1,5.150e-33
250.057,5.756e-1,2.436e-18,5.756e-1,5.165e-33
250.062,1.015e+0,2.435e-18,1.015e+0,5.179e-33
250.067,1.653e+0,2.434e-18,1.653e+0,5.194e-33
250.072,2.486e+0,2.433e-18,2.486e+0,5.209e-33
250.077,3.450e+0,2.432e-18,3.450e+0,5.223e-33
250.082,4.420e+0,2.432e-18,4.420e+0,5.238e-33
250.087,5.228e+0,2.431e-18,5.228e+0,5.253e-33
250.092,5.708e+0,2.430e-18,5.708e+0,5.268e-33
250.097,5.754e+0,2.429e-18,5.754e+0,5.282e-33
250.102,5.354e+0,2.428e-18,5.354e+0,5.297e-33
250.107,4.600e+0,2.428e-18,4.600e+0,5.312e-33
250.112,3.648e+0,2.427e-18,3.648e+0,5.326e-33
250.117,2.671e+0,2.426e-18,2.671e+0,5.341e-33
250.122,1.806e+0,2.425e-18,1.806e+0,5.356e-33
250.127,1.129e+0,2.424e-18,1.129e+0,5.371e-33
250.132,6.553e-1,2.423e-18,6.553e-1,5.385e-33
250.137,3.629e-1,2.423e-18,3.629e-1,5.400e-33
250.142,2.155e-1,2.422e-18,2.155e-1,5.415e-33
250.147,1.867e-1,2.421e-18,1.867e-1,5.429e-33
250.152,2.746e-1,2.420e-18,2.746e-1,5.444e-33
250.157,5.060e-1,2.419e-18,5.060e-1,5.459e-33
250.162,9.322e-1,2.418e-18,9.322e-1,5.474e-33
250.167,1.611e+0,2.418e-18,1.611e+0,5.488e-33
250.172,2.579e+0,2.417e-18,2.579e+0,5.503e-33
250.177,3.815e+0,2.416e-18,3.815e+0,5.518e-33
250.182,5.209e+0,2.415e-18,5.209e+0,5.532e-33
250.187,6.566e+0,2.414e-18,6.566e+0,5.547e-33
250.192,7.642e+0,2.414e-18,7.642e+0,5.562e-33
