Wavelength (nm),Sum(calc),Si I (3.4e-1),Si II (6.6e-1),Si III (3.0e-5)
384.009,9.945e-28,2.235e-16,4.559e-18,9.945e-28
384.014,4.868e-27,2.235e-16,4.560e-18,4.868e-27
384.019,2.304e-26,2.235e-16,4.560e-18,2.304e-26
384.024,1.054e-25,2.235e-16,4.560e-18,1.054e-25
384.029,4.661e-25,2.235e-16,4.561e-18,4.661e-25
384.034,1.993e-24,2.235e-16,4.561e-18,1.993e-24
384.039,8.235e-24,2.235e-16,4.562e-18,8.235e-24
384.044,3.290e-23,2.235e-16,4.562e-18,3.290e-23
384.049,1.271e-22,2.236e-16,4.563e-18,1.271e-22
384.054,4.744e-22,2.236e-16,4.563e-18,4.744e-22
384.059,1.712e-21,2.236e-16,4.564e-18,1.712e-21
384.064,5.974e-21,2.236e-16,4.564e-18,5.974e-21
384.069,2.015e-20,2.236e-16,4.565e-18,2.015e-20
384.074,6.569e-20,2.236e-16,4.565e-18,6.569e-20
384.079,2.071e-19,2.236e-16,4.565e-18,2.071e-19
384.084,6.309e-19,2.236e-16,4.566e-18,6.309e-19
384.089,1.858e-18,2.237e-16,4.566e-18,1.858e-18
384.094,5.292e-18,2.237e-16,4.567e-18,5.292e-18
384.099,1.457e-17,2.237e-16,4.567e-18,1.457e-17
384.104,3.876e-17,2.237e-16,4.568e-18,3.876e-17
384.109,9.971e-17,2.237e-16,4.568e-18,9.971e-17
384.114,2.479e-16,2.237e-16,4.569e-18,2.479e-16
384.119,5.961e-16,2.237e-16,4.569e-18,5.961e-16
384.124,1.385e-15,2.237e-16,4.570e-18,1.385e-15
384.129,3.112e-15,2.238e-16,4.570e-18,3.112e-15
384.134,6.758e-15,2.238e-16,4.570e-18,6.758e-15
384.139,1.419e-14,2.238e-16,4.571e-18,1.419e-14
384.144,2.879e-14,2.238e-16,4.571e-18,2.879e-14
384.149,5.649e-14,2.238e-16,4.572e-18,5.649e-14
384.154,1.071e-13,2.238e-16,4.572e-18,1.071e-13
384.159,1.964e-13,2.238e-16,4.573e-18,1.964e-13
384.163,3.113e-13,2.238e-16,4.573e-18,3.113e-13
384.168,5.370e-13,2.239e-16,4.574e-18,5.370e-13
384.173,8.955e-13,2.239e-16,4.574e-18,8.955e-13
384.178,1.444e-12,2.239e-16,4.574e-18,1.444e-12
384.183,2.250e-12,2.239e-16,4.575e-18,2.250e-12
384.188,3.389e-12,2.239e-16,4.575e-18,3.389e-12
384.193,4.935e-12,2.239e-16,4.576e-18,4.935e-12
384.198,6.948e-12,2.239e-16,4.576e-18,6.948e-12
384.203,9.456e-12,2.239e-16,4.577e-18,9.456e-12
384.208,1.244e-11,2.240e-16,4.577e-18,1.244e-11
384.213,1.582e-11,2.240e-16,4.578e-18,1.582e-11
384.218,1.945e-11,2.240e-16,4.578e-18,1.945e-11
384.223,2.312e-11,2.240e-16,4.579e-18,2.312e-11
384.228,2.656e-11,2.240e-16,4.579e-18,2.656e-11
384.233,2.950e-11,2.240e-16,4.579e-18,2.950e-11
384.238,3.168e-11,2.240e-16,4.580e-18,3.168e-11
384.243,3.288e-11,2.240e-16,4.580e-18,3.288e-11
384.248,3.299e-11,2.241e-16,4.581e-18,3.299e-11
384.253,3.200e-11,2.241e-16,4.581e-18,3.200e-11
384.258,3.001e-11,2.241e-16,4.582e-18,3.001e-11
384.263,2.720e-11,2.241e-16,4.582e-18,2.720e-11
384.268,2.384e-11,2.241e-16,4.583e-18,2.384e-11
384.273,2.019e-11,2.241e-16,4.583e-18,2.019e-11
384.278,1.653e-11,2.241e-16,4.584e-18,1.653e-11
384.283,1.309e-11,2.241e-16,4.584e-18,1.309e-11
384.288,1.002e-11,2.242e-16,4.585e-18,1.002e-11
384.293,7.410e-12,2.242e-16,4.585e-18,7.410e-12
384.298,5.299e-12,2.242e-16,4.585e-18,5.299e-12
384.303,3.664e-12,2.242e-16,4.586e-18,3.664e-12
384.308,2.448e-12,2.242e-16,4.586e-18,2.448e-12
384.313,1.582e-12,2.242e-16,4.587e-18,1.582e-12
384.318,9.879e-13,2.242e-16,4.587e-18,9.879e-13
384.323,5.965e-13,2.242e-16,4.588e-18,5.965e-13
384.328,3.481e-13,2.243e-16,4.588e-18,3.481e-13
384.333,1.964e-13,2.243e-16,4.589e-18,1.964e-13
384.338,1.071e-13,2.243e-16,4.589e-18,1.071e-13
384.343,5.649e-14,2.243e-16,4.590e-18,5.649e-14
384.348,2.879e-14,2.243e-16,4.590e-18,2.879e-14
384.353,1.419e-14,2.243e-16,4.590e-18,1.419e-14
384.358,6.758e-15,2.243e-16,4.591e-18,6.758e-15
384.363,3.112e-15,2.243e-16,4.591e-18,3.112e-15
384.368,1.385e-15,2.243e-16,4.592e-18,1.385e-15
384.373,5.961e-16,2.244e-16,4.592e-18,5.961e-16
384.378,2.479e-16,2.244e-16,4.593e-18,2.479e-16
384.383,9.971e-17,2.244e-16,4.593e-18,9.971e-17
384.388,3.876e-17,2.244e-16,4.594e-18,3.876e-17
384.393,1.457e-17,2.244e-16,4.594e-18,1.457e-17
384.398,5.292e-18,2.244e-16,4.595e-18,5.292e-18
384.403,1.858e-18,2.244e-16,4.595e-18,1.858e-18
384.408,6.309e-19,2.244e-16,4.595e-18,6.309e-19
384.413,2.071e-19,2.245e-16,4.596e-18,2.071e-19
384.418,6.569e-20,2.245e-16,4.596e-18,6.569e-20
384.423,2.015e-20,2.245e-16,4.597e-18,2.015e-20
384.428,5.974e-21,2.245e-16,4.597e-18,5.974e-21
384.433,1.712e-21,2.245e-16,4.598e-18,1.712e-21
384.438,4.744e-22,2.245e-16,4.598e-18,4.744e-22
384.443,1.271e-22,2.245e-16,4.599e-18,1.271e-22
384.448,3.290e-23,2.245e-16,4.599e-18,3.290e-23
384.453,8.235e-24,2.246e-16,4.600e-18,8.235e-24
384.458,1.993e-24,2.246e-16,4.600e-18,1.993e-24
384.463,4.661e-25,2.246e-16,4.600e-18,4.661e-25
384.468,1.054e-25,2.246e-16,4.601e-18,1.054e-25
384.473,2.304e-26,2.246e-16,4.601e-18,2.304e-26
384.478,4.868e-27,2.246e-16,4.602e-18,4.868e-27
384.483,9.945e-28,2.246e-16,4.602e-18,9.945e-28
384.488,1.964e-28,2.246e-16,4.603e-18,1.964e-28
384.493,3.749e-29,2.247e-16,4.603e-18,3.749e-29
384.498,6.919e-30,2.247e-16,4.604e-18,6.919e-30
384.503,1.234e-30,2.247e-16,4.604e-18,1.234e-30
385.106,4.659e-18,2.262e-16,4.659e-18,5.632e-30
385.111,2.638e-17,2.262e-16,2.638e-17,5.668e-30
385.116,1.445e-16,2.262e-16,1.445e-16,5.705e-30
385.121,7.647e-16,2.262e-16,7.647e-16,5.741e-30
385.126,3.915e-15,2.262e-16,3.915e-15,5.778e-30
385.131,1.937e-14,2.262e-16,1.937e-14,5.814e-30
385.136,9.271e-14,2.262e-16,9.271e-14,5.851e-30
385.141,4.290e-13,2.263e-16,4.290e-13,5.887e-30
385.146,1.919e-12,2.263e-16,1.919e-12,5.924e-30
385.151,8.302e-12,2.263e-16,8.302e-12,5.960e-30
385.156,3.472e-11,2.263e-16,3.472e-11,5.997e-30
385.161,1.404e-10,2.263e-16,1.404e-10,6.033e-30
385.166,5.491e-10,2.263e-16,5.491e-10,6.070e-30
385.171,2.076e-9,2.263e-16,2.076e-9,6.106e-30
385.176,7.588e-9,2.263e-16,7.588e-9,6.142e-30
385.181,2.682e-8,2.264e-16,2.682e-8,6.179e-30
385.186,9.166e-8,2.264e-16,9.166e-8,6.215e-30
385.191,3.029e-7,2.264e-16,3.029e-7,6.252e-30
385.196,9.676e-7,2.264e-16,9.676e-7,6.288e-30
385.201,2.989e-6,2.264e-16,2.989e-6,6.325e-30
385.206,8.928e-6,2.264e-16,8.928e-6,6.361e-30
385.211,2.578e-5,2.264e-16,2.578e-5,6.398e-30
385.216,7.200e-5,2.264e-16,7.200e-5,6.434e-30
385.221,1.944e-4,2.265e-16,1.944e-4,6.471e-30
385.226,5.074e-4,2.265e-16,5.074e-4,6.507e-30
385.231,1.281e-3,2.265e-16,1.281e-3,6.544e-30
385.236,3.126e-3,2.265e-16,3.126e-3,6.580e-30
385.241,7.376e-3,2.265e-16,7.376e-3,6.617e-30
385.246,1.683e-2,2.265e-16,1.683e-2,6.653e-30
385.251,3.713e-2,2.265e-16,3.713e-2,6.689e-30
385.256,7.919e-2,2.265e-16,7.919e-2,6.726e-30
385.261,1.633e-1,2.266e-16,1.633e-1,6.762e-30
385.266,3.257e-1,2.266e-16,3.257e-1,6.799e-30
385.271,6.280e-1,2.266e-16,6.280e-1,6.835e-30
385.276,1.171e+0,2.266e-16,1.171e+0,6.872e-30
385.281,2.110e+0,2.266e-16,2.110e+0,6.908e-30
385.286,3.678e+0,2.266e-16,3.678e+0,6.945e-30
385.291,6.198e+0,2.266e-16,6.198e+0,6.981e-30
385.296,1.010e+1,2.266e-16,1.010e+1,7.018e-30
385.301,1.591e+1,2.267e-16,1.591e+1,7.054e-30
385.306,2.423e+1,2.267e-16,2.423e+1,7.091e-30
385.311,3.569e+1,2.267e-16,3.569e+1,7.127e-30
385.316,5.083e+1,2.267e-16,5.083e+1,7.163e-30
385.321,6.999e+1,2.267e-16,6.999e+1,7.200e-30
385.326,9.318e+1,2.267e-16,9.318e+1,7.236e-30
385.331,1.199e+2,2.267e-16,1.199e+2,7.273e-30
385.336,1.493e+2,2.267e-16,1.493e+2,7.309e-30
385.341,1.797e+2,2.268e-16,1.797e+2,7.346e-30
385.346,2.090e+2,2.268e-16,2.090e+2,7.382e-30
385.351,2.352e+2,2.268e-16,2.352e+2,7.419e-30
385.356,2.558e+2,2.268e-16,2.558e+2,7.455e-30
385.361,2.691e+2,2.268e-16,2.691e+2,7.492e-30
385.366,2.737e+2,2.268e-16,2.737e+2,7.528e-30
385.371,2.691e+2,2.268e-16,2.691e+2,7.565e-30
385.376,2.558e+2,2.268e-16,2.558e+2,7.601e-30
385.381,2.352e+2,2.269e-16,2.352e+2,7.638e-30
385.386,2.090e+2,2.269e-16,2.090e+2,7.674e-30
385.391,1.797e+2,2.269e-16,1.797e+2,7.710e-30
385.396,1.493e+2,2.269e-16,1.493e+2,7.747e-30
385.401,1.199e+2,2.269e-16,1.199e+2,7.783e-30
385.406,9.318e+1,2.269e-16,9.318e+1,7.820e-30
385.411,6.999e+1,2.269e-16,6.999e+1,7.856e-30
385.416,5.083e+1,2.269e-16,5.083e+1,7.893e-30
385.421,3.569e+1,2.270e-16,3.569e+1,7.929e-30
385.426,2.423e+1,2.270e-16,2.423e+1,7.966e-30
385.431,1.591e+1,2.270e-16,1.591e+1,8.002e-30
385.436,1.010e+1,2.270e-16,1.010e+1,8.039e-30
385.441,6.198e+0,2.270e-16,6.198e+0,8.075e-30
385.446,3.678e+0,2.270e-16,3.678e+0,8.112e-30
385.451,2.111e+0,2.270e-16,2.111e+0,8.148e-30
385.456,1.172e+0,2.270e-16,1.172e+0,8.184e-30
385.461,6.316e-1,2.271e-16,6.316e-1,8.221e-30
385.466,3.350e-1,2.271e-16,3.350e-1,8.257e-30
385.471,1.862e-1,2.271e-16,1.862e-1,8.294e-30
385.476,1.335e-1,2.271e-16,1.335e-1,8.330e-30
385.481,1.617e-1,2.271e-16,1.617e-1,8.367e-30
385.486,2.933e-1,2.271e-16,2.933e-1,8.403e-30
385.491,6.006e-1,2.271e-16,6.006e-1,8.440e-30
385.496,1.234e+0,2.271e-16,1.234e+0,8.476e-30
385.501,2.470e+0,2.272e-16,2.470e+0,8.513e-30
385.506,4.788e+0,2.272e-16,4.788e+0,8.549e-30
385.511,8.979e+0,2.272e-16,8.979e+0,8.586e-30
385.516,1.628e+1,2.272e-16,1.628e+1,8.622e-30
385.521,2.855e+1,2.272e-16,2.855e+1,8.659e-30
385.526,4.841e+1,2.272e-16,4.841e+1,8.695e-30
385.531,7.936e+1,2.272e-16,7.936e+1,8.731e-30
385.536,1.258e+2,2.272e-16,1.258e+2,8.768e-30
385.541,1.928e+2,2.272e-16,1.928e+2,8.804e-30
385.546,2.858e+2,2.273e-16,2.858e+2,8.841e-30
385.551,4.095e+2,2.273e-16,4.095e+2,8.877e-30
385.556,5.674e+2,2.273e-16,5.674e+2,8.914e-30
385.56,7.190e+2,2.273e-16,7.190e+2,8.943e-30
385.565,9.378e+2,2.273e-16,9.378e+2,8.979e-30
385.57,1.183e+3,2.273e-16,1.183e+3,9.016e-30
385.575,1.442e+3,2.273e-16,1.442e+3,9.052e-30
385.58,1.701e+3,2.273e-16,1.701e+3,9.089e-30
385.585,1.939e+3,2.274e-16,1.939e+3,9.125e-30
385.59,2.138e+3,2.274e-16,2.138e+3,9.162e-30
385.595,2.279e+3,2.274e-16,2.279e+3,9.198e-30
385.6,2.349e+3,2.274e-16,2.349e+3,9.235e-30
385.605,2.341e+3,2.274e-16,2.341e+3,9.271e-30
385.61,2.256e+3,2.274e-16,2.256e+3,9.308e-30
385.615,2.102e+3,2.274e-16,2.102e+3,9.344e-30
385.62,1.894e+3,2.274e-16,1.894e+3,9.381e-30
385.625,1.650e+3,2.275e-16,1.650e+3,9.417e-30
385.63,1.390e+3,2.275e-16,1.390e+3,9.453e-30
385.635,1.132e+3,2.275e-16,1.132e+3,9.490e-30
385.64,8.917e+2,2.275e-16,8.917e+2,9.526e-30
385.645,6.791e+2,2.275e-16,6.791e+2,9.563e-30
385.65,5.001e+2,2.275e-16,5.001e+2,9.599e-30
385.655,3.561e+2,2.275e-16,3.561e+2,9.636e-30
385.66,2.451e+2,2.275e-16,2.451e+2,9.672e-30
385.665,1.632e+2,2.276e-16,1.632e+2,9.709e-30
385.67,1.050e+2,2.276e-16,1.050e+2,9.745e-30
385.675,6.538e+1,2.276e-16,6.538e+1,9.782e-30
385.68,3.935e+1,2.276e-16,3.935e+1,9.818e-30
385.685,2.290e+1,2.276e-16,2.290e+1,9.855e-30
385.69,1.288e+1,2.276e-16,1.288e+1,9.891e-30
385.695,7.010e+0,2.276e-16,7.010e+0,9.928e-30
385.7,3.688e+0,2.276e-16,3.688e+0,9.964e-30
385.705,1.876e+0,2.277e-16,1.876e+0,1.000e-29
385.71,9.228e-1,2.277e-16,9.228e-1,1.004e-29
385.715,4.389e-1,2.277e-16,4.389e-1,1.007e-29
385.72,2.018e-1,2.277e-16,2.018e-1,1.011e-29
385.725,8.975e-2,2.277e-16,8.975e-2,1.015e-29
385.73,3.859e-2,2.277e-16,3.859e-2,1.018e-29
385.735,1.604e-2,2.277e-16,1.604e-2,1.022e-29
385.74,6.450e-3,2.277e-16,6.450e-3,1.026e-29
385.745,2.507e-3,2.278e-16,2.507e-3,1.029e-29
385.75,9.423e-4,2.278e-16,9.423e-4,1.033e-29
385.755,3.425e-4,2.278e-16,3.425e-4,1.037e-29
385.76,1.203e-4,2.278e-16,1.203e-4,1.040e-29
385.765,4.089e-5,2.278e-16,4.089e-5,1.044e-29
385.77,1.343e-5,2.278e-16,1.343e-5,1.047e-29
385.775,4.268e-6,2.278e-16,4.268e-6,1.051e-29
385.78,1.311e-6,2.278e-16,1.311e-6,1.055e-29
385.785,3.894e-7,2.279e-16,3.894e-7,1.058e-29
385.79,1.118e-7,2.279e-16,1.118e-7,1.062e-29
385.795,3.106e-8,2.279e-16,3.106e-8,1.066e-29
385.8,8.340e-9,2.279e-16,8.340e-9,1.069e-29
385.805,2.165e-9,2.279e-16,2.165e-9,1.073e-29
385.81,5.436e-10,2.279e-16,5.436e-10,1.077e-29
385.815,1.320e-10,2.279e-16,1.320e-10,1.080e-29
385.82,3.098e-11,2.279e-16,3.098e-11,1.084e-29
385.825,7.030e-12,2.280e-16,7.030e-12,1.088e-29
385.83,1.543e-12,2.280e-16,1.543e-12,1.091e-29
385.835,3.274e-13,2.280e-16,3.274e-13,1.095e-29
385.84,6.718e-14,2.280e-16,6.718e-14,1.098e-29
385.845,1.333e-14,2.280e-16,1.333e-14,1.102e-29
385.85,2.557e-15,2.280e-16,2.557e-15,1.106e-29
385.855,4.743e-16,2.280e-16,4.743e-16,1.109e-29
385.86,8.507e-17,2.280e-16,8.507e-17,1.113e-29
385.865,1.475e-17,2.281e-16,1.475e-17,1.117e-29
385.995,3.810e-18,2.284e-16,3.810e-18,1.212e-29
386,2.213e-17,2.284e-16,2.213e-17,1.215e-29
386.005,1.243e-16,2.284e-16,1.243e-16,1.219e-29
386.01,6.755e-16,2.284e-16,6.755e-16,1.222e-29
386.015,3.549e-15,2.284e-16,3.549e-15,1.226e-29
386.02,1.803e-14,2.284e-16,1.803e-14,1.230e-29
386.024,6.459e-14,2.284e-16,6.459e-14,1.233e-29
386.029,3.089e-13,2.285e-16,3.089e-13,1.236e-29
386.034,1.429e-12,2.285e-16,1.429e-12,1.240e-29
386.039,6.391e-12,2.285e-16,6.391e-12,1.244e-29
386.044,2.765e-11,2.285e-16,2.765e-11,1.247e-29
386.049,1.156e-10,2.285e-16,1.156e-10,1.251e-29
386.054,4.678e-10,2.285e-16,4.678e-10,1.255e-29
386.059,1.830e-9,2.285e-16,1.830e-9,1.258e-29
386.064,6.922e-9,2.285e-16,6.922e-9,1.262e-29
386.069,2.532e-8,2.286e-16,2.532e-8,1.266e-29
386.074,8.957e-8,2.286e-16,8.957e-8,1.269e-29
386.079,3.064e-7,2.286e-16,3.064e-7,1.273e-29
386.084,1.014e-6,2.286e-16,1.014e-6,1.276e-29
386.089,3.243e-6,2.286e-16,3.243e-6,1.280e-29
386.094,1.003e-5,2.286e-16,1.003e-5,1.284e-29
386.099,3.002e-5,2.286e-16,3.002e-5,1.287e-29
386.104,8.684e-5,2.286e-16,8.684e-5,1.291e-29
386.109,2.430e-4,2.287e-16,2.430e-4,1.295e-29
386.114,6.574e-4,2.287e-16,6.574e-4,1.298e-29
386.119,1.720e-3,2.287e-16,1.720e-3,1.302e-29
386.124,4.352e-3,2.287e-16,4.352e-3,1.306e-29
386.129,1.065e-2,2.287e-16,1.065e-2,1.309e-29
386.134,2.520e-2,2.287e-16,2.520e-2,1.313e-29
386.139,5.766e-2,2.287e-16,5.766e-2,1.317e-29
386.144,1.276e-1,2.287e-16,1.276e-1,1.320e-29
386.149,2.730e-1,2.288e-16,2.730e-1,1.324e-29
386.154,5.649e-1,2.288e-16,5.649e-1,1.327e-29
386.159,1.131e+0,2.288e-16,1.131e+0,1.331e-29
386.164,2.188e+0,2.288e-16,2.188e+0,1.335e-29
386.169,4.094e+0,2.288e-16,4.094e+0,1.338e-29
386.174,7.409e+0,2.288e-16,7.409e+0,1.342e-29
386.179,1.297e+1,2.288e-16,1.297e+1,1.346e-29
386.184,2.195e+1,2.288e-16,2.195e+1,1.349e-29
386.189,3.592e+1,2.289e-16,3.592e+1,1.353e-29
386.194,5.685e+1,2.289e-16,5.685e+1,1.357e-29
386.199,8.700e+1,2.289e-16,8.700e+1,1.360e-29
386.204,1.288e+2,2.289e-16,1.288e+2,1.364e-29
386.209,1.843e+2,2.289e-16,1.843e+2,1.368e-29
386.214,2.551e+2,2.289e-16,2.551e+2,1.371e-29
386.219,3.415e+2,2.289e-16,3.415e+2,1.375e-29
386.224,4.420e+2,2.289e-16,4.420e+2,1.379e-29
386.229,5.533e+2,2.290e-16,5.533e+2,1.382e-29
386.234,6.697e+2,2.290e-16,6.697e+2,1.386e-29
386.239,7.840e+2,2.290e-16,7.840e+2,1.389e-29
386.244,8.875e+2,2.290e-16,8.875e+2,1.393e-29
386.249,9.715e+2,2.290e-16,9.715e+2,1.397e-29
386.254,1.029e+3,2.290e-16,1.029e+3,1.400e-29
386.259,1.053e+3,2.290e-16,1.053e+3,1.404e-29
386.264,1.042e+3,2.290e-16,1.042e+3,1.408e-29
386.269,9.979e+2,2.290e-16,9.979e+2,1.411e-29
386.274,9.239e+2,2.291e-16,9.239e+2,1.415e-29
386.279,8.272e+2,2.291e-16,8.272e+2,1.419e-29
386.284,7.162e+2,2.291e-16,7.162e+2,1.422e-29
386.289,5.996e+2,2.291e-16,5.996e+2,1.426e-29
386.294,4.855e+2,2.291e-16,4.855e+2,1.430e-29
386.299,3.801e+2,2.291e-16,3.801e+2,1.433e-29
386.304,2.878e+2,2.291e-16,2.878e+2,1.437e-29
386.309,2.108e+2,2.291e-16,2.108e+2,1.441e-29
386.314,1.492e+2,2.292e-16,1.492e+2,1.444e-29
386.319,1.022e+2,2.292e-16,1.022e+2,1.448e-29
386.324,6.767e+1,2.292e-16,6.767e+1,1.451e-29
386.329,4.333e+1,2.292e-16,4.333e+1,1.455e-29
386.334,2.683e+1,2.292e-16,2.683e+1,1.459e-29
386.339,1.607e+1,2.292e-16,1.607e+1,1.462e-29
386.344,9.306e+0,2.292e-16,9.306e+0,1.466e-29
386.349,5.212e+0,2.292e-16,5.212e+0,1.470e-29
386.354,2.822e+0,2.293e-16,2.822e+0,1.473e-29
386.359,1.478e+0,2.293e-16,1.478e+0,1.477e-29
386.364,7.486e-1,2.293e-16,7.486e-1,1.481e-29
386.369,3.667e-1,2.293e-16,3.667e-1,1.484e-29
386.374,1.737e-1,2.293e-16,1.737e-1,1.488e-29
386.379,7.954e-2,2.293e-16,7.954e-2,1.492e-29
386.384,3.523e-2,2.293e-16,3.523e-2,1.495e-29
386.389,1.509e-2,2.293e-16,1.509e-2,1.499e-29
386.394,6.250e-3,2.294e-16,6.250e-3,1.503e-29
386.399,2.504e-3,2.294e-16,2.504e-3,1.506e-29
386.404,9.697e-4,2.294e-16,9.697e-4,1.510e-29
386.409,3.633e-4,2.294e-16,3.633e-4,1.513e-29
386.414,1.316e-4,2.294e-16,1.316e-4,1.517e-29
386.419,4.610e-5,2.294e-16,4.610e-5,1.521e-29
386.424,1.562e-5,2.294e-16,1.562e-5,1.524e-29
386.429,5.115e-6,2.294e-16,5.115e-6,1.528e-29
386.434,1.621e-6,2.295e-16,1.621e-6,1.532e-29
386.439,4.965e-7,2.295e-16,4.965e-7,1.535e-29
386.444,1.471e-7,2.295e-16,1.471e-7,1.539e-29
386.449,4.214e-8,2.295e-16,4.214e-8,1.543e-29
386.454,1.167e-8,2.295e-16,1.167e-8,1.546e-29
386.459,3.128e-9,2.295e-16,3.128e-9,1.550e-29
386.464,8.104e-10,2.295e-16,8.104e-10,1.554e-29
386.469,2.031e-10,2.295e-16,2.031e-10,1.557e-29
386.474,4.920e-11,2.296e-16,4.920e-11,1.561e-29
386.479,1.153e-11,2.296e-16,1.153e-11,1.565e-29
386.484,2.612e-12,2.296e-16,2.612e-12,1.568e-29
386.488,7.775e-13,2.296e-16,7.775e-13,1.571e-29
386.493,1.659e-13,2.296e-16,1.659e-13,1.575e-29
386.498,3.422e-14,2.296e-16,3.422e-14,1.578e-29
386.503,6.826e-15,2.296e-16,6.826e-15,1.582e-29
386.508,1.317e-15,2.296e-16,1.317e-15,1.586e-29
386.513,2.457e-16,2.297e-16,2.457e-16,1.589e-29
386.518,4.432e-17,2.297e-16,4.432e-17,1.593e-29
390.285,2.390e-16,2.390e-16,3.629e-17,4.340e-29
390.29,1.354e-15,1.354e-15,3.628e-17,4.344e-29
390.295,7.419e-15,7.419e-15,3.627e-17,4.347e-29
390.3,3.935e-14,3.935e-14,3.626e-17,4.351e-29
390.305,2.020e-13,2.020e-13,3.625e-17,4.355e-29
390.31,1.003e-12,1.003e-12,3.624e-17,4.358e-29
390.315,4.824e-12,4.824e-12,3.623e-17,4.362e-29
390.32,2.244e-11,2.244e-11,3.622e-17,4.366e-29
390.325,1.010e-10,1.010e-10,3.621e-17,4.369e-29
390.33,4.403e-10,4.403e-10,3.620e-17,4.373e-29
390.335,1.857e-9,1.857e-9,3.619e-17,4.377e-29
390.34,7.576e-9,7.576e-9,3.618e-17,4.380e-29
390.345,2.992e-8,2.992e-8,3.617e-17,4.384e-29
390.35,1.143e-7,1.143e-7,3.616e-17,4.388e-29
390.355,4.229e-7,4.229e-7,3.614e-17,4.391e-29
390.36,1.514e-6,1.514e-6,3.613e-17,4.395e-29
390.365,5.243e-6,5.243e-6,3.612e-17,4.399e-29
390.37,1.758e-5,1.758e-5,3.611e-17,4.402e-29
390.375,5.701e-5,5.701e-5,3.610e-17,4.406e-29
390.38,1.790e-4,1.790e-4,3.609e-17,4.409e-29
390.385,5.438e-4,5.438e-4,3.608e-17,4.413e-29
390.39,1.599e-3,1.599e-3,3.607e-17,4.417e-29
390.395,4.549e-3,4.549e-3,3.606e-17,4.420e-29
390.4,1.253e-2,1.253e-2,3.605e-17,4.424e-29
390.405,3.338e-2,3.338e-2,3.604e-17,4.428e-29
390.41,8.609e-2,8.609e-2,3.603e-17,4.431e-29
390.415,2.148e-1,2.148e-1,3.602e-17,4.435e-29
390.42,5.189e-1,5.189e-1,3.601e-17,4.439e-29
390.425,1.213e+0,1.213e+0,3.600e-17,4.442e-29
390.43,2.743e+0,2.743e+0,3.598e-17,4.446e-29
390.435,6.005e+0,6.005e+0,3.597e-17,4.450e-29
390.44,1.272e+1,1.272e+1,3.596e-17,4.453e-29
390.445,2.608e+1,2.608e+1,3.595e-17,4.457e-29
390.45,5.174e+1,5.174e+1,3.594e-17,4.461e-29
390.455,9.935e+1,9.935e+1,3.593e-17,4.464e-29
390.46,1.846e+2,1.846e+2,3.592e-17,4.468e-29
390.465,3.319e+2,3.319e+2,3.591e-17,4.471e-29
390.47,5.776e+2,5.776e+2,3.590e-17,4.475e-29
390.475,9.727e+2,9.727e+2,3.589e-17,4.479e-29
390.48,1.585e+3,1.585e+3,3.588e-17,4.482e-29
390.485,2.500e+3,2.500e+3,3.587e-17,4.486e-29
390.49,3.816e+3,3.816e+3,3.586e-17,4.490e-29
390.495,5.637e+3,5.637e+3,3.585e-17,4.493e-29
390.5,8.058e+3,8.058e+3,3.584e-17,4.497e-29
390.505,1.115e+4,1.115e+4,3.582e-17,4.501e-29
390.51,1.492e+4,1.492e+4,3.581e-17,4.504e-29
390.515,1.934e+4,1.934e+4,3.580e-17,4.508e-29
390.52,2.424e+4,2.424e+4,3.579e-17,4.512e-29
390.525,2.942e+4,2.942e+4,3.578e-17,4.515e-29
390.53,3.454e+4,3.454e+4,3.577e-17,4.519e-29
390.535,3.925e+4,3.925e+4,3.576e-17,4.523e-29
390.54,4.317e+4,4.317e+4,3.575e-17,4.526e-29
390.545,4.594e+4,4.594e+4,3.574e-17,4.530e-29
390.55,4.731e+4,4.731e+4,3.573e-17,4.533e-29
390.555,4.716e+4,4.716e+4,3.572e-17,4.537e-29
390.56,4.549e+4,4.549e+4,3.571e-17,4.541e-29
390.565,4.246e+4,4.246e+4,3.570e-17,4.544e-29
390.57,3.836e+4,3.836e+4,3.569e-17,4.548e-29
390.575,3.354e+4,3.354e+4,3.568e-17,4.552e-29
390.58,2.837e+4,2.837e+4,3.566e-17,4.555e-29
390.585,2.323e+4,2.323e+4,3.565e-17,4.559e-29
390.59,1.841e+4,1.841e+4,3.564e-17,4.563e-29
390.595,1.411e+4,1.411e+4,3.563e-17,4.566e-29
390.6,1.047e+4,1.047e+4,3.562e-17,4.570e-29
390.605,7.522e+3,7.522e+3,3.561e-17,4.574e-29
390.61,5.228e+3,5.228e+3,3.560e-17,4.577e-29
390.615,3.516e+3,3.516e+3,3.559e-17,4.581e-29
390.62,2.289e+3,2.289e+3,3.558e-17,4.585e-29
390.625,1.442e+3,1.442e+3,3.557e-17,4.588e-29
390.63,8.788e+2,8.788e+2,3.556e-17,4.592e-29
390.635,5.184e+2,5.184e+2,3.555e-17,4.595e-29
390.64,2.960e+2,2.960e+2,3.554e-17,4.599e-29
390.645,1.635e+2,1.635e+2,3.553e-17,4.603e-29
390.65,8.742e+1,8.742e+1,3.552e-17,4.606e-29
390.655,4.524e+1,4.524e+1,3.551e-17,4.610e-29
390.66,2.265e+1,2.265e+1,3.549e-17,4.614e-29
390.665,1.098e+1,1.098e+1,3.548e-17,4.617e-29
