Wavelength (nm),Sum(calc),Ti I (5.4e-2),Ti II (9.4e-1),Ti III (1.9e-3)
272.15,1.531e-1,3.534e-13,1.531e-1,4.076e-16
272.18,3.722e-2,3.544e-13,3.722e-2,4.081e-16
272.2,1.374e-2,3.552e-13,1.374e-2,4.085e-16
272.23,2.840e-3,3.562e-13,2.840e-3,4.090e-16
272.25,9.404e-4,3.570e-13,9.404e-4,4.094e-16
272.28,1.652e-4,3.580e-13,1.652e-4,4.099e-16
272.3,4.910e-5,3.588e-13,4.910e-5,4.102e-16
272.33,7.333e-6,3.598e-13,7.333e-6,4.108e-16
272.35,1.955e-6,3.605e-13,1.955e-6,4.111e-16
272.38,2.482e-7,3.616e-13,2.482e-7,4.117e-16
272.4,5.939e-8,3.623e-13,5.939e-8,4.120e-16
272.42,1.361e-8,3.631e-13,1.361e-8,4.124e-16
272.45,1.376e-9,3.641e-13,1.376e-9,4.129e-16
272.47,2.829e-10,3.648e-13,2.829e-10,4.132e-16
272.5,2.468e-11,3.659e-13,2.431e-11,4.138e-16
272.52,6.604e-12,2.119e-12,4.485e-12,4.141e-16
272.55,2.757e-11,2.724e-11,3.276e-13,4.146e-16
272.57,1.417e-10,1.417e-10,3.514e-13,4.150e-16
272.6,1.552e-9,1.552e-9,3.871e-13,4.155e-16
272.62,7.254e-9,7.254e-9,4.108e-13,4.159e-16
272.65,6.765e-8,6.765e-8,4.465e-13,4.164e-16
272.67,2.841e-7,2.841e-7,4.702e-13,4.168e-16
272.7,2.256e-6,2.256e-6,5.059e-13,4.173e-16
272.72,8.512e-6,8.512e-6,5.296e-13,4.176e-16
272.75,5.757e-5,5.757e-5,5.653e-13,4.182e-16
272.77,1.951e-4,1.951e-4,5.891e-13,4.185e-16
272.79,6.338e-4,6.338e-4,6.128e-13,4.189e-16
272.82,3.423e-3,3.423e-3,6.485e-13,4.194e-16
272.84,9.988e-3,9.988e-3,6.722e-13,4.198e-16
272.87,4.594e-2,4.594e-2,7.079e-13,4.203e-16
272.89,1.204e-1,1.204e-1,7.316e-13,4.206e-16
272.92,4.718e-1,4.718e-1,7.673e-13,4.212e-16
272.94,1.111e+0,1.111e+0,7.910e-13,4.215e-16
272.97,3.707e+0,3.707e+0,8.267e-13,4.220e-16
272.99,7.844e+0,7.844e+0,8.505e-13,4.224e-16
273.02,2.228e+1,2.228e+1,8.861e-13,4.229e-16
273.04,4.237e+1,4.237e+1,9.099e-13,4.233e-16
273.07,1.025e+2,1.025e+2,9.455e-13,4.238e-16
273.09,1.751e+2,1.751e+2,9.693e-13,4.242e-16
273.12,3.609e+2,3.609e+2,1.005e-12,4.247e-16
273.14,5.540e+2,5.540e+2,1.029e-12,4.250e-16
273.16,8.150e+2,8.150e+2,1.052e-12,4.254e-16
273.19,1.343e+3,1.343e+3,1.088e-12,4.259e-16
273.21,1.776e+3,1.776e+3,1.112e-12,4.263e-16
273.24,2.498e+3,2.498e+3,1.148e-12,4.268e-16
273.26,2.976e+3,2.976e+3,1.171e-12,4.272e-16
273.29,3.588e+3,3.588e+3,1.207e-12,4.277e-16
273.31,3.870e+3,3.870e+3,1.231e-12,4.280e-16
273.34,4.048e+3,4.048e+3,1.266e-12,4.286e-16
273.36,4.004e+3,4.004e+3,1.290e-12,4.289e-16
273.39,3.744e+3,3.744e+3,1.326e-12,4.294e-16
273.41,3.494e+3,3.494e+3,1.350e-12,4.298e-16
273.44,3.092e+3,3.092e+3,1.385e-12,4.303e-16
273.46,2.842e+3,2.842e+3,1.409e-12,4.307e-16
273.49,2.516e+3,2.516e+3,1.445e-12,4.312e-16
273.51,2.322e+3,2.322e+3,1.468e-12,4.316e-16
273.53,2.132e+3,2.132e+3,1.492e-12,4.319e-16
273.56,1.828e+3,1.828e+3,1.528e-12,4.324e-16
273.58,1.607e+3,1.607e+3,1.552e-12,4.328e-16
273.61,1.252e+3,1.252e+3,1.587e-12,4.333e-16
273.63,1.017e+3,1.017e+3,1.611e-12,4.337e-16
273.66,6.928e+2,6.928e+2,1.647e-12,4.342e-16
273.68,5.107e+2,5.107e+2,1.670e-12,4.346e-16
273.71,2.993e+2,2.993e+2,1.706e-12,4.351e-16
273.73,1.990e+2,1.990e+2,1.730e-12,4.354e-16
273.76,9.965e+1,9.965e+1,1.765e-12,4.360e-16
273.78,5.961e+1,5.961e+1,1.789e-12,4.363e-16
273.81,2.546e+1,2.546e+1,1.825e-12,4.368e-16
273.83,1.369e+1,1.369e+1,1.849e-12,4.372e-16
273.86,4.983e+0,4.983e+0,2.394e-11,4.377e-16
273.88,2.408e+0,2.408e+0,1.252e-10,4.381e-16
273.91,7.467e-1,7.467e-1,1.383e-9,4.386e-16
273.93,3.243e-1,3.243e-1,6.505e-9,4.390e-16
273.95,1.349e-1,1.349e-1,2.933e-8,4.393e-16
273.98,3.343e-2,3.343e-2,2.593e-7,4.398e-16
274,1.250e-2,1.250e-2,1.051e-6,4.402e-16
274.03,2.646e-3,2.638e-3,7.927e-6,4.407e-16
274.05,9.152e-4,8.863e-4,2.891e-5,4.411e-16
274.08,3.452e-4,1.593e-4,1.859e-4,4.416e-16
274.1,6.579e-4,4.810e-5,6.098e-4,4.420e-16
274.13,3.353e-3,7.365e-6,3.345e-3,4.425e-16
274.15,9.870e-3,1.998e-6,9.868e-3,4.428e-16
274.18,4.617e-2,2.606e-7,4.617e-2,4.434e-16
274.2,1.225e-1,6.354e-8,1.225e-1,4.437e-16
274.23,4.888e-1,7.059e-9,4.888e-1,4.442e-16
274.25,1.166e+0,1.546e-9,1.166e+0,4.446e-16
274.28,3.970e+0,1.463e-10,3.970e+0,4.451e-16
274.3,8.519e+0,2.881e-11,8.519e+0,4.455e-16
274.32,1.752e+1,5.434e-12,1.752e+1,4.458e-16
274.35,4.773e+1,4.108e-13,4.773e+1,4.464e-16
274.37,8.830e+1,4.107e-13,8.830e+1,4.467e-16
274.4,2.052e+2,4.106e-13,2.052e+2,4.472e-16
274.42,3.413e+2,4.105e-13,3.413e+2,4.476e-16
274.45,6.765e+2,4.104e-13,6.765e+2,4.481e-16
274.47,1.012e+3,4.103e-13,1.012e+3,4.485e-16
274.5,1.711e+3,4.102e-13,1.711e+3,4.490e-16
274.52,2.303e+3,4.101e-13,2.303e+3,4.494e-16
274.55,3.320e+3,4.100e-13,3.320e+3,4.499e-16
274.57,4.018e+3,4.099e-13,4.018e+3,4.502e-16
274.6,4.941e+3,4.097e-13,4.941e+3,4.508e-16
274.62,5.379e+3,4.097e-13,5.379e+3,4.511e-16
274.65,5.642e+3,4.095e-13,5.642e+3,4.516e-16
274.67,5.523e+3,4.094e-13,5.523e+3,4.520e-16
274.69,5.183e+3,4.094e-13,5.183e+3,4.524e-16
274.72,4.351e+3,4.092e-13,4.351e+3,4.529e-16
274.74,3.673e+3,4.091e-13,3.673e+3,4.532e-16
274.77,2.632e+3,4.090e-13,2.632e+3,4.538e-16
274.79,2.003e+3,4.089e-13,2.003e+3,4.541e-16
274.82,1.240e+3,4.088e-13,1.240e+3,4.546e-16
274.84,8.755e+2,4.087e-13,8.755e+2,4.550e-16
274.87,5.480e+2,4.086e-13,5.480e+2,4.555e-16
274.89,4.736e+2,4.085e-13,4.736e+2,4.559e-16
274.92,5.850e+2,4.084e-13,5.850e+2,4.564e-16
274.94,8.258e+2,4.083e-13,8.258e+2,4.568e-16
274.97,1.487e+3,4.082e-13,1.487e+3,4.573e-16
274.99,2.160e+3,4.081e-13,2.160e+3,4.576e-16
275.02,3.540e+3,4.080e-13,3.540e+3,4.582e-16
275.04,4.687e+3,4.079e-13,4.687e+3,4.585e-16
275.06,5.960e+3,4.078e-13,5.960e+3,4.589e-16
275.09,7.930e+3,4.077e-13,7.930e+3,4.594e-16
275.11,9.131e+3,4.076e-13,9.131e+3,4.598e-16
275.14,1.049e+4,4.074e-13,1.049e+4,4.603e-16
275.16,1.098e+4,4.074e-13,1.098e+4,4.606e-16
275.19,1.097e+4,4.072e-13,1.097e+4,4.612e-16
275.21,1.050e+4,4.071e-13,1.050e+4,4.615e-16
275.24,9.218e+3,4.070e-13,9.218e+3,4.620e-16
275.26,8.118e+3,4.069e-13,8.118e+3,4.624e-16
275.29,6.331e+3,4.068e-13,6.331e+3,4.629e-16
275.31,5.168e+3,4.067e-13,5.168e+3,4.633e-16
275.34,3.611e+3,4.066e-13,3.611e+3,4.638e-16
275.36,2.742e+3,4.065e-13,2.742e+3,4.642e-16
275.39,1.720e+3,4.064e-13,1.720e+3,4.647e-16
275.41,1.215e+3,4.063e-13,1.215e+3,4.650e-16
275.44,6.861e+2,4.062e-13,6.861e+2,4.656e-16
275.46,4.577e+2,4.061e-13,4.577e+2,4.659e-16
275.48,3.079e+2,4.060e-13,3.079e+2,4.663e-16
275.51,1.984e+2,4.059e-13,1.984e+2,4.668e-16
275.53,1.878e+2,4.058e-13,1.878e+2,4.672e-16
275.56,2.532e+2,4.057e-13,2.532e+2,4.677e-16
275.58,3.499e+2,4.056e-13,3.499e+2,4.680e-16
275.61,5.767e+2,4.054e-13,5.767e+2,4.686e-16
275.63,7.824e+2,4.054e-13,7.824e+2,4.689e-16
275.66,1.163e+3,4.052e-13,1.163e+3,4.694e-16
275.68,1.451e+3,4.052e-13,1.451e+3,4.698e-16
275.71,1.896e+3,4.050e-13,1.896e+3,4.703e-16
275.73,2.172e+3,4.049e-13,2.172e+3,4.707e-16
275.76,2.503e+3,4.048e-13,2.503e+3,4.712e-16
275.78,2.641e+3,4.047e-13,2.641e+3,4.716e-16
275.81,2.699e+3,4.046e-13,2.699e+3,4.721e-16
275.83,2.636e+3,4.045e-13,2.636e+3,4.724e-16
275.85,2.503e+3,4.044e-13,2.503e+3,4.728e-16
275.88,2.216e+3,4.043e-13,2.216e+3,4.733e-16
275.9,2.007e+3,4.042e-13,2.007e+3,4.737e-16
275.93,1.741e+3,4.041e-13,1.741e+3,4.742e-16
275.95,1.637e+3,4.040e-13,1.637e+3,4.746e-16
275.98,1.636e+3,4.039e-13,1.636e+3,4.751e-16
276,1.749e+3,4.038e-13,1.749e+3,4.754e-16
276.03,2.058e+3,4.037e-13,2.058e+3,4.760e-16
276.05,2.319e+3,4.036e-13,2.319e+3,4.763e-16
276.08,2.700e+3,4.035e-13,2.700e+3,4.768e-16
276.1,2.889e+3,4.034e-13,2.889e+3,4.772e-16
276.13,3.001e+3,4.032e-13,3.001e+3,4.777e-16
276.15,2.942e+3,4.032e-13,2.942e+3,4.781e-16
276.18,2.676e+3,4.030e-13,2.676e+3,4.786e-16
276.2,2.423e+3,4.029e-13,2.423e+3,4.790e-16
276.22,2.158e+3,4.029e-13,2.158e+3,4.793e-16
276.25,1.841e+3,4.027e-13,1.841e+3,4.798e-16
276.27,1.745e+3,4.026e-13,1.745e+3,4.802e-16
276.3,1.852e+3,4.025e-13,1.852e+3,4.807e-16
276.32,2.108e+3,4.024e-13,2.108e+3,4.811e-16
276.35,2.747e+3,4.023e-13,2.747e+3,4.816e-16
276.37,3.296e+3,4.022e-13,3.296e+3,4.820e-16
276.4,4.175e+3,4.021e-13,4.175e+3,4.825e-16
276.42,4.704e+3,4.020e-13,4.704e+3,4.828e-16
276.45,5.257e+3,4.019e-13,5.257e+3,4.834e-16
276.47,5.395e+3,4.018e-13,5.395e+3,4.837e-16
276.5,5.207e+3,4.017e-13,5.207e+3,4.842e-16
276.52,4.835e+3,4.016e-13,4.835e+3,4.846e-16
276.55,4.010e+3,4.015e-13,4.010e+3,4.851e-16
276.57,3.364e+3,4.014e-13,3.364e+3,4.855e-16
276.6,2.393e+3,4.012e-13,2.393e+3,4.860e-16
276.62,1.812e+3,4.012e-13,1.812e+3,4.864e-16
276.64,1.317e+3,4.011e-13,1.317e+3,4.867e-16
276.67,7.547e+2,4.009e-13,7.547e+2,4.872e-16
276.69,4.946e+2,4.009e-13,4.946e+2,4.876e-16
276.72,2.428e+2,4.007e-13,2.428e+2,4.881e-16
276.74,1.434e+2,4.006e-13,1.434e+2,4.885e-16
276.77,6.026e+1,4.005e-13,6.026e+1,4.890e-16
276.79,3.209e+1,4.004e-13,3.209e+1,4.894e-16
276.82,1.154e+1,4.003e-13,1.154e+1,4.899e-16
276.84,5.536e+0,4.002e-13,5.536e+0,4.902e-16
276.87,1.702e+0,4.001e-13,1.702e+0,4.908e-16
276.89,7.360e-1,4.000e-13,7.360e-1,4.911e-16
276.92,1.935e-1,3.999e-13,1.935e-1,4.916e-16
276.94,7.538e-2,3.998e-13,7.538e-2,4.920e-16
276.97,1.695e-2,3.997e-13,1.695e-2,4.925e-16
276.99,5.948e-3,3.996e-13,5.948e-3,4.929e-16
277.01,2.002e-3,3.995e-13,2.002e-3,4.932e-16
277.04,3.614e-4,3.994e-13,3.614e-4,4.938e-16
277.06,1.096e-4,3.993e-13,1.096e-4,4.941e-16
277.09,1.691e-5,3.992e-13,1.691e-5,4.946e-16
277.11,4.618e-6,3.991e-13,4.618e-6,4.950e-16
277.14,6.093e-7,3.989e-13,6.093e-7,4.955e-16
277.16,1.499e-7,3.989e-13,1.499e-7,4.959e-16
277.19,1.690e-8,3.987e-13,1.690e-8,4.964e-16
277.21,3.744e-9,3.987e-13,3.744e-9,4.968e-16
277.24,3.609e-10,3.985e-13,3.609e-10,4.973e-16
277.26,7.195e-11,3.984e-13,7.195e-11,4.976e-16
277.29,5.930e-12,3.983e-13,5.930e-12,4.982e-16
277.31,1.066e-12,3.982e-13,1.066e-12,4.985e-16
279.63,1.540e-12,3.884e-13,1.540e-12,5.394e-16
279.66,1.967e-11,3.882e-13,1.967e-11,5.399e-16
279.68,1.021e-10,3.882e-13,1.021e-10,5.403e-16
279.7,5.093e-10,3.881e-13,5.093e-10,5.406e-16
279.73,5.255e-9,3.879e-13,5.255e-9,5.412e-16
279.75,2.367e-8,3.879e-13,2.367e-8,5.415e-16
279.78,2.096e-7,3.877e-13,2.096e-7,5.420e-16
279.8,8.530e-7,3.876e-13,8.530e-7,5.424e-16
279.83,6.486e-6,3.875e-13,6.486e-6,5.429e-16
279.85,2.384e-5,3.874e-13,2.384e-5,5.433e-16
279.88,1.556e-4,3.873e-13,1.556e-4,5.438e-16
279.9,5.167e-4,3.872e-13,5.167e-4,5.442e-16
279.93,2.896e-3,3.871e-13,2.896e-3,5.447e-16
279.95,8.685e-3,3.870e-13,8.685e-3,5.450e-16
279.98,4.179e-2,3.869e-13,4.179e-2,5.456e-16
280,1.132e-1,3.868e-13,1.132e-1,5.459e-16
280.03,4.677e-1,3.867e-13,4.677e-1,5.464e-16
280.05,1.145e+0,3.866e-13,1.145e+0,5.468e-16
280.07,2.689e+0,3.865e-13,2.689e+0,5.471e-16
280.1,8.973e+0,3.864e-13,8.973e+0,5.477e-16
280.12,1.904e+1,3.863e-13,1.904e+1,5.480e-16
280.15,5.456e+1,3.862e-13,5.456e+1,5.486e-16
280.17,1.046e+2,3.861e-13,1.046e+2,5.489e-16
280.2,2.572e+2,3.859e-13,2.572e+2,5.494e-16
280.22,4.455e+2,3.859e-13,4.455e+2,5.498e-16
280.25,9.407e+2,3.857e-13,9.407e+2,5.503e-16
280.27,1.471e+3,3.856e-13,1.471e+3,5.507e-16
280.3,2.668e+3,3.855e-13,2.668e+3,5.512e-16
280.32,3.769e+3,3.854e-13,3.769e+3,5.516e-16
280.35,5.866e+3,3.853e-13,5.866e+3,5.521e-16
280.37,7.488e+3,3.852e-13,7.488e+3,5.524e-16
280.4,1.001e+4,3.851e-13,1.001e+4,5.530e-16
280.42,1.154e+4,3.850e-13,1.154e+4,5.533e-16
280.44,1.277e+4,3.849e-13,1.277e+4,5.537e-16
280.47,1.378e+4,3.848e-13,1.378e+4,5.542e-16
280.49,1.378e+4,3.847e-13,1.378e+4,5.545e-16
280.52,1.277e+4,3.846e-13,1.277e+4,5.551e-16
280.54,1.154e+4,3.845e-13,1.154e+4,5.554e-16
280.57,9.178e+3,3.844e-13,9.178e+3,5.560e-16
280.59,7.490e+3,3.843e-13,7.490e+3,5.563e-16
280.62,5.121e+3,3.842e-13,5.121e+3,5.568e-16
280.64,3.784e+3,3.841e-13,3.784e+3,5.572e-16
280.67,2.255e+3,3.839e-13,2.255e+3,5.577e-16
280.69,1.561e+3,3.839e-13,1.561e+3,5.581e-16
280.72,9.749e+2,3.837e-13,9.749e+2,5.586e-16
280.74,8.682e+2,3.837e-13,8.682e+2,5.590e-16
280.77,1.143e+3,3.835e-13,1.143e+3,5.595e-16
280.79,1.656e+3,3.834e-13,1.656e+3,5.598e-16
280.82,3.035e+3,3.833e-13,3.035e+3,5.604e-16
280.84,4.438e+3,3.832e-13,4.438e+3,5.607e-16
280.86,6.267e+3,3.831e-13,6.267e+3,5.611e-16
280.89,9.779e+3,3.830e-13,9.779e+3,5.616e-16
280.91,1.251e+4,3.829e-13,1.251e+4,5.619e-16
280.94,1.680e+4,3.828e-13,1.680e+4,5.625e-16
280.96,1.943e+4,3.827e-13,1.943e+4,5.628e-16
280.99,2.241e+4,3.826e-13,2.241e+4,5.634e-16
281.01,2.343e+4,3.825e-13,2.343e+4,5.637e-16
281.04,2.322e+4,3.824e-13,2.322e+4,5.642e-16
281.06,2.194e+4,3.823e-13,2.194e+4,5.646e-16
281.09,1.869e+4,3.822e-13,1.869e+4,5.651e-16
281.11,1.596e+4,3.821e-13,1.596e+4,5.655e-16
281.14,1.168e+4,3.820e-13,1.168e+4,5.660e-16
281.16,9.014e+3,3.819e-13,9.014e+3,5.664e-16
281.19,5.667e+3,3.817e-13,5.667e+3,5.669e-16
281.21,3.954e+3,3.817e-13,3.954e+3,5.672e-16
281.23,2.649e+3,3.816e-13,2.649e+3,5.676e-16
281.26,1.347e+3,3.814e-13,1.347e+3,5.681e-16
281.28,8.158e+2,3.814e-13,8.158e+2,5.685e-16
281.31,3.566e+2,3.812e-13,3.566e+2,5.690e-16
281.33,1.957e+2,3.811e-13,1.957e+2,5.693e-16
281.36,7.551e+1,3.810e-13,7.551e+1,5.699e-16
281.38,4.143e+1,3.809e-13,4.143e+1,5.702e-16
281.41,2.833e+1,3.808e-13,2.833e+1,5.708e-16
281.43,3.961e+1,3.807e-13,3.961e+1,5.711e-16
281.46,9.608e+1,3.806e-13,9.608e+1,5.716e-16
281.48,1.773e+2,3.805e-13,1.773e+2,5.720e-16
281.51,4.184e+2,3.804e-13,4.184e+2,5.725e-16
281.53,7.064e+2,3.803e-13,7.064e+2,5.729e-16
281.56,1.437e+3,3.802e-13,1.437e+3,5.734e-16
281.58,2.195e+3,3.801e-13,2.195e+3,5.738e-16
281.6,3.219e+3,3.800e-13,3.219e+3,5.741e-16
281.63,5.301e+3,3.799e-13,5.301e+3,5.746e-16
281.65,7.031e+3,3.798e-13,7.031e+3,5.750e-16
281.68,9.961e+3,3.797e-13,9.961e+3,5.755e-16
281.7,1.195e+4,3.796e-13,1.195e+4,5.759e-16
281.73,1.458e+4,3.794e-13,1.458e+4,5.764e-16
281.75,1.584e+4,3.794e-13,1.584e+4,5.767e-16
281.78,1.668e+4,3.792e-13,1.668e+4,5.773e-16
281.8,1.646e+4,3.791e-13,1.646e+4,5.776e-16
281.83,1.508e+4,3.790e-13,1.508e+4,5.782e-16
281.85,1.363e+4,3.789e-13,1.363e+4,5.785e-16
281.88,1.111e+4,3.788e-13,1.111e+4,5.790e-16
281.9,9.434e+3,3.787e-13,9.434e+3,5.794e-16
281.93,7.250e+3,3.786e-13,7.250e+3,5.799e-16
281.95,6.113e+3,3.785e-13,6.113e+3,5.803e-16
281.97,5.252e+3,3.784e-13,5.252e+3,5.806e-16
282,4.417e+3,3.783e-13,4.417e+3,5.812e-16
282.02,4.092e+3,3.782e-13,4.092e+3,5.815e-16
282.05,3.810e+3,3.781e-13,3.810e+3,5.820e-16
282.07,3.683e+3,3.780e-13,3.683e+3,5.824e-16
282.1,3.483e+3,3.779e-13,3.483e+3,5.829e-16
282.12,3.306e+3,3.778e-13,3.306e+3,5.833e-16
282.15,2.942e+3,3.777e-13,2.942e+3,5.838e-16
282.17,2.638e+3,3.776e-13,2.638e+3,5.841e-16
282.2,2.119e+3,3.774e-13,2.119e+3,5.847e-16
282.22,1.759e+3,3.774e-13,1.759e+3,5.850e-16
282.25,1.247e+3,3.772e-13,1.247e+3,5.856e-16
282.27,9.482e+2,3.772e-13,9.482e+2,5.859e-16
282.3,5.867e+2,3.770e-13,5.867e+2,5.864e-16
282.32,4.073e+2,3.769e-13,4.073e+2,5.868e-16
282.35,2.233e+2,3.768e-13,2.233e+2,5.873e-16
282.37,1.492e+2,3.767e-13,1.492e+2,5.877e-16
282.39,1.080e+2,3.766e-13,1.080e+2,5.880e-16
282.42,1.031e+2,3.765e-13,1.031e+2,5.886e-16
282.44,1.417e+2,3.764e-13,1.417e+2,5.889e-16
282.47,2.882e+2,3.763e-13,2.882e+2,5.894e-16
282.49,4.735e+2,3.762e-13,4.735e+2,5.898e-16
282.52,9.597e+2,3.761e-13,9.597e+2,5.903e-16
282.54,1.485e+3,3.760e-13,1.485e+3,5.907e-16
282.57,2.705e+3,3.759e-13,2.705e+3,5.912e-16
282.59,3.892e+3,3.758e-13,3.892e+3,5.915e-16
282.62,6.362e+3,3.757e-13,6.362e+3,5.921e-16
282.64,8.512e+3,3.756e-13,8.512e+3,5.924e-16
282.67,1.246e+4,3.755e-13,1.246e+4,5.930e-16
282.69,1.548e+4,3.754e-13,1.548e+4,5.933e-16
282.72,2.022e+4,3.752e-13,2.022e+4,5.938e-16
282.74,2.322e+4,3.752e-13,2.322e+4,5.942e-16
282.76,2.582e+4,3.751e-13,2.582e+4,5.945e-16
282.79,2.844e+4,3.749e-13,2.844e+4,5.951e-16
282.81,2.909e+4,3.749e-13,2.909e+4,5.954e-16
282.84,2.821e+4,3.747e-13,2.821e+4,5.960e-16
282.86,2.648e+4,3.746e-13,2.648e+4,5.963e-16
282.89,2.258e+4,3.745e-13,2.258e+4,5.968e-16
282.91,1.948e+4,3.744e-13,1.948e+4,5.972e-16
282.94,1.476e+4,3.743e-13,1.476e+4,5.977e-16
282.96,1.193e+4,3.742e-13,1.193e+4,5.981e-16
282.99,8.642e+3,3.741e-13,8.642e+3,5.986e-16
283.01,7.255e+3,3.740e-13,7.255e+3,5.990e-16
283.04,6.506e+3,3.739e-13,6.506e+3,5.995e-16
283.06,6.870e+3,3.738e-13,6.870e+3,5.998e-16
283.09,8.526e+3,3.737e-13,8.526e+3,6.004e-16
283.11,1.018e+4,3.736e-13,1.018e+4,6.007e-16
283.13,1.207e+4,3.735e-13,1.207e+4,6.011e-16
283.16,1.489e+4,3.734e-13,1.489e+4,6.016e-16
283.18,1.647e+4,3.733e-13,1.647e+4,6.019e-16
283.21,1.793e+4,3.732e-13,1.793e+4,6.025e-16
283.23,1.817e+4,3.731e-13,1.817e+4,6.028e-16
283.26,1.740e+4,3.729e-13,1.740e+4,6.034e-16
283.28,1.627e+4,3.729e-13,1.627e+4,6.037e-16
283.31,1.398e+4,3.727e-13,1.398e+4,6.042e-16
283.33,1.229e+4,3.726e-13,1.229e+4,6.046e-16
283.36,9.843e+3,3.725e-13,9.843e+3,6.051e-16
283.38,8.390e+3,3.724e-13,8.390e+3,6.055e-16
283.41,6.573e+3,3.723e-13,6.573e+3,6.060e-16
283.43,5.612e+3,3.722e-13,5.612e+3,6.064e-16
283.46,4.525e+3,3.721e-13,4.525e+3,6.069e-16
283.48,4.020e+3,3.720e-13,4.020e+3,6.072e-16
283.5,3.681e+3,3.719e-13,3.681e+3,6.076e-16
283.53,3.454e+3,3.718e-13,3.454e+3,6.081e-16
283.55,3.459e+3,3.717e-13,3.459e+3,6.085e-16
283.58,3.614e+3,3.716e-13,3.614e+3,6.090e-16
283.6,3.748e+3,3.715e-13,3.748e+3,6.093e-16
283.63,3.881e+3,3.714e-13,3.881e+3,6.099e-16
283.65,3.870e+3,3.713e-13,3.870e+3,6.102e-16
283.68,3.665e+3,3.712e-13,3.665e+3,6.108e-16
283.7,3.417e+3,3.711e-13,3.417e+3,6.111e-16
283.73,2.954e+3,3.709e-13,2.954e+3,6.116e-16
283.75,2.650e+3,3.709e-13,2.650e+3,6.120e-16
283.78,2.313e+3,3.707e-13,2.313e+3,6.125e-16
283.8,2.220e+3,3.706e-13,2.220e+3,6.129e-16
283.83,2.322e+3,3.705e-13,2.322e+3,6.134e-16
283.85,2.548e+3,3.704e-13,2.548e+3,6.138e-16
283.88,3.090e+3,3.703e-13,3.090e+3,6.143e-16
283.9,3.561e+3,3.702e-13,3.561e+3,6.146e-16
283.92,4.111e+3,3.701e-13,4.111e+3,6.150e-16
283.95,5.122e+3,3.700e-13,5.122e+3,6.155e-16
283.97,5.987e+3,3.699e-13,5.987e+3,6.159e-16
284,7.743e+3,3.698e-13,7.743e+3,6.164e-16
284.02,9.330e+3,3.697e-13,9.330e+3,6.167e-16
284.05,1.244e+4,3.696e-13,1.244e+4,6.173e-16
284.07,1.496e+4,3.695e-13,1.496e+4,6.176e-16
284.1,1.912e+4,3.694e-13,1.912e+4,6.182e-16
284.12,2.183e+4,3.693e-13,2.183e+4,6.185e-16
284.15,2.513e+4,3.692e-13,2.513e+4,6.190e-16
284.17,2.645e+4,3.691e-13,2.645e+4,6.194e-16
284.2,2.667e+4,3.689e-13,2.667e+4,6.199e-16
284.22,2.559e+4,3.689e-13,2.559e+4,6.203e-16
284.25,2.240e+4,3.687e-13,2.240e+4,6.208e-16
284.27,1.956e+4,3.687e-13,1.956e+4,6.212e-16
284.29,1.645e+4,3.686e-13,1.645e+4,6.215e-16
284.32,1.189e+4,3.684e-13,1.189e+4,6.220e-16
284.34,9.224e+3,3.684e-13,9.224e+3,6.224e-16
284.37,6.088e+3,3.682e-13,6.088e+3,6.229e-16
284.39,4.635e+3,3.681e-13,4.635e+3,6.233e-16
284.42,3.348e+3,3.680e-13,3.348e+3,6.238e-16
284.44,2.994e+3,3.679e-13,2.994e+3,6.241e-16
284.47,3.016e+3,3.678e-13,3.016e+3,6.247e-16
284.49,3.273e+3,3.677e-13,3.273e+3,6.250e-16
284.52,3.813e+3,3.676e-13,3.813e+3,6.256e-16
284.54,4.163e+3,3.675e-13,4.163e+3,6.259e-16
284.57,4.514e+3,3.674e-13,4.514e+3,6.264e-16
284.59,4.569e+3,3.673e-13,4.569e+3,6.268e-16
284.62,4.343e+3,3.672e-13,4.343e+3,6.273e-16
284.64,4.004e+3,3.671e-13,4.004e+3,6.277e-16
284.66,3.552e+3,3.670e-13,3.552e+3,6.280e-16
284.69,2.759e+3,3.669e-13,2.759e+3,6.286e-16
284.71,2.221e+3,3.668e-13,2.221e+3,6.289e-16
284.74,1.497e+3,3.667e-13,1.497e+3,6.294e-16
284.76,1.106e+3,3.666e-13,1.106e+3,6.298e-16
284.79,6.880e+2,3.664e-13,6.880e+2,6.303e-16
284.81,5.279e+2,3.664e-13,5.279e+2,6.307e-16
284.84,4.719e+2,3.662e-13,4.719e+2,6.312e-16
284.86,5.669e+2,3.661e-13,5.669e+2,6.315e-16
284.89,9.409e+2,3.660e-13,9.409e+2,6.321e-16
284.91,1.371e+3,3.659e-13,1.371e+3,6.324e-16
284.94,2.329e+3,3.658e-13,2.329e+3,6.330e-16
284.96,3.181e+3,3.657e-13,3.181e+3,6.333e-16
284.99,4.733e+3,3.656e-13,4.733e+3,6.338e-16
285.01,5.876e+3,3.655e-13,5.876e+3,6.342e-16
285.04,7.552e+3,3.654e-13,7.552e+3,6.347e-16
285.06,8.498e+3,3.653e-13,8.498e+3,6.351e-16
285.08,9.194e+3,3.652e-13,9.194e+3,6.354e-16
285.11,9.610e+3,3.651e-13,9.610e+3,6.360e-16
285.13,9.423e+3,3.650e-13,9.423e+3,6.363e-16
285.16,8.499e+3,3.649e-13,8.499e+3,6.368e-16
285.18,7.553e+3,3.648e-13,7.553e+3,6.372e-16
