Wavelength (nm),Sum(calc),Mn I (1.1e-1),Mn II (8.9e-1)
314.92,1.088e+3,1.088e+3,1.793e-3
314.94,9.369e+2,9.369e+2,8.248e-4
314.97,7.164e+2,7.164e+2,2.421e-4
314.99,5.860e+2,5.860e+2,1.027e-4
315.02,4.287e+2,4.287e+2,2.670e-5
315.04,3.518e+2,3.518e+2,1.044e-5
315.07,2.758e+2,2.758e+2,2.405e-6
315.09,2.467e+2,2.467e+2,8.677e-7
315.12,2.250e+2,2.250e+2,1.770e-7
315.14,2.191e+2,2.191e+2,5.889e-8
315.17,2.138e+2,2.138e+2,1.064e-8
315.19,2.088e+2,2.088e+2,3.265e-9
315.22,1.955e+2,1.955e+2,5.223e-10
315.24,1.821e+2,1.821e+2,1.478e-10
315.26,1.655e+2,1.655e+2,4.051e-11
315.29,1.369e+2,1.369e+2,5.469e-12
315.31,1.173e+2,1.173e+2,1.382e-12
315.34,9.005e+1,9.005e+1,1.653e-13
315.36,7.505e+1,7.505e+1,3.852e-14
315.39,5.917e+1,5.917e+1,4.080e-15
315.41,5.356e+1,5.356e+1,8.770e-16
315.44,5.260e+1,5.260e+1,8.722e-16
315.46,5.641e+1,5.641e+1,8.690e-16
315.49,6.715e+1,6.715e+1,8.642e-16
315.51,7.634e+1,7.634e+1,8.610e-16
315.54,9.052e+1,9.052e+1,8.561e-16
315.56,9.868e+1,9.868e+1,8.529e-16
315.59,1.067e+2,1.067e+2,8.481e-16
315.61,1.084e+2,1.084e+2,8.449e-16
315.63,1.069e+2,1.069e+2,8.417e-16
315.66,9.945e+1,9.945e+1,8.369e-16
315.68,9.201e+1,9.201e+1,8.337e-16
315.71,8.000e+1,8.000e+1,8.289e-16
315.73,7.353e+1,7.353e+1,8.257e-16
315.76,7.023e+1,7.023e+1,8.209e-16
315.78,7.485e+1,7.485e+1,8.177e-16
315.81,9.649e+1,9.649e+1,8.129e-16
315.83,1.232e+2,1.232e+2,8.097e-16
315.86,1.854e+2,1.854e+2,8.049e-16
315.88,2.427e+2,2.427e+2,8.017e-16
315.91,3.523e+2,3.523e+2,7.969e-16
315.93,4.389e+2,4.389e+2,7.937e-16
315.96,5.813e+2,5.813e+2,7.888e-16
315.98,6.777e+2,6.777e+2,7.856e-16
316,7.685e+2,7.685e+2,7.824e-16
316.03,8.804e+2,8.804e+2,7.776e-16
316.05,9.304e+2,9.304e+2,7.744e-16
316.08,9.581e+2,9.581e+2,7.696e-16
316.1,9.425e+2,9.425e+2,7.664e-16
316.13,8.708e+2,8.708e+2,7.616e-16
316.15,7.963e+2,7.963e+2,7.584e-16
316.18,6.589e+2,6.589e+2,7.536e-16
316.2,5.595e+2,5.595e+2,7.504e-16
316.23,4.138e+2,4.138e+2,7.456e-16
316.25,3.259e+2,3.259e+2,7.424e-16
316.28,2.151e+2,2.151e+2,7.376e-16
316.3,1.569e+2,1.569e+2,7.344e-16
316.33,9.231e+1,9.231e+1,7.296e-16
316.35,6.234e+1,6.234e+1,7.264e-16
316.38,3.264e+1,3.264e+1,7.216e-16
316.4,2.039e+1,2.039e+1,7.183e-16
316.42,1.235e+1,1.235e+1,7.151e-16
316.45,5.490e+0,5.490e+0,7.103e-16
316.47,3.082e+0,3.082e+0,7.071e-16
316.5,1.249e+0,1.249e+0,7.023e-16
316.52,7.010e-1,7.010e-1,6.991e-16
316.55,4.156e-1,4.156e-1,6.943e-16
316.57,4.640e-1,4.640e-1,6.911e-16
316.6,8.713e-1,8.713e-1,6.863e-16
316.62,1.433e+0,1.433e+0,6.831e-16
316.65,2.944e+0,2.944e+0,6.783e-16
316.67,4.594e+0,4.594e+0,6.751e-16
316.7,8.446e+0,8.446e+0,6.703e-16
316.72,1.218e+1,1.218e+1,6.671e-16
316.75,1.988e+1,1.988e+1,6.623e-16
316.77,2.648e+1,2.648e+1,6.591e-16
316.79,3.417e+1,3.417e+1,6.559e-16
316.82,4.718e+1,4.718e+1,6.510e-16
316.84,5.621e+1,5.621e+1,6.478e-16
316.87,6.887e+1,6.887e+1,6.430e-16
316.89,7.578e+1,7.578e+1,6.398e-16
316.92,8.239e+1,8.239e+1,6.350e-16
316.94,8.371e+1,8.371e+1,6.318e-16
316.97,8.077e+1,8.077e+1,6.270e-16
316.99,7.578e+1,7.578e+1,6.238e-16
317.02,6.489e+1,6.489e+1,6.190e-16
317.04,5.623e+1,5.623e+1,6.158e-16
317.07,4.276e+1,4.276e+1,6.110e-16
317.09,3.427e+1,3.427e+1,6.078e-16
317.12,2.334e+1,2.334e+1,6.030e-16
317.14,1.761e+1,1.761e+1,5.998e-16
317.17,1.171e+1,1.171e+1,5.950e-16
317.19,9.740e+0,9.740e+0,5.918e-16
317.21,9.526e+0,9.526e+0,5.886e-16
317.24,1.325e+1,1.325e+1,5.837e-16
317.26,1.927e+1,1.927e+1,5.805e-16
317.29,3.578e+1,3.578e+1,5.757e-16
317.31,5.343e+1,5.343e+1,5.725e-16
317.34,9.299e+1,9.299e+1,5.677e-16
317.36,1.297e+2,1.297e+2,5.645e-16
317.39,2.015e+2,2.015e+2,5.597e-16
317.41,2.599e+2,2.599e+2,5.565e-16
317.44,3.591e+2,3.591e+2,5.517e-16
317.46,4.282e+2,4.282e+2,5.485e-16
317.49,5.255e+2,5.255e+2,5.437e-16
317.51,5.792e+2,5.792e+2,5.405e-16
317.54,6.317e+2,6.317e+2,5.357e-16
317.56,6.435e+2,6.435e+2,5.325e-16
317.58,6.351e+2,6.351e+2,5.293e-16
317.61,5.870e+2,5.870e+2,5.245e-16
317.63,5.355e+2,5.355e+2,5.213e-16
317.66,4.397e+2,4.397e+2,5.164e-16
317.68,3.707e+2,3.707e+2,5.132e-16
317.71,2.705e+2,2.705e+2,5.084e-16
317.73,2.107e+2,2.107e+2,5.052e-16
317.76,1.366e+2,1.366e+2,5.004e-16
317.78,9.834e+1,9.834e+1,4.972e-16
317.81,5.662e+1,5.662e+1,4.924e-16
317.83,3.767e+1,3.767e+1,4.892e-16
317.86,1.927e+1,1.927e+1,4.844e-16
317.88,1.185e+1,1.185e+1,4.812e-16
317.91,5.385e+0,5.385e+0,4.764e-16
317.93,3.059e+0,3.059e+0,4.732e-16
317.95,1.684e+0,1.684e+0,4.700e-16
317.98,6.484e-1,6.484e-1,4.652e-16
318,3.299e-1,3.299e-1,4.620e-16
318.03,1.128e-1,1.128e-1,4.572e-16
318.05,5.303e-2,5.303e-2,4.540e-16
318.08,1.611e-2,1.611e-2,4.492e-16
318.1,6.997e-3,6.997e-3,4.459e-16
318.13,1.888e-3,1.888e-3,4.411e-16
318.15,7.577e-4,7.577e-4,4.379e-16
318.18,1.816e-4,1.816e-4,4.331e-16
318.2,6.735e-5,6.735e-5,4.299e-16
318.23,1.435e-5,1.435e-5,4.251e-16
318.25,4.969e-6,4.969e-6,4.219e-16
318.28,1.247e-6,1.247e-6,4.171e-16
318.3,1.267e-6,1.267e-6,4.139e-16
318.33,4.943e-6,4.943e-6,4.091e-16
318.35,1.383e-5,1.383e-5,4.059e-16
318.37,3.779e-5,3.779e-5,4.027e-16
318.4,1.612e-4,1.612e-4,3.979e-16
318.42,4.075e-4,4.075e-4,3.947e-16
318.45,1.545e-3,1.545e-3,3.899e-16
318.47,3.611e-3,3.611e-3,3.867e-16
318.5,1.217e-2,1.217e-2,3.819e-16
318.52,2.629e-2,2.629e-2,3.786e-16
318.55,7.871e-2,7.871e-2,3.738e-16
318.57,1.572e-1,1.572e-1,3.706e-16
318.6,4.184e-1,4.184e-1,3.658e-16
318.62,7.725e-1,7.725e-1,3.626e-16
318.65,1.827e+0,1.827e+0,3.578e-16
318.67,3.119e+0,3.119e+0,3.546e-16
318.7,6.557e+0,6.557e+0,3.498e-16
318.72,1.035e+1,1.035e+1,3.466e-16
318.74,1.582e+1,1.582e+1,3.434e-16
318.77,2.820e+1,2.820e+1,3.386e-16
318.79,3.987e+1,3.987e+1,3.354e-16
318.82,6.321e+1,6.321e+1,3.306e-16
318.84,8.265e+1,8.265e+1,3.274e-16
318.87,1.166e+2,1.166e+2,3.226e-16
318.89,1.411e+2,1.411e+2,3.194e-16
318.92,1.775e+2,1.775e+2,3.146e-16
318.94,1.993e+2,1.993e+2,3.113e-16
318.97,2.248e+2,2.248e+2,3.065e-16
318.99,2.353e+2,2.353e+2,3.033e-16
319.02,2.406e+2,2.406e+2,2.985e-16
319.04,2.377e+2,2.377e+2,2.953e-16
319.07,2.261e+2,2.261e+2,2.905e-16
319.09,2.156e+2,2.156e+2,2.873e-16
319.11,2.045e+2,2.045e+2,2.841e-16
319.14,1.887e+2,1.887e+2,2.793e-16
319.16,1.796e+2,1.796e+2,2.761e-16
319.19,1.678e+2,1.678e+2,2.713e-16
319.21,1.604e+2,1.604e+2,2.681e-16
319.24,1.484e+2,1.484e+2,2.633e-16
319.26,1.388e+2,1.388e+2,2.601e-16
319.29,1.215e+2,1.215e+2,2.553e-16
319.31,1.082e+2,1.082e+2,2.521e-16
319.34,8.678e+1,8.678e+1,2.473e-16
319.36,7.238e+1,7.238e+1,2.441e-16
319.39,5.224e+1,5.224e+1,2.392e-16
319.41,4.049e+1,4.049e+1,2.360e-16
319.44,2.611e+1,2.611e+1,2.312e-16
319.46,1.875e+1,1.875e+1,2.280e-16
319.49,1.077e+1,1.077e+1,2.232e-16
319.51,7.155e+0,7.155e+0,2.200e-16
319.53,4.609e+0,4.609e+0,2.168e-16
319.56,2.248e+0,2.248e+0,2.120e-16
319.58,1.342e+0,1.342e+0,2.088e-16
319.61,5.933e-1,5.933e-1,2.040e-16
319.63,3.483e-1,3.483e-1,2.008e-16
319.66,2.092e-1,2.092e-1,1.960e-16
319.68,2.340e-1,2.340e-1,1.928e-16
319.71,4.745e-1,4.745e-1,1.880e-16
319.73,8.430e-1,8.430e-1,1.848e-16
319.76,1.961e+0,1.961e+0,1.800e-16
319.78,3.331e+0,3.331e+0,1.768e-16
319.81,6.964e+0,6.964e+0,1.719e-16
319.83,1.095e+1,1.095e+1,1.687e-16
319.86,2.037e+1,2.037e+1,1.639e-16
319.88,2.963e+1,2.963e+1,1.607e-16
319.9,4.178e+1,4.178e+1,1.575e-16
319.93,6.597e+1,6.597e+1,1.527e-16
319.95,8.602e+1,8.602e+1,1.495e-16
319.98,1.208e+2,1.208e+2,1.447e-16
320,1.457e+2,1.457e+2,1.415e-16
320.03,1.820e+2,1.820e+2,1.403e-15
320.05,2.030e+2,2.030e+2,6.231e-15
320.08,2.256e+2,2.256e+2,5.500e-14
320.1,2.328e+2,2.328e+2,2.260e-13
320.13,2.300e+2,2.300e+2,1.776e-12
320.15,2.195e+2,2.195e+2,6.750e-12
320.18,1.930e+2,1.930e+2,4.720e-11
320.2,1.703e+2,1.703e+2,1.660e-10
320.23,1.332e+2,1.332e+2,1.033e-9
320.25,1.087e+2,1.087e+2,3.364e-9
320.27,8.602e+1,8.602e+1,1.061e-8
320.3,5.709e+1,5.709e+1,5.612e-8
320.32,4.178e+1,4.178e+1,1.639e-7
320.35,2.467e+1,2.467e+1,7.712e-7
320.37,1.669e+1,1.669e+1,2.083e-6
320.4,8.767e+0,8.767e+0,8.728e-6
320.42,5.488e+0,5.488e+0,2.182e-5
320.45,2.564e+0,2.564e+0,8.135e-5
320.47,1.484e+0,1.484e+0,1.881e-4
320.5,6.173e-1,6.167e-1,6.244e-4
320.52,3.316e-1,3.302e-1,1.336e-3
320.55,1.260e-1,1.220e-1,3.947e-3
320.57,6.827e-2,6.045e-2,7.817e-3
320.6,4.046e-2,1.991e-2,2.055e-2
320.62,4.687e-2,9.211e-3,3.766e-2
320.65,9.128e-2,3.161e-3,8.812e-2
320.67,1.519e-1,2.454e-3,1.494e-1
320.69,2.494e-1,3.878e-3,2.456e-1
320.72,5.016e-1,1.342e-2,4.882e-1
320.74,7.742e-1,3.174e-2,7.424e-1
320.77,1.424e+0,1.100e-1,1.314e+0
320.79,2.091e+0,2.424e-1,1.849e+0
320.82,3.660e+0,7.486e-1,2.911e+0
320.84,5.318e+0,1.527e+0,3.791e+0
320.87,9.513e+0,4.199e+0,5.314e+0
320.89,1.433e+1,7.928e+0,6.403e+0
320.92,2.739e+1,1.940e+1,7.988e+0
320.94,4.281e+1,3.390e+1,8.906e+0
320.97,8.376e+1,7.387e+1,9.890e+0
320.99,1.296e+2,1.194e+2,1.020e+1
321.02,2.418e+2,2.317e+2,1.008e+1
321.04,3.563e+2,3.467e+2,9.625e+0
321.06,5.118e+2,5.029e+2,8.906e+0
321.09,8.366e+2,8.291e+2,7.478e+0
321.11,1.119e+3,1.113e+3,6.403e+0
321.14,1.638e+3,1.633e+3,4.785e+0
321.16,2.033e+3,2.029e+3,3.791e+0
321.19,2.654e+3,2.651e+3,2.522e+0
321.21,3.050e+3,3.048e+3,1.849e+0
321.24,3.547e+3,3.546e+3,1.095e+0
321.26,3.773e+3,3.772e+3,7.424e-1
321.29,3.907e+3,3.906e+3,3.913e-1
321.31,3.846e+3,3.846e+3,2.456e-1
321.34,3.546e+3,3.546e+3,1.152e-1
321.36,3.231e+3,3.231e+3,6.689e-2
321.39,2.651e+3,2.651e+3,2.793e-2
321.41,2.236e+3,2.236e+3,1.501e-2
321.44,1.633e+3,1.633e+3,5.576e-3
321.46,1.275e+3,1.275e+3,2.772e-3
321.48,9.644e+2,9.644e+2,1.336e-3
321.51,5.988e+2,5.988e+2,4.219e-4
321.53,4.192e+2,4.192e+2,1.881e-4
321.56,2.317e+2,2.317e+2,5.287e-5
321.58,1.501e+2,1.501e+2,2.182e-5
321.61,7.387e+1,7.387e+1,5.456e-6
321.63,4.429e+1,4.429e+1,2.083e-6
321.66,1.940e+1,1.940e+1,4.638e-7
321.68,1.077e+1,1.077e+1,1.639e-7
321.71,4.199e+0,4.199e+0,3.247e-8
321.73,2.156e+0,2.156e+0,1.061e-8
321.76,7.486e-1,7.486e-1,1.872e-9
321.78,3.558e-1,3.558e-1,5.662e-10
321.81,1.100e-1,1.100e-1,8.887e-11
321.83,4.836e-2,4.836e-2,2.488e-11
321.85,2.062e-2,2.062e-2,6.750e-12
321.88,5.415e-3,5.415e-3,9.001e-13
321.9,2.137e-3,2.137e-3,2.260e-13
321.93,4.997e-4,4.997e-4,2.682e-14
321.95,1.825e-4,1.825e-4,6.231e-15
321.98,3.829e-5,3.829e-5,6.583e-16
322,1.380e-5,1.380e-5,6.623e-16
322.03,7.363e-6,7.363e-6,6.682e-16
322.05,1.518e-5,1.518e-5,6.722e-16
322.08,6.805e-5,6.805e-5,6.782e-16
322.1,1.851e-4,1.851e-4,6.822e-16
322.13,7.958e-4,7.958e-4,6.882e-16
322.15,2.043e-3,2.043e-3,6.922e-16
322.18,8.039e-3,8.039e-3,6.982e-16
322.2,1.945e-2,1.945e-2,7.022e-16
322.22,4.594e-2,4.594e-2,7.062e-16
322.25,1.593e-1,1.593e-1,7.122e-16
322.27,3.540e-1,3.540e-1,7.162e-16
322.3,1.117e+0,1.117e+0,7.222e-16
322.32,2.328e+0,2.328e+0,7.262e-16
322.35,6.663e+0,6.663e+0,7.322e-16
322.37,1.299e+1,1.299e+1,7.362e-16
322.4,3.355e+1,3.355e+1,7.422e-16
322.42,6.100e+1,6.100e+1,7.462e-16
322.45,1.418e+2,1.418e+2,7.522e-16
322.47,2.400e+2,2.400e+2,7.561e-16
322.5,5.005e+2,5.005e+2,7.621e-16
322.52,7.874e+2,7.874e+2,7.661e-16
322.55,1.470e+3,1.470e+3,7.721e-16
322.57,2.148e+3,2.148e+3,7.761e-16
322.6,3.585e+3,3.585e+3,7.821e-16
322.62,4.859e+3,4.859e+3,7.861e-16
322.64,6.390e+3,6.390e+3,7.901e-16
322.67,9.108e+3,9.108e+3,7.961e-16
322.69,1.111e+4,1.111e+4,8.001e-16
322.72,1.415e+4,1.415e+4,8.061e-16
322.74,1.602e+4,1.602e+4,8.101e-16
322.77,1.827e+4,1.827e+4,8.161e-16
322.79,1.924e+4,1.924e+4,8.201e-16
322.82,1.976e+4,1.976e+4,8.261e-16
322.84,1.948e+4,1.948e+4,8.301e-16
322.87,1.827e+4,1.827e+4,8.361e-16
322.89,1.711e+4,1.711e+4,8.401e-16
322.92,1.514e+4,1.514e+4,8.461e-16
322.94,1.384e+4,1.384e+4,8.500e-16
322.97,1.213e+4,1.213e+4,8.560e-16
322.99,1.119e+4,1.119e+4,8.600e-16
323.01,1.041e+4,1.041e+4,8.640e-16
323.04,9.440e+3,9.440e+3,8.700e-16
323.06,8.852e+3,8.852e+3,8.740e-16
323.09,7.936e+3,7.936e+3,8.800e-16
323.11,7.259e+3,7.259e+3,8.840e-16
323.14,6.127e+3,6.127e+3,8.900e-16
323.16,5.319e+3,5.319e+3,8.940e-16
323.19,4.099e+3,4.099e+3,9.000e-16
323.21,3.330e+3,3.330e+3,9.040e-16
323.24,2.310e+3,2.310e+3,9.100e-16
323.26,1.746e+3,1.746e+3,9.140e-16
323.29,1.084e+3,1.084e+3,9.200e-16
323.31,7.599e+2,7.599e+2,9.240e-16
323.34,4.214e+2,4.214e+2,9.300e-16
323.36,2.739e+2,2.739e+2,9.340e-16
323.38,1.726e+2,1.726e+2,9.379e-16
323.41,8.166e+1,8.166e+1,9.439e-16
323.43,4.780e+1,4.780e+1,9.479e-16
323.46,2.046e+1,2.046e+1,9.539e-16
323.48,1.156e+1,1.156e+1,9.579e-16
323.51,5.739e+0,5.739e+0,9.639e-16
323.53,4.892e+0,4.892e+0,9.679e-16
323.56,6.774e+0,6.774e+0,9.739e-16
323.58,1.009e+1,1.009e+1,9.779e-16
323.61,1.904e+1,1.904e+1,9.839e-16
323.63,2.861e+1,2.861e+1,9.879e-16
323.66,5.072e+1,5.072e+1,9.939e-16
323.68,7.247e+1,7.247e+1,9.979e-16
323.71,1.197e+2,1.197e+2,1.004e-15
323.73,1.639e+2,1.639e+2,1.008e-15
323.76,2.560e+2,2.560e+2,1.014e-15
323.78,3.391e+2,3.391e+2,1.018e-15
323.8,4.437e+2,4.437e+2,1.022e-15
323.83,6.485e+2,6.485e+2,1.028e-15
323.85,8.206e+2,8.206e+2,1.032e-15
323.88,1.133e+3,1.133e+3,1.038e-15
323.9,1.374e+3,1.374e+3,1.042e-15
323.93,1.766e+3,1.766e+3,1.048e-15
323.95,2.030e+3,2.030e+3,1.052e-15
323.98,2.395e+3,2.395e+3,1.058e-15
324,2.596e+3,2.596e+3,1.062e-15
324.03,2.802e+3,2.802e+3,1.068e-15
324.05,2.871e+3,2.871e+3,1.072e-15
324.08,2.884e+3,2.884e+3,1.078e-15
324.1,2.857e+3,2.857e+3,1.082e-15
324.13,2.830e+3,2.830e+3,1.088e-15
324.15,2.867e+3,2.867e+3,1.092e-15
324.17,2.985e+3,2.985e+3,1.096e-15
324.2,3.366e+3,3.366e+3,1.102e-15
324.22,3.771e+3,3.771e+3,1.106e-15
324.25,4.583e+3,4.583e+3,1.112e-15
324.27,5.219e+3,5.219e+3,1.116e-15
324.3,6.197e+3,6.197e+3,1.122e-15
324.32,6.782e+3,6.782e+3,1.126e-15
324.35,7.413e+3,7.413e+3,1.132e-15
324.37,7.605e+3,7.605e+3,1.136e-15
324.4,7.489e+3,7.489e+3,1.142e-15
324.42,7.145e+3,7.145e+3,1.146e-15
324.45,6.296e+3,6.296e+3,1.152e-15
324.47,5.572e+3,5.572e+3,1.156e-15
324.5,4.384e+3,4.384e+3,1.162e-15
324.52,3.597e+3,3.597e+3,1.166e-15
324.54,2.863e+3,2.863e+3,1.170e-15
324.57,1.921e+3,1.921e+3,1.176e-15
324.59,1.417e+3,1.417e+3,1.180e-15
324.62,8.490e+2,8.490e+2,1.186e-15
324.64,5.814e+2,5.814e+2,1.190e-15
324.67,3.130e+2,3.130e+2,1.196e-15
324.69,2.017e+2,2.017e+2,1.200e-15
324.72,1.047e+2,1.047e+2,1.206e-15
324.74,7.247e+1,7.247e+1,1.210e-15
324.77,5.656e+1,5.656e+1,1.216e-15
324.79,6.215e+1,6.215e+1,1.220e-15
324.82,9.102e+1,9.102e+1,1.226e-15
324.84,1.240e+2,1.240e+2,1.230e-15
324.87,1.964e+2,1.964e+2,1.236e-15
324.89,2.617e+2,2.617e+2,1.240e-15
324.92,3.879e+2,3.879e+2,1.246e-15
324.94,4.912e+2,4.912e+2,1.250e-15
324.96,6.090e+2,6.090e+2,1.254e-15
324.99,8.083e+2,8.083e+2,1.260e-15
325.01,9.518e+2,9.518e+2,1.264e-15
325.04,1.173e+3,1.173e+3,1.270e-15
325.06,1.320e+3,1.320e+3,1.274e-15
325.09,1.529e+3,1.529e+3,1.280e-15
325.11,1.658e+3,1.658e+3,1.284e-15
325.14,1.831e+3,1.831e+3,1.290e-15
325.16,1.932e+3,1.932e+3,1.294e-15
325.19,2.056e+3,2.056e+3,1.300e-15
325.21,2.119e+3,2.119e+3,1.304e-15
325.24,2.178e+3,2.178e+3,1.310e-15
325.26,2.192e+3,2.192e+3,1.314e-15
325.29,2.184e+3,2.184e+3,1.320e-15
325.31,2.171e+3,2.171e+3,1.324e-15
325.33,2.167e+3,2.167e+3,1.328e-15
325.36,2.221e+3,2.221e+3,1.334e-15
325.38,2.330e+3,2.330e+3,1.338e-15
325.41,2.657e+3,2.657e+3,1.344e-15
325.43,3.005e+3,3.005e+3,1.347e-15
325.46,3.732e+3,3.732e+3,1.353e-15
325.48,4.333e+3,4.333e+3,1.357e-15
325.51,5.340e+3,5.340e+3,1.363e-15
325.53,6.021e+3,6.021e+3,1.367e-15
325.56,6.940e+3,6.940e+3,1.373e-15
325.58,7.423e+3,7.423e+3,1.377e-15
325.61,7.884e+3,7.884e+3,1.383e-15
325.63,8.003e+3,8.003e+3,1.387e-15
325.66,7.936e+3,7.936e+3,1.393e-15
325.68,7.772e+3,7.772e+3,1.397e-15
325.71,7.442e+3,7.442e+3,1.403e-15
325.73,7.219e+3,7.219e+3,1.407e-15
325.75,7.024e+3,7.024e+3,1.411e-15
325.78,6.810e+3,6.810e+3,1.417e-15
325.8,6.718e+3,6.718e+3,1.421e-15
325.83,6.628e+3,6.628e+3,1.427e-15
325.85,6.576e+3,6.576e+3,1.431e-15
325.88,6.476e+3,6.476e+3,1.437e-15
325.9,6.377e+3,6.377e+3,1.441e-15
325.93,6.163e+3,6.163e+3,1.447e-15
325.95,5.972e+3,5.972e+3,1.451e-15
325.98,5.603e+3,5.603e+3,1.457e-15
326,5.300e+3,5.300e+3,1.461e-15
326.03,4.759e+3,4.759e+3,1.467e-15
326.05,4.345e+3,4.345e+3,1.471e-15
326.08,3.668e+3,3.668e+3,1.477e-15
326.1,3.199e+3,3.199e+3,1.481e-15
326.12,2.736e+3,2.736e+3,1.485e-15
326.15,2.097e+3,2.097e+3,1.491e-15
326.17,1.733e+3,1.733e+3,1.495e-15
326.2,1.321e+3,1.321e+3,1.501e-15
326.22,1.151e+3,1.151e+3,1.505e-15
326.25,1.066e+3,1.066e+3,1.511e-15
326.27,1.125e+3,1.125e+3,1.515e-15
326.3,1.371e+3,1.371e+3,1.521e-15
326.32,1.624e+3,1.624e+3,1.525e-15
326.35,2.096e+3,2.096e+3,1.531e-15
326.37,2.439e+3,2.439e+3,1.535e-15
326.4,2.928e+3,2.928e+3,1.541e-15
326.42,3.199e+3,3.199e+3,1.545e-15
326.45,3.465e+3,3.465e+3,1.551e-15
326.47,3.527e+3,3.527e+3,1.555e-15
326.49,3.492e+3,3.492e+3,1.559e-15
326.52,3.274e+3,3.274e+3,1.565e-15
326.54,3.043e+3,3.043e+3,1.569e-15
326.57,2.629e+3,2.629e+3,1.575e-15
326.59,2.348e+3,2.348e+3,1.579e-15
326.62,1.976e+3,1.976e+3,1.585e-15
326.64,1.786e+3,1.786e+3,1.589e-15
326.67,1.607e+3,1.607e+3,1.595e-15
326.69,1.556e+3,1.556e+3,1.599e-15
326.72,1.560e+3,1.560e+3,1.605e-15
326.74,1.597e+3,1.597e+3,1.609e-15
326.77,1.668e+3,1.668e+3,1.615e-15
326.79,1.709e+3,1.709e+3,1.619e-15
326.82,1.738e+3,1.738e+3,1.625e-15
326.84,1.729e+3,1.729e+3,1.629e-15
326.87,1.676e+3,1.676e+3,1.635e-15
326.89,1.618e+3,1.618e+3,1.639e-15
326.91,1.548e+3,1.548e+3,1.643e-15
326.94,1.428e+3,1.428e+3,1.649e-15
326.96,1.344e+3,1.344e+3,1.653e-15
326.99,1.218e+3,1.218e+3,1.659e-15
327.01,1.135e+3,1.135e+3,1.663e-15
327.04,1.015e+3,1.015e+3,1.669e-15
327.06,9.386e+2,9.386e+2,1.673e-15
327.09,8.340e+2,8.340e+2,1.679e-15
327.11,7.737e+2,7.737e+2,1.683e-15
327.14,7.030e+2,7.030e+2,1.689e-15
327.16,6.710e+2,6.710e+2,1.693e-15
327.19,6.453e+2,6.453e+2,1.699e-15
327.21,6.403e+2,6.403e+2,1.703e-15
327.24,6.422e+2,6.422e+2,1.709e-15
327.26,6.433e+2,6.433e+2,1.713e-15
327.28,6.390e+2,6.390e+2,1.717e-15
327.31,6.154e+2,6.154e+2,1.723e-15
327.33,5.854e+2,5.854e+2,1.727e-15
327.36,5.196e+2,5.196e+2,1.733e-15
327.38,4.646e+2,4.646e+2,1.737e-15
327.41,3.733e+2,3.733e+2,1.743e-15
327.43,3.116e+2,3.116e+2,1.747e-15
327.46,2.260e+2,2.260e+2,1.753e-15
327.48,1.769e+2,1.769e+2,1.757e-15
327.51,1.187e+2,1.187e+2,1.763e-15
327.53,9.081e+1,9.081e+1,1.767e-15
327.56,6.494e+1,6.494e+1,1.773e-15
327.58,5.737e+1,5.737e+1,1.777e-15
327.61,5.851e+1,5.851e+1,1.783e-15
327.63,6.629e+1,6.629e+1,1.787e-15
327.65,7.855e+1,7.855e+1,1.791e-15
327.68,1.029e+2,1.029e+2,1.797e-15
327.7,1.214e+2,1.214e+2,1.801e-15
327.73,1.489e+2,1.489e+2,1.807e-15
327.75,1.649e+2,1.649e+2,1.811e-15
327.78,1.821e+2,1.821e+2,1.817e-15
327.8,1.875e+2,1.875e+2,1.821e-15
327.83,1.854e+2,1.854e+2,1.827e-15
327.85,1.773e+2,1.773e+2,1.831e-15
327.88,1.568e+2,1.568e+2,1.837e-15
327.9,1.392e+2,1.392e+2,1.841e-15
327.93,1.101e+2,1.101e+2,1.847e-15
327.95,9.071e+1,9.071e+1,1.851e-15
327.98,6.417e+1,6.417e+1,1.857e-15
328,4.908e+1,4.908e+1,1.861e-15
328.03,3.105e+1,3.105e+1,1.867e-15
328.05,2.205e+1,2.205e+1,1.871e-15
328.07,1.519e+1,1.519e+1,1.875e-15
328.1,8.221e+0,8.221e+0,1.881e-15
328.12,5.259e+0,5.259e+0,1.885e-15
328.15,2.545e+0,2.545e+0,1.891e-15
328.17,1.511e+0,1.511e+0,1.895e-15
328.2,6.541e-1,6.541e-1,1.901e-15
328.22,3.606e-1,3.606e-1,1.905e-15
328.25,1.395e-1,1.395e-1,1.911e-15
328.27,7.141e-2,7.141e-2,1.915e-15
328.3,2.472e-2,2.472e-2,1.921e-15
328.32,1.174e-2,1.174e-2,1.925e-15
328.35,3.634e-3,3.634e-3,1.931e-15
328.37,1.602e-3,1.602e-3,1.935e-15
328.4,4.436e-4,4.436e-4,1.941e-15
328.42,1.816e-4,1.816e-4,1.945e-15
328.44,7.213e-5,7.213e-5,1.949e-15
328.47,1.708e-5,1.708e-5,1.955e-15
328.49,6.298e-6,6.298e-6,1.959e-15
328.52,1.334e-6,1.334e-6,1.965e-15
328.54,4.566e-7,4.566e-7,1.969e-15
328.57,8.647e-8,8.647e-8,1.975e-15
328.59,2.748e-8,2.748e-8,1.979e-15
328.62,4.654e-9,4.654e-9,1.985e-15
328.64,1.373e-9,1.373e-9,1.989e-15
328.67,2.079e-10,2.079e-10,1.995e-15
