Wavelength (nm),Sum(calc),Mg I (1.1e-1),Mg II (8.9e-1),Mg III (5.4e-4)
333.553,2.286e-41,2.286e-41,5.433e-71,
333.555,8.830e-40,8.830e-40,5.433e-71,
333.556,5.356e-39,5.356e-39,5.433e-71,
333.558,1.877e-37,1.877e-37,5.434e-71,
333.56,6.169e-36,6.169e-36,5.434e-71,
333.561,3.451e-35,3.451e-35,5.435e-71,
333.563,1.029e-33,1.029e-33,5.435e-71,
333.565,2.877e-32,2.877e-32,5.436e-71,
333.566,1.485e-31,1.485e-31,5.436e-71,
333.568,3.766e-30,3.766e-30,5.436e-71,
333.57,8.956e-29,8.956e-29,5.437e-71,
333.571,4.263e-28,4.263e-28,5.437e-71,
333.573,9.200e-27,9.200e-27,5.438e-71,
333.575,1.861e-25,1.861e-25,5.438e-71,
333.576,8.170e-25,8.170e-25,5.438e-71,
333.578,1.500e-23,1.500e-23,5.439e-71,
333.58,2.582e-22,2.582e-22,5.439e-71,
333.581,1.045e-21,1.045e-21,5.439e-71,
333.583,1.633e-20,1.633e-20,5.440e-71,
333.585,2.390e-19,2.390e-19,5.440e-71,
333.586,8.927e-19,8.927e-19,5.441e-71,
333.588,1.186e-17,1.186e-17,5.441e-71,
333.59,1.477e-16,1.477e-16,5.442e-71,
333.591,5.089e-16,5.089e-16,5.442e-71,
333.593,5.753e-15,5.753e-15,5.442e-71,
333.595,6.096e-14,6.096e-14,5.443e-71,
333.596,1.937e-13,1.937e-13,5.443e-71,
333.598,1.862e-12,1.862e-12,5.443e-71,
333.6,1.679e-11,1.679e-11,5.444e-71,
333.601,4.919e-11,4.919e-11,5.444e-71,
333.603,4.024e-10,4.024e-10,5.445e-71,
333.605,3.086e-9,3.086e-9,5.445e-71,
333.606,8.341e-9,8.341e-9,5.445e-71,
333.608,5.805e-8,5.805e-8,5.446e-71,
333.61,3.787e-7,3.787e-7,5.446e-71,
333.611,9.441e-7,9.441e-7,5.447e-71,
333.613,5.590e-6,5.590e-6,5.447e-71,
333.615,3.102e-5,3.102e-5,5.447e-71,
333.616,7.133e-5,7.133e-5,5.448e-71,
333.618,3.593e-4,3.593e-4,5.448e-71,
333.62,1.696e-3,1.696e-3,5.449e-71,
333.621,3.597e-3,3.597e-3,5.449e-71,
333.623,1.541e-2,1.541e-2,5.449e-71,
333.625,6.191e-2,6.191e-2,5.450e-71,
333.626,1.211e-1,1.211e-1,5.450e-71,
333.628,4.414e-1,4.414e-1,5.451e-71,
333.63,1.508e+0,1.508e+0,5.451e-71,
333.631,2.721e+0,2.721e+0,5.451e-71,
333.633,8.439e+0,8.439e+0,5.452e-71,
333.635,2.453e+1,2.453e+1,5.452e-71,
333.636,4.082e+1,4.082e+1,5.452e-71,
333.638,1.077e+2,1.077e+2,5.453e-71,
333.64,2.663e+2,2.663e+2,5.453e-71,
333.641,4.088e+2,4.088e+2,5.454e-71,
333.643,9.173e+2,9.173e+2,5.454e-71,
333.645,1.930e+3,1.930e+3,5.455e-71,
333.646,2.732e+3,2.732e+3,5.455e-71,
333.648,5.216e+3,5.216e+3,5.455e-71,
333.65,9.335e+3,9.335e+3,5.456e-71,
333.651,1.219e+4,1.219e+4,5.456e-71,
333.653,1.980e+4,1.980e+4,5.456e-71,
333.655,3.014e+4,3.014e+4,5.457e-71,
333.656,3.630e+4,3.630e+4,5.457e-71,
333.658,5.016e+4,5.016e+4,5.458e-71,
333.66,6.497e+4,6.497e+4,5.458e-71,
333.661,7.217e+4,7.217e+4,5.458e-71,
333.663,8.483e+4,8.483e+4,5.459e-71,
333.665,9.347e+4,9.347e+4,5.459e-71,
333.666,9.577e+4,9.577e+4,5.460e-71,
333.668,9.577e+4,9.577e+4,5.460e-71,
333.67,8.977e+4,8.977e+4,5.460e-71,
333.671,8.483e+4,8.483e+4,5.461e-71,
333.673,7.217e+4,7.217e+4,5.461e-71,
333.675,5.755e+4,5.755e+4,5.462e-71,
333.676,5.016e+4,5.016e+4,5.462e-71,
333.678,3.630e+4,3.630e+4,5.462e-71,
333.68,2.463e+4,2.463e+4,5.463e-71,
333.681,1.980e+4,1.980e+4,5.463e-71,
333.683,1.219e+4,1.219e+4,5.464e-71,
333.685,7.035e+3,7.035e+3,5.464e-71,
333.686,5.216e+3,5.216e+3,5.464e-71,
333.688,2.732e+3,2.732e+3,5.465e-71,
333.69,1.341e+3,1.341e+3,5.465e-71,
333.691,9.173e+2,9.173e+2,5.465e-71,
333.693,4.088e+2,4.088e+2,5.466e-71,
333.695,1.707e+2,1.707e+2,5.466e-71,
333.696,1.077e+2,1.077e+2,5.467e-71,
333.698,4.082e+1,4.082e+1,5.467e-71,
333.7,1.451e+1,1.451e+1,5.468e-71,
333.701,8.439e+0,8.439e+0,5.468e-71,
333.703,2.721e+0,2.721e+0,5.468e-71,
333.705,8.226e-1,8.226e-1,5.469e-71,
333.706,4.414e-1,4.414e-1,5.469e-71,
333.708,1.211e-1,1.211e-1,5.469e-71,
333.71,3.114e-2,3.114e-2,5.470e-71,
333.711,1.541e-2,1.541e-2,5.470e-71,
333.713,3.597e-3,3.597e-3,5.471e-71,
333.715,7.870e-4,7.870e-4,5.471e-71,
333.716,3.593e-4,3.593e-4,5.471e-71,
333.718,7.133e-5,7.133e-5,5.472e-71,
333.72,1.328e-5,1.328e-5,5.472e-71,
333.721,5.590e-6,5.590e-6,5.473e-71,
333.723,9.441e-7,9.441e-7,5.473e-71,
333.725,1.495e-7,1.495e-7,5.474e-71,
333.726,5.805e-8,5.805e-8,5.474e-71,
333.728,8.341e-9,8.341e-9,5.474e-71,
333.73,1.124e-9,1.124e-9,5.475e-71,
333.731,4.024e-10,4.024e-10,5.475e-71,
333.733,4.919e-11,4.919e-11,5.475e-71,
333.735,5.637e-12,5.637e-12,5.476e-71,
333.736,1.862e-12,1.862e-12,5.476e-71,
333.738,1.937e-13,1.937e-13,5.477e-71,
333.74,1.888e-14,1.888e-14,5.477e-71,
333.741,5.753e-15,5.753e-15,5.477e-71,
333.743,5.089e-16,5.089e-16,5.478e-71,
333.745,4.220e-17,4.220e-17,5.478e-71,
333.746,1.186e-17,1.186e-17,5.479e-71,
333.748,8.927e-19,8.927e-19,5.479e-71,
333.75,6.298e-20,6.298e-20,5.479e-71,
333.751,1.633e-20,1.633e-20,5.480e-71,
333.753,1.045e-21,1.045e-21,5.480e-71,
333.755,6.274e-23,6.274e-23,5.481e-71,
333.756,1.500e-23,1.500e-23,5.481e-71,
333.758,8.170e-25,8.170e-25,5.481e-71,
333.76,4.171e-26,4.171e-26,5.482e-71,
333.761,9.200e-27,9.200e-27,5.482e-71,
333.763,4.263e-28,4.263e-28,5.483e-71,
333.765,1.852e-29,1.852e-29,5.483e-71,
333.766,3.766e-30,3.766e-30,5.483e-71,
333.768,1.485e-31,1.485e-31,5.484e-71,
333.77,5.486e-33,5.486e-33,5.484e-71,
333.771,1.029e-33,1.029e-33,5.484e-71,
333.773,3.451e-35,3.451e-35,5.485e-71,
333.775,1.085e-36,1.085e-36,5.485e-71,
333.776,1.877e-37,1.877e-37,5.486e-71,
333.778,5.356e-39,5.356e-39,5.486e-71,
333.779,8.830e-40,8.830e-40,5.486e-71,
333.781,2.286e-41,2.286e-41,5.487e-71,
333.783,5.548e-43,5.548e-43,5.487e-71,
333.784,8.436e-44,8.436e-44,5.488e-71,
333.786,1.858e-45,1.858e-45,5.488e-71,
333.788,3.836e-47,3.836e-47,5.488e-71,
333.789,5.380e-48,5.380e-48,5.489e-71,
333.791,1.008e-49,1.008e-49,5.489e-71,
333.793,1.771e-51,1.771e-51,5.490e-71,
333.794,2.290e-52,2.290e-52,5.490e-71,
333.796,3.651e-54,3.651e-54,5.490e-71,
333.798,5.455e-56,5.455e-56,5.491e-71,
333.799,6.509e-57,6.509e-57,5.491e-71,
333.801,8.826e-59,8.826e-59,5.492e-71,
333.803,1.122e-60,1.122e-60,5.492e-71,
333.804,1.235e-61,1.235e-61,5.492e-71,
333.806,1.424e-63,1.424e-63,5.493e-71,
333.808,1.540e-65,1.540e-65,5.493e-71,
333.809,1.563e-66,1.563e-66,5.493e-71,
333.811,1.534e-68,1.534e-68,5.494e-71,
333.813,1.412e-70,1.412e-70,5.494e-71,
333.814,1.321e-71,1.321e-71,5.495e-71,
353.729,1.021e-70,2.330e-69,1.021e-70,
353.731,7.840e-69,2.330e-69,7.840e-69,
353.733,5.682e-67,2.331e-69,5.682e-67,
353.734,4.734e-66,2.331e-69,4.734e-66,
353.736,3.148e-64,2.331e-69,3.148e-64,
353.738,1.976e-62,2.331e-69,1.976e-62,
353.739,1.532e-61,2.331e-69,1.532e-61,
353.741,8.823e-60,2.331e-69,8.823e-60,
353.743,4.797e-58,2.332e-69,4.797e-58,
353.744,3.461e-57,2.332e-69,3.461e-57,
353.746,1.726e-55,2.332e-69,1.726e-55,
353.748,8.130e-54,2.332e-69,8.130e-54,
353.749,5.460e-53,2.332e-69,5.460e-53,
353.751,2.359e-51,2.333e-69,2.359e-51,
353.753,9.620e-50,2.333e-69,9.620e-50,
353.754,6.012e-49,2.333e-69,6.012e-49,
353.756,2.250e-47,2.333e-69,2.250e-47,
353.758,7.946e-46,2.333e-69,7.946e-46,
353.759,4.622e-45,2.334e-69,4.622e-45,
353.761,1.498e-43,2.334e-69,1.498e-43,
353.763,4.583e-42,2.334e-69,4.583e-42,
353.764,2.481e-41,2.334e-69,2.481e-41,
353.766,6.963e-40,2.334e-69,6.963e-40,
353.768,1.845e-38,2.335e-69,1.845e-38,
353.769,9.296e-38,2.335e-69,9.296e-38,
353.771,2.260e-36,2.335e-69,2.260e-36,
353.773,5.187e-35,2.335e-69,5.187e-35,
353.774,2.432e-34,2.335e-69,2.432e-34,
353.776,5.120e-33,2.336e-69,5.120e-33,
353.778,1.018e-31,2.336e-69,1.018e-31,
353.779,4.441e-31,2.336e-69,4.441e-31,
353.781,8.099e-30,2.336e-69,8.099e-30,
353.783,1.394e-28,2.336e-69,1.394e-28,
353.784,5.663e-28,2.336e-69,5.663e-28,
353.786,8.944e-27,2.337e-69,8.944e-27,
353.788,1.334e-25,2.337e-69,1.334e-25,
353.789,5.041e-25,2.337e-69,5.041e-25,
353.791,6.896e-24,2.337e-69,6.896e-24,
353.793,8.907e-23,2.337e-69,8.907e-23,
353.794,3.133e-22,2.338e-69,3.133e-22,
353.796,3.712e-21,2.338e-69,3.712e-21,
353.798,4.152e-20,2.338e-69,4.152e-20,
353.799,1.359e-19,2.338e-69,1.359e-19,
353.801,1.395e-18,2.338e-69,1.395e-18,
353.803,1.351e-17,2.339e-69,1.351e-17,
353.804,4.117e-17,2.339e-69,4.117e-17,
353.806,3.659e-16,2.339e-69,3.659e-16,
353.808,3.071e-15,2.339e-69,3.071e-15,
353.809,8.706e-15,2.339e-69,8.706e-15,
353.811,6.702e-14,2.340e-69,6.702e-14,
353.813,4.871e-13,2.340e-69,4.871e-13,
353.814,1.285e-12,2.340e-69,1.285e-12,
353.816,8.570e-12,2.340e-69,8.570e-12,
353.818,5.395e-11,2.340e-69,5.395e-11,
353.819,1.325e-10,2.341e-69,1.325e-10,
353.821,7.650e-10,2.341e-69,7.650e-10,
353.823,4.171e-9,2.341e-69,4.171e-9,
353.824,9.532e-9,2.341e-69,9.532e-9,
353.826,4.768e-8,2.341e-69,4.768e-8,
353.828,2.252e-7,2.342e-69,2.252e-7,
353.829,4.789e-7,2.342e-69,4.789e-7,
353.831,2.075e-6,2.342e-69,2.075e-6,
353.833,8.485e-6,2.342e-69,8.485e-6,
353.834,1.679e-5,2.342e-69,1.679e-5,
353.836,6.302e-5,2.342e-69,6.302e-5,
353.838,2.232e-4,2.343e-69,2.232e-4,
353.839,4.112e-4,2.343e-69,4.112e-4,
353.841,1.336e-3,2.343e-69,1.336e-3,
353.843,4.100e-3,2.343e-69,4.100e-3,
353.844,7.029e-3,2.343e-69,7.029e-3,
353.846,1.979e-2,2.344e-69,1.979e-2,
353.848,5.258e-2,2.344e-69,5.258e-2,
353.849,8.389e-2,2.344e-69,8.389e-2,
353.851,2.045e-1,2.344e-69,2.045e-1,
353.853,4.707e-1,2.344e-69,4.707e-1,
353.854,6.989e-1,2.345e-69,6.989e-1,
353.856,1.476e+0,2.345e-69,1.476e+0,
353.858,2.942e+0,2.345e-69,2.942e+0,
353.859,4.066e+0,2.345e-69,4.066e+0,
353.861,7.435e+0,2.345e-69,7.435e+0,
353.863,1.284e+1,2.346e-69,1.284e+1,
353.864,1.651e+1,2.346e-69,1.651e+1,
353.866,2.615e+1,2.346e-69,2.615e+1,
353.868,3.911e+1,2.346e-69,3.911e+1,
353.869,4.681e+1,2.346e-69,4.681e+1,
353.871,6.421e+1,2.347e-69,6.421e+1,
353.873,8.318e+1,2.347e-69,8.318e+1,
353.874,9.264e+1,2.347e-69,9.264e+1,
353.876,1.101e+2,2.347e-69,1.101e+2,
353.878,1.235e+2,2.347e-69,1.235e+2,
353.879,1.280e+2,2.347e-69,1.280e+2,
353.881,1.317e+2,2.348e-69,1.317e+2,
353.883,1.280e+2,2.348e-69,1.280e+2,
353.884,1.235e+2,2.348e-69,1.235e+2,
353.886,1.101e+2,2.348e-69,1.101e+2,
353.888,9.264e+1,2.349e-69,9.264e+1,
353.889,8.318e+1,2.349e-69,8.318e+1,
353.891,6.421e+1,2.349e-69,6.421e+1,
353.893,4.681e+1,2.349e-69,4.681e+1,
353.894,3.911e+1,2.349e-69,3.911e+1,
353.896,2.615e+1,2.349e-69,2.615e+1,
353.898,1.651e+1,2.350e-69,1.651e+1,
353.899,1.284e+1,2.350e-69,1.284e+1,
353.901,7.435e+0,2.350e-69,7.435e+0,
353.903,4.066e+0,2.350e-69,4.066e+0,
353.904,2.942e+0,2.350e-69,2.942e+0,
353.906,1.476e+0,2.351e-69,1.476e+0,
353.908,6.989e-1,2.351e-69,6.989e-1,
353.909,4.707e-1,2.351e-69,4.707e-1,
353.911,2.045e-1,2.351e-69,2.045e-1,
353.913,8.389e-2,2.351e-69,8.389e-2,
353.914,5.258e-2,2.352e-69,5.258e-2,
353.916,1.979e-2,2.352e-69,1.979e-2,
353.918,7.029e-3,2.352e-69,7.029e-3,
353.919,4.100e-3,2.352e-69,4.100e-3,
353.921,1.336e-3,2.352e-69,1.336e-3,
353.923,4.112e-4,2.353e-69,4.112e-4,
353.924,2.232e-4,2.353e-69,2.232e-4,
353.926,6.302e-5,2.353e-69,6.302e-5,
353.928,1.679e-5,2.353e-69,1.679e-5,
353.929,8.485e-6,2.353e-69,8.485e-6,
353.931,2.075e-6,2.354e-69,2.075e-6,
353.933,4.789e-7,2.354e-69,4.789e-7,
353.934,2.252e-7,2.354e-69,2.252e-7,
353.936,4.768e-8,2.354e-69,4.768e-8,
353.938,9.532e-9,2.354e-69,9.532e-9,
353.939,4.171e-9,2.354e-69,4.171e-9,
353.941,7.650e-10,2.355e-69,7.650e-10,
353.943,1.325e-10,2.355e-69,1.325e-10,
353.944,5.395e-11,2.355e-69,5.395e-11,
353.946,8.570e-12,2.355e-69,8.570e-12,
353.948,1.285e-12,2.356e-69,1.285e-12,
353.949,4.871e-13,2.356e-69,4.871e-13,
353.951,6.702e-14,2.356e-69,6.702e-14,
353.953,8.706e-15,2.356e-69,8.706e-15,
353.954,3.071e-15,2.356e-69,3.071e-15,
353.956,3.659e-16,2.356e-69,3.659e-16,
353.958,4.117e-17,2.357e-69,4.117e-17,
353.959,1.351e-17,2.357e-69,1.351e-17,
353.961,1.395e-18,2.357e-69,1.395e-18,
353.963,1.359e-19,2.357e-69,1.359e-19,
353.964,4.152e-20,2.357e-69,4.152e-20,
353.966,3.712e-21,2.358e-69,3.712e-21,
353.968,3.133e-22,2.358e-69,3.133e-22,
353.969,8.907e-23,2.358e-69,8.907e-23,
353.971,6.896e-24,2.358e-69,6.896e-24,
353.973,5.041e-25,2.358e-69,5.041e-25,
353.974,1.334e-25,2.359e-69,1.334e-25,
353.976,8.944e-27,2.359e-69,8.944e-27,
353.978,5.663e-28,2.359e-69,5.663e-28,
353.979,1.394e-28,2.359e-69,1.394e-28,
353.981,8.099e-30,2.359e-69,8.099e-30,
353.983,4.441e-31,2.360e-69,4.441e-31,
353.984,1.018e-31,2.360e-69,1.018e-31,
353.986,5.120e-33,2.360e-69,5.120e-33,
353.988,2.432e-34,2.360e-69,2.432e-34,
353.989,5.187e-35,2.360e-69,5.187e-35,
353.991,2.260e-36,2.361e-69,2.260e-36,
353.993,9.296e-38,2.361e-69,9.296e-38,
353.994,1.845e-38,2.361e-69,1.845e-38,
353.996,6.963e-40,2.361e-69,6.963e-40,
353.998,2.481e-41,2.361e-69,2.481e-41,
353.999,4.583e-42,2.361e-69,4.583e-42,
354.001,1.498e-43,2.362e-69,1.498e-43,
354.003,4.622e-45,2.362e-69,4.622e-45,
354.004,7.946e-46,2.362e-69,7.946e-46,
354.006,2.250e-47,2.362e-69,2.250e-47,
354.008,6.012e-49,2.363e-69,6.012e-49,
354.009,9.620e-50,2.363e-69,9.620e-50,
354.011,2.359e-51,2.363e-69,2.359e-51,
354.013,5.460e-53,2.363e-69,5.460e-53,
354.014,8.130e-54,2.363e-69,8.130e-54,
354.016,1.726e-55,2.363e-69,1.726e-55,
354.018,3.461e-57,2.364e-69,3.461e-57,
354.019,4.797e-58,2.364e-69,4.797e-58,
354.021,8.823e-60,2.364e-69,8.823e-60,
354.023,1.532e-61,2.364e-69,1.532e-61,
354.024,1.976e-62,2.364e-69,1.976e-62,
354.026,3.148e-64,2.365e-69,3.148e-64,
354.028,4.734e-66,2.365e-69,4.734e-66,
354.029,5.682e-67,2.365e-69,5.682e-67,
354.031,7.840e-69,2.365e-69,7.840e-69,
354.033,1.021e-70,2.365e-69,1.021e-70,
362.608,3.363e-69,3.363e-69,5.850e-58,
362.61,2.272e-67,2.272e-67,5.851e-58,
362.611,1.829e-66,1.829e-66,5.852e-58,
362.613,1.138e-64,1.138e-64,5.853e-58,
362.615,6.706e-63,6.706e-63,5.854e-58,
362.616,5.043e-62,5.043e-62,5.855e-58,
362.618,2.737e-60,2.737e-60,5.856e-58,
362.62,1.406e-58,1.406e-58,5.858e-58,
362.621,9.875e-58,9.875e-58,5.858e-58,
362.623,4.674e-56,4.674e-56,5.860e-58,
362.625,2.095e-54,2.095e-54,5.861e-58,
362.626,1.374e-53,1.374e-53,5.862e-58,
362.628,5.672e-52,5.672e-52,5.863e-58,
362.63,2.217e-50,2.217e-50,5.865e-58,
362.631,1.358e-49,1.358e-49,5.865e-58,
362.633,4.889e-48,4.889e-48,5.867e-58,
362.635,1.666e-46,1.666e-46,5.868e-58,
362.636,9.532e-46,9.532e-46,5.869e-58,
362.638,2.993e-44,2.993e-44,5.870e-58,
362.64,8.899e-43,8.899e-43,5.871e-58,
362.641,4.754e-42,4.754e-42,5.872e-58,
362.643,1.302e-40,1.302e-40,5.873e-58,
362.645,3.376e-39,3.376e-39,5.875e-58,
362.646,1.684e-38,1.684e-38,5.875e-58,
362.648,4.023e-37,4.023e-37,5.877e-58,
362.65,9.098e-36,9.098e-36,5.878e-58,
362.651,4.239e-35,4.239e-35,5.879e-58,
362.653,8.831e-34,8.831e-34,5.880e-58,
362.655,1.742e-32,1.742e-32,5.882e-58,
362.656,7.579e-32,7.579e-32,5.882e-58,
362.658,1.377e-30,1.377e-30,5.884e-58,
362.66,2.369e-29,2.369e-29,5.885e-58,
362.661,9.625e-29,9.625e-29,5.886e-58,
362.663,1.525e-27,1.525e-27,5.887e-58,
362.665,2.288e-26,2.288e-26,5.888e-58,
362.666,8.684e-26,8.684e-26,5.889e-58,
362.668,1.200e-24,1.200e-24,5.890e-58,
362.67,1.571e-23,1.571e-23,5.892e-58,
362.671,5.566e-23,5.566e-23,5.893e-58,
362.673,6.709e-22,6.709e-22,5.894e-58,
362.675,7.657e-21,7.657e-21,5.895e-58,
362.676,2.534e-20,2.534e-20,5.896e-58,
362.678,2.664e-19,2.664e-19,5.897e-58,
362.68,2.652e-18,2.652e-18,5.899e-58,
362.681,8.197e-18,8.197e-18,5.899e-58,
362.683,7.516e-17,7.516e-17,5.901e-58,
362.685,6.525e-16,6.525e-16,5.902e-58,
362.686,1.883e-15,1.883e-15,5.903e-58,
362.688,1.506e-14,1.506e-14,5.904e-58,
362.69,1.140e-13,1.140e-13,5.905e-58,
362.691,3.074e-13,3.074e-13,5.906e-58,
362.693,2.144e-12,2.144e-12,5.908e-58,
362.695,1.416e-11,1.416e-11,5.909e-58,
362.696,3.564e-11,3.564e-11,5.910e-58,
362.698,2.168e-10,2.168e-10,5.911e-58,
362.7,1.249e-9,1.249e-9,5.912e-58,
362.701,2.936e-9,2.936e-9,5.913e-58,
362.703,1.558e-8,1.558e-8,5.914e-58,
362.705,7.824e-8,7.824e-8,5.916e-58,
362.706,1.718e-7,1.718e-7,5.916e-58,
362.708,7.949e-7,7.949e-7,5.918e-58,
362.71,3.482e-6,3.482e-6,5.919e-58,
362.711,7.140e-6,7.140e-6,5.920e-58,
362.713,2.882e-5,2.882e-5,5.921e-58,
362.715,1.101e-4,1.101e-4,5.923e-58,
362.716,2.108e-4,2.108e-4,5.923e-58,
362.718,7.421e-4,7.421e-4,5.925e-58,
362.72,2.473e-3,2.473e-3,5.926e-58,
362.721,4.423e-3,4.423e-3,5.927e-58,
362.723,1.358e-2,1.358e-2,5.928e-58,
362.725,3.946e-2,3.946e-2,5.929e-58,
362.726,6.590e-2,6.590e-2,5.930e-58,
362.728,1.764e-1,1.764e-1,5.931e-58,
362.73,4.472e-1,4.472e-1,5.933e-58,
362.731,6.976e-1,6.976e-1,5.933e-58,
362.733,1.629e+0,1.629e+0,5.935e-58,
362.735,3.601e+0,3.601e+0,5.936e-58,
362.736,5.246e+0,5.246e+0,5.937e-58,
362.738,1.068e+1,1.068e+1,5.938e-58,
362.74,2.060e+1,2.060e+1,5.940e-58,
362.741,2.802e+1,2.802e+1,5.940e-58,
362.743,4.977e+1,4.977e+1,5.942e-58,
362.745,8.370e+1,8.370e+1,5.943e-58,
362.746,1.063e+2,1.063e+2,5.944e-58,
362.748,1.647e+2,1.647e+2,5.945e-58,
362.75,2.416e+2,2.416e+2,5.946e-58,
362.751,2.867e+2,2.867e+2,5.947e-58,
362.753,3.873e+2,3.873e+2,5.948e-58,
362.755,4.954e+2,4.954e+2,5.950e-58,
362.756,5.489e+2,5.489e+2,5.950e-58,
362.758,6.469e+2,6.469e+2,5.952e-58,
362.76,7.217e+2,7.217e+2,5.953e-58,
362.761,7.468e+2,7.468e+2,5.954e-58,
362.763,7.675e+2,7.675e+2,5.955e-58,
362.765,7.468e+2,7.468e+2,5.957e-58,
362.766,7.217e+2,7.217e+2,5.957e-58,
362.768,6.469e+2,6.469e+2,5.959e-58,
362.77,5.489e+2,5.489e+2,5.960e-58,
362.771,4.954e+2,4.954e+2,5.961e-58,
362.773,3.873e+2,3.873e+2,5.962e-58,
362.775,2.867e+2,2.867e+2,5.963e-58,
362.776,2.416e+2,2.416e+2,5.964e-58,
362.778,1.647e+2,1.647e+2,5.965e-58,
362.78,1.063e+2,1.063e+2,5.967e-58,
362.781,8.370e+1,8.370e+1,5.968e-58,
362.783,4.977e+1,4.977e+1,5.969e-58,
362.785,2.802e+1,2.802e+1,5.970e-58,
362.786,2.060e+1,2.060e+1,5.971e-58,
362.788,1.068e+1,1.068e+1,5.972e-58,
362.79,5.246e+0,5.246e+0,5.974e-58,
362.791,3.601e+0,3.601e+0,5.974e-58,
362.793,1.629e+0,1.629e+0,5.976e-58,
362.795,6.976e-1,6.976e-1,5.977e-58,
362.796,4.472e-1,4.472e-1,5.978e-58,
362.798,1.764e-1,1.764e-1,5.979e-58,
362.8,6.590e-2,6.590e-2,5.981e-58,
362.801,3.946e-2,3.946e-2,5.981e-58,
362.803,1.358e-2,1.358e-2,5.983e-58,
362.805,4.423e-3,4.423e-3,5.984e-58,
362.806,2.473e-3,2.473e-3,5.985e-58,
362.808,7.421e-4,7.421e-4,5.986e-58,
362.81,2.108e-4,2.108e-4,5.987e-58,
362.811,1.101e-4,1.101e-4,5.988e-58,
362.813,2.882e-5,2.882e-5,5.989e-58,
362.815,7.140e-6,7.140e-6,5.991e-58,
362.816,3.482e-6,3.482e-6,5.991e-58,
362.818,7.949e-7,7.949e-7,5.993e-58,
362.82,1.718e-7,1.718e-7,5.994e-58,
362.821,7.824e-8,7.824e-8,5.995e-58,
362.823,1.558e-8,1.558e-8,5.996e-58,
362.825,2.936e-9,2.936e-9,5.998e-58,
362.826,1.249e-9,1.249e-9,5.998e-58,
362.828,2.168e-10,2.168e-10,6.000e-58,
362.83,3.564e-11,3.564e-11,6.001e-58,
362.831,1.416e-11,1.416e-11,6.002e-58,
362.833,2.144e-12,2.144e-12,6.003e-58,
362.835,3.074e-13,3.074e-13,6.004e-58,
362.836,1.140e-13,1.140e-13,6.005e-58,
362.838,1.506e-14,1.506e-14,6.006e-58,
362.84,1.883e-15,1.883e-15,6.008e-58,
362.841,6.525e-16,6.525e-16,6.008e-58,
362.843,7.516e-17,7.516e-17,6.010e-58,
362.845,8.197e-18,8.197e-18,6.011e-58,
362.846,2.652e-18,2.652e-18,6.012e-58,
362.848,2.664e-19,2.664e-19,6.013e-58,
362.85,2.534e-20,2.534e-20,6.015e-58,
362.851,7.657e-21,7.657e-21,6.015e-58,
362.853,6.709e-22,6.709e-22,6.017e-58,
362.855,5.566e-23,5.566e-23,6.018e-58,
362.856,1.571e-23,1.571e-23,6.019e-58,
362.858,1.200e-24,1.200e-24,6.020e-58,
362.86,8.684e-26,8.684e-26,6.021e-58,
362.861,2.288e-26,2.288e-26,6.022e-58,
362.863,1.525e-27,1.525e-27,6.023e-58,
362.865,9.625e-29,9.625e-29,6.025e-58,
362.866,2.369e-29,2.369e-29,6.026e-58,
362.868,1.377e-30,1.377e-30,6.027e-58,
362.87,7.579e-32,7.579e-32,6.028e-58,
362.871,1.742e-32,1.742e-32,6.029e-58,
362.873,8.831e-34,8.831e-34,6.030e-58,
362.875,4.239e-35,4.239e-35,6.032e-58,
362.876,9.098e-36,9.098e-36,6.032e-58,
362.878,4.023e-37,4.023e-37,6.034e-58,
362.88,1.684e-38,1.684e-38,6.035e-58,
362.881,3.376e-39,3.376e-39,6.036e-58,
362.883,1.302e-40,1.302e-40,6.037e-58,
362.885,4.754e-42,4.754e-42,6.038e-58,
362.886,8.899e-43,8.899e-43,6.039e-58,
362.888,2.993e-44,2.993e-44,6.041e-58,
362.89,9.532e-46,9.532e-46,6.042e-58,
362.891,1.666e-46,1.666e-46,6.043e-58,
362.893,4.889e-48,4.889e-48,6.044e-58,
362.895,1.358e-49,1.358e-49,6.045e-58,
362.896,2.217e-50,2.217e-50,6.046e-58,
362.898,5.672e-52,5.672e-52,6.047e-58,
362.9,1.374e-53,1.374e-53,6.049e-58,
362.901,2.095e-54,2.095e-54,6.049e-58,
362.903,4.674e-56,4.674e-56,6.051e-58,
362.905,9.875e-58,9.875e-58,6.052e-58,
362.906,1.406e-58,1.406e-58,6.053e-58,
362.908,2.737e-60,2.737e-60,6.054e-58,
362.91,5.043e-62,5.043e-62,6.056e-58,
362.911,6.706e-63,6.706e-63,6.056e-58,
362.913,1.138e-64,1.138e-64,6.058e-58,
362.915,1.829e-66,1.829e-66,6.059e-58,
382.778,1.556e-60,1.556e-60,1.961e-57,
382.78,7.165e-59,7.165e-59,1.961e-57,
382.781,4.773e-58,4.773e-58,1.961e-57,
382.783,2.042e-56,2.042e-56,1.961e-57,
382.785,8.319e-55,8.319e-55,1.961e-57,
382.786,5.212e-54,5.212e-54,1.961e-57,
382.788,1.972e-52,1.972e-52,1.962e-57,
382.79,7.106e-51,7.106e-51,1.962e-57,
382.791,4.188e-50,4.188e-50,1.962e-57,
382.793,1.402e-48,1.402e-48,1.962e-57,
