Wavelength (nm),Sum(calc),Mg I (1.1e-1),Mg II (8.9e-1),Mg III (5.4e-4)
213.408,2.833e-23,3.936e-94,,2.833e-23
213.41,2.065e-23,3.937e-94,,2.065e-23
213.412,1.285e-23,3.937e-94,,1.285e-23
213.413,9.554e-24,3.938e-94,,9.554e-24
213.415,4.690e-24,3.938e-94,,4.690e-24
213.417,1.966e-24,3.939e-94,,1.966e-24
213.418,1.200e-24,3.939e-94,,1.200e-24
213.42,3.966e-25,3.940e-94,,3.966e-25
213.422,1.120e-25,3.941e-94,,1.120e-25
213.423,5.607e-26,3.941e-94,,5.607e-26
213.425,1.249e-26,3.942e-94,,1.249e-26
213.427,2.374e-27,3.943e-94,,2.374e-27
213.428,9.756e-28,3.943e-94,,9.756e-28
213.43,1.463e-28,3.944e-94,,1.463e-28
213.432,1.874e-29,3.945e-94,,1.874e-29
213.433,6.320e-30,3.945e-94,,6.320e-30
213.435,6.385e-31,3.946e-94,,6.385e-31
213.437,5.507e-32,3.946e-94,,5.507e-32
213.438,1.524e-32,3.947e-94,,1.524e-32
213.44,1.037e-33,3.948e-94,,1.037e-33
213.442,6.024e-35,3.948e-94,,6.024e-35
213.443,1.368e-35,3.949e-94,,1.368e-35
213.445,6.271e-37,3.949e-94,,6.271e-37
213.447,2.454e-38,3.950e-94,,2.454e-38
213.448,4.574e-39,3.951e-94,,4.574e-39
213.45,1.412e-40,3.951e-94,,1.412e-40
213.452,3.720e-42,3.952e-94,,3.720e-42
213.453,5.691e-43,3.952e-94,,5.691e-43
213.455,1.183e-44,3.953e-94,,1.183e-44
213.457,2.100e-46,3.954e-94,,2.100e-46
213.458,2.636e-47,3.954e-94,,2.636e-47
213.46,3.691e-49,3.955e-94,,3.691e-49
213.462,4.412e-51,3.956e-94,,4.412e-51
213.463,4.546e-52,3.956e-94,,4.546e-52
213.465,4.287e-54,3.957e-94,,4.287e-54
213.467,3.452e-56,3.958e-94,,3.452e-56
213.468,2.919e-57,3.958e-94,,2.919e-57
213.47,1.854e-59,3.959e-94,,1.854e-59
213.472,1.005e-61,3.959e-94,,1.005e-61
213.473,6.976e-63,3.960e-94,,6.976e-63
213.475,2.984e-65,3.960e-94,,2.984e-65
213.477,1.090e-67,3.961e-94,,1.090e-67
213.478,6.207e-69,3.962e-94,,6.207e-69
213.48,1.788e-71,3.962e-94,,1.788e-71
213.482,4.399e-74,3.963e-94,,4.399e-74
213.483,2.056e-75,3.963e-94,,2.056e-75
213.485,3.990e-78,3.964e-94,,3.990e-78
213.487,6.610e-81,3.965e-94,,6.610e-81
213.488,2.535e-82,3.965e-94,,2.535e-82
213.49,3.314e-85,3.966e-94,,3.314e-85
213.492,3.697e-88,3.967e-94,,3.697e-88
213.493,1.164e-89,3.967e-94,,1.164e-89
213.495,1.025e-92,3.968e-94,,1.025e-92
213.497,7.700e-96,3.969e-94,,7.700e-96
213.498,1.989e-97,3.969e-94,,1.989e-97
213.5,1.179e-100,3.970e-94,,1.179e-100
213.502,5.970e-104,3.970e-94,,5.970e-104
213.503,1.266e-105,3.971e-94,,1.266e-105
213.505,5.054e-109,3.971e-94,,5.054e-109
213.507,1.723e-112,3.972e-94,,1.723e-112
213.508,2.998e-114,3.973e-94,,2.998e-114
213.51,8.063e-118,3.973e-94,,8.063e-118
213.512,1.851e-121,3.974e-94,,1.851e-121
213.513,2.644e-123,3.974e-94,,2.644e-123
213.515,4.789e-127,3.975e-94,,4.789e-127
213.517,7.405e-131,3.976e-94,,7.405e-131
213.518,8.679e-133,3.976e-94,,8.679e-133
213.52,1.059e-136,3.977e-94,,1.059e-136
213.522,1.103e-140,3.978e-94,,1.103e-140
213.523,1.061e-142,3.978e-94,,1.061e-142
213.525,8.715e-147,3.979e-94,,8.715e-147
213.527,6.114e-151,3.980e-94,,6.114e-151
213.528,4.826e-153,3.980e-94,,4.826e-153
217.644,8.034e-154,5.493e-94,,8.034e-154
217.645,9.412e-152,5.494e-94,,9.412e-152
217.647,1.153e-147,5.494e-94,,1.153e-147
217.649,1.213e-143,5.495e-94,,1.213e-143
217.65,1.175e-141,5.496e-94,,1.175e-141
217.652,9.847e-138,5.496e-94,,9.847e-138
217.654,7.088e-134,5.497e-94,,7.088e-134
217.655,5.681e-132,5.497e-94,,5.681e-132
217.657,3.257e-128,5.498e-94,,3.257e-128
217.659,1.604e-124,5.499e-94,,1.604e-124
217.66,1.063e-122,5.499e-94,,1.063e-122
217.662,4.171e-119,5.500e-94,,4.171e-119
217.664,1.405e-115,5.501e-94,,1.405e-115
217.665,7.706e-114,5.501e-94,,7.706e-114
217.667,2.068e-110,5.502e-94,,2.068e-110
217.669,4.767e-107,5.503e-94,,4.767e-107
217.67,2.162e-105,5.503e-94,,2.162e-105
217.672,3.969e-102,5.504e-94,,3.969e-102
217.674,6.260e-99,5.504e-94,,6.260e-99
217.675,2.349e-97,5.505e-94,,2.349e-97
217.677,2.950e-94,5.506e-94,,2.950e-94
217.679,3.183e-91,5.506e-94,,3.183e-91
217.68,9.877e-90,5.507e-94,,9.877e-90
217.682,8.488e-87,5.507e-94,,8.488e-87
217.684,6.266e-84,5.508e-94,,6.266e-84
217.685,1.608e-82,5.508e-94,,1.608e-82
217.687,9.455e-80,5.509e-94,,9.455e-80
217.689,4.776e-77,5.510e-94,,4.776e-77
217.69,1.014e-75,5.510e-94,,1.014e-75
217.692,4.078e-73,5.511e-94,,4.078e-73
217.694,1.409e-70,5.512e-94,,1.409e-70
217.695,2.475e-69,5.512e-94,,2.475e-69
217.697,6.811e-67,5.513e-94,,6.811e-67
217.699,1.610e-64,5.514e-94,,1.610e-64
217.7,2.339e-63,5.514e-94,,2.339e-63
217.702,4.403e-61,5.515e-94,,4.403e-61
217.704,7.123e-59,5.515e-94,,7.123e-59
217.705,8.557e-58,5.516e-94,,8.557e-58
217.707,1.102e-55,5.517e-94,,1.102e-55
217.709,1.220e-53,5.517e-94,,1.220e-53
217.71,1.212e-52,5.518e-94,,1.212e-52
217.712,1.068e-50,5.518e-94,,1.068e-50
217.714,8.088e-49,5.519e-94,,8.088e-49
217.715,6.648e-48,5.519e-94,,6.648e-48
217.717,4.009e-46,5.520e-94,,4.009e-46
217.719,2.076e-44,5.521e-94,,2.076e-44
217.72,1.412e-43,5.521e-94,,1.412e-43
217.722,5.824e-42,5.522e-94,,5.824e-42
217.724,2.064e-40,5.523e-94,,2.064e-40
217.725,1.161e-39,5.523e-94,,1.161e-39
217.727,3.276e-38,5.524e-94,,3.276e-38
217.728,1.644e-37,5.524e-94,,1.644e-37
217.73,3.694e-36,5.525e-94,,3.694e-36
217.732,7.133e-35,5.526e-94,,7.133e-35
217.733,2.961e-34,5.526e-94,,2.961e-34
217.735,4.553e-33,5.527e-94,,4.553e-33
217.737,6.015e-32,5.528e-94,,6.015e-32
217.738,2.065e-31,5.528e-94,,2.065e-31
217.74,2.172e-30,5.529e-94,,2.172e-30
217.742,1.963e-29,5.529e-94,,1.963e-29
217.743,5.576e-29,5.530e-94,,5.576e-29
217.745,4.013e-28,5.531e-94,,4.013e-28
217.747,2.482e-27,5.531e-94,,2.482e-27
217.748,5.829e-27,5.532e-94,,5.829e-27
217.75,2.870e-26,5.532e-94,,2.870e-26
217.752,1.214e-25,5.533e-94,,1.214e-25
217.753,2.359e-25,5.533e-94,,2.359e-25
217.755,7.948e-25,5.534e-94,,7.948e-25
217.757,2.301e-24,5.535e-94,,2.301e-24
217.758,3.697e-24,5.535e-94,,3.697e-24
217.76,8.522e-24,5.536e-94,,8.522e-24
217.762,1.687e-23,5.537e-94,,1.687e-23
217.763,2.243e-23,5.537e-94,,2.243e-23
217.765,3.537e-23,5.538e-94,,3.537e-23
217.767,4.792e-23,5.539e-94,,4.792e-23
217.768,5.269e-23,5.539e-94,,5.269e-23
217.77,5.685e-23,5.540e-94,,5.685e-23
217.772,5.269e-23,5.540e-94,,5.269e-23
217.773,4.792e-23,5.541e-94,,4.792e-23
217.775,3.537e-23,5.542e-94,,3.537e-23
217.777,2.243e-23,5.542e-94,,2.243e-23
217.778,1.687e-23,5.543e-94,,1.687e-23
217.78,8.522e-24,5.543e-94,,8.522e-24
217.782,3.697e-24,5.544e-94,,3.697e-24
217.783,2.301e-24,5.544e-94,,2.301e-24
217.785,7.948e-25,5.545e-94,,7.948e-25
217.787,2.359e-25,5.546e-94,,2.359e-25
217.788,1.214e-25,5.546e-94,,1.214e-25
217.79,2.870e-26,5.547e-94,,2.870e-26
217.792,5.829e-27,5.548e-94,,5.829e-27
217.793,2.482e-27,5.548e-94,,2.482e-27
217.795,4.013e-28,5.549e-94,,4.013e-28
217.797,5.576e-29,5.550e-94,,5.576e-29
217.798,1.963e-29,5.550e-94,,1.963e-29
217.8,2.172e-30,5.551e-94,,2.172e-30
217.802,2.065e-31,5.551e-94,,2.065e-31
217.803,6.015e-32,5.552e-94,,6.015e-32
217.805,4.553e-33,5.553e-94,,4.553e-33
217.807,2.961e-34,5.553e-94,,2.961e-34
217.808,7.133e-35,5.554e-94,,7.133e-35
217.81,3.694e-36,5.554e-94,,3.694e-36
217.812,1.644e-37,5.555e-94,,1.644e-37
217.813,3.276e-38,5.556e-94,,3.276e-38
217.815,1.161e-39,5.556e-94,,1.161e-39
217.817,3.533e-41,5.557e-94,,3.533e-41
217.818,5.824e-42,5.557e-94,,5.824e-42
217.82,1.412e-43,5.558e-94,,1.412e-43
217.822,2.940e-45,5.559e-94,,2.940e-45
217.823,4.009e-46,5.559e-94,,4.009e-46
217.825,6.648e-48,5.560e-94,,6.648e-48
217.827,9.474e-50,5.561e-94,,9.474e-50
217.828,1.068e-50,5.561e-94,,1.068e-50
217.83,1.212e-52,5.562e-94,,1.212e-52
217.832,1.182e-54,5.563e-94,,1.182e-54
217.833,1.102e-55,5.563e-94,,1.102e-55
217.835,8.557e-58,5.564e-94,,8.557e-58
217.837,5.708e-60,5.564e-94,,5.708e-60
217.838,4.403e-61,5.565e-94,,4.403e-61
217.84,2.339e-63,5.565e-94,,2.339e-63
217.842,1.067e-65,5.566e-94,,1.067e-65
217.843,6.811e-67,5.567e-94,,6.811e-67
217.845,2.475e-69,5.567e-94,,2.475e-69
217.847,7.727e-72,5.568e-94,,7.727e-72
217.848,4.078e-73,5.568e-94,,4.078e-73
217.85,1.014e-75,5.569e-94,,1.014e-75
217.852,2.166e-78,5.570e-94,,2.166e-78
217.853,9.455e-80,5.570e-94,,9.455e-80
217.855,1.608e-82,5.571e-94,,1.608e-82
217.857,2.350e-85,5.572e-94,,2.350e-85
217.858,8.488e-87,5.572e-94,,8.488e-87
217.86,9.877e-90,5.573e-94,,9.877e-90
217.862,9.875e-93,5.574e-94,,9.875e-93
217.863,2.950e-94,5.574e-94,,2.950e-94
217.865,2.349e-97,5.575e-94,,2.349e-97
217.867,1.606e-100,5.575e-94,,1.606e-100
217.868,3.969e-102,5.576e-94,,3.969e-102
217.87,2.162e-105,5.576e-94,,2.162e-105
217.872,1.012e-108,5.577e-94,,1.012e-108
217.873,2.068e-110,5.578e-94,,2.068e-110
217.875,7.706e-114,5.578e-94,,7.706e-114
217.877,2.467e-117,5.579e-94,,2.467e-117
217.878,4.171e-119,5.579e-94,,4.171e-119
217.88,1.063e-122,5.580e-94,,1.063e-122
217.882,2.329e-126,5.581e-94,,2.329e-126
217.883,3.257e-128,5.581e-94,,3.257e-128
217.885,5.681e-132,5.582e-94,,5.681e-132
217.887,8.515e-136,5.583e-94,,8.515e-136
217.888,9.847e-138,5.583e-94,,9.847e-138
217.89,1.175e-141,5.584e-94,,1.175e-141
217.892,1.205e-145,5.585e-94,,1.205e-145
217.893,1.153e-147,5.585e-94,,1.153e-147
217.895,9.412e-152,5.586e-94,,9.412e-152
225.261,1.100e-120,8.294e-94,1.100e-120,2.555e-138
225.263,7.739e-117,8.295e-94,7.739e-117,2.556e-138
225.264,6.154e-115,8.295e-94,6.154e-115,2.556e-138
225.266,3.499e-111,8.296e-94,3.499e-111,2.557e-138
225.268,1.727e-107,8.297e-94,1.727e-107,2.558e-138
225.269,1.150e-105,8.297e-94,1.150e-105,2.558e-138
225.271,4.589e-102,8.298e-94,4.589e-102,2.559e-138
225.273,1.589e-98,8.299e-94,1.589e-98,2.560e-138
225.274,8.866e-97,8.299e-94,8.866e-97,2.560e-138
225.276,2.482e-93,8.300e-94,2.482e-93,2.561e-138
225.278,6.030e-90,8.300e-94,6.030e-90,2.561e-138
225.279,2.818e-88,8.301e-94,2.818e-88,2.562e-138
225.281,5.535e-85,8.301e-94,5.535e-85,2.562e-138
225.283,9.435e-82,8.302e-94,9.435e-82,2.563e-138
225.284,3.694e-80,8.303e-94,3.694e-80,2.563e-138
225.286,5.090e-77,8.303e-94,5.090e-77,2.564e-138
225.288,6.088e-74,8.304e-94,6.088e-74,2.565e-138
225.289,1.996e-72,8.304e-94,1.996e-72,2.565e-138
225.291,1.930e-69,8.305e-94,1.930e-69,2.566e-138
225.293,1.620e-66,8.306e-94,1.620e-66,2.567e-138
225.294,4.449e-65,8.306e-94,4.449e-65,2.567e-138
225.296,3.018e-62,8.307e-94,3.018e-62,2.568e-138
225.298,1.777e-59,8.308e-94,1.777e-59,2.568e-138
225.299,4.089e-58,8.308e-94,4.089e-58,2.569e-138
225.301,1.946e-55,8.309e-94,1.946e-55,2.569e-138
225.303,8.041e-53,8.310e-94,8.041e-53,2.570e-138
225.304,1.550e-51,8.310e-94,1.550e-51,2.570e-138
225.306,5.176e-49,8.311e-94,5.176e-49,2.571e-138
225.308,1.500e-46,8.311e-94,1.500e-46,2.572e-138
225.309,2.422e-45,8.312e-94,2.422e-45,2.572e-138
225.311,5.676e-43,8.313e-94,5.676e-43,2.573e-138
225.313,1.154e-40,8.313e-94,1.154e-40,2.573e-138
225.314,1.561e-39,8.314e-94,1.561e-39,2.574e-138
225.316,2.567e-37,8.314e-94,2.567e-37,2.575e-138
225.318,3.662e-35,8.315e-94,3.662e-35,2.575e-138
225.319,4.148e-34,8.315e-94,4.148e-34,2.576e-138
225.321,4.786e-32,8.316e-94,4.786e-32,2.576e-138
225.323,4.792e-30,8.317e-94,4.792e-30,2.577e-138
225.324,4.546e-29,8.317e-94,4.546e-29,2.577e-138
225.326,3.680e-27,8.318e-94,3.680e-27,2.578e-138
225.328,2.585e-25,8.319e-94,2.585e-25,2.579e-138
225.329,2.055e-24,8.319e-94,2.055e-24,2.579e-138
225.331,1.167e-22,8.320e-94,1.167e-22,2.580e-138
225.333,5.752e-21,8.321e-94,5.752e-21,2.580e-138
225.334,3.830e-20,8.321e-94,3.830e-20,2.581e-138
225.336,1.526e-18,8.322e-94,1.526e-18,2.581e-138
225.338,5.279e-17,8.322e-94,5.279e-17,2.582e-138
225.339,2.944e-16,8.323e-94,2.944e-16,2.583e-138
225.341,8.232e-15,8.324e-94,8.232e-15,2.583e-138
225.343,1.998e-13,8.324e-94,1.998e-13,2.584e-138
225.344,9.334e-13,8.325e-94,9.334e-13,2.584e-138
225.346,1.832e-11,8.325e-94,1.832e-11,2.585e-138
225.348,3.120e-10,8.326e-94,3.120e-10,2.586e-138
225.349,1.221e-9,8.326e-94,1.221e-9,2.586e-138
225.351,1.682e-8,8.327e-94,1.682e-8,2.587e-138
225.353,2.012e-7,8.328e-94,2.012e-7,2.587e-138
225.354,6.597e-7,8.328e-94,6.597e-7,2.588e-138
225.356,6.382e-6,8.329e-94,6.382e-6,2.588e-138
225.358,5.360e-5,8.330e-94,5.360e-5,2.589e-138
225.359,1.473e-4,8.330e-94,1.473e-4,2.589e-138
225.361,1.002e-3,8.331e-94,1.002e-3,2.590e-138
225.363,5.916e-3,8.332e-94,5.916e-3,2.591e-138
225.364,1.364e-2,8.332e-94,1.364e-2,2.591e-138
225.366,6.527e-2,8.333e-94,6.527e-2,2.592e-138
225.368,2.716e-1,8.333e-94,2.716e-1,2.593e-138
225.369,5.259e-1,8.334e-94,5.259e-1,2.593e-138
225.371,1.777e+0,8.335e-94,1.777e+0,2.594e-138
225.373,5.232e+0,8.335e-94,5.232e+0,2.594e-138
225.374,8.529e+0,8.336e-94,8.529e+0,2.595e-138
225.376,2.047e+1,8.336e-94,2.047e+1,2.595e-138
225.378,4.294e+1,8.337e-94,4.294e+1,2.596e-138
225.379,5.916e+1,8.338e-94,5.916e+1,2.596e-138
225.381,1.018e+2,8.338e-94,1.018e+2,2.597e-138
225.383,1.538e+2,8.339e-94,1.538e+2,2.598e-138
225.384,1.802e+2,8.339e-94,1.802e+2,2.598e-138
225.386,2.251e+2,8.340e-94,2.251e+2,2.599e-138
225.388,2.483e+2,8.341e-94,2.483e+2,2.600e-138
225.389,2.490e+2,8.341e-94,2.490e+2,2.600e-138
225.391,2.285e+2,8.342e-94,2.285e+2,2.601e-138
225.393,1.857e+2,8.343e-94,1.857e+2,2.601e-138
225.394,1.599e+2,8.343e-94,1.599e+2,2.602e-138
225.396,1.082e+2,8.344e-94,1.082e+2,2.602e-138
225.398,6.466e+1,8.345e-94,6.466e+1,2.603e-138
225.399,4.770e+1,8.345e-94,4.770e+1,2.603e-138
225.401,2.361e+1,8.346e-94,2.361e+1,2.604e-138
225.403,1.028e+1,8.346e-94,1.028e+1,2.605e-138
225.404,6.456e+0,8.347e-94,6.456e+0,2.605e-138
225.406,2.308e+0,8.347e-94,2.308e+0,2.606e-138
225.408,7.219e-1,8.348e-94,7.219e-1,2.606e-138
225.409,3.838e-1,8.349e-94,3.838e-1,2.607e-138
225.411,9.794e-2,8.349e-94,9.794e-2,2.607e-138
225.413,2.179e-2,8.350e-94,2.179e-2,2.608e-138
225.414,9.760e-3,8.350e-94,9.760e-3,2.609e-138
225.416,1.764e-3,8.351e-94,1.764e-3,2.609e-138
225.418,2.774e-4,8.352e-94,2.774e-4,2.610e-138
225.419,1.044e-4,8.352e-94,1.044e-4,2.610e-138
225.421,1.330e-5,8.353e-94,1.330e-5,2.611e-138
225.423,1.473e-6,8.354e-94,1.473e-6,2.612e-138
225.424,4.651e-7,8.354e-94,4.651e-7,2.612e-138
225.426,4.170e-8,8.355e-94,4.170e-8,2.613e-138
225.428,3.246e-9,8.356e-94,3.246e-9,2.613e-138
225.429,8.590e-10,8.356e-94,8.590e-10,2.614e-138
225.431,5.410e-11,8.357e-94,5.410e-11,2.614e-138
225.433,2.958e-12,8.357e-94,2.958e-12,2.615e-138
225.434,6.559e-13,8.358e-94,6.559e-13,2.615e-138
225.436,2.900e-14,8.358e-94,2.900e-14,2.616e-138
225.438,1.113e-15,8.359e-94,1.113e-15,2.617e-138
225.439,2.068e-16,8.360e-94,2.068e-16,2.617e-138
225.441,6.418e-18,8.360e-94,6.418e-18,2.618e-138
225.443,1.729e-19,8.361e-94,1.729e-19,2.619e-138
225.444,2.690e-20,8.361e-94,2.690e-20,2.619e-138
225.446,5.859e-22,8.362e-94,5.859e-22,2.620e-138
225.448,1.107e-23,8.363e-94,1.107e-23,2.620e-138
225.449,1.444e-24,8.363e-94,1.444e-24,2.621e-138
225.451,2.206e-26,8.364e-94,2.206e-26,2.621e-138
225.453,2.926e-28,8.365e-94,2.926e-28,2.622e-138
225.454,3.196e-29,8.365e-94,3.196e-29,2.622e-138
225.456,3.427e-31,8.366e-94,3.427e-31,2.623e-138
225.458,3.189e-33,8.367e-94,3.189e-33,2.624e-138
225.459,2.917e-34,8.367e-94,2.917e-34,2.624e-138
225.461,2.195e-36,8.368e-94,2.195e-36,2.625e-138
225.463,1.433e-38,8.368e-94,1.433e-38,2.626e-138
225.464,1.098e-39,8.369e-94,1.098e-39,2.626e-138
225.466,5.797e-42,8.370e-94,5.797e-42,2.627e-138
225.468,2.656e-44,8.370e-94,2.656e-44,2.627e-138
225.469,1.705e-45,8.371e-94,1.705e-45,2.628e-138
225.471,6.315e-48,8.371e-94,6.315e-48,2.628e-138
225.473,2.030e-50,8.372e-94,2.030e-50,2.629e-138
225.474,1.091e-51,8.372e-94,1.091e-51,2.629e-138
225.476,2.837e-54,8.373e-94,2.837e-54,2.630e-138
225.478,6.399e-57,8.374e-94,6.399e-57,2.631e-138
225.479,2.882e-58,8.374e-94,2.882e-58,2.631e-138
225.481,5.255e-61,8.375e-94,5.255e-61,2.632e-138
225.483,8.317e-64,8.376e-94,8.317e-64,2.632e-138
225.484,3.137e-65,8.376e-94,3.137e-65,2.633e-138
225.486,4.014e-68,8.377e-94,4.014e-68,2.634e-138
225.488,4.458e-71,8.378e-94,4.458e-71,2.634e-138
225.489,1.409e-72,8.378e-94,1.409e-72,2.635e-138
225.491,1.265e-75,8.379e-94,1.265e-75,2.635e-138
225.493,9.853e-79,8.379e-94,9.853e-79,2.636e-138
225.494,2.608e-80,8.380e-94,2.608e-80,2.636e-138
225.496,1.643e-83,8.381e-94,1.643e-83,2.637e-138
225.498,8.981e-87,8.381e-94,8.981e-87,2.638e-138
225.499,1.991e-88,8.382e-94,1.991e-88,2.638e-138
225.501,8.801e-92,8.382e-94,8.801e-92,2.639e-138
225.503,3.376e-95,8.383e-94,3.376e-95,2.639e-138
225.504,6.270e-97,8.383e-94,6.270e-97,2.640e-138
225.506,1.944e-100,8.384e-94,1.944e-100,2.640e-138
225.508,5.233e-104,8.385e-94,5.233e-104,2.641e-138
225.509,8.141e-106,8.385e-94,8.141e-106,2.641e-138
225.511,1.771e-109,8.386e-94,1.771e-109,2.642e-138
225.513,3.345e-113,8.387e-94,3.345e-113,2.643e-138
225.514,4.359e-115,8.387e-94,4.359e-115,2.643e-138
225.516,6.655e-119,8.388e-94,6.655e-119,2.644e-138
232.828,2.355e-116,1.108e-93,2.355e-116,5.181e-138
232.83,1.073e-112,1.108e-93,1.073e-112,5.181e-138
232.832,4.286e-109,1.108e-93,4.286e-109,5.182e-138
232.833,2.576e-107,1.108e-93,2.576e-107,5.182e-138
232.835,8.429e-104,1.108e-93,8.429e-104,5.183e-138
232.837,2.415e-100,1.108e-93,2.415e-100,5.184e-138
232.838,1.230e-98,1.108e-93,1.230e-98,5.184e-138
232.84,2.888e-95,1.108e-93,2.888e-95,5.185e-138
232.842,5.940e-92,1.108e-93,5.940e-92,5.185e-138
232.843,2.563e-90,1.108e-93,2.563e-90,5.186e-138
232.845,4.319e-87,1.108e-93,4.319e-87,5.187e-138
232.847,6.375e-84,1.108e-93,6.375e-84,5.187e-138
232.848,2.330e-82,1.108e-93,2.330e-82,5.188e-138
232.85,2.818e-79,1.108e-93,2.818e-79,5.188e-138
232.852,2.986e-76,1.109e-93,2.986e-76,5.189e-138
232.853,9.246e-75,1.109e-93,9.246e-75,5.189e-138
232.855,8.026e-72,1.109e-93,8.026e-72,5.190e-138
232.857,6.102e-69,1.109e-93,6.102e-69,5.191e-138
232.858,1.601e-67,1.109e-93,1.601e-67,5.191e-138
232.86,9.975e-65,1.109e-93,9.975e-65,5.192e-138
232.862,5.443e-62,1.109e-93,5.443e-62,5.192e-138
232.863,1.210e-60,1.109e-93,1.210e-60,5.193e-138
232.865,5.410e-58,1.109e-93,5.410e-58,5.193e-138
232.867,2.119e-55,1.109e-93,2.119e-55,5.194e-138
232.868,3.989e-54,1.109e-93,3.989e-54,5.195e-138
232.87,1.280e-51,1.109e-93,1.280e-51,5.195e-138
232.872,3.599e-49,1.109e-93,3.599e-49,5.196e-138
232.873,5.740e-48,1.109e-93,5.740e-48,5.196e-138
232.875,1.322e-45,1.109e-93,1.322e-45,5.197e-138
232.877,2.667e-43,1.109e-93,2.667e-43,5.198e-138
232.878,3.605e-42,1.109e-93,3.605e-42,5.198e-138
232.88,5.960e-40,1.110e-93,5.960e-40,5.199e-138
232.882,8.629e-38,1.110e-93,8.629e-38,5.199e-138
232.883,9.879e-37,1.110e-93,9.879e-37,5.200e-138
232.885,1.172e-34,1.110e-93,1.172e-34,5.200e-138
232.887,1.218e-32,1.110e-93,1.218e-32,5.201e-138
232.888,1.181e-31,1.110e-93,1.181e-31,5.201e-138
232.89,1.006e-29,1.110e-93,1.006e-29,5.202e-138
232.892,7.504e-28,1.110e-93,7.504e-28,5.203e-138
232.893,6.166e-27,1.110e-93,6.166e-27,5.203e-138
232.895,3.769e-25,1.110e-93,3.769e-25,5.204e-138
232.897,2.017e-23,1.110e-93,2.017e-23,5.205e-138
232.898,1.404e-22,1.110e-93,1.404e-22,5.205e-138
232.9,6.160e-21,1.110e-93,6.160e-21,5.206e-138
232.902,2.367e-19,1.110e-93,2.367e-19,5.206e-138
232.903,1.396e-18,1.110e-93,1.396e-18,5.207e-138
232.905,4.395e-17,1.110e-93,4.395e-17,5.207e-138
232.907,1.212e-15,1.111e-93,1.212e-15,5.208e-138
232.908,6.054e-15,1.111e-93,6.054e-15,5.208e-138
232.91,1.368e-13,1.111e-93,1.368e-13,5.209e-138
232.912,2.708e-12,1.111e-93,2.708e-12,5.210e-138
232.913,1.146e-11,1.111e-93,1.146e-11,5.210e-138
232.915,1.859e-10,1.111e-93,1.859e-10,5.211e-138
232.917,2.641e-9,1.111e-93,2.641e-9,5.212e-138
232.918,9.472e-9,1.111e-93,9.472e-9,5.212e-138
232.92,1.103e-7,1.111e-93,1.103e-7,5.213e-138
232.922,1.125e-6,1.111e-93,1.125e-6,5.213e-138
232.923,3.418e-6,1.111e-93,3.418e-6,5.214e-138
232.925,2.858e-5,1.111e-93,2.858e-5,5.214e-138
232.927,2.093e-4,1.111e-93,2.093e-4,5.215e-138
232.928,5.390e-4,1.111e-93,5.390e-4,5.215e-138
232.93,3.238e-3,1.111e-93,3.238e-3,5.216e-138
232.932,1.704e-2,1.111e-93,1.704e-2,5.217e-138
232.933,3.721e-2,1.112e-93,3.721e-2,5.217e-138
232.935,1.608e-1,1.112e-93,1.608e-1,5.218e-138
232.937,6.093e-1,1.112e-93,6.093e-1,5.218e-138
232.938,1.129e+0,1.112e-93,1.129e+0,5.219e-138
232.94,3.520e+0,1.112e-93,3.520e+0,5.219e-138
232.942,9.638e+0,1.112e-93,9.638e+0,5.220e-138
232.943,1.520e+1,1.112e-93,1.520e+1,5.221e-138
232.945,3.437e+1,1.112e-93,3.437e+1,5.221e-138
232.947,6.854e+1,1.112e-93,6.854e+1,5.222e-138
232.948,9.241e+1,1.112e-93,9.241e+1,5.222e-138
232.95,1.533e+2,1.112e-93,1.533e+2,5.223e-138
232.952,2.259e+2,1.112e-93,2.259e+2,5.224e-138
232.953,2.626e+2,1.112e-93,2.626e+2,5.224e-138
232.955,3.257e+2,1.112e-93,3.257e+2,5.225e-138
232.957,3.618e+2,1.112e-93,3.618e+2,5.225e-138
232.958,3.661e+2,1.112e-93,3.661e+2,5.226e-138
232.96,3.463e+2,1.113e-93,3.463e+2,5.226e-138
232.962,2.948e+2,1.113e-93,2.948e+2,5.227e-138
232.963,2.615e+2,1.113e-93,2.615e+2,5.227e-138
232.965,1.899e+2,1.113e-93,1.899e+2,5.228e-138
232.967,1.237e+2,1.113e-93,1.237e+2,5.229e-138
232.968,9.576e+1,1.113e-93,9.576e+1,5.229e-138
232.97,5.270e+1,1.113e-93,5.270e+1,5.230e-138
232.972,2.581e+1,1.113e-93,2.581e+1,5.231e-138
232.973,1.727e+1,1.113e-93,1.727e+1,5.231e-138
232.975,7.055e+0,1.113e-93,7.055e+0,5.232e-138
232.977,2.546e+0,1.113e-93,2.546e+0,5.232e-138
232.978,1.459e+0,1.113e-93,1.459e+0,5.233e-138
232.98,4.354e-1,1.113e-93,4.354e-1,5.233e-138
232.982,1.143e-1,1.113e-93,1.143e-1,5.234e-138
232.983,5.577e-2,1.113e-93,5.577e-2,5.234e-138
232.985,1.205e-2,1.113e-93,1.205e-2,5.235e-138
232.987,2.283e-3,1.113e-93,2.283e-3,5.236e-138
232.988,9.462e-4,1.114e-93,9.462e-4,5.236e-138
232.99,1.472e-4,1.114e-93,1.472e-4,5.237e-138
232.992,2.008e-5,1.114e-93,2.008e-5,5.238e-138
