Wavelength (nm),Sum(calc),Cu I (2.9e-1),Cu II (7.1e-1)
224.505,4.354e-17,4.354e-17,3.839e-40
224.508,9.855e-19,9.855e-19,3.979e-40
224.51,7.284e-20,7.284e-20,4.072e-40
224.513,1.299e-21,1.299e-21,4.213e-40
224.515,8.194e-23,8.194e-23,4.306e-40
224.518,1.152e-24,1.152e-24,4.447e-40
224.52,6.196e-26,6.196e-26,4.540e-40
224.523,6.863e-28,6.863e-28,4.681e-40
224.525,3.150e-29,3.150e-29,4.774e-40
224.528,2.749e-31,2.749e-31,4.915e-40
224.53,1.077e-32,1.077e-32,5.008e-40
224.533,7.405e-35,7.405e-35,5.148e-40
224.535,2.474e-36,2.474e-36,5.242e-40
224.538,1.341e-38,1.341e-38,5.382e-40
224.54,3.821e-40,3.821e-40,5.476e-40
224.585,7.581e-40,2.593e-39,7.581e-40
224.588,1.670e-37,2.740e-39,1.670e-37
224.59,5.629e-36,2.838e-39,5.629e-36
224.593,9.779e-34,2.986e-39,9.779e-34
224.595,2.813e-32,3.084e-39,2.813e-32
224.598,3.853e-30,3.231e-39,3.853e-30
224.6,9.457e-29,3.329e-39,9.457e-29
224.603,1.021e-26,3.477e-39,1.021e-26
224.605,2.140e-25,3.575e-39,2.140e-25
224.608,1.822e-23,3.722e-39,1.822e-23
224.61,3.258e-22,3.821e-39,3.258e-22
224.613,2.187e-20,3.968e-39,2.187e-20
224.615,3.338e-19,4.066e-39,3.338e-19
224.618,1.767e-17,4.214e-39,1.767e-17
224.62,2.301e-16,4.312e-39,2.301e-16
224.623,9.606e-15,4.459e-39,9.606e-15
224.625,1.068e-13,4.558e-39,1.068e-13
224.628,3.514e-12,4.705e-39,3.514e-12
224.63,3.334e-11,4.803e-39,3.334e-11
224.633,8.651e-10,4.951e-39,8.651e-10
224.635,7.004e-9,5.049e-39,7.004e-9
224.638,1.433e-7,5.196e-39,1.433e-7
224.64,9.903e-7,5.294e-39,9.903e-7
224.643,1.597e-5,5.442e-39,1.597e-5
224.645,9.422e-5,5.540e-39,9.422e-5
224.648,1.198e-3,5.687e-39,1.198e-3
224.65,6.032e-3,5.786e-39,6.032e-3
224.653,6.049e-2,5.933e-39,6.049e-2
224.655,2.599e-1,6.031e-39,2.599e-1
224.658,2.055e+0,6.179e-39,2.055e+0
224.66,7.534e+0,6.277e-39,7.534e+0
224.663,4.697e+1,6.424e-39,4.697e+1
224.665,1.470e+2,6.522e-39,1.470e+2
224.668,7.225e+2,6.670e-39,7.225e+2
224.67,1.930e+3,6.768e-39,1.930e+3
224.673,7.478e+3,6.915e-39,7.478e+3
224.675,1.705e+4,7.014e-39,1.705e+4
224.678,5.209e+4,7.161e-39,5.209e+4
224.68,1.013e+5,7.259e-39,1.013e+5
224.683,2.442e+5,7.407e-39,2.442e+5
224.685,4.054e+5,7.505e-39,4.054e+5
224.688,7.701e+5,7.652e-39,7.701e+5
224.69,1.091e+6,7.751e-39,1.091e+6
224.693,1.635e+6,7.898e-39,1.635e+6
224.695,1.977e+6,7.996e-39,1.977e+6
224.698,2.335e+6,8.144e-39,2.335e+6
224.7,2.410e+6,8.242e-39,2.410e+6
224.703,2.244e+6,8.389e-39,2.244e+6
224.705,1.977e+6,8.487e-39,1.977e+6
224.708,1.452e+6,8.635e-39,1.452e+6
224.71,1.091e+6,8.733e-39,1.091e+6
224.713,6.318e+5,8.880e-39,6.318e+5
224.715,4.054e+5,8.979e-39,4.054e+5
224.718,1.850e+5,9.126e-39,1.850e+5
224.72,1.013e+5,9.224e-39,1.013e+5
224.723,3.647e+4,9.372e-39,3.647e+4
224.725,1.705e+4,9.470e-39,1.705e+4
224.728,4.837e+3,9.617e-39,4.837e+3
224.73,1.930e+3,9.715e-39,1.930e+3
224.733,4.317e+2,9.863e-39,4.317e+2
224.735,1.470e+2,9.961e-39,1.470e+2
224.738,2.593e+1,1.011e-38,2.593e+1
224.74,7.534e+0,1.021e-38,7.534e+0
224.743,1.048e+0,1.035e-38,1.048e+0
224.745,2.599e-1,1.045e-38,2.599e-1
224.748,2.850e-2,1.060e-38,2.850e-2
224.75,6.032e-3,1.070e-38,6.032e-3
224.753,5.216e-4,1.085e-38,5.216e-4
224.755,9.422e-5,1.094e-38,9.422e-5
224.758,6.423e-6,1.109e-38,6.423e-6
224.76,9.903e-7,1.119e-38,9.903e-7
224.763,5.323e-8,1.134e-38,5.323e-8
224.765,7.004e-9,1.143e-38,7.004e-9
224.768,2.969e-10,1.158e-38,2.969e-10
224.77,3.334e-11,1.168e-38,3.334e-11
224.773,1.114e-12,1.183e-38,1.114e-12
224.775,1.068e-13,1.193e-38,1.068e-13
224.778,2.814e-15,1.207e-38,2.814e-15
224.78,2.301e-16,1.217e-38,2.301e-16
224.783,4.781e-18,1.232e-38,4.781e-18
224.785,3.338e-19,1.242e-38,3.338e-19
224.788,5.468e-21,1.256e-38,5.468e-21
224.79,3.258e-22,1.266e-38,3.258e-22
224.793,4.208e-24,1.281e-38,4.208e-24
224.795,2.140e-25,1.291e-38,2.140e-25
224.798,2.179e-27,1.306e-38,2.179e-27
224.8,9.887e-29,1.315e-38,9.887e-29
224.803,4.003e-28,1.330e-38,4.003e-28
224.805,7.573e-27,1.340e-38,7.573e-27
224.808,5.549e-25,1.355e-38,5.549e-25
224.81,8.979e-24,1.365e-38,8.979e-24
224.813,5.190e-22,1.379e-38,5.190e-22
224.815,7.170e-21,1.389e-38,7.170e-21
224.818,3.269e-19,1.404e-38,3.269e-19
224.82,3.855e-18,1.414e-38,3.855e-18
224.823,1.386e-16,1.428e-38,1.386e-16
224.825,1.396e-15,1.438e-38,1.396e-15
224.828,3.960e-14,1.453e-38,3.960e-14
224.83,3.403e-13,1.463e-38,3.403e-13
224.833,7.615e-12,1.478e-38,7.615e-12
224.835,5.587e-11,1.487e-38,5.587e-11
224.838,9.862e-10,1.502e-38,9.862e-10
224.84,6.177e-9,1.512e-38,6.177e-9
224.843,8.600e-8,1.527e-38,8.600e-8
224.845,4.599e-7,1.536e-38,4.599e-7
224.848,5.051e-6,1.551e-38,5.051e-6
224.85,2.306e-5,1.561e-38,2.306e-5
224.853,1.997e-4,1.576e-38,1.997e-4
224.855,7.784e-4,1.586e-38,7.784e-4
224.858,5.319e-3,1.600e-38,5.319e-3
224.86,1.770e-2,1.610e-38,1.770e-2
224.863,9.538e-2,1.625e-38,9.538e-2
224.865,2.709e-1,1.635e-38,2.709e-1
224.868,1.152e+0,1.649e-38,1.152e+0
224.87,2.793e+0,1.659e-38,2.793e+0
224.873,9.365e+0,1.674e-38,9.365e+0
224.875,1.939e+1,1.684e-38,1.939e+1
224.878,5.128e+1,1.699e-38,5.128e+1
224.88,9.062e+1,1.708e-38,9.062e+1
224.883,1.891e+2,1.723e-38,1.891e+2
224.885,2.853e+2,1.733e-38,2.853e+2
224.888,4.695e+2,1.748e-38,4.695e+2
224.89,6.047e+2,1.758e-38,6.047e+2
224.893,7.851e+2,1.772e-38,7.851e+2
224.895,8.632e+2,1.782e-38,8.632e+2
224.898,8.839e+2,1.797e-38,8.839e+2
224.9,8.297e+2,1.807e-38,8.297e+2
224.903,6.702e+2,1.821e-38,6.702e+2
224.905,5.371e+2,1.831e-38,5.371e+2
224.908,3.422e+2,1.846e-38,3.422e+2
224.91,2.341e+2,1.856e-38,2.341e+2
224.913,1.176e+2,1.870e-38,1.176e+2
224.915,6.871e+1,1.880e-38,6.871e+1
224.918,2.724e+1,1.895e-38,2.724e+1
224.92,1.358e+1,1.905e-38,1.358e+1
224.923,4.247e+0,1.920e-38,4.247e+0
224.925,1.808e+0,1.929e-38,1.808e+0
224.928,4.458e-1,1.944e-38,4.458e-1
224.93,1.620e-1,1.954e-38,1.620e-1
224.933,3.152e-2,1.969e-38,3.152e-2
224.935,9.778e-3,1.979e-38,9.778e-3
224.938,1.501e-3,1.993e-38,1.501e-3
224.94,3.974e-4,2.003e-38,3.974e-4
224.943,4.811e-5,2.018e-38,4.811e-5
224.945,1.088e-5,2.028e-38,1.088e-5
224.948,1.039e-6,2.042e-38,1.039e-6
224.95,2.005e-7,2.052e-38,2.005e-7
224.953,1.510e-8,2.067e-38,1.510e-8
224.955,2.488e-9,2.077e-38,2.488e-9
224.958,1.478e-10,2.092e-38,1.478e-10
224.96,2.079e-11,2.101e-38,2.079e-11
224.963,9.742e-13,2.116e-38,9.742e-13
224.965,1.170e-13,2.126e-38,1.170e-13
224.968,4.325e-15,2.141e-38,4.325e-15
224.97,4.434e-16,2.151e-38,4.434e-16
224.973,1.293e-17,2.165e-38,1.293e-17
224.975,1.131e-18,2.175e-38,1.131e-18
224.978,2.602e-20,2.190e-38,2.602e-20
224.98,1.944e-21,2.200e-38,1.944e-21
224.983,3.527e-23,2.214e-38,3.527e-23
224.985,2.250e-24,2.224e-38,2.250e-24
224.988,3.220e-26,2.239e-38,3.220e-26
224.99,1.753e-27,2.249e-38,1.753e-27
224.993,1.979e-29,2.263e-38,1.979e-29
224.995,9.200e-31,2.273e-38,9.200e-31
224.998,8.191e-33,2.288e-38,8.191e-33
225,3.251e-34,2.298e-38,3.251e-34
225.003,2.283e-36,2.313e-38,2.283e-36
225.005,7.735e-38,2.322e-38,7.735e-38
225.008,4.285e-40,2.337e-38,4.285e-40
225.01,1.239e-41,2.347e-38,1.239e-41
225.385,1.975e-42,4.189e-38,1.975e-42
225.387,6.914e-41,4.199e-38,6.914e-41
225.39,1.273e-38,4.214e-38,1.273e-38
225.392,3.807e-37,4.223e-38,3.807e-37
225.395,5.535e-35,4.238e-38,5.535e-35
225.397,1.415e-33,4.248e-38,1.415e-33
225.4,1.624e-31,4.263e-38,1.624e-31
225.402,3.547e-30,4.273e-38,3.547e-30
225.405,3.216e-28,4.287e-38,3.216e-28
225.407,6.001e-27,4.297e-38,6.001e-27
225.41,4.298e-25,4.312e-38,4.298e-25
225.412,6.852e-24,4.322e-38,6.852e-24
225.415,3.876e-22,4.336e-38,3.876e-22
225.417,5.280e-21,4.346e-38,5.280e-21
225.42,2.359e-19,4.361e-38,2.359e-19
225.422,2.745e-18,4.371e-38,2.745e-18
225.425,9.686e-17,4.386e-38,9.686e-17
225.427,9.632e-16,4.395e-38,9.632e-16
225.43,2.684e-14,4.410e-38,2.684e-14
225.432,2.280e-13,4.420e-38,2.280e-13
225.435,5.019e-12,4.435e-38,5.019e-12
225.437,3.644e-11,4.445e-38,3.644e-11
225.44,6.334e-10,4.459e-38,6.334e-10
225.442,3.929e-9,4.469e-38,3.929e-9
225.445,5.393e-8,4.484e-38,5.393e-8
225.447,2.858e-7,4.494e-38,2.858e-7
225.45,3.099e-6,4.508e-38,3.099e-6
225.452,1.403e-5,4.518e-38,1.403e-5
225.455,1.202e-4,4.533e-38,1.202e-4
225.457,4.650e-4,4.543e-38,4.650e-4
225.46,3.145e-3,4.558e-38,3.145e-3
225.462,1.040e-2,4.567e-38,1.040e-2
225.465,5.553e-2,4.582e-38,5.553e-2
225.467,1.569e-1,4.592e-38,1.569e-1
225.47,6.617e-1,4.607e-38,6.617e-1
225.472,1.597e+0,4.616e-38,1.597e+0
225.475,5.321e+0,4.631e-38,5.321e+0
225.477,1.097e+1,4.641e-38,1.097e+1
225.48,2.887e+1,4.656e-38,2.887e+1
225.482,5.087e+1,4.666e-38,5.087e+1
225.485,1.057e+2,4.680e-38,1.057e+2
225.487,1.592e+2,4.690e-38,1.592e+2
225.49,2.613e+2,4.705e-38,2.613e+2
225.492,3.360e+2,4.715e-38,3.360e+2
225.495,4.356e+2,4.729e-38,4.356e+2
225.497,4.788e+2,4.739e-38,4.788e+2
225.5,4.902e+2,4.754e-38,4.902e+2
225.502,4.603e+2,4.764e-38,4.603e+2
225.505,3.722e+2,4.779e-38,3.722e+2
225.507,2.986e+2,4.788e-38,2.986e+2
225.51,1.907e+2,4.803e-38,1.907e+2
225.512,1.307e+2,4.813e-38,1.307e+2
225.515,6.595e+1,4.828e-38,6.595e+1
225.517,3.863e+1,4.838e-38,3.863e+1
225.52,1.539e+1,4.852e-38,1.539e+1
225.522,7.701e+0,4.862e-38,7.701e+0
225.525,2.423e+0,4.877e-38,2.423e+0
225.527,1.036e+0,4.887e-38,1.036e+0
225.53,2.575e-1,4.901e-38,2.575e-1
225.532,9.407e-2,4.911e-38,9.407e-2
225.535,1.846e-2,4.926e-38,1.846e-2
225.537,5.763e-3,4.936e-38,5.763e-3
225.54,8.933e-4,4.951e-38,8.933e-4
225.542,2.383e-4,4.960e-38,2.383e-4
225.545,2.917e-5,4.975e-38,2.917e-5
225.547,6.647e-6,4.985e-38,6.647e-6
225.55,6.427e-7,5.000e-38,6.427e-7
225.552,1.251e-7,5.009e-38,1.251e-7
225.555,9.556e-9,5.024e-38,9.556e-9
225.557,1.590e-9,5.034e-38,1.590e-9
225.56,9.588e-11,5.049e-38,9.588e-11
225.562,1.363e-11,5.059e-38,1.363e-11
225.565,6.492e-13,5.073e-38,6.492e-13
225.567,7.885e-14,5.083e-38,7.885e-14
225.57,2.966e-15,5.098e-38,2.966e-15
225.572,3.078e-16,5.108e-38,3.078e-16
225.575,9.146e-18,5.122e-38,9.146e-18
225.577,8.110e-19,5.132e-38,8.110e-19
225.58,1.903e-20,5.147e-38,1.903e-20
225.582,1.442e-21,5.157e-38,1.442e-21
225.585,2.672e-23,5.172e-38,2.672e-23
225.587,1.730e-24,5.181e-38,1.730e-24
225.59,2.532e-26,5.196e-38,2.532e-26
225.592,1.400e-27,5.206e-38,1.400e-27
225.595,1.619e-29,5.221e-38,1.619e-29
225.597,7.650e-31,5.231e-38,7.650e-31
225.6,6.984e-33,5.245e-38,6.984e-33
225.602,2.820e-34,5.255e-38,2.820e-34
225.605,2.034e-36,5.270e-38,2.034e-36
225.607,7.016e-38,5.280e-38,7.016e-38
225.61,3.995e-40,5.294e-38,3.995e-40
225.612,1.178e-41,5.304e-38,1.178e-41
226.207,4.641e-42,8.227e-38,4.641e-42
226.209,1.583e-40,8.237e-38,1.583e-40
226.212,2.806e-38,8.252e-38,2.806e-38
226.214,8.189e-37,8.261e-38,8.189e-37
226.217,1.148e-34,8.276e-38,1.148e-34
226.219,2.867e-33,8.286e-38,2.867e-33
226.222,3.180e-31,8.301e-38,3.180e-31
226.224,6.791e-30,8.311e-38,6.791e-30
226.227,5.960e-28,8.325e-38,5.960e-28
226.229,1.089e-26,8.335e-38,1.089e-26
226.232,7.560e-25,8.350e-38,7.560e-25
226.234,1.181e-23,8.360e-38,1.181e-23
226.237,6.489e-22,8.374e-38,6.489e-22
226.239,8.673e-21,8.384e-38,8.673e-21
226.242,3.769e-19,8.399e-38,3.769e-19
226.244,4.309e-18,8.409e-38,4.309e-18
226.247,1.482e-16,8.424e-38,1.482e-16
226.249,1.449e-15,8.433e-38,1.449e-15
226.252,3.942e-14,8.448e-38,3.942e-14
226.254,3.297e-13,8.458e-38,3.297e-13
226.257,7.096e-12,8.473e-38,7.096e-12
226.259,5.078e-11,8.482e-38,5.078e-11
226.262,8.646e-10,8.497e-38,8.646e-10
226.264,5.292e-9,8.507e-38,5.292e-9
226.267,7.129e-8,8.522e-38,7.129e-8
226.269,3.733e-7,8.532e-38,3.733e-7
226.272,3.978e-6,8.546e-38,3.978e-6
226.274,1.782e-5,8.556e-38,1.782e-5
226.277,1.502e-4,8.571e-38,1.502e-4
226.279,5.755e-4,8.581e-38,5.755e-4
226.282,3.839e-3,8.595e-38,3.839e-3
226.284,1.258e-2,8.605e-38,1.258e-2
226.287,6.639e-2,8.620e-38,6.639e-2
226.289,1.861e-1,8.630e-38,1.861e-1
226.292,7.770e-1,8.645e-38,7.770e-1
226.294,1.863e+0,8.654e-38,1.863e+0
226.297,6.154e+0,8.669e-38,6.154e+0
226.299,1.262e+1,8.679e-38,1.262e+1
226.302,3.299e+1,8.694e-38,3.299e+1
226.304,5.788e+1,8.704e-38,5.788e+1
226.307,1.197e+2,8.718e-38,1.197e+2
226.309,1.796e+2,8.728e-38,1.796e+2
226.312,2.937e+2,8.743e-38,2.937e+2
226.314,3.771e+2,8.753e-38,3.771e+2
226.317,4.880e+2,8.767e-38,4.880e+2
226.319,5.359e+2,8.777e-38,5.359e+2
226.322,5.486e+2,8.792e-38,5.486e+2
226.324,5.154e+2,8.802e-38,5.154e+2
226.327,4.174e+2,8.817e-38,4.174e+2
226.329,3.354e+2,8.826e-38,3.354e+2
226.332,2.149e+2,8.841e-38,2.149e+2
226.334,1.477e+2,8.851e-38,1.477e+2
226.337,7.490e+1,8.866e-38,7.490e+1
226.339,4.404e+1,8.875e-38,4.404e+1
226.342,1.769e+1,8.890e-38,1.769e+1
226.344,8.983e+0,8.900e-38,8.983e+0
226.347,3.298e+0,8.915e-38,3.298e+0
226.349,2.476e+0,8.925e-38,2.476e+0
226.352,5.103e+0,8.939e-38,5.103e+0
226.354,1.092e+1,8.949e-38,1.092e+1
226.357,3.250e+1,8.964e-38,3.250e+1
226.359,6.258e+1,8.974e-38,6.258e+1
226.362,1.488e+2,8.988e-38,1.488e+2
226.364,2.452e+2,8.998e-38,2.452e+2
226.367,4.615e+2,9.013e-38,4.615e+2
226.369,6.506e+2,9.023e-38,6.506e+2
226.372,9.687e+2,9.038e-38,9.687e+2
226.374,1.168e+3,9.047e-38,1.168e+3
226.377,1.376e+3,9.062e-38,1.376e+3
226.379,1.420e+3,9.072e-38,1.420e+3
226.382,1.324e+3,9.087e-38,1.324e+3
226.384,1.168e+3,9.097e-38,1.168e+3
226.387,8.617e+2,9.111e-38,8.617e+2
226.389,6.506e+2,9.121e-38,6.506e+2
226.392,3.797e+2,9.136e-38,3.797e+2
226.394,2.452e+2,9.146e-38,2.452e+2
226.397,1.132e+2,9.160e-38,1.132e+2
226.399,6.257e+1,9.170e-38,6.257e+1
226.402,2.286e+1,9.185e-38,2.286e+1
226.404,1.081e+1,9.195e-38,1.081e+1
226.407,3.124e+0,9.209e-38,3.124e+0
226.409,1.263e+0,9.219e-38,1.263e+0
226.412,2.889e-1,9.234e-38,2.889e-1
226.414,9.995e-2,9.244e-38,9.995e-2
226.417,1.809e-2,9.259e-38,1.809e-2
226.419,5.353e-3,9.268e-38,5.353e-3
226.422,7.666e-4,9.283e-38,7.666e-4
226.424,1.941e-4,9.293e-38,1.941e-4
226.427,2.199e-5,9.308e-38,2.199e-5
226.429,4.762e-6,9.318e-38,4.762e-6
226.432,4.269e-7,9.332e-38,4.269e-7
226.434,7.910e-8,9.342e-38,7.910e-8
226.437,5.611e-9,9.357e-38,5.611e-9
226.439,8.893e-10,9.367e-38,8.893e-10
226.442,4.991e-11,9.381e-38,4.991e-11
226.444,6.767e-12,9.391e-38,6.767e-12
226.447,3.005e-13,9.406e-38,3.005e-13
226.449,3.486e-14,9.416e-38,3.486e-14
226.452,1.225e-15,9.431e-38,1.225e-15
226.454,1.215e-16,9.440e-38,1.215e-16
226.457,3.646e-18,9.455e-38,3.646e-18
226.459,3.331e-18,9.465e-38,3.331e-18
226.462,1.040e-16,9.480e-38,1.040e-16
226.464,1.012e-15,9.489e-38,1.012e-15
226.467,2.737e-14,9.504e-38,2.737e-14
226.469,2.280e-13,9.514e-38,2.280e-13
226.472,4.879e-12,9.529e-38,4.879e-12
226.474,3.478e-11,9.539e-38,3.478e-11
226.477,5.890e-10,9.553e-38,5.890e-10
226.479,3.593e-9,9.563e-38,3.593e-9
226.482,4.816e-8,9.578e-38,4.816e-8
226.484,2.514e-7,9.588e-38,2.514e-7
226.487,2.667e-6,9.602e-38,2.667e-6
226.489,1.191e-5,9.612e-38,1.191e-5
226.492,1.000e-4,9.627e-38,1.000e-4
226.494,3.822e-4,9.637e-38,3.822e-4
226.497,2.540e-3,9.652e-38,2.540e-3
226.499,8.306e-3,9.661e-38,8.306e-3
226.502,4.370e-2,9.676e-38,4.370e-2
226.504,1.223e-1,9.686e-38,1.223e-1
226.507,5.090e-1,9.701e-38,5.090e-1
226.509,1.219e+0,9.711e-38,1.219e+0
226.512,4.016e+0,9.725e-38,4.016e+0
226.514,8.226e+0,9.735e-38,8.226e+0
226.517,2.146e+1,9.750e-38,2.146e+1
226.519,3.761e+1,9.760e-38,3.761e+1
226.522,7.764e+1,9.774e-38,7.764e+1
226.524,1.164e+2,9.784e-38,1.164e+2
226.527,1.903e+2,9.799e-38,1.903e+2
226.529,2.442e+2,9.809e-38,2.442e+2
226.532,3.158e+2,9.824e-38,3.158e+2
226.534,3.468e+2,9.833e-38,3.468e+2
226.537,3.550e+2,9.848e-38,3.550e+2
226.539,3.335e+2,9.858e-38,3.335e+2
226.542,2.702e+2,9.873e-38,2.702e+2
226.544,2.172e+2,9.882e-38,2.172e+2
226.547,1.393e+2,9.897e-38,1.393e+2
226.549,9.583e+1,9.907e-38,9.583e+1
226.552,4.864e+1,9.922e-38,4.864e+1
226.554,2.863e+1,9.932e-38,2.863e+1
226.557,1.150e+1,9.946e-38,1.150e+1
226.559,5.793e+0,9.956e-38,5.793e+0
226.562,1.842e+0,9.971e-38,1.842e+0
226.564,7.938e-1,9.981e-38,7.938e-1
226.567,1.998e-1,9.995e-38,1.998e-1
226.569,7.366e-2,1.001e-37,7.366e-2
226.571,2.552e-2,1.002e-37,2.552e-2
226.574,4.630e-3,1.003e-37,4.630e-3
226.576,1.372e-3,1.004e-37,1.372e-3
226.579,1.971e-4,1.005e-37,1.971e-4
226.581,4.998e-5,1.006e-37,4.998e-5
226.584,5.680e-6,1.008e-37,5.680e-6
226.586,1.233e-6,1.009e-37,1.233e-6
226.589,1.109e-7,1.010e-37,1.109e-7
226.591,2.059e-8,1.011e-37,2.059e-8
226.594,1.466e-9,1.013e-37,1.466e-9
226.596,2.330e-10,1.014e-37,2.330e-10
226.599,1.313e-11,1.015e-37,1.313e-11
226.601,1.785e-12,1.016e-37,1.785e-12
226.604,7.962e-14,1.018e-37,7.962e-14
226.606,9.262e-15,1.019e-37,9.262e-15
226.609,3.270e-16,1.020e-37,3.270e-16
226.611,3.255e-17,1.021e-37,3.255e-17
226.614,9.095e-19,1.023e-37,9.095e-19
226.616,7.747e-20,1.024e-37,7.747e-20
226.619,1.713e-21,1.025e-37,1.713e-21
226.621,1.249e-22,1.026e-37,1.249e-22
226.624,2.186e-24,1.028e-37,2.186e-24
226.626,1.363e-25,1.029e-37,1.363e-25
226.629,1.888e-27,1.030e-37,1.888e-27
226.631,1.008e-28,1.031e-37,1.008e-28
226.634,1.105e-30,1.032e-37,1.105e-30
226.636,5.045e-32,1.033e-37,5.045e-32
226.639,4.379e-34,1.035e-37,4.379e-34
226.641,1.711e-35,1.036e-37,1.711e-35
226.644,1.175e-37,1.037e-37,1.175e-37
226.646,3.928e-39,1.038e-37,3.928e-39
226.649,2.136e-41,1.040e-37,2.136e-41
226.651,6.109e-43,1.041e-37,6.109e-43
227.511,1.003e-39,1.463e-37,1.003e-39
227.513,3.391e-38,1.464e-37,3.391e-38
227.516,5.933e-36,1.466e-37,5.933e-36
227.518,1.718e-34,1.467e-37,1.718e-34
227.521,2.385e-32,1.468e-37,2.385e-32
227.523,5.919e-31,1.469e-37,5.919e-31
227.526,6.518e-29,1.471e-37,6.518e-29
227.528,1.386e-27,1.472e-37,1.386e-27
227.531,1.211e-25,1.473e-37,1.211e-25
227.533,2.206e-24,1.474e-37,2.206e-24
227.536,1.529e-22,1.476e-37,1.529e-22
227.538,2.387e-21,1.477e-37,2.387e-21
227.541,1.312e-19,1.478e-37,1.312e-19
227.543,1.756e-18,1.479e-37,1.756e-18
227.546,7.656e-17,1.480e-37,7.656e-17
227.548,8.779e-16,1.481e-37,8.779e-16
227.551,3.036e-14,1.483e-37,3.036e-14
227.553,2.984e-13,1.484e-37,2.984e-13
227.556,8.187e-12,1.485e-37,8.187e-12
227.558,6.894e-11,1.486e-37,6.894e-11
227.561,1.500e-9,1.488e-37,1.500e-9
227.563,1.083e-8,1.489e-37,1.083e-8
227.566,1.869e-7,1.490e-37,1.869e-7
227.568,1.156e-6,1.491e-37,1.156e-6
227.571,1.583e-5,1.493e-37,1.583e-5
227.573,8.389e-5,1.494e-37,8.389e-5
227.576,9.114e-4,1.495e-37,9.114e-4
227.578,4.139e-3,1.496e-37,4.139e-3
227.581,3.567e-2,1.498e-37,3.567e-2
227.583,1.388e-1,1.499e-37,1.388e-1
227.586,9.488e-1,1.500e-37,9.488e-1
227.588,3.164e+0,1.501e-37,3.164e+0
227.591,1.716e+1,1.503e-37,1.716e+1
227.593,4.903e+1,1.504e-37,4.903e+1
227.596,2.109e+2,1.505e-37,2.109e+2
227.598,5.165e+2,1.506e-37,5.165e+2
227.601,1.762e+3,1.507e-37,1.762e+3
227.603,3.698e+3,1.508e-37,3.698e+3
227.606,1.001e+4,1.510e-37,1.001e+4
227.608,1.800e+4,1.511e-37,1.800e+4
227.611,3.866e+4,1.512e-37,3.866e+4
227.613,5.956e+4,1.513e-37,5.956e+4
227.616,1.015e+5,1.515e-37,1.015e+5
227.618,1.340e+5,1.516e-37,1.340e+5
227.621,1.810e+5,1.517e-37,1.810e+5
227.623,2.048e+5,1.518e-37,2.048e+5
227.626,2.196e+5,1.520e-37,2.196e+5
227.628,2.129e+5,1.521e-37,2.129e+5
227.631,1.810e+5,1.522e-37,1.810e+5
227.633,1.504e+5,1.523e-37,1.504e+5
227.636,1.015e+5,1.525e-37,1.015e+5
227.638,7.224e+4,1.526e-37,7.224e+4
227.641,3.866e+4,1.527e-37,3.866e+4
227.643,2.359e+4,1.528e-37,2.359e+4
227.646,1.001e+4,1.530e-37,1.001e+4
227.648,5.234e+3,1.531e-37,5.234e+3
227.651,1.762e+3,1.532e-37,1.762e+3
227.653,7.897e+2,1.533e-37,7.897e+2
227.656,2.109e+2,1.534e-37,2.109e+2
227.658,8.098e+1,1.535e-37,8.098e+1
227.661,1.716e+1,1.537e-37,1.716e+1
227.663,5.645e+0,1.538e-37,5.645e+0
227.666,9.488e-1,1.539e-37,9.488e-1
227.668,2.675e-1,1.540e-37,2.675e-1
227.671,3.567e-2,1.542e-37,3.567e-2
227.673,8.617e-3,1.543e-37,8.617e-3
227.676,9.114e-4,1.544e-37,9.114e-4
227.678,1.887e-4,1.545e-37,1.887e-4
227.681,1.583e-5,1.547e-37,1.583e-5
227.683,2.809e-6,1.548e-37,2.809e-6
227.686,1.869e-7,1.549e-37,1.869e-7
227.688,2.842e-8,1.550e-37,2.842e-8
227.691,1.500e-9,1.552e-37,1.500e-9
227.693,1.955e-10,1.553e-37,1.955e-10
227.696,8.187e-12,1.554e-37,8.187e-12
227.698,9.140e-13,1.555e-37,9.140e-13
227.701,3.036e-14,1.557e-37,3.036e-14
227.703,2.905e-15,1.558e-37,2.905e-15
227.706,7.656e-17,1.559e-37,7.656e-17
227.708,6.276e-18,1.560e-37,6.276e-18
227.711,1.312e-19,1.562e-37,1.312e-19
227.713,9.218e-21,1.562e-37,9.218e-21
227.716,1.529e-22,1.564e-37,1.529e-22
227.718,9.203e-24,1.565e-37,9.203e-24
227.721,1.211e-25,1.566e-37,1.211e-25
227.723,6.245e-27,1.567e-37,6.245e-27
227.726,6.518e-29,1.569e-37,6.518e-29
227.728,2.881e-30,1.570e-37,2.881e-30
227.731,2.503e-32,1.571e-37,2.503e-32
227.733,2.818e-32,1.572e-37,2.818e-32
227.736,2.715e-30,1.574e-37,2.715e-30
227.738,5.397e-29,1.575e-37,5.397e-29
227.741,4.263e-27,1.576e-37,4.263e-27
227.743,7.266e-26,1.577e-37,7.266e-26
227.746,4.554e-24,1.579e-37,4.554e-24
227.748,6.654e-23,1.580e-37,6.654e-23
227.751,3.310e-21,1.581e-37,3.310e-21
227.753,4.145e-20,1.582e-37,4.145e-20
227.756,1.636e-18,1.584e-37,1.636e-18
227.758,1.756e-17,1.585e-37,1.756e-17
227.761,5.502e-16,1.586e-37,5.502e-16
