Ion, Observed , Rel. , Aki, Ek ,J,,,,,,,,,,,,,,
Ti II ,282.1322,13, ,74 910.8726 , 7/2 ,,,,,,,,,,,,,,
Ti I ,282.1541,3, ,42 092.236  ,4,,,,,,,,,,,,,,
Ti III ,282.169,  , ,194 169.81   ,4,,,,,,,,,,,,,,
Ti I ,282.3474,1, ,35 577.086  ,2,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti III ,282.445,3, ,194 664.08   ,7,,,,,,,,,,,,,,
Ti I ,282.5072,2, ,41 985.701  ,3,,,,,,,,,,,,,,
Ti I ,282.5393,6, ,42 225.880  ,5,,,,,,,,,,,,,,
Ti III ,282.59,  , ,194 556.67   ,4,,,,,,,,,,,,,,
Ti I ,282.6154,0, ,43 975.715  ,1,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti I ,282.6383,0, ,35 757.394  ,4,,,,,,,,,,,,,,
Ti II ,282.711403,115,1.00E+08,65 095.9741 , 9/2 ,,,,,,,,,,,,,,
Ti I ,282.805, 15+bl* , ,41 906.402  ,2,,,,,,,,,,,,,,
Ti I ,282.805, 15+bl* , ,42 092.236  ,4,,,,,,,,,,,,,,
Ti II ,282.805795,1180,4.40E+08,65 590.4928 , 13/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti I ,282.8443,0, ,47 463.135  ,4,,,,,,,,,,,,,,
Ti II ,282.864508,136,1.20E+08,64 886.6693 , 5/2 ,,,,,,,,,,,,,,
Ti II ,282.881397,130,9.10E+07,65 308.4355 , 9/2 ,,,,,,,,,,,,,,
Ti I ,283.0047,4, ,41 985.701  ,3,,,,,,,,,,,,,,
Ti I ,283.1425,4, ,41 906.402  ,2,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti II ,283.217531,208,2.04E+07,39 926.8192 , 5/2 ,,,,,,,,,,,,,,
Ti I ,283.227,3, ,41 853.813  ,1,,,,,,,,,,,,,,
Ti II ,283.401126,118,7.90E+07,65 243.6290 , 11/2 ,,,,,,,,,,,,,,
Ti I ,283.4755,2, ,35 652.900  ,3,,,,,,,,,,,,,,
Ti I ,283.5421,2, ,42 100.717  ,6,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti I ,283.5639,2, ,41 853.813  ,1,,,,,,,,,,,,,,
Ti I ,283.6103,3, ,42 092.236  ,4,,,,,,,,,,,,,,
Ti I ,283.642,5, ,41 906.402  ,2,,,,,,,,,,,,,,
Ti II ,283.647506,121,1.20E+08,64 979.2810 , 7/2 ,,,,,,,,,,,,,,
Ti I ,283.661,3, ,41 985.701  ,3,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti IV ,283.6972,3,2.00E+08,265 847.42   , 1/2 ,,,,,,,,,,,,,,
Ti I ,283.8503,1, ,41 962.232  ,5,,,,,,,,,,,,,,
Ti II ,283.859,  , ,65 186.8680 , 7/2 ,,,,,,,,,,,,,,
Ti II ,283.963498,122,8.30E+07,65 446.3822 , 11/2 ,,,,,,,,,,,,,,
Ti II ,283.98166,16, ,74 436.599  , 1/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti I ,284.0222,1, ,46 837.984  ,4,,,,,,,,,,,,,,
Ti I ,284.0587,0, ,46 725.398  ,3,,,,,,,,,,,,,,
Ti I ,284.1148,0, ,41 847.686  ,4,,,,,,,,,,,,,,
Ti II ,284.193492,292,2.39E+07,40 074.6707 , 7/2 ,,,,,,,,,,,,,,
Ti I ,284.3023,2, ,47 281.887  ,3,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti II ,284.3948,14,1.50E+07,64 886.6693 , 5/2 ,,,,,,,,,,,,,,
Ti I ,284.5534,0, ,41 689.272  ,2,,,,,,,,,,,,,,
Ti II ,284.592429,129,1.20E+08,65 095.9741 , 9/2 ,,,,,,,,,,,,,,
Ti I ,284.6601,1, ,41 962.232  ,5,,,,,,,,,,,,,,
Ti II ,284.699894,55, ,80 788.150  , 9/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti III ,284.726,1, ,194 592.98   ,4,,,,,,,,,,,,,,
Ti I ,284.7765,0, ,41 847.686  ,4,,,,,,,,,,,,,,
Ti I ,284.8499,0, ,41 756.880  ,3,,,,,,,,,,,,,,
Ti I ,284.8939,0, ,41 689.272  ,2,,,,,,,,,,,,,,
Ti I ,284.9333,1, ,46 725.398  ,3,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti II ,285.11015,123,3.49E+07,44 914.8733 , 3/2 ,,,,,,,,,,,,,,
Ti I ,285.1752,0, ,42 311.264  ,3,,,,,,,,,,,,,,
Ti II ,285.179,7, ,67 822.5867 , 9/2 ,,,,,,,,,,,,,,
Ti II ,285.288,7, ,44 914.8733 , 3/2 ,,,,,,,,,,,,,,
Ti II ,285.32411,11, ,66 794.2052 , 3/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti I ,285.3432,2, ,35 035.137  ,2,,,,,,,,,,,,,,
Ti II ,285.39308,31,3.74E+06,39 926.8192 , 5/2 ,,,,,,,,,,,,,,
Ti II ,285.49248,10, ,67 549.2547 , 3/2 ,,,,,,,,,,,,,,
Ti I ,285.5131,2, ,42 269.727  ,2,,,,,,,,,,,,,,
Ti II ,285.54107,14,1.40E+07,64 979.2810 , 7/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti II ,285.608435,167,1.50E+08,65 243.6290 , 11/2 ,,,,,,,,,,,,,,
Ti II ,285.619435,42, ,67 699.4431 , 5/2 ,,,,,,,,,,,,,,
Ti II ,285.66138,9,1.16E+06,47 625.0485 , 5/2 ,,,,,,,,,,,,,,
Ti II ,285.760586,111, ,74 910.8726 , 7/2 ,,,,,,,,,,,,,,
Ti II ,285.79147,6, ,74 213.6741 , 3/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti II ,285.84105,22,3.50E+06,39 602.8645 , 3/2 ,,,,,,,,,,,,,,
Ti I ,286.0276,3, ,42 206.755  ,2,,,,,,,,,,,,,,
Ti II ,286.066603,59, ,67 549.2547 , 3/2 ,,,,,,,,,,,,,,
Ti II ,286.13015,16,3.62E+06,44 914.8733 , 3/2 ,,,,,,,,,,,,,,
Ti II ,286.184393,230, ,67 699.4431 , 5/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti II ,286.231937,177,3.44E+07,44 902.4455 , 5/2 ,,,,,,,,,,,,,,
Ti IV ,286.2596,5,4.10E+08,265 847.42   , 1/2 ,,,,,,,,,,,,,,
Ti II ,286.276503,57, ,80 829.6682 , 11/2 ,,,,,,,,,,,,,,
Ti II ,286.406357,50, ,67 437.5295 , 1/2 ,,,,,,,,,,,,,,
Ti I ,286.5228,0, ,42 146.348  ,1,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti II ,286.8184,11, ,65 095.9741 , 9/2 ,,,,,,,,,,,,,,
Ti II ,286.850346,125, ,67 549.2547 , 3/2 ,,,,,,,,,,,,,,
Ti II ,286.874087,49,4.26E+06,39 476.9244 , 5/2 ,,,,,,,,,,,,,,
Ti II ,286.984156,52, ,67 437.5295 , 1/2 ,,,,,,,,,,,,,,
Ti II ,286.996647,134, ,74 908.058  , 9/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti II ,287.411,4,1.40E+06,43 780.9533 , 9/2 ,,,,,,,,,,,,,,
Ti II ,287.46766,36, ,82 243.0637 , 7/2 ,,,,,,,,,,,,,,
Ti II ,287.531339,51, ,66 794.2052 , 3/2 ,,,,,,,,,,,,,,
Ti II ,287.5648,32, ,66 521.210  , 1/2 ,,,,,,,,,,,,,,
Ti II ,287.58741,18, ,74 436.599  , 1/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti II ,287.743487,178,4.13E+07,43 740.7678 , 7/2 ,,,,,,,,,,,,,,
Ti II ,287.749947,45, ,73 975.618  , 5/2 ,,,,,,,,,,,,,,
Ti II ,287.7951,8, ,74 213.6741 , 3/2 ,,,,,,,,,,,,,,
Ti II ,288.02952,9,1.92E+06,47 466.7479 , 7/2 ,,,,,,,,,,,,,,
Ti I ,288.195,2, ,41 943.884  ,1,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti I ,288.3229,2, ,41 928.526  ,2,,,,,,,,,,,,,,
Ti II ,288.410208,214,4.20E+07,43 780.9533 , 9/2 ,,,,,,,,,,,,,,
Ti II ,288.7453,9,8.54E+05,43 740.7678 , 7/2 ,,,,,,,,,,,,,,
Ti II ,288.79394,21, ,82 241.662  , 5/2 ,,,,,,,,,,,,,,
Ti III ,288.814,1, ,194 669.10   ,6,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti II ,288.84235,24, ,74 213.6741 , 3/2 ,,,,,,,,,,,,,,
Ti II ,288.892893,49,8.39E+06,39 233.4153 , 3/2 ,,,,,,,,,,,,,,
Ti IV ,288.936,4, ,313 110.72   , 11/2 ,,,,,,,,,,,,,,
Ti II ,289.042446,69, ,74 063.7771 , 7/2 ,,,,,,,,,,,,,,
Ti II ,289.106378,69,7.67E+06,39 476.9244 , 5/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti II ,289.44356,5, ,74 213.6741 , 3/2 ,,,,,,,,,,,,,,
Ti II ,289.579,7, ,34 748.5062 , 9/2 ,,,,,,,,,,,,,,
Ti II ,289.78113,10, ,73 975.618  , 5/2 ,,,,,,,,,,,,,,
Ti I ,289.9329,3, ,46 257.548  ,4,,,,,,,,,,,,,,
Ti II ,290.196,7, ,34 543.3799 , 7/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti II ,290.28211,5, ,65 397.7388 , 5/2 ,,,,,,,,,,,,,,
Ti II ,290.28847,8, ,65 274.8247 , 3/2 ,,,,,,,,,,,,,,
Ti I ,290.3168,2, ,42 927.337  ,2,,,,,,,,,,,,,,
Ti II ,290.59028,9, ,80 076.398  , 7/2 ,,,,,,,,,,,,,,
Ti II ,290.68541,8, ,65 598.8926 , 7/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti II ,290.80064,21, ,65 214.1729 , 1/2 ,,,,,,,,,,,,,,
Ti II ,290.8429,18, ,73 975.618  , 5/2 ,,,,,,,,,,,,,,
Ti II ,290.93415,14, ,76 358.7220 , 3/2 ,,,,,,,,,,,,,,
Ti II ,290.99276,11,4.88E+05,34 748.5062 , 9/2 ,,,,,,,,,,,,,,
Ti I ,290.9931, 6bl , ,48 460.59   ,2,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti II ,291.06535,6,4.60E+07,65 460.1706 , 7/2 ,,,,,,,,,,,,,,
Ti II ,291.12957,36, ,76 407.7595 , 5/2 ,,,,,,,,,,,,,,
Ti I ,291.2083, 15+ ,1.30E+08,41 584.908  ,3,,,,,,,,,,,,,,
Ti I ,291.2473,2, ,42 927.337  ,2,,,,,,,,,,,,,,
Ti II ,291.3101,  ,1.55E+05,34 543.3799 , 7/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti II ,291.32189,31, ,65 274.8247 , 3/2 ,,,,,,,,,,,,,,
Ti II ,291.46373,18, ,76 296.292  , 1/2 ,,,,,,,,,,,,,,
Ti II ,291.47826,20, ,65 598.8926 , 7/2 ,,,,,,,,,,,,,,
Ti II ,291.54596,16, ,76 358.7220 , 3/2 ,,,,,,,,,,,,,,
Ti II ,291.5514,17, ,76 285.981  , 3/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti II ,291.59531,27, ,65 397.7388 , 5/2 ,,,,,,,,,,,,,,
Ti II ,291.67,7, ,59 468.374  , 7/2 ,,,,,,,,,,,,,,
Ti II ,291.86276,8,4.10E+06,65 460.1706 , 7/2 ,,,,,,,,,,,,,,
Ti II ,291.950234,41, ,76 311.242  , 5/2 ,,,,,,,,,,,,,,
Ti II ,292.16574,19, ,76 285.981  , 3/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti II ,292.274,9, ,80 113.1209 , 9/2 ,,,,,,,,,,,,,,
Ti I ,292.2927,7, ,41 457.639  ,3,,,,,,,,,,,,,,
Ti II ,292.30539,6, ,65 314.4599 , 5/2 ,,,,,,,,,,,,,,
Ti II ,292.3212,11, ,76 407.7595 , 5/2 ,,,,,,,,,,,,,,
Ti II ,292.35688,7, ,65 308.4355 , 9/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti II ,292.39565,12, ,65 397.7388 , 5/2 ,,,,,,,,,,,,,,
Ti II ,292.66208,27,8.90E+07,65 460.1706 , 7/2 ,,,,,,,,,,,,,,
Ti II ,292.7803,10, ,65 446.3822 , 11/2 ,,,,,,,,,,,,,,
Ti II ,292.8076,4, ,73 375.538  , 1/2 ,,,,,,,,,,,,,,
Ti I ,292.8327,10, ,46 257.548  ,4,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti II ,292.85194,7, ,74 063.7771 , 7/2 ,,,,,,,,,,,,,,
Ti II ,292.856974,89, ,76 345.1973 , 7/2 ,,,,,,,,,,,,,,
Ti IV ,292.9961,6,3.40E+07,230 924.38   , 3/2 ,,,,,,,,,,,,,,
Ti III ,293.049,2, ,194 168.25   ,5,,,,,,,,,,,,,,
Ti II ,293.10082,37, ,65 598.8926 , 7/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti II ,293.10962,27,3.20E+08,65 314.4599 , 5/2 ,,,,,,,,,,,,,,
Ti II ,293.14848,18, ,76 311.242  , 5/2 ,,,,,,,,,,,,,,
Ti I ,293.3207,0, ,41 337.748  ,2,,,,,,,,,,,,,,
Ti I ,293.3528, 15+* , ,48 107.1632 ,1,,,,,,,,,,,,,,
Ti I ,293.3528, 15+* , ,49 235.4807 ,4,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti I ,293.3528, 15+* ,9.60E+06,34 078.606  ,3,,,,,,,,,,,,,,
Ti II ,293.597753,53,2.70E+08,64 886.6693 , 5/2 ,,,,,,,,,,,,,,
Ti II ,293.61026,9, ,73 975.618  , 5/2 ,,,,,,,,,,,,,,
Ti I ,293.7304, 15+ ,7.70E+06,34 204.985  ,4,,,,,,,,,,,,,,
Ti IV ,293.7328,14,3.00E+08,230 924.38   , 3/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti II ,293.852772,70,2.40E+08,64 979.2810 , 7/2 ,,,,,,,,,,,,,,
Ti II ,294.12593,45, ,74 063.7771 , 7/2 ,,,,,,,,,,,,,,
Ti II ,294.184849,301,1.80E+08,65 095.9741 , 9/2 ,,,,,,,,,,,,,,
Ti I ,294.1995, 60r ,1.00E+08,33 980.653  ,2,,,,,,,,,,,,,,
Ti II ,294.297819,99,1.10E+08,65 460.1706 , 7/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti II ,294.529244,407,2.70E+08,65 243.6290 , 11/2 ,,,,,,,,,,,,,,
Ti II ,294.65492,23, ,64 886.6693 , 5/2 ,,,,,,,,,,,,,,
Ti I ,294.7717,10, ,41 170.006  ,3,,,,,,,,,,,,,,
Ti II ,294.79047,6, ,75 981.346  , 5/2 ,,,,,,,,,,,,,,
Ti I ,294.8242, 15+ ,9.30E+07,34 078.606  ,3,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti II ,295.19859,29,3.00E+07,64 979.2810 , 7/2 ,,,,,,,,,,,,,,
Ti II ,295.457111,920,4.00E+08,68 584.4792 , 11/2 ,,,,,,,,,,,,,,
Ti I ,295.6123, 15+bl ,9.70E+07,34 204.985  ,4,,,,,,,,,,,,,,
Ti II ,295.617,16, ,65 308.4355 , 9/2 ,,,,,,,,,,,,,,
Ti I ,295.6782, 15+ ,1.80E+07,33 980.653  ,2,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti IV ,295.7306,12,3.30E+08,230 608.89   , 1/2 ,,,,,,,,,,,,,,
Ti II ,295.81613,20,1.40E+07,65 095.9741 , 9/2 ,,,,,,,,,,,,,,
Ti I ,295.877,4, ,50 749.398  ,3,,,,,,,,,,,,,,
Ti II ,295.878553,620,4.00E+08,68 331.1599 , 9/2 ,,,,,,,,,,,,,,
Ti I ,295.9704,9, ,42 269.727  ,2,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti I ,295.9985,10, ,42 376.495  ,3,,,,,,,,,,,,,,
Ti II ,296.01094,22, ,73 375.538  , 1/2 ,,,,,,,,,,,,,,
Ti I ,296.1459,6, ,42 193.949  ,1,,,,,,,,,,,,,,
Ti I ,296.5233,13, ,42 206.755  ,2,,,,,,,,,,,,,,
Ti I ,296.5644,  , ,42 146.348  ,1,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti I ,296.5718,  , ,42 311.264  ,3,,,,,,,,,,,,,,
Ti I ,296.6365,4, ,42 193.949  ,1,,,,,,,,,,,,,,
Ti II ,296.64239,16, ,73 375.538  , 1/2 ,,,,,,,,,,,,,,
Ti I ,296.7225,14,1.10E+07,34 078.606  ,3,,,,,,,,,,,,,,
Ti II ,296.81689,12, ,78 595.8371 , 3/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti I ,296.8239,14, ,33 680.248  ,3,,,,,,,,,,,,,,
Ti I ,296.9372,5, ,42 269.727  ,2,,,,,,,,,,,,,,
Ti I ,297.0379, 15+ ,7.40E+06,33 655.869  ,2,,,,,,,,,,,,,,
Ti I ,297.0512,6, ,48 874.86   ,5,,,,,,,,,,,,,,
Ti I ,297.0558,10, ,42 146.348  ,1,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti II ,297.16563,32, ,78 543.8893 , 5/2 ,,,,,,,,,,,,,,
Ti II ,297.16869,16, ,65 397.7388 , 5/2 ,,,,,,,,,,,,,,
Ti II ,297.27554,8, ,78 543.8893 , 5/2 ,,,,,,,,,,,,,,
Ti I ,297.3772,0, ,48 774.39   ,4,,,,,,,,,,,,,,
Ti I ,297.494,10, ,42 206.755  ,2,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti II ,297.58086,8, ,77 335.2729 , 5/2 ,,,,,,,,,,,,,,
Ti I ,297.6073,0, ,42 193.949  ,1,,,,,,,,,,,,,,
Ti I ,297.6323,6, ,40 844.05   ,1,,,,,,,,,,,,,,
Ti II ,297.68589,17, ,68 331.1599 , 9/2 ,,,,,,,,,,,,,,
Ti II ,297.72654,11, ,77 359.019  , 7/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti II ,297.768811,50, ,65 598.8926 , 7/2 ,,,,,,,,,,,,,,
Ti I ,297.8279,2, ,45 206.499  ,3,,,,,,,,,,,,,,
Ti II ,297.906,7,1.20E+08,65 314.4599 , 5/2 ,,,,,,,,,,,,,,
Ti I ,297.9407,1, ,48 774.39   ,4,,,,,,,,,,,,,,
Ti I ,298.0296,3, ,42 146.348  ,1,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti II ,298.131,0, ,34 748.5062 , 9/2 ,,,,,,,,,,,,,,
Ti I ,298.1346,1, ,45 063.941  ,2,,,,,,,,,,,,,,
Ti I ,298.1473,12,7.30E+05,33 700.884  ,4,,,,,,,,,,,,,,
Ti I ,298.2287,0, ,48 629.67   ,3,,,,,,,,,,,,,,
Ti II ,298.25853,5, ,65 274.8247 , 3/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti I ,298.3305, 15+ ,1.10E+07,33 680.248  ,3,,,,,,,,,,,,,,
Ti I ,298.3567,5, ,41 943.884  ,1,,,,,,,,,,,,,,
Ti III ,298.4747,22,1.90E+08,75 198.21   ,2,,,,,,,,,,,,,,
Ti I ,298.5481,11, ,33 655.869  ,2,,,,,,,,,,,,,,
Ti I ,298.6631,0, ,48 629.67   ,3,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti I ,298.689,3, ,45 001.681  ,3,,,,,,,,,,,,,,
Ti II ,298.738,3, ,42 208.8232 , 5/2 ,,,,,,,,,,,,,,
Ti I ,298.742,1, ,48 684.340  ,4,,,,,,,,,,,,,,
Ti I ,298.7965,4, ,45 097.711  ,4,,,,,,,,,,,,,,
Ti I ,298.9914,2, ,41 928.526  ,2,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti II ,299.004315,67,5.60E+07,65 460.1706 , 7/2 ,,,,,,,,,,,,,,
Ti I ,299.0485,9, ,45 206.499  ,3,,,,,,,,,,,,,,
Ti I ,299.0983,7, ,45 063.941  ,2,,,,,,,,,,,,,,
Ti I ,299.1787,3, ,40 670.509  ,2,,,,,,,,,,,,,,
Ti I ,299.3041,3, ,45 040.955  ,4,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti I ,299.3931,2, ,44 922.979  ,3,,,,,,,,,,,,,,
Ti I ,299.4436,3, ,48 542.31   ,3,,,,,,,,,,,,,,
Ti II ,299.5637,36, ,65 397.7388 , 5/2 ,,,,,,,,,,,,,,
Ti I ,299.6565,2, ,45 001.681  ,3,,,,,,,,,,,,,,
Ti I ,299.7409,1, ,48 460.59   ,2,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti II ,299.7777,3, ,73 375.538  , 1/2 ,,,,,,,,,,,,,,
Ti I ,299.8388,2, ,41 943.884  ,1,,,,,,,,,,,,,,
Ti I ,299.9773,2, ,41 928.526  ,2,,,,,,,,,,,,,,
Ti I ,300.0249,3, ,45 097.711  ,4,,,,,,,,,,,,,,
Ti I ,300.0865, 15+ ,1.20E+07,33 700.884  ,4,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti I ,300.1871,5, ,44 834.642  ,2,,,,,,,,,,,,,,
Ti I ,300.2077,4, ,40 556.014  ,1,,,,,,,,,,,,,,
Ti I ,300.27262, 15+ , ,33 680.248  ,3,,,,,,,,,,,,,,
Ti I ,300.365,5, ,44 922.979  ,3,,,,,,,,,,,,,,
Ti II ,300.40039,5, ,67 822.5867 , 9/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti I ,300.5367,5, ,45 040.955  ,4,,,,,,,,,,,,,,
Ti VIII , ,  ,4.50E-02,33 256.4+x  , 5/2 ,,,,,,,,,,,,,,
Ti VIII , ,  ,1.50E-02,33 256.4+x  , 5/2 ,,,,,,,,,,,,,,
Ti II ,300.831,4,2.60E+06,45 908.6592 , 11/2 ,,,,,,,,,,,,,,
Ti III , ,  ,1.70E+01,41 704.27   ,2,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti I ,301.0118,2, ,40 466.987  ,2,,,,,,,,,,,,,,
Ti II ,301.718349,120,3.72E+07,45 908.6592 , 11/2 ,,,,,,,,,,,,,,
Ti II ,301.813596,45, ,78 595.8371 , 3/2 ,,,,,,,,,,,,,,
Ti I ,302.1353,0, ,45 206.499  ,3,,,,,,,,,,,,,,
Ti II ,302.263588,159,1.20E+08,67 822.5867 , 9/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti II ,302.366852,106,1.00E+08,67 606.1621 , 7/2 ,,,,,,,,,,,,,,
Ti I ,302.5059,3, ,40 302.957  ,3,,,,,,,,,,,,,,
Ti II ,302.51204,21, ,78 595.8371 , 3/2 ,,,,,,,,,,,,,,
Ti II ,302.972799,103,3.00E+07,45 673.7641 , 9/2 ,,,,,,,,,,,,,,
Ti II ,302.988373,102, ,78 543.8893 , 5/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti I ,303.1026,5, ,41 584.908  ,3,,,,,,,,,,,,,,
Ti II ,303.6775,4,1.55E+06,45 548.9273 , 3/2 ,,,,,,,,,,,,,,
Ti II ,303.855663,48, ,65 598.8926 , 7/2 ,,,,,,,,,,,,,,
Ti II ,303.87261,7,2.39E+06,45 673.7641 , 9/2 ,,,,,,,,,,,,,,
Ti III ,304.0513,  , ,170 840.80   ,2,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti I ,304.2535,5, ,32 857.723  ,3,,,,,,,,,,,,,,
Ti II ,304.253974,73, ,76 598.492  , 7/2 ,,,,,,,,,,,,,,
Ti I ,304.2753,4, ,48 012.3158 ,5,,,,,,,,,,,,,,
Ti I ,304.3682,0, ,41 337.748  ,2,,,,,,,,,,,,,,
Ti II ,304.38469,20,1.49E+07,45 472.4518 , 1/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti II ,304.49515,166, ,65 598.8926 , 7/2 ,,,,,,,,,,,,,,
Ti II ,304.613858,78, ,76 599.8564 , 9/2 ,,,,,,,,,,,,,,
Ti II ,304.668465,104,1.93E+07,42 208.8232 , 5/2 ,,,,,,,,,,,,,,
Ti II ,304.834838,64, ,65 397.7388 , 5/2 ,,,,,,,,,,,,,,
Ti II ,304.87616,27,1.12E+07,45 548.9273 , 3/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti II ,305.1423,15, ,65 460.1706 , 7/2 ,,,,,,,,,,,,,,
Ti II ,305.324941,58, ,65 274.8247 , 3/2 ,,,,,,,,,,,,,,
Ti II ,305.399208,68, ,72 761.7101 , 5/2 ,,,,,,,,,,,,,,
Ti II ,305.460555,59, ,62 272.3881 , 5/2 ,,,,,,,,,,,,,,
Ti II ,305.673811,100,2.82E+07,42 068.8481 , 3/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti II ,305.724918,116, ,65 397.7388 , 5/2 ,,,,,,,,,,,,,,
Ti II ,305.73929,47,1.98E+06,32 698.1022 , 5/2 ,,,,,,,,,,,,,,
Ti II ,305.787229,167, ,65 460.1706 , 7/2 ,,,,,,,,,,,,,,
Ti II ,305.808763,261,4.80E+07,42 208.8232 , 5/2 ,,,,,,,,,,,,,,
Ti II ,305.8427,4, ,72 761.7101 , 5/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti II ,305.891596,57, ,65 214.1729 , 1/2 ,,,,,,,,,,,,,,
Ti II ,305.942869,81, ,62 410.9628 , 7/2 ,,,,,,,,,,,,,,
Ti II ,305.973528, 67* ,2.40E+06,32 767.1961 , 7/2 ,,,,,,,,,,,,,,
Ti II ,305.973528, 67* , ,42 068.8481 , 3/2 ,,,,,,,,,,,,,,
Ti II ,305.981675,88, ,65 274.8247 , 3/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti II ,306.067,3, ,53 554.9903 , 5/2 ,,,,,,,,,,,,,,
Ti II ,306.223733,41, ,80 113.1209 , 9/2 ,,,,,,,,,,,,,,
Ti II ,306.321555,291, ,62 180.4011 , 3/2 ,,,,,,,,,,,,,,
Ti II ,306.34304,38, ,72 660.8635 , 3/2 ,,,,,,,,,,,,,,
Ti II ,306.34915,20,1.21E+07,41 996.7498 , 1/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti II ,306.37232,33, ,65 397.7388 , 5/2 ,,,,,,,,,,,,,,
Ti II ,306.407117,66, ,62 595.1650 , 9/2 ,,,,,,,,,,,,,,
Ti I ,306.4349,0, ,44 155.596  ,3,,,,,,,,,,,,,,
