Ion, Observed , Rel. , Aki, Ek ,J,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti I ,521.0384,21000,3.89E+06,19 573.974  ,4,,,,,,,,,,,,,,
Ti I ,521.1215, 56q ,3.10E+05,25 926.771  ,4,,,,,,,,,,,,,,
Ti II ,521.15305,33,2.10E+06,40 074.6707 , 7/2 ,,,,,,,,,,,,,,
Ti I ,521.228,100, ,37 325.410  ,2,,,,,,,,,,,,,,
Ti XV , ,  ,3.77E+02,762 056      ,0,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti I ,521.2993,45, ,37 172.989  ,1,,,,,,,,,,,,,,
Ti I ,521.8085,35, ,38 481.773  ,1,,,,,,,,,,,,,,
Ti III ,521.843,8,3.80E+06,148 410.24   ,4,,,,,,,,,,,,,,
Ti I ,521.9629,6, ,38 476.084  ,2,,,,,,,,,,,,,,
Ti I ,521.9699,1100,2.71E+05,19 322.984  ,2,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti I ,522.0259,11, ,37 976.589  ,2,,,,,,,,,,,,,,
Ti I ,522.2673,210,1.95E+07,35 959.109  ,1,,,,,,,,,,,,,,
Ti I ,522.3621,260,1.59E+07,36 013.597  ,2,,,,,,,,,,,,,,
Ti I ,522.4134,68, ,25 797.595  ,3,,,,,,,,,,,,,,
Ti I ,522.4305,950,3.00E+07,36 351.365  ,5,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti I ,522.4544,380,1.82E+07,36 096.542  ,3,,,,,,,,,,,,,,
Ti I ,522.4933,630,2.30E+07,36 208.929  ,4,,,,,,,,,,,,,,
Ti III ,522.628, 12bl ,3.10E+07,147 562.14   ,1,,,,,,,,,,,,,,
Ti II ,522.65385,397,3.10E+06,31 756.6406 , 3/2 ,,,,,,,,,,,,,,
Ti I ,522.719,2, ,36 200.732  ,5,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti II ,522.7875,12, ,40 074.6707 , 7/2 ,,,,,,,,,,,,,,
Ti I ,523.0972,40, ,37 172.989  ,1,,,,,,,,,,,,,,
Ti I ,523.3808,60, ,25 699.987  ,2,,,,,,,,,,,,,,
Ti XXI , ,  , ,(47 371 035)     ,2,,,,,,,,,,,,,,
Ti I ,523.7537,13, ,31 206.007  ,3,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti I ,523.8522, 110q , ,35 959.109  ,1,,,,,,,,,,,,,,
Ti I ,523.8574,290, ,25 926.771  ,4,,,,,,,,,,,,,,
Ti I ,523.9937,37, ,25 635.725  ,1,,,,,,,,,,,,,,
Ti III ,524.084,2, ,168 343.62   ,1,,,,,,,,,,,,,,
Ti I ,524.3702,7, ,37 976.589  ,2,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti III ,524.506,9, ,147 749.89   ,2,,,,,,,,,,,,,,
Ti I ,524.6127,47, ,39 265.818  ,2,,,,,,,,,,,,,,
Ti I ,524.635,22, ,25 612.388  ,0,,,,,,,,,,,,,,
Ti I ,524.6486, 4q , ,38 476.615  ,3,,,,,,,,,,,,,,
Ti I ,524.6546,170, ,25 797.595  ,3,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti I ,524.6643,53, ,38 476.084  ,2,,,,,,,,,,,,,,
Ti I ,524.7288,160,1.11E+07,36 013.597  ,2,,,,,,,,,,,,,,
Ti III ,524.749,11,5.00E+07,168 030.15   ,2,,,,,,,,,,,,,,
Ti I ,524.8386,23, ,34 204.985  ,4,,,,,,,,,,,,,,
Ti I ,525.0924,110, ,25 699.987  ,2,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti I ,525.1478,72, ,25 635.725  ,1,,,,,,,,,,,,,,
Ti I ,525.2099,790,1.42E+05,19 421.580  ,3,,,,,,,,,,,,,,
Ti I ,525.2378,3, ,37 851.802  ,1,,,,,,,,,,,,,,
Ti I ,525.3665,23, ,37 090.413  ,0,,,,,,,,,,,,,,
Ti I ,525.403,5, ,37 172.989  ,1,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti I ,525.4495,6, ,37 851.802  ,1,,,,,,,,,,,,,,
Ti I ,525.5806,180,8.52E+06,36 096.542  ,3,,,,,,,,,,,,,,
Ti I ,525.6696,19, ,25 574.908  ,0,,,,,,,,,,,,,,
Ti III ,525.677,8, ,148 111.10   ,3,,,,,,,,,,,,,,
Ti III ,525.733,8,8.20E+06,147 562.14   ,1,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti I ,525.758,43, ,39 077.753  ,1,,,,,,,,,,,,,,
Ti I ,525.9973,110,2.30E+07,41 087.404  ,3,,,,,,,,,,,,,,
Ti II ,526.21413,45, ,31 756.6406 , 3/2 ,,,,,,,,,,,,,,
Ti I ,526.3483,130,4.95E+06,36 208.929  ,4,,,,,,,,,,,,,,
Ti I ,526.5963,450, ,34 204.985  ,4,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti I , ,0,2.80E+03,25 643.701  ,3,,,,,,,,,,,,,,
Ti I ,526.7109,2, ,25 537.286  ,1,,,,,,,,,,,,,,
Ti I ,526.8332,6, ,49 036.389  ,4,,,,,,,,,,,,,,
Ti II ,526.86076,22,9.60E+05,39 926.8192 , 5/2 ,,,,,,,,,,,,,,
Ti I ,526.9879,23, ,34 078.606  ,3,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti I ,527.1609,40, ,41 368.996  ,3,,,,,,,,,,,,,,
Ti III ,527.812,17,7.90E+07,148 410.24   ,4,,,,,,,,,,,,,,
Ti III , ,  ,9.40E+07,168 343.62   ,1,,,,,,,,,,,,,,
Ti III ,527.87,10, ,168 206.79   ,3,,,,,,,,,,,,,,
Ti I ,527.8768,2, ,25 537.286  ,1,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti III ,528.214,9,2.50E+07,167 905.19   ,1,,,,,,,,,,,,,,
Ti I ,528.2374,300,2.40E+06,27 418.029  ,2,,,,,,,,,,,,,,
Ti I ,528.3437,350, ,34 078.606  ,3,,,,,,,,,,,,,,
Ti I ,528.4374,130, ,27 355.061  ,1,,,,,,,,,,,,,,
Ti I ,528.8794,70, ,38 476.615  ,3,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti I ,528.9267,33,4.80E+04,25 643.701  ,3,,,,,,,,,,,,,,
Ti XVIII , ,  ,5.50E+01,1 227 700      , 3/2 ,,,,,,,,,,,,,,
Ti I ,529.0471,4, ,27 498.982  ,3,,,,,,,,,,,,,,
Ti III ,529.36,7,3.10E+07,167 905.19   ,1,,,,,,,,,,,,,,
Ti III ,529.395,9, ,168 152.20   ,3,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti I ,529.5775,460,7.91E+05,27 480.066  ,3,,,,,,,,,,,,,,
Ti I ,529.7233,260, ,33 980.653  ,2,,,,,,,,,,,,,,
Ti I ,529.8418,210, ,39 077.753  ,1,,,,,,,,,,,,,,
Ti III ,529.843,12, ,102 665.15   ,0,,,,,,,,,,,,,,
Ti I ,530.001,96,2.70E+06,27 355.061  ,1,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti III ,530.12,16, ,148 111.10   ,3,,,,,,,,,,,,,,
Ti III ,530.688,15, ,147 931.47   ,2,,,,,,,,,,,,,,
Ti I ,531.3236,78, ,27 418.029  ,2,,,,,,,,,,,,,,
Ti III ,532.353,6, ,147 212.77   ,2,,,,,,,,,,,,,,
Ti I ,532.3925,25,3.50E+04,25 438.908  ,2,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti III ,532.84,8,9.20E+06,168 030.15   ,2,,,,,,,,,,,,,,
Ti I ,532.8735,5,7.80E+05,25 317.814  ,1,,,,,,,,,,,,,,
Ti I ,533.1078,7, ,27 355.061  ,1,,,,,,,,,,,,,,
Ti II ,533.6786,201,5.80E+05,31 490.9177 , 7/2 ,,,,,,,,,,,,,,
Ti I ,533.8305,31,3.50E+05,25 388.331  ,4,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti I ,534.0663,12,5.20E+04,25 317.814  ,1,,,,,,,,,,,,,,
Ti I ,534.1487,36, ,43 411.059  ,3,,,,,,,,,,,,,,
Ti I ,534.4394,10, ,46 613.001  ,2,,,,,,,,,,,,,,
Ti III ,534.991,3, ,147 939.47   ,3,,,,,,,,,,,,,,
Ti I ,535.1067,160,3.40E+07,41 087.404  ,3,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti III ,535.239,3, ,147 931.47   ,2,,,,,,,,,,,,,,
Ti III ,535.575,3, ,147 212.77   ,2,,,,,,,,,,,,,,
Ti III ,535.651,7, ,149 403.52   ,1,,,,,,,,,,,,,,
Ti III ,535.853,7, ,147 749.89   ,2,,,,,,,,,,,,,,
Ti II ,536.012,5, ,39 602.8645 , 3/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti I ,536.1712,18,2.30E+04,25 388.331  ,4,,,,,,,,,,,,,,
Ti I ,536.6637,50,8.64E+04,25 227.222  ,3,,,,,,,,,,,,,,
Ti III ,536.717,7,6.40E+06,168 030.15   ,2,,,,,,,,,,,,,,
Ti I ,537.3151,2, ,45 498.815  ,4,,,,,,,,,,,,,,
Ti I ,537.3543,4, ,45 630.180  ,5,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti I ,537.481,2, ,45 403.556  ,3,,,,,,,,,,,,,,
Ti I ,537.6599,19, ,18 593.947  ,3,,,,,,,,,,,,,,
Ti II ,537.914,9, ,39 476.9244 , 5/2 ,,,,,,,,,,,,,,
Ti II ,538.10212,92,4.60E+05,31 207.5111 , 5/2 ,,,,,,,,,,,,,,
Ti I ,538.291,23, ,33 680.248  ,3,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti I ,538.4629,26,4.00E+04,25 227.222  ,3,,,,,,,,,,,,,,
Ti III ,538.905,7, ,168 206.79   ,3,,,,,,,,,,,,,,
Ti I ,538.9164, 61* , ,47 446.684  ,6,,,,,,,,,,,,,,
Ti I ,538.9164, 61* ,3.30E+05,25 107.411  ,2,,,,,,,,,,,,,,
Ti I ,538.9988,170, ,33 655.869  ,2,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti I ,539.0494,11, ,25 102.875  ,2,,,,,,,,,,,,,,
Ti I ,539.1058,24, ,33 700.884  ,4,,,,,,,,,,,,,,
Ti II ,539.12021,16, ,63 446.0264 , 7/2 ,,,,,,,,,,,,,,
Ti I ,539.4159,6, ,37 359.203  ,2,,,,,,,,,,,,,,
Ti III ,539.569,10,1.90E+07,149 267.99   ,2,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti I ,539.6596,89, ,18 525.059  ,2,,,,,,,,,,,,,,
Ti I ,539.7062,270, ,33 680.248  ,3,,,,,,,,,,,,,,
Ti IV ,539.893,20,1.00E+08,230 924.38   , 3/2 ,,,,,,,,,,,,,,
Ti I ,540.138,20,5.90E+04,25 107.411  ,2,,,,,,,,,,,,,,
Ti I ,540.2705,5, ,25 102.875  ,2,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti I ,540.4014,50, ,37 325.410  ,2,,,,,,,,,,,,,,
Ti III ,540.494,3, ,147 749.89   ,2,,,,,,,,,,,,,,
Ti III ,540.494,3, ,168 152.20   ,3,,,,,,,,,,,,,,
Ti I ,540.6185,7,1.17E+07,47 280.588  ,5,,,,,,,,,,,,,,
Ti I ,540.894,36,1.28E+04,18 482.774  ,1,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti I ,540.9605,390, ,33 700.884  ,4,,,,,,,,,,,,,,
Ti I ,541.2679,7, ,38 476.084  ,2,,,,,,,,,,,,,,
Ti III ,541.676,2, ,167 724.09   ,3,,,,,,,,,,,,,,
Ti II ,541.87676,68,3.77E+05,31 207.5111 , 5/2 ,,,,,,,,,,,,,,
Ti I ,541.9189,13, ,37 359.203  ,2,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti I ,542.238,6,1.22E+07,47 139.735  ,4,,,,,,,,,,,,,,
Ti I ,542.6248,200,3.68E+04,18 593.947  ,3,,,,,,,,,,,,,,
Ti I ,542.914,120, ,37 325.410  ,2,,,,,,,,,,,,,,
Ti I ,543.2334,11, ,37 824.758  ,4,,,,,,,,,,,,,,
Ti I ,543.5839, 6q ,1.05E+07,47 030.230  ,3,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti I ,543.6717,43,1.00E+05,25 643.701  ,3,,,,,,,,,,,,,,
Ti I ,543.8306,21, ,29 914.737  ,3,,,,,,,,,,,,,,
Ti I ,543.9031,9, ,29 912.286  ,3,,,,,,,,,,,,,,
Ti I ,544.0509,8, ,29 907.286  ,2,,,,,,,,,,,,,,
Ti I ,544.6619, 94* ,2.50E+04,18 525.059  ,2,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti I ,544.6619, 94* , ,37 172.989  ,1,,,,,,,,,,,,,,
Ti I ,544.7912,10, ,38 476.615  ,3,,,,,,,,,,,,,,
Ti I ,544.8787,3,1.27E+07,46 943.911  ,2,,,,,,,,,,,,,,
Ti I ,544.8911,23, ,37 172.989  ,1,,,,,,,,,,,,,,
Ti I ,544.9151,36, ,29 986.199  ,3,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti I ,545.1935,13, ,37 659.992  ,3,,,,,,,,,,,,,,
Ti I ,545.3639,77,6.10E+05,29 971.086  ,4,,,,,,,,,,,,,,
Ti II ,545.407,10, ,30 958.5846 , 5/2 ,,,,,,,,,,,,,,
Ti I ,545.5957,10, ,29 855.255  ,1,,,,,,,,,,,,,,
Ti I ,545.6896,12, ,39 115.957  ,4,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti I ,545.9679,4, ,26 803.420  ,2,,,,,,,,,,,,,,
Ti I ,546.0498,310,4.50E+04,18 695.134  ,4,,,,,,,,,,,,,,
Ti I ,546.5771,8, ,26 892.936  ,3,,,,,,,,,,,,,,
Ti I ,546.6006,12, ,45 093.226  ,1,,,,,,,,,,,,,,
Ti I ,546.8361,7, ,25 537.286  ,1,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti III ,546.898,6, ,149 019.75   ,0,,,,,,,,,,,,,,
Ti I ,547.0454,15, ,29 914.737  ,3,,,,,,,,,,,,,,
Ti IV ,547.098,8, ,292 999.54   , 1/2 ,,,,,,,,,,,,,,
Ti I ,547.1197,85,1.30E+06,29 912.286  ,3,,,,,,,,,,,,,,
Ti I ,547.2687,56, ,29 907.286  ,2,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti I ,547.3544,35, ,37 090.413  ,0,,,,,,,,,,,,,,
Ti I ,547.4223,170,1.20E+06,30 039.170  ,5,,,,,,,,,,,,,,
Ti I ,547.4451,48, ,37 172.989  ,1,,,,,,,,,,,,,,
Ti II ,547.6667,11, ,63 169.0910 , 5/2 ,,,,,,,,,,,,,,
Ti I ,547.7693,260, ,37 824.758  ,4,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti I ,548.0177,2, ,44 040.0941 ,4,,,,,,,,,,,,,,
Ti VII , ,  ,2.40E-04,24 130      ,2,,,,,,,,,,,,,,
Ti III ,548.131, 8bl ,1.30E+07,148 978.72   ,1,,,,,,,,,,,,,,
Ti I ,548.1409,190, ,37 659.992  ,3,,,,,,,,,,,,,,
Ti I ,548.1859,120, ,29 768.675  ,2,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti I ,548.6088,5, ,45 721.863  ,4,,,,,,,,,,,,,,
Ti I ,548.7604, 4q , ,45 832.546  ,5,,,,,,,,,,,,,,
Ti I ,548.8193,140, ,37 538.862  ,2,,,,,,,,,,,,,,
Ti I ,548.9873,5, ,45 960.432  ,6,,,,,,,,,,,,,,
Ti I ,549.0148,330,3.69E+06,29 986.199  ,3,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti II ,549.0693,12, ,30 836.4250 , 3/2 ,,,,,,,,,,,,,,
Ti I ,549.0848,69,1.40E+04,18 593.947  ,3,,,,,,,,,,,,,,
Ti I ,549.1657,18, ,45 097.323  ,2,,,,,,,,,,,,,,
Ti IV ,549.251,18,9.90E+07,230 608.89   , 1/2 ,,,,,,,,,,,,,,
Ti II ,549.2882,6, ,30 958.5846 , 5/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti I ,549.4121,3, ,44 122.9818 ,5,,,,,,,,,,,,,,
Ti I ,549.472,6, ,29 971.086  ,4,,,,,,,,,,,,,,
Ti I ,549.7942, 11q ,6.20E+04,25 438.908  ,2,,,,,,,,,,,,,,
Ti I ,550.3897,210,2.60E+07,38 959.507  ,4,,,,,,,,,,,,,,
Ti I ,551.1778,76, ,29 914.737  ,3,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti I ,551.2524,940, ,29 912.286  ,3,,,,,,,,,,,,,,
Ti I ,551.4343,630, ,29 661.250  ,1,,,,,,,,,,,,,,
Ti I ,551.4532,930, ,29 768.675  ,2,,,,,,,,,,,,,,
Ti IV ,551.772,10, ,292 999.54   , 1/2 ,,,,,,,,,,,,,,
Ti I ,551.8058,15, ,37 538.862  ,2,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti I ,552.7595,13, ,37 659.992  ,3,,,,,,,,,,,,,,
Ti II ,552.998,10, ,30 836.4250 , 3/2 ,,,,,,,,,,,,,,
Ti I ,553.0435,23, ,45 102.381  ,3,,,,,,,,,,,,,,
Ti III ,553.301,12,4.10E+07,167 724.09   ,3,,,,,,,,,,,,,,
Ti I ,553.7857,2, ,39 641.021  ,3,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti I ,553.9794,3, ,39 785.923  ,4,,,,,,,,,,,,,,
Ti I , ,0,4.20E+04,25 227.222  ,3,,,,,,,,,,,,,,
Ti I ,556.5473,340, ,36 000.148  ,4,,,,,,,,,,,,,,
Ti III ,556.658,9,5.70E+06,147 212.77   ,2,,,,,,,,,,,,,,
Ti I ,557.8557,3, ,30 039.170  ,5,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti I ,559.5108,2, ,29 986.199  ,3,,,,,,,,,,,,,,
Ti I ,559.8017,2, ,42 965.9148 ,3,,,,,,,,,,,,,,
Ti I ,560.0038,7,1.90E+04,25 107.411  ,2,,,,,,,,,,,,,,
Ti I ,560.0785,9, ,42 957.092  ,2,,,,,,,,,,,,,,
Ti I ,560.1465,4, ,25 102.875  ,2,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti I ,561.8346,5, ,29 912.286  ,3,,,,,,,,,,,,,,
Ti I ,562.2015,3, ,43 009.4937 ,4,,,,,,,,,,,,,,
Ti I ,563.0371,3, ,42 858.7661 ,3,,,,,,,,,,,,,,
Ti I ,563.5828,12, ,42 965.9148 ,3,,,,,,,,,,,,,,
Ti I ,563.5993,5, ,45 093.226  ,1,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti I ,564.4133,790, ,36 000.148  ,4,,,,,,,,,,,,,,
Ti I ,564.8562,150,1.30E+07,37 824.758  ,4,,,,,,,,,,,,,,
Ti I ,565.4765,7, ,45 097.323  ,2,,,,,,,,,,,,,,
Ti I ,565.6079,3, ,45 093.226  ,1,,,,,,,,,,,,,,
Ti I ,565.9095,20, ,24 921.117  ,1,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti I ,566.2148,350,1.94E+07,36 351.365  ,5,,,,,,,,,,,,,,
Ti I ,566.2881,110, ,37 659.992  ,3,,,,,,,,,,,,,,
Ti I ,566.7592,9, ,42 957.092  ,2,,,,,,,,,,,,,,
Ti I ,567.3047,11, ,45 102.381  ,3,,,,,,,,,,,,,,
Ti I ,567.3419,20, ,43 009.4937 ,4,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti I ,567.4679,3, ,45 097.323  ,2,,,,,,,,,,,,,,
Ti I ,567.5409,230,1.56E+07,36 208.929  ,4,,,,,,,,,,,,,,
Ti I ,567.9914,72,1.10E+07,37 538.862  ,2,,,,,,,,,,,,,,
Ti I ,568.9459,160,1.28E+07,36 096.542  ,3,,,,,,,,,,,,,,
Ti I ,569.8401,5, ,35 685.174  ,6,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti I ,570.1641,7, ,37 659.992  ,3,,,,,,,,,,,,,,
Ti I ,570.2005,9, ,37 538.862  ,2,,,,,,,,,,,,,,
Ti I ,570.2659,100,1.04E+07,36 013.597  ,2,,,,,,,,,,,,,,
Ti I ,570.3897,8, ,42 965.9148 ,3,,,,,,,,,,,,,,
Ti I ,570.5385,3, ,35 559.648  ,5,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti I ,570.6768,3, ,42 957.092  ,2,,,,,,,,,,,,,,
Ti I ,570.8198,52,3.43E+06,36 208.929  ,4,,,,,,,,,,,,,,
Ti I ,570.9904,2, ,42 611.4510 ,1,,,,,,,,,,,,,,
Ti I ,571.1853,77,5.99E+06,36 096.542  ,3,,,,,,,,,,,,,,
Ti I ,571.3881,51, ,35 959.109  ,1,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti I ,571.5114,200, ,35 685.174  ,6,,,,,,,,,,,,,,
Ti I ,571.6442,74,7.70E+06,36 013.597  ,2,,,,,,,,,,,,,,
Ti I ,572.0435,51,8.60E+06,35 959.109  ,1,,,,,,,,,,,,,,
Ti I ,572.3375,2, ,42 906.2727 ,3,,,,,,,,,,,,,,
Ti I ,573.1113,4, ,35 439.251  ,1,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti I ,573.4192,2, ,43 231.9903 ,4,,,,,,,,,,,,,,
Ti I ,573.431,9, ,35 959.109  ,1,,,,,,,,,,,,,,
Ti I ,573.9049,9,8.50E+05,36 013.597  ,2,,,,,,,,,,,,,,
Ti I ,573.9468,170,4.60E+06,35 559.648  ,5,,,,,,,,,,,,,,
Ti I ,573.9978,82,4.80E+06,35 454.052  ,4,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti I ,574.1197,17, ,37 622.575  ,3,,,,,,,,,,,,,,
Ti I ,574.1394,2, ,42 906.2727 ,3,,,,,,,,,,,,,,
Ti I ,574.4462,4, ,43 330.0066 ,5,,,,,,,,,,,,,,
Ti I ,574.5065,5,3.11E+05,36 096.542  ,3,,,,,,,,,,,,,,
Ti I ,575.1749,3, ,43 875.514  ,1,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti I ,575.2853,11, ,35 439.251  ,1,,,,,,,,,,,,,,
Ti I ,575.6424,7, ,35 559.648  ,5,,,,,,,,,,,,,,
Ti I ,575.6848,18, ,43 009.4937 ,4,,,,,,,,,,,,,,
Ti I ,576.2209,5, ,43 914.0450 ,2,,,,,,,,,,,,,,
Ti I ,576.2284,50, ,43 843.741  ,3,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti I ,576.3547,6, ,37 555.058  ,3,,,,,,,,,,,,,,
Ti I ,576.6326,61, ,43 901.6548 ,4,,,,,,,,,,,,,,
Ti I ,576.6561,3, ,42 654.3674 ,1,,,,,,,,,,,,,,
Ti I ,576.8322,3, ,42 770.1745 ,2,,,,,,,,,,,,,,
Ti I ,577.1334,5, ,42 965.9148 ,3,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti I ,577.4026,75,5.50E+07,43 971.5467 ,5,,,,,,,,,,,,,,
Ti I ,577.4475,7, ,35 454.052  ,4,,,,,,,,,,,,,,
Ti I ,577.4663,6, ,43 969.6460 ,3,,,,,,,,,,,,,,
Ti I ,578.076,23, ,35 439.251  ,1,,,,,,,,,,,,,,
Ti I ,578.5652,10, ,43 843.741  ,3,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti I ,578.5977,90,6.10E+07,44 051.3351 ,6,,,,,,,,,,,,,,
Ti I ,578.808,4, ,35 559.648  ,5,,,,,,,,,,,,,,
Ti I ,578.9748,8, ,44 040.0941 ,4,,,,,,,,,,,,,,
Ti I ,579.1274,4, ,42 906.2727 ,3,,,,,,,,,,,,,,
Ti II ,579.5082,10, ,70 806.2161 , 5/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti I ,579.743,16, ,43 901.6548 ,4,,,,,,,,,,,,,,
Ti I ,580.4262,98,6.80E+07,44 134.658  ,7,,,,,,,,,,,,,,
Ti I ,580.7123,2, ,42 654.3674 ,1,,,,,,,,,,,,,,
Ti I ,580.8198,8, ,44 122.9818 ,5,,,,,,,,,,,,,,
Ti I ,580.9788,3, ,25 699.987  ,2,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti I ,581.282,17, ,43 971.5467 ,5,,,,,,,,,,,,,,
Ti I ,581.3946,19, ,25 797.595  ,3,,,,,,,,,,,,,,
Ti III ,581.744,10, ,157 204.16   ,1,,,,,,,,,,,,,,
Ti I ,582.3686,65, ,35 454.052  ,4,,,,,,,,,,,,,,
Ti I ,583.1936,7, ,43 636.5388 ,3,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti I ,583.2473,13, ,44 051.3351 ,6,,,,,,,,,,,,,,
Ti I ,583.4522,11, ,43 699.0187 ,4,,,,,,,,,,,,,,
Ti I ,583.7294,4, ,42 770.1745 ,2,,,,,,,,,,,,,,
Ti I ,583.7996,15, ,43 781.8353 ,5,,,,,,,,,,,,,,
Ti I ,583.9514,12, ,25 612.388  ,0,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti I ,583.976,  , ,28 896.059  ,5,,,,,,,,,,,,,,
Ti I ,584.1173,15, ,43 888.0708 ,6,,,,,,,,,,,,,,
Ti I ,584.6103,3, ,25 537.286  ,1,,,,,,,,,,,,,,
Ti II ,584.659,4, ,82 078.561  , 9/2 ,,,,,,,,,,,,,,
Ti I ,584.7087,10, ,43 592.1203 ,2,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti I ,585.2324,27, ,25 574.908  ,0,,,,,,,,,,,,,,
Ti I ,585.5873,9, ,43 636.5388 ,3,,,,,,,,,,,,,,
Ti II ,586.159,4, ,82 151.461  , 7/2 ,,,,,,,,,,,,,,
Ti II ,586.289,5, ,82 147.7069 , 9/2 ,,,,,,,,,,,,,,
Ti I ,586.5244,7, ,25 537.286  ,1,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti I ,586.6362,24, ,43 699.0187 ,4,,,,,,,,,,,,,,
Ti I ,586.6449,1100,4.00E+06,25 643.701  ,3,,,,,,,,,,,,,,
Ti II ,586.755,4, ,82 134.1565 , 7/2 ,,,,,,,,,,,,,,
Ti I ,586.9195,3, ,25 635.725  ,1,,,,,,,,,,,,,,
Ti I ,587.1146,2, ,43 592.1203 ,2,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ti I ,587.2425, 2q , ,42 723.9855 ,2,,,,,,,,,,,,,,
Ti I ,587.7657,14, ,43 781.8353 ,5,,,,,,,,,,,,,,
Ti IV ,587.779,14, ,275 847.01   , 5/2 ,,,,,,,,,,,,,,
