Ion, Observed , Rel. , Aki, Ek ,J,,,,,,,,,,,,,,
Na VII , ,  ,1.24E+06,1 390 450?      , 5/2 ,,,,,,,,,,,,,,
Na II ,239.6559,30, , ,  ,,,,,,,,,,,,,,
Na VI , ,  ,5.24E+07,1 047 410       ,2,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na VII , ,  ,2.74E+05,1 258 880       , 1/2 ,,,,,,,,,,,,,,
Na VII , ,  ,9.84E+06,1 473 810?      , 3/2 ,,,,,,,,,,,,,,
Na II ,240.1014,100, ,372 425.4     ," 2,3 ",,,,,,,,,,,,,,
Na II ,240.2019,45, ,372 407.9     ,2,,,,,,,,,,,,,,
Na II ,240.3299,30, , ,  ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,240.5938,30, , ,  ,,,,,,,,,,,,,,
Na III ,240.6588,15,7.37E+07,415 172.28    , 3/2 ,,,,,,,,,,,,,,
Na II ,240.9098,30, , ,  ,,,,,,,,,,,,,,
Na II ,241.0549,30, , ,  ,,,,,,,,,,,,,,
Na II ,241.2544,30, , ,  ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,241.7121,30, , ,  ,,,,,,,,,,,,,,
Na II ,241.9965,70, ,372 433.3     ," 3,4 ",,,,,,,,,,,,,,
Na II ,242.0991,300, ,372 415.9     ," 4,5 ",,,,,,,,,,,,,,
Na II ,242.2071,35, , ,  ,,,,,,,,,,,,,,
Na II ,242.3724,60, ,372 433.3     ," 3,4 ",,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,242.4729,300, ,372 415.9     ," 4,5 ",,,,,,,,,,,,,,
Na VII , ,  ,4.77E+07,1 473 810?      , 3/2 ,,,,,,,,,,,,,,
Na II ,242.7437,35, , ,  ,,,,,,,,,,,,,,
Na II ,242.7968,35, , ,  ,,,,,,,,,,,,,,
Na II ,242.9322,35, , ,  ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na IV , ,  ,6.35E+04,572 546.0     ,3,,,,,,,,,,,,,,
Na I , ,  ,3.87E+03,[41 076.141]  , 3/2 ,,,,,,,,,,,,,,
Na I , ,  ,3.87E+03,[41 076.106]  , 1/2 ,,,,,,,,,,,,,,
Na II ,243.384,35, , ,  ,,,,,,,,,,,,,,
Na II ,243.4541,35, , ,  ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na I , ,  ,4.64E+03,[41 028.462]  , 3/2 ,,,,,,,,,,,,,,
Na I , ,  ,4.64E+03,[41 028.419]  , 1/2 ,,,,,,,,,,,,,,
Na II ,243.7112,35, , ,  ,,,,,,,,,,,,,,
Na II ,243.9144,200, ,373 787.8     ," 3,4 ",,,,,,,,,,,,,,
Na IV , ,  ,3.77E+03,572 393.8     ,2,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na I , ,  ,5.60E+03,[40 971.028]  , 3/2 ,,,,,,,,,,,,,,
Na I , ,  ,5.60E+03,[40 970.976]  , 1/2 ,,,,,,,,,,,,,,
Na IV , ,  ,8.68E+06,572 379.5     ,1,,,,,,,,,,,,,,
Na II ,244.1495,250, ,373 787.8     ," 3,4 ",,,,,,,,,,,,,,
Na VII , ,  ,1.29E+05,1 258 880       , 1/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,244.2513,80, , ,  ,,,,,,,,,,,,,,
Na II ,244.3541,45, , ,  ,,,,,,,,,,,,,,
Na I , ,  ,6.80E+03,[40 900.985]  , 3/2 ,,,,,,,,,,,,,,
Na I , ,  ,6.80E+03,[40 900.922]  , 1/2 ,,,,,,,,,,,,,,
Na II ,244.4439,35, , ,  ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,244.5779,40, , ,  ,,,,,,,,,,,,,,
Na II ,244.62,40, , ,  ,,,,,,,,,,,,,,
Na II ,244.7195,35, , ,  ,,,,,,,,,,,,,,
Na II ,244.8715,200, ,373 788.1     ," 2,3 ",,,,,,,,,,,,,,
Na I , ,  ,8.60E+03,[40 814.352]  , 3/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na I , ,  ,8.60E+03,[40 814.273]  , 1/2 ,,,,,,,,,,,,,,
Na II ,244.9773,40, , ,  ,,,,,,,,,,,,,,
Na VII , ,  ,9.39E+05,1 252 010       , 5/2 ,,,,,,,,,,,,,,
Na II ,245.218,200, ,372 433.3     ," 3,4 ",,,,,,,,,,,,,,
Na II ,245.2657,100, ,372 425.4     ," 2,3 ",,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,245.3718,15, ,372 407.6     ,1,,,,,,,,,,,,,,
Na II ,245.4628,60, ,372 433.3     ," 3,4 ",,,,,,,,,,,,,,
Na I , ,  ,1.12E+04,[40 705.444]  , 3/2 ,,,,,,,,,,,,,,
Na I , ,  ,1.12E+04,[40 705.344]  , 1/2 ,,,,,,,,,,,,,,
Na II ,245.7477,20, , ,  ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na VII , ,  ,6.74E+07,1 292 330       , 5/2 ,,,,,,,,,,,,,,
Na III ,245.9306,25,2.80E+08,414 281.85    , 5/2 ,,,,,,,,,,,,,,
Na II ,246.0776,40, ,373 788.1     ," 2,3 ",,,,,,,,,,,,,,
Na VIII , ,  ,6.26E+07,1 492 980       ,0,,,,,,,,,,,,,,
Na I , ,  ,1.44E+04,[40 565.913]  , 3/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na I , ,  ,1.44E+04,[40 565.783]  , 1/2 ,,,,,,,,,,,,,,
Na II ,246.6368,20, , ,  ,,,,,,,,,,,,,,
Na III ,246.8854,18,2.13E+08,415 172.28    , 3/2 ,,,,,,,,,,,,,,
Na III ,247.4732,20,1.38E+08,406 550.63    , 3/2 ,,,,,,,,,,,,,,
Na I , ,  ,1.94E+04,40 383.097   , 3/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na I , ,  ,1.94E+04,40 382.925   , 1/2 ,,,,,,,,,,,,,,
Na VII , ,  ,7.04E+07,1 292 330       , 7/2 ,,,,,,,,,,,,,,
Na VII , ,  ,4.70E+06,1 292 330       , 5/2 ,,,,,,,,,,,,,,
Na VII , ,  ,9.32E+07,1 388 970?      , 7/2 ,,,,,,,,,,,,,,
Na VIII , ,  ,6.10E+07,1 492 630       ,1,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na IX , ,  ,8.40E+07,1 416 130       , 3/2 ,,,,,,,,,,,,,,
Na I , ,  ,1.89E+04,40 137.043   , 3/2 ,,,,,,,,,,,,,,
Na I , ,  ,1.89E+04,40 136.810   , 1/2 ,,,,,,,,,,,,,,
Na II ,249.3149,1000,4.15E+08,308 860.80    ,0,,,,,,,,,,,,,,
Na II ,249.4661,130, , ,  ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na III ,249.7022,25,1.99E+08,406 190.15    , 5/2 ,,,,,,,,,,,,,,
Na II ,249.784,130, , ,  ,,,,,,,,,,,,,,
Na II ,249.8124,70, , ,  ,,,,,,,,,,,,,,
Na II ,250.2839,300,1.20E+07,333 162.94    ,1,,,,,,,,,,,,,,
Na II ,250.4285,25, , ,  ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,250.4791,25, ,370 548.50?   ,2,,,,,,,,,,,,,,
Na II ,250.6301,450,2.70E+07,333 107.74    ,1,,,,,,,,,,,,,,
Na VI , ,  ,3.59E+07,1 130 630       ,1,,,,,,,,,,,,,,
Na VI , ,  ,6.45E+07,1 130 630       ,2,,,,,,,,,,,,,,
Na III ,251.0264,17,2.19E+08,406 865.11    , 1/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na VII , ,  ,1.80E+06,1 432 610       , 3/2 ,,,,,,,,,,,,,,
Na VII , ,  ,1.62E+07,1 432 610       , 3/2 ,,,,,,,,,,,,,,
Na VIII , ,  ,6.78E+07,1 440 260?      ,2,,,,,,,,,,,,,,
Na I , ,  ,3.20E+04,[39 794.810]  , 3/2 ,,,,,,,,,,,,,,
Na I , ,  ,3.10E+04,[39 794.479]  , 1/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na IV , ,  ,2.90E+07,596 578.9     ,2,,,,,,,,,,,,,,
Na VII , ,  ,6.00E+06,1 388 500?      , 5/2 ,,,,,,,,,,,,,,
Na VII , ,  ,8.37E+07,1 388 500?      , 5/2 ,,,,,,,,,,,,,,
Na II ,251.4412,45, ,370 548.06?   ,3,,,,,,,,,,,,,,
Na II ,251.5455,600,2.25E+07,332 962.57    ,2,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na VIII , ,  ,4.99E+07,1 439 410?      ,1,,,,,,,,,,,,,,
Na VIII , ,  ,8.93E+07,1 441 880       ,3,,,,,,,,,,,,,,
Na VII , ,  ,1.52E+06,1 331 970       , 5/2 ,,,,,,,,,,,,,,
Na VII , ,  ,7.64E+04,1 331 970       , 5/2 ,,,,,,,,,,,,,,
Na II ,252.5647,50,2.78E+05,332 802.21    ,2,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na VIII , ,  ,5.81E+07,1 491 980       ,2,,,,,,,,,,,,,,
Na II ,252.7705,40, , ,  ,,,,,,,,,,,,,,
Na III ,253.0249,15,3.65E+07,406 550.63    , 3/2 ,,,,,,,,,,,,,,
Na II ,253.1538,600,8.44E+07,332 710.11    ,0,,,,,,,,,,,,,,
Na IX , ,  ,7.93E+07,1 415 370       , 1/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na VII , ,  ,5.28E+06,1 578 350       , 3/2 ,,,,,,,,,,,,,,
Na VII , ,  ,4.22E+06,1 578 350       , 1/2 ,,,,,,,,,,,,,,
Na VII , ,  ,2.11E+06,1 578 350       , 1/2 ,,,,,,,,,,,,,,
Na VII , ,  ,1.06E+06,1 578 350       , 3/2 ,,,,,,,,,,,,,,
Na VII , ,  ,1.73E+07,1 432 140       , 1/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na III ,254.2791,14,3.39E+07,406 865.11    , 1/2 ,,,,,,,,,,,,,,
Na I ,254.382,  ,4.46E+04,39 298.84    , 3/2 ,,,,,,,,,,,,,,
Na I ,254.388,  ,4.35E+04,39 298.35    , 1/2 ,,,,,,,,,,,,,,
Na II ,254.5095,25, , ,  ,,,,,,,,,,,,,,
Na II ,254.6279,35, , ,  ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,254.6939,20, , ,  ,,,,,,,,,,,,,,
Na III ,255.354, 4d ,5.52E+07,406 190.15    , 5/2 ,,,,,,,,,,,,,,
Na VIII , ,  ,3.61E+06,1 513 730       ,1,,,,,,,,,,,,,,
Na II ,255.8022,15, , ,  ,,,,,,,,,,,,,,
Na II ,255.9971,10, ,370 548.06?   ,3,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na III ,256.332, 4d ,7.92E+07,406 550.63    , 3/2 ,,,,,,,,,,,,,,
Na II ,256.5476,15, , ,  ,,,,,,,,,,,,,,
Na VIII , ,  ,3.53E+07,1 439 410?      ,1,,,,,,,,,,,,,,
Na II ,256.8104,12, , ,  ,,,,,,,,,,,,,,
Na VI , ,  ,3.38E+00,74 414       ,0,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,257.1103,30, ,370 547.8     ," 3,4 ",,,,,,,,,,,,,,
Na II ,257.391,35, ,370 547.8     ," 3,4 ",,,,,,,,,,,,,,
Na II ,257.5703,15, , ,  ,,,,,,,,,,,,,,
Na VII , ,  ,1.51E+06,1 331 140       , 3/2 ,,,,,,,,,,,,,,
Na II ,257.7645,15, , ,  ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na VI , ,  ,1.03E+08,1 072 040       ,3,,,,,,,,,,,,,,
Na II ,258.6308,550,5.80E+07,331 873.93    ,1,,,,,,,,,,,,,,
Na II ,258.9269,60, ,369 158.71    ,1,,,,,,,,,,,,,,
Na III , ,  ,4.70E+03,412 189.46    , 1/2 ,,,,,,,,,,,,,,
Na II ,259.3269,40, ,369 186.73    ,2,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na I ,259.383,  ,8.13E+04,38 540.93    , 3/2 ,,,,,,,,,,,,,,
Na I ,259.393,  ,7.96E+04,38 540.18    , 1/2 ,,,,,,,,,,,,,,
Na II ,259.4958,600,3.71E+07,331 745.06    ,1,,,,,,,,,,,,,,
Na IV , ,  ,1.28E-02,525 139.      ,1,,,,,,,,,,,,,,
Na IV , ,  ,1.28E+06,639 007.      ,1,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na IV , ,  ,2.25E-03,525 117.      ,2,,,,,,,,,,,,,,
Na II ,260.0325,45,4.90E+05,331 665.59    ,2,,,,,,,,,,,,,,
Na IV , ,  ,3.72E+06,639 007.      ,1,,,,,,,,,,,,,,
Na IV , ,  ,7.87E+05,638 943.      ,2,,,,,,,,,,,,,,
Na IV , ,  ,3.32E+06,638 943.      ,2,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,260.2974,25, , ,  ,,,,,,,,,,,,,,
Na II ,260.3563,130, ,369 186.50    ,3,,,,,,,,,,,,,,
Na IV , ,  ,7.41E+05,638 943.      ,2,,,,,,,,,,,,,,
Na II ,260.5388,45, ,369 159.46    ,2,,,,,,,,,,,,,,
Na II ,260.7393,80, , ,  ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,260.8856,30, , ,  ,,,,,,,,,,,,,,
Na III , ,  ,6.96E+04,411 951.78    , 3/2 ,,,,,,,,,,,,,,
Na IV , ,  ,4.51E+06,638 825.      ,3,,,,,,,,,,,,,,
Na IV , ,  ,5.61E+05,638 825.      ,3,,,,,,,,,,,,,,
Na II ,261.1812,850,2.20E+08,331 496.51    ,2,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,261.3486,60, , ,  ,,,,,,,,,,,,,,
Na II ,261.6833,25, , ,  ,,,,,,,,,,,,,,
Na IV , ,  ,5.08E+04,524 838.6+x   ,2,,,,,,,,,,,,,,
Na IV , ,  ,2.45E+04,524 773.3+x   ,1,,,,,,,,,,,,,,
Na II ,262.5515,60, ,369 199.6     ," 3,4 ",,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,262.6368,40, ,369 186.50    ,3,,,,,,,,,,,,,,
Na VIII , ,  ,1.98E+07,1 440 260?      ,2,,,,,,,,,,,,,,
Na II ,262.7414,300, ,369 171.93    ,5,,,,,,,,,,,,,,
Na II ,262.9909,60, ,369 199.6     ," 3,4 ",,,,,,,,,,,,,,
Na II ,263.0766, 35* , ,369 186.73    ,2,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,263.0766, 35* , ,369 186.50    ,3,,,,,,,,,,,,,,
Na II ,263.1812,300, ,369 172.01    ,4,,,,,,,,,,,,,,
Na II ,263.6127,35, , ,  ,,,,,,,,,,,,,,
Na III ,263.745,0,2.15E+06,411 536.38    , 5/2 ,,,,,,,,,,,,,,
Na II ,263.7505,90, , ,  ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na VII , ,  ,6.51E+05,1 415 630       , 5/2 ,,,,,,,,,,,,,,
Na VII , ,  ,1.37E+07,1 415 630       , 3/2 ,,,,,,,,,,,,,,
Na II ,264.7785,30, , ,  ,,,,,,,,,,,,,,
Na II ,264.8532,160, ,370 547.8     ," 3,4 ",,,,,,,,,,,,,,
Na II ,265.0534,35, , ,  ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,265.1313,200, ,370 547.8     ," 3,4 ",,,,,,,,,,,,,,
Na II ,265.243,80, ,369 186.50    ,3,,,,,,,,,,,,,,
Na II ,265.4331,50, ,369 159.46    ,2,,,,,,,,,,,,,,
Na II ,265.9029,60, , ,  ,,,,,,,,,,,,,,
Na II ,265.981,200, ,370 548.06?   ,3,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,266.0997,850,1.65E+08,330 789.05    ,2,,,,,,,,,,,,,,
Na II ,266.2394,70, , ,  ,,,,,,,,,,,,,,
Na II ,266.346,200, ,369 199.6     ," 3,4 ",,,,,,,,,,,,,,
Na II ,266.4358, 80* , ,369 186.73    ,2,,,,,,,,,,,,,,
Na II ,266.4358, 80* , ,369 186.50    ,3,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na III , ,  ,3.11E+04,412 189.46    , 1/2 ,,,,,,,,,,,,,,
Na II ,266.6458,350, ,369 199.6     ," 3,4 ",,,,,,,,,,,,,,
Na II ,266.7395,90, ,369 186.50    ,3,,,,,,,,,,,,,,
Na II ,266.9372,60, ,369 159.46    ,2,,,,,,,,,,,,,,
Na II ,267.0027,100, ,369 186.73    ,2,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,267.0406,130, , ,  ,,,,,,,,,,,,,,
Na X , ,  ,2.07E+08,(11 680 800.7)    ,1,,,,,,,,,,,,,,
Na X , ,  ,2.07E+08,(11 680 794.1)    ,0,,,,,,,,,,,,,,
Na X , ,  ,2.07E+08,(11 680 826.9)    ,2,,,,,,,,,,,,,,
Na II ,267.1826,1000,2.64E+08,330 636.75    ,1,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,267.2027,60, ,369 158.71    ,1,,,,,,,,,,,,,,
Na II ,267.4035,200, ,370 548.50?   ,2,,,,,,,,,,,,,,
Na II ,267.5266,50, , ,  ,,,,,,,,,,,,,,
Na II ,267.5941,60, , ,  ,,,,,,,,,,,,,,
Na VII , ,  ,1.25E+07,1 415 630       , 5/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,267.8085,850,3.01E+08,330 549.35    ,0,,,,,,,,,,,,,,
Na II ,267.9252,150, ,369 186.73    ,2,,,,,,,,,,,,,,
Na I ,268.0331,  ,1.84E+05,37 297.61    , 3/2 ,,,,,,,,,,,,,,
Na I ,268.0421,  ,1.81E+05,37 296.32    , 1/2 ,,,,,,,,,,,,,,
Na III , ,  ,6.73E+05,411 951.78    , 3/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,268.2194,45, , ,  ,,,,,,,,,,,,,,
Na II ,268.3622,25, , ,  ,,,,,,,,,,,,,,
Na II ,268.5083,20, , ,  ,,,,,,,,,,,,,,
Na V , ,  ,7.44E+05,1 011 340       , 5/2 ,,,,,,,,,,,,,,
Na V , ,  ,3.03E+04,1 011 340       , 5/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na VIII , ,  ,2.05E+06,1 439 410?      ,1,,,,,,,,,,,,,,
Na II ,269.3712,15, , ,  ,,,,,,,,,,,,,,
Na II ,269.8048,15, , ,  ,,,,,,,,,,,,,,
Na VII , ,  ,4.02E+07,1 399 890       , 1/2 ,,,,,,,,,,,,,,
Na II ,271.008,25, , ,  ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na X , ,  ,2.11E+08,(11 681 436.4)    ,1,,,,,,,,,,,,,,
Na II ,271.473,70, , ,  ,,,,,,,,,,,,,,
Na IV , ,  ,3.31E+05,643 625.6     ,2,,,,,,,,,,,,,,
Na II ,272.05,25, , ,  ,,,,,,,,,,,,,,
Na V , ,  ,5.91E+05,1 010 860       , 7/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na V , ,  ,2.19E+04,1 010 860       , 7/2 ,,,,,,,,,,,,,,
Na II ,272.393,45, , ,  ,,,,,,,,,,,,,,
Na VII , ,  ,3.93E+07,1 399 600       , 3/2 ,,,,,,,,,,,,,,
Na II ,273.182,25, , ,  ,,,,,,,,,,,,,,
Na VII , ,  ,1.59E+06,1 253 780       , 3/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na V , ,  ,1.98E+06,1 011 340       , 5/2 ,,,,,,,,,,,,,,
Na V , ,  ,1.41E+05,1 011 340       , 5/2 ,,,,,,,,,,,,,,
Na II ,273.874,15, , ,  ,,,,,,,,,,,,,,
Na III , ,  ,1.28E+07,515 365       , 5/2 ,,,,,,,,,,,,,,
Na II ,274.127,25, , ,  ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,274.677,130, , ,  ,,,,,,,,,,,,,,
Na II ,274.898,25, , ,  ,,,,,,,,,,,,,,
Na II ,274.9649, 130bl* , ,369 199.6     ," 3,4 ",,,,,,,,,,,,,,
Na II ,274.9649, 130bl* , ,369 159.46    ,2,,,,,,,,,,,,,,
Na II ,275.051,60, , ,  ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,275.9797,35, ,369 186.50    ,3,,,,,,,,,,,,,,
Na II ,276.1861,25, ,369 159.46    ,2,,,,,,,,,,,,,,
Na II ,276.278,25, , ,  ,,,,,,,,,,,,,,
Na III , ,  ,1.04E+07,515 017       , 3/2 ,,,,,,,,,,,,,,
Na VIII , ,  ,4.31E+07,1 469 150       ,2,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na VII , ,  ,6.14E+05,1 253 350       , 1/2 ,,,,,,,,,,,,,,
Na III , ,  ,2.07E+06,515 017       , 3/2 ,,,,,,,,,,,,,,
Na II ,276.761,35, , ,  ,,,,,,,,,,,,,,
Na VII , ,  ,3.76E+07,1 399 070       , 5/2 ,,,,,,,,,,,,,,
Na V , ,  ,2.03E+06,1 010 860       , 7/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,277.5113,20, ,369 186.73    ,2,,,,,,,,,,,,,,
Na VII , ,  ,5.93E+07,1 428 800       , 7/2 ,,,,,,,,,,,,,,
Na II ,278.17,15, , ,  ,,,,,,,,,,,,,,
Na VII , ,  ,3.92E+06,1 428 720       , 5/2 ,,,,,,,,,,,,,,
Na VII , ,  ,5.50E+07,1 428 720       , 5/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,278.578,15, , ,  ,,,,,,,,,,,,,,
Na II ,278.611,15, , ,  ,,,,,,,,,,,,,,
Na II ,278.849,70, , ,  ,,,,,,,,,,,,,,
Na III , ,  ,2.12E+07,483 388.55    , 1/2 ,,,,,,,,,,,,,,
Na II ,278.935,20, , ,  ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na VII , ,  ,2.98E+05,1 253 780       , 3/2 ,,,,,,,,,,,,,,
Na II ,279.286,15, , ,  ,,,,,,,,,,,,,,
Na II ,279.9211,80,2.64E+06,332 962.57    ,2,,,,,,,,,,,,,,
Na IV , ,  ,3.33E+00,66 496.      ,0,,,,,,,,,,,,,,
Na II ,280.694,60, , ,  ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,280.775,90, , ,  ,,,,,,,,,,,,,,
Na II ,280.8706,650,1.50E+07,332 841.93    ,3,,,,,,,,,,,,,,
Na II ,280.952,850,5.95E+07,300 507.11    ,1,,,,,,,,,,,,,,
Na II ,281.064,130, , ,  ,,,,,,,,,,,,,,
Na II ,281.143,80, , ,  ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,281.184,160,1.01E+06,332 802.21    ,2,,,,,,,,,,,,,,
Na II ,281.39,250,6.90E+06,333 162.94    ,1,,,,,,,,,,,,,,
Na II ,281.721,50, , ,  ,,,,,,,,,,,,,,
Na II ,281.8288,350,1.20E+07,333 107.74    ,1,,,,,,,,,,,,,,
Na II ,282.071,25, , ,  ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,282.149,25, , ,  ,,,,,,,,,,,,,,
Na VII , ,  ,1.15E+06,1 253 350       , 1/2 ,,,,,,,,,,,,,,
Na II ,282.441,25, , ,  ,,,,,,,,,,,,,,
Na X , ,  ,2.46E+08,(11 679 962)      ,1,,,,,,,,,,,,,,
Na X , ,  ,1.48E+08,(11 679 962)      ,1,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na X , ,  ,4.92E+07,(11 679 962)      ,1,,,,,,,,,,,,,,
Na II ,282.835,35, , ,  ,,,,,,,,,,,,,,
Na II ,282.9868,600,3.36E+07,332 962.57    ,2,,,,,,,,,,,,,,
Na VII , ,  ,2.91E+05,1 464 050       , 5/2 ,,,,,,,,,,,,,,
Na IV , ,  ,3.80E+04,635 817.2     ,4,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,283.192,35, , ,  ,,,,,,,,,,,,,,
Na X , ,  ,4.19E+08,(11 680 796)      ,0,,,,,,,,,,,,,,
Na II ,283.226,35, , ,  ,,,,,,,,,,,,,,
Na III , ,  ,4.05E+07,483 388.55    , 1/2 ,,,,,,,,,,,,,,
Na II ,283.361,45, , ,  ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na VII , ,  ,5.79E+06,1 464 050       , 5/2 ,,,,,,,,,,,,,,
Na II ,283.607,80, , ,  ,,,,,,,,,,,,,,
Na II ,283.9564,800,5.10E+07,332 841.93    ,3,,,,,,,,,,,,,,
Na II ,284.1724,1000,8.92E+07,300 103.92    ,2,,,,,,,,,,,,,,
Na II ,284.2762,30,5.23E+05,332 802.21    ,2,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na IV , ,  ,3.86E+03,635 675.6     ,3,,,,,,,,,,,,,,
Na IV , ,  ,3.21E+04,635 675.6     ,3,,,,,,,,,,,,,,
Na II ,284.863,60, , ,  ,,,,,,,,,,,,,,
Na II ,284.911,40, , ,  ,,,,,,,,,,,,,,
Na II ,285.002,35, , ,  ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,285.072,35, , ,  ,,,,,,,,,,,,,,
Na II ,285.116,40, , ,  ,,,,,,,,,,,,,,
Na IV , ,  ,1.03E+02,635 566.0     ,2,,,,,,,,,,,,,,
Na I ,285.2811,16,5.38E+05,35 042.85    , 3/2 ,,,,,,,,,,,,,,
Na I ,285.3013,15,5.31E+05,35 040.38    , 1/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na IV , ,  ,2.88E+03,635 566.0     ,2,,,,,,,,,,,,,,
Na IV , ,  ,3.11E+04,635 566.0     ,2,,,,,,,,,,,,,,
Na II ,285.6508,650,6.20E+07,333 162.94    ,1,,,,,,,,,,,,,,
Na II ,285.9488,800,2.19E+07,299 885.37    ,1,,,,,,,,,,,,,,
Na II ,286.1019,350,8.00E+06,333 107.74    ,1,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,286.296,40, , ,  ,,,,,,,,,,,,,,
Na II ,286.366,60, , ,  ,,,,,,,,,,,,,,
Na II ,286.796,50, , ,  ,,,,,,,,,,,,,,
Na III , ,  ,4.88E+07,482 402.20    , 3/2 ,,,,,,,,,,,,,,
Na II ,286.831,60, , ,  ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Na II ,286.93,50, , ,  ,,,,,,,,,,,,,,
Na VII , ,  ,1.91E+06,1 252 010       , 5/2 ,,,,,,,,,,,,,,
Na II ,287.1275,750,2.75E+07,300 507.11    ,1,,,,,,,,,,,,,,
Na VI , ,  ,4.17E-01,35 498       ,2,,,,,,,,,,,,,,
