Ion, Observed , Rel. , Aki, Ek ,J,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ca I ,422.673,50,2.18E+08,23 652.304 ,1,,,,,,,,,,,,,,
Ca III ,422.815, 110h ,2.90E+08,371 061.37  ,4,,,,,,,,,,,,,,
Ca III ,423.3737,700,3.60E+08,370 957.52  ,6,,,,,,,,,,,,,,
Ca I ,424.046,15, , ,  ,,,,,,,,,,,,,,
Ca III ,424.0742,600,3.50E+08,370 957.65  ,5,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ca III ,425.6626,70,4.30E+07,370 903.12  ,3,,,,,,,,,,,,,,
Ca III ,427.1896,410,3.20E+08,374 143.44  ,4,,,,,,,,,,,,,,
Ca III ,427.2723,29, ,374 138.90  ,4,,,,,,,,,,,,,,
Ca III ,427.3881,200,2.11E+07,348 051.86  ,4,,,,,,,,,,,,,,
Ca III ,427.8209,270,4.50E+07,348 028.13  ,3,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ca III ,427.889,43,1.04E+07,374 143.84  ,3,,,,,,,,,,,,,,
Ca III ,427.9723,360,3.30E+08,374 138.90  ,4,,,,,,,,,,,,,,
Ca I ,428.301,24,4.34E+07,38 551.558 ,2,,,,,,,,,,,,,,
Ca III ,428.3571,35,1.15E+07,374 143.44  ,4,,,,,,,,,,,,,,
Ca III ,428.4388,500,3.50E+08,374 139.31  ,5,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ca I ,428.936,22,6.00E+07,38 464.808 ,1,,,,,,,,,,,,,,
Ca III ,429.0069,280,2.60E+08,371 061.30  ,3,,,,,,,,,,,,,,
Ca III ,429.5571,70,9.00E+06,347 383.51  ,4,,,,,,,,,,,,,,
Ca I ,429.899,22,4.66E+07,38 464.808 ,1,,,,,,,,,,,,,,
Ca III ,430.1005,240,3.10E+08,374 143.84  ,3,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ca III ,430.1494,290,6.90E+07,346 896.26  ,2,,,,,,,,,,,,,,
Ca I ,430.253,25,1.36E+08,38 551.558 ,2,,,,,,,,,,,,,,
Ca III ,430.2804,800,2.70E+08,347 344.37  ,5,,,,,,,,,,,,,,
Ca I ,430.774,23,1.99E+08,38 417.543 ,0,,,,,,,,,,,,,,
Ca I ,431.865,22,7.40E+07,38 464.808 ,1,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ca III ,432.8225,40,3.40E+06,347 758.22  ,2,,,,,,,,,,,,,,
Ca III ,432.9185,490,3.00E+08,371 120.69  ,4,,,,,,,,,,,,,,
Ca III ,433.2065,41,9.60E+06,346 732.19  ,1,,,,,,,,,,,,,,
Ca III ,433.3567,480,3.10E+08,371 121.06  ,5,,,,,,,,,,,,,,
Ca III ,434.0343,80,4.40E+07,371 061.30  ,3,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ca III ,434.4817,34,4.50E+07,371 061.37  ,4,,,,,,,,,,,,,,
Ca I ,435.508,20,1.90E+07,44 804.878 ,3,,,,,,,,,,,,,,
Ca III ,435.8379,410,1.17E+08,350 900.04  ,2,,,,,,,,,,,,,,
Ca III ,436.9249,21, ,364 229.89  ,0,,,,,,,,,,,,,,
Ca III ,438.2997,25,8.50E+06,350 900.04  ,2,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ca III ,439.3109,33,4.40E+06,347 417.05  ,3,,,,,,,,,,,,,,
Ca III ,439.5895,60, ,364 343.85  ,1,,,,,,,,,,,,,,
Ca III ,439.9594,800,2.03E+08,347 383.51  ,4,,,,,,,,,,,,,,
Ca III ,440.6291,700,2.19E+08,350 779.47  ,3,,,,,,,,,,,,,,
Ca III ,441.3736,80, ,350 741.19  ,3,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ca III ,442.4326,13, ,361 794.08  ,1,,,,,,,,,,,,,,
Ca I ,442.544,25,4.98E+07,37 748.197 ,1,,,,,,,,,,,,,,
Ca III ,443.1298,600,1.90E+08,348 028.13  ,3,,,,,,,,,,,,,,
Ca I ,443.496,26,6.70E+07,37 751.867 ,2,,,,,,,,,,,,,,
Ca I ,443.569,25,3.42E+07,37 748.197 ,1,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ca I ,445.478,30,8.70E+07,37 757.449 ,3,,,,,,,,,,,,,,
Ca I ,445.589,28,2.00E+07,37 751.867 ,2,,,,,,,,,,,,,,
Ca I ,445.661,20,2.45E+06,37 748.197 ,1,,,,,,,,,,,,,,
Ca II ,447.204,20, , ,  ,,,,,,,,,,,,,,
Ca II ,447.923,10, , ,  ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ca III ,448.4396,70,2.13E+07,350 900.04  ,2,,,,,,,,,,,,,,
Ca III ,448.495,150,3.70E+07,347 758.22  ,2,,,,,,,,,,,,,,
Ca II ,448.918,20, , ,  ,,,,,,,,,,,,,,
Ca III ,449.5963,19,2.30E+06,346 896.26  ,2,,,,,,,,,,,,,,
Ca III ,449.9884,1000,2.27E+08,350 805.32  ,4,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ca III ,450.5131,31,1.09E+07,350 779.47  ,3,,,,,,,,,,,,,,
Ca III ,450.8787,80, ,350 779.47  ,3,,,,,,,,,,,,,,
Ca III ,451.2911,60,1.00E+07,350 741.19  ,3,,,,,,,,,,,,,,
Ca III ,451.6585,700,2.01E+08,350 741.19  ,3,,,,,,,,,,,,,,
Ca I ,452.694,23,4.10E+07,43 933.477 ,1,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ca III ,455.3295,70,4.90E+07,361 154.07  ,2,,,,,,,,,,,,,,
Ca III ,455.4652,35, ,347 417.05  ,3,,,,,,,,,,,,,,
Ca III ,457.2124,700,1.80E+08,348 051.86  ,4,,,,,,,,,,,,,,
Ca VII , ,  ,1.80E-04,21 864.0   ,2,,,,,,,,,,,,,,
Ca I ,457.855,22,1.76E+07,42 170.214 ,2,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ca I ,458.14,23,2.09E+07,42 170.558 ,3,,,,,,,,,,,,,,
Ca I ,458.147,23,3.50E+06,42 170.214 ,2,,,,,,,,,,,,,,
Ca I ,458.587,24,2.29E+07,42 171.026 ,4,,,,,,,,,,,,,,
Ca I ,458.596,24,2.50E+06,42 170.558 ,3,,,,,,,,,,,,,,
Ca I , ,  ,9.80E+04,42 170.214 ,2,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ca III ,462.9485,50,3.70E+06,344 257.92  ,1,,,,,,,,,,,,,,
Ca III ,463.2869,80,6.00E+07,365 363.88  ,1,,,,,,,,,,,,,,
Ca III ,466.7254,50, ,363 021.27  ,2,,,,,,,,,,,,,,
Ca I ,468.527,20,8.00E+06,44 989.830 ,2,,,,,,,,,,,,,,
Ca III ,470.3604,22, ,344 257.92  ,1,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ca III ,470.8829,150,3.50E+07,347 417.05  ,3,,,,,,,,,,,,,,
Ca III ,471.6269,130,2.80E+07,347 383.51  ,4,,,,,,,,,,,,,,
Ca II ,471.674,30, , ,  ,,,,,,,,,,,,,,
Ca II ,472.103,40, , ,  ,,,,,,,,,,,,,,
Ca III ,472.7634,48,2.60E+06,344 149.81  ,2,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ca III ,473.6681,60,5.80E+07,365 363.88  ,1,,,,,,,,,,,,,,
Ca II ,479.997,40, , ,  ,,,,,,,,,,,,,,
Ca III ,482.7263,36,4.10E+06,346 896.26  ,2,,,,,,,,,,,,,,
Ca III ,485.1929,70,9.70E+07,361 353.31  ,1,,,,,,,,,,,,,,
Ca III ,485.233,36, ,344 257.92  ,1,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ca III ,485.9167,90,1.09E+08,361 154.07  ,2,,,,,,,,,,,,,,
Ca I ,487.813,25,1.88E+07,42 343.587 ,3,,,,,,,,,,,,,,
Ca III ,488.9826,70,1.15E+08,364 229.89  ,0,,,,,,,,,,,,,,
Ca III ,489.9306,43,2.07E+07,361 154.07  ,2,,,,,,,,,,,,,,
Ca III ,491.9266,70,8.20E+07,359 520.60  ,2,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ca VII , ,  ,1.25E+00,21 864.0   ,2,,,,,,,,,,,,,,
Ca VII , ,  ,1.50E-03,21 864.0   ,2,,,,,,,,,,,,,,
Ca III ,495.0527,70,1.22E+08,364 343.85  ,1,,,,,,,,,,,,,,
Ca II ,500.148,70,2.00E+07,80 521.53  , 3/2 ,,,,,,,,,,,,,,
Ca III ,500.8945,90,1.38E+08,359 156.83  ,1,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ca III ,501.4352,50, ,348 028.13  ,3,,,,,,,,,,,,,,
Ca II ,501.997,80,2.30E+07,80 526.16  , 5/2 ,,,,,,,,,,,,,,
Ca II ,502.114,40,3.90E+06,80 521.53  , 3/2 ,,,,,,,,,,,,,,
Ca I ,504.162,23,3.30E+07,41 679.008 ,1,,,,,,,,,,,,,,
Ca III ,504.6917,60,4.10E+07,360 388.68  ,3,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ca III ,505.0071,80,4.90E+07,347 758.22  ,2,,,,,,,,,,,,,,
Ca III ,506.3722,60,1.68E+08,358 940.91  ,0,,,,,,,,,,,,,,
Ca III ,508.3177,38,8.70E+06,347 758.22  ,2,,,,,,,,,,,,,,
Ca III ,511.298,38,3.20E+07,361 154.07  ,2,,,,,,,,,,,,,,
Ca III ,513.773,60,7.10E+07,360 207.16  ,2,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ca I ,518.885,25,4.00E+07,42 919.053 ,2,,,,,,,,,,,,,,
Ca III ,520.1353,45,2.90E+07,359 800.57  ,3,,,,,,,,,,,,,,
Ca III ,523.1815,70,1.82E+08,362 893.47  ,2,,,,,,,,,,,,,,
Ca III ,524.7373,100,1.79E+08,359 800.57  ,3,,,,,,,,,,,,,,
Ca I , ,  ,6.10E+05,39 340.080 ,2,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ca I ,526.171,22,1.50E+07,39 335.322 ,1,,,,,,,,,,,,,,
Ca I ,526.224,23,6.00E+07,39 333.382 ,0,,,,,,,,,,,,,,
Ca I ,526.424,22,9.10E+06,39 340.080 ,2,,,,,,,,,,,,,,
Ca I ,526.556,24,4.40E+07,39 335.322 ,1,,,,,,,,,,,,,,
Ca I ,527.027,25,5.00E+07,39 340.080 ,2,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ca III ,527.1981,170,2.03E+08,359 543.08  ,4,,,,,,,,,,,,,,
Ca II ,528.527,60,7.80E+06,79 448.28  , 1/2 ,,,,,,,,,,,,,,
Ca III ,529.7529,34,2.33E+07,363 021.27  ,2,,,,,,,,,,,,,,
Ca III ,530.1321,70,1.30E+08,360 207.16  ,2,,,,,,,,,,,,,,
Ca II ,530.722,70,1.50E+07,79 448.28  , 1/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ca V , ,  ,6.30E-03,18 830.3   ,2,,,,,,,,,,,,,,
Ca V , ,  ,1.93E+00,18 830.3   ,2,,,,,,,,,,,,,,
Ca III ,532.1288,90,1.56E+08,360 388.68  ,3,,,,,,,,,,,,,,
Ca III ,532.6153,22,7.90E+06,346 732.19  ,1,,,,,,,,,,,,,,
Ca III ,532.8063,70,1.61E+08,363 021.27  ,2,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ca III ,533.3652,33,2.17E+07,362 893.47  ,2,,,,,,,,,,,,,,
Ca II ,533.919,50, , ,  ,,,,,,,,,,,,,,
Ca I ,534.947,27, ,40 537.893 ,3,,,,,,,,,,,,,,
Ca III ,535.073,41,5.60E+07,361 794.08  ,1,,,,,,,,,,,,,,
Ca III ,535.4237,41,7.40E+07,365 363.88  ,1,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ca III ,537.547,41,7.40E+06,341 601.46  ,2,,,,,,,,,,,,,,
Ca XV , ,  ,7.78E+01,35 923     ,2,,,,,,,,,,,,,,
Ca XV , ,  ,4.00E-04,35 923     ,2,,,,,,,,,,,,,,
Ca III ,545.7799,24, ,343 784.96  ,1,,,,,,,,,,,,,,
Ca VI , ,  ,3.90E+00,45 142.7+x , 3/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ca VI , ,  ,3.50E-01,45 142.7+x , 3/2 ,,,,,,,,,,,,,,
Ca III ,548.001,49,6.00E+07,361 353.31  ,1,,,,,,,,,,,,,,
Ca III ,550.163,30,1.24E+07,359 520.60  ,2,,,,,,,,,,,,,,
Ca I ,551.298,23,1.10E+08,41 786.276 ,0,,,,,,,,,,,,,,
Ca III ,552.0304,37,3.80E+07,346 692.34  ,0,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ca III ,557.0583,80,2.90E+07,341 601.46  ,2,,,,,,,,,,,,,,
Ca III ,557.9059,60,9.20E+07,359 520.60  ,2,,,,,,,,,,,,,,
Ca I ,558.197,25,6.00E+06,38 259.124 ,3,,,,,,,,,,,,,,
Ca VI , ,  ,2.10E+00,45 142.7+x , 3/2 ,,,,,,,,,,,,,,
Ca VI , ,  ,7.80E-01,45 142.7+x , 3/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ca I ,558.876,27,4.90E+07,38 259.124 ,3,,,,,,,,,,,,,,
Ca I ,559.012,24,8.30E+06,38 219.118 ,2,,,,,,,,,,,,,,
Ca I ,559.447,26,3.80E+07,38 219.118 ,2,,,,,,,,,,,,,,
Ca I ,559.849,25,4.30E+07,38 192.392 ,1,,,,,,,,,,,,,,
Ca I ,560.129,24,8.60E+06,38 219.118 ,2,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ca I ,560.285,24,1.40E+07,38 192.392 ,1,,,,,,,,,,,,,,
Ca III ,561.3997,10,9.90E+06,359 156.83  ,1,,,,,,,,,,,,,,
Ca VII , ,  ,2.56E+00,21 864.0   ,2,,,,,,,,,,,,,,
Ca VII , ,  ,5.30E-03,21 864.0   ,2,,,,,,,,,,,,,,
Ca VI , ,  ,2.30E+00,44 586.7+x , 1/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ca VI , ,  ,6.40E-01,44 586.7+x , 1/2 ,,,,,,,,,,,,,,
Ca III ,565.0014,22,6.40E+06,341 349.19  ,1,,,,,,,,,,,,,,
Ca III ,566.3582,27,4.10E+07,364 343.85  ,1,,,,,,,,,,,,,,
Ca XV , ,  ,9.49E+01,17 559     ,1,,,,,,,,,,,,,,
Ca III ,569.4646,34,3.40E+07,359 156.83  ,1,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ca VI , ,  ,3.90E-01,44 586.7+x , 1/2 ,,,,,,,,,,,,,,
Ca III ,584.8488,11,1.67E+06,340 748.72  ,2,,,,,,,,,,,,,,
Ca I ,585.745,30,6.60E+07,40 719.847 ,2,,,,,,,,,,,,,,
Ca II ,592.272,10, , ,  ,,,,,,,,,,,,,,
Ca II ,592.369,10, , ,  ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ca III ,604.6152,37,1.33E+07,339 198.09  ,1,,,,,,,,,,,,,,
Ca III ,606.9978,110,6.70E+07,340 580.15  ,3,,,,,,,,,,,,,,
Ca V , ,  ,4.60E-04,18 830.3   ,2,,,,,,,,,,,,,,
Ca V , ,  ,4.31E-01,18 830.3   ,2,,,,,,,,,,,,,,
Ca I ,610.272,27,9.60E+06,31 539.495 ,1,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ca III ,612.0111,36,1.47E+07,344 257.92  ,1,,,,,,,,,,,,,,
Ca I ,612.222,29,2.87E+07,31 539.495 ,1,,,,,,,,,,,,,,
Ca I , ,  ,2.30E+05,36 575.119 ,2,,,,,,,,,,,,,,
Ca III ,616.0875,14, ,344 149.81  ,2,,,,,,,,,,,,,,
Ca I ,616.129,22,3.30E+06,36 575.119 ,2,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ca I ,616.217,30,4.77E+07,31 539.495 ,1,,,,,,,,,,,,,,
Ca I ,616.376,22,5.60E+06,36 554.749 ,1,,,,,,,,,,,,,,
Ca I ,616.644,24,2.20E+07,36 547.688 ,0,,,,,,,,,,,,,,
Ca I ,616.906,26,1.70E+07,36 554.749 ,1,,,,,,,,,,,,,,
Ca I ,616.956,28,1.90E+07,36 575.119 ,2,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ca III ,617.3217,45,3.10E+07,339 198.09  ,1,,,,,,,,,,,,,,
Ca III ,621.3979,80,5.50E+07,340 748.72  ,2,,,,,,,,,,,,,,
Ca III ,622.5379,26,4.90E+06,344 149.81  ,2,,,,,,,,,,,,,,
Ca III ,627.9785,33,7.40E+06,340 580.15  ,3,,,,,,,,,,,,,,
Ca III ,629.4885,60,4.70E+07,341 349.19  ,1,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ca III ,637.0113,60,6.10E+07,343 784.96  ,1,,,,,,,,,,,,,,
Ca III ,638.7552,42,5.10E+07,344 257.92  ,1,,,,,,,,,,,,,,
Ca III ,642.4509,70,6.10E+07,344 149.81  ,2,,,,,,,,,,,,,,
Ca V , ,  ,1.10E-04,18 830.3   ,2,,,,,,,,,,,,,,
Ca III ,643.1971,32,2.60E+07,339 198.09  ,1,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ca I ,643.907,35,5.30E+07,35 896.889 ,4,,,,,,,,,,,,,,
Ca I ,644.981,30,9.00E+06,35 835.413 ,2,,,,,,,,,,,,,,
Ca I ,645.56,22,1.40E+06,35 835.413 ,2,,,,,,,,,,,,,,
Ca II ,645.687,80, , ,  ,,,,,,,,,,,,,,
Ca I ,646.257,34,4.70E+07,35 818.713 ,3,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ca I ,647.166,29,5.90E+06,35 818.713 ,3,,,,,,,,,,,,,,
Ca III ,648.5348,70,4.70E+07,341 601.46  ,2,,,,,,,,,,,,,,
Ca I ,649.378,32,4.40E+07,35 730.454 ,2,,,,,,,,,,,,,,
Ca I ,649.965,28,8.10E+06,35 730.454 ,2,,,,,,,,,,,,,,
Ca I , ,  ,2.40E+05,35 730.454 ,2,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ca III ,653.8778,40,9.50E+07,346 692.34  ,0,,,,,,,,,,,,,,
Ca III ,654.2236,40,1.27E+07,340 748.72  ,2,,,,,,,,,,,,,,
Ca I ,657.278,23,2.60E+03,15 210.063 ,1,,,,,,,,,,,,,,
Ca III ,659.9648,30,8.90E+07,343 110.24  ,0,,,,,,,,,,,,,,
Ca I ,671.769,30,1.20E+07,36 731.615 ,1,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ca III ,686.512,6,4.00E+06,340 748.72  ,2,,,,,,,,,,,,,,
Ca III ,688.1475,9,3.60E+07,343 110.24  ,0,,,,,,,,,,,,,,
Ca III ,694.5506,14,6.00E+06,340 580.15  ,3,,,,,,,,,,,,,,
Ca III ,706.472,18,1.99E+07,350 900.04  ,2,,,,,,,,,,,,,,
Ca I ,714.815,33, , ,  ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ca I ,720.219,31, , ,  ,,,,,,,,,,,,,,
Ca II ,729.147,  ,1.30E+00,13 710.88  , 5/2 ,,,,,,,,,,,,,,
Ca III ,730.869,39,3.40E+07,341 601.46  ,2,,,,,,,,,,,,,,
Ca II ,732.389,  ,1.30E+00,13 650.19  , 3/2 ,,,,,,,,,,,,,,
Ca I ,732.615,33, , ,  ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ca III ,744.6,8,6.50E+06,341 349.19  ,1,,,,,,,,,,,,,,
Ca III ,754.044,25, ,341 349.19  ,1,,,,,,,,,,,,,,
Ca III ,756.85,20,2.50E+07,344 257.92  ,1,,,,,,,,,,,,,,
Ca II ,757.581,30, , ,  ,,,,,,,,,,,,,,
Ca II ,758.111,60, , ,  ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ca II ,760.13,80, , ,  ,,,,,,,,,,,,,,
Ca II ,760.232,20, , ,  ,,,,,,,,,,,,,,
Ca III ,767.898,17,1.61E+07,341 601.46  ,2,,,,,,,,,,,,,,
Ca III ,769.338,21,7.70E+06,341 601.46  ,2,,,,,,,,,,,,,,
Ca III ,777.714,15,2.34E+07,344 257.92  ,1,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ca III ,779.46,18,1.52E+07,340 748.72  ,2,,,,,,,,,,,,,,
Ca III ,781.857,12,5.10E+06,340 748.72  ,2,,,,,,,,,,,,,,
Ca II ,782.078,40, , ,  ,,,,,,,,,,,,,,
Ca III ,783.071,38,5.00E+07,341 349.19  ,1,,,,,,,,,,,,,,
Ca III ,784.306,50,5.10E+07,344 149.81  ,2,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ca II ,784.338,60, , ,  ,,,,,,,,,,,,,,
Ca III ,784.954,19,2.70E+07,343 784.96  ,1,,,,,,,,,,,,,,
Ca III ,789.846,90,5.20E+07,340 580.15  ,3,,,,,,,,,,,,,,
Ca III ,799.357, 6h ,3.70E+07,371 447.58  ,1,,,,,,,,,,,,,,
Ca III ,800.481,6, ,340 580.15  ,3,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ca II ,801.75,20, , ,  ,,,,,,,,,,,,,,
Ca II ,802.05,20, , ,  ,,,,,,,,,,,,,,
Ca III ,805.123,18,1.74E+07,359 800.57  ,3,,,,,,,,,,,,,,
Ca III ,807.421,23,2.09E+07,343 784.96  ,1,,,,,,,,,,,,,,
Ca III ,810.365,19,1.64E+07,360 388.68  ,3,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ca III ,811.899,16,1.94E+07,363 118.75  ,3,,,,,,,,,,,,,,
Ca II ,813.305,70, , ,  ,,,,,,,,,,,,,,
Ca III ,814.106,11,1.92E+07,363 021.27  ,2,,,,,,,,,,,,,,
Ca III ,815.407,7,1.21E+07,359 156.83  ,1,,,,,,,,,,,,,,
Ca III ,818.863,41, ,358 940.91  ,0,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ca III ,819.534,21,1.82E+07,359 543.08  ,4,,,,,,,,,,,,,,
Ca II ,820.172,100,5.10E+07,72 722.23  , 3/2 ,,,,,,,,,,,,,,
Ca III ,820.861,11,1.73E+07,360 207.16  ,2,,,,,,,,,,,,,,
Ca III ,821.72, 70l ,2.90E+07,340 748.72  ,2,,,,,,,,,,,,,,
Ca III ,823.361,15, ,340 748.72  ,2,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ca II ,824.88,110,6.10E+07,72 730.93  , 5/2 ,,,,,,,,,,,,,,
Ca III ,825.269,12,1.98E+07,362 893.47  ,2,,,,,,,,,,,,,,
Ca II ,825.473,70,1.00E+07,72 722.23  , 3/2 ,,,,,,,,,,,,,,
Ca I ,825.667,14, , ,  ,,,,,,,,,,,,,,
Ca III ,825.983,12,1.51E+07,359 520.60  ,2,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ca I ,833.804,10, , ,  ,,,,,,,,,,,,,,
Ca I ,833.912,12, , ,  ,,,,,,,,,,,,,,
Ca I ,835.239,10, , ,  ,,,,,,,,,,,,,,
Ca I ,835.717,11, , ,  ,,,,,,,,,,,,,,
Ca II ,849.802,130,1.11E+06,25 414.40  , 3/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ca III ,850.55, 11H ,2.15E+07,371 274.48  ,2,,,,,,,,,,,,,,
Ca II ,854.209,170,9.90E+06,25 414.40  , 3/2 ,,,,,,,,,,,,,,
Ca III ,863.277,50,7.10E+06,290 934.30  ,0,,,,,,,,,,,,,,
Ca I ,863.395,10, , ,  ,,,,,,,,,,,,,,
Ca II ,866.214,160,1.06E+07,25 191.51  , 1/2 ,,,,,,,,,,,,,,
 , , , , , ,,,,,,,,,,,,,,
Ca I ,884.261,12, , ,  ,,,,,,,,,,,,,,
Ca I ,890.918,15, , ,  ,,,,,,,,,,,,,,
Ca II ,891.207,100, , ,  ,,,,,,,,,,,,,,
Ca II ,892.736,110, , ,  ,,,,,,,,,,,,,,
Ca I ,896.747,12, , ,  ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
